Orthogroup	Arabidopsis_thaliana_rna_prot	Brassica_napus_rna_prot
OG0008313	NM_001343841.1.p1, NM_001343842.1.p1	XM_013787993.3.p1, XM_013852416.3.p1, XM_013805560.3.p1, XM_013869201.3.p1
OG0008314	NM_105195.3.p1	XM_013851624.3.p1, XM_013846394.3.p1
OG0008314	NM_123014.4.p1, NM_001344135.1.p1	XM_013879010.3.p1
OG0008315	NM_123252.3.p1, NM_001344278.1.p1	XR_007314995.1.p1, XM_048736919.1.p1, XM_013819810.3.p1
OG0008316	NM_001344759.1.p1	XM_013842942.3.p1, XM_013869767.3.p1
OG0008317	NM_111630.2.p1, NM_001344769.1.p1, NM_001344770.1.p1, NM_124216.3.p1, NM_124215.2.p1, NM_180824.2.p1	XM_013805309.3.p1, XM_013805308.3.p1, XM_013868930.3.p1, XM_013807878.3.p1, XM_013788845.3.p1, XM_013865923.3.p1, XM_013822250.3.p1, XM_013865933.2.p1, XM_048749226.1.p1, XM_048745454.1.p1, XM_022709264.2.p1, XM_048747017.1.p1
OG0008318	NM_001344973.1.p1, NM_203197.1.p1	XM_013877168.3.p1
OG0008319	NM_180851.2.p1, NM_001345057.1.p1	XM_013811345.3.p1, XM_013859059.3.p1
OG0008320	NM_203211.1.p1, NM_125000.4.p1	XM_013829898.3.p1
OG0008321	NM_001345282.1.p1, NM_125181.5.p1	XM_048750709.1.p1, XM_013828610.3.p1
OG0008322	NM_001345370.1.p1	XM_013825469.3.p1, XM_048746642.1.p1
OG0008323	NM_125430.3.p1, NM_001345412.1.p1	XR_007319008.1.p1, XM_013825746.3.p1
OG0008324	NM_125452.4.p1, NM_001345426.1.p1	XM_013805235.3.p1, XR_001274301.3.p1
OG0008325	NM_001345660.1.p1	XM_013787645.3.p1, XM_013838363.3.p1, XM_048750649.1.p1
OG0008326	NM_001345753.1.p1, NM_126027.4.p1	XM_048739567.1.p1, XM_048767620.1.p1, XM_013798288.3.p1, XM_013796253.3.p1
OG0008327	NM_113138.4.p1	XM_013896114.3.p1, XM_013828272.3.p1
OG0008327	NM_100416.4.p1	XM_013860850.3.p1, XM_013810243.3.p1, XM_048757792.1.p1
OG0008328	NM_100538.5.p1	XM_022707621.2.p1, XM_022707622.2.p1, XM_013860709.3.p1, XM_048773280.1.p1, XM_048773281.1.p1
OG0008329	NM_100713.3.p1	XM_013785631.3.p1, XM_013856773.3.p1
OG0008330	NM_100857.4.p1	XM_013802267.3.p1, XM_013785506.3.p1, XM_013842122.3.p1
OG0008331	NM_101124.5.p1	XM_013842261.3.p1, XM_048741796.1.p1, XM_013852539.3.p1, XM_022688152.2.p1, XM_013889953.3.p1
OG0008332	NM_113575.4.p1, NM_101162.3.p1	XM_013842465.3.p1
OG0008333	NM_101182.4.p1	XM_048741780.1.p1, XM_013852561.3.p1
OG0008334	NM_126396.2.p1	XM_048775355.1.p1
OG0008334	NM_101256.3.p1	XM_013836086.3.p1, XM_048766387.1.p1, XM_013809218.3.p1, XM_013856039.3.p1
OG0008335	NM_106709.4.p1	XM_013837292.3.p1, XM_013794885.3.p1, XM_013871552.3.p1, XM_013793121.3.p1, XM_013843715.3.p1
OG0008335	NM_101448.5.p1	XM_048741703.1.p1, XM_013854748.3.p1, XM_013786249.3.p1, XM_013832191.3.p1
OG0008336	NM_101476.4.p1	XM_022691429.2.p1, XM_048765205.1.p1, XM_013786222.3.p1, XM_013837121.2.p1
OG0008337	NM_101485.4.p1	XM_013827466.3.p1, XM_048766414.1.p1, XM_048741690.1.p1, XM_013856678.3.p1
OG0008338	NM_101629.3.p1	XM_013786301.3.p1, XM_048758212.1.p1
OG0008339	NM_101726.4.p1	XM_013803496.3.p1, XM_013784469.3.p1
OG0008340	NM_101771.5.p1	XM_013801779.2.p1, XM_013872667.3.p1
OG0008341	NM_106170.5.p1	XM_013793438.3.p1, XM_022713199.2.p1
OG0008341	NM_101794.4.p1	XM_022687296.2.p1, XM_013842445.3.p1
OG0008342	NM_101830.2.p1	XM_013786409.3.p1
OG0008342	NM_106200.4.p1	XM_048747692.1.p1
OG0008343	NM_101875.2.p1	XM_013874514.3.p1, XM_013786576.3.p1
OG0008344	NM_129789.2.p1	XM_013827045.2.p1
OG0008344	NM_101949.5.p1	XM_013839549.3.p1
OG0008345	NM_102020.4.p1	XM_013786909.3.p1, XM_013842894.3.p1
OG0008346	NM_102188.3.p1	XM_013807431.3.p1, XM_013842573.3.p1
OG0008347	NM_102448.4.p1	XM_048742061.1.p1, XM_013870508.3.p1, XM_013819458.3.p1, XM_022690781.2.p1
OG0008348	NM_102468.2.p1	XM_048740918.1.p1, XM_048740919.1.p1, XM_022713593.2.p1, XM_022714197.2.p1, XM_013801759.3.p1
OG0008349	NM_102531.4.p1	XM_013807779.3.p1, XM_013829875.3.p1, XM_013829874.3.p1, XM_013829878.3.p1
OG0008350	NM_102540.4.p1	XM_013807050.3.p1
OG0008351	NM_102560.3.p1	XM_013797782.3.p1, XM_013801513.3.p1, XM_013829860.1.p1, XM_048756869.1.p1
OG0008352	NM_128945.3.p1	NM_001316269.1.p1, XM_013863808.3.p1
OG0008352	NM_102608.4.p1	XM_013799651.3.p1, XM_013821566.3.p1, XM_013875960.3.p1, XM_022692674.2.p1
OG0008353	NM_102758.2.p1	XM_013796058.3.p1, XM_013802336.3.p1, XM_013810532.3.p1
OG0008353	NM_179902.2.p1	XM_013890745.3.p1, XM_013877835.3.p1, XM_013873623.3.p1, XM_022700645.2.p1
OG0008354	NM_102773.3.p1	XM_022702801.2.p1, XM_013848432.3.p1, XM_013807016.3.p1, XM_013801356.3.p1, XM_013881204.3.p1
OG0008355	NM_118091.3.p1, NM_202847.3.p1	XM_013805435.3.p1
OG0008355	NM_102861.3.p1	XM_013806370.3.p1
OG0008356	NM_102871.5.p1	XM_013838187.3.p1, XM_013840595.3.p1, XM_013855836.3.p1, XM_013842115.2.p1
OG0008357	NM_102882.2.p1	XM_013806009.3.p1, XM_013838432.3.p1, XM_013853265.3.p1
OG0008358	NM_102901.4.p1	XM_013804139.3.p1, XM_022688676.2.p1, XM_013842432.3.p1
OG0008359	NM_102924.3.p1	XM_013805049.3.p1
OG0008360	NM_102988.5.p1	XM_022690912.2.p1, XM_048739034.1.p1, XM_048759097.1.p1
OG0008360	NM_129085.5.p1	XM_013856477.3.p1, XM_022700412.2.p1
OG0008361	NM_117103.3.p1	XM_013880111.3.p1, XM_013864311.3.p1
OG0008361	NM_103057.4.p1	XM_022691050.2.p1
OG0008363	NM_103262.5.p1	XM_013893814.3.p1
OG0008364	NM_103558.4.p1	XM_013837608.3.p1, XM_022705103.2.p1
OG0008365	NM_103798.5.p1	XM_048779594.1.p1, XR_001286123.3.p1, XM_022711219.2.p1
OG0008366	NM_103890.4.p1	XM_013880393.3.p1, XM_048735412.1.p1, XM_013785412.3.p1, XM_013865235.3.p1
OG0008367	NM_104039.4.p1	XM_013785296.3.p1, XM_048760436.1.p1, XM_013897063.3.p1, XM_048761782.1.p1
OG0008368	NM_104205.2.p1	XM_013800015.3.p1, XM_013875905.3.p1
OG0008369	NM_104431.3.p1	XM_022698356.2.p1, XM_013784955.3.p1, XM_022704150.2.p1
OG0008370	NM_104453.2.p1	XM_013864049.3.p1, XM_048748166.1.p1, XM_048769486.1.p1, XM_013802369.3.p1, XM_013883755.3.p1, XM_013876516.3.p1, XM_013790812.3.p1, XM_013798781.2.p1, XM_048780919.1.p1, XM_013884227.3.p1, XM_022710073.2.p1
OG0008371	NM_104675.3.p1	XM_013785887.3.p1, XM_013836841.3.p1, XM_013891905.3.p1
OG0008372	NM_105667.3.p1	XM_013791353.3.p1
OG0008373	NM_105787.2.p1, NM_105786.3.p1	XM_048757073.1.p1, XM_013873741.3.p1
OG0008374	NM_105854.1.p1	XM_048761361.1.p1, XM_013836204.3.p1, XM_048760091.1.p1
OG0008375	NM_105957.3.p1	XM_013793376.3.p1, XM_048735813.1.p1, XM_048760062.1.p1
OG0008376	NM_106085.2.p1	XM_013821278.3.p1, XM_013882422.3.p1
OG0008377	NM_106323.4.p1	XM_013793281.3.p1
OG0008378	NM_106602.3.p1	XM_048747450.1.p1
OG0008379	NM_106621.2.p1	XM_048736449.1.p1, XM_013843670.3.p1
OG0008380	NM_106622.5.p1	XM_048768405.1.p1
OG0008381	NM_106703.2.p1	XM_013794887.3.p1, XM_013871483.3.p1
OG0008382	NM_111013.4.p1	XM_022714574.2.p1, XM_013875150.3.p1, XM_048758390.1.p1, XM_048758389.1.p1
OG0008383	NM_111136.3.p1	XM_013895482.3.p1, XM_048758299.1.p1
OG0008384	NM_111263.4.p1	XM_013873921.3.p1
OG0008384	NM_121823.2.p1	XM_013874544.3.p1, XM_013819225.3.p1, XM_013873334.3.p1
OG0008385	NM_111334.6.p1	XM_022712698.2.p1, XM_048735220.1.p1, XM_013791902.3.p1, XM_013891999.3.p1, XM_013784827.3.p1, XM_013803586.3.p1
OG0008386	NM_111561.5.p1	XM_013841353.3.p1
OG0008387	NM_111588.4.p1	XM_013893736.3.p1, XM_022715562.2.p1, XM_013829205.3.p1, XM_013829091.3.p1
OG0008388	NM_111616.3.p1	XM_048750154.1.p1, XM_013895112.3.p1
OG0008389	NM_111755.3.p1	XM_048756265.1.p1, XM_048744804.1.p1
OG0008390	NM_112016.5.p1	XM_013856491.3.p1, XM_048759252.1.p1, XM_048744698.1.p1, XM_013792739.3.p1
OG0008391	NM_112555.2.p1	XM_013894091.3.p1, XM_048756939.1.p1
OG0008392	NM_112682.4.p1	XM_048779674.1.p1, XM_048758450.1.p1, XM_013881044.3.p1, XM_013800040.3.p1, XM_048753154.1.p1
OG0008393	NM_112965.1.p1	XM_048774372.1.p1, XM_013874611.3.p1, XM_013823111.3.p1
OG0008394	NM_113199.5.p1	XM_013842401.3.p1
OG0008395	NM_113266.4.p1	XM_013792638.3.p1, XM_013895101.3.p1
OG0008396	NM_113376.4.p1	XM_013801591.3.p1, NM_001315761.1.p1
OG0008397	NM_117374.4.p1	NM_001315669.1.p1, XM_013877149.3.p1
OG0008397	NM_113415.4.p1	XM_013833775.3.p1
OG0008398	NM_124234.4.p1	XM_013865853.3.p1, XM_013822264.3.p1, XM_013788752.3.p1, XM_013788863.3.p1
OG0008398	NM_113428.3.p1	XM_013801609.3.p1, XM_013876847.3.p1
OG0008399	NM_113502.3.p1	XM_013854623.3.p1, XM_013858945.3.p1
OG0008400	NM_113544.5.p1	XM_013857129.3.p1, XM_013789290.3.p1, XM_013852309.3.p1
OG0008401	NM_114063.5.p1	XM_022687774.2.p1, XM_022687772.2.p1, XM_048762179.1.p1, XM_048762178.1.p1
OG0008402	NM_202650.2.p1, NM_114222.4.p1	XM_048751586.1.p1, XM_048751587.1.p1
OG0008403	NM_114608.3.p1	XM_013810318.3.p1, XM_013876150.3.p1
OG0008403	NM_124529.2.p1	XM_048742730.1.p1, XM_013876595.3.p1
OG0008403	NM_124528.3.p1	XM_013853969.3.p1, XM_013845905.3.p1
OG0008404	NM_114651.2.p1	XM_022695013.2.p1, XM_013854609.3.p1, XM_022719090.2.p1
OG0008405	NM_114655.5.p1	XM_022695014.2.p1, XM_013814634.3.p1, XM_013848262.3.p1, XM_013787162.3.p1
OG0008406	NM_114711.2.p1	XM_013871616.3.p1, XM_013869414.3.p1, XM_013816652.3.p1
OG0008407	NM_114777.4.p1	XM_013824972.3.p1, XM_013837815.3.p1
OG0008408	NM_114855.4.p1	XM_013835366.3.p1, XM_013835564.3.p1, XM_022708958.2.p1
OG0008409	NM_114955.4.p1	XM_048741231.1.p1, XM_013841550.3.p1
OG0008410	NM_115277.5.p1	XM_048741134.1.p1, XM_013853168.3.p1, XM_013793469.3.p1, XM_048760633.1.p1, XM_013848178.3.p1
OG0008411	NM_115282.4.p1	XM_022708083.2.p1
OG0008412	NM_115304.3.p1	XM_048754892.1.p1, XM_022717972.2.p1, XM_013856808.3.p1, XM_013857184.3.p1
OG0008413	NM_115489.6.p1, NM_202718.2.p1	XM_013807978.3.p1, XM_013807833.3.p1
OG0008414	NM_115536.2.p1	XM_022717923.2.p1, XM_013890954.3.p1
OG0008414	NM_129678.3.p1	XM_013792406.3.p1, XM_013896639.3.p1, XM_013832334.3.p1
OG0008415	NM_115549.5.p1	XM_013807922.3.p1, XM_022708296.2.p1, XM_022708295.2.p1
OG0008416	NM_115602.4.p1, NM_129741.1.p1	XM_013792443.2.p1, XM_013892354.3.p1, XM_013836785.3.p1
OG0008417	NM_115817.3.p1	XM_013808411.3.p1, XM_013808254.3.p1
OG0008418	NM_130109.3.p1	XM_013894185.3.p1, XM_013832840.3.p1, XM_048753398.1.p1
OG0008418	NM_115954.3.p1	XM_013831671.3.p1, XM_013796585.3.p1, XM_013866256.3.p1
OG0008419	NM_115981.2.p1	XM_013853297.3.p1, XM_013856599.3.p1
OG0008420	NM_116000.1.p1	XM_013855735.3.p1, XM_013856742.3.p1
OG0008421	NM_116965.3.p1	XM_022709054.2.p1, XM_022709055.2.p1, XM_022716137.2.p1, XM_013879635.3.p1, XM_048750928.1.p1
OG0008422	NM_117066.4.p1	XM_013880519.3.p1, XM_013800628.3.p1
OG0008423	NM_117071.6.p1	XM_013877398.3.p1, XM_013864206.3.p1, XM_013893217.3.p1, XM_022712668.2.p1
OG0008424	NM_117339.3.p1, NM_126461.3.p1	XM_013806325.3.p1, XM_013846206.3.p1
OG0008425	NM_117396.4.p1	XM_013864393.3.p1, XM_013887484.3.p1, XM_013808672.3.p1
OG0008426	NM_118033.3.p1	XM_048771622.1.p1, XM_013873386.3.p1, XM_013864051.3.p1
OG0008427	NM_118036.3.p1	XM_048738755.1.p1, XM_022697918.2.p1, XM_048782637.1.p1, XM_013817223.3.p1
OG0008428	NM_123834.2.p1	XM_013877742.3.p1, XM_013831566.3.p1
OG0008428	NM_118136.4.p1	XM_013830220.3.p1, XM_048751403.1.p1, XM_048776091.1.p1, XM_013805467.3.p1
OG0008429	NM_118203.4.p1	XM_048740141.1.p1, XM_022705853.2.p1
OG0008430	NM_118273.8.p1	XM_048740393.1.p1
OG0008431	NM_118341.3.p1	XM_013796091.3.p1, XM_013878559.3.p1
OG0008432	NM_124373.3.p1	XM_022699238.2.p1
OG0008432	NM_118566.4.p1	XM_013882542.2.p1, XM_013788771.3.p1, XM_013883675.3.p1, XM_013816090.3.p1
OG0008433	NM_118616.5.p1	XM_013882506.3.p1, XM_013884065.3.p1, XM_013815794.3.p1
OG0008434	NM_118652.3.p1	XM_013884783.3.p1, XM_013785944.2.p1
OG0008434	NM_124523.3.p1	XM_022715770.2.p1, XM_013785088.3.p1
OG0008435	NM_118705.3.p1	XM_048763657.1.p1, XM_013851202.3.p1, XM_048737762.1.p1, XM_013858605.3.p1
OG0008436	NM_118724.4.p1	XM_048744225.1.p1, XM_013886112.3.p1, XM_048744224.1.p1
OG0008437	NM_118730.4.p1	XM_013816118.3.p1, XM_013886066.3.p1
OG0008437	NM_125101.5.p1	XM_013859123.3.p1
OG0008438	NM_118753.3.p1	XM_048763745.1.p1, XM_013840361.3.p1
OG0008439	NM_118774.4.p1	XM_013886094.3.p1, XM_013851291.3.p1, XM_013851292.3.p1, XM_013886818.3.p1, XM_013885697.3.p1
OG0008440	NM_118832.4.p1	XR_007326688.1.p1, XM_013847924.3.p1
OG0008441	NM_118886.4.p1	XM_013887610.3.p1, XM_013816153.3.p1
OG0008442	NM_119094.5.p1	XM_048745384.1.p1
OG0008443	NM_119161.3.p1	XM_013831370.3.p1, XM_013842044.3.p1
OG0008444	NM_119227.4.p1	XM_013792586.3.p1, XM_013848525.3.p1, XM_013875312.3.p1, XM_048780865.1.p1, XM_013864957.3.p1, XM_013895242.3.p1
OG0008445	NM_119276.3.p1	XM_013864896.3.p1, XM_048738915.1.p1, XM_013830418.3.p1
OG0008446	NM_119295.4.p1	XM_013815314.3.p1, XM_013864951.3.p1, XM_013830429.3.p1
OG0008447	NM_119309.4.p1	XM_022700210.2.p1
OG0008448	NM_202929.2.p1, NM_119355.3.p1	XM_013888469.3.p1, XM_048777742.1.p1, XM_013888456.3.p1, XM_048756449.1.p1, XM_013864067.3.p1, XM_048780415.1.p1, XM_013811822.3.p1, XM_022689990.2.p1, XM_048750441.1.p1
OG0008449	NM_119414.4.p1	XM_013815219.3.p1
OG0008450	NM_119884.4.p1	XM_048778164.1.p1, XM_048745037.1.p1, XM_048745038.1.p1, XM_022700021.2.p1, XM_013801165.3.p1, XM_048752926.1.p1
OG0008451	NM_120130.3.p1	XM_048777679.1.p1, XM_013830886.3.p1, XM_048750347.1.p1
OG0008452	NM_120315.4.p1	XM_048768413.1.p1, XM_048751755.1.p1
OG0008453	NM_180435.4.p1, NM_120565.3.p1	XM_048768392.1.p1, XM_022698519.2.p1, XM_013859944.3.p1, XM_013873949.3.p1
OG0008454	NM_120573.4.p1	XM_013860249.3.p1, XM_048767283.1.p1
OG0008455	NM_120650.4.p1	XM_013860119.3.p1
OG0008456	NM_120779.3.p1	XM_013887785.3.p1
OG0008457	NM_125516.4.p1	XM_013822181.3.p1, XM_013805635.2.p1, XM_013805636.3.p1
OG0008457	NM_120866.1.p1	XM_013881488.3.p1, XM_013851893.3.p1
OG0008458	NM_120884.2.p1	XM_048768951.1.p1, XM_013824922.3.p1
OG0008458	NM_125493.4.p1	XM_013822161.2.p1, XM_013881514.3.p1, XM_013849892.3.p1
OG0008459	NM_120911.4.p1	XM_048747314.1.p1, XM_013860014.3.p1, XM_013846749.3.p1, XM_022710845.2.p1, XM_013824906.3.p1
OG0008460	NM_122239.3.p1, NM_203022.3.p1, NM_120918.5.p1	XM_013824902.3.p1
OG0008461	NM_121279.3.p1	XM_013896739.2.p1, XM_013812566.3.p1, XM_013865352.3.p1, XM_013860681.3.p1
OG0008462	NM_121505.4.p1	XM_013806910.3.p1
OG0008463	NM_121746.4.p1	XM_013794342.3.p1, XM_022693451.2.p1, XM_013887638.3.p1
OG0008464	NM_121747.4.p1	XM_013826192.3.p1
OG0008465	NM_121862.3.p1	XM_013872266.3.p1, XM_022695814.2.p1
OG0008466	NM_121898.3.p1	XM_013825319.3.p1, XM_013810479.3.p1, XM_013810496.3.p1, XM_013884776.3.p1, XM_013825080.3.p1
OG0008467	NM_121942.5.p1	XM_013875123.2.p1, XM_013826578.2.p1, XM_013866527.3.p1, XM_022695833.2.p1
OG0008468	NM_121967.4.p1	XM_013811899.3.p1, XM_048767430.1.p1
OG0008469	NM_122210.5.p1	XM_048745745.1.p1, XM_013821843.3.p1, XM_013817469.3.p1, XM_013875482.3.p1
OG0008470	NM_122297.4.p1	XM_013805576.2.p1, XM_013805567.2.p1
OG0008470	NM_124621.3.p1	XM_013832855.3.p1, XM_013832052.3.p1, XM_013859476.3.p1
OG0008471	NM_122318.4.p1	XM_013791696.2.p1, XM_013855024.3.p1
OG0008472	NM_122537.4.p1	XM_048776286.1.p1, XM_013792423.3.p1
OG0008473	NM_122565.3.p1	XM_013805379.3.p1, XM_048769722.1.p1, XM_048769723.1.p1, XM_048735176.1.p1, XM_013788503.3.p1
OG0008474	NM_122899.3.p1	XM_013786688.3.p1, XM_013893042.3.p1
OG0008475	NM_122960.5.p1	XM_048777332.1.p1, XM_048754732.1.p1
OG0008476	NM_123498.2.p1	XM_048777517.1.p1, XR_007339002.1.p1, XM_013873760.3.p1
OG0008477	NM_124177.4.p1	XM_022687779.2.p1, XM_048745332.1.p1, XM_048747011.1.p1
OG0008478	NM_124250.4.p1	XM_013788733.3.p1, XM_013788734.3.p1, XR_007325942.1.p1, XM_013788885.3.p1, XR_007325941.1.p1, XR_007325940.1.p1
OG0008479	NM_124343.2.p1	XM_048782686.1.p1, XM_048750771.1.p1
OG0008480	NM_124550.2.p1	XM_013852281.3.p1, XM_013837466.3.p1, XM_048753776.1.p1
OG0008481	NM_124619.3.p1	XM_013858612.3.p1, XM_013878452.3.p1
OG0008482	NM_124662.4.p1	XM_013832299.3.p1, XM_013825183.3.p1, XM_048742770.1.p1, XM_013882906.2.p1, XM_013878461.3.p1, XM_013831384.3.p1
OG0008483	NM_124772.3.p1	XM_013830728.3.p1, XM_013820797.3.p1
OG0008484	NM_124871.3.p1	XM_048751462.1.p1, XM_048771236.1.p1
OG0008485	NM_125082.2.p1	XM_013811572.3.p1, XM_013811571.3.p1, XM_013857523.3.p1, XM_013858847.3.p1, XM_013814997.3.p1, XM_048772882.1.p1, XM_013827142.3.p1
OG0008486	NM_125120.3.p1	XM_013811611.3.p1, XM_013837759.3.p1, XM_048781326.1.p1, XM_013894711.3.p1
OG0008487	NM_125308.4.p1	XM_013884830.3.p1, XM_048746886.1.p1, XM_013827059.3.p1, XM_013861189.3.p1
OG0008488	NM_125331.3.p1, NM_180889.1.p1	XM_013861121.3.p1
OG0008489	NM_125590.3.p1	XM_013862787.3.p1, XM_048747268.1.p1, XM_013872530.3.p1
OG0008490	NM_125633.5.p1	XM_013856734.2.p1, XM_013881577.3.p1, XM_013815706.3.p1
OG0008491	NM_125638.6.p1	XM_022706296.2.p1, XM_013791537.3.p1
OG0008492	NM_125704.3.p1	XM_013805753.3.p1
OG0008493	NM_125726.4.p1	XM_013855665.3.p1, XM_013872074.3.p1, XM_013805765.3.p1, XM_013849838.3.p1
OG0008494	NM_125805.5.p1	XM_013805843.3.p1, XM_013797336.3.p1
OG0008495	NM_125847.4.p1	XM_013787680.3.p1
OG0008496	NM_125856.6.p1	XM_013811835.3.p1, XM_013847037.3.p1
OG0008497	NM_125893.5.p1, NM_180940.2.p1	XM_013787656.3.p1
OG0008498	NM_125899.4.p1	XM_013874341.3.p1, XM_048739508.1.p1, XM_013855188.3.p1
OG0008499	NM_180948.2.p1, NM_126010.3.p1	XM_013805931.3.p1, XM_022710113.2.p1
OG0008500	NM_126114.4.p1	XM_013798139.3.p1, XM_013830784.3.p1
OG0008501	NM_126394.5.p1	XM_048737101.1.p1, XM_013878964.3.p1, XM_022714423.2.p1
OG0008502	NM_126495.3.p1	XM_013876338.3.p1, XM_048754810.1.p1
OG0008503	NM_126526.3.p1	XM_013881310.3.p1, XM_013867430.3.p1
OG0008504	NM_126591.4.p1	XM_048776624.1.p1, XM_013829676.3.p1
OG0008505	NM_126605.4.p1	XM_013797434.3.p1
OG0008506	NM_126948.2.p1	XM_048763979.1.p1
OG0008507	NM_127087.2.p1	XM_013847884.3.p1
OG0008508	NM_127349.4.p1	XM_048735017.1.p1, XM_048751668.1.p1, XM_013897074.3.p1, XM_013886564.3.p1, XM_022707238.2.p1, XM_022691697.2.p1, XM_013803833.3.p1
OG0008509	NM_127765.4.p1	XM_013861417.2.p1
OG0008510	NM_128917.5.p1	XM_013889036.3.p1, XM_013828013.3.p1, XM_013786687.3.p1, XM_013893041.3.p1
OG0008511	NM_129050.2.p1	XM_013889193.3.p1, XM_048773207.1.p1, XM_048770842.1.p1
OG0008512	NM_129065.4.p1	XM_013830046.1.p1, XM_048752486.1.p1
OG0008513	NM_130217.4.p1	XM_013856065.3.p1
OG0008514	NM_130346.4.p1	XM_022688444.2.p1, XM_013833132.2.p1
OG0008515	NM_147905.3.p1	XM_013824517.3.p1, XM_048746564.1.p1
OG0008516	NM_148426.5.p1, NM_202009.3.p1	XM_048765474.1.p1, XM_022705794.2.p1
OG0008517	NM_148471.3.p1	XM_013854556.3.p1, XM_013854555.3.p1, XM_048741687.1.p1
OG0008518	NM_148557.4.p1	XM_013811976.3.p1
OG0008519	NM_179792.2.p1	XR_001288073.3.p1, XM_022699192.2.p1, XM_013888702.3.p1, XM_022715783.2.p1
OG0008520	NM_180543.3.p1	XM_048744269.1.p1, XM_048773489.1.p1, XM_048748046.1.p1, XM_013881994.3.p1
OG0008521	NM_180572.2.p1	XM_013788676.3.p1, XM_013788609.3.p1, XM_048739348.1.p1
OG0008522	NM_180614.3.p1	XM_048754940.1.p1, XM_048782408.1.p1, XM_048758237.1.p1
OG0008523	NM_180640.3.p1	XM_013806097.3.p1, XM_013833009.3.p1, XM_013833008.2.p1, XM_013892228.3.p1, XM_013830660.3.p1
OG0008524	NM_180888.3.p1	XM_013874156.3.p1
OG0008525	NM_202396.3.p1	XM_013794032.3.p1, XM_013840915.3.p1
OG0008583	NM_001035906.3.p1	XM_048765462.1.p1
OG0008583	NM_179813.3.p1	XM_022688260.2.p1, XM_022701024.2.p1, XM_013896970.3.p1, XM_048754313.1.p1
OG0008584	NM_202348.3.p1, NM_105005.5.p1, NM_001036145.3.p1	XM_048769957.1.p1
OG0008585	NM_001332645.1.p1, NM_102278.6.p1	XM_048763835.1.p1
OG0008585	NM_001036170.1.p1, NM_105416.5.p1	XM_048760177.1.p1
OG0008586	NM_120248.5.p1, NM_001036742.2.p1	XM_013876360.3.p1, XM_013876361.3.p1, XM_048743279.1.p1
OG0008587	NM_001036779.2.p1, NM_120924.3.p1	XM_048747351.1.p1, XM_013831493.3.p1, XM_013824899.3.p1
OG0008588	NM_121496.4.p1, NM_001036808.2.p1	XM_013872566.3.p1, XM_048752914.1.p1, XM_048769166.1.p1, XM_013810558.3.p1
OG0008589	NM_001036831.4.p1	XM_048743138.1.p1, XM_013866390.3.p1, XM_013820588.3.p1
OG0008590	NM_126040.4.p1, NM_001037086.2.p1	XM_013798289.2.p1, XM_013798186.3.p1
OG0008591	NM_001084155.2.p1, NM_102703.5.p1, NM_001123909.1.p1	XM_013876099.3.p1, XM_013797714.3.p1
OG0008592	NM_001084605.1.p1, NM_130315.5.p1	XM_048775876.1.p1, XM_013892083.3.p1
OG0008593	NM_001084669.2.p1, NM_001161137.1.p1	XM_013894656.3.p1, XM_013842488.3.p1
OG0008594	NM_112243.3.p1, NM_001084678.2.p1	XM_022688317.2.p1, XM_048739655.1.p1, XM_013821140.3.p1, XM_022695242.2.p1, XM_022719745.2.p1, XM_022719746.2.p1
OG0008595	NM_125969.3.p1, NM_001085333.1.p1	XM_048739516.1.p1
OG0008596	NM_001123853.1.p1	XM_013786900.3.p1, XM_013840905.3.p1
OG0008597	NM_001123893.2.p1	XM_013804386.3.p1, XM_013829899.3.p1, XM_013807059.3.p1, XM_013797547.3.p1
OG0008598	NM_001124970.1.p1, NM_129011.2.p1	XM_048753556.1.p1, XM_048780687.1.p1, XM_013891930.3.p1
OG0008599	NM_001124989.2.p1, NM_129269.4.p1	XM_022715944.2.p1, XM_013832169.3.p1
OG0008600	NM_001331624.1.p1	XM_048741942.1.p1
OG0008600	NM_001125377.2.p1	XM_013804415.3.p1, XM_022718782.2.p1, XM_013890955.3.p1
OG0008601	NM_001125520.1.p1, NM_117744.3.p1	XM_013885888.3.p1, XM_013850653.3.p1
OG0008602	NM_125749.5.p1, NM_001126014.1.p1	XM_013805776.3.p1, XM_013850209.3.p1
OG0008603	NM_179155.4.p1, NM_001160811.2.p1	XM_013808789.3.p1, XM_013879690.3.p1
OG0008604	NM_102167.4.p1	XM_048738035.1.p1, XM_013856023.3.p1
OG0008604	NM_001160993.2.p1	XM_013841878.3.p1
OG0008605	NM_001161157.2.p1, NM_001203011.1.p1, NM_112935.2.p1	XM_048772561.1.p1, XM_048758906.1.p1
OG0008606	NM_130304.3.p1	XM_048775873.1.p1, XM_048754660.1.p1, XM_013810169.3.p1
OG0008606	NM_100138.3.p1, NM_001197962.2.p1	XM_013809560.3.p1, XM_013838637.3.p1
OG0008607	NM_001198184.1.p1, NM_102746.4.p1	XM_013837633.3.p1, XM_013807129.3.p1
OG0008608	NM_001198328.1.p1, NM_001198329.1.p1, NM_001333813.1.p1	XM_022689838.2.p1, XM_013816744.3.p1
OG0008609	NM_105687.5.p1, NM_001198431.2.p1	XM_013793780.3.p1, XM_013888255.3.p1
OG0008610	NM_001198445.1.p1, NM_105840.4.p1	XM_048735841.1.p1, XM_013873140.3.p1, XM_013841572.3.p1
