Orthogroup	Arabidopsis_thaliana_rna_prot	Hordeum_vulgare_rna_prot
OG0007910	NM_001337916.1.p1, NM_111957.5.p1	XM_045100614.1.p1
OG0007913	NM_001338338.1.p1, NM_112735.4.p1	XM_045103289.1.p1
OG0007914	NM_113854.5.p1, NM_001339020.1.p1, NM_001339017.1.p1	XM_045126538.1.p1
OG0007916	NM_001339466.1.p1, NM_001339468.1.p1, NM_114898.4.p1, NM_001339467.1.p1	XM_045091281.1.p1
OG0007917	NM_001340299.1.p1	XM_045122215.1.p1
OG0007918	NM_001340371.1.p1	XM_045119996.1.p1
OG0007919	NM_001340728.1.p1, NM_001340726.1.p1, NM_001340727.1.p1	XM_045111534.1.p1, XM_045111535.1.p1
OG0007920	NM_001341067.1.p1, NM_117655.4.p1, NM_113041.4.p1	XM_045113522.1.p1
OG0007921	NM_001341233.1.p1, NM_001341234.1.p1	XM_045127492.1.p1
OG0007923	NM_001341633.1.p1, NM_118517.6.p1	XM_045100011.1.p1, XM_045100012.1.p1
OG0007924	NM_118770.3.p1, NM_202893.2.p1, NM_001341796.1.p1	XM_045123477.1.p1
OG0007925	NM_001341847.1.p1, NM_118868.5.p1	XM_045119514.1.p1, XM_045119515.1.p1, XM_045119513.1.p1
OG0007926	NM_001341965.1.p1, NM_119078.5.p1	XM_045111334.1.p1
OG0007927	NM_119121.3.p1, NM_001341978.1.p1	XM_045090943.1.p1
OG0007928	NM_001342005.1.p1, NM_179142.1.p1, NM_119177.5.p1	XM_045095668.1.p1
OG0007929	NM_001342213.1.p1, NM_001342212.1.p1	XM_045126927.1.p1
OG0007930	NM_001342274.1.p1, NM_001342272.1.p1, NM_001342273.1.p1, NM_001342276.1.p1, NM_001342270.1.p1	XM_045126934.1.p1
OG0007931	NM_001342825.1.p1, NM_001342824.1.p1	XM_045117549.1.p1, XM_045117538.1.p1
OG0007932	NM_120935.4.p1, NM_001343015.1.p1, NM_147908.4.p1	XM_045110680.1.p1
OG0007933	NM_001343044.1.p1	XM_045114288.1.p1
OG0007934	NM_001343501.1.p1, NM_001343500.1.p1	XM_045118513.1.p1
OG0007935	NM_121991.4.p1, NM_001343626.1.p1	XM_045093489.1.p1
OG0007936	NM_147883.6.p1, NM_001343715.1.p1	XM_045105702.1.p1
OG0007937	NM_122460.4.p1, NM_001343930.1.p1	XM_045097326.1.p1, XM_045097327.1.p1, XM_045097328.1.p2, XM_045097329.1.p2
OG0007938	NM_122464.2.p1, NM_001343936.1.p1	XM_045103692.1.p1
OG0007939	NM_001344026.1.p1	XM_045124517.1.p1
OG0007940	NM_001344351.1.p1, NM_123437.4.p1, NM_113648.3.p1	XM_045101623.1.p1
OG0007941	NM_125005.4.p1, NM_001345187.1.p1	XM_045093663.1.p1, XM_045101683.1.p1
OG0007942	NM_001345286.1.p1	XM_045124236.1.p1
OG0007944	NM_125408.3.p1, NM_001345400.1.p1	XM_045090950.1.p1
OG0007946	NM_100545.7.p1	XM_045110097.1.p1
OG0007947	NM_100907.2.p1	XM_045109463.1.p1, XM_045124617.1.p1
OG0007948	NM_100933.3.p1	XM_045125462.1.p1
OG0007949	NM_101063.3.p1	XM_045102756.1.p1
OG0007950	NM_101164.5.p1	XM_045125416.1.p1, XM_045125415.1.p1
OG0007951	NM_101253.3.p1	XM_045129841.1.p1
OG0007952	NM_101382.3.p1, NM_202104.2.p1, NM_202103.1.p1	XM_045113473.1.p1
OG0007953	NM_101456.4.p1	XM_045092707.1.p1
OG0007954	NM_106498.4.p1, NM_101565.6.p1	XM_045128509.1.p1
OG0007955	NM_101581.3.p1	XM_045110238.1.p1
OG0007956	NM_105921.3.p1, NM_101604.3.p1	XM_045126880.1.p1
OG0007957	NM_101702.4.p1	XM_045128480.1.p1, XR_006632531.1.p1, XM_045095129.1.p1
OG0007958	NM_106132.4.p1, NM_101746.5.p1	XM_045123775.1.p1
OG0007959	NM_101946.4.p1, NM_106304.3.p1	XM_045102739.1.p1
OG0007961	NM_105774.4.p1, NM_102147.3.p1	XM_045116534.1.p1, XM_045093421.1.p2, XM_045114107.1.p1
OG0007963	NM_102409.3.p1	XM_045109131.1.p1
OG0007964	NM_102516.4.p1	XM_045096464.1.p1
OG0007965	NM_102605.3.p1	XM_045107094.1.p1
OG0007966	NM_102621.4.p1	XM_045098815.1.p1
OG0007967	NM_102660.3.p1	XM_045116849.1.p1
OG0007969	NM_102774.2.p1	XM_045092308.1.p1
OG0007971	NM_102824.3.p1	XM_045113949.1.p1
OG0007972	NM_102982.4.p1, NM_129089.2.p1	XM_045097896.1.p1
OG0007973	NM_103524.3.p1	XM_045118122.1.p1, XM_045118136.1.p1, XM_045118134.1.p1, XM_045118130.1.p1, XM_045118116.1.p1
OG0007974	NM_103574.4.p1	XM_045124270.1.p1
OG0007975	NM_103748.3.p1, NM_202261.2.p1	XM_045110145.1.p1, XR_006622168.1.p1, XM_045095592.1.p1
OG0007976	NM_103788.3.p1	XM_045120374.1.p1
OG0007977	NM_103789.2.p1	XM_045115859.1.p1
OG0007979	NM_112825.4.p1, NM_103865.4.p1	XM_045097736.1.p1
OG0007981	NM_104587.1.p1, NM_104588.4.p1	XM_045110621.1.p1, XM_045110624.1.p1
OG0007982	NM_104841.3.p1	XM_045096023.1.p1, XM_045099482.1.p1
OG0007983	NM_104851.6.p1	XM_045129750.1.p1
OG0007984	NM_105060.2.p1	XM_045111471.1.p1
OG0007985	NM_105139.5.p1	XM_045124141.1.p1
OG0007986	NM_105176.3.p1	XM_045115630.1.p1
OG0007987	NM_105508.4.p1	XM_045120043.1.p1
OG0007988	NM_105777.4.p1, NM_123165.3.p1	XM_045120172.1.p1
OG0007989	NM_105907.4.p1	XM_045092016.1.p1
OG0007990	NM_106122.3.p1	XM_045092763.1.p1
OG0007991	NM_106477.7.p1	XM_045111064.1.p1, XM_045090741.1.p1
OG0007992	NM_106639.5.p1	XM_045119526.1.p1
OG0007993	NM_111089.4.p1	XM_045121198.1.p1
OG0007994	NM_121699.5.p1, NM_111176.3.p1	XM_045098763.1.p1
OG0007995	NM_111337.5.p1	XM_045092254.1.p1
OG0007996	NM_112537.4.p1, NM_111427.4.p1	XM_045125264.1.p1
OG0007997	NM_111595.2.p1	XM_045117244.1.p1, XM_045122173.1.p1
OG0007998	NM_111744.5.p1	XM_045129884.1.p1
OG0007999	NM_111857.5.p1	XM_045112788.1.p1, XM_045112789.1.p1
OG0008000	NM_111872.6.p1	XR_006621693.1.p1
OG0008001	NM_111976.4.p1, NM_120691.2.p1	XM_045106698.1.p1
OG0008002	NM_111978.3.p1, NM_120693.4.p1	XM_045128474.1.p1
OG0008003	NM_112420.5.p1	XM_045109373.1.p1
OG0008004	NM_112576.3.p1	XM_045125841.1.p1
OG0008005	NM_112699.3.p1	XM_045119833.1.p1
OG0008006	NM_112711.4.p1	XM_045118670.1.p1
OG0008007	NM_112765.4.p1	XM_045095888.1.p1, XM_045099598.1.p1, XM_045094755.1.p1
OG0008008	NM_112810.2.p1	XM_045090656.1.p1, XM_045126929.1.p1
OG0008009	NM_112934.4.p1	XM_045120203.1.p1
OG0008010	NM_113195.4.p1	XM_045125421.1.p1
OG0008011	NM_117489.3.p1, NM_113278.3.p1	XM_045118875.1.p1
OG0008013	NM_113385.3.p1	XM_045124401.1.p1, XR_006631531.1.p1
OG0008014	NM_113398.2.p1	XM_045090196.1.p1
OG0008015	NM_113614.3.p1	XM_045124033.1.p1
OG0008016	NM_113763.3.p1	XM_045110253.1.p1
OG0008017	NM_113856.4.p1	XM_045095044.1.p1
OG0008018	NM_114336.4.p1	XM_045110512.1.p1
OG0008019	NM_114541.3.p1	XM_045126099.1.p1
OG0008020	NM_114714.3.p1	XM_045094753.1.p1
OG0008021	NM_114720.4.p1	XM_045116112.1.p1
OG0008022	NM_114741.5.p1	XM_045094880.1.p1
OG0008025	NM_115173.3.p1	XR_006629168.1.p1, XM_045115748.1.p1
OG0008026	NM_115218.4.p1	XR_006610220.1.p1, XM_045093067.1.p1
OG0008029	NM_115559.4.p1	XM_045106475.1.p1, XM_045097037.1.p1
OG0008030	NM_115574.3.p1	XM_045108805.1.p1
OG0008031	NM_115711.4.p1	XM_045129573.1.p1
OG0008032	NM_115765.4.p1	XM_045092288.1.p1
OG0008033	NM_115930.3.p1	XM_045095431.1.p1
OG0008034	NM_120644.3.p1, NM_116030.2.p1	XM_045109843.1.p1
OG0008035	NM_116112.3.p1	XM_045117518.1.p1
OG0008036	NM_116171.3.p1	XM_045116955.1.p1, XM_045106469.1.p1
OG0008037	NM_116490.4.p1	XM_045122329.1.p1
OG0008038	NM_116754.4.p1	XM_045109433.1.p1
OG0008039	NM_116963.3.p1	XM_045093482.1.p1
OG0008040	NM_117147.4.p1	XM_045115538.1.p1
OG0008041	NM_117472.4.p1	XM_045097237.1.p1
OG0008042	NM_117827.3.p1	XR_006631993.1.p1
OG0008043	NM_117999.5.p1	XM_045106783.1.p1, XM_045116832.1.p1
OG0008044	NM_118255.1.p1	XM_045100972.1.p1
OG0008045	NM_118807.1.p1, NM_127162.4.p1	XM_045112176.1.p1, XM_045116916.1.p1, XM_045119820.1.p1, XM_045119811.1.p1, XM_045119828.1.p1
OG0008046	NM_119096.3.p1, NM_127525.5.p1	XM_045090299.1.p1
OG0008047	NM_119142.4.p1	XM_045090851.1.p1
OG0008048	NM_119206.5.p1	XM_045127355.1.p1
OG0008049	NM_119218.6.p1	XM_045118590.1.p1
OG0008050	NM_119240.4.p1	XM_045127196.1.p1
OG0008051	NM_119592.5.p1	XM_045128984.1.p1
OG0008052	NM_119600.4.p1	XM_045124303.1.p1
OG0008053	NM_119708.3.p1	XM_045104056.1.p1, XM_045093911.1.p1
OG0008054	NM_119721.4.p1	XM_045098971.1.p1, XM_045111561.1.p1
OG0008055	NM_119724.2.p1	XM_045111564.1.p1, XM_045111566.1.p1
OG0008056	NM_119729.4.p1, NM_127318.5.p1	XM_045127074.1.p1
OG0008057	NM_119882.3.p1	XM_045090577.1.p1
OG0008058	NM_119963.4.p1	XM_045123753.1.p1
OG0008059	NM_120089.5.p1	XM_045091824.1.p1, XM_045099740.1.p1
OG0008060	NM_120113.2.p1	XM_045122717.1.p1, XM_045122716.1.p1
OG0008061	NM_120142.3.p1	XM_045102738.1.p1
OG0008062	NM_120236.1.p1	XM_045117141.1.p1
OG0008063	NM_120270.4.p1	XM_045121451.1.p1
OG0008064	NM_120468.3.p1	XM_045110529.1.p1
OG0008065	NM_120473.3.p1	XM_045110532.1.p1
OG0008066	NM_120549.3.p1	XM_045094936.1.p1
OG0008067	NM_120572.3.p1	XM_045123444.1.p1
OG0008069	NM_120971.3.p1, NM_125803.4.p1	XM_045124604.1.p1
OG0008070	NM_121075.3.p1	XM_045090807.1.p1, XM_045108934.1.p1, XM_045108933.1.p1
OG0008071	NM_121258.4.p1	XM_045121438.1.p1
OG0008072	NM_121278.3.p1	XM_045108566.1.p1
OG0008073	NM_121572.5.p1	XM_045097433.1.p1
OG0008074	NM_121661.5.p1	XM_045122453.1.p1
OG0008075	NM_121920.4.p1	XM_045124490.1.p1
OG0008076	NM_121935.4.p1	XM_045129833.1.p1, XM_045129832.1.p1
OG0008077	NM_121940.5.p1	XM_045126851.1.p1, XM_045126850.1.p1
OG0008079	NM_122003.3.p1	XM_045094981.1.p1
OG0008080	NM_122014.4.p1	XM_045100731.1.p1
OG0008081	NM_122022.3.p1, NM_128223.3.p1	XM_045103861.1.p1
OG0008082	NM_122097.3.p1	XM_045128318.1.p1, XM_045126535.1.p1
OG0008083	NM_122115.4.p1	XM_045119934.1.p1
OG0008084	NM_122123.3.p1	XM_045119842.1.p1
OG0008085	NM_123064.3.p1	XM_045092184.1.p1
OG0008086	NM_123347.2.p1	XR_006622331.1.p1, XM_045110816.1.p1
OG0008087	NM_123578.4.p1	XM_045122638.1.p1
OG0008088	NM_123580.2.p1	XM_045108159.1.p1
OG0008089	NM_123663.3.p1	XM_045126651.1.p1
OG0008090	NM_124073.5.p1	XM_045107968.1.p1
OG0008091	NM_124083.3.p1	XM_045095789.1.p1
OG0008092	NM_124402.4.p1	XM_045128805.1.p1
OG0008093	NM_124478.3.p1	XM_045125879.1.p1
OG0008094	NM_124666.3.p1	XM_045126012.1.p1
OG0008095	NM_124725.5.p1	XM_045120737.1.p1
OG0008096	NM_124806.2.p1	XM_045112430.1.p1
OG0008097	NM_124910.6.p1	XM_045112139.1.p1
OG0008098	NM_125029.3.p1	XM_045126735.1.p1
OG0008099	NM_125209.3.p1	XM_045124887.1.p1, XM_045092352.1.p1
OG0008100	NM_125660.4.p1	XM_045119543.1.p1
OG0008102	NM_180927.4.p1, NM_125782.3.p1	XM_045101975.1.p1
OG0008104	NM_126081.4.p1	XM_045126938.1.p1
OG0008106	NM_126270.2.p1	XM_045111551.1.p1
OG0008107	NM_126315.5.p1	XM_045091874.1.p1
OG0008110	NM_127522.2.p1, NM_179660.2.p1	XM_045102792.1.p1
OG0008111	NM_202923.2.p1, NM_128011.5.p1	XM_045100496.1.p1
OG0008112	NM_128065.5.p1	XM_045105026.1.p1
OG0008113	NM_128201.5.p1	XM_045104677.1.p1
OG0008114	NM_128308.6.p1	XM_045103083.1.p1
OG0008115	NM_128420.4.p1	XM_045124962.1.p1
OG0008116	NM_128518.2.p1	XM_045126160.1.p1
OG0008117	NM_128585.2.p1	XM_045125649.1.p1
OG0008118	NM_128624.2.p1	XM_045094302.1.p1
OG0008119	NM_128977.4.p1, NM_201867.2.p1	XM_045125768.1.p1, XM_045125774.1.p1
OG0008120	NM_129106.3.p1	XM_045101214.1.p1
OG0008121	NM_129305.3.p1	XM_045126050.1.p1
OG0008122	NM_129523.4.p1	XM_045122731.1.p1
OG0008123	NM_129667.5.p1, NM_201925.2.p1	XM_045122157.1.p1
OG0008124	NM_129806.4.p1	XM_045127806.1.p1
OG0008125	NM_129869.5.p1	XM_045110297.1.p1
OG0008126	NM_129887.3.p1	XM_045111041.1.p1, XM_045111042.1.p1
OG0008127	NM_130015.4.p1	XM_045095999.1.p1
OG0008128	NM_202745.4.p1, NM_130174.5.p1	XM_045119544.1.p1
OG0008129	NM_147852.4.p1	XM_045089866.1.p1
OG0008130	NM_147893.4.p1	XM_045122643.1.p1
OG0008131	NM_148691.2.p1	XM_045124863.1.p2, XM_045095614.1.p1, XM_045101679.1.p1
OG0008132	NM_179124.2.p1	XM_045112456.1.p1, XM_045094028.1.p1
OG0008134	NM_179731.3.p1	XM_045128242.1.p1
OG0008135	NM_179921.2.p1	XM_045094131.1.p1
OG0008136	NM_180051.3.p1	XM_045090306.1.p1, XM_045105797.1.p1
OG0008137	NM_180215.4.p1	XM_045091154.1.p1, XM_045094594.1.p1, XM_045094592.1.p1
OG0008138	NM_180954.3.p1	XM_045110755.1.p1, XM_045110753.1.p1
OG0008139	NM_201724.3.p1	XR_006631826.1.p1, XM_045125520.1.p1, XM_045125518.1.p1, XM_045125519.1.p1
OG0008140	NM_202708.2.p1	XM_045091266.1.p1, XM_045129939.1.p1
OG0008141	NM_202731.3.p1	XM_045124482.1.p1
OG0008142	NM_202814.2.p1	XM_045115310.1.p1
OG0008143	NM_203075.7.p1	XR_006613182.1.p1, XM_045104016.1.p1
OG0008144	NR_140638.1.p1	XM_045116741.1.p1
OG0008185	NM_121609.5.p1, NM_001035546.1.p1, NM_111118.5.p1, NM_001337414.1.p1	XM_045100185.1.p1, XM_045100184.1.p1, XM_045100183.1.p1
OG0008186	NM_001035681.2.p1	XM_045118203.1.p1, XM_045089878.1.p1
OG0008187	NM_001035714.2.p1, NM_113797.4.p1	XM_045126825.1.p1
OG0008188	NM_001036042.3.p1, NM_102805.3.p1	XM_045106580.1.p1
OG0008189	NM_104733.4.p1, NM_001036134.1.p1	XM_045106120.1.p1
OG0008190	NM_001084513.2.p1, NM_001036369.2.p1, NM_179816.3.p1	XM_045124855.1.p1
OG0008191	NM_130248.5.p1, NM_001036474.4.p1	XM_045104018.1.p2
OG0008192	NM_001036569.3.p1, NM_202826.2.p1	XM_045128423.1.p1
OG0008193	NM_001036756.2.p1	XM_045095490.1.p1
OG0008194	NM_001036767.2.p1, NM_001342899.1.p1, NM_001342898.1.p1, NM_120752.4.p1	XM_045098212.1.p1
OG0008196	NM_001084159.2.p1	XM_045124932.1.p1
OG0008197	NM_001335197.1.p1, NM_001084406.3.p1	XM_045092964.1.p1, XM_045092962.1.p1
OG0008198	NM_001337257.1.p1, NM_001084603.2.p1	XM_045125232.1.p1
OG0008199	NM_001337678.1.p1, NM_111562.5.p1, NM_001084649.2.p1, NM_106670.4.p1, NM_001124154.2.p1	XM_045124824.1.p1
OG0008200	NM_001084833.2.p1, NM_001203174.1.p1, NM_115479.3.p1	XM_045123559.1.p1
OG0008201	NM_120651.3.p1, NM_001085066.1.p1	XM_045091583.1.p1
OG0008202	NM_104134.4.p1, NM_001124004.2.p1	XM_045095666.1.p1
OG0008203	NM_001125060.1.p1, NM_130173.6.p1	XM_045114481.1.p1
OG0008205	NM_119237.4.p1, NM_001125610.2.p1	XM_045112909.1.p1, XM_045112915.1.p1, XM_045112905.1.p1
OG0008206	NM_001161148.2.p1, NM_001202992.1.p1, NM_112655.3.p1	XM_045098669.1.p1
OG0008207	NM_001161303.1.p1	XM_045108324.1.p1
OG0008208	NM_001334830.1.p1, NM_001198498.1.p1, NM_106501.5.p1, NM_001198089.1.p1, NM_001332274.1.p1, NM_101564.4.p1	XM_045115808.1.p1
OG0008210	NM_001198156.2.p1, NM_102291.5.p1	XM_045096282.1.p1
OG0008211	NM_001333162.1.p1, NM_001333161.1.p1, NM_001198212.1.p1	XM_045124682.1.p1
OG0008212	NM_103314.5.p1, NM_001198214.2.p1	XM_045122454.1.p1, XM_045129965.1.p1, XM_045108127.1.p1
OG0008213	NM_106381.3.p1, NM_001198489.1.p1, NM_001334776.1.p1	XM_045124653.1.p1
OG0008214	NM_126225.4.p1, NM_001202567.1.p1	XM_045110920.1.p1
OG0008215	NM_001202622.1.p1, NM_127441.4.p1	XM_045122362.1.p1
OG0008216	NM_001202694.1.p1	XM_045108029.1.p1
OG0008217	NM_001202710.1.p1, NM_128592.3.p1	XM_045112270.1.p1, XM_045112284.1.p1, XM_045112277.1.p1
OG0008218	NM_001202821.1.p1, NM_001202822.2.p1	XM_045127148.1.p1
OG0008219	NM_112070.4.p1, NM_001202940.2.p1	XM_045094556.1.p1, XM_045094558.1.p1, XR_006610487.1.p1
OG0008220	NM_112691.4.p1, NM_001338327.1.p1, NM_001338328.1.p1, NM_001203028.2.p1	XM_045112386.1.p1, XM_045105933.1.p1
OG0008221	NM_115062.2.p1, NM_001203134.1.p1	XM_045124672.1.p1
OG0008222	NM_115554.4.p1, NM_001203184.1.p1	XM_045125781.1.p1
OG0008223	NM_001203419.2.p1, NM_122039.5.p1	XM_045111209.1.p1
OG0008224	NM_001203494.1.p1, NM_122931.3.p1	XM_045100623.1.p1
OG0008225	NM_001203542.2.p1	XM_045110317.1.p1, XM_045109392.1.p1
OG0008226	NM_001345369.1.p1, NM_001203642.1.p1, NM_125367.6.p1	XM_045122381.1.p1
OG0008227	NM_001203677.1.p1, NM_125741.5.p1	XM_045125497.1.p1, XM_045125496.1.p1
OG0008228	NM_114727.4.p1, NM_125746.4.p1, NM_001203679.1.p1	XM_045099534.1.p1
OG0008229	NM_001203760.2.p1, NM_116902.3.p1	XM_045122019.1.p1
OG0008230	NM_001203811.1.p1, NM_117728.7.p1	XM_045100886.1.p1
OG0008231	NM_119474.5.p1, NM_001203968.1.p1, NM_001203969.1.p1	XM_045097088.1.p1, XM_045091779.1.p1
OG0008232	NM_100549.2.p1, NM_001331663.1.p1	XM_045125692.1.p1
OG0008233	NM_001331776.1.p1, NM_001331775.1.p1, NM_100726.5.p1	XM_045109005.1.p1
OG0008234	NM_001332005.1.p1, NM_001332006.1.p1, NM_179316.3.p1	XM_045125485.1.p1
OG0008235	NM_001335142.1.p1, NM_126333.4.p1, NM_001332118.1.p1	XM_045102791.1.p1
OG0008236	NM_102148.4.p1, NM_001332574.1.p1	XM_045118514.1.p1
OG0008237	NM_102740.3.p1, NM_001332879.1.p1	XM_045111774.1.p1, XM_045111767.1.p1
OG0008239	NM_001333210.1.p1, NM_148531.3.p1	XM_045110590.1.p1
OG0008240	NM_103701.2.p1, NM_001333292.1.p1	XM_045090155.1.p1
OG0008242	NM_114154.3.p1	XM_045129260.1.p1
OG0008243	NM_104525.3.p1, NM_001333784.1.p1, NM_001333783.1.p1	XM_045125826.1.p1
OG0008244	NM_105039.5.p1, NM_001334111.1.p1	XM_045096759.1.p1
OG0008246	NM_001334276.1.p1, NM_105387.5.p1	XM_045094763.1.p1
OG0008248	NM_106042.3.p1, NM_001334606.1.p1	XM_045091305.1.p1, XM_045091304.1.p1
OG0008249	NM_106638.2.p1, NM_001334932.1.p1, NM_001334931.1.p1	XM_045111988.1.p1, XM_045111983.1.p1
OG0008250	NM_126210.4.p1, NM_001335065.1.p1	XM_045124003.1.p1
OG0008251	NM_001335170.1.p1	XM_045125867.1.p1, XM_045100499.1.p1, XM_045100501.1.p1
OG0008252	NM_001335305.1.p1, NM_126650.4.p1	XM_045125130.1.p1
OG0008253	NM_001335388.1.p1	XM_045103810.1.p1
OG0008254	NM_127217.4.p1, NM_001335484.1.p1, NM_118311.7.p1	XM_045122661.1.p1
OG0008255	NM_001335774.1.p1	XM_045123544.1.p1
OG0008256	NM_001335917.1.p1	XM_045105000.1.p1, XM_045104436.1.p1
OG0008257	NM_001335977.1.p1	XM_045103617.1.p1, XM_045103618.1.p1
OG0008258	NM_001336116.1.p1, NM_179770.1.p1, NM_128305.2.p1	XM_045094249.1.p1
OG0008259	NM_201909.1.p1, NM_129457.4.p1, NM_001336754.1.p1	XM_045097811.1.p1
OG0008260	NM_001336835.1.p1, NM_129596.4.p1	XM_045128543.1.p1
OG0008261	NM_130005.3.p1, NM_001337084.1.p1	XM_045100149.1.p1
OG0008262	NM_001337092.1.p1	XM_045093904.1.p1
OG0008263	NM_001337110.1.p1, NM_130063.2.p1	XM_045127392.1.p1
OG0008264	NM_180163.4.p1, NM_001337359.1.p1	XM_045097133.1.p1
OG0008265	NM_001337721.1.p1, NM_180203.3.p1, NM_111633.4.p1	XM_045124503.1.p1
OG0008266	NM_111873.4.p1, NM_001337871.1.p1	XM_045101794.1.p1
OG0008267	NM_001337956.1.p1, NM_001337958.1.p1, NM_001337957.1.p1, NM_112019.1.p1	XM_045105663.1.p1
OG0008268	NM_001338082.1.p1	XM_045090015.1.p1
OG0008269	NM_001338223.1.p1, NM_112497.3.p1, NM_104097.6.p1	XM_045119593.1.p1
OG0008270	NM_001338226.1.p1, NM_001338225.1.p1	XM_045119591.1.p1
OG0008271	NM_112609.3.p1, NM_001338283.1.p1	XM_045128578.1.p1
OG0008272	NM_001338291.1.p1, NM_001338292.1.p1	XM_045110073.1.p1
OG0008273	NM_112754.3.p1, NM_001338352.1.p1	XM_045122641.1.p1
OG0008274	NM_113275.3.p1, NM_001338654.1.p1	XM_045121121.1.p1, XM_045121122.1.p1
OG0008275	NM_113319.5.p1, NM_001338669.1.p1	XM_045106671.1.p1
OG0008277	NM_113787.3.p1, NM_001338964.1.p1	XM_045102726.1.p1
OG0008278	NM_148864.4.p1, NM_001339371.1.p1	XM_045095326.1.p1, XM_045095325.1.p1
OG0008279	NM_001339940.1.p1	XM_045121390.1.p1
OG0008280	NM_115961.3.p1, NM_115879.7.p1, NM_001340028.1.p1, NM_001340029.1.p1	XM_045112005.1.p1, XM_045112004.1.p1
OG0008281	NM_122991.2.p1, NM_001340124.1.p1	XM_045127979.1.p1, XM_045125166.1.p1, XM_045119478.1.p1
OG0008282	NM_001340190.1.p1	XM_045123045.1.p1
OG0008283	NM_116208.4.p1, NM_001340214.1.p1	XM_045101054.1.p1
OG0008284	NM_116310.5.p1, NM_001340271.1.p1	XM_045109279.1.p1
OG0008285	NM_001340301.1.p1, NM_116343.4.p1, NM_001340302.1.p1	XM_045103854.1.p1
OG0008286	NM_001340336.1.p1	XM_045120113.1.p1
OG0008287	NM_001340541.1.p1, NM_118247.3.p1	XM_045109541.1.p1
OG0008288	NM_001340703.1.p1, NM_117186.5.p1	XM_045123948.1.p1
OG0008290	NM_001340785.1.p1, NM_001340784.1.p1, NM_001340783.1.p1, NM_001340786.1.p1	XM_045106915.1.p1
OG0008291	NM_001340792.1.p1, NM_001340791.1.p1	XM_045113041.1.p1, XM_045113031.1.p1
OG0008292	NM_117343.2.p1, NM_001340801.1.p1, NM_001340800.1.p1	XM_045104553.1.p1
OG0008293	NM_001340980.1.p1, NM_001340984.1.p1, NM_001340981.1.p1, NM_001340985.1.p1	XM_045110019.1.p1, XM_045110023.1.p1
OG0008294	NM_001340988.1.p1, NM_117590.7.p1	XM_045118968.1.p1
OG0008295	NM_001341063.1.p1, NM_117648.8.p1	XM_045095139.1.p1
OG0008296	NM_001341076.1.p1, NM_117676.8.p1	XM_045122320.1.p1
OG0008297	NM_001341189.1.p1, NM_117804.2.p1	XM_045124378.1.p1
OG0008299	NM_001341677.1.p1	XM_045111737.1.p1
OG0008300	NM_119247.7.p1, NM_001342048.1.p1, NM_001342049.1.p1	XM_045120298.1.p1
OG0008301	NM_119453.6.p1, NM_001342190.1.p1, NM_128165.4.p1	XM_045102702.1.p1
OG0008302	NM_001342312.1.p1, NM_119662.4.p1	XM_045094569.1.p1
OG0008303	NM_001342367.1.p1, NM_119742.4.p1	XM_045127094.1.p1
OG0008304	NM_119976.5.p1, NM_001342482.1.p1	XM_045120244.1.p1
OG0008305	NM_001342587.1.p1, NM_120218.2.p1, NM_001342588.1.p1	XM_045108233.1.p1
OG0008306	NM_001342778.1.p1, NM_120531.3.p1	XM_045112610.1.p1
OG0008307	NM_001342992.1.p1, NM_122225.3.p1	XM_045115356.1.p1
OG0008308	NM_001343004.1.p1, NM_001343003.1.p1, NM_120932.3.p1	XM_045106575.1.p1, XM_045106576.1.p1
OG0008309	NM_001343178.1.p1, NM_121171.4.p1	XM_045106249.1.p1
OG0008311	NM_001343392.1.p1, NM_111112.4.p1	XM_045110876.1.p1, XM_045110877.1.p1
OG0008313	NM_001343841.1.p1, NM_001343842.1.p1	XM_045128815.1.p1
OG0008314	NM_105195.3.p1, NM_123014.4.p1, NM_001344135.1.p1	XM_045125360.1.p1, XM_045125361.1.p1
OG0008315	NM_123252.3.p1, NM_001344278.1.p1	XM_045104354.1.p1
OG0008316	NM_001344759.1.p1	XM_045100352.1.p1
OG0008318	NM_001344973.1.p1, NM_203197.1.p1	XM_045104760.1.p1
OG0008319	NM_180851.2.p1, NM_001345057.1.p1	XM_045120595.1.p1
OG0008320	NM_203211.1.p1, NM_125000.4.p1, NM_001345181.1.p1	XM_045112493.1.p1
OG0008321	NM_001345282.1.p1, NM_125181.5.p1	XM_045125173.1.p1
OG0008322	NM_001345370.1.p1	XM_045122359.1.p1
OG0008323	NM_125430.3.p1, NM_001345412.1.p1	XM_045104748.1.p1
OG0008324	NM_125452.4.p1, NM_001345426.1.p1	XM_045126619.1.p1
OG0008326	NM_001345753.1.p1, NM_126027.4.p1	XM_045128094.1.p1
OG0008327	NM_113138.4.p1, NM_100416.4.p1	XM_045126451.1.p1
OG0008328	NM_100538.5.p1	XM_045094323.1.p1
OG0008329	NM_100713.3.p1	XM_045108332.1.p1
OG0008330	NM_100857.4.p1	XM_045127029.1.p1
OG0008331	NM_101124.5.p1	XM_045126379.1.p1, XM_045126380.1.p1
OG0008332	NM_113575.4.p1, NM_101162.3.p1	XM_045095679.1.p1
OG0008333	NM_101182.4.p1	XM_045094966.1.p1
OG0008334	NM_126396.2.p1, NM_101256.3.p1	XM_045129443.1.p1, XM_045110160.1.p1
OG0008336	NM_101476.4.p1	XM_045102771.1.p1
