Orthogroup	Arabidopsis_thaliana_rna_prot	Coffea_arabica_rna_prot
OG0008189	NM_104733.4.p1, NM_001036134.1.p1	XM_027240016.1.p1, XM_027242701.1.p1
OG0008190	NM_001084513.2.p1, NM_001036369.2.p1, NM_179816.3.p1	XM_027256862.1.p1
OG0008191	NM_130248.5.p1, NM_001036474.4.p1	XM_027252790.1.p1
OG0008192	NM_001036569.3.p1, NM_202826.2.p1	XM_027259091.1.p1
OG0008193	NM_001036756.2.p1	XM_027249098.1.p1, XM_027255639.1.p1
OG0008194	NM_001036767.2.p1, NM_001342899.1.p1, NM_001342898.1.p1, NM_120752.4.p1	XM_027210438.1.p1, XM_027214097.1.p1
OG0008195	NM_125286.6.p1, NM_001037023.1.p1	XM_027254170.1.p1, XM_027239165.1.p1
OG0008196	NM_001084159.2.p1	XM_027255521.1.p1
OG0008197	NM_001335197.1.p1, NM_001084406.3.p1	XM_027239613.1.p1, XM_027243973.1.p1
OG0008198	NM_001337257.1.p1, NM_001084603.2.p1	XM_027251333.1.p1, XM_027251332.1.p1, XM_027223340.1.p1
OG0008199	NM_001337678.1.p1, NM_111562.5.p1, NM_001084649.2.p1, NM_106670.4.p1, NM_001124154.2.p1	XM_027267461.1.p1
OG0008200	NM_001084833.2.p1, NM_001203174.1.p1, NM_115479.3.p1	XM_027248412.1.p1
OG0008201	NM_120651.3.p1, NM_001085066.1.p1	XM_027248538.1.p1, XM_027255007.1.p1
OG0008202	NM_104134.4.p1, NM_001124004.2.p1	XM_027270782.1.p1, XM_027270776.1.p1, XM_027270777.1.p1, XM_027270774.1.p1, XM_027270772.1.p1, XM_027270773.1.p1, XM_027270771.1.p1, XM_027270768.1.p1, XM_027270778.1.p1, XM_027270784.1.p1, XM_027265586.1.p1
OG0008203	NM_001125060.1.p1, NM_130173.6.p1	XM_027252620.1.p1, XM_027252619.1.p1, XM_027252621.1.p1
OG0008205	NM_119237.4.p1, NM_001125610.2.p1	XM_027217296.1.p1
OG0008206	NM_001161148.2.p1, NM_001202992.1.p1, NM_112655.3.p1	XM_027267143.1.p1, XR_003460317.1.p1
OG0008207	NM_001161303.1.p1	XM_027247880.1.p1, XM_027254407.1.p1
OG0008208	NM_001334830.1.p1, NM_001198498.1.p1, NM_106501.5.p1, NM_001198089.1.p1, NM_001332274.1.p1, NM_101564.4.p1	XM_027271203.1.p1
OG0008210	NM_001198156.2.p1, NM_102291.5.p1	XM_027241212.1.p1
OG0008211	NM_001333162.1.p1, NM_001333161.1.p1, NM_001198212.1.p1	XM_027237729.1.p1, XM_027234915.1.p1, XR_003453147.1.p1
OG0008212	NM_103314.5.p1, NM_001198214.2.p1	XM_027236479.1.p1
OG0008213	NM_106381.3.p1, NM_001198489.1.p1, NM_001334776.1.p1	XM_027258228.1.p1, XM_027251270.1.p1
OG0008214	NM_126225.4.p1, NM_001202567.1.p1	XM_027250200.1.p1, XM_027256749.1.p1
OG0008215	NM_001202622.1.p1, NM_127441.4.p1	XM_027213944.1.p1, XM_027211534.1.p1
OG0008216	NM_001202694.1.p1	XM_027230534.1.p1
OG0008217	NM_001202710.1.p1, NM_128592.3.p1	XM_027221936.1.p1
OG0008218	NM_001202821.1.p1, NM_001202822.2.p1	XM_027252363.1.p1
OG0008219	NM_112070.4.p1, NM_001202940.2.p1	XM_027235598.1.p1
OG0008220	NM_112691.4.p1, NM_001338327.1.p1, NM_001338328.1.p1, NM_001203028.2.p1	XM_027228981.1.p1, XM_027213055.1.p1
OG0008221	NM_115062.2.p1, NM_001203134.1.p1	XM_027251170.1.p1
OG0008222	NM_115554.4.p1, NM_001203184.1.p1	XM_027215422.1.p1, XM_027215423.1.p1, XM_027216158.1.p1, XM_027216152.1.p1, XR_003449743.1.p1
OG0008223	NM_001203419.2.p1, NM_122039.5.p1	XM_027211196.1.p1, XM_027211197.1.p1, XM_027211192.1.p1, XM_027211195.1.p1, XR_003449022.1.p1
OG0008224	NM_001203494.1.p1, NM_122931.3.p1	XR_003449094.1.p1, XM_027212109.1.p1, XM_027212112.1.p1
OG0008225	NM_001203542.2.p1	XM_027238364.1.p1
OG0008226	NM_001345369.1.p1, NM_001203642.1.p1, NM_125367.6.p1	XM_027232022.1.p1
OG0008227	NM_001203677.1.p1, NM_125741.5.p1	XM_027268059.1.p1
OG0008228	NM_114727.4.p1, NM_125746.4.p1, NM_001203679.1.p1	XM_027267342.1.p1
OG0008229	NM_001203760.2.p1, NM_116902.3.p1	XM_027237323.1.p1
OG0008230	NM_001203811.1.p1, NM_117728.7.p1	XM_027231441.1.p1
OG0008231	NM_119474.5.p1, NM_001203968.1.p1, NM_001203969.1.p1	XM_027228945.1.p1, XM_027225387.1.p1
OG0008232	NM_100549.2.p1, NM_001331663.1.p1	XM_027261371.1.p1, XM_027263597.1.p1
OG0008234	NM_001332005.1.p1, NM_001332006.1.p1, NM_179316.3.p1	XM_027235506.1.p1, XM_027235505.1.p1
OG0008236	NM_102148.4.p1, NM_001332574.1.p1	XM_027242520.1.p1, XM_027239576.1.p1
OG0008237	NM_102740.3.p1, NM_001332879.1.p1	XM_027230093.1.p1
OG0008238	NR_139809.1.p1, NM_001332886.1.p1, NM_001332885.1.p1, NM_102767.4.p1	XM_027263332.1.p1
OG0008239	NM_001333210.1.p1, NM_148531.3.p1	XM_027235727.1.p1, XM_027234763.1.p1, XM_027238041.1.p1
OG0008240	NM_103701.2.p1, NM_001333292.1.p1	XM_027252030.1.p1, XM_027252031.1.p1
OG0008241	NM_103955.2.p1, NM_001333452.1.p1	XM_027205741.1.p1, XM_027205740.1.p1, XM_027208468.1.p1, XM_027208471.1.p1
OG0008243	NM_104525.3.p1, NM_001333784.1.p1, NM_001333783.1.p1	XM_027259069.1.p1, XM_027259070.1.p1
OG0008244	NM_105039.5.p1, NM_001334111.1.p1	XM_027239481.1.p1, XM_027239482.1.p1
OG0008245	NM_123138.3.p1, NM_001334243.1.p1, NM_001334241.1.p1, NM_001334240.1.p1	XM_027221696.1.p1, XM_027217472.1.p1
OG0008246	NM_001334276.1.p1, NM_105387.5.p1	XM_027263888.1.p1
OG0008247	NM_001334461.1.p1, NM_001334460.1.p1, NM_105721.2.p1	XM_027244819.1.p1
OG0008248	NM_106042.3.p1, NM_001334606.1.p1	XM_027269135.1.p1, XM_027269136.1.p1
OG0008249	NM_106638.2.p1, NM_001334932.1.p1, NM_001334931.1.p1	XM_027270644.1.p1
OG0008250	NM_126210.4.p1, NM_001335065.1.p1	XR_003454076.1.p1, XM_027240075.1.p1, XR_003454077.1.p1
OG0008251	NM_001335170.1.p1	XM_027232284.1.p1
OG0008252	NM_001335305.1.p1, NM_126650.4.p1	XM_027212645.1.p1
OG0008253	NM_001335388.1.p1	XM_027223742.1.p1, XR_003457139.1.p1
OG0008254	NM_127217.4.p1, NM_001335484.1.p1, NM_118311.7.p1	XM_027245256.1.p1
OG0008256	NM_001335917.1.p1	XM_027211570.1.p1
OG0008257	NM_001335977.1.p1	XM_027228871.1.p1
OG0008258	NM_001336116.1.p1, NM_179770.1.p1, NM_128305.2.p1	XM_027227669.1.p1, XM_027250110.1.p1
OG0008259	NM_201909.1.p1, NM_129457.4.p1, NM_001336754.1.p1	XM_027249183.1.p1, XM_027249185.1.p1
OG0008260	NM_001336835.1.p1, NM_129596.4.p1	XM_027222488.1.p1, XM_027222487.1.p1, XM_027218946.1.p1, XM_027218942.1.p1
OG0008262	NM_001337092.1.p1	XM_027257665.1.p1
OG0008263	NM_001337110.1.p1, NM_130063.2.p1	XM_027257144.1.p1
OG0008264	NM_180163.4.p1, NM_001337359.1.p1	XM_027246149.1.p1
OG0008265	NM_001337721.1.p1, NM_180203.3.p1, NM_111633.4.p1	XM_027251581.1.p1
OG0008266	NM_111873.4.p1, NM_001337871.1.p1	XM_027255692.1.p1
OG0008267	NM_001337956.1.p1, NM_001337958.1.p1, NM_001337957.1.p1, NM_112019.1.p1	XM_027212097.1.p1
OG0008268	NM_001338082.1.p1	XM_027269510.1.p1, XR_003460744.1.p1
OG0008269	NM_001338223.1.p1, NM_112497.3.p1, NM_104097.6.p1	XM_027269206.1.p1
OG0008270	NM_001338226.1.p1, NM_001338225.1.p1	XM_027222484.1.p1, XM_027218715.1.p1
OG0008271	NM_112609.3.p1, NM_001338283.1.p1	XM_027260034.1.p1, XM_027265008.1.p1
OG0008272	NM_001338291.1.p1, NM_001338292.1.p1	XR_003451024.1.p1, XR_003451027.1.p1, XR_003451025.1.p1, XR_003451031.1.p1, XR_003451030.1.p1, XR_003451026.1.p1, XR_003451021.1.p1, XR_003451033.1.p1, XM_027266817.1.p1
OG0008273	NM_112754.3.p1, NM_001338352.1.p1	XM_027221737.1.p1
OG0008274	NM_113275.3.p1, NM_001338654.1.p1	XM_027263517.1.p1
OG0008275	NM_113319.5.p1, NM_001338669.1.p1	XM_027262291.1.p1, XM_027262292.1.p1
OG0008276	NM_001338859.1.p1	XM_027246131.1.p1, XM_027246130.1.p1
OG0008277	NM_113787.3.p1, NM_001338964.1.p1	XM_027236384.1.p1
OG0008278	NM_148864.4.p1, NM_001339371.1.p1	XM_027267192.1.p1, XM_027267191.1.p1, XM_027267190.1.p1
OG0008279	NM_001339940.1.p1	XM_027207686.1.p1
OG0008280	NM_115961.3.p1, NM_115879.7.p1, NM_001340028.1.p1, NM_001340029.1.p1	XM_027250863.1.p1
OG0008281	NM_122991.2.p1, NM_001340124.1.p1	XM_027259622.1.p1
OG0008282	NM_001340190.1.p1	XM_027241366.1.p1
OG0008283	NM_116208.4.p1, NM_001340214.1.p1	XM_027240176.1.p1
OG0008284	NM_116310.5.p1, NM_001340271.1.p1	XM_027252762.1.p1, XM_027259731.1.p1
OG0008285	NM_001340301.1.p1, NM_116343.4.p1, NM_001340302.1.p1	XM_027259543.1.p1, XM_027259544.1.p1, XM_027259545.1.p1
OG0008286	NM_001340336.1.p1	XM_027244038.1.p1, XM_027262903.1.p1
OG0008287	NM_001340541.1.p1, NM_118247.3.p1	XM_027249266.1.p1
OG0008288	NM_001340703.1.p1, NM_117186.5.p1	XM_027225643.1.p1, XM_027227517.1.p1
OG0008290	NM_001340785.1.p1, NM_001340784.1.p1, NM_001340783.1.p1, NM_001340786.1.p1	XM_027270566.1.p1
OG0008291	NM_001340792.1.p1, NM_001340791.1.p1	XM_027233199.1.p1
OG0008292	NM_117343.2.p1, NM_001340801.1.p1, NM_001340800.1.p1	XM_027236073.1.p1, XM_027257261.1.p1
OG0008293	NM_001340980.1.p1, NM_001340984.1.p1, NM_001340981.1.p1, NM_001340985.1.p1	XM_027247368.1.p1, XM_027258523.1.p1
OG0008294	NM_001340988.1.p1, NM_117590.7.p1	XM_027257928.1.p1, XM_027257929.1.p1
OG0008295	NM_001341063.1.p1, NM_117648.8.p1	XM_027250568.1.p1
OG0008296	NM_001341076.1.p1, NM_117676.8.p1	XM_027260218.1.p1
OG0008297	NM_001341189.1.p1, NM_117804.2.p1	XM_027250316.1.p1
OG0008299	NM_001341677.1.p1	XM_027238715.1.p1
OG0008300	NM_119247.7.p1, NM_001342048.1.p1, NM_001342049.1.p1	XM_027238197.1.p1, XR_003453711.1.p1, XM_027266429.1.p1, XM_027247094.1.p1
OG0008301	NM_119453.6.p1, NM_001342190.1.p1, NM_128165.4.p1	XM_027216520.1.p1
OG0008302	NM_001342312.1.p1, NM_119662.4.p1	XM_027249871.1.p1, XM_027249872.1.p1
OG0008303	NM_001342367.1.p1, NM_119742.4.p1	XM_027223191.1.p1, XM_027217390.1.p1
OG0008304	NM_119976.5.p1, NM_001342482.1.p1	XM_027225902.1.p1, XM_027225903.1.p1, XM_027225901.1.p1
OG0008305	NM_001342587.1.p1, NM_120218.2.p1, NM_001342588.1.p1	XM_027217177.1.p1, XM_027217179.1.p1, XR_003448744.1.p1
OG0008306	NM_001342778.1.p1, NM_120531.3.p1	XM_027255617.1.p1, XM_027249076.1.p1
OG0008307	NM_001342992.1.p1, NM_122225.3.p1	XM_027241363.1.p1
OG0008308	NM_001343004.1.p1, NM_001343003.1.p1, NM_120932.3.p1	XM_027237218.1.p1, XR_003453394.1.p1
OG0008309	NM_001343178.1.p1, NM_121171.4.p1	XM_027223781.1.p1
OG0008310	NM_001343201.1.p1, NM_001343200.1.p1	XM_027224360.1.p1
OG0008311	NM_111112.4.p1	XM_027220411.1.p1
OG0008312	NM_001343832.1.p1	XR_003457259.1.p1, XM_027247958.1.p1, XM_027247960.1.p1
OG0008313	NM_001343841.1.p1, NM_001343842.1.p1	XM_027247808.1.p1
OG0008314	NM_105195.3.p1, NM_123014.4.p1, NM_001344135.1.p1	XM_027232131.1.p1
OG0008315	NM_123252.3.p1, NM_001344278.1.p1	XM_027221468.1.p1, XM_027217576.1.p1
OG0008316	NM_001344759.1.p1	XR_003460695.1.p1, XR_003460694.1.p1, XR_003460692.1.p1, XR_003460699.1.p1
OG0008317	NM_111630.2.p1, NM_001344769.1.p1, NM_001344770.1.p1, NM_124216.3.p1, NM_124215.2.p1, NM_180824.2.p1	XM_027253900.1.p1, XM_027253712.1.p1
OG0008318	NM_001344973.1.p1, NM_203197.1.p1	XM_027248062.1.p1, XM_027254594.1.p1, XM_027248066.1.p1, XM_027248065.1.p1, XM_027254595.1.p1
OG0008319	NM_180851.2.p1, NM_001345057.1.p1	XM_027247773.1.p1, XM_027254295.1.p1
OG0008320	NM_203211.1.p1, NM_125000.4.p1, NM_001345181.1.p1	XM_027205315.1.p1
OG0008321	NM_001345282.1.p1, NM_125181.5.p1	XM_027236342.1.p1
OG0008322	NM_001345370.1.p1	XM_027231944.1.p1, XM_027231954.1.p1, XM_027231962.1.p1
OG0008323	NM_125430.3.p1, NM_001345412.1.p1	XM_027230821.1.p1, XM_027230827.1.p1
OG0008324	NM_125452.4.p1, NM_001345426.1.p1	XM_027230512.1.p1, XM_027230503.1.p1, XM_027230495.1.p1
OG0008325	NM_001345660.1.p1	XM_027241307.1.p1, XM_027241323.1.p1, XM_027241299.1.p1
OG0008326	NM_001345753.1.p1, NM_126027.4.p1	XM_027218593.1.p1
OG0008327	NM_113138.4.p1, NM_100416.4.p1	XM_027260477.1.p1
OG0008328	NM_100538.5.p1	XM_027207623.1.p1
OG0008330	NM_100857.4.p1	XM_027257460.1.p1
OG0008331	NM_101124.5.p1	XM_027227591.1.p1
OG0008332	NM_113575.4.p1, NM_101162.3.p1	XM_027246307.1.p1
OG0008333	NM_101182.4.p1	XM_027241565.1.p1, XM_027244481.1.p1, XM_027244482.1.p1
OG0008334	NM_126396.2.p1, NM_101256.3.p1	XM_027244728.1.p1, XM_027241318.1.p1
OG0008335	NM_106709.4.p1, NM_101448.5.p1	XM_027267768.1.p1
OG0008336	NM_101476.4.p1	XM_027266936.1.p1, XM_027266938.1.p1
OG0008337	NM_101485.4.p1	XM_027266939.1.p1
OG0008338	NM_101629.3.p1	XM_027270068.1.p1
OG0008339	NM_101726.4.p1	XM_027265948.1.p1, XM_027269098.1.p1
OG0008340	NM_101771.5.p1	XM_027212798.1.p1
OG0008341	NM_106170.5.p1, NM_101794.4.p1	XM_027260888.1.p1
OG0008342	NM_101830.2.p1, NM_106200.4.p1	XM_027236201.1.p1, XM_027236202.1.p1, XR_003453324.1.p1, XM_027238484.1.p1
OG0008343	NM_101875.2.p1	XM_027235071.1.p1, XM_027235070.1.p1
OG0008344	NM_129789.2.p1, NM_101949.5.p1	XM_027208550.1.p1, XM_027208548.1.p1, XM_027205715.1.p1, XM_027251127.1.p1
OG0008345	NM_102020.4.p1	XM_027236372.1.p1, XM_027236370.1.p1, XM_027239169.1.p1, XM_027236373.1.p1
OG0008346	NM_102188.3.p1	XM_027243637.1.p1
OG0008347	NM_102448.4.p1	XM_027240900.1.p1
OG0008348	NM_102468.2.p1	XM_027239993.1.p1
OG0008349	NM_102531.4.p1	XM_027238951.1.p1
OG0008350	NM_102540.4.p1	XM_027239155.1.p1, XM_027236470.1.p1, XM_027236469.1.p1
OG0008351	NM_102560.3.p1	XM_027244792.1.p1, XM_027239689.1.p1
OG0008352	NM_128945.3.p1, NM_102608.4.p1	XM_027249566.1.p1, XM_027249567.1.p1
OG0008353	NM_102758.2.p1, NM_179902.2.p1	XM_027230756.1.p1
OG0008354	NM_102773.3.p1	XM_027230019.1.p1, XM_027232404.1.p1
OG0008355	NM_118091.3.p1, NM_202847.3.p1, NM_102861.3.p1	XM_027235780.1.p1, XM_027238743.1.p1
OG0008356	NM_102871.5.p1	XM_027232621.1.p1
OG0008357	NM_102882.2.p1	XM_027214469.1.p1, XM_027214467.1.p1, XM_027210693.1.p1, XM_027210692.1.p1
OG0008358	NM_102901.4.p1	XM_027209017.1.p1
OG0008359	NM_102924.3.p1	XM_027219945.1.p1, XM_027245456.1.p1, XR_003455519.1.p1, XR_003455515.1.p1, XR_003455516.1.p1
OG0008360	NM_102988.5.p1, NM_129085.5.p1	XM_027225836.1.p1
OG0008361	NM_117103.3.p1, NM_103057.4.p1	XM_027234776.1.p1
OG0008363	NM_103262.5.p1	XM_027223735.1.p1
OG0008364	NM_103558.4.p1	XM_027237339.1.p1
OG0008365	NM_103798.5.p1	XM_027270180.1.p1
OG0008366	NM_103890.4.p1	XM_027256877.1.p1
OG0008367	NM_104039.4.p1	XM_027266823.1.p1, XM_027270966.1.p1
OG0008368	NM_104205.2.p1	XM_027271705.1.p1
OG0008370	NM_104453.2.p1	XM_027220254.1.p1
OG0008371	NM_104675.3.p1	XM_027240645.1.p1
OG0008372	NM_105667.3.p1	XM_027241552.1.p1
OG0008373	NM_105787.2.p1, NM_105786.3.p1	XM_027257338.1.p1, XM_027257337.1.p1, XM_027250611.1.p1, XM_027250612.1.p1
OG0008374	NM_105854.1.p1	XM_027237398.1.p1
OG0008375	NM_105957.3.p1	XM_027269680.1.p1
OG0008376	NM_106085.2.p1	XM_027268947.1.p1
OG0008377	NM_106323.4.p1	XM_027237193.1.p1, XM_027234188.1.p1
OG0008378	NM_106602.3.p1	XM_027215665.1.p1, XM_027215660.1.p1, XM_027215661.1.p1, XM_027215663.1.p1, XM_027215662.1.p1, XM_027215664.1.p1, XM_027213162.1.p1
OG0008379	NM_106621.2.p1	XM_027267336.1.p1
OG0008380	NM_106622.5.p1	XM_027269287.1.p1
OG0008381	NM_106703.2.p1	XM_027265915.1.p1, XM_027267591.1.p1
OG0008382	NM_111013.4.p1	XM_027219133.1.p1
OG0008383	NM_111136.3.p1	XM_027220461.1.p1, XM_027223581.1.p1
OG0008384	NM_111263.4.p1, NM_121823.2.p1	XM_027214321.1.p1
OG0008386	NM_111561.5.p1	XM_027260182.1.p1, XM_027260183.1.p1
OG0008387	NM_111588.4.p1	XM_027237818.1.p1, XM_027237813.1.p1
OG0008388	NM_111616.3.p1	XM_027258279.1.p1, XM_027258272.1.p1
OG0008389	NM_111755.3.p1	XM_027214326.1.p1
OG0008390	NM_112016.5.p1	XM_027225493.1.p1
OG0008391	NM_112555.2.p1	XM_027265234.1.p1, XM_027265023.1.p1
OG0008392	NM_112682.4.p1	XM_027269467.1.p1
OG0008393	NM_112965.1.p1	XM_027207497.1.p1
OG0008394	NM_113199.5.p1	XM_027260591.1.p1, XM_027260592.1.p1
OG0008395	NM_113266.4.p1	XM_027233304.1.p1
OG0008396	NM_113376.4.p1	XM_027215486.1.p1
OG0008397	NM_117374.4.p1, NM_113415.4.p1	XM_027237430.1.p1
OG0008398	NM_124234.4.p1, NM_113428.3.p1	XM_027258377.1.p1
OG0008399	NM_113502.3.p1	XM_027243580.1.p1
OG0008400	NM_113544.5.p1	XM_027243536.1.p1
OG0008401	NM_114063.5.p1	XM_027219041.1.p1
OG0008402	NM_202650.2.p1, NM_114222.4.p1	XM_027228641.1.p1, XM_027224980.1.p1, XM_027228644.1.p1, XM_027228640.1.p1, XM_027224978.1.p1, XM_027228646.1.p1
OG0008403	NM_114608.3.p1, NM_124529.2.p1, NM_124528.3.p1	XM_027245285.1.p1
OG0008404	NM_114651.2.p1	XM_027270941.1.p1, XR_003460391.1.p1, XR_003460393.1.p1, XM_027267588.1.p1
OG0008405	NM_114655.5.p1	XM_027265921.1.p1
OG0008406	NM_114711.2.p1	XM_027219304.1.p1
OG0008407	NM_114777.4.p1	XM_027237247.1.p1, XM_027234317.1.p1
OG0008408	NM_114855.4.p1	XM_027218294.1.p1
OG0008409	NM_114955.4.p1	XM_027208362.1.p1, XM_027208363.1.p1, XM_027208361.1.p1, XM_027208196.1.p1, XM_027208195.1.p1, XM_027207718.1.p1, XM_027219210.1.p1
OG0008410	NM_115277.5.p1	XM_027267279.1.p1
OG0008411	NM_115282.4.p1	XM_027233827.1.p1
OG0008412	NM_115304.3.p1	XM_027251396.1.p1, XM_027258347.1.p1
OG0008413	NM_115489.6.p1, NM_202718.2.p1	XM_027254831.1.p1
OG0008414	NM_115536.2.p1, NM_129678.3.p1	XM_027214466.1.p1
OG0008415	NM_115549.5.p1	XM_027215088.1.p1, XM_027215089.1.p1
OG0008416	NM_115602.4.p1, NM_129741.1.p1	XM_027215405.1.p1
OG0008417	NM_115817.3.p1	XM_027253209.1.p1, XM_027257859.1.p1
OG0008418	NM_130109.3.p1, NM_115954.3.p1	XM_027252368.1.p1
OG0008419	NM_115981.2.p1	XM_027269300.1.p1
OG0008420	NM_116000.1.p1	XM_027236842.1.p1, XM_027236841.1.p1, XM_027236843.1.p1, XM_027236844.1.p1, XR_003453340.1.p1, XR_003453341.1.p1, XM_027236320.1.p1
OG0008421	NM_116965.3.p1	XM_027244334.1.p1, XR_003454260.1.p1
OG0008422	NM_117066.4.p1	XM_027255729.1.p1, XM_027255723.1.p1
OG0008423	NM_117071.6.p1	XM_027235531.1.p1
OG0008424	NM_117339.3.p1, NM_126461.3.p1	XM_027205279.1.p1
OG0008425	NM_117396.4.p1	XM_027216501.1.p1, XM_027216500.1.p1, XM_027212333.1.p1, XM_027216499.1.p1
OG0008426	NM_118033.3.p1	XM_027224533.1.p1, XM_027228348.1.p1
OG0008427	NM_118036.3.p1	XM_027224520.1.p1
OG0008428	NM_123834.2.p1, NM_118136.4.p1	XM_027230316.1.p1
OG0008429	NM_118203.4.p1	XM_027254504.1.p1
OG0008430	NM_118273.8.p1	XM_027249365.1.p1
OG0008431	NM_118341.3.p1	XM_027229869.1.p1, XM_027233703.1.p1
OG0008432	NM_124373.3.p1, NM_118566.4.p1	XM_027257420.1.p1
OG0008433	NM_118616.5.p1	XM_027233206.1.p1, XM_027231028.1.p1
OG0008434	NM_118652.3.p1, NM_124523.3.p1	XM_027248155.1.p1
OG0008435	NM_118705.3.p1	XM_027249932.1.p1
OG0008436	NM_118724.4.p1	XM_027207259.1.p1, XM_027207260.1.p1
OG0008437	NM_118730.4.p1, NM_125101.5.p1	XM_027250537.1.p1, XM_027250535.1.p1, XM_027257119.1.p1
OG0008438	NM_118753.3.p1	XM_027209453.1.p1
OG0008439	NM_118774.4.p1	XM_027268588.1.p1, XM_027216503.1.p1
OG0008440	NM_118832.4.p1	XM_027208426.1.p1, XM_027208425.1.p1, XM_027271606.1.p1, XM_027271586.1.p1
OG0008441	NM_118886.4.p1	XM_027238805.1.p1
OG0008442	NM_119094.5.p1	XM_027212551.1.p1
OG0008443	NM_119161.3.p1	XM_027256279.1.p1
OG0008444	NM_119227.4.p1	XM_027214104.1.p1
OG0008445	NM_119276.3.p1	XM_027237368.1.p1
OG0008446	NM_119295.4.p1	XM_027225113.1.p1
OG0008447	NM_119309.4.p1	XM_027229516.1.p1, XM_027245834.1.p1, XM_027229513.1.p1, XM_027229514.1.p1, XM_027229515.1.p1
OG0008448	NM_202929.2.p1, NM_119355.3.p1	XM_027229852.1.p1
OG0008449	NM_119414.4.p1	XM_027225381.1.p1, XM_027225382.1.p1
OG0008450	NM_119884.4.p1	XM_027222569.1.p1
OG0008451	NM_120130.3.p1	XM_027219744.1.p1
OG0008452	NM_120315.4.p1	XM_027216654.1.p1
OG0008453	NM_180435.4.p1, NM_120565.3.p1	XM_027255483.1.p1, XM_027248919.1.p1
OG0008454	NM_120573.4.p1	XM_027251521.1.p1, XM_027251522.1.p1, XM_027258482.1.p1
OG0008455	NM_120650.4.p1	XR_003457324.1.p1, XR_003458325.1.p1, XR_003458324.1.p1
OG0008456	NM_120779.3.p1	XR_003458798.1.p1, XM_027258461.1.p1, XM_027258460.1.p1
OG0008457	NM_125516.4.p1, NM_120866.1.p1	XM_027225605.1.p1
OG0008458	NM_120884.2.p1, NM_125493.4.p1	XM_027265934.1.p1
OG0008459	NM_120911.4.p1	XM_027205776.1.p1, XR_003447870.1.p1
OG0008460	NM_122239.3.p1, NM_203022.3.p1, NM_120918.5.p1	XM_027242326.1.p1, XM_027242325.1.p1
OG0008461	NM_121279.3.p1	XM_027224024.1.p1, XM_027212320.1.p1, XM_027267741.1.p1
OG0008462	NM_121505.4.p1	XM_027214057.1.p1, XM_027214058.1.p1
OG0008463	NM_121746.4.p1	XM_027268713.1.p1
OG0008464	NM_121747.4.p1	XM_027231878.1.p1
OG0008465	NM_121862.3.p1	XR_003459810.1.p1, XM_027263737.1.p1, XR_003459811.1.p1
OG0008466	NM_121898.3.p1	XM_027262306.1.p1, XM_027264974.1.p1
OG0008467	NM_121942.5.p1	XM_027211827.1.p1, XM_027223081.1.p1
OG0008468	NM_121967.4.p1	XM_027219616.1.p1, XM_027219615.1.p1, XM_027219617.1.p1, XM_027222949.1.p1, XM_027222946.1.p1
OG0008469	NM_122210.5.p1	XM_027267613.1.p1, XM_027267614.1.p1
OG0008470	NM_122297.4.p1, NM_124621.3.p1	XM_027254472.1.p1, XM_027254476.1.p1
OG0008471	NM_122318.4.p1	XM_027247807.1.p1
OG0008472	NM_122537.4.p1	XM_027231303.1.p1
OG0008473	NM_122565.3.p1	XM_027242887.1.p1, XM_027240648.1.p1
OG0008474	NM_122899.3.p1	XM_027211132.1.p1
OG0008475	NM_122960.5.p1	XM_027208760.1.p1, XM_027208765.1.p1, XM_027208762.1.p1
OG0008476	NM_123498.2.p1	XM_027227117.1.p1
OG0008477	NM_124177.4.p1	XM_027251023.1.p1
OG0008479	NM_124343.2.p1	XM_027235474.1.p1, XM_027236722.1.p1
OG0008480	NM_124550.2.p1	XM_027254633.1.p1, XM_027254632.1.p1
OG0008481	NM_124619.3.p1	XM_027245507.1.p1
OG0008482	NM_124662.4.p1	XM_027247875.1.p1
OG0008483	NM_124772.3.p1	XM_027205522.1.p1
OG0008484	NM_124871.3.p1	XM_027208423.1.p1, XR_003448450.1.p1, XM_027271753.1.p1
OG0008485	NM_125082.2.p1	XM_027209631.1.p1, XM_027215745.1.p1
OG0008486	NM_125120.3.p1	XR_003449102.1.p1, XR_003449100.1.p1, XR_003449103.1.p1, XM_027212168.1.p1
OG0008487	NM_125308.4.p1	XM_027233186.1.p1, XM_027253734.1.p1
OG0008488	NM_125331.3.p1, NM_180889.1.p1	XM_027245702.1.p1, XM_027232730.1.p1
OG0008489	NM_125590.3.p1	XM_027231490.1.p1
OG0008490	NM_125633.5.p1	XM_027248149.1.p1
OG0008491	NM_125638.6.p1	XM_027265645.1.p1, XM_027265644.1.p1
OG0008492	NM_125704.3.p1	XM_027269564.1.p1
OG0008493	NM_125726.4.p1	XM_027265622.1.p1
OG0008494	NM_125805.5.p1	XM_027204977.1.p1, XM_027216051.1.p1, XM_027266550.1.p1, XM_027257072.1.p1
OG0008495	NM_125847.4.p1	XM_027250323.1.p1
OG0008496	NM_125856.6.p1	XM_027220788.1.p1
OG0008497	NM_125893.5.p1, NM_180940.2.p1	XM_027217368.1.p1, XM_027217370.1.p1
OG0008498	NM_125899.4.p1	XM_027223584.1.p1, XM_027220295.1.p1
OG0008499	NM_180948.2.p1, NM_126010.3.p1	XM_027217759.1.p1
OG0008500	NM_126114.4.p1	XM_027222864.1.p1
