Orthogroup	Arabidopsis_thaliana_rna_prot	Glycine_max_rna_prot
OG0009692	NM_127661.4.p1	XM_003536673.5.p1, XM_041013218.1.p1
OG0009693	NM_127685.4.p1	XM_003525204.5.p1, NM_001255900.3.p1
OG0009694	NM_127756.4.p1	XM_003531338.4.p1, XM_003525037.5.p1
OG0009695	NM_128203.2.p1	XM_003533755.5.p1, XM_003546480.5.p1
OG0009696	NM_128303.4.p1	XM_006583783.4.p1, XM_006574973.4.p1, XM_003545978.5.p1, XM_003541658.5.p1
OG0009698	NM_129287.4.p1	XM_003541350.5.p1
OG0009699	NM_129353.4.p1	NM_001248740.2.p1, NM_001289226.2.p1
OG0009700	NM_129567.4.p1	XM_003538414.5.p1, XM_003552349.5.p1
OG0009701	NM_129685.3.p1	XM_003521083.4.p1, NM_001248716.2.p1
OG0009702	NM_129779.4.p1	XM_003542583.5.p1, XM_003549700.5.p1
OG0009703	NM_129964.3.p1	XM_003530871.5.p1
OG0009704	NM_130041.5.p1	XM_041007717.1.p1, XM_014764930.3.p1, XM_006592537.4.p1, XM_003525994.5.p1
OG0009705	NM_130256.4.p1	NM_001252751.2.p1, NM_001255541.2.p1, XM_003528702.5.p1
OG0009706	NM_130327.4.p1	XM_003536065.5.p1, XM_003518945.5.p1
OG0009707	NM_202020.1.p1, NM_148322.2.p1	XM_006573800.4.p1
OG0009708	NM_148403.5.p1	XM_003519815.5.p1
OG0009709	NM_148579.4.p1	XM_003532997.4.p1, XM_003529712.5.p1
OG0009710	NM_148851.4.p1	XM_006578574.4.p1, XM_006578575.4.p1, XM_006581860.4.p1
OG0009711	NM_148875.5.p1	XM_014765695.3.p1, XM_003542782.5.p1, NM_001289269.2.p1, XM_026124286.2.p1
OG0009712	NM_179661.2.p1	XM_003532425.4.p1
OG0009713	NM_179845.4.p1	XM_006576293.3.p1, XM_003529909.4.p1
OG0009714	NM_180801.2.p1, NM_179910.3.p1	XM_003556619.5.p1, XM_003528497.5.p1
OG0009715	NM_179914.3.p1	XM_006601781.4.p1, NM_001255161.2.p1
OG0009716	NM_180411.3.p1	XM_003546745.4.p1, XM_041018241.1.p1, XM_041012914.1.p1
OG0009717	NM_180641.4.p1	XM_006590199.4.p1, NM_001250866.2.p1
OG0009718	NM_202514.3.p1	XM_014778219.3.p1, XM_014770134.3.p1
OG0009720	NR_143995.1.p1	XM_003546507.5.p1, XM_003533776.5.p1
OG0009789	NM_115839.4.p1, NM_001203209.1.p1, NM_001035819.1.p1, NM_001339998.1.p1	XM_003520134.5.p1
OG0009790	NM_001035923.3.p1, NM_001331777.1.p1, NM_100728.4.p1	XM_026127692.2.p1, XM_006576194.4.p1, XM_014771336.3.p1
OG0009791	NM_001036404.1.p1	XM_006584571.4.p1, XM_014778378.3.p1
OG0009792	NM_179978.3.p1, NM_001036436.1.p1	XM_003542878.5.p1, XM_003546041.4.p1
OG0009793	NM_001036437.3.p1, NM_129505.4.p1	XM_003536724.5.p1, XM_003556490.5.p1
OG0009794	NM_001343458.1.p1, NM_001036817.3.p1	XM_003544320.4.p1
OG0009795	NM_101577.5.p1, NM_001084082.2.p1	NM_001370667.1.p1, XM_006594643.4.p1, XM_003541760.5.p1
OG0009796	NM_102027.3.p1, NM_001084105.1.p1	XM_003543763.5.p1, XM_003544644.5.p1, XM_003526596.5.p1
OG0009797	NM_001334421.1.p1, NM_001084331.3.p1, NM_105642.4.p1	NM_001251808.2.p1
OG0009799	NM_001084822.2.p1, NM_115365.2.p1	XM_003536736.5.p1
OG0009800	NM_001084903.1.p1, NM_117160.4.p1	NM_001251179.3.p1, NM_001251346.2.p1
OG0009801	NM_001085270.2.p1	NM_001252910.2.p1
OG0009802	NM_001085293.2.p1	XM_006593491.4.p1, XM_003550622.5.p1
OG0009803	NM_102719.7.p1, NM_001123911.4.p1	XM_003524738.5.p1, XM_014778746.2.p1
OG0009804	NM_001336774.1.p1, NM_001125004.5.p1, NM_001336777.1.p1	XM_041012220.1.p1, XM_006602954.4.p1, XM_006602957.4.p1, XM_006574809.4.p1, XM_006574807.4.p1, XM_026125154.2.p1
OG0009805	NM_202773.3.p1, NM_001125444.1.p1	XM_006604657.4.p1
OG0009806	NM_001125468.1.p1, NM_116781.3.p1, NM_118228.4.p1	XM_041013673.1.p1
OG0009807	NM_001125769.2.p1, NM_121778.1.p1	XM_006576237.4.p1, XM_006576238.4.p1
OG0009808	NM_119435.7.p1, NM_001160810.2.p1	XM_041014881.1.p1, XM_041014879.1.p1, XM_006581403.4.p1
OG0009809	NM_001160839.1.p1	NM_001367992.1.p1
OG0009810	NM_104389.4.p1, NM_001160954.1.p1	XM_003531572.5.p1, NM_001251454.2.p1, XM_006582769.4.p1
OG0009811	NM_001336614.1.p1, NM_001161088.2.p1, NM_129246.3.p1, NM_124426.5.p1	NM_001255192.2.p1, XM_003551892.5.p1
OG0009812	NM_122001.3.p1, NM_001161250.1.p1	XM_006601042.4.p1, XM_003550100.4.p1
OG0009813	NM_001198014.1.p1, NM_001331794.1.p1, NM_001331795.1.p1	XM_006582317.4.p1
OG0009814	NM_104798.3.p1, NM_001198030.2.p1	XM_006597348.4.p1, XM_006594547.4.p1, XM_006595315.1.p1, XM_006584332.1.p1
OG0009815	NM_001198051.1.p1, NM_101187.3.p1	XM_003538537.5.p1, XM_003551907.5.p1
OG0009816	NM_001198099.1.p1, NM_101685.5.p1, NM_001332339.1.p1	XM_006583397.3.p1
OG0009818	NM_001198185.1.p1, NM_102750.5.p1	NM_001250153.1.p1, XM_003533890.5.p1
OG0009819	NM_001198359.2.p1, NM_001334005.1.p1	XM_003550452.5.p1
OG0009820	NM_105000.1.p1, NM_001198388.1.p1, NM_105218.5.p1	XM_003521050.5.p1, XM_006604246.4.p1
OG0009821	NM_105373.2.p1, NM_001198406.1.p1, NM_123191.3.p1	NM_001249330.2.p1, NM_001251348.3.p1, XM_003554945.5.p1, XM_003543865.5.p1
OG0009822	NM_001198514.1.p1, NM_001334926.1.p1	XM_003546375.5.p1, XM_003543590.5.p1, XM_003529715.5.p1, XM_003533000.5.p1
OG0009824	NM_001202753.1.p1	XM_006605815.4.p1
OG0009825	NM_001337680.1.p1, NM_001337681.1.p1, NM_001337679.1.p1, NM_001202904.2.p1	XM_006586855.4.p1, XM_006597665.4.p1
OG0009826	NM_001202969.1.p1, NM_112381.5.p1	XM_003527179.5.p1
OG0009827	NM_112862.4.p1, NM_180284.3.p1, NM_001203006.1.p1	XM_003531002.4.p1
OG0009828	NM_001338966.1.p1, NM_001203066.1.p1, NM_113790.4.p1	XM_003537716.5.p1
OG0009829	NM_001203077.1.p1, NM_114198.4.p1, NM_001339097.1.p1	XM_006600360.4.p1, XM_006593915.4.p1
OG0009830	NM_001203109.2.p1	XM_003548953.5.p1
OG0009831	NM_001203115.1.p1	XM_003549961.5.p1, XM_006573599.4.p1, XM_006590566.4.p1
OG0009832	NM_001203333.2.p1	XM_003555152.5.p1, XM_026127288.2.p1, XM_014763435.2.p1
OG0009834	NM_122000.4.p1, NM_001203414.2.p1	XM_003549745.5.p1
OG0009835	NM_001203724.1.p1, NM_001340335.1.p1, NM_116410.2.p1	XM_006589017.4.p1, XM_041010106.1.p1
OG0009836	NM_099990.4.p1, NM_001331249.1.p1	XM_003528718.5.p1, XM_014768807.3.p1, NM_001255047.1.p1, XM_006603665.4.p1
OG0009837	NM_001331558.1.p1	XM_003531414.5.p1, XM_003532850.5.p1
OG0009838	NM_001331574.1.p1, NM_100455.3.p1	XM_003541913.5.p1
OG0009839	NM_001331688.1.p1	XM_006602037.4.p1, XM_026126613.2.p1
OG0009840	NM_001331895.1.p1	XM_006588465.4.p1
OG0009841	NM_001331918.1.p1, NM_100937.3.p1	XM_006585885.4.p1, XM_041011784.1.p1
OG0009842	NM_103062.2.p1, NM_001333038.1.p1	XM_003549104.5.p1
OG0009843	NM_001333320.1.p1, NM_103724.2.p1	XM_006601133.4.p1, XM_006596001.3.p1, XM_041009359.1.p1
OG0009844	NM_001333440.1.p1	XM_003546177.5.p1, XM_014761844.3.p1, XM_003534975.5.p1
OG0009845	NM_001333761.1.p1	XM_003546754.5.p1, XM_003531445.5.p1
OG0009846	NM_001333874.1.p1, NM_104691.4.p1	XM_003553180.5.p1, XM_003530613.5.p1, XM_041018515.1.p1
OG0009848	NM_001334165.1.p1	NM_001249216.1.p1, NM_001249491.1.p1
OG0009849	NM_105413.4.p1, NM_001334299.1.p1, NM_001334297.1.p1	XM_006601838.4.p1, XM_014770859.3.p1, XM_026126777.2.p1, XM_003538507.5.p1
OG0009850	NM_001334490.1.p1	XM_006580159.3.p1, XM_006585157.4.p1, XM_006585425.3.p1
OG0009851	NM_001334505.1.p1, NM_105830.4.p1	XM_006606120.3.p1, XM_006589415.4.p1, XM_041010532.1.p1, XM_006599407.4.p1
OG0009852	NM_001334622.1.p1, NM_106058.3.p1	XM_003522930.4.p1, XM_003549538.5.p1
OG0009853	NM_106442.3.p1, NM_202437.2.p1, NM_001334805.1.p1	XM_003526553.5.p1
OG0009854	NM_001334920.1.p1	XM_003529704.4.p1, XM_003532995.5.p1
OG0009855	NM_001335607.1.p1, NM_001335606.1.p1, NM_001335610.1.p1	XM_006593966.4.p1
OG0009856	NM_001335690.1.p1, NM_129166.5.p1	XM_003522770.5.p1
OG0009857	NM_001336005.1.p1	XM_041014845.1.p1, XM_006578104.3.p1, XM_003526380.5.p1
OG0009858	NM_001336670.1.p1	XM_003516844.5.p1, XM_003520864.5.p1
OG0009859	NM_129516.5.p1, NM_001336782.1.p1	XM_006602967.3.p1
OG0009860	NM_001337147.1.p1, NM_130133.4.p1	XM_003527717.5.p1
OG0009861	NM_001337223.1.p1, NM_180132.3.p1, NM_180133.2.p1, NM_001337224.1.p1	XM_003554537.5.p1, XR_413693.4.p1, XM_006577129.3.p1
OG0009862	NM_001337837.1.p1, NM_001337838.1.p1	XM_006604488.4.p1
OG0009863	NM_001337862.1.p1, NM_111855.4.p1, NM_120488.4.p1	XM_003519047.5.p1, XM_003556902.5.p1
OG0009864	NM_001338043.1.p1	XM_014770831.3.p1
OG0009865	NM_001338272.1.p1, NM_001338271.1.p1, NM_112580.5.p1	XM_003529474.4.p1, XM_006583937.3.p1, XM_003550601.5.p1
OG0009866	NM_001338371.1.p1, NM_202607.2.p1, NM_112779.5.p1	XM_003541054.5.p1, XM_003538981.5.p1
OG0009867	NM_112806.3.p1, NM_001338385.1.p1	XM_006583812.4.p1, XM_041013497.1.p1
OG0009868	NM_001338456.1.p1, NM_112906.5.p1	XM_006602100.4.p1, XM_014779420.2.p1, XM_003545060.5.p1, XM_006575636.4.p1
OG0009869	NM_001338905.1.p1	XM_041010262.1.p1
OG0009870	NM_113842.4.p1, NM_001339014.1.p1	XM_003543808.5.p1, XM_003554635.5.p1, XM_006603827.4.p1
OG0009871	NM_001339086.1.p1, NM_122049.3.p1	XM_041009037.1.p1, XM_006595789.4.p1, XM_041011947.1.p1
OG0009872	NM_001339230.1.p1, NM_114457.3.p1	XM_006574216.4.p1, XM_003538875.5.p1
OG0009873	NM_001339424.1.p1	XM_006578085.4.p1, XM_003526362.4.p1
OG0009874	NM_114849.4.p1, NM_001339444.1.p1	XM_006600061.4.p1, XM_003524644.5.p1
OG0009875	NM_001339686.1.p1	XM_006588617.4.p1, XM_006593957.4.p1
OG0009876	NM_001340042.1.p1	XM_006583470.4.p1, NM_001249160.2.p1
OG0009877	NM_116730.5.p1, NM_001340519.1.p1	XM_006594260.3.p1, XM_003543012.5.p1
OG0009878	NM_001340553.1.p1	XM_003531267.5.p1
OG0009879	NM_125338.3.p1, NM_001340563.1.p1, NM_116811.3.p1	NM_001255665.2.p1, NM_001255382.2.p1
OG0009880	NM_001340653.1.p1, NM_117080.5.p1, NM_001340652.1.p1	XM_003526347.5.p1
OG0009881	NM_117125.4.p1, NM_001340676.1.p1, NM_103019.3.p1	XM_003556381.5.p1
OG0009882	NM_001341075.1.p1	XM_003546307.5.p1
OG0009884	NM_118272.5.p1, NM_001341494.1.p1	XM_003529247.5.p1
OG0009885	NM_001341563.1.p1	NM_001252865.3.p1, NM_001253955.2.p1
OG0009886	NM_117143.2.p1, NM_118540.3.p1, NM_001341640.1.p1	XR_005892214.1.p1
OG0009887	NM_118835.3.p1, NM_001341833.1.p1, NM_105886.6.p1	XM_014770876.3.p1, XM_006586019.4.p1
OG0009888	NM_001341981.1.p1, NM_119137.5.p1	XM_003551617.5.p1, XM_006587782.4.p1
OG0009889	NM_120061.2.p1, NM_001342522.1.p1	XM_003527566.5.p1, XM_003523462.4.p1, XM_003537790.5.p1
OG0009890	NM_001342575.1.p1, NM_120194.5.p1	XM_006602565.4.p1, XM_003529089.4.p1
OG0009891	NM_001342767.1.p1	XM_003536235.4.p1
OG0009892	NM_001343068.1.p1	XM_003523188.5.p1, XM_003526808.5.p1
OG0009893	NM_121196.3.p1, NM_001343203.1.p1	XM_006596124.3.p1, XM_003545561.5.p1, XM_006578171.4.p1
OG0009894	NM_001343485.1.p1, NM_121730.4.p1	XM_006596431.4.p1, XM_006596432.4.p1
OG0009895	NM_123128.3.p1, NM_001344214.1.p1	XM_003519281.5.p1, XM_014766600.2.p1
OG0009897	NM_125213.2.p1, NM_001345294.1.p1	XM_014769401.2.p1, XM_014769407.2.p1, XM_041008573.1.p1
OG0009898	NM_001345606.1.p1, NM_125766.3.p1, NM_001345605.1.p1	XM_003525096.5.p1, XM_014775798.3.p1, XM_041017860.1.p1
OG0009899	NM_001345811.1.p1	XM_006573576.4.p1
OG0009900	NM_179252.3.p1, NM_100191.4.p1	NM_001360310.1.p1, XR_001383032.3.p1
OG0009901	NM_100195.3.p1, NM_116511.4.p1	XM_003555993.4.p1, NM_001248426.3.p1
OG0009902	NM_100397.3.p1	XM_003533953.5.p1
OG0009903	NM_100452.5.p1	XM_003518823.4.p1, NM_001254515.2.p1
OG0009904	NM_100531.3.p1	XM_003553076.5.p1, XM_003530688.5.p1, XM_003518464.5.p1, XM_003545094.5.p1
OG0009905	NM_100578.4.p1	XM_003519035.5.p1
OG0009906	NM_100722.5.p1	XM_006586572.4.p1, XM_026129849.2.p1, XM_041004775.1.p1, NM_001250790.3.p1, XM_006597590.4.p1, XM_041010004.1.p1
OG0009907	NM_100729.4.p1	XM_003518135.5.p1, XM_003548003.5.p1
OG0009908	NM_100840.2.p1	XM_003518323.5.p1
OG0009909	NM_100856.3.p1	XM_003537739.5.p1
OG0009910	NM_101050.4.p1	XM_003551204.5.p1, XM_003538498.5.p1
OG0009911	NM_101150.5.p1	XM_006584647.4.p1, XR_136532.5.p1, XM_003532358.5.p1
OG0009912	NM_101204.3.p1	XM_003516786.4.p1, XM_003531875.5.p1
OG0009913	NM_101408.3.p1	XM_006585574.4.p1, XM_006585575.4.p1, NM_001248363.2.p1
OG0009914	NM_202107.1.p1, NM_101414.4.p1	XR_005888877.1.p1, XM_003533783.4.p1
OG0009915	NM_101663.2.p1	XM_041008297.1.p1, XM_003522472.5.p1, XM_003526725.5.p1
OG0009916	NM_101742.4.p1	NM_001317566.2.p1, XM_003549615.5.p1
OG0009917	NM_101936.3.p1	NM_001255414.3.p1, XM_003522950.5.p1
OG0009918	NM_202150.2.p1, NM_101998.2.p1	XM_003544877.5.p1
OG0009919	NM_102004.3.p1	NM_001248228.2.p1, XM_003541965.5.p1, NM_001249203.3.p1
OG0009920	NM_102277.4.p1	XM_014764275.3.p1, XM_003551426.5.p1
OG0009921	NM_102303.5.p1	XM_003530816.4.p1, XM_014776068.2.p1
OG0009922	NM_102364.4.p1	XM_003536266.4.p1, XM_003516790.5.p1, XM_041011884.1.p1
OG0009923	NM_102784.3.p1	XM_003556494.5.p1, XM_003529399.5.p1
OG0009924	NM_102795.3.p1	XM_003546219.5.p1, NM_001255591.2.p1
OG0009925	NM_102880.4.p1	XM_006599151.4.p1, XM_003547776.5.p1, XM_041010278.1.p1
OG0009926	NM_102933.3.p1	NM_001250943.2.p1, XM_003534255.4.p1
OG0009927	NM_103483.3.p1	XM_003536375.3.p1, XM_003556107.5.p1
OG0009928	NM_103565.6.p1	XM_006596127.4.p1, XM_003526570.4.p1
OG0009929	NM_103572.5.p1	XM_006600317.4.p1, XM_003529470.5.p1
OG0009930	NM_103589.5.p1	XM_003528102.4.p1, XM_006577937.3.p1, XM_014774445.3.p1
OG0009931	NM_103928.4.p1	XR_416685.4.p1, XM_003537694.5.p1, XM_003540313.5.p1
OG0009932	NM_103970.3.p1	NM_001249145.2.p1, NM_001251389.2.p1
OG0009933	NM_104176.4.p1	XM_003543201.5.p1, XM_003540409.5.p1
OG0009934	NM_112295.4.p1, NM_104248.4.p1	XM_014767509.2.p1, XM_026129648.2.p1
OG0009935	NM_104261.3.p1	NM_001370868.1.p1, XM_003547864.5.p1
OG0009936	NM_104316.3.p1	XM_006606524.4.p1, XM_003536757.5.p1
OG0009937	NM_104497.3.p1	XM_003546770.5.p1
OG0009938	NM_104542.3.p1	XM_003548678.5.p1, XM_003553979.4.p1
OG0009939	NM_104589.4.p1	XM_003539344.5.p1
OG0009940	NM_104653.4.p1	XM_003544440.5.p1
OG0009941	NM_104713.4.p1	XM_041018499.1.p1, XM_041018501.1.p1, XM_003530602.5.p1
OG0009942	NM_105054.4.p1	NM_001255853.2.p1, NM_001255292.2.p1
OG0009943	NM_105163.4.p1	XM_003535093.5.p1, XM_003547295.5.p1
OG0009944	NM_105196.5.p1	XM_003552403.5.p1, NM_001255428.3.p1
OG0009945	NM_105206.3.p1	XM_003552389.5.p1, XM_003534474.5.p1
OG0009946	NM_105212.3.p1	XM_014770824.3.p1, XM_006602777.4.p1, XM_003533537.5.p1
OG0009947	NM_105305.4.p1	XM_041007679.1.p1, XM_006586686.2.p1, XM_041007680.1.p1, XM_006586685.4.p1, XM_041005271.1.p1, XM_014761816.3.p1, XM_006586681.4.p1
OG0009948	NM_179525.3.p1, NM_105404.3.p1	XM_041006454.1.p1, NM_001365133.1.p1, XM_003551240.5.p1, XM_014770902.3.p1, NM_001249361.2.p1, NM_001248753.3.p1
OG0009949	NM_105511.3.p1	XM_014772286.3.p1, XM_003535672.5.p1, XM_003555002.4.p1, XM_006587161.4.p1
OG0009950	NM_105903.4.p1	XM_041010705.1.p1, XM_003529802.5.p1
OG0009951	NM_106106.3.p1	NM_001255062.2.p1, XM_003549632.4.p1, XM_006581909.4.p1, XM_003522970.5.p1
OG0009952	NM_106410.3.p1	XM_006578909.4.p1, XM_006581520.4.p1, XM_006596133.4.p1, XM_003544635.5.p1
OG0009953	NM_106417.3.p1	XM_006593527.4.p1, XM_006596235.4.p1
OG0009954	NM_202442.2.p1, NM_106509.4.p1	XM_003543140.5.p1, XM_003540461.5.p1
OG0009955	NM_106592.5.p1	XM_003545889.5.p1, XM_003532862.5.p1
OG0009956	NM_111010.3.p1	XM_014765939.3.p1, XM_003540374.5.p1
OG0009957	NM_111017.3.p1	XM_003555004.5.p1, XM_003548529.5.p1
OG0009958	NM_111139.2.p1	XM_003553066.5.p1
OG0009959	NM_111191.4.p1	NM_001253121.3.p1, XM_003519265.5.p1
OG0009960	NM_111240.2.p1	XM_006598894.3.p1, XM_003554005.5.p1, XR_001386712.3.p1
OG0009961	NM_111367.3.p1	XM_003520784.5.p1, XM_041014230.1.p1, NM_001254642.2.p1
OG0009962	NM_111408.7.p1	XM_003554611.4.p1
OG0009963	NM_111473.5.p1	XM_003535611.5.p1, XM_003555287.5.p1
OG0009964	NM_111594.4.p1	XM_003547800.5.p1, XM_006576479.4.p1
OG0009965	NM_111601.4.p1	XM_003551353.5.p1, XM_003530805.5.p1
OG0009966	NM_111716.2.p1	XM_003539601.5.p1, XM_041007673.1.p1
OG0009967	NM_111841.5.p1	NM_001250586.2.p1, XM_026125019.2.p1
OG0009968	NM_111907.2.p1, NM_120578.5.p1	XM_003526313.4.p1, XM_003546636.4.p1, XM_003541512.3.p1
OG0009969	NM_112066.5.p1	XM_003533805.5.p1
OG0009970	NM_112129.2.p1	NM_001250664.2.p1, XM_003531455.5.p1
OG0009971	NM_112195.3.p1	XM_003521011.5.p1
OG0009972	NM_112376.2.p1	XM_041014859.1.p1
OG0009973	NM_112579.6.p1	XM_041011290.1.p1, XM_014769374.2.p1, XM_003528573.5.p1, XM_006583938.4.p1
OG0009974	NM_112626.3.p1	XM_003540418.5.p1, XM_041007635.1.p1, XM_003543192.5.p1
OG0009975	NM_112672.3.p1	XM_003528934.4.p1, XM_003534089.5.p1, XM_041004997.1.p1
OG0009976	NM_112722.3.p1	XM_003530646.5.p1, XM_003529969.5.p1
OG0009977	NM_112724.4.p1	XM_041005016.1.p1, XM_041016949.1.p1
OG0009978	NM_112908.3.p1	XM_003530737.5.p1
OG0009979	NM_112984.2.p1	XM_003532158.5.p1, XM_003551309.5.p1
OG0009980	NM_113059.3.p1	XM_003539756.5.p1, XM_003534351.5.p1
OG0009982	NM_117490.4.p1, NM_113277.3.p1	XM_003552564.4.p1, NM_001289238.1.p1, NM_001251223.2.p1, XM_003524870.4.p1
OG0009983	NM_113279.3.p1	NM_001249781.2.p1, NM_001249092.2.p1, XM_006601823.4.p1, XM_003537476.5.p1
OG0009984	NM_113377.4.p1	XM_041017719.1.p1, XM_003551393.4.p1
OG0009985	NM_113582.5.p1	NM_001252835.2.p1, XM_003518091.5.p1
OG0009986	NM_113619.4.p1	XM_041012380.1.p1, XM_006598966.3.p1, XM_003547596.5.p1
OG0009987	NM_113722.3.p1	XM_003518624.5.p1, XM_003552608.5.p1
OG0009988	NM_114284.4.p1	XM_003540224.3.p1, XM_003543360.5.p1
OG0009989	NM_114613.3.p1	XM_003534323.5.p1, XM_003539903.5.p1
OG0009990	NM_114767.4.p1	NM_001361207.1.p1, XM_003538892.5.p1
OG0009991	NM_114939.3.p1	XM_003539951.5.p1
OG0009992	NM_115273.4.p1	XM_003516886.4.p1, XM_003520885.5.p1
OG0009993	NM_115342.5.p1	XR_005886699.1.p1, XM_003535472.5.p1, XM_003556197.5.p1
OG0009994	NM_115347.4.p1	NM_001248888.2.p1, XM_006601688.4.p1
OG0009995	NM_115491.4.p1	XM_003527970.5.p1
OG0009996	NM_115504.4.p1	XM_003523248.5.p1, XM_003526736.5.p1
OG0009997	NM_115578.5.p1	XM_006576731.3.p1
OG0009998	NM_115589.5.p1	XM_003535844.4.p1, XM_003519042.4.p1
OG0009999	NM_129725.5.p1, NM_115595.7.p1	XM_003543626.5.p1, XM_003546067.5.p1
OG0010000	NM_115721.3.p1	XM_003526191.5.p1
OG0010001	NM_116028.4.p1, NM_130194.5.p1	XM_003520314.5.p1, XM_003548554.5.p1, XM_006605206.1.p1, XM_003520819.3.p1
OG0010002	NM_130364.4.p1, NM_201985.1.p1, NM_116165.4.p1	XM_003521475.5.p1, XM_003554443.5.p1
OG0010003	NM_116371.4.p1	XM_003529821.4.p1, XM_003548348.5.p1
OG0010004	NM_116416.4.p1, NM_179205.4.p1	XM_006604694.4.p1
OG0010005	NM_116421.4.p1	XM_041013760.1.p1, NM_001250977.2.p1, NM_001254410.2.p1
OG0010006	NM_128972.2.p1, NM_116904.6.p1	XM_003523354.5.p1, XM_006581550.4.p1
OG0010007	NM_117093.4.p1	NM_001249373.2.p1, XM_006597707.4.p1, XM_041011692.1.p1, NM_001249855.2.p1
OG0010008	NM_117100.4.p1	XM_003540248.5.p1
OG0010009	NM_117102.4.p1	XM_003548201.4.p1, NM_001360371.1.p1, XM_003536141.5.p1
OG0010010	NM_117209.5.p1, NM_118475.4.p1	XM_003517471.5.p1, XM_003538025.5.p1, XM_003540319.5.p1
OG0010011	NM_117329.3.p1	NM_001367560.1.p1, XM_003532134.5.p1
OG0010012	NM_117392.5.p1	XM_006586208.4.p1, XM_003532259.5.p1, XR_419288.3.p1, NM_001251803.2.p1
OG0010013	NM_117449.4.p1	XM_003532696.5.p1
OG0010014	NM_117961.3.p1	XM_014765793.3.p1
OG0010015	NM_118066.3.p1	XM_003548536.5.p1, XM_003548657.5.p1, XM_003517042.4.p1
OG0010016	NM_118552.4.p1	NM_001357388.1.p1, XM_041008880.1.p1
OG0010017	NM_118608.5.p1	XM_003526941.5.p1
OG0010018	NM_118802.2.p1	XM_003531592.4.p1
OG0010019	NM_118809.5.p1	XM_003545063.5.p1, XM_003519551.5.p1
OG0010020	NM_118824.4.p1	XM_003551875.5.p1
OG0010021	NM_118947.8.p1	XM_014774696.3.p1, XM_003525893.5.p1
OG0010022	NM_202926.2.p1, NM_119328.4.p1	XM_003529362.4.p1, XM_003555881.5.p1
OG0010023	NM_119404.3.p1	NM_001251406.2.p1
OG0010024	NM_119428.5.p1	XM_003522648.5.p1, NM_001255492.2.p1
OG0010025	NM_128167.4.p1, NM_119455.3.p1	XM_003544485.4.p1, XM_003550222.4.p1, XM_003525953.5.p1, XM_003523595.5.p1
OG0010026	NM_119457.4.p1	XM_003554094.5.p1, XM_014773738.3.p1
OG0010027	NM_120112.4.p1	XM_003526784.5.p1, XM_041014527.1.p1, NM_001254962.3.p1
OG0010028	NM_120509.4.p1	XM_003556195.4.p1, XM_014773060.2.p1, XM_003536291.5.p1
OG0010029	NM_120534.2.p1	XM_003526653.5.p1
OG0010030	NM_120695.5.p1, NM_180700.3.p1	XM_006575239.4.p1, XM_006575238.4.p1, NM_001255773.2.p1
OG0010031	NM_120719.4.p1	NM_001254023.3.p1, XM_006588806.4.p1, NM_001252821.1.p1, XM_041006383.1.p1
OG0010032	NM_120726.3.p1	NM_001250765.2.p1
OG0010033	NM_120909.4.p1	XM_003540585.5.p1
OG0010034	NM_121030.3.p1, NM_125882.3.p1	XM_003526786.5.p1, XM_003523208.5.p1
OG0010035	NM_121120.4.p1	XM_006601154.3.p1, XM_003545356.5.p1
OG0010036	NM_121129.4.p1	XM_006601037.4.p1, XM_006601036.4.p1, XM_003539094.5.p1, XM_003544585.5.p1
OG0010037	NM_179730.3.p1, NM_121138.3.p1	XM_003527731.5.p1, XM_026128176.2.p1, XM_003545391.5.p1, XM_003549260.5.p1
OG0010038	NM_121172.4.p1	NM_001248910.2.p1, NM_001251719.2.p1
OG0010039	NM_121306.5.p1	XM_003556525.5.p1
OG0010040	NM_121313.5.p1	XM_003552611.5.p1, XM_006602951.4.p1, XM_003518621.4.p1
OG0010041	NM_121484.5.p1	XM_003521090.4.p1, NM_001248985.2.p1
OG0010042	NM_121534.3.p1	XM_003551690.5.p1
OG0010043	NM_121544.4.p1	XM_003554669.5.p1, XM_003543842.5.p1
OG0010044	NM_121557.4.p1	NM_001254594.2.p1, XM_003543896.5.p1, NM_001248245.2.p1
OG0010045	NM_121762.3.p1	NM_001251740.3.p1
OG0010046	NM_121773.3.p1	XM_003526780.5.p1
OG0010047	NM_121790.4.p1	XM_006598636.4.p1, NM_001250813.2.p1, XM_003554004.3.p1
OG0010048	NM_121812.3.p1	XM_003528908.5.p1, XM_006605728.4.p1, XM_026127581.2.p1
OG0010049	NM_122094.3.p1	XM_003550539.5.p1, XM_003541274.5.p1
OG0010050	NM_122268.5.p1	XM_003526854.5.p1, XM_003523144.5.p1
OG0010051	NM_122380.4.p1	XM_003521583.5.p1, XM_041012705.1.p1
OG0010052	NM_123501.3.p1, NM_123502.3.p1	XM_006580498.3.p1, XM_006584664.3.p1
OG0010053	NM_123572.3.p1	XM_014775845.3.p1, XR_005891615.1.p1, XM_014775843.3.p1, XM_006580453.4.p1, NM_001253000.1.p1
OG0010054	NM_123759.3.p1	XM_014772017.3.p1
OG0010055	NM_123958.3.p1	NM_001255589.2.p1
OG0010056	NM_124003.4.p1	XM_003524063.5.p1, XM_003532602.5.p1, XM_041018427.1.p1
OG0010057	NM_124111.3.p1	XM_003550866.5.p1, XM_003525528.5.p1
OG0010059	NM_124223.4.p1	XM_003552022.5.p1, NM_001248544.1.p1
