Orthogroup	Arabidopsis_thaliana_rna_prot	Vitis_vinifera_rna_prot
OG0011461	NM_121439.2.p1, NM_114528.2.p1	XM_002268785.4.p1
OG0011463	NM_114611.4.p1	XM_059733717.1.p1
OG0011464	NM_114776.4.p1	XM_059743421.1.p1, XM_059743325.1.p1
OG0011465	NM_115459.4.p1	XM_002270630.5.p1
OG0011466	NM_115766.4.p1, NM_202728.1.p1	XM_002278314.4.p1
OG0011467	NM_115932.4.p1	XM_002274294.5.p1
OG0011468	NM_116192.4.p1	XM_003632295.4.p1
OG0011469	NM_130103.3.p1, NM_116238.5.p1	XM_002273651.5.p1
OG0011470	NM_116334.4.p1	XM_010663600.3.p1
OG0011471	NM_116438.2.p1	XM_002275894.4.p1
OG0011472	NM_116514.4.p1	XM_002275087.5.p1
OG0011473	NM_116516.4.p1	XM_019226259.2.p1
OG0011474	NM_116894.1.p1	XM_002284390.5.p1
OG0011475	NM_117283.3.p1	XM_010663893.3.p1
OG0011476	NM_117528.2.p1	XM_010651747.3.p1
OG0011477	NM_117571.5.p1	XM_002282586.4.p1
OG0011478	NM_117674.7.p1	XM_059736778.1.p1, XM_010651420.3.p1
OG0011479	NM_117960.4.p1	XM_010657178.3.p1
OG0011480	NM_118039.5.p1	XM_002270643.4.p1
OG0011482	NM_118543.3.p1	XM_002280551.4.p1
OG0011483	NM_118604.5.p1	XM_002280322.4.p1
OG0011484	NM_118876.4.p1	XM_002281913.4.p1
OG0011485	NM_119231.3.p1	XM_002273201.5.p1
OG0011486	NM_119525.6.p1	NM_001281013.1.p1
OG0011487	NM_119555.4.p1	XM_002281804.4.p1
OG0011488	NM_119664.3.p1	XM_010648663.3.p1
OG0011489	NM_119758.3.p1	XM_002278253.4.p1
OG0011490	NM_119816.5.p1, NM_179176.2.p1	XM_002266319.5.p1
OG0011491	NM_119880.2.p1	XM_003632418.4.p1
OG0011492	NM_119953.4.p1	XM_059738592.1.p1
OG0011493	NM_120360.4.p1	XM_002274754.5.p1
OG0011494	NM_120451.2.p1	XM_002283412.4.p1
OG0011495	NM_120553.3.p1	XM_010660473.3.p1, XM_010660475.3.p1, XM_002266636.4.p1
OG0011496	NM_121142.3.p1	XM_010650407.3.p1
OG0011497	NM_121166.4.p1	XM_002284991.4.p1
OG0011498	NM_121268.3.p1	XM_002280086.5.p1
OG0011499	NM_203060.2.p1, NM_121644.4.p1	XM_002276919.5.p1
OG0011500	NM_121744.4.p1	XM_002265968.5.p1
OG0011501	NM_121816.2.p1	XM_002281661.5.p1
OG0011502	NM_121819.6.p1	XM_002276800.5.p1
OG0011503	NM_121896.3.p1	XM_010651519.3.p1, XM_010651520.3.p1
OG0011504	NM_121927.3.p1	XM_002281033.5.p1
OG0011505	NM_180713.4.p1, NM_122032.6.p1	XM_059740615.1.p1
OG0011506	NM_122131.2.p1	XM_019222733.2.p1, XM_002281681.4.p1
OG0011507	NM_122236.3.p1	XM_002267707.5.p1
OG0011508	NM_122341.3.p1	XM_002275721.4.p1
OG0011509	NM_122538.5.p1	XM_002265175.4.p1
OG0011510	NM_122757.4.p1	XM_059740011.1.p1
OG0011511	NM_122948.3.p1	XM_002279005.4.p1
OG0011512	NM_122958.4.p1	XM_002267466.5.p1
OG0011513	NM_123142.5.p1	XM_010656003.3.p1
OG0011514	NM_123249.3.p1	XM_002278075.4.p1
OG0011515	NM_123321.4.p1	XM_010666483.3.p1, XR_009465124.1.p1, XM_059735030.1.p1, XR_009465126.1.p1
OG0011516	NM_123359.4.p1	XM_019226194.2.p1, XM_019226196.2.p1
OG0011517	NM_123412.4.p1	XM_059742663.1.p1
OG0011519	NM_123726.4.p1	XM_002284340.4.p1
OG0011520	NM_124050.2.p1	XM_059740296.1.p1, XM_002280332.4.p1
OG0011521	NM_124214.7.p1	XM_010647005.3.p1
OG0011522	NM_124309.4.p1	XM_002271587.3.p1
OG0011523	NM_124371.4.p1	XM_010651184.3.p1, XM_059736737.1.p1
OG0011524	NM_124408.4.p1	XM_002282237.5.p1
OG0011525	NM_124870.4.p1	XM_002278487.4.p1
OG0011526	NM_124956.2.p1	XM_002281609.4.p1
OG0011527	NM_125178.6.p1	XM_002275738.5.p1
OG0011528	NM_125530.3.p1	XM_010653062.3.p1
OG0011529	NM_125787.5.p1	XM_002275186.5.p1
OG0011530	NM_125801.4.p1	XM_002283118.3.p1
OG0011531	NM_125819.4.p1	XM_002272669.4.p1
OG0011532	NM_125859.4.p1, NM_203262.3.p1	XM_002274931.4.p1
OG0011533	NM_126157.4.p1	XM_059738655.1.p1
OG0011534	NM_126940.3.p1	XM_002274586.4.p1
OG0011535	NM_127277.3.p1	XM_003631510.4.p1
OG0011536	NM_127379.3.p1	XM_019220719.2.p1, XM_010653271.3.p1
OG0011537	NM_127514.4.p1	XM_002282266.5.p1
OG0011538	NM_127911.4.p1	XR_002031647.2.p1, XR_009467651.1.p1, XR_009467650.1.p1, XM_019224666.2.p1, XM_019224665.2.p1
OG0011539	NM_128042.4.p1	XM_002285544.5.p1
OG0011540	NM_128288.4.p1	XM_059737676.1.p1, XM_010653549.3.p1
OG0011541	NM_128923.5.p1	XM_002275178.4.p1
OG0011542	NM_129408.2.p1	XM_002267018.3.p1
OG0011543	NM_129551.4.p1	XM_002265928.5.p1
OG0011544	NM_129638.4.p1	XM_002275386.4.p1
OG0011545	NM_129853.6.p1	XM_002279657.3.p1
OG0011546	NM_129864.3.p1	XM_002271430.5.p1
OG0011548	NM_130114.4.p1	XM_002275522.5.p1
OG0011549	NM_130365.4.p1	XM_019221250.2.p1
OG0011550	NM_148655.4.p1	XM_002281282.4.p1
OG0011552	NM_179589.4.p1	XM_002283641.5.p1
OG0011553	NM_179781.2.p1	XM_002273272.4.p1
OG0011554	NM_180175.4.p1	XM_002271118.4.p1
OG0011555	NM_180772.2.p1	XM_002270121.5.p1
OG0011556	NM_202586.3.p1	XM_002285479.5.p1
OG0011557	NM_202875.2.p1	XM_002264113.4.p1
OG0011558	NR_138912.1.p1	XM_003634344.4.p1
OG0011672	NM_129064.3.p1, NM_001036408.3.p1	XM_002276425.4.p1
OG0011673	NM_121859.3.p1, NM_001036822.2.p1	XM_010651452.3.p1
OG0011674	NM_001125966.2.p1, NM_124886.3.p1	XM_010646156.3.p1
OG0011675	NM_001126041.2.p1	XM_002269470.4.p1, XM_010650902.3.p1
OG0011676	NM_001333054.1.p1, NM_128195.2.p1, NM_001198202.2.p1, NM_103087.1.p1, NM_103084.5.p1	XM_003634581.4.p1
OG0011677	NM_001198251.2.p1	XM_010666378.3.p1
OG0011678	NM_001198384.1.p1, NM_001334178.1.p1	XM_010650645.3.p1, XM_019219390.2.p1
OG0011679	NM_001335271.1.p1, NM_001202582.1.p1	XM_002271985.4.p1
OG0011680	NM_001202644.1.p1	XM_002276242.5.p1
OG0011681	NM_001337207.1.p1, NM_001202835.1.p1	XM_010663179.3.p1
OG0011683	NM_120305.3.p1, NM_001203276.1.p1	XM_002281132.4.p1, XM_010661421.3.p1
OG0011685	NM_001203713.2.p1	XM_002278024.5.p1
OG0011686	NM_001331615.1.p1	XM_002282639.5.p1
OG0011687	NM_001332827.1.p1	XM_010662956.3.p1
OG0011688	NM_103682.4.p1, NM_001333285.1.p1	NM_001280905.1.p1
OG0011689	NM_001334657.1.p1	XM_002282048.4.p1
OG0011690	NM_001335772.1.p1, NM_001335773.1.p1, NM_127741.4.p1	XM_003631562.4.p1, XM_019219059.2.p1
OG0011691	NM_001335848.1.p1, NM_127903.5.p1	XM_002268123.5.p1
OG0011692	NM_128784.4.p1, NM_001336379.1.p1	XR_009465432.1.p1, XM_059736069.1.p1
OG0011693	NM_129254.3.p1, NM_001336617.1.p1, NM_001336616.1.p1	XM_002276899.4.p1
OG0011694	NM_001337388.1.p1, NM_111093.2.p1	XM_010662263.3.p1
OG0011695	NM_001337713.1.p1, NM_111623.4.p1, NM_124229.4.p1	XM_059738238.1.p1
OG0011696	NM_001338495.1.p1, NM_112981.4.p1	XM_002285390.4.p1
OG0011697	NM_001338913.1.p1, NM_123398.3.p1	XM_002274161.5.p1
OG0011698	NM_114563.7.p1, NM_001339289.1.p1	XM_010652644.3.p1
OG0011699	NM_114902.1.p1, NM_001339469.1.p1	XM_059738425.1.p1
OG0011700	NM_114919.6.p1, NM_001339474.1.p1	XM_059738450.1.p1, XM_059738451.1.p1
OG0011701	NM_001339727.1.p1	XM_002282318.4.p1
OG0011702	NM_001339802.1.p1	XM_002267566.5.p1
OG0011703	NM_001340105.1.p1, NM_203117.2.p1	XM_003633913.4.p1
OG0011704	NM_001340200.1.p1, NM_116197.1.p1	XM_010647816.3.p1
OG0011706	NM_001341043.1.p1	XM_002273261.5.p1
OG0011707	NM_001341129.1.p1, NM_117771.3.p1	XM_059733784.1.p1
OG0011710	NM_001343788.1.p1, NM_122212.5.p1	XM_010665213.3.p1
OG0011711	NM_001343944.1.p1	XM_059736196.1.p1, XM_019219272.2.p1
OG0011712	NM_148088.2.p1, NM_001344570.1.p1	XM_010647872.3.p1
OG0011713	NM_001344992.1.p1	XM_010664471.3.p1, XM_002267861.4.p1
OG0011714	NM_001345287.1.p1	XM_010656725.3.p1
OG0011715	NM_125263.5.p1, NM_001345321.1.p1	XM_002279178.5.p1
OG0011716	NM_001345613.1.p1	XM_002268654.5.p1, XM_002270164.5.p1
OG0011717	NM_100000.3.p1	XM_002266907.4.p1
OG0011718	NM_100322.5.p1	XM_010651791.3.p1
OG0011719	NM_100798.4.p1	XM_010661409.3.p1
OG0011720	NM_100816.5.p1	XM_010661444.3.p1
OG0011721	NM_100905.4.p1	XM_002268768.5.p1
OG0011722	NM_101208.3.p1	XM_002282606.5.p1
OG0011723	NM_101238.5.p1	XM_002265562.5.p1, XM_002266038.4.p1
OG0011724	NM_101279.2.p1	XM_002268569.4.p1, XR_009466938.1.p1
OG0011725	NM_101354.3.p1	XM_059739135.1.p1
OG0011726	NM_101551.4.p1	XM_002285402.5.p1
OG0011727	NM_102017.3.p1	XM_002285840.5.p1
OG0011728	NM_102730.2.p1	XM_010652817.3.p1
OG0011729	NM_102734.5.p1	XM_010660780.3.p1
OG0011731	NM_103577.4.p1	XM_002281012.4.p1
OG0011733	NM_103731.6.p1	XM_002270783.5.p1
OG0011734	NM_103974.6.p1	XM_002281601.4.p1
OG0011735	NM_103986.2.p1	XM_010656969.3.p1
OG0011736	NM_103997.4.p1	XM_002285503.4.p1
OG0011737	NM_104142.3.p1	XM_010656468.3.p1
OG0011738	NM_104435.3.p1	XR_009465259.1.p1
OG0011739	NM_104757.4.p1, NM_105269.4.p1, NM_105270.3.p1	NM_001281262.1.p1
OG0011740	NM_104952.2.p1	XM_002264185.5.p1
OG0011741	NM_123490.1.p1, NM_105024.4.p1	XM_010663688.1.p1
OG0011742	NM_105440.2.p1	XM_002267632.4.p1
OG0011743	NM_105500.2.p1	XM_002282793.4.p1
OG0011744	NM_105557.6.p1	XM_002281527.5.p1
OG0011745	NM_105583.3.p1	XM_002263511.5.p1
OG0011746	NM_105669.3.p1	XM_010654506.3.p1
OG0011747	NM_105701.2.p1	XM_002263251.5.p1
OG0011748	NM_106130.7.p1	XM_002267278.4.p1
OG0011749	NM_106176.6.p1	XM_002281432.5.p1
OG0011750	NM_106271.4.p1, NR_139768.1.p1	XM_002284795.4.p1, XM_019216295.2.p1
OG0011751	NM_106359.5.p1	XM_002265659.5.p1
OG0011752	NM_106416.2.p1	XM_010665927.3.p1
OG0011753	NM_106503.3.p1	XM_059735468.1.p1
OG0011754	NM_106559.3.p1	XM_019217441.2.p1, XM_002269948.5.p1
OG0011755	NM_106573.4.p1	XM_010646840.3.p1
OG0011756	NM_111424.3.p1	XM_002283729.5.p1
OG0011757	NM_111651.3.p1	XM_002267092.5.p1
OG0011758	NM_111684.3.p1	XM_002275367.4.p1
OG0011759	NM_111813.4.p1	XM_002276007.4.p1
OG0011759	NM_129475.4.p1	XM_002274435.5.p1
OG0011760	NM_111905.3.p1	XM_002271638.5.p1
OG0011761	NM_112337.3.p1	XM_002283648.4.p1
OG0011762	NM_112370.4.p1	XM_002282834.5.p1
OG0011763	NM_112392.4.p1	XM_002285057.5.p1, XM_059735382.1.p1
OG0011764	NM_112575.4.p1	XM_010651223.3.p1
OG0011765	NM_112582.2.p1	XM_002272903.5.p1
OG0011766	NM_113035.3.p1	XM_002272609.4.p1
OG0011767	NM_113221.3.p1	XM_010651762.3.p1
OG0011768	NM_113465.4.p1	NM_001397920.1.p1
OG0011769	NM_113607.4.p1	XM_010665243.3.p1
OG0011770	NM_114546.4.p1	XM_002280392.5.p1
OG0011771	NM_116731.4.p1	XM_003635372.4.p1
OG0011772	NM_116732.3.p1	XM_059739127.1.p1
OG0011773	NM_117043.3.p1	XM_002265790.5.p1
OG0011774	NM_117130.2.p1	XM_002285624.4.p1
OG0011775	NM_117443.4.p1	XM_010651935.3.p1, XM_010651932.3.p1
OG0011776	NM_117600.6.p1	XM_002266847.4.p1
OG0011777	NM_117633.3.p1	NM_001281082.1.p1
OG0011778	NM_117681.3.p1	XM_002275616.4.p1
OG0011779	NM_117717.5.p1	XM_002278690.4.p1
OG0011780	NM_117732.7.p1	XM_002273732.5.p1
OG0011781	NM_117736.3.p1	XM_003635541.4.p1
OG0011782	NM_117846.3.p1	XM_002272021.5.p1
OG0011783	NM_117916.6.p1	XM_002272329.5.p1
OG0011784	NM_118386.1.p1	XM_010648242.3.p1
OG0011785	NM_118909.3.p1	XM_002274610.5.p1
OG0011786	NM_119444.4.p1	XM_010650191.3.p1
OG0011787	NM_119460.5.p1	XM_003631760.4.p1
OG0011788	NM_119502.4.p1	XM_002275277.5.p1, XM_010654622.3.p1
OG0011789	NM_119571.5.p1	XM_010649425.3.p1
OG0011790	NM_119601.4.p1	XM_002281050.5.p1
OG0011791	NM_119657.3.p1	XM_059738627.1.p1
OG0011792	NM_119915.4.p1	XM_002284186.5.p1
OG0011793	NM_120161.3.p1	XM_003635251.4.p1
OG0011794	NM_120209.2.p1	XM_010655026.3.p1
OG0011795	NM_120627.5.p1	XM_002273679.3.p1
OG0011796	NM_120648.6.p1	XM_002271203.4.p1, XM_010659969.3.p1
OG0011798	NM_125529.4.p1, NM_120855.2.p1	XM_010665039.3.p1, XR_009464630.1.p1
OG0011799	NM_120982.3.p1	XM_002268916.5.p1, XM_010658370.3.p1
OG0011800	NM_121342.4.p1	XM_002268181.4.p1
OG0011801	NM_121355.5.p1	XM_002281173.5.p1
OG0011802	NM_121376.4.p1	XM_019224307.2.p1, XM_002272408.4.p1
OG0011803	NM_121386.2.p1	XM_002283240.5.p1
OG0011804	NM_121680.1.p1	XM_002266168.4.p1
OG0011805	NM_121825.4.p1	XM_002281936.4.p1
OG0011807	NM_122230.4.p1	XM_002272247.4.p1
OG0011808	NM_122307.3.p1	XM_002273491.5.p1
OG0011809	NM_122416.4.p1	XM_002274201.5.p1
OG0011810	NM_122469.3.p1	XM_002281989.5.p1
OG0011811	NM_122975.3.p1	XM_002268688.5.p1
OG0011812	NM_123302.4.p1	XM_019224874.2.p1
OG0011814	NM_123554.3.p1	XM_002272571.4.p1
OG0011815	NM_123557.4.p1	XM_003631685.4.p1
OG0011816	NM_123687.3.p1	XM_019223997.2.p1
OG0011817	NM_123746.3.p1	XM_002283526.4.p1
OG0011818	NM_123906.5.p1	XM_002263007.5.p1
OG0011819	NM_123927.4.p1	XM_019224998.2.p1
OG0011820	NM_123976.3.p1	XM_010657158.3.p1
OG0011821	NM_124016.2.p1	XM_002272654.5.p1
OG0011822	NM_124028.3.p1	XM_002278415.5.p1
OG0011823	NM_124150.5.p1	XM_002270220.5.p1
OG0011824	NM_124412.3.p1	XM_002262665.5.p1
OG0011825	NM_124561.3.p1	XM_002263777.4.p1, XM_019226190.2.p1
OG0011826	NM_124674.4.p1	XM_002265138.4.p1
OG0011827	NM_124752.4.p1	NM_001281037.2.p1
OG0011829	NM_124818.4.p1	XM_059735656.1.p1, XR_009465328.1.p1
OG0011830	NM_124880.3.p1	XM_002279730.3.p1
OG0011832	NM_125175.2.p1	XM_002277483.5.p1
OG0011833	NM_125261.5.p1	XM_002274737.4.p1, XM_059741148.1.p1
OG0011834	NM_125315.5.p1	XM_002280598.4.p1, XR_785957.3.p1
OG0011835	NM_125607.4.p1	XM_002280386.4.p1
OG0011837	NM_125973.5.p1	XM_002263353.5.p1
OG0011838	NM_126895.4.p1	XM_002268957.5.p1
OG0011839	NM_127446.4.p1	XM_010662005.3.p1
OG0011840	NM_127667.4.p1	XM_059735771.1.p1
OG0011841	NM_128041.4.p1	XM_002283397.5.p1
OG0011842	NM_128055.3.p1	XM_002285541.4.p1
OG0011843	NM_128182.4.p1	XM_002282198.4.p1
OG0011844	NM_128318.4.p1	XM_002274625.4.p1
OG0011845	NM_128565.5.p1	XM_002278398.4.p1
OG0011846	NM_128757.4.p1	XM_002266629.5.p1
OG0011847	NM_128771.4.p1	XM_010651589.3.p1
OG0011848	NM_128819.4.p1	XM_002266712.4.p1
OG0011849	NM_128870.4.p1	XM_002274438.4.p1
OG0011850	NM_129016.4.p1	XM_003632985.4.p1
OG0011851	NM_129213.3.p1	XM_002283821.4.p1
OG0011852	NM_129220.3.p1	XM_059739202.1.p1
OG0011853	NM_129453.4.p1	XM_010654076.3.p1, XM_010654080.2.p1
OG0011854	NM_130257.5.p1	XM_002270237.4.p1
OG0011855	NM_148294.4.p1	XM_002285852.4.p1
OG0011857	NM_179017.3.p1	XM_002263604.4.p1
OG0011858	NM_179567.3.p1	XM_002263967.4.p1, XM_059734973.1.p1
OG0011859	NM_180011.2.p1	XM_002277458.4.p1
OG0011860	NM_180049.4.p1	XM_002283350.4.p1
OG0011861	NM_202702.3.p1	XM_002265865.3.p1, XM_019217721.1.p1, XM_002266640.4.p1
OG0011862	NM_203072.3.p1	XM_059736342.1.p1, XM_059736341.1.p1
OG0011863	NR_138785.1.p1	XM_003634810.4.p1
OG0011864	NR_139966.1.p1, NR_139967.1.p1	NM_001402609.1.p1
OG0011938	NM_001035857.2.p1, NM_100143.3.p1	XM_010656489.3.p1, XM_002282175.4.p1
OG0011939	NM_123327.2.p1, NM_001035933.2.p1	XM_002278389.4.p1
OG0011940	NM_001332257.1.p1, NM_001084079.2.p1	XM_002269414.4.p1
OG0011941	NM_114708.5.p1, NM_001084790.1.p1	XM_002279316.4.p1
OG0011942	NM_123213.4.p1, NM_001085213.1.p1	XM_002262798.4.p1
OG0011944	NM_001335178.1.p1, NM_001124784.2.p1	XM_002266061.5.p1
OG0011945	NM_119164.3.p1, NM_001124873.2.p1	XM_010658562.3.p1, XM_010658563.3.p1
OG0011946	NM_001125323.2.p1, NM_114749.3.p1	XM_002263304.5.p1
OG0011947	NM_001333706.1.p1, NM_001198309.1.p1	XM_010653084.3.p1
OG0011948	NM_001198316.2.p1, NM_105700.3.p1	XM_059735295.1.p1
OG0011949	NM_001202718.1.p1	XM_002278735.4.p1
OG0011950	NM_115288.8.p1, NM_001203156.1.p1	XM_002275249.5.p1
OG0011951	NM_001203475.1.p1	XM_059742640.1.p1, XM_059742641.1.p1
OG0011952	NM_001203579.1.p1, NM_124465.6.p1	XM_002284330.4.p1
OG0011953	NM_001203902.1.p1	XM_002271865.4.p1
OG0011957	NM_105230.5.p1, NM_001334215.1.p1	XM_003635059.4.p1
OG0011958	NM_001334723.1.p1, NM_106282.5.p1, NM_001334722.1.p1	XM_002274591.4.p1
OG0011959	NM_127614.2.p1, NM_001335693.1.p1	XM_019219278.1.p1, XM_002282092.4.p1
OG0011960	NM_001336724.1.p1	XM_010660754.3.p1
OG0011962	NM_111807.3.p1, NM_001337840.1.p1	XM_010655241.3.p1
OG0011963	NM_113024.3.p1, NM_001338522.1.p1	XM_002276246.4.p1
OG0011964	NM_001338967.1.p1	XM_010662725.3.p1
OG0011965	NM_001339044.1.p1	XM_010662261.3.p1, XM_010662262.3.p1
OG0011966	NM_001339722.1.p1	XM_002277922.5.p1
OG0011967	NM_001340340.1.p1	XM_002279767.5.p1
OG0011968	NM_001340350.1.p1	XM_002271223.5.p1
OG0011971	NM_111222.2.p1, NM_001343516.1.p1	XM_002266787.5.p1
OG0011972	NM_001343632.1.p1, NM_122004.2.p1	XM_002281663.5.p1
OG0011974	NM_001344814.1.p1, NM_124288.3.p1	XM_019219744.2.p1
OG0011975	NM_001345765.1.p1	XM_002265558.4.p1
OG0011976	NM_100150.3.p1	XM_002269516.5.p1
OG0011977	NM_100168.3.p1	XM_002265330.4.p1
OG0011978	NM_100236.2.p1	XM_002272783.4.p1
OG0011979	NM_100920.4.p1	XM_002271054.4.p1
OG0011980	NM_101301.5.p1	XM_002276971.5.p1
OG0011981	NM_101494.2.p1	XM_002263171.5.p1
OG0011982	NM_102141.3.p1	XM_010659755.3.p1
OG0011983	NM_102517.5.p1	XM_002285545.5.p1
OG0011984	NM_102563.4.p1	XM_002273459.4.p1
OG0011985	NM_102927.3.p1	XM_002275748.4.p1
OG0011986	NM_102949.4.p1	XM_002276616.5.p1, XM_059734571.1.p1
OG0011987	NM_102955.4.p1	XM_002278353.5.p1
OG0011988	NM_103061.3.p1	XM_002263698.4.p1
OG0011989	NM_103101.4.p1	XM_002278158.4.p1
OG0011990	NM_103321.4.p1	XM_002285781.4.p1
OG0011992	NM_104136.3.p1	XM_010656475.3.p1
OG0011993	NM_104664.2.p1	XM_002269065.4.p1
OG0011994	NM_104740.3.p1	XM_059736537.1.p1
OG0011995	NM_104972.3.p1	XM_010657675.3.p1
OG0011996	NM_105289.3.p1, NM_123113.3.p1	XM_002263584.5.p1
OG0011997	NM_105314.5.p1	XM_002274352.4.p1
OG0011998	NM_105475.4.p1	XM_010653148.3.p1
OG0011999	NM_105659.3.p1	XM_002268929.5.p1
OG0012000	NM_105815.4.p1	XM_002275861.4.p1
OG0012002	NM_106289.4.p1	XM_002274200.4.p1
OG0012003	NM_106325.2.p1	XM_010666841.3.p1
OG0012004	NM_106657.3.p1	XM_002265291.4.p1
OG0012005	NM_111046.4.p1	XM_002263413.5.p1
OG0012006	NM_111050.2.p1, NM_111049.3.p1	XM_019225273.2.p1, XM_019225272.2.p1
OG0012007	NM_111726.5.p1	XM_010654993.3.p1, XM_002265814.5.p1
OG0012008	NM_111837.3.p1	XM_002283649.4.p1
OG0012009	NM_112162.3.p1	XM_002267475.5.p1
OG0012010	NM_112229.3.p1	XM_010656239.3.p1
OG0012011	NM_112248.4.p1	XM_002278192.5.p1
OG0012012	NM_112727.2.p1	XM_003631297.4.p1
OG0012013	NM_112733.3.p1	XM_002275291.5.p1
OG0012014	NM_112791.6.p1	XM_059735891.1.p1
OG0012015	NM_112853.5.p1	XM_002265251.4.p1
OG0012016	NM_113042.4.p1	XM_059734792.1.p1
OG0012017	NM_113049.4.p1	XM_002266290.5.p1
OG0012018	NR_141615.1.p1, NM_113340.1.p1	XM_002281464.4.p1
OG0012019	NM_113437.3.p1	XM_002263648.5.p1
OG0012020	NM_114133.2.p1	XM_002273376.5.p1
OG0012021	NM_114357.6.p1	XM_002274174.5.p1, XM_059737632.1.p1
OG0012022	NM_114629.4.p1	XM_002275908.4.p1
OG0012023	NM_114933.2.p1, NM_114932.1.p1, NM_126069.3.p1	XM_002268448.4.p1
OG0012024	NM_122715.5.p1, NM_122723.4.p1, NM_116043.2.p1	XR_009467770.1.p1, XR_009467772.1.p1
OG0012025	NM_116253.3.p1	XM_002278410.5.p1
OG0012026	NM_116396.4.p1	XM_059737943.1.p1
OG0012027	NM_116403.5.p1	XM_010654032.3.p1
OG0012028	NM_116549.3.p1	XM_010653776.3.p1, XM_002270131.5.p1
OG0012029	NM_117499.5.p1	XM_059736838.1.p1, XM_019220243.2.p1, XM_002281009.5.p1
OG0012031	NM_117675.3.p1	XM_019220451.2.p1, XM_003631925.4.p1
OG0012032	NM_117738.3.p1	XM_002282548.5.p1
OG0012033	NM_117990.3.p1, NM_202840.2.p1	XM_002270078.5.p1
OG0012034	NM_117991.3.p1	XM_010657240.3.p1
OG0012035	NM_118081.4.p1	XM_010651042.3.p1
OG0012036	NM_118541.4.p1	XM_059742706.1.p1
OG0012037	NM_118659.2.p1	XM_002263614.4.p1
OG0012038	NM_118917.3.p1	XM_002271994.4.p1
OG0012040	NM_118960.3.p1	XM_002272781.4.p1
OG0012041	NM_118987.8.p1	XM_002276949.4.p1
OG0012045	NM_122442.2.p1, NM_119382.3.p1	XM_010650369.3.p1
OG0012046	NM_119751.3.p1	XM_002270954.5.p1
OG0012047	NM_120385.4.p1	XM_002279688.4.p1
OG0012048	NM_120595.3.p1	XM_010655332.3.p1
OG0012049	NM_120663.3.p1	XM_010658567.3.p1
OG0012050	NM_121034.2.p1	XM_002279971.4.p1
OG0012051	NM_121130.3.p1	XM_002283773.3.p1
OG0012052	NM_121289.4.p1	XM_002282773.5.p1
OG0012053	NM_121371.3.p1	XM_002279226.4.p1
OG0012054	NM_121418.3.p1	XM_002270518.4.p1
OG0012055	NM_122235.2.p1	XM_002267613.4.p1
OG0012057	NM_122713.3.p1	XM_002272753.5.p1
OG0012058	NM_123346.5.p1, NM_203134.2.p1	XM_002278063.5.p1
OG0012059	NM_123460.5.p1	XM_002270234.5.p1
OG0012060	NM_123604.3.p1	XM_002277508.5.p1
OG0012061	NM_123685.4.p1	XM_019216196.2.p1, XM_002285283.5.p1
OG0012062	NM_124055.4.p1	XM_002277553.5.p1
OG0012063	NM_124554.3.p1	XM_002270922.4.p1
OG0012064	NM_124659.2.p1	XM_002275781.5.p1
OG0012065	NM_125398.2.p1	XM_002281705.4.p1, XM_010652786.3.p1
OG0012066	NM_125724.3.p1	XM_002262636.4.p1
OG0012067	NM_125838.3.p1	XM_010649744.3.p1
OG0012068	NM_125992.6.p1	XM_002265665.5.p1
OG0012069	NM_126085.4.p1	XM_003635484.4.p1
OG0012070	NM_126297.5.p1	XM_002269346.5.p1
OG0012071	NM_126350.3.p1	XM_002269658.4.p1
OG0012072	NM_126771.6.p1	XM_059740808.1.p1
OG0012073	NM_126934.4.p1	XM_003632204.4.p1
OG0012074	NM_126937.2.p1	XM_059737755.1.p1
OG0012075	NM_127197.5.p1	XM_002274498.4.p1
OG0012077	NM_127844.2.p1	XM_010649187.3.p1
OG0012078	NM_128244.4.p1	XM_002276127.5.p1
OG0012079	NM_128544.4.p1	XM_010664935.3.p1
OG0012080	NM_128564.2.p1	XM_002278584.4.p1
OG0012081	NM_128840.3.p1	XM_002266583.4.p1
OG0012082	NM_128900.3.p1	XM_010651833.3.p1
OG0012083	NM_128957.4.p1	XM_002272845.4.p1
OG0012084	NM_129244.4.p1	XM_002266330.5.p1
OG0012085	NM_129289.5.p1	XM_002274004.5.p1
OG0012086	NM_129383.3.p1	XM_002263787.4.p1
OG0012087	NM_147854.3.p1	XR_786309.3.p1, XM_002273856.5.p1
OG0012088	NM_178989.3.p1	XM_010659723.3.p1
OG0012089	NM_179834.2.p1	XM_010654056.3.p1
OG0012090	NR_140661.1.p1	XM_002282456.5.p1
OG0012220	NM_001340163.1.p1, NM_001084861.2.p1, NM_116127.4.p1, NM_001340162.1.p1	XM_010653927.2.p1
OG0012221	NM_001124012.1.p1, NM_104245.4.p1	XM_002285611.5.p1
OG0012224	NM_001160726.2.p1	XM_010663196.2.p1
OG0012225	NM_001161212.1.p1	XM_002273385.5.p1
OG0012226	NM_001198147.2.p1	XM_010654789.3.p1
OG0012228	NM_113460.3.p1, NM_001203044.2.p1	XM_010649835.3.p1
OG0012229	NM_001203563.2.p1	XM_010662763.3.p1, XM_010662762.3.p1
OG0012230	NM_125507.2.p1, NM_001203655.2.p1	XM_002284093.4.p1
OG0012232	NM_001332349.1.p1	XM_059734196.1.p1, XM_019226492.2.p1, XM_059734193.1.p1, XM_010665225.3.p1
