Orthogroup	Arabidopsis_thaliana_rna_prot	Solanum_lycopersicum_rna_prot
OG0007510	NM_001341432.1.p1, NM_001203851.2.p1, NM_001341434.1.p1, NM_001341430.1.p1, NM_001341426.1.p1, NM_001341429.1.p1, NM_001341433.1.p1	XM_004228988.4.p1
OG0007511	NM_127582.3.p1, NM_001203935.1.p1	XM_004247065.4.p1
OG0007512	NM_001331467.1.p1, NM_100301.5.p1	XM_004247553.4.p1
OG0007513	NM_100638.5.p1, NM_001331714.1.p1	XM_004243193.3.p1
OG0007514	NM_101071.3.p1, NM_001332016.1.p1, NM_104913.4.p1	NM_001346438.1.p1
OG0007515	NM_102078.3.p1, NM_001332545.1.p1, NM_102076.4.p1	XM_004238479.3.p1, XM_026030806.1.p1
OG0007516	NM_001332655.1.p1, NM_001332660.1.p1	XM_004239212.4.p1
OG0007517	NM_001332789.1.p1, NM_001332790.1.p1, NM_102555.3.p1	XM_004239149.4.p1
OG0007518	NM_001333039.1.p1	XM_010328653.3.p1
OG0007519	NM_103742.3.p1, NM_001333337.1.p1	XM_004238158.4.p1
OG0007520	NM_001333414.1.p1, NM_001333411.1.p1, NM_103886.4.p1, NM_001333412.1.p1, NM_001333410.1.p1, NM_001333407.1.p1, NM_001333408.1.p1	XM_010316875.3.p1
OG0007521	NM_001333610.1.p1	XM_004235472.4.p1
OG0007522	NM_001333678.1.p1, NM_111399.5.p1	XM_004230134.4.p1
OG0007523	NM_105201.5.p1, NM_001334200.1.p1	XM_004250351.4.p1, XM_010314542.3.p1
OG0007524	NM_105648.4.p1, NM_001334427.1.p1	XM_004228342.4.p1
OG0007525	NM_001334525.1.p1, NM_001334524.1.p1	XM_019211611.2.p1
OG0007526	NM_001334829.1.p1, NM_106500.3.p1	XM_004244258.4.p1, XM_010326107.3.p1, XM_026032126.1.p1
OG0007527	NM_001334921.1.p1, NM_001334923.1.p1, NM_106628.3.p1	XM_010323030.2.p1
OG0007528	NM_126365.4.p1, NM_001335167.1.p1, NM_001335168.1.p1	XM_010325677.3.p1
OG0007529	NM_001335198.1.p1, NM_126415.6.p1	XM_004238996.4.p1
OG0007530	NM_001335249.1.p1, NM_001335252.1.p1	XM_004240121.4.p1
OG0007531	NM_001335532.1.p1	XM_004248593.4.p1
OG0007532	NM_119702.5.p1, NM_127289.4.p1, NM_127287.5.p1, NM_001335546.1.p1	XM_004248959.4.p1
OG0007533	NM_001335620.1.p1, NM_127465.4.p1	NM_001346572.1.p1
OG0007534	NM_001335744.1.p1, NM_201776.3.p1	XM_026028150.1.p1, XM_026028151.1.p1, XM_004250672.4.p1
OG0007535	NM_001335869.1.p1, NM_001335868.1.p1	XM_010324920.3.p1, XM_010324919.3.p1
OG0007536	NM_128103.3.p1, NM_001335997.1.p1	XM_004244971.4.p1
OG0007537	NM_114454.3.p1, NM_001336181.1.p1	XM_010315235.3.p1, XM_010324083.3.p1
OG0007538	NM_001337997.1.p1, NM_001336786.1.p1, NM_001336789.1.p1, NM_001336787.1.p1	XM_026031407.1.p1
OG0007539	NM_180064.3.p1, NM_001337024.1.p1	XM_004247938.4.p1
OG0007540	NM_001337047.1.p1, NM_129918.3.p1	XM_004236605.4.p1
OG0007541	NM_111022.3.p1, NM_001337347.1.p1, NM_121458.4.p1	XM_004232272.4.p1, XM_004252164.4.p1
OG0007543	NM_001343466.1.p1, NM_121685.5.p1, NM_001337451.1.p1	XM_004228436.4.p1, XM_010315177.3.p1, XM_004251196.4.p1
OG0007544	NM_111398.3.p1, NM_001337572.1.p1	XM_004230132.4.p1
OG0007545	NM_001337781.1.p1, NM_001337779.1.p1, NM_001337776.1.p1, NM_001337778.1.p1, NM_001337782.1.p1, NM_001337780.1.p1	XM_004249507.4.p1
OG0007546	NM_001337867.1.p1, NM_001342753.1.p1, NM_120495.3.p1	XM_004251968.4.p1
OG0007547	NM_001338004.1.p1, NM_001338003.1.p1, NM_112099.3.p1, NM_001338005.1.p1	XM_004229568.4.p1
OG0007548	NM_001338150.1.p1, NM_112377.2.p1	XM_004244205.4.p1
OG0007549	NM_001338210.1.p1	XM_010315987.3.p1
OG0007550	NM_001338393.1.p1, NM_112823.4.p1	XM_010315141.2.p1
OG0007551	NM_001338395.1.p1, NM_112831.5.p1	XM_026028364.1.p1
OG0007552	NM_001338695.1.p1	XM_004251561.4.p1
OG0007554	NM_001338858.1.p1	XR_739490.3.p1, XR_739491.3.p1
OG0007555	NM_001339016.1.p1, NM_113853.4.p1	XM_010319218.2.p1
OG0007556	NM_001339038.1.p1, NM_113902.4.p1	XM_004232105.4.p1
OG0007557	NM_001339288.1.p1	NM_001246941.2.p1
OG0007558	NM_114766.1.p1, NM_001339397.1.p1	XM_004234413.4.p1
OG0007559	NM_115042.3.p1, NM_001339534.1.p1	XM_010329422.3.p1
OG0007560	NM_001339792.1.p1, NM_129629.3.p1	XM_004240797.4.p1
OG0007561	NM_001340266.1.p1, NM_116299.3.p1	XM_004229786.4.p1
OG0007562	NM_001340355.1.p1, NM_001340356.1.p1, NM_001340357.1.p1, NM_116433.3.p1	NM_001247831.2.p1
OG0007563	NM_001340515.1.p1, NM_116726.4.p1, NM_001340516.1.p1	XM_004248351.3.p1
OG0007564	NM_001340686.1.p1, NM_117148.5.p1	XM_010317985.3.p1, XM_004228652.4.p1, XM_004228653.4.p1
OG0007565	NM_001340694.1.p1	XM_010316206.3.p1
OG0007566	NM_001340847.1.p1, NM_001340849.1.p1, NM_117406.3.p1, NM_001340848.1.p1	XM_004247723.3.p1
OG0007567	NM_001341335.1.p1, NM_118059.3.p1	XM_004245972.4.p1
OG0007568	NM_116718.3.p1, NM_116722.4.p1, NM_001341518.1.p1, NM_118306.7.p1	XM_004230604.4.p1, XM_004248739.4.p1
OG0007569	NM_001341901.1.p1, NM_001341902.1.p1, NM_118940.5.p1	XM_004250442.4.p1
OG0007571	NM_119434.4.p1, NM_001342177.1.p1	XM_019215023.2.p1, NM_001279347.2.p1
OG0007572	NM_001342303.1.p1, NM_001342304.1.p1, NM_001342306.1.p1, NM_119650.4.p1, NM_001342305.1.p1, NM_120040.4.p1	XM_004230874.4.p1
OG0007573	NM_120460.5.p1, NM_001342733.1.p1, NM_179935.2.p1	XM_004246854.4.p1
OG0007574	NM_120526.5.p1, NM_001342773.1.p1	XM_010323036.3.p1, XM_026031272.1.p1
OG0007575	NM_001342887.1.p1, NM_120742.3.p1	XM_004229083.4.p1, XM_010321228.3.p1
OG0007576	NM_120900.6.p1, NM_001342991.1.p1, NM_001342988.1.p1, NM_001342989.1.p1	XM_026028578.1.p1, XM_019211625.2.p1
OG0007577	NM_001343090.1.p1, NM_121053.5.p1	XM_004237368.4.p1, XM_010321448.3.p1
OG0007578	NM_121118.5.p1, NM_001343138.1.p1, NM_122415.2.p1	XM_019212798.2.p1
OG0007579	NM_001343192.1.p1	XM_004245184.4.p1
OG0007580	NM_001343232.1.p1, NM_001343234.1.p1	XM_004228431.4.p1
OG0007581	NM_001343275.1.p1, NM_001343276.1.p1, NM_001343274.1.p1, NM_121351.5.p1	XM_010326812.3.p1
OG0007582	NM_111025.4.p1, NM_180162.1.p1, NM_001343341.1.p1, NM_121454.3.p1	XM_004233271.4.p1, XM_004233272.3.p1
OG0007583	NM_001343457.1.p1, NM_203062.2.p1, NM_121667.4.p1	XM_019211004.2.p1
OG0007584	NM_122441.2.p1, NM_001343917.1.p1	XM_010323641.2.p1
OG0007585	NM_001343985.1.p1	XM_004229561.4.p1, XM_010326035.3.p1
OG0007586	NM_001344000.1.p1, NM_001343999.1.p1, NM_001344001.1.p1, NM_001344002.1.p1	XM_010319977.3.p1
OG0007587	NM_001344105.1.p1, NM_122937.3.p1	XM_004243681.3.p1
OG0007588	NM_123392.2.p1, NM_001344319.1.p1	XM_010317573.3.p1, NM_001247040.2.p1
OG0007589	NM_001344668.1.p1, NM_001344670.1.p1, NM_001344669.1.p1, NM_123997.3.p1	XM_004233058.4.p1, XM_010318619.3.p1
OG0007590	NM_124080.3.p1, NM_001344707.1.p1	XM_010324579.3.p1
OG0007591	NM_001344963.1.p1	NM_001246964.2.p1, XM_010319082.1.p1, NM_001247277.2.p1
OG0007592	NM_125715.5.p1, NM_001345582.1.p1	XM_010324226.3.p1, XM_010324225.3.p1, XM_010324222.3.p1, XM_010324223.3.p1, XM_010324224.3.p1
OG0007593	NM_099991.4.p1	XM_004251666.4.p1, XM_004251665.4.p1
OG0007594	NM_100192.2.p1	XM_026030564.1.p1, XM_026030562.1.p1
OG0007595	NM_100248.5.p1, NM_202024.2.p1	XM_004243302.4.p1, XM_026032086.1.p1
OG0007596	NM_100304.5.p1, NM_123738.3.p1	XM_004247592.4.p1
OG0007597	NM_100335.4.p1	XM_004239851.3.p1, XM_004247732.4.p1
OG0007598	NM_100368.3.p1	XM_004252948.4.p1
OG0007599	NM_100485.3.p1	XM_004240941.4.p1
OG0007601	NM_100610.4.p1, NM_128511.2.p1	XM_010320833.3.p1, NM_001320620.1.p1
OG0007602	NM_100632.3.p1	XM_004241475.4.p1, XM_019214384.2.p1
OG0007603	NM_100714.3.p1, NM_128278.3.p1	XM_010315185.3.p1
OG0007604	NM_100772.5.p1	XM_004230152.4.p1
OG0007605	NM_100960.3.p1	XM_004252924.4.p1, XM_004247946.3.p1
OG0007607	NM_101016.4.p1	XM_004232713.3.p1
OG0007608	NM_104869.3.p1, NM_101036.3.p1	XM_004248354.4.p1
OG0007609	NM_101343.2.p1	XM_004239230.4.p1
OG0007610	NM_101351.2.p1, NM_202101.1.p1, NM_202102.3.p1	XM_004228692.4.p1, XM_019213529.2.p1, XM_004228694.4.p1, XM_010318150.2.p1, XM_004228693.4.p1
OG0007611	NM_101501.3.p1, NM_106595.4.p1	XM_004249168.4.p1
OG0007612	NM_101524.3.p1, NM_127183.3.p1	XM_004231333.4.p1
OG0007613	NM_101647.5.p1	XM_010324214.3.p1, XM_004234265.4.p1
OG0007615	NM_101718.5.p1	XM_019211615.2.p1, XM_004252203.3.p1
OG0007616	NM_101825.3.p1	XM_004232042.4.p1
OG0007617	NM_105702.4.p1, NM_102227.4.p1	XM_004238622.4.p1
OG0007618	NM_102512.3.p1	XM_004240017.4.p1
OG0007619	NM_102639.3.p1	XM_004228997.4.p1, XR_740965.3.p1
OG0007620	NM_102708.3.p1	XM_004234024.3.p1, XM_004232964.3.p1
OG0007620	NM_123936.4.p1, NM_118009.3.p1	XM_019212275.2.p1, XM_004232948.3.p1
OG0007621	NM_102857.2.p1	XR_002026835.2.p1, XR_740120.3.p1
OG0007622	NM_102911.3.p1	XM_010326193.3.p1, XM_004245962.4.p1
OG0007623	NM_102913.3.p1	XM_010327320.3.p1
OG0007624	NM_102940.6.p1	XM_004245887.3.p1
OG0007625	NM_103003.3.p1, NM_129073.3.p1	XM_010326164.3.p1, XM_004245852.3.p1
OG0007626	NM_123673.3.p1, NM_122676.2.p1, NM_103613.3.p1	NM_001247264.2.p1
OG0007627	NM_103713.3.p1	XM_004240952.3.p1
OG0007628	NM_103822.3.p1	XM_004230915.4.p1, XM_004230870.4.p1
OG0007629	NM_103872.4.p1	NM_001321456.1.p1
OG0007630	NM_104036.3.p1	XM_010316215.2.p1, XR_003244499.1.p1, XM_004252571.4.p1
OG0007631	NM_104263.5.p1	XM_004235481.4.p1, XM_019213197.2.p1
OG0007632	NM_104509.4.p1, NM_104508.2.p1	XM_004247605.4.p1
OG0007633	NM_104977.3.p1	NM_001311183.1.p1
OG0007634	NM_105065.3.p1	NM_001247626.2.p1
OG0007635	NM_105113.4.p1	XM_004244583.4.p1, XM_004245472.4.p1
OG0007636	NM_105323.3.p1	XM_010317769.3.p1, XM_010317768.3.p1
OG0007637	NM_105422.4.p1	XM_010322689.3.p1, XM_026031121.1.p1
OG0007638	NM_105437.5.p1	NM_001346433.1.p1, XM_010327480.3.p1
OG0007639	NM_105480.3.p1	XM_019213257.2.p1
OG0007640	NM_105538.3.p1	XM_004235778.4.p1
OG0007641	NM_105589.4.p1, NM_179534.2.p1	XM_004238989.4.p1
OG0007642	NM_105794.4.p1	XM_004250771.4.p1
OG0007643	NM_105803.5.p1	NM_001324426.1.p1
OG0007644	NM_105898.7.p1	XM_004241800.4.p1
OG0007645	NM_106155.4.p1	XM_004238165.4.p1
OG0007646	NM_106158.5.p1	XM_004228851.4.p1
OG0007647	NM_106352.2.p1	XM_026030809.1.p1, XM_026030807.1.p1, XM_019213628.2.p1, XM_004237864.4.p1, XM_019213629.2.p1
OG0007648	NM_106693.4.p1	XM_004252436.2.p1, XM_004236398.4.p1
OG0007649	NM_106699.2.p1	XM_010320421.3.p1
OG0007650	NM_106708.4.p1	NM_001329230.1.p1
OG0007651	NM_111048.4.p1	NM_001348377.1.p1, XM_004231743.4.p1
OG0007652	NM_111075.3.p1	XM_004239017.4.p1, XR_002026952.2.p1
OG0007653	NM_111231.4.p1	XR_003247482.1.p1, XM_010325128.3.p1, NM_001329644.1.p1
OG0007654	NM_121911.3.p1, NM_111490.4.p1	XM_004229395.2.p1, XM_004229394.3.p1
OG0007655	NM_111578.2.p1	XM_010314800.3.p1, XM_004250718.4.p1
OG0007656	NM_111842.6.p1	XM_004246476.4.p1
OG0007657	NM_111849.4.p1	NM_001320376.1.p1
OG0007658	NM_111889.4.p1	XM_004238798.3.p1
OG0007659	NM_112057.3.p1	XM_010321986.3.p1, XM_004238014.4.p1
OG0007660	NM_121358.3.p1, NM_112087.3.p1	NM_001287793.1.p1
OG0007661	NM_112088.3.p1	XM_004239746.4.p1
OG0007662	NM_112116.4.p1	XM_004243922.4.p1
OG0007663	NM_112189.3.p1	XM_010316373.3.p1
OG0007664	NM_112200.3.p1	XM_004228884.4.p1
OG0007665	NM_112282.3.p1	XM_004235489.4.p1
OG0007666	NM_112378.3.p1	XM_004244204.3.p1
OG0007667	NM_112406.5.p1	XM_004244174.4.p1
OG0007668	NM_112409.4.p1	XM_019216120.2.p1, XM_004248224.2.p1
OG0007669	NM_112508.5.p1	XM_004235585.4.p1, XM_004235584.4.p1
OG0007671	NM_119587.4.p1, NM_112832.4.p1	XM_004230686.4.p1
OG0007672	NM_112871.4.p1	XM_004231479.4.p1
OG0007673	NM_112985.5.p1	XM_019211233.2.p1, XM_004249932.4.p1
OG0007674	NM_113056.3.p1	XM_004248317.4.p1
OG0007675	NM_113062.3.p1	XM_004251487.4.p1, NM_001310216.1.p1
OG0007676	NM_113123.2.p1	XM_004251510.4.p1
OG0007677	NM_113165.4.p1	XM_004228637.4.p1, XM_004228635.4.p1
OG0007678	NM_113217.3.p1	XM_004247655.4.p1
OG0007679	NM_113314.4.p1	XM_004229619.4.p1
OG0007680	NM_113625.4.p1	XM_004233949.4.p1, XM_010319085.3.p1, XM_010319083.3.p1
OG0007681	NM_113645.3.p1	XM_004231757.4.p1
OG0007682	NM_125429.4.p1, NM_114400.4.p1	NM_001309384.1.p1, XM_004243659.4.p1
OG0007683	NM_114573.3.p1, NM_125277.4.p1	XM_004240345.4.p1
OG0007685	NM_114681.4.p1	XM_004252148.3.p1
OG0007686	NM_114825.3.p1	XM_010317743.3.p1, XM_004233569.4.p1, XM_010317744.2.p1
OG0007688	NM_114983.3.p1	NM_001329483.1.p1
OG0007689	NM_115010.3.p1	XR_003245244.1.p1, XM_010318754.1.p1
OG0007690	NM_115171.3.p1	XM_004249541.4.p1, XM_004238414.3.p1
OG0007691	NM_180360.2.p1, NM_115204.3.p1	XM_004229237.4.p1
OG0007692	NM_115228.3.p1, NM_129307.5.p1	XM_010313979.3.p1
OG0007693	NM_129437.2.p1, NM_115314.1.p1	XM_004229110.4.p1
OG0007694	NM_115708.4.p1	NM_001347688.1.p1
OG0007695	NM_119000.3.p1, NM_115759.4.p1	XM_004230423.4.p1
OG0007696	NM_116089.3.p1	XM_004229114.4.p1
OG0007697	NM_116184.4.p1	XM_004247122.3.p1
OG0007698	NM_118503.4.p1	XM_004246056.3.p1
OG0007698	NM_116344.3.p1	XM_010328490.3.p1
OG0007699	NM_116729.4.p1	XM_004230480.4.p1
OG0007700	NM_117337.2.p1	XM_004243556.4.p1
OG0007701	NM_117510.5.p1	XM_004233996.4.p1, XM_004247883.4.p1
OG0007702	NM_117902.2.p1, NM_124035.2.p1	XM_004246136.4.p1
OG0007703	NM_117907.4.p1	XM_004242227.4.p1, XM_004244653.4.p1
OG0007704	NM_118536.4.p1	XM_026032470.1.p1
OG0007705	NM_118869.4.p1, NM_124804.3.p1	XM_004244136.4.p1
OG0007706	NM_119017.5.p1	XM_010324768.2.p1
OG0007707	NM_119070.4.p1, NM_119071.4.p1	XM_004245111.4.p1
OG0007708	NM_119117.2.p1	XM_004239244.4.p1, XM_004243710.4.p1
OG0007710	NM_119966.5.p1	XM_010314350.3.p1, XM_004250475.4.p1
OG0007711	NM_119983.3.p1	NM_001309884.1.p1
OG0007712	NM_120058.5.p1	XM_010317027.3.p1, XM_004230912.4.p1, XM_010317028.3.p1
OG0007713	NM_120135.5.p1	XM_026030748.1.p1, XM_010321442.2.p1
OG0007714	NM_120277.3.p1	XM_004248972.4.p1
OG0007715	NM_120303.5.p1	XM_019215678.2.p1, XM_019215680.2.p1
OG0007716	NM_120632.2.p1	XM_004240864.4.p1, XM_004240181.4.p1
OG0007717	NM_120656.3.p1, NM_203007.3.p1	XM_010323653.3.p1, XM_019214458.2.p1, XM_010323652.3.p1
OG0007718	NM_125539.2.p1, NM_120848.2.p1	XM_004239963.4.p1
OG0007719	NM_121002.3.p1	XM_004248736.4.p1, XM_004230608.4.p1
OG0007720	NM_121023.4.p1	XM_026032258.1.p1, XM_026032259.1.p1, XM_026032257.1.p1, XR_003247625.1.p1, XM_004229996.4.p1
OG0007721	NM_121094.3.p1	XM_004231924.4.p1
OG0007722	NM_121323.4.p1	XM_004245730.4.p1, XM_004228392.4.p1
OG0007723	NM_121668.4.p1	XM_004250365.4.p1
OG0007724	NM_122002.3.p1, NM_180523.3.p1	XM_004251532.4.p1, XM_026028650.1.p1
OG0007725	NM_122114.3.p1	XM_010315187.3.p1, XM_010315189.3.p1, XM_010315188.3.p1, XM_004251183.4.p1
OG0007726	NM_122184.4.p1, NM_180726.2.p1	XM_004241252.4.p1, XM_010315018.3.p1
OG0007727	NM_122461.2.p1	XM_004244991.4.p1
OG0007728	NM_122610.3.p1	NM_001279308.2.p1
OG0007729	NM_122934.5.p1	XM_026031868.1.p1, XM_004242709.4.p1
OG0007730	NM_123094.2.p1, NM_180769.3.p1, NM_128057.3.p1	XM_019215355.2.p1
OG0007731	NM_123303.4.p1	XM_004232141.4.p1, XM_010317930.3.p1
OG0007732	NM_123403.4.p1	XM_004232271.4.p1
OG0007733	NM_123872.3.p1	XM_004233185.4.p1
OG0007734	NM_123900.3.p1	XM_004245974.4.p1, XM_004253145.3.p1
OG0007735	NM_123937.3.p1, NR_139806.1.p1	XM_004233020.4.p1
OG0007736	NM_123975.4.p1	XM_004248072.4.p1, XM_004232876.4.p1
OG0007737	NM_123987.4.p1	NM_001347141.1.p1, XM_010326616.3.p1, XM_004244921.4.p1
OG0007738	NM_124040.5.p1	XM_004245853.4.p1
OG0007739	NM_124152.3.p1	XM_004236592.4.p1
OG0007740	NM_124530.4.p1	XM_004249910.4.p1, XM_010314220.3.p1
OG0007741	NM_124555.3.p1	XM_010319160.3.p1, XM_026030363.1.p1, XM_026030364.1.p1, XM_010319158.3.p1, XM_010319156.3.p1
OG0007742	NM_124712.3.p1	XM_004234142.4.p1
OG0007743	NM_124834.5.p1	XM_010326036.3.p1
OG0007744	NM_125041.3.p1	XM_019212593.2.p1, NM_001247662.1.p1
OG0007745	NM_125192.4.p1	NM_001247586.1.p1, NM_001247903.1.p1
OG0007746	NM_125198.5.p1	XM_019214859.2.p1
OG0007747	NM_125412.4.p1	XM_004238611.4.p1
OG0007748	NM_125592.2.p1	XM_026030176.1.p1
OG0007749	NM_125688.3.p1	XM_004236483.4.p1, XM_004241493.4.p1
OG0007750	NM_125702.4.p1	XM_019212578.2.p1, NM_001247238.2.p1, XM_019212577.2.p1
OG0007751	NM_125891.3.p1	XM_004247417.3.p1
OG0007752	NM_126066.4.p1	NM_001329468.1.p1
OG0007753	NM_126091.4.p1	XM_004232010.4.p1, XM_004233381.4.p1
OG0007754	NM_126113.4.p1	XM_010317663.3.p1
OG0007755	NM_126223.3.p1	XM_004228686.4.p1
OG0007756	NM_126401.5.p1	XM_004239007.2.p1
OG0007757	NM_126485.4.p1	XM_010325547.3.p1, XM_004243454.4.p1
OG0007758	NM_126604.4.p1	XM_004252021.4.p1
OG0007759	NM_126930.3.p1	XM_010322473.3.p1
OG0007760	NM_127266.4.p1	XM_004231039.3.p1
OG0007762	NM_127587.3.p1	XM_004246656.3.p1
OG0007763	NM_127819.6.p1	XM_004250095.4.p1
OG0007764	NM_128083.4.p1, NM_147914.4.p1	XM_004244891.3.p1
OG0007765	NM_128495.4.p1	XM_004241161.4.p1
OG0007766	NM_128710.7.p1	XM_026032868.1.p1, XM_019215664.2.p1
OG0007767	NM_128864.4.p1	XM_004235939.4.p1
OG0007768	NM_179886.1.p1, NM_128933.4.p1	XM_004237928.4.p1
OG0007769	NM_129084.3.p1	XM_004245834.4.p1
OG0007770	NM_129356.3.p1	XM_004251518.4.p1
OG0007771	NM_129430.4.p1	XM_026032256.1.p1
OG0007772	NM_129635.5.p1	XM_010323816.3.p1, XM_010323155.3.p1
OG0007773	NM_129663.3.p1	XM_026033126.1.p1, XM_019216170.2.p1, XM_004249047.4.p1
OG0007774	NM_129746.3.p1	XM_010320888.3.p1, XM_004249154.3.p1
OG0007775	NM_129801.4.p1	XM_010328786.3.p1
OG0007776	NM_129836.3.p1	NM_001330699.1.p1
OG0007777	NM_130379.2.p1	XM_004247095.3.p1
OG0007778	NM_148397.2.p1	XM_004230744.4.p1
OG0007779	NM_178957.2.p1	XR_002028001.2.p1, XR_003247099.1.p1, XM_004240497.4.p1
OG0007780	NM_179063.2.p1	XM_004228954.3.p1
OG0007781	NM_179693.2.p1	XM_004239972.4.p1, XM_019211033.2.p1
OG0007782	NM_179791.2.p1	XM_004251227.4.p1, XM_004241214.4.p1
OG0007783	NM_179945.2.p1	XM_004246600.4.p1
OG0007784	NM_180142.2.p1	XM_004229344.4.p1
OG0007785	NM_180909.3.p1	XR_740699.2.p1, NM_001346885.1.p1
OG0007786	NM_201935.3.p1	XM_010319608.3.p1, NM_001322292.1.p1
OG0007787	NR_142415.1.p1	XM_004237351.4.p1, XM_010319775.3.p1
OG0007831	NM_001035742.3.p1, NM_001084781.2.p1, NM_001203090.1.p1	XR_003247647.1.p1, XM_004245124.4.p1
OG0007832	NM_115124.5.p1, NM_202690.2.p1, NM_001035771.1.p1	XM_010314390.3.p1
OG0007833	NM_001035867.3.p1	XM_010322013.3.p1
OG0007835	NM_102596.3.p1, NM_001036023.2.p1	XM_004232850.4.p1
OG0007836	NM_117419.3.p1, NM_001036547.2.p1	XM_004247738.4.p1
OG0007837	NM_001036637.2.p1, NM_118677.5.p1	XM_004234298.4.p1
OG0007838	NM_119051.3.p1, NM_001036667.3.p1	XM_004228453.3.p1
OG0007839	NM_001036794.2.p1	XM_004235166.4.p1, XM_026028036.1.p1
OG0007840	NM_001036804.1.p1, NM_121429.5.p1	XM_004231747.4.p1
OG0007841	NM_001036866.4.p1	XM_004244900.4.p1
OG0007842	NM_180838.2.p1, NM_124509.4.p1, NM_001036978.2.p1	XM_026029950.1.p1
OG0007843	NM_100071.3.p1, NM_179244.2.p1, NM_001083976.2.p1	XM_004229812.4.p1, XM_004248524.3.p1, XM_004240030.4.p1
OG0007844	NM_001084340.2.p1	XM_004230459.4.p1
OG0007845	NM_106556.2.p1, NM_001084375.1.p1	XM_004243946.4.p1
OG0007846	NM_001084396.1.p1, NM_201664.2.p1	NM_001329526.1.p1
OG0007847	NM_116973.7.p1, NM_001084891.1.p1	XR_003246596.1.p1, XM_004237902.4.p1, XR_741245.3.p1, XR_003246597.1.p1, XM_010321887.3.p1
OG0007848	NM_001344422.1.p1, NM_118582.4.p1, NM_001084974.1.p1	XM_004237958.4.p1
OG0007849	NM_121040.4.p1, NM_001085093.2.p1	XM_010321471.3.p1
OG0007850	NM_001332085.1.p1, NM_001123808.2.p1, NM_101245.5.p1	XM_004239002.4.p1
OG0007851	NM_001123939.2.p1, NM_103186.5.p1, NM_001333114.1.p1, NM_001333115.1.p1	XM_004237862.4.p1
OG0007852	NM_102151.5.p1, NM_001124110.1.p1, NM_105771.4.p1	XM_004236926.4.p1, XM_004238801.4.p1
OG0007853	NM_001124911.1.p1, NM_128098.3.p1, NM_001337200.1.p1, NM_180125.3.p1, NM_102569.2.p1	XM_004231172.4.p1, XM_004231171.4.p1, XM_010317153.3.p1, XM_010328732.3.p1
OG0007854	NM_112597.4.p1, NM_001125176.1.p1	XM_010320943.2.p1
OG0007855	NM_001125240.1.p1, NM_001125239.1.p1	XM_004231704.4.p1
OG0007856	NM_119405.5.p1, NM_001125627.1.p1	XM_004245171.3.p1
OG0007857	NM_001161319.1.p1, NM_125659.4.p1	XM_004241512.4.p1, XM_026031657.1.p1
OG0007858	NM_001198038.2.p1, NM_101054.3.p1	XM_004232654.4.p1
OG0007860	NM_001198059.2.p1, NM_202089.2.p1	XM_026030532.1.p1, XM_004238967.3.p1
OG0007861	NM_001333274.1.p1, NM_103644.3.p1, NM_001198233.1.p1	XM_004238167.4.p1
OG0007862	NM_106370.5.p1, NM_001198488.2.p1	NM_001301003.1.p1, NM_001302907.2.p1
OG0007863	NM_106578.3.p1, NM_001198507.1.p1	XR_741986.3.p1, XR_741985.3.p1
OG0007864	NM_001202641.1.p1, NM_201777.1.p1	XM_004230825.4.p1
OG0007865	NM_001336451.1.p1, NM_001202737.2.p1, NM_179877.1.p1	XM_010328482.3.p1
OG0007866	NM_001202808.1.p1, NM_129870.3.p1, NM_115761.3.p1	XM_010324594.3.p1
OG0007867	NM_001344048.1.p1, NM_001344049.1.p1, NM_001203485.1.p1	XM_019215658.2.p1
OG0007868	NM_001203666.1.p1, NM_125617.3.p1, NM_120800.4.p1	XM_004234105.4.p1
OG0007870	NM_129124.4.p1, NM_117778.8.p1, NM_001203815.1.p1	NM_001247269.1.p1, NM_001247729.3.p1
OG0007871	NM_118412.4.p1, NM_001203874.1.p1	XM_004245646.4.p1, XM_004244537.4.p1
OG0007872	NM_118493.4.p1, NM_001203885.1.p1	NM_001310045.1.p1
OG0007873	NM_001203924.1.p1, NM_118859.3.p1	XM_010315353.2.p1, XM_004251441.4.p1
OG0007875	NM_120122.2.p1, NM_001204041.1.p1	XM_004237565.4.p1, XM_010321468.3.p1
OG0007876	NM_100352.3.p1, NM_001331495.1.p1	XM_010328518.3.p1, XM_004247792.4.p1
OG0007877	NM_001331830.1.p1, NM_100804.4.p1	XM_004241364.4.p1
OG0007878	NM_100846.6.p1, NM_001331850.1.p1	NM_001321169.1.p1, XR_003246342.1.p1
OG0007879	NM_104973.4.p1, NM_001332037.1.p1, NM_101118.4.p1	XM_004245640.4.p1
OG0007880	NM_101627.2.p1, NM_001332316.1.p1	XM_004235538.4.p1
OG0007881	NM_101701.4.p1, NM_001332348.1.p1	XM_004252192.3.p1, XM_026028648.1.p1, XM_026028649.1.p1
OG0007882	NM_001332488.1.p1, NM_101971.3.p1, NM_106336.4.p1	XM_004252591.4.p1, XM_010321784.3.p1
OG0007883	NM_001332535.1.p1, NM_001332536.1.p1	XM_004238464.4.p1
OG0007884	NM_001332684.1.p1	XM_004238923.4.p1
OG0007885	NM_102907.2.p1, NM_001332972.1.p1, NM_001332975.1.p1, NM_118057.3.p1	XM_004246165.4.p1
OG0007886	NM_103704.6.p1, NM_001333295.1.p1	XM_026032939.1.p1
OG0007887	NM_001333336.1.p1, NM_103739.5.p1, NM_112658.4.p1	NM_001247397.2.p1
