Orthogroup	Arabidopsis_thaliana_rna_prot	Zea_mays_rna_prot
OG0007646	NM_106158.5.p1	XM_020541421.3.p1, XM_020541419.2.p1
OG0007647	NM_106352.2.p1	NM_001350117.1.p1, NM_001196013.1.p1
OG0007648	NM_106693.4.p1	NM_001157557.2.p1, NM_001157010.2.p1
OG0007649	NM_106699.2.p1	NM_001137391.1.p1
OG0007650	NM_106708.4.p1	NM_001346846.1.p1
OG0007651	NM_111048.4.p1	XM_035967323.1.p1, NM_001155576.2.p1
OG0007652	NM_111075.3.p1	NM_001156148.2.p1, NM_001136951.1.p1
OG0007653	NM_111231.4.p1	XM_035963972.1.p1, XM_035963927.1.p1
OG0007654	NM_121911.3.p1, NM_111490.4.p1	NM_001152588.1.p1
OG0007655	NM_111578.2.p1	XM_008660293.4.p1, XM_035962221.1.p1
OG0007656	NM_111842.6.p1	XM_020550418.3.p1, XM_008676579.3.p1, XR_004857308.1.p1
OG0007657	NM_111849.4.p1	XM_035965784.1.p1, NM_001371573.1.p1, XM_008674373.4.p1
OG0007658	NM_111889.4.p1	XM_008649070.3.p1
OG0007659	NM_112057.3.p1	XM_008645195.3.p1, NM_001365306.1.p1, NM_001151783.2.p1
OG0007660	NM_121358.3.p1, NM_112087.3.p1	NM_001319700.1.p1
OG0007661	NM_112088.3.p1	XM_020540488.3.p1, XM_008653160.4.p1, NM_001153541.1.p1
OG0007662	NM_112116.4.p1	NM_001327795.1.p1, XM_008669087.4.p1, NM_001139390.1.p1
OG0007663	NM_112189.3.p1	NM_001147792.1.p1
OG0007664	NM_112200.3.p1	XM_008658558.4.p1
OG0007665	NM_112282.3.p1	NM_001323054.1.p1
OG0007666	NM_112378.3.p1	NM_001329580.1.p1, NM_001138023.1.p1, XR_004849913.1.p1
OG0007667	NM_112406.5.p1	XM_008681270.3.p1, XM_008670454.3.p1
OG0007668	NM_112409.4.p1	XM_020553520.3.p1
OG0007669	NM_112508.5.p1	NM_001143233.1.p1, XM_008656259.3.p1
OG0007670	NM_112763.5.p1	XM_008681474.3.p1, XM_020547385.3.p1, XM_008668899.3.p1
OG0007671	NM_119587.4.p1, NM_112832.4.p1	NM_001112184.1.p1
OG0007672	NM_112871.4.p1	XM_008648228.4.p1, XR_002262590.3.p1, XM_020538753.3.p1, XM_020538754.3.p1, NM_001361519.1.p1
OG0007673	NM_112985.5.p1	XM_008645683.3.p1
OG0007675	NM_113062.3.p1	NM_001294257.1.p1
OG0007676	NM_113123.2.p1	XM_008647748.4.p1, NM_001176381.1.p1, XM_008648906.3.p1, NM_001137938.1.p1
OG0007677	NM_113165.4.p1	NM_001196997.1.p1, NM_001174882.1.p1
OG0007678	NM_113217.3.p1	XM_020550782.1.p1, NM_001175310.1.p1, XM_020548376.3.p1
OG0007679	NM_113314.4.p1	NM_001309891.1.p1
OG0007680	NM_113625.4.p1	NM_001367163.1.p1
OG0007681	NM_113645.3.p1	XR_004855897.1.p1, XR_004855896.1.p1, XM_008669431.4.p1, NM_001149927.1.p1, XM_008663273.3.p1
OG0007682	NM_125429.4.p1, NM_114400.4.p1	NM_001112009.2.p1
OG0007683	NM_114573.3.p1, NM_125277.4.p1	NM_001360293.1.p1, NM_001196659.1.p1
OG0007685	NM_114681.4.p1	NM_001351840.1.p1
OG0007686	NM_114825.3.p1	NM_001359596.1.p1
OG0007687	NM_114960.3.p1	NM_001159257.2.p1, XM_023301309.2.p1, NM_001154296.2.p1
OG0007690	NM_115171.3.p1	NM_001138616.1.p1
OG0007691	NM_180360.2.p1, NM_115204.3.p1	NM_001143589.2.p1, NM_001196713.1.p1
OG0007693	NM_129437.2.p1, NM_115314.1.p1	XM_008658652.3.p1
OG0007694	NM_115708.4.p1	XR_552448.3.p1, XR_004849971.1.p1, XR_004849951.1.p1, NM_001366970.1.p1, XM_020538784.1.p1
OG0007695	NM_119000.3.p1, NM_115759.4.p1	XM_008652601.3.p1, NM_001147203.1.p1, XM_008659876.3.p1
OG0007696	NM_116089.3.p1	NM_001176014.1.p1, XM_008662234.4.p1, XM_008662235.4.p1, NM_001175914.1.p1
OG0007697	NM_116184.4.p1	XM_035959402.1.p1, XM_035959400.1.p1, XM_035959401.1.p1, XM_020538815.2.p1, NM_001157006.1.p1
OG0007699	NM_116729.4.p1	XM_008678342.4.p1, XR_002268582.3.p1, NM_001358831.1.p1, NM_001174824.1.p1
OG0007700	NM_117337.2.p1	XM_008651096.4.p1
OG0007701	NM_117510.5.p1	XM_008645340.4.p1, XM_008645341.3.p1, NM_001320081.1.p1
OG0007703	NM_117907.4.p1	XM_008650763.2.p1
OG0007704	NM_118536.4.p1	NM_001361071.1.p1
OG0007705	NM_118869.4.p1, NM_124804.3.p1	NM_001352339.1.p1
OG0007706	NM_119017.5.p1	NM_001368943.1.p1, NM_001147884.1.p1
OG0007707	NM_119070.4.p1, NM_119071.4.p1	NM_001136629.2.p1
OG0007708	NM_119117.2.p1	NM_001175862.1.p1
OG0007709	NM_119411.4.p1	NM_001329697.2.p1
OG0007710	NM_119966.5.p1	NM_001176099.1.p1, NM_001152867.1.p1, XM_008669610.3.p1
OG0007711	NM_119983.3.p1	NM_001371842.1.p1
OG0007712	NM_120058.5.p1	NM_001150049.2.p1, XM_020551421.3.p1
OG0007713	NM_120135.5.p1	XR_004855961.1.p1, NM_001155590.1.p1
OG0007714	NM_120277.3.p1	NM_001326545.1.p1, XM_008676671.2.p1
OG0007715	NM_120303.5.p1	XM_008676615.4.p1
OG0007717	NM_120656.3.p1, NM_203007.3.p1	XM_023301817.2.p1, NM_001349827.1.p1
OG0007718	NM_125539.2.p1, NM_120848.2.p1	NM_001176091.1.p1
OG0007719	NM_121002.3.p1	NM_001147379.1.p1
OG0007720	NM_121023.4.p1	NM_001165696.1.p1
OG0007721	NM_121094.3.p1	NM_001174434.1.p1
OG0007722	NM_121323.4.p1	NM_001158616.2.p1
OG0007723	NM_121668.4.p1	XM_008669821.3.p1, NM_001369714.1.p1, XM_008663814.4.p1
OG0007724	NM_122002.3.p1, NM_180523.3.p1	XM_008656534.3.p1, NM_001151805.1.p1
OG0007725	NM_122114.3.p1	NM_001294267.1.p1
OG0007726	NM_122184.4.p1, NM_180726.2.p1	XM_008674832.2.p1, XM_008660702.3.p1
OG0007728	NM_122610.3.p1	NM_001137831.1.p1, NM_001361259.1.p1
OG0007729	NM_122934.5.p1	XM_008670166.4.p1, NM_001175874.1.p1, XM_035960943.1.p1
OG0007730	NM_123094.2.p1, NM_180769.3.p1, NM_128057.3.p1	XM_035959326.1.p1, NM_001301475.1.p1, XM_020538715.2.p1, XR_004849757.1.p1, XM_020538716.2.p1, XM_008672112.3.p1, NM_001156922.1.p1
OG0007731	NM_123303.4.p1	NM_001154995.2.p1
OG0007732	NM_123403.4.p1	NM_001367876.1.p1
OG0007734	NM_123900.3.p1	XM_008646842.3.p1
OG0007735	NM_123937.3.p1, NR_139806.1.p1	NM_001357790.1.p1
OG0007736	NM_123975.4.p1	NM_001359357.1.p1, XM_035967729.1.p1, XM_008683000.3.p1, XM_020539652.3.p1, XM_008656297.4.p1
OG0007737	NM_123987.4.p1	NM_001136878.1.p1
OG0007738	NM_124040.5.p1	XM_020544356.1.p1
OG0007739	NM_124152.3.p1	XM_008679030.4.p1
OG0007740	NM_124530.4.p1	NM_001150101.1.p1
OG0007741	NM_124555.3.p1	NM_001319750.1.p1, NM_001319772.1.p1
OG0007742	NM_124712.3.p1	NM_001156813.2.p1
OG0007743	NM_124834.5.p1	XM_035963000.1.p1, XM_008680016.4.p1
OG0007744	NM_125041.3.p1	NM_001371620.1.p1
OG0007745	NM_125192.4.p1	NM_001147415.1.p1
OG0007746	NM_125198.5.p1	NM_001147513.1.p1
OG0007747	NM_125412.4.p1	XM_008664523.4.p1
OG0007749	NM_125688.3.p1	NM_001138300.1.p1, NM_001143160.1.p1
OG0007750	NM_125702.4.p1	XM_008657756.4.p1
OG0007751	NM_125891.3.p1	NM_001137448.2.p1, NM_001157000.2.p1
OG0007752	NM_126066.4.p1	NM_001148471.1.p1, XM_008668834.3.p1, NM_001137227.1.p1
OG0007754	NM_126113.4.p1	NM_001138768.1.p1
OG0007755	NM_126223.3.p1	XM_020551358.3.p1, NM_001147554.1.p1, XM_020551359.3.p1
OG0007756	NM_126401.5.p1	NM_001175037.1.p1, NM_001147539.1.p1
OG0007757	NM_126485.4.p1	XM_008683313.4.p1, XM_008683312.4.p1
OG0007758	NM_126604.4.p1	XM_008665015.4.p1, XM_008665016.4.p1, XM_020546064.3.p1, XM_008671122.3.p1
OG0007759	NM_126930.3.p1	NM_001176223.1.p1
OG0007760	NM_127266.4.p1	XM_008654829.1.p1
OG0007761	NM_127282.3.p1	XM_008672148.4.p1, XM_020548553.3.p1
OG0007762	NM_127587.3.p1	NM_001155849.1.p1
OG0007763	NM_127819.6.p1	XM_008648131.4.p1, XR_004849758.1.p1, XM_008648130.3.p1
OG0007764	NM_128083.4.p1, NM_147914.4.p1	NM_001371579.1.p1
OG0007766	NM_128710.7.p1	XM_035959418.1.p1, XM_035959417.1.p1
OG0007767	NM_128864.4.p1	XM_008654428.3.p1
OG0007768	NM_179886.1.p1, NM_128933.4.p1	NM_001165816.1.p1
OG0007769	NM_129084.3.p1	NM_001156156.1.p1, XM_008663751.3.p1
OG0007770	NM_129356.3.p1	XM_008657461.4.p1, NM_001138126.1.p1
OG0007771	NM_129430.4.p1	NM_001155736.2.p1
OG0007772	NM_129635.5.p1	XM_008676662.3.p1, NM_001152805.1.p1, XM_020542079.2.p1
OG0007773	NM_129663.3.p1	XM_008681162.4.p1, NM_001359575.1.p1
OG0007774	NM_129746.3.p1	NM_001367922.1.p1, NM_001368191.1.p1
OG0007775	NM_129801.4.p1	XR_556788.3.p1, XR_004851799.1.p1, NM_001174522.1.p1
OG0007776	NM_129836.3.p1	NM_001138520.1.p1, NM_001153892.2.p1
OG0007777	NM_130379.2.p1	NM_001156470.2.p1
OG0007778	NM_148397.2.p1	NM_001153124.2.p1
OG0007779	NM_178957.2.p1	NM_001150990.1.p1, XM_008675616.4.p1
OG0007780	NM_179063.2.p1	NM_001159134.1.p1, NM_001352623.1.p1
OG0007781	NM_179693.2.p1	XM_035960407.1.p1, XM_020540346.1.p1, XM_008652823.4.p1, NM_001359732.1.p1
OG0007782	NM_179791.2.p1	XM_008658871.3.p1
OG0007783	NM_179945.2.p1	XM_008666642.3.p1, NM_001151274.2.p1
OG0007784	NM_180142.2.p1	XM_035963511.1.p1
OG0007785	NM_180909.3.p1	XM_020548352.2.p1, NM_001155113.1.p1, NM_001148725.1.p1
OG0007786	NM_201935.3.p1	NM_001174927.1.p1
OG0007787	NR_142415.1.p1	NM_001323545.1.p1
OG0007830	NM_001035643.1.p1, NM_112696.3.p1	NM_001137129.1.p1
OG0007831	NM_001035742.3.p1, NM_001084781.2.p1, NM_001203090.1.p1	NM_001152997.1.p1
OG0007832	NM_115124.5.p1, NM_202690.2.p1, NM_001035771.1.p1	NM_001323059.1.p1
OG0007833	NM_001035867.3.p1	XM_008655049.4.p1, XM_035963201.1.p1, XM_008655044.4.p1
OG0007836	NM_117419.3.p1, NM_001036547.2.p1	NM_001151040.1.p1
OG0007837	NM_001036637.2.p1, NM_118677.5.p1	XM_008654139.4.p1, XM_008654140.4.p1
OG0007838	NM_119051.3.p1, NM_001036667.3.p1	NM_001165483.1.p1
OG0007839	NM_001036794.2.p1	NM_001346826.1.p1
OG0007840	NM_001036804.1.p1, NM_121429.5.p1	XM_020539730.3.p1, NM_001156027.2.p1
OG0007841	NM_001036866.4.p1	NM_001137187.1.p1, XM_008682930.3.p1
OG0007842	NM_180838.2.p1, NM_124509.4.p1, NM_001036978.2.p1	XM_008671285.4.p1, XM_020548336.3.p1, XM_008671286.4.p1, NM_001175864.1.p1
OG0007843	NM_100071.3.p1, NM_179244.2.p1, NM_001083976.2.p1	XM_023301441.2.p1, NM_001136702.1.p1
OG0007844	NM_001084340.2.p1	XM_008675072.4.p1, XM_008675070.4.p1
OG0007845	NM_106556.2.p1, NM_001084375.1.p1	NM_001352179.1.p1, XM_035967087.1.p1, XM_020551571.3.p1
OG0007846	NM_001084396.1.p1, NM_201664.2.p1	XM_020547868.3.p1
OG0007847	NM_116973.7.p1, NM_001084891.1.p1	NM_001156781.1.p1
OG0007848	NM_001344422.1.p1, NM_118582.4.p1, NM_001084974.1.p1	NM_001158031.1.p1, NM_001196321.1.p1
OG0007849	NM_121040.4.p1, NM_001085093.2.p1	XM_035964475.1.p1, XM_008655143.3.p1
OG0007850	NM_001332085.1.p1, NM_001123808.2.p1, NM_101245.5.p1	NM_001367113.1.p1, XM_008659796.3.p1, NR_159717.1.p1
OG0007851	NM_001123939.2.p1, NM_103186.5.p1, NM_001333114.1.p1, NM_001333115.1.p1	NM_001367326.1.p1
OG0007852	NM_102151.5.p1, NM_001124110.1.p1, NM_105771.4.p1	NM_001138397.2.p1
OG0007854	NM_112597.4.p1, NM_001125176.1.p1	XM_020539156.2.p1, XR_004853141.1.p1, XM_020546225.2.p1
OG0007855	NM_001125240.1.p1, NM_001125239.1.p1	NM_001156889.1.p1
OG0007856	NM_119405.5.p1, NM_001125627.1.p1	NM_001156193.1.p1, NM_001158661.1.p1
OG0007857	NM_001161319.1.p1, NM_125659.4.p1	XM_035960852.1.p1, XM_008668867.4.p1
OG0007858	NM_001198038.2.p1, NM_101054.3.p1	XM_020540591.3.p1, XM_020540586.3.p1, XM_020540585.3.p1, XM_020540592.3.p1
OG0007859	NM_101184.6.p1, NM_001198050.1.p1, NM_101185.3.p1, NM_102298.3.p1	NM_001177184.2.p1
OG0007860	NM_001198059.2.p1, NM_202089.2.p1	NM_001155660.1.p1
OG0007861	NM_001333274.1.p1, NM_103644.3.p1, NM_001198233.1.p1	NM_001152683.1.p1
OG0007862	NM_106370.5.p1, NM_001198488.2.p1	XR_002263818.1.p1, XR_002263817.1.p1, XM_035960964.1.p1, NM_001155517.1.p1
OG0007863	NM_106578.3.p1, NM_001198507.1.p1	XM_008678332.4.p1, XM_008678336.4.p1
OG0007864	NM_001202641.1.p1, NM_201777.1.p1	NM_001151935.2.p1, XM_020548590.3.p1
OG0007865	NM_001336451.1.p1, NM_001202737.2.p1, NM_179877.1.p1	XM_035965223.1.p1
OG0007866	NM_001202808.1.p1, NM_129870.3.p1, NM_115761.3.p1	XM_020553426.3.p1, XM_008645656.4.p1
OG0007867	NM_001344048.1.p1, NM_001344049.1.p1, NM_001203485.1.p1	XR_004857343.1.p1, XM_020550458.3.p1
OG0007868	NM_001203666.1.p1, NM_125617.3.p1, NM_120800.4.p1	NM_001360998.1.p1
OG0007869	NM_001203717.2.p1, NM_001340262.1.p1	XM_008646905.4.p1
OG0007870	NM_129124.4.p1, NM_117778.8.p1, NM_001203815.1.p1	XM_035962343.1.p1, NM_001136902.1.p1
OG0007871	NM_118412.4.p1, NM_001203874.1.p1	XM_008672107.4.p1
OG0007872	NM_118493.4.p1, NM_001203885.1.p1	NM_001148403.1.p1
OG0007873	NM_001203924.1.p1, NM_118859.3.p1	NM_001157399.1.p1
OG0007874	NM_001332414.1.p1, NM_106211.2.p1, NM_119641.4.p1, NM_001203986.2.p1	XM_008665477.3.p2, NM_001366719.1.p2
OG0007875	NM_120122.2.p1, NM_001204041.1.p1	NM_001112592.1.p1
OG0007876	NM_100352.3.p1, NM_001331495.1.p1	XM_035964888.1.p1
OG0007877	NM_001331830.1.p1, NM_100804.4.p1	XM_008659878.3.p1, XM_020538787.2.p1, XM_008659877.3.p1
OG0007878	NM_100846.6.p1, NM_001331850.1.p1	XM_035968027.1.p1
OG0007879	NM_104973.4.p1, NM_001332037.1.p1, NM_101118.4.p1	XM_008652211.4.p1, XR_559550.4.p1, XM_008662321.4.p1
OG0007880	NM_101627.2.p1, NM_001332316.1.p1	XM_008678320.4.p1, XM_008678322.4.p1, NM_001175272.1.p1, NM_001152289.1.p1, NM_001147908.1.p1, XM_008660036.4.p1
OG0007881	NM_101701.4.p1, NM_001332348.1.p1	XM_008651741.4.p1, XM_035960241.1.p1, NM_001154807.2.p1
OG0007882	NM_001332488.1.p1, NM_101971.3.p1, NM_106336.4.p1	XM_008670016.4.p1, XM_008664973.4.p1
OG0007884	NM_001332684.1.p1	NM_001136676.1.p1, NM_001358436.1.p1
OG0007885	NM_102907.2.p1, NM_001332972.1.p1, NM_001332975.1.p1, NM_118057.3.p1	XM_008683017.3.p1, NM_001139314.1.p1, XM_008683016.3.p1
OG0007886	NM_103704.6.p1, NM_001333295.1.p1	XM_020552861.2.p1, XM_008681518.3.p1
OG0007887	NM_001333336.1.p1, NM_103739.5.p1, NM_112658.4.p1	NM_001155103.1.p1
OG0007888	NM_147961.4.p1, NM_001333674.1.p1	NM_001150262.1.p1, XR_004857554.1.p1, NM_001365973.1.p1
OG0007889	NM_001333927.1.p1, NM_104784.4.p1, NM_001333926.1.p1	NM_001175240.2.p1, NM_001152275.1.p1
OG0007890	NM_001334033.1.p1	NM_001359581.1.p1, XM_008674091.4.p1
OG0007891	NM_105547.3.p1, NM_001334380.1.p1	NM_001361620.1.p1, XM_008651116.3.p1
OG0007892	NM_001334562.1.p1	XM_020542138.3.p2, XM_008656743.2.p2, XM_008656740.3.p1, XM_035961457.1.p2
OG0007893	NM_106171.3.p1, NM_001334677.1.p1, NM_001334676.1.p1	XM_008667427.4.p1, XM_020547017.3.p1
OG0007894	NM_001334917.1.p1, NM_106623.5.p1	NM_001320248.1.p1
OG0007895	NM_001335071.1.p1, NM_126226.4.p1	XM_008671951.4.p1, XM_035961269.1.p1, XM_008654466.4.p1
OG0007896	NM_127166.4.p1, NM_001335463.1.p1	NM_001143265.1.p1
OG0007898	NM_127552.8.p1, NM_001335653.1.p1	NM_001137301.1.p1
OG0007899	NM_127600.3.p1, NM_001335681.1.p1	XM_008683210.4.p1
OG0007900	NM_128644.4.p1, NM_001336307.1.p1	XM_020542432.2.p1, XM_020542431.2.p1
OG0007901	NM_001336517.1.p1, NM_129003.5.p1, NM_202209.2.p1, NM_102738.3.p1	XM_020549617.2.p1, NM_001150173.1.p1
OG0007902	NM_001336567.1.p1, NM_129117.5.p1	XM_020549974.2.p1, NM_001367256.1.p1, XM_020542089.3.p1
OG0007904	NM_001336784.1.p1, NM_129521.5.p1	NM_001153749.1.p1
OG0007905	NM_001336857.1.p1, NM_129631.3.p1	NM_001361949.1.p1
OG0007906	NM_111097.6.p1, NM_001337398.1.p1	NM_001165719.1.p1, XM_008683083.4.p1
OG0007908	NM_124235.4.p1, NM_111611.4.p1, NM_001337701.1.p1	NM_001150287.1.p1, XR_004857551.1.p1, XR_564948.3.p1, XM_008678744.4.p1
OG0007909	NM_001337796.1.p1	XM_008670956.3.p1
OG0007910	NM_001337916.1.p1, NM_111957.5.p1	XM_008659848.4.p1, XM_020543466.3.p1
OG0007913	NM_001338338.1.p1, NM_112735.4.p1	XM_008660047.3.p1, XM_008660048.3.p1, NM_001148027.1.p1
OG0007914	NM_113854.5.p1, NM_001339020.1.p1, NM_001339017.1.p1	XM_020545283.1.p1, NM_001174789.1.p1
OG0007916	NM_001339466.1.p1, NM_001339468.1.p1, NM_114898.4.p1, NM_001339467.1.p1	XR_002266247.3.p1, XM_020546517.3.p1
OG0007917	NM_001340299.1.p1	XM_008682832.3.p1
OG0007918	NM_001340371.1.p1	NM_001158264.2.p1, XM_020541906.2.p1, XM_020541907.2.p1
OG0007919	NM_001340728.1.p1, NM_001340726.1.p1, NM_001340727.1.p1	XM_008670789.3.p1, XM_008670790.4.p1, XM_008670791.4.p1
OG0007920	NM_001341067.1.p1, NM_117655.4.p1, NM_113041.4.p1	NM_001156089.1.p1, XM_008653252.3.p1
OG0007921	NM_001341233.1.p1, NM_001341234.1.p1	NM_001350000.1.p1
OG0007923	NM_001341633.1.p1, NM_118517.6.p1	NM_001148792.1.p1
OG0007924	NM_118770.3.p1, NM_202893.2.p1, NM_001341796.1.p1	XR_004858170.1.p1, NM_001384183.1.p1, NM_001157369.2.p1, XM_008680477.1.p1
OG0007925	NM_001341847.1.p1, NM_118868.5.p1	NM_001147483.1.p1
OG0007926	NM_001341965.1.p1, NM_119078.5.p1	NM_001112327.2.p1, XM_020539209.3.p1, XM_008655982.2.p1, NM_001112475.1.p1
OG0007927	NM_119121.3.p1, NM_001341978.1.p1	XM_008654395.2.p1
OG0007928	NM_001342005.1.p1, NM_179142.1.p1, NM_119177.5.p1	XM_035964906.1.p1
OG0007929	NM_001342213.1.p1, NM_001342212.1.p1	XM_008675671.4.p1
OG0007930	NM_001342274.1.p1, NM_001342272.1.p1, NM_001342273.1.p1, NM_001342276.1.p1, NM_001342270.1.p1	XR_002262761.3.p1, NM_001347123.1.p1
OG0007931	NM_001342825.1.p1, NM_001342824.1.p1	XR_002262878.2.p1, XM_020539528.1.p1, XM_020539530.2.p1, XM_020539532.2.p1
OG0007932	NM_120935.4.p1, NM_001343015.1.p1, NM_147908.4.p1	NM_001329499.1.p1, XM_035962948.1.p1
OG0007933	NM_001343044.1.p1	XM_008671054.2.p1
OG0007934	NM_001343501.1.p1, NM_001343500.1.p1	NM_001150119.1.p1
OG0007935	NM_121991.4.p1, NM_001343626.1.p1	NM_001371677.1.p1
OG0007936	NM_147883.6.p1, NM_001343715.1.p1	XM_008672591.4.p1
OG0007937	NM_122460.4.p1, NM_001343930.1.p1	NM_001139246.1.p1, XM_035967132.1.p1, XM_008679581.4.p1, NM_001309486.1.p1, XM_008679582.4.p1, XM_008679583.4.p1
OG0007938	NM_122464.2.p1, NM_001343936.1.p1	XM_008664618.4.p1
OG0007939	NM_001344026.1.p1	NM_001151218.1.p1
OG0007940	NM_001344351.1.p1, NM_123437.4.p1, NM_113648.3.p1	NM_001137407.2.p1
OG0007941	NM_125005.4.p1, NM_001345187.1.p1	NM_001317180.1.p1
OG0007942	NM_001345286.1.p1	XM_020546910.3.p1, XR_002262149.3.p1, XM_020537880.1.p1, XM_020537881.2.p1
OG0007944	NM_125408.3.p1, NM_001345400.1.p1	XM_008647688.4.p1, XM_008647689.4.p1
OG0007946	NM_100545.7.p1	XM_008653782.2.p1
OG0007947	NM_100907.2.p1	XM_020550866.3.p1, XM_035966266.1.p1
OG0007948	NM_100933.3.p1	XM_008658381.3.p1, NM_001367338.1.p1
OG0007949	NM_101063.3.p1	NM_001151179.1.p1
OG0007950	NM_101164.5.p1	XM_008681233.4.p1
OG0007951	NM_101253.3.p1	NM_001152044.1.p1, XM_035960505.1.p1
OG0007952	NM_101382.3.p1, NM_202104.2.p1, NM_202103.1.p1	NM_001155573.1.p1
OG0007953	NM_101456.4.p1	NM_001157607.1.p1, NM_001155331.1.p1
OG0007954	NM_106498.4.p1, NM_101565.6.p1	NM_001360689.1.p1, XM_008674758.3.p1, XM_008674786.4.p1, NM_001155628.1.p1
OG0007955	NM_101581.3.p1	NM_001137756.1.p1, NM_001147347.1.p1
OG0007956	NM_105921.3.p1, NM_101604.3.p1	NM_001159058.2.p1
OG0007957	NM_101702.4.p1	NM_001352970.1.p1
OG0007958	NM_106132.4.p1, NM_101746.5.p1	XM_008646374.4.p1
OG0007959	NM_101946.4.p1, NM_106304.3.p1	NM_001152309.1.p1, XM_020544285.2.p1
OG0007960	NM_101960.3.p1	NM_001364304.1.p1
OG0007963	NM_102409.3.p1	XM_035964687.1.p1, NM_001346742.1.p1
OG0007964	NM_102516.4.p1	XM_008648017.3.p1, XM_008648019.4.p1
OG0007965	NM_102605.3.p1	XM_008651765.4.p1, XM_008651764.4.p1
OG0007966	NM_102621.4.p1	XM_008646930.4.p1, XR_004849439.1.p1, XR_552986.4.p1
OG0007967	NM_102660.3.p1	XM_020543430.1.p2, NM_001151205.2.p1
OG0007968	NM_102772.3.p1, NM_120964.2.p1	NM_001196657.1.p1, XM_008675123.4.p1, XM_008658935.3.p1
OG0007972	NM_102982.4.p1, NM_129089.2.p1	NM_001305816.1.p1
OG0007973	NM_103524.3.p1	XM_008651062.3.p1, XM_008651063.3.p1, XM_035960147.1.p1
OG0007974	NM_103574.4.p1	NM_001150337.2.p1
OG0007975	NM_103748.3.p1, NM_202261.2.p1	NM_001356942.1.p1
OG0007976	NM_103788.3.p1	XM_008656383.3.p1
OG0007977	NM_103789.2.p1	XM_023301874.2.p2
OG0007979	NM_112825.4.p1, NM_103865.4.p1	NM_001154593.2.p1, XM_020552594.3.p1
OG0007981	NM_104587.1.p1, NM_104588.4.p1	XM_008671178.4.p1, XM_008671176.2.p1, XM_035965270.1.p1, XM_008671177.3.p1
OG0007982	NM_104841.3.p1	NM_001367782.1.p1, XM_020550236.3.p1, NM_001152899.1.p1
OG0007983	NM_104851.6.p1	NM_001350952.1.p1
OG0007984	NM_105060.2.p1	NM_001176150.1.p1
OG0007985	NM_105139.5.p1	NM_001157032.2.p1
OG0007986	NM_105176.3.p1	XM_020549777.2.p1
OG0007987	NM_105508.4.p1	NM_001155848.2.p1
OG0007988	NM_105777.4.p1, NM_123165.3.p1	NM_001136579.1.p1, NM_001146755.1.p1
OG0007989	NM_105907.4.p1	NM_001136877.1.p1, NM_001175139.1.p1, XM_020547852.2.p1, XR_002266965.2.p1, XM_008670119.4.p1
OG0007990	NM_106122.3.p1	XM_020547414.2.p1, XM_020547415.2.p1, NM_001138818.1.p1
OG0007991	NM_106477.7.p1	XR_002262507.2.p1, NM_001176090.1.p1
OG0007992	NM_106639.5.p1	NM_001372341.1.p1
OG0007993	NM_111089.4.p1	XM_008673866.4.p1, NM_001137998.1.p1, XM_035965635.1.p1
OG0007994	NM_121699.5.p1, NM_111176.3.p1	NM_001196531.1.p1, NM_001139186.2.p1
OG0007995	NM_111337.5.p1	XM_020547392.2.p1, NM_001146914.1.p1
OG0007996	NM_112537.4.p1	NM_001301465.1.p1
OG0007997	NM_111595.2.p1	XM_008658718.4.p1
OG0007998	NM_111744.5.p1	XM_020547033.2.p1
OG0007999	NM_111857.5.p1	XM_023301431.2.p1, XM_023301432.2.p1
OG0008000	NM_111872.6.p1	XM_035962864.1.p1
OG0008001	NM_111976.4.p1, NM_120691.2.p1	XM_008649076.4.p1, XM_020542084.3.p1
OG0008002	NM_111978.3.p1, NM_120693.4.p1	XM_008671306.4.p1, XM_020548342.3.p1, XM_020548344.3.p1
OG0008003	NM_112420.5.p1	XM_008672269.4.p1
OG0008004	NM_112576.3.p1	NM_001347211.1.p1, NM_001157296.2.p1
OG0008005	NM_112699.3.p1	NM_001317967.1.p1, XM_020549781.3.p1
OG0008006	NM_112711.4.p1	XM_008657399.4.p1, XM_008675075.4.p1
OG0008007	NM_112765.4.p1	NM_001155438.2.p1, XM_008645454.3.p1
OG0008008	NM_112810.2.p1	XM_008672018.4.p1, XM_008662249.3.p1, XM_008662248.3.p1
OG0008009	NM_112934.4.p1	NM_001151751.2.p1
OG0008010	NM_113195.4.p1	NM_001137195.1.p1
OG0008011	NM_117489.3.p1, NM_113278.3.p1	XM_008675611.3.p1, XM_008657301.3.p1
OG0008013	NM_113385.3.p1	XM_035960567.1.p1, XM_020540492.2.p1, NM_001153812.1.p1, XM_020540493.3.p1
OG0008014	NM_113398.2.p1	XM_008681288.3.p1, NM_001152417.2.p1
OG0008015	NM_113614.3.p1	XM_008655288.4.p1
OG0008016	NM_113763.3.p1	XM_008663990.3.p1, XM_020545190.3.p1, XR_559774.4.p1, XR_559775.4.p1
OG0008017	NM_113856.4.p1	XM_020542746.2.p1
OG0008018	NM_114336.4.p1	XM_008670399.3.p1, NM_001111607.1.p1
OG0008019	NM_114541.3.p1	NM_001174793.1.p1, NM_001196484.1.p1
OG0008020	NM_114714.3.p1	NM_001158289.2.p1, NM_001148702.2.p1
OG0008021	NM_114720.4.p1	NM_001177134.1.p1
OG0008022	NM_114741.5.p1	NM_001112373.1.p1, XM_008646073.4.p1
