Orthogroup	Arabidopsis_thaliana_rna_prot	Brassica_oleracea_rna_prot
OG0010430	NM_129317.2.p1, NM_128446.2.p1, NM_125327.3.p1	XM_013754493.1.p1
OG0010431	NM_125383.2.p1	XM_013757696.1.p1
OG0010432	NM_125694.5.p1	XM_013770730.1.p1
OG0010433	NM_125788.7.p1	XM_013761241.1.p1
OG0010434	NM_126484.5.p1	XM_013769693.1.p1
OG0010435	NM_126959.5.p1	XM_013767491.1.p1
OG0010436	NM_127215.5.p1	XM_013739946.1.p1, XM_013756152.1.p1
OG0010437	NM_127407.4.p1	XM_013755884.1.p1, XM_013739894.1.p1
OG0010438	NM_127427.3.p1	XM_013743591.1.p1
OG0010439	NM_127628.5.p1	XM_013747261.1.p1, XM_013747262.1.p1
OG0010440	NM_127707.5.p1	XM_013779754.1.p1
OG0010440	NM_179190.1.p1	XM_013738261.1.p1
OG0010441	NM_127725.5.p1	XM_013749164.1.p1
OG0010442	NM_128227.5.p1	XM_013776232.1.p1
OG0010443	NM_128246.5.p1	XM_013779576.1.p1
OG0010444	NM_128307.6.p1	XM_013770488.1.p1, XM_013781335.1.p1
OG0010445	NM_128520.4.p1	XM_013775668.1.p1, XM_013776459.1.p1
OG0010446	NM_128675.3.p1	XM_013776072.1.p1
OG0010447	NM_128742.3.p1	XM_013767685.1.p1, XM_013767683.1.p1
OG0010448	NM_129093.4.p1	XM_013781777.1.p1
OG0010449	NM_129101.3.p1	XM_013781552.1.p1
OG0010450	NM_129102.4.p1	XM_013780944.1.p1
OG0010451	NM_129172.6.p1	XM_013776331.1.p1, XM_013778513.1.p1
OG0010452	NM_129361.5.p1	XM_013780934.1.p1
OG0010453	NM_201900.2.p1, NM_129369.6.p1	XM_013778423.1.p1
OG0010454	NM_129484.5.p1	XM_013773624.1.p1
OG0010455	NM_129627.3.p1	XM_013766959.1.p1, XM_013776694.1.p1
OG0010456	NM_129632.2.p1	XM_013781758.1.p1
OG0010457	NM_129698.3.p1	XM_013767650.1.p1
OG0010458	NM_129708.3.p1	XM_013775732.1.p1
OG0010459	NM_129724.2.p1	XM_013782733.1.p1
OG0010460	NM_129897.4.p1	XM_013776210.1.p1, XM_013769884.1.p1
OG0010461	NM_130344.2.p1	XM_013759631.1.p1, XM_013779626.1.p1
OG0010462	NM_130366.3.p1	XM_013775268.1.p1
OG0010463	NM_147918.5.p1, NM_147917.4.p1	XM_013743409.1.p1
OG0010464	NM_179744.3.p1	XM_013775524.1.p1
OG0010465	NM_179986.2.p1	XM_013741369.1.p1, XM_013779827.1.p1
OG0010466	NM_180044.2.p1	XM_013778072.1.p1
OG0010467	NM_180098.3.p1	XM_013781206.1.p1
OG0010468	NM_180239.4.p1	XM_013756023.1.p1, XM_013728562.1.p1
OG0010469	NM_202022.3.p1	XM_013749935.1.p1, XM_013731534.1.p1
OG0010470	NM_202127.3.p1	XM_013730485.1.p1
OG0010471	NM_202484.2.p1	XM_013730875.1.p1
OG0010472	NM_203074.4.p1	XM_013761383.1.p1
OG0010473	NR_140665.1.p1, NR_140667.1.p1	XM_013739709.1.p1
OG0010559	NM_001035900.3.p1	XM_013748227.1.p1
OG0010559	NM_128705.3.p1	XM_013780342.1.p1, XM_013779628.1.p1, XM_013778045.1.p1, XM_013778046.1.p1, XM_013778047.1.p1
OG0010560	NM_001084540.2.p1, NM_129107.3.p1, NM_001036411.2.p1, NM_179918.2.p1	XM_013774387.1.p1
OG0010561	NM_001036727.3.p1	XM_013767614.1.p1
OG0010562	NM_001036925.2.p1, NM_001344482.1.p1, NM_123709.4.p1	XM_013753587.1.p1
OG0010563	NM_001036980.3.p1	XM_013767995.1.p1
OG0010564	NM_001084398.2.p1, NM_001335079.1.p1	XM_013741107.1.p1, XM_013763755.1.p1
OG0010565	NM_001084419.1.p1, NM_126989.2.p1	XM_013757353.1.p1
OG0010566	NM_127424.4.p1	XM_013741303.1.p1, XM_013755314.1.p1
OG0010566	NM_127425.5.p1, NM_001084444.1.p1	XM_013770196.1.p1, XM_013753765.1.p1
OG0010567	NM_115200.4.p1	XM_013759306.1.p1
OG0010567	NM_001085053.2.p1, NM_120397.4.p1	XM_013746186.1.p1
OG0010568	NM_001085134.2.p1, NM_121849.3.p1	XM_013751335.1.p1, XM_013761397.1.p1
OG0010569	NM_001085266.2.p1	XM_013729995.1.p1
OG0010570	NM_118034.3.p1, NM_001125540.1.p1	XM_013753588.1.p1
OG0010571	NM_120269.4.p1, NM_001125681.2.p1	XM_013771442.1.p1
OG0010572	NM_001203498.2.p1, NM_123027.4.p1, NM_001125845.1.p1	XM_013781879.1.p1
OG0010573	NM_001198200.2.p1	XM_013730611.1.p1
OG0010574	NM_001198443.1.p1, NM_105833.4.p1	XM_013736314.1.p1, XR_001261990.1.p1
OG0010575	NM_001202612.1.p1, NM_127305.3.p1	XM_013757159.1.p1
OG0010576	NM_114330.5.p1, NM_001203081.1.p1	XM_013767760.1.p1
OG0010577	NM_001339396.1.p1, NM_001203108.1.p1, NM_114765.3.p1	XM_013748215.1.p1, XM_013774571.1.p1
OG0010578	NM_120296.5.p1	XM_013751254.1.p1
OG0010578	NM_111768.3.p1, NM_111767.3.p1	XM_013768702.1.p1
OG0010578	NM_120295.4.p1	XM_013771297.1.p1, XM_013771298.1.p1
OG0010579	NM_001203297.1.p1, NM_120530.3.p1	XM_013760817.1.p1, XM_013760815.1.p1, XM_013756861.1.p1
OG0010580	NM_116473.3.p1, NM_001343023.1.p1, NM_001203336.1.p1, NM_120947.3.p1	XM_013765559.1.p1
OG0010581	NM_001343706.1.p1, NM_001203428.1.p1, NM_147876.5.p1	XM_013755699.1.p1
OG0010582	NM_001203437.2.p1, NM_001343743.1.p1, NM_001343745.1.p1, NM_122168.5.p1, NM_001343744.1.p1	XM_013758013.1.p1
OG0010583	NM_001203442.1.p1, NM_122249.4.p1, NM_180732.2.p1	XM_013757583.1.p1, XM_013763069.1.p1
OG0010584	NM_001203450.1.p1, NM_147910.4.p1	XM_013743172.1.p1
OG0010585	NM_123450.5.p1, NM_001203515.1.p1	XM_013776040.1.p1
OG0010586	NM_001203520.1.p1	XM_013754004.1.p1
OG0010587	NM_001203539.1.p1	XM_013753122.1.p1, XM_013743891.1.p1
OG0010588	NM_001203952.1.p1	XM_013738100.1.p1
OG0010589	NM_100580.2.p1, NM_001331678.1.p1	XR_001269980.1.p1
OG0010590	NM_101533.4.p1, NM_001332253.1.p1	XM_013730210.1.p1
OG0010591	NM_001333343.1.p1	XM_013736678.1.p1, XM_013736680.1.p1
OG0010592	NM_103824.4.p1, NM_001333375.1.p1	XM_013730250.1.p1, XM_013736068.1.p1
OG0010593	NM_105170.4.p1, NM_001334182.1.p1	XM_013732310.1.p1
OG0010594	NM_001334495.1.p1, NM_001334494.1.p1, NM_105796.3.p1	XM_013737371.1.p1
OG0010595	NM_001334800.1.p1, NM_106434.2.p1	XM_013732504.1.p1, XM_013735167.1.p1
OG0010596	NM_001334956.1.p1, NM_106658.3.p1	XM_013735248.1.p1
OG0010596	NM_101402.3.p1	XM_013728335.1.p1
OG0010597	NM_001335263.1.p1	XM_013773927.1.p1
OG0010598	NM_001335807.1.p1, NM_001335806.1.p1, NM_179696.4.p1	XM_013739883.1.p1
OG0010599	NM_001336031.1.p1, NM_128155.3.p1	XM_013778342.1.p1
OG0010600	NM_122148.4.p1	XM_013763530.1.p1
OG0010600	NM_001336114.1.p1	XM_013776549.1.p1
OG0010601	NM_001336619.1.p1, NM_001336620.1.p1	XM_013766461.1.p1
OG0010602	NM_001336862.1.p1	XM_013780611.1.p1
OG0010603	NM_001337112.1.p1	XM_013780148.1.p1
OG0010604	NM_121451.5.p1	XM_013754270.1.p1
OG0010604	NM_001337351.1.p1	XM_013767319.1.p1
OG0010606	NM_001337599.1.p1	XM_013773099.1.p1
OG0010607	NM_001337712.1.p1, NM_111621.4.p1	XM_013729933.1.p1, XM_013767563.1.p1
OG0010608	NM_113252.4.p1, NM_001338643.1.p1	XM_013738472.1.p1
OG0010609	NM_001338665.1.p1	XM_013738446.1.p1
OG0010610	NM_180299.1.p1, NM_001338685.1.p1	XM_013765733.1.p1
OG0010611	NM_001338708.1.p1	XM_013737849.1.p1, XM_013737848.1.p1
OG0010612	NM_001339021.1.p1	XM_013742960.1.p1
OG0010613	NM_001339782.1.p1, NM_001339781.1.p1	XM_013745078.1.p1, XM_013759261.1.p1
OG0010615	NM_001339891.1.p1, NM_115640.3.p1	XM_013757480.1.p1
OG0010616	NM_001340428.1.p1	XM_013757469.1.p1
OG0010617	NM_001341097.1.p1	XM_013746044.1.p1
OG0010618	NM_001341539.1.p1	XM_013744746.1.p1
OG0010619	NM_001341645.1.p1, NM_118547.2.p1	XM_013736373.1.p1, XM_013740640.1.p1
OG0010620	NM_119554.4.p1, NM_001342243.1.p1	XM_013743245.1.p1, XM_013743246.1.p1, XM_013784345.1.p1
OG0010621	NM_001342408.1.p1, NM_119801.4.p1	XM_013738554.1.p1, XM_013744192.1.p1
OG0010622	NM_119971.4.p1, NM_001342479.1.p1	XM_013770304.1.p1
OG0010623	NM_120289.3.p1, NM_001342646.1.p1	XM_013755232.1.p1, XM_013772105.1.p1
OG0010624	NM_001342866.1.p1, NM_001342865.1.p1, NM_120708.4.p1	XM_013757834.1.p1
OG0010625	NM_001343079.1.p1	XM_013780563.1.p1
OG0010626	NM_001343097.1.p1, NM_121063.2.p1	XM_013751911.1.p1
OG0010627	NM_001343183.1.p1, NM_001343184.1.p1, NM_121176.4.p1	XM_013756279.1.p1
OG0010628	NM_121187.4.p1, NM_001343195.1.p1	XM_013756442.1.p1, XM_013773269.1.p1
OG0010629	NM_001343226.1.p1, NM_121236.2.p1	XM_013767196.1.p1, XM_013765244.1.p1
OG0010630	NM_001343678.1.p1, NM_001343679.1.p1, NM_122073.2.p1	XM_013746160.1.p1
OG0010631	NM_001343857.1.p1, NM_001343860.1.p1	XM_013756678.1.p1
OG0010632	NM_001344427.1.p1, NM_123561.4.p1	XM_013776000.1.p1
OG0010633	NM_123610.4.p1, NM_001344452.1.p1	XM_013763533.1.p1
OG0010634	NM_001344453.1.p1, NM_123613.4.p1	XM_013781118.1.p1
OG0010635	NM_123770.4.p1, NM_001344528.1.p1	XM_013742561.1.p1
OG0010636	NM_001344538.1.p1, NM_123790.2.p1	XM_013756932.1.p1
OG0010637	NM_001345214.1.p1	XM_013756850.1.p1
OG0010638	NM_001345300.1.p1	XM_013773443.1.p1, XM_013755958.1.p1
OG0010639	NM_001345427.1.p1, NM_001345428.1.p1, NM_180902.5.p1	XM_013756477.1.p1
OG0010640	NM_001345500.1.p1	XM_013764223.1.p1, XM_013771747.1.p1
OG0010641	NM_125983.2.p1, NM_001345723.1.p1	XM_013767395.1.p1
OG0010642	NM_100193.4.p1	XM_013748962.1.p1, XM_013749549.1.p1
OG0010643	NM_100292.2.p1	XM_013731725.1.p1
OG0010644	NM_100302.5.p1	XM_013749072.1.p1, XM_013730391.1.p1
OG0010645	NM_100365.4.p1	XM_013762806.1.p1, XM_013753287.1.p1
OG0010646	NM_202041.2.p1, NM_100502.4.p1	XM_013744649.1.p1, XM_013744077.1.p1, XM_013728478.1.p1
OG0010647	NM_100648.2.p1	XM_013745560.1.p1
OG0010648	NM_100767.6.p1	XM_013744257.1.p1
OG0010649	NM_100892.3.p1	XM_013747209.1.p1
OG0010650	NM_100922.3.p1	XM_013747851.1.p1, XM_013748125.1.p1
OG0010651	NM_104794.3.p1	XM_013750643.1.p1
OG0010651	NM_117599.3.p1, NM_100981.4.p1	XM_013728375.1.p1, XM_013747013.1.p1
OG0010652	NM_100991.2.p1	XM_013746476.1.p1, XM_013745324.1.p1
OG0010653	NM_101033.4.p1	XM_013747207.1.p1, XM_013744895.1.p1
OG0010654	NM_101048.4.p1	XM_013749652.1.p1
OG0010655	NM_104924.2.p1	XM_013750525.1.p1
OG0010655	NM_101076.2.p1	XM_013729557.1.p1, XM_013746508.1.p1, XM_013746509.1.p1, XM_013746942.1.p1
OG0010656	NM_101097.4.p1	XM_013750091.1.p1
OG0010657	NM_101119.7.p1	XM_013744021.1.p1, XR_001260935.1.p1
OG0010658	NM_101122.4.p1	XM_013783002.1.p1, XM_013750387.1.p1
OG0010659	NM_101350.4.p1	XM_013783177.1.p1, XM_013748961.1.p1
OG0010660	NM_101466.3.p1	XM_013730502.1.p1
OG0010661	NM_102045.1.p1	XM_013746059.1.p1
OG0010661	NM_128538.2.p1, NM_101736.1.p1, NM_101734.1.p1, NM_112166.1.p1	XM_013729777.1.p1, XM_013783825.1.p1, XM_013733508.1.p1
OG0010662	NM_116552.1.p1	XM_013780212.1.p1, XM_013768517.1.p1
OG0010662	NM_116553.1.p1, NM_101911.2.p1	XM_013772463.1.p1
OG0010663	NM_102022.4.p1	XM_013782241.1.p1
OG0010664	NM_102072.4.p1	XM_013747920.1.p1, XM_013740819.1.p1, XM_013728952.1.p1
OG0010664	NM_106460.3.p1	XM_013732693.1.p1, XM_013764704.1.p1
OG0010665	NM_105792.2.p1, NM_202161.1.p1, NM_102139.2.p1	XM_013730789.1.p1
OG0010666	NM_102231.1.p1	XM_013743486.1.p1
OG0010666	NM_102232.2.p1	XM_013732050.1.p1
OG0010667	NM_102374.4.p1	XM_013766540.1.p1
OG0010668	NM_102557.3.p1	XM_013730278.1.p1
OG0010669	NM_102580.4.p1	XM_013728169.1.p1
OG0010670	NM_102584.3.p1	XM_013771292.1.p1, XM_013728733.1.p1
OG0010671	NM_102648.4.p1	XM_013730888.1.p1, XM_013738637.1.p1, XM_013775256.1.p1
OG0010672	NM_102709.4.p1	XM_013737766.1.p1, XM_013774902.1.p1
OG0010674	NM_102985.4.p1	XM_013730011.1.p1
OG0010675	NM_103032.4.p1	XM_013782811.1.p1
OG0010676	NM_103134.4.p1	XM_013732244.1.p1
OG0010677	NM_103268.5.p1	XM_013736413.1.p1
OG0010678	NM_103432.2.p1	XM_013737447.1.p1
OG0010679	NM_103786.3.p1	XM_013782441.1.p1, XM_013737173.1.p1
OG0010680	NM_112743.3.p1	XM_013772161.1.p1, XM_013783594.1.p1, XM_013728623.1.p1
OG0010680	NM_103792.2.p1	XM_013735632.1.p1
OG0010681	NM_123592.4.p1, NM_103909.4.p1	XM_013736129.1.p1
OG0010682	NM_103931.4.p1	XM_013782458.1.p1, XM_013736121.1.p1
OG0010683	NM_104129.4.p1	XM_013736772.1.p1, XM_013736771.1.p1
OG0010684	NM_104483.3.p1	XM_013732570.1.p1
OG0010685	NM_104572.4.p1	XM_013756516.1.p1
OG0010686	NM_104706.5.p1	XM_013750090.1.p1
OG0010687	NM_104735.4.p1	XM_013757220.1.p1
OG0010688	NM_104844.3.p1	XM_013744951.1.p1
OG0010689	NM_104859.3.p1	XM_013780723.1.p1, XM_013778208.1.p1
OG0010690	NM_105430.3.p1	XM_013761099.1.p1
OG0010691	NM_105525.5.p1	XM_013736562.1.p1
OG0010692	NM_105548.5.p1	XM_013731304.1.p1, XM_013735177.1.p1
OG0010693	NM_105831.5.p1	XM_013736315.1.p1
OG0010694	NM_105836.4.p1	XM_013734391.1.p1, XM_013735905.1.p1
OG0010695	NM_105964.5.p1	XM_013737369.1.p1
OG0010696	NM_106031.4.p1	XM_013733007.1.p1
OG0010697	NM_106131.4.p1	XM_013762750.1.p1, XM_013737331.1.p1
OG0010698	NM_106143.3.p1	XM_013734274.1.p1
OG0010699	NM_106146.5.p1	XM_013734291.1.p1
OG0010700	NM_106220.4.p1	XM_013759589.1.p1, XM_013734764.1.p1
OG0010701	NM_106260.3.p1	XM_013734414.1.p1
OG0010702	NM_106292.3.p1	XM_013733397.1.p1, XM_013764141.1.p1
OG0010703	NM_106540.3.p1	XM_013733288.1.p1
OG0010704	NM_106566.4.p1	XM_013737301.1.p1
OG0010705	NM_106684.5.p1	XM_013736163.1.p1
OG0010706	NM_111133.4.p1	XM_013774607.1.p1, XM_013777983.1.p1
OG0010707	NM_202483.2.p1, NM_111246.3.p1	XM_013731095.1.p1
OG0010708	NM_111346.4.p1	XM_013730082.1.p1
OG0010709	NM_111448.3.p1	XM_013728993.1.p1
OG0010710	NM_111553.4.p1	XM_013730240.1.p1
OG0010711	NM_111899.2.p1	XM_013728048.1.p1
OG0010712	NM_112025.1.p1	XM_013734194.1.p1
OG0010713	NM_112039.3.p1, NM_180235.1.p1	XM_013732011.1.p1
OG0010714	NM_112045.5.p1	XM_013783415.1.p1
OG0010715	NM_112063.4.p1	XM_013772912.1.p1, XM_013730952.1.p1
OG0010716	NM_112218.2.p1	XM_013755366.1.p1
OG0010717	NM_112220.2.p1, NM_112221.2.p1	XM_013730926.1.p1
OG0010718	NM_112558.6.p1	XM_013754055.1.p1
OG0010719	NM_112742.5.p1	XM_013729714.1.p1, XM_013783685.1.p1
OG0010720	NM_112914.5.p1	XM_013782407.1.p1
OG0010721	NM_112942.5.p1	XM_013731781.1.p1
OG0010722	NM_113015.3.p1	XM_013782775.1.p1, XM_013752488.1.p1
OG0010723	NM_113025.4.p1	XM_013782628.1.p1
OG0010724	NM_113031.2.p1	XM_013782613.1.p1
OG0010725	NM_113037.5.p1	XM_013728480.1.p1, XM_013731669.1.p1
OG0010726	NM_113067.4.p1	XM_013768097.1.p1, XM_013782891.1.p1
OG0010727	NM_113083.5.p1	XM_013759719.1.p1
OG0010728	NM_113141.4.p1	XM_013731407.1.p1
OG0010729	NM_113188.3.p1	XM_013780279.1.p1
OG0010730	NM_113207.4.p1	XM_013730880.1.p1
OG0010730	NM_117531.4.p1	XM_013746708.1.p1
OG0010731	NM_117428.4.p1	XM_013780822.1.p1
OG0010731	NM_113298.5.p1	XM_013739940.1.p1
OG0010732	NM_113416.4.p1	XM_013778635.1.p1, XM_013740682.1.p1
OG0010733	NM_113451.4.p1	XM_013760527.1.p1
OG0010734	NM_113514.4.p1	XM_013742660.1.p1, XM_013753328.1.p1
OG0010735	NM_180302.2.p1, NM_113565.3.p1	XM_013756736.1.p1, XM_013742176.1.p1, XM_013742177.1.p1
OG0010736	NM_113632.3.p1	XM_013742779.1.p1
OG0010737	NM_113691.2.p1	XM_013776076.1.p1, XM_013776075.1.p1
OG0010738	NM_114220.4.p1	XM_013767803.1.p1
OG0010740	NM_114542.4.p1	XM_013772100.1.p1, XM_013736119.1.p1
OG0010741	NM_114621.3.p1	XM_013768206.1.p1
OG0010742	NM_114638.3.p1	XM_013774558.1.p1
OG0010743	NM_115057.4.p1	XM_013744751.1.p1
OG0010744	NM_115099.5.p1	XM_013780765.1.p1
OG0010745	NM_115230.3.p1	XM_013780594.1.p1
OG0010746	NM_115281.4.p1	XM_013744624.1.p1, XM_013733102.1.p1
OG0010747	NM_115406.5.p1, NM_202714.4.p1	XM_013749555.1.p1
OG0010748	NM_115434.3.p1	XM_013751881.1.p1
OG0010749	NM_115438.4.p1	XM_013750156.1.p1, XM_013782100.1.p1
OG0010750	NM_115524.3.p1	XM_013775973.1.p1, XM_013775974.1.p1
OG0010751	NM_115553.4.p1	XM_013750448.1.p1, XM_013735808.1.p1
OG0010752	NM_180384.1.p1, NM_115612.3.p1	XM_013749275.1.p1
OG0010753	NM_115802.4.p1	XM_013744613.1.p1, XM_013737286.1.p1
OG0010754	NM_202734.4.p1, NM_115830.5.p1	XM_013747333.1.p1
OG0010755	NM_116012.5.p1	XM_013781997.1.p1, XM_013747768.1.p1
OG0010756	NM_116182.5.p1	XM_013780256.1.p1
OG0010757	NM_116333.3.p1	XM_013751888.1.p1
OG0010758	NM_125565.3.p1	XM_013729586.1.p1
OG0010758	NM_116448.2.p1	XM_013755378.1.p1
OG0010759	NM_116566.4.p1, NM_178964.2.p1	XM_013767227.1.p1, XM_013753178.1.p1
OG0010760	NM_121718.1.p1, NM_121721.6.p1	XM_013745305.1.p1
OG0010760	NM_121717.1.p1, NM_121716.2.p1, NM_121715.4.p1, NM_116595.1.p1	XM_013770931.1.p1, XM_013770411.1.p1, XM_013772237.1.p1, XM_013771842.1.p1, XM_013759393.1.p1, XM_013768364.1.p1
OG0010761	NM_116671.3.p1	XM_013756080.1.p1
OG0010762	NM_116715.5.p1	XM_013756524.1.p1
OG0010763	NM_116734.3.p1	XM_013755828.1.p1
OG0010764	NM_179022.4.p1, NM_117068.5.p1	XM_013762083.1.p1
OG0010765	NM_117144.4.p1	XM_013757598.1.p1
OG0010766	NM_117198.5.p1	XM_013756396.1.p1
OG0010767	NM_117724.4.p1	XM_013734199.1.p1
OG0010768	NM_117756.7.p1	XM_013763224.1.p1
OG0010769	NM_117787.4.p1, NM_202834.2.p1	XM_013744723.1.p1
OG0010770	NM_117822.4.p1	XM_013746285.1.p1
OG0010771	NM_117947.5.p1	XM_013738119.1.p1
OG0010772	NM_117994.4.p1	XM_013743318.1.p1
OG0010773	NM_118218.1.p1, NM_118217.2.p1	XM_013771707.1.p1, XM_013741838.1.p1
OG0010774	NM_118253.1.p1	XM_013732626.1.p1, XM_013772529.1.p1
OG0010775	NM_118381.4.p1	XM_013762615.1.p1
OG0010776	NM_118434.2.p1	XM_013738209.1.p1
OG0010777	NM_179018.1.p1, NM_118487.4.p1	XM_013733002.1.p1, XM_013732994.1.p1, XM_013740601.1.p1
OG0010778	NM_118521.3.p1	XM_013738563.1.p1, XM_013741851.1.p1
OG0010780	NM_118848.2.p1, NM_118850.3.p1, NM_118849.2.p1, NM_118851.1.p1	XM_013767900.1.p1, XM_013737053.1.p1, XM_013765998.1.p1, XM_013733895.1.p1, XM_013733305.1.p1
OG0010781	NM_118896.3.p1	XM_013743688.1.p1, XM_013745369.1.p1
OG0010782	NM_118922.5.p1	XM_013740603.1.p1
OG0010782	NM_124678.5.p1	XM_013763162.1.p1, XM_013757277.1.p1
OG0010783	NM_118963.4.p1	XM_013766254.1.p1
OG0010784	NM_119097.4.p1	XM_013775271.1.p1, XM_013744800.1.p1
OG0010785	NM_119169.3.p1	XM_013730202.1.p1, XM_013740724.1.p1
OG0010786	NM_119216.5.p1	XM_013743826.1.p1, XM_013749537.1.p1
OG0010787	NM_119229.2.p1	XM_013747924.1.p1
OG0010788	NM_119241.6.p1	XM_013742726.1.p1
OG0010789	NM_119371.3.p1	XM_013744812.1.p1, XM_013760968.1.p1, XM_013759236.1.p1
OG0010790	NM_119421.5.p1	XM_013782634.1.p1
OG0010791	NM_119564.5.p1	XM_013774791.1.p1, XM_013738385.1.p1
OG0010792	NM_119615.5.p1	XM_013742253.1.p1
OG0010793	NM_119901.2.p1	XM_013738301.1.p1
OG0010794	NM_120107.3.p1	XM_013738257.1.p1, XM_013738256.1.p1
OG0010795	NM_120151.3.p1	XM_013781176.1.p1, XM_013740337.1.p1
OG0010796	NM_120208.4.p1	XM_013755228.1.p2
OG0010797	NM_120252.2.p1	XM_013763334.1.p1
OG0010798	NM_120361.5.p1	XM_013755058.1.p1
OG0010799	NM_120461.4.p1	XM_013765616.1.p1
OG0010800	NM_120483.3.p1	XM_013780387.1.p1, XM_013755369.1.p1
OG0010801	NM_180439.2.p1, NM_120609.3.p1	XM_013753872.1.p1
OG0010802	NM_120738.5.p1	XM_013757169.1.p1
OG0010803	NM_120784.4.p1	XM_013751316.1.p1, XM_013762916.1.p1
OG0010804	NM_120832.2.p1	XM_013755565.1.p1
OG0010805	NM_120915.2.p1	XM_013763320.1.p1
OG0010806	NM_120940.3.p1	XM_013771167.1.p1, XM_013756027.1.p1
OG0010807	NM_121143.2.p1, NM_125275.2.p1	XM_013764598.1.p1, XM_013772647.1.p1
OG0010808	NM_121192.2.p1	XM_013761034.1.p1
OG0010809	NM_121194.4.p1	XM_013765566.1.p1, XM_013756383.1.p1
OG0010810	NM_121315.3.p1	XM_013773374.1.p1
OG0010811	NM_121380.3.p1	XM_013765252.1.p1
OG0010812	NM_121387.4.p1	XM_013766531.1.p1
OG0010813	NM_121457.3.p1	XM_013762841.1.p1
OG0010814	NM_121651.2.p1	XM_013761354.1.p1, XM_013773894.1.p1
OG0010815	NM_121698.2.p1	XM_013764145.1.p1
OG0010815	NM_180541.3.p1	XM_013753220.1.p1
OG0010816	NM_121723.5.p1	XM_013760617.1.p1
OG0010817	NM_121918.4.p1	XM_013756300.1.p1
OG0010818	NM_122015.5.p1	XM_013767285.1.p1
OG0010819	NM_122066.4.p1	XM_013756448.1.p1
OG0010820	NM_129909.3.p1	XM_013780270.1.p1
OG0010820	NM_122312.2.p1	XM_013741569.1.p1, XM_013755117.1.p1
OG0010821	NM_122357.3.p1	XM_013750822.1.p1
OG0010822	NM_122923.3.p1	XM_013769933.1.p1
OG0010823	NM_123245.4.p1	XM_013781862.1.p1
OG0010824	NM_123250.4.p1	XM_013734815.1.p1
OG0010825	NM_123380.3.p1	XM_013779540.1.p1
OG0010826	NM_123964.4.p1	XM_013766131.1.p1
OG0010827	NM_124012.3.p1	XM_013737519.1.p1
OG0010828	NM_124480.3.p1	XM_013774963.1.p1
OG0010829	NM_124567.5.p1	XM_013750983.1.p1
OG0010830	NM_124738.4.p1	XM_013751199.1.p1, XM_013751197.1.p1
OG0010831	NM_124759.2.p1	XM_013751246.1.p1
OG0010832	NM_124771.3.p1	XM_013765682.1.p1
OG0010833	NM_124824.7.p1	XM_013765460.1.p1, XM_013756600.1.p1
OG0010834	NM_124832.3.p1	XM_013767876.1.p1
OG0010835	NM_124850.4.p1	XM_013765951.1.p1, XM_013756891.1.p1
OG0010836	NM_124965.2.p1	XM_013754617.1.p1
OG0010837	NM_125110.6.p1	XM_013770346.1.p1
OG0010838	NM_125147.5.p1	XM_013756344.1.p1
OG0010839	NM_203243.2.p1, NM_125487.3.p1	XM_013742022.1.p1
OG0010840	NM_125489.3.p1	XM_013742019.1.p1
OG0010841	NM_125647.4.p1	XM_013773859.1.p1
OG0010842	NM_125800.5.p1	XM_013762865.1.p1, XM_013755862.1.p1
OG0010843	NM_180932.2.p1, NM_125821.5.p1	XM_013767556.1.p1
OG0010844	NM_126007.4.p1	XM_013762573.1.p1
OG0010845	NM_203274.2.p1, NM_126034.3.p1	XM_013743949.1.p1
OG0010846	NM_126233.6.p1	XM_013766225.1.p1, XM_013743918.1.p1
OG0010847	NM_179602.1.p1, NM_126442.4.p1	XM_013738106.1.p1
OG0010848	NM_127064.4.p1	XM_013767484.1.p1
OG0010849	NM_127592.4.p1	XM_013743564.1.p1
OG0010850	NM_128248.2.p1	XM_013780457.1.p1
OG0010851	NM_128335.2.p1	XM_013778346.1.p1
OG0010852	NM_128698.3.p1	XM_013778063.1.p1, XM_013769682.1.p1
OG0010853	NM_128760.4.p1	XM_013766435.1.p1
OG0010854	NM_128823.5.p1	XM_013774049.1.p1
OG0010855	NM_128924.4.p1	XM_013778845.1.p1
OG0010856	NM_128939.4.p1	XM_013775392.1.p1
OG0010857	NM_129128.4.p1	XM_013776129.1.p1
OG0010858	NM_129173.3.p1	XM_013776330.1.p1
OG0010859	NM_129311.3.p1, NM_201895.3.p1	XM_013781096.1.p1
OG0010860	NM_129357.4.p1	XM_013775707.1.p1
OG0010861	NM_129405.4.p1	XM_013782076.1.p1
OG0010862	NM_129460.4.p1, NM_129459.4.p1	XM_013773404.1.p1
OG0010863	NM_129476.3.p1	XM_013772965.1.p1
OG0010864	NM_129581.4.p1	XM_013778749.1.p1, XM_013776710.1.p1, XM_013769984.1.p1
OG0010865	NM_129617.5.p1	XM_013776562.1.p1
OG0010866	NM_129677.4.p1	XM_013780665.1.p1
OG0010867	NM_129731.6.p1	XM_013766269.1.p1, XM_013781511.1.p1
OG0010868	NM_129732.2.p1	XM_013772750.1.p1
OG0010869	NM_129851.4.p1	XM_013781749.1.p1
OG0010870	NM_147845.2.p1	XM_013764276.1.p1
OG0010871	NM_147875.5.p1	XM_013755700.1.p1, XM_013772757.1.p1
OG0010872	NM_147882.3.p1	XM_013766312.1.p1, XM_013750887.1.p1
