Orthogroup	Arabidopsis_thaliana_rna_prot	Quercus_robur_rna_prot
OG0007322	NM_116544.4.p1	XM_050409205.1.p1
OG0007323	NM_116554.3.p1	XM_050409905.1.p1
OG0007324	NM_116901.4.p1	XM_050395296.1.p1
OG0007325	NM_202234.3.p1, NM_117002.3.p1	XM_050412749.1.p1
OG0007326	NM_117033.3.p1	XM_050400301.1.p1
OG0007327	NM_117050.3.p1	XM_050410804.1.p1
OG0007328	NM_117117.3.p1, NM_117118.5.p1	XM_050393598.1.p1, XM_050412850.1.p1
OG0007329	NM_117152.5.p1, NM_202801.1.p1	XM_050412970.1.p1
OG0007330	NM_117213.4.p1	XM_050386692.1.p1, XM_050417816.1.p1
OG0007331	NM_117256.3.p1	XM_050407634.1.p1, XM_050407635.1.p1
OG0007332	NM_117345.3.p1	XM_050419927.1.p1, XM_050419932.1.p1, XM_050419929.1.p1, XM_050419933.1.p1, XM_050419930.1.p1
OG0007333	NM_117352.2.p1	XM_050396412.1.p1, XM_050396411.1.p1
OG0007334	NM_117411.2.p1	XM_050415812.1.p1
OG0007335	NM_117569.2.p1	XM_050384622.1.p1
OG0007336	NM_117654.3.p1, NM_117653.6.p1	XM_050410471.1.p1, XM_050384206.1.p1
OG0007337	NM_117842.3.p1	XM_050408448.1.p1, XM_050408449.1.p1
OG0007338	NM_124082.5.p1, NM_117868.6.p1	XM_050408776.1.p1
OG0007339	NM_123961.4.p1, NM_117962.3.p1	XM_050431257.1.p1, XM_050431258.1.p1
OG0007340	NM_118393.3.p1	XM_050411184.1.p1
OG0007341	NM_118398.5.p1	XM_050389627.1.p1, XM_050389625.1.p1, XM_050389626.1.p1, XM_050400054.1.p1
OG0007342	NM_118595.5.p1	XM_050398677.1.p1
OG0007343	NM_118636.3.p1	XM_050401932.1.p1, XM_050414725.1.p1
OG0007344	NM_118821.6.p1, NM_179227.3.p1	XM_050411150.1.p1
OG0007345	NM_119101.4.p1	XM_050414296.1.p1
OG0007346	NM_119207.3.p1	XM_050416352.1.p1, XM_050416351.1.p1
OG0007347	NM_119225.3.p1	XM_050416415.1.p1
OG0007348	NM_119536.4.p1	XM_050405677.1.p1
OG0007349	NM_120030.4.p1, NM_119658.3.p1	XM_050407346.1.p1
OG0007350	NM_119826.8.p1	XM_050435445.1.p1
OG0007351	NM_179236.3.p1, NM_120021.2.p1	XM_050404421.1.p1
OG0007352	NM_120155.4.p1	XM_050435181.1.p1, XM_050435180.1.p1
OG0007353	NM_125250.3.p1	XM_050383946.1.p1
OG0007353	NM_120215.5.p1	XM_050387987.1.p1
OG0007354	NM_120261.4.p1	XM_050388154.1.p1
OG0007355	NM_120276.5.p1	XM_050388267.1.p1
OG0007356	NM_120845.5.p1	XM_050397108.1.p1
OG0007357	NM_120881.3.p1	XM_050400789.1.p1
OG0007358	NM_120936.4.p1	XM_050393530.1.p1
OG0007359	NM_121242.5.p1, NM_203040.1.p1	XM_050407491.1.p1
OG0007360	NM_121264.3.p1	XM_050427047.1.p1
OG0007361	NM_121350.4.p1	XM_050427540.1.p1
OG0007362	NM_121375.5.p1	XM_050427766.1.p1
OG0007363	NM_180485.3.p1, NM_121392.3.p1	XM_050414629.1.p1
OG0007364	NM_121464.2.p1	XM_050415234.1.p1
OG0007365	NM_121695.2.p1	XM_050397969.1.p1
OG0007366	NM_121815.3.p1	XR_007645199.1.p1, XM_050388950.1.p1
OG0007367	NM_121973.5.p1	XM_050413563.1.p1
OG0007368	NM_122012.3.p1	XM_050415891.1.p1
OG0007369	NM_122135.6.p1	XM_050424054.1.p1, XM_050424065.1.p1
OG0007370	NM_122393.3.p1	XM_050409580.1.p1
OG0007371	NM_122459.3.p1	XM_050412543.1.p1
OG0007372	NM_123545.4.p1	XM_050413083.1.p1
OG0007373	NM_123574.3.p1	XM_050412887.1.p1
OG0007374	NM_123645.4.p1	XM_050411541.1.p1, XM_050411542.1.p1, XM_050411544.1.p1
OG0007375	NM_123848.4.p1	XM_050404769.1.p1
OG0007376	NM_124027.3.p1	XM_050426760.1.p1, XM_050409209.1.p1
OG0007377	NM_124072.3.p1	XM_050410093.1.p1
OG0007378	NM_124153.6.p1	XM_050432255.1.p1
OG0007379	NM_124269.3.p1	XM_050397271.1.p1, XM_050412726.1.p1, XM_050436588.1.p1
OG0007380	NM_124421.2.p1	XM_050389294.1.p1, XM_050415632.1.p1
OG0007381	NM_124476.3.p1	XM_050400357.1.p1
OG0007382	NM_124805.3.p1	XM_050391402.1.p1
OG0007383	NM_124864.5.p1	XM_050412336.1.p1
OG0007384	NM_124941.3.p1	XM_050389961.1.p1
OG0007385	NM_203210.2.p1, NM_124943.5.p1	XM_050390599.1.p1
OG0007386	NM_125160.6.p1	XM_050416483.1.p1
OG0007387	NM_203246.3.p1, NM_125561.4.p1	XM_050398379.1.p1
OG0007388	NM_126052.3.p1	XM_050400546.1.p1, XM_050400548.1.p1
OG0007389	NM_126205.4.p1	XM_050415848.1.p1, XM_050415856.1.p1, XM_050415865.1.p1
OG0007390	NM_126238.3.p1	XM_050419603.1.p1
OG0007391	NM_126487.4.p1	XM_050391930.1.p1, XM_050391929.1.p1
OG0007392	NM_127325.2.p1	XM_050385704.1.p1
OG0007393	NM_127387.3.p1	XM_050435413.1.p1
OG0007394	NM_127633.3.p1	XR_007646042.1.p1, XM_050392327.1.p1, XM_050392326.1.p1, XR_007646043.1.p1, XR_007646041.1.p1, XM_050392325.1.p1
OG0007395	NM_127716.3.p1	XM_050404426.1.p1, XM_050404425.1.p1, XM_050404424.1.p1
OG0007396	NM_128208.5.p1	XM_050411322.1.p1
OG0007397	NM_128818.3.p1	XM_050392008.1.p1
OG0007398	NM_128850.3.p1	XM_050383415.1.p1
OG0007399	NM_129348.4.p1	XM_050405948.1.p1, XR_007648600.1.p1, XM_050388378.1.p1
OG0007400	NM_129607.4.p1	XM_050394925.1.p1
OG0007401	NM_129903.3.p1	XM_050399725.1.p1
OG0007402	NM_130057.4.p1, NM_130056.6.p1	XM_050394596.1.p1
OG0007403	NM_130310.3.p1	XM_050412205.1.p1
OG0007404	NM_130368.4.p1	XM_050409578.1.p1
OG0007405	NM_148436.4.p1	XM_050428450.1.p1, XM_050428447.1.p1, XM_050428448.1.p1, XM_050428449.1.p1
OG0007406	NM_148464.3.p1	XM_050421199.1.p1, XM_050421196.1.p1, XM_050421198.1.p1
OG0007407	NM_148733.3.p1	XM_050419879.1.p1, XR_007652782.1.p1
OG0007408	NM_148863.4.p1	XM_050402460.1.p1
OG0007409	NM_178981.2.p1, NM_178980.2.p1	XM_050410672.1.p1
OG0007410	NM_179078.3.p1	XM_050432165.1.p1
OG0007411	NM_180066.3.p1	XM_050399659.1.p1
OG0007412	NM_180827.3.p1	XM_050436531.1.p1, XM_050387313.1.p1
OG0007413	NM_202069.3.p1	XM_050418131.1.p1
OG0007414	NM_202921.2.p1	XM_050410942.1.p1, XM_050410941.1.p1
OG0007460	NM_001084055.3.p1, NM_001084056.1.p1, NM_001035954.4.p1	XM_050409624.1.p1, XM_050409623.1.p1
OG0007461	NM_001036005.2.p1, NM_102134.3.p1, NM_105807.2.p1	XM_050397795.1.p1
OG0007462	NM_106113.4.p1, NM_001334653.1.p1, NM_001036204.3.p1	XR_007647483.1.p1, XM_050400135.1.p1
OG0007463	NM_001036485.4.p1	XM_050396028.1.p1
OG0007464	NM_001036570.1.p1, NM_001341051.1.p1, NM_117643.4.p1, NM_001084927.2.p1	XM_050384347.1.p1, XM_050384387.1.p1
OG0007465	NM_179226.3.p1, NM_001036679.1.p1	XM_050416446.1.p1, XM_050416444.1.p1
OG0007466	NM_103795.1.p1, NM_122479.4.p1, NM_001344024.1.p1, NM_122646.4.p1, NM_001036877.2.p1	XM_050395009.1.p1, XM_050412242.1.p1
OG0007467	NM_001036989.2.p1, NM_001125952.2.p1, NM_001345045.1.p1	XM_050396560.1.p1
OG0007468	NM_124895.3.p1, NM_001036999.1.p1	XM_050390852.1.p1
OG0007469	NM_001084066.1.p1, NM_202098.3.p1	XM_050419770.1.p1, XM_050430582.1.p1, XM_050419769.1.p1
OG0007470	NM_001335732.1.p1, NM_001084462.1.p1	XM_050404300.1.p1
OG0007471	NM_001084520.1.p1	XM_050400999.1.p1, XM_050401000.1.p1
OG0007472	NM_001336838.1.p1, NM_129603.4.p1, NM_001084561.2.p1	XM_050394919.1.p1
OG0007473	NM_001084575.1.p1	XM_050402805.1.p1, XM_050396289.1.p1, XM_050396290.1.p1, XM_050396293.1.p1
OG0007474	NM_001341394.1.p1, NM_118124.3.p1, NM_001084941.2.p1	XM_050433435.1.p1, XM_050427241.1.p1, XM_050406100.1.p1
OG0007475	NM_001342369.1.p1, NM_001085027.2.p1, NM_119743.4.p1	XM_050385679.1.p1
OG0007476	NM_001345688.1.p1, NM_001345689.1.p1, NM_001345690.1.p1, NM_001085096.1.p1	XM_050436198.1.p1
OG0007477	NM_001085141.1.p1, NM_122100.4.p1	XM_050387664.1.p1, XM_050432317.1.p1
OG0007479	NM_001085252.1.p1, NM_180810.3.p1	XM_050431759.1.p1, XM_050431760.1.p1
OG0007480	NM_001333780.1.p1, NM_001124036.2.p1	XM_050417698.1.p1
OG0007481	NM_111527.3.p1, NM_001125119.2.p1	XM_050383730.1.p1
OG0007482	NM_001125213.2.p1	XM_050414145.1.p1
OG0007483	NM_001125214.2.p1, NM_113294.3.p1	XM_050427837.1.p1, XM_050427836.1.p1
OG0007484	NM_001125316.2.p1, NM_001339339.1.p1	XM_050401122.1.p1
OG0007485	NM_119370.5.p1, NM_001125620.1.p1	XM_050402494.1.p1, XM_050402498.1.p1
OG0007486	NM_120028.5.p1, NM_001125668.2.p1, NM_001342509.1.p1	XM_050405267.1.p1, XM_050405266.1.p1
OG0007487	NM_001126003.1.p1, NM_125586.4.p1	XM_050433178.1.p1
OG0007489	NM_147871.6.p1, NM_001203424.1.p1, NM_001161257.2.p1	XM_050421431.1.p1
OG0007490	NM_001198036.2.p1	XM_050432590.1.p1
OG0007491	NM_101047.3.p1, NM_001198037.1.p1	XM_050419897.1.p1, XM_050405243.1.p1, XM_050405242.1.p1
OG0007492	NM_101296.5.p1, NM_001198063.1.p1	XM_050421119.1.p1, XM_050421116.1.p1
OG0007493	NM_001198128.1.p1, NM_102013.5.p1	XM_050399359.1.p1
OG0007494	NM_102014.6.p1, NM_001198129.1.p1	XM_050399370.1.p1, XM_050399372.1.p1
OG0007495	NM_001198195.1.p1	XM_050409602.1.p1
OG0007496	NM_103855.5.p1, NM_001198253.1.p1	XM_050404188.1.p1, XR_007648234.1.p1
OG0007497	NM_001198285.1.p1, NM_104253.3.p1	XM_050429123.1.p1, XM_050429121.1.p1
OG0007498	NM_001198333.1.p1, NM_104605.4.p1	XM_050395508.1.p1
OG0007499	NM_001198391.1.p1, NM_105221.3.p1	XM_050386817.1.p1
OG0007500	NM_119208.2.p1, NM_127964.5.p1, NM_001202657.1.p1	XM_050416357.1.p1
OG0007501	NM_129831.5.p1, NM_001202805.1.p1	XM_050392527.1.p1, XM_050392529.1.p1, XM_050392528.1.p1
OG0007502	NM_130083.5.p1, NM_001202819.1.p1	XM_050426147.1.p1
OG0007503	NM_001202977.2.p1, NM_104120.4.p1	XM_050430334.1.p1
OG0007504	NM_001203024.1.p1	XM_050420129.1.p1, XM_050420130.1.p1, XM_050420132.1.p1, XM_050420135.1.p1
OG0007505	NM_180693.2.p1, NM_001203242.1.p1	XM_050427597.1.p1
OG0007506	NM_001203459.1.p1, NM_122390.4.p1	XM_050422573.1.p1, XM_050422572.1.p1, XM_050410346.1.p1
OG0007507	NM_123632.5.p1, NM_001203523.1.p1	XM_050411305.1.p1
OG0007508	NM_101257.4.p1, NM_001332097.1.p1, NM_125517.4.p1, NM_001203657.1.p1	XM_050421382.1.p1
OG0007509	NM_116778.4.p1, NM_001203753.1.p1, NM_179403.4.p1	XM_050431995.1.p1
OG0007510	NM_001341432.1.p1, NM_001203851.2.p1, NM_001341434.1.p1, NM_001341430.1.p1, NM_001341426.1.p1, NM_001341429.1.p1, NM_001341433.1.p1	XM_050425999.1.p1
OG0007511	NM_127582.3.p1, NM_001203935.1.p1	XM_050396079.1.p1
OG0007512	NM_001331467.1.p1, NM_100301.5.p1	XM_050384751.1.p1
OG0007513	NM_100638.5.p1, NM_001331714.1.p1	XM_050392947.1.p1, XM_050392946.1.p1
OG0007514	NM_101071.3.p1, NM_001332016.1.p1, NM_104913.4.p1	XM_050432490.1.p1
OG0007515	NM_102078.3.p1, NM_001332545.1.p1, NM_102076.4.p1	XM_050410382.1.p1
OG0007516	NM_001332655.1.p1, NM_001332660.1.p1	XM_050419656.1.p1
OG0007517	NM_001332789.1.p1, NM_001332790.1.p1, NM_102555.3.p1	XM_050420342.1.p1, XR_007652870.1.p1
OG0007518	NM_001333039.1.p1	XM_050407707.1.p1
OG0007519	NM_103742.3.p1, NM_001333337.1.p1	XM_050411366.1.p1
OG0007520	NM_001333414.1.p1, NM_001333411.1.p1, NM_103886.4.p1, NM_001333412.1.p1, NM_001333410.1.p1, NM_001333407.1.p1, NM_001333408.1.p1	XM_050404216.1.p1
OG0007521	NM_001333610.1.p1	XM_050429139.1.p1, XM_050429135.1.p1
OG0007522	NM_001333678.1.p1, NM_111399.5.p1	XM_050421818.1.p1
OG0007523	NM_105201.5.p1, NM_001334200.1.p1	XM_050413214.1.p1
OG0007524	NM_105648.4.p1, NM_001334427.1.p1	XM_050421053.1.p1, XM_050421051.1.p1
OG0007525	NM_001334525.1.p1, NM_001334524.1.p1	XM_050429169.1.p1
OG0007527	NM_001334921.1.p1, NM_001334923.1.p1, NM_106628.3.p1	XM_050385885.1.p1, XM_050385884.1.p1, XM_050385881.1.p1, XM_050385876.1.p1, XM_050385877.1.p1, XM_050385878.1.p1, XM_050385879.1.p1
OG0007528	NM_126365.4.p1, NM_001335167.1.p1, NM_001335168.1.p1	XM_050406950.1.p1
OG0007529	NM_001335198.1.p1, NM_126415.6.p1	XM_050421522.1.p1, XM_050421526.1.p1, XM_050421529.1.p1, XM_050421533.1.p1, XM_050421561.1.p1
OG0007530	NM_001335249.1.p1, NM_001335252.1.p1	XM_050391896.1.p1
OG0007531	NM_001335532.1.p1	XM_050405722.1.p1
OG0007532	NM_119702.5.p1, NM_127289.4.p1, NM_127287.5.p1, NM_001335546.1.p1	XM_050404203.1.p1
OG0007533	NM_001335620.1.p1, NM_127465.4.p1	XM_050409674.1.p1
OG0007534	NM_001335744.1.p1, NM_201776.3.p1	XM_050407122.1.p1
OG0007535	NM_001335869.1.p1, NM_001335868.1.p1	XM_050416447.1.p1
OG0007536	NM_128103.3.p1, NM_001335997.1.p1	XM_050412463.1.p1
OG0007537	NM_114454.3.p1, NM_001336181.1.p1	XM_050435752.1.p1
OG0007538	NM_001337997.1.p1, NM_001336786.1.p1, NM_001336789.1.p1, NM_001336787.1.p1	XM_050394531.1.p1
OG0007539	NM_180064.3.p1, NM_001337024.1.p1	XM_050400870.1.p1, XM_050400869.1.p1
OG0007540	NM_001337047.1.p1, NM_129918.3.p1	XM_050401469.1.p1, XM_050402302.1.p1
OG0007541	NM_111022.3.p1, NM_001337347.1.p1, NM_121458.4.p1	XM_050415186.1.p1
OG0007542	NM_111073.4.p1, NM_001337380.1.p1	XM_050414616.1.p1
OG0007543	NM_001343466.1.p1, NM_121685.5.p1, NM_001337451.1.p1	XM_050397932.1.p1, XM_050397931.1.p1
OG0007544	NM_111398.3.p1, NM_001337572.1.p1	XM_050418295.1.p1
OG0007545	NM_001337781.1.p1, NM_001337779.1.p1, NM_001337776.1.p1, NM_001337778.1.p1, NM_001337782.1.p1, NM_001337780.1.p1	XM_050388117.1.p1
OG0007546	NM_001337867.1.p1, NM_001342753.1.p1, NM_120495.3.p1	XM_050389345.1.p1
OG0007547	NM_001338004.1.p1, NM_001338003.1.p1, NM_112099.3.p1, NM_001338005.1.p1	XM_050427996.1.p1
OG0007548	NM_001338150.1.p1, NM_112377.2.p1	XM_050391693.1.p1
OG0007549	NM_001338210.1.p1	XM_050430173.1.p1, XM_050430174.1.p1
OG0007550	NM_001338393.1.p1, NM_112823.4.p1	XM_050415911.1.p1
OG0007551	NM_001338395.1.p1, NM_112831.5.p1	XM_050406169.1.p1
OG0007552	NM_001338695.1.p1	XM_050413583.1.p1, XR_007651407.1.p1, XM_050413585.1.p1, XR_007651408.1.p1
OG0007553	NM_113569.3.p1, NM_001338814.1.p1	XM_050420598.1.p1
OG0007554	NM_001338858.1.p1	XM_050414818.1.p1
OG0007555	NM_001339016.1.p1, NM_113853.4.p1	XM_050413471.1.p1
OG0007556	NM_001339038.1.p1, NM_113902.4.p1	XM_050423493.1.p1, XM_050423496.1.p1, XM_050423494.1.p1, XM_050414558.1.p1
OG0007557	NM_001339288.1.p1	XR_007651069.1.p1
OG0007558	NM_114766.1.p1, NM_001339397.1.p1	XM_050397781.1.p1, XM_050397783.1.p1
OG0007559	NM_115042.3.p1, NM_001339534.1.p1	XM_050388000.1.p1, XM_050387998.1.p1, XM_050387997.1.p1
OG0007560	NM_001339792.1.p1, NM_129629.3.p1	XM_050432420.1.p1, XM_050394989.1.p1
OG0007561	NM_001340266.1.p1, NM_116299.3.p1	XM_050393784.1.p1
OG0007562	NM_001340355.1.p1, NM_001340356.1.p1, NM_001340357.1.p1, NM_116433.3.p1	XM_050410247.1.p1
OG0007563	NM_001340515.1.p1, NM_116726.4.p1, NM_001340516.1.p1	XM_050432640.1.p1
OG0007564	NM_001340686.1.p1, NM_117148.5.p1	XM_050412947.1.p1
OG0007565	NM_001340694.1.p1	XM_050413021.1.p1
OG0007566	NM_001340847.1.p1, NM_001340849.1.p1, NM_117406.3.p1, NM_001340848.1.p1	XM_050383281.1.p1
OG0007567	NM_001341335.1.p1, NM_118059.3.p1	XM_050409079.1.p1
OG0007568	NM_116718.3.p1, NM_116722.4.p1, NM_001341518.1.p1, NM_118306.7.p1	XM_050407393.1.p1, XM_050407392.1.p1
OG0007569	NM_001341901.1.p1, NM_001341902.1.p1, NM_118940.5.p1	XM_050416513.1.p1
OG0007570	NM_001342166.1.p1, NM_119418.3.p1, NM_202937.1.p1	XM_050410949.1.p1, XM_050410952.1.p1
OG0007571	NM_119434.4.p1, NM_001342177.1.p1	XM_050410429.1.p1
OG0007572	NM_001342303.1.p1, NM_001342304.1.p1, NM_001342306.1.p1, NM_119650.4.p1, NM_001342305.1.p1, NM_120040.4.p1	XM_050406371.1.p1
OG0007573	NM_120460.5.p1, NM_001342733.1.p1, NM_179935.2.p1	XM_050387432.1.p1
OG0007574	NM_120526.5.p1, NM_001342773.1.p1	XM_050394018.1.p1, XR_007646157.1.p1
OG0007575	NM_001342887.1.p1, NM_120742.3.p1	XM_050388557.1.p1
OG0007576	NM_120900.6.p1, NM_001342991.1.p1, NM_001342988.1.p1, NM_001342989.1.p1	XM_050400847.1.p1
OG0007577	NM_001343090.1.p1, NM_121053.5.p1	XM_050385855.1.p1
OG0007578	NM_121118.5.p1, NM_001343138.1.p1, NM_122415.2.p1	XM_050412277.1.p1
OG0007579	NM_001343192.1.p1	XM_050411157.1.p1, XM_050411156.1.p1
OG0007580	NM_001343232.1.p1, NM_001343234.1.p1	XM_050426826.1.p1
OG0007581	NM_001343275.1.p1, NM_001343276.1.p1, NM_001343274.1.p1, NM_121351.5.p1	XM_050427226.1.p1
OG0007582	NM_111025.4.p1, NM_180162.1.p1, NM_001343341.1.p1, NM_121454.3.p1	XM_050415082.1.p1
OG0007583	NM_001343457.1.p1, NM_203062.2.p1, NM_121667.4.p1	XM_050414076.1.p1
OG0007584	NM_122441.2.p1, NM_001343917.1.p1	XM_050412434.1.p1
OG0007585	NM_001343985.1.p1	XM_050428026.1.p1
OG0007586	NM_001344000.1.p1, NM_001343999.1.p1, NM_001344001.1.p1, NM_001344002.1.p1	XM_050397984.1.p1
OG0007587	NM_001344105.1.p1, NM_122937.3.p1	XM_050414191.1.p1
OG0007588	NM_123392.2.p1, NM_001344319.1.p1	XM_050415304.1.p1, XM_050415306.1.p1
OG0007589	NM_001344668.1.p1, NM_001344670.1.p1, NM_001344669.1.p1, NM_123997.3.p1	XM_050431787.1.p1
OG0007590	NM_124080.3.p1, NM_001344707.1.p1	XM_050409713.1.p1
OG0007591	NM_001344963.1.p1	XM_050396513.1.p1
OG0007592	NM_125715.5.p1, NM_001345582.1.p1	XM_050399831.1.p1
OG0007593	NM_099991.4.p1	XM_050393578.1.p1
OG0007594	NM_100192.2.p1	XM_050395684.1.p1
OG0007595	NM_100248.5.p1, NM_202024.2.p1	XM_050392322.1.p1, XR_007646040.1.p1
OG0007596	NM_100304.5.p1, NM_123738.3.p1	XM_050383566.1.p1
OG0007597	NM_100335.4.p1	XM_050383245.1.p1
OG0007598	NM_100368.3.p1	XM_050383117.1.p1
OG0007599	NM_100485.3.p1	XM_050401248.1.p1, XM_050401246.1.p1
OG0007600	NM_100585.2.p1	XM_050384242.1.p1
OG0007601	NM_100610.4.p1, NM_128511.2.p1	XM_050433935.1.p1
OG0007602	NM_100632.3.p1	XM_050434964.1.p1, XM_050434962.1.p1, XM_050434966.1.p1, XM_050434965.1.p1, XM_050434963.1.p1
OG0007603	NM_100714.3.p1, NM_128278.3.p1	XM_050429343.1.p1
OG0007604	NM_100772.5.p1	XM_050418194.1.p1
OG0007605	NM_100960.3.p1	XM_050436696.1.p1
OG0007607	NM_101016.4.p1	XM_050421656.1.p1
OG0007608	NM_104869.3.p1, NM_101036.3.p1	XM_050432632.1.p1, XM_050386437.1.p1
OG0007609	NM_101343.2.p1	XM_050419669.1.p1
OG0007610	NM_101351.2.p1, NM_202101.1.p1, NM_202102.3.p1	XM_050419579.1.p1
OG0007611	NM_101501.3.p1, NM_106595.4.p1	XM_050422697.1.p1
OG0007612	NM_101524.3.p1, NM_127183.3.p1	XM_050405412.1.p1
OG0007613	NM_101647.5.p1	XM_050400049.1.p1
OG0007614	NM_101679.4.p1	XM_050399441.1.p1
OG0007615	NM_101718.5.p1	XR_007647764.1.p1, XM_050401195.1.p1
OG0007616	NM_101825.3.p1	XM_050411586.1.p1
OG0007617	NM_105702.4.p1, NM_102227.4.p1	XM_050390226.1.p1
OG0007618	NM_102512.3.p1	XM_050408984.1.p1
OG0007619	NM_102639.3.p1	XM_050388976.1.p1
OG0007621	NM_102857.2.p1	XM_050405094.1.p1
OG0007622	NM_102911.3.p1	XM_050409247.1.p1
OG0007623	NM_102913.3.p1	XM_050409857.1.p1
OG0007624	NM_102940.6.p1	XM_050407770.1.p1
OG0007627	NM_103713.3.p1	XM_050435767.1.p1, XM_050435766.1.p1, XM_050435768.1.p1
OG0007628	NM_103822.3.p1	XM_050405690.1.p1
OG0007629	NM_103872.4.p1	XM_050407377.1.p1, XM_050407378.1.p1
OG0007630	NM_104036.3.p1	XM_050433217.1.p1, XM_050433219.1.p1
OG0007631	NM_104263.5.p1	XM_050429159.1.p1
OG0007632	NM_104509.4.p1, NM_104508.2.p1	XM_050383516.1.p1, XM_050383517.1.p1, XM_050413931.1.p1
OG0007633	NM_104977.3.p1	XM_050410976.1.p1
OG0007634	NM_105065.3.p1	XM_050410744.1.p1
OG0007635	NM_105113.4.p1	XM_050413066.1.p1
OG0007636	NM_105323.3.p1	XM_050409993.1.p1
OG0007637	NM_105422.4.p1	XM_050420341.1.p1
OG0007638	NM_105437.5.p1	XM_050420394.1.p1
OG0007639	NM_105480.3.p1	XM_050419697.1.p1
OG0007640	NM_105538.3.p1	XM_050400971.1.p1, XM_050385521.1.p1
OG0007641	NM_105589.4.p1, NM_179534.2.p1	XM_050421584.1.p1, XM_050421583.1.p1
OG0007642	NM_105794.4.p1	XM_050397090.1.p1
OG0007642	NM_120931.2.p1	XM_050403003.1.p1
OG0007643	NM_105803.5.p1	XM_050397421.1.p1, XM_050397423.1.p1
OG0007644	NM_105898.7.p1	XM_050429263.1.p1, XM_050429261.1.p1
OG0007645	NM_106155.4.p1	XM_050411381.1.p1
OG0007646	NM_106158.5.p1	XM_050419756.1.p1, XM_050419757.1.p1
OG0007647	NM_106352.2.p1	XM_050398640.1.p1, XM_050398645.1.p1, XM_050398642.1.p1
OG0007648	NM_106693.4.p1	XM_050430696.1.p1
OG0007649	NM_106699.2.p1	XM_050430734.1.p1
OG0007650	NM_106708.4.p1	XM_050430792.1.p1
OG0007651	NM_111048.4.p1	XM_050414875.1.p1
OG0007652	NM_111075.3.p1	XM_050414602.1.p1
OG0007653	NM_111231.4.p1	XM_050393632.1.p1
OG0007654	NM_121911.3.p1, NM_111490.4.p1	XM_050384469.1.p1
OG0007655	NM_111578.2.p1	XM_050396332.1.p1, XM_050396334.1.p1, XM_050396336.1.p1
OG0007656	NM_111842.6.p1	XM_050387580.1.p1
OG0007657	NM_111849.4.p1	XR_007645440.1.p1, XM_050389695.1.p1, XM_050389686.1.p1, XR_007645439.1.p1, XM_050389690.1.p1
OG0007658	NM_111889.4.p1	XM_050431641.1.p1
OG0007659	NM_112057.3.p1	XM_050396006.1.p1, XM_050396007.1.p1
OG0007660	NM_121358.3.p1, NM_112087.3.p1	XM_050394374.1.p1
OG0007661	NM_112088.3.p1	XM_050394519.1.p1
OG0007662	NM_112116.4.p1	XM_050422969.1.p1
OG0007663	NM_112189.3.p1	XM_050393983.1.p1, XM_050393984.1.p1, XM_050393981.1.p1
OG0007664	NM_112200.3.p1	XM_050388943.1.p1, XM_050422226.1.p1
OG0007665	NM_112282.3.p1	XM_050429173.1.p1
OG0007666	NM_112378.3.p1	XM_050391694.1.p1
OG0007667	NM_112406.5.p1	XM_050391553.1.p1
OG0007668	NM_112409.4.p1	XM_050391518.1.p1, XM_050391520.1.p1, XM_050391519.1.p1
OG0007669	NM_112508.5.p1	XM_050429922.1.p1
OG0007670	NM_112763.5.p1	XM_050436547.1.p1
OG0007671	NM_119587.4.p1, NM_112832.4.p1	XM_050404420.1.p1
OG0007672	NM_112871.4.p1	XM_050419906.1.p1, XM_050419903.1.p1, XM_050419904.1.p1
OG0007673	NM_112985.5.p1	XM_050425856.1.p1, XM_050425802.1.p1, XM_050425891.1.p1, XM_050425887.1.p1
OG0007674	NM_113056.3.p1	XM_050392007.1.p1
OG0007675	NM_113062.3.p1	XM_050391972.1.p1
OG0007676	NM_113123.2.p1	XM_050424134.1.p1, XM_050424135.1.p1
OG0007677	NM_113165.4.p1	XM_050411508.1.p1
OG0007678	NM_113217.3.p1	XM_050383485.1.p1, XM_050383486.1.p1
OG0007679	NM_113314.4.p1	XM_050399987.1.p1
OG0007680	NM_113625.4.p1	XM_050414829.1.p1, XM_050414828.1.p1
OG0007681	NM_113645.3.p1	XM_050414962.1.p1
OG0007682	NM_125429.4.p1, NM_114400.4.p1	XM_050407587.1.p1
OG0007683	NM_114573.3.p1, NM_125277.4.p1	XM_050433661.1.p1
OG0007684	NM_127915.2.p1, NM_128072.3.p1, NM_114584.2.p1, NM_120790.3.p1	XM_050413830.1.p1
OG0007685	NM_114681.4.p1	XR_007647761.1.p1, XM_050401182.1.p1
OG0007686	NM_114825.3.p1	XM_050436087.1.p1, XM_050436088.1.p1
OG0007687	NM_114960.3.p1	XM_050405782.1.p1, XM_050436314.1.p1, XM_050436315.1.p1
OG0007688	NM_114983.3.p1	XM_050436431.1.p1
OG0007689	NM_115010.3.p1	XM_050385510.1.p1
OG0007690	NM_115171.3.p1	XM_050387399.1.p1
OG0007691	NM_180360.2.p1, NM_115204.3.p1	XM_050436109.1.p1
OG0007692	NM_115228.3.p1, NM_129307.5.p1	XM_050386696.1.p1
OG0007693	NM_129437.2.p1, NM_115314.1.p1	XM_050427477.1.p1
OG0007694	NM_115708.4.p1	XM_050388564.1.p1
OG0007695	NM_119000.3.p1, NM_115759.4.p1	XM_050416775.1.p1
