Orthogroup	Arabidopsis_thaliana_rna_prot	Gossypium_hirsutum_rna_prot
OG0006689	NM_120041.4.p1, NM_179188.2.p1	XM_041089270.1.p1, XM_016859130.2.p1, XM_016828244.2.p1, XM_016858978.2.p1
OG0006690	NM_120153.3.p1	XM_016866872.2.p1, XR_001693904.2.p1, XM_016879378.2.p1, XM_016843293.2.p1, XM_041104069.1.p1, XM_041104067.1.p1, XM_041104068.1.p1, XM_041081898.1.p1, XM_016823966.2.p1, XM_016823978.2.p1, XM_041081897.1.p1
OG0006691	NM_120404.3.p1	XM_016845572.2.p1, XM_016812204.2.p1, XM_041096653.1.p1, XM_016847947.2.p1, XM_041109987.1.p1
OG0006692	NM_120469.7.p1	XM_016856225.2.p1, XM_016859313.2.p1
OG0006693	NM_120606.4.p1	XR_005926501.1.p1, XM_016898542.2.p1, XM_041091619.1.p1, XM_016863461.2.p1
OG0006694	NM_120741.3.p1	XR_001682147.2.p1, XM_016815929.2.p1
OG0006695	NM_180461.1.p1, NM_120899.3.p1	XR_005906433.1.p1, XM_016886145.2.p1, XM_016884506.2.p1, XM_016888641.2.p1
OG0006696	NM_122251.5.p1, NM_120925.2.p1	XM_016836351.2.p1
OG0006697	NM_121209.6.p1	XM_016834157.2.p1, XM_041093164.1.p1, XM_016895560.2.p1, XM_016865015.2.p1, XM_016865013.2.p1
OG0006698	NM_121384.5.p1	XM_041094605.1.p1, XM_041112257.1.p1, XM_041112256.1.p1, XM_016844278.2.p1, XM_016872547.2.p1
OG0006699	NM_121428.4.p1	XM_016892436.2.p1, XM_016817187.2.p1
OG0006700	NM_121626.4.p1	XM_041081368.1.p1, XM_041106382.1.p1, XM_041106383.1.p1, XM_041097748.1.p1
OG0006701	NM_121677.6.p1	XM_016867083.2.p1, XM_016867078.2.p1, XM_041103831.1.p1, XM_041103830.1.p1, XM_041103832.1.p1
OG0006702	NM_121853.4.p1	XM_016818108.2.p1
OG0006703	NM_121886.4.p1	XM_016823156.2.p1
OG0006704	NM_122505.4.p1, NM_180747.2.p1	XM_016818380.2.p1, XM_016818381.2.p1, XM_016871000.2.p1, XM_016870999.2.p1
OG0006705	NM_122535.4.p1	XM_016859862.2.p1
OG0006706	NM_122627.6.p1	XM_016862695.2.p1
OG0006707	NM_122852.4.p1	XM_016834965.2.p1, XM_016899027.2.p1
OG0006708	NM_122988.5.p1	XM_016842195.2.p1, XM_016816177.2.p1
OG0006709	NM_123560.4.p1	XM_016861773.2.p1, XM_016861772.2.p1, XM_016882609.2.p1, XM_041086370.1.p1
OG0006710	NM_123660.3.p1	XM_016851841.2.p1, XM_041101315.1.p1
OG0006711	NM_123671.4.p1	XM_016881873.2.p1
OG0006712	NM_123978.2.p1	XM_016846275.2.p1, XM_016875305.2.p1, XM_016875306.2.p1
OG0006713	NM_124025.4.p1	XM_016885890.2.p1, XM_016832621.2.p1, XM_041079566.1.p1, XM_041102789.1.p1
OG0006715	NM_124159.3.p1	XM_016831428.2.p1, XM_016842754.2.p1
OG0006716	NM_203189.2.p1, NM_124376.4.p1	XM_016893059.2.p1, XM_041094479.1.p1
OG0006717	NM_124482.3.p1	XM_041105548.1.p1, XM_016812206.2.p1
OG0006718	NM_124809.3.p1	XM_041085340.1.p1, XM_041109070.1.p1
OG0006719	NM_125014.5.p1	XM_016856920.2.p1, XM_041075562.1.p1
OG0006720	NM_203216.3.p1, NM_125072.3.p1	XM_041095722.1.p1, XM_016811434.2.p1, XR_005928479.1.p1
OG0006721	NM_203232.2.p1, NM_125247.4.p1	XM_016889671.2.p1, XR_005916153.1.p1, XR_005916152.1.p1, XM_041076415.1.p1
OG0006722	NM_125499.5.p1	XR_005911351.1.p1, XM_016884549.2.p1, XM_041090091.1.p1, XM_016811239.2.p1
OG0006723	NM_125666.3.p1	XM_041097326.1.p1, XM_041117501.1.p1, XM_041097327.1.p1, XM_016888837.2.p1, XM_041117502.1.p1, XM_041105489.1.p1
OG0006724	NM_125892.4.p1	XR_005911117.1.p1, XM_016885225.2.p1
OG0006725	NM_126074.3.p1, NM_127401.3.p1	XM_041108475.1.p1, XM_016857666.2.p1, XM_016836878.2.p1, XM_016836879.2.p1
OG0006726	NM_126147.4.p1	XM_016841821.2.p1, XM_016866820.2.p1, XM_041106582.1.p1, XM_041106583.1.p1
OG0006727	NM_126173.4.p1	XM_041083014.1.p1
OG0006728	NM_126386.3.p1	XM_016819007.2.p1
OG0006729	NM_126615.5.p1	XM_016885976.2.p1, XM_016885975.2.p1, XR_001698306.2.p1, XM_016826909.2.p1
OG0006730	NM_201735.1.p1, NM_127055.4.p1	XM_016819594.2.p1, XM_016866526.2.p1, XM_016867568.2.p1, XM_016867569.2.p1
OG0006731	NM_128019.4.p1	XM_016898681.2.p1
OG0006732	NM_128228.4.p1	XM_041075276.1.p1, XM_016834818.2.p1, XM_016827206.2.p1
OG0006734	NM_128349.3.p1	XM_041093443.1.p1, XM_016833704.2.p1, XM_016895446.2.p1, XM_016895449.2.p1, XM_041097572.1.p1
OG0006735	NM_129072.4.p1	XM_016865998.2.p1, XM_016875366.2.p1, XM_016850520.2.p1
OG0006736	NM_129474.3.p1	XM_016867000.2.p1, XM_016845252.2.p1, XM_016872881.2.p1
OG0006737	NM_129580.2.p1	XM_016869042.2.p1
OG0006738	NM_130140.3.p1	XM_016892734.2.p1, XM_016892732.2.p1, XM_016892733.2.p1, XM_016839981.2.p1
OG0006739	NM_130186.5.p1	XM_016852978.2.p1
OG0006740	NM_179726.3.p1	XM_016833905.2.p1
OG0006741	NM_179758.4.p1	XM_016899106.2.p1, XM_016827100.2.p1, XM_016863997.2.p1, XM_016872047.2.p1
OG0006742	NM_180127.2.p1	XM_016865750.2.p1, XM_016826764.2.p1, XM_016876602.2.p1, XM_016840312.2.p1, XM_016882615.2.p1, XM_016880044.2.p1
OG0006743	NM_180500.3.p1	XM_041098920.1.p1, XM_016859542.2.p1, XM_016849693.2.p1, XM_041109137.1.p1
OG0006744	NM_202422.3.p1	XM_016870468.2.p1, XM_016832214.2.p1, XM_016832213.2.p1
OG0006776	NM_117492.2.p1, NM_001035673.2.p1, NM_113271.4.p1	XM_016843788.2.p1, XM_016822299.2.p1, XM_016829994.2.p1
OG0006777	NM_001035737.2.p1	XM_016895032.2.p1, XM_016895033.2.p1, XR_001700761.2.p1, XM_016809740.2.p1, XM_016885130.2.p1
OG0006778	NM_102009.3.p1, NM_001035999.3.p1	XM_016886561.2.p1, XM_016838190.2.p1
OG0006779	NM_001036087.2.p1, NM_202268.3.p1, NM_179457.4.p1, NM_112817.4.p1	XM_016871062.2.p1, XM_041110045.1.p1, XR_005907392.1.p1, XM_016871070.2.p1, XM_016819535.2.p1
OG0006780	NM_001333644.1.p1, NM_001036112.3.p1	XM_016812491.2.p1
OG0006781	NM_001202713.1.p1, NM_001036370.2.p1	XM_016832515.2.p1, XM_041094011.1.p1, XM_016832451.2.p1, XM_016832452.2.p1
OG0006782	NM_118278.3.p1, NM_001036614.1.p1	XM_016854341.2.p1, XM_041093932.1.p1, XM_016875714.2.p1
OG0006783	NM_001036694.2.p1, NM_202933.3.p1, NM_001342157.1.p1	XM_041109479.1.p1
OG0006784	NM_001344041.1.p1, NM_001203484.1.p1, NM_001036878.1.p1, NM_122665.4.p1	XM_016824694.2.p1, XM_016819396.2.p1
OG0006785	NM_125742.6.p1, NM_001037053.2.p1, NM_114718.4.p1	XR_005915979.1.p1, XM_041097241.1.p1
OG0006786	NM_001331673.1.p1, NM_180605.2.p1, NM_001084003.2.p1, NM_001331674.1.p1, NM_128579.4.p1	XM_016858117.2.p1
OG0006787	NM_001084081.2.p1, NM_101573.4.p1	XM_016829343.2.p1, XM_016829354.2.p1
OG0006788	NM_104249.2.p1, NM_001084246.1.p1	XM_016850114.2.p1, XM_041084705.1.p1, XM_041084704.1.p1, XM_041084708.1.p1, XM_016850115.2.p1
OG0006789	NM_001084620.1.p1, NM_111057.4.p1	XM_016813107.2.p1, XM_016813105.2.p1, XM_016817168.2.p1, XM_016831311.2.p1, XM_041098070.1.p1, XM_041116877.1.p1, XM_041116876.1.p1
OG0006790	NM_001338242.1.p1, NM_001338243.1.p1, NM_001338241.1.p1, NM_001084694.2.p1	XM_041101439.1.p1, XM_041101437.1.p1, XM_041101436.1.p1, XM_016863396.2.p1
OG0006791	NM_001084749.1.p1, NM_113690.3.p1	XM_016839535.2.p1, XM_016825276.2.p1, XM_041082266.1.p1, XM_016814814.2.p1
OG0006792	NM_001085205.2.p1	XM_016841247.2.p1
OG0006793	NM_001123813.1.p1, NM_202094.2.p1, NM_101293.5.p1	XM_016824236.2.p1, XM_016824235.2.p1
OG0006794	NM_001124029.2.p1, NM_112183.3.p1	XM_016829411.2.p1
OG0006795	NM_001124057.2.p1	XM_016880762.2.p1, XM_016880777.2.p1, XM_016880769.2.p1, XM_041074284.1.p1, XM_041074285.1.p1, XM_016848684.2.p1
OG0006796	NM_001124971.2.p1, NM_129037.6.p1, NM_102800.4.p1	XM_041089431.1.p1, XM_016885850.2.p1, XM_016833302.2.p1
OG0006797	NM_001125032.1.p1, NM_180035.3.p1	XM_016841743.2.p1
OG0006798	NM_001125327.2.p1	XM_041096087.1.p2, XM_041095621.1.p1, XM_041096086.1.p1, XM_016854025.2.p1
OG0006799	NM_115308.3.p1, NM_001339678.1.p1, NM_001125365.2.p1, NM_001339679.1.p1, NM_001339677.1.p1	XM_016830811.2.p1
OG0006800	NM_001125965.2.p1, NM_118833.4.p1	XM_041092457.1.p1
OG0006801	NM_111973.4.p1, NM_001161135.1.p1	XM_016885059.2.p1, XM_041078191.1.p1, XM_016826066.2.p1
OG0006802	NM_121933.4.p1, NM_001161248.1.p1	XM_016813122.2.p1, XM_016876560.2.p1, XM_041088113.1.p1
OG0006803	NM_125191.4.p1, NM_001161313.1.p1	XM_016826094.2.p1, XM_016883337.2.p1, XM_016894836.2.p1, XM_016834066.2.p1
OG0006804	NM_001334517.1.p1, NM_001198135.1.p1, NM_105876.4.p1, NM_102100.3.p1	XM_016895598.2.p1
OG0006805	NM_001198257.1.p1, NM_103905.4.p1	XM_016810906.2.p1
OG0006806	NM_001331961.1.p1, NM_001331962.1.p1, NM_001331963.1.p1, NM_001198348.2.p1, NM_001333941.1.p1	XM_041100391.1.p1, XM_016813276.2.p1, XM_041102720.1.p1, XM_016855779.2.p1, XM_041096326.1.p1, XM_016896487.2.p1, XM_041116445.1.p1
OG0006807	NM_001198413.2.p1, NM_001334294.1.p1, NM_001334293.1.p1	XM_016892400.2.p1, XM_041094781.1.p1, XM_016846176.2.p1, XM_016846175.2.p1
OG0006808	NM_001198512.1.p1, NM_001334925.1.p1, NM_001198513.2.p1, NM_106632.4.p1	XM_041093710.1.p1, XM_016833052.2.p1, XM_041093711.1.p1, XM_016842572.2.p1, XM_016822546.2.p1, XM_041078765.1.p1
OG0006809	NM_179906.3.p1, NM_001202750.1.p1	XM_016862028.2.p1, XM_016833311.2.p1, XM_016894308.2.p1
OG0006810	NM_001202823.2.p1, NM_001337139.1.p1	XM_041105807.1.p1, XM_016862134.2.p1, XM_016816093.2.p1
OG0006811	NM_001202886.1.p1, NM_001337585.1.p1	XM_016875856.2.p1
OG0006812	NM_111450.5.p1, NM_001202888.1.p1	XM_016819102.2.p1, XM_016866101.2.p1
OG0006813	NM_111759.4.p1, NM_001202916.1.p1, NM_001337810.1.p1	XM_016815614.2.p1, XM_016815613.2.p1, XM_016814294.2.p1, XM_016814293.2.p1
OG0006814	NM_001338099.1.p1, NM_001202958.1.p1	XM_016898585.2.p1, XM_016898584.2.p1
OG0006815	NM_114819.3.p1, NM_001203114.1.p1	XM_041083634.1.p1, XM_016870120.2.p1, XM_016870119.2.p1
OG0006816	NM_001203206.1.p1, NM_001339969.1.p1	XM_016822251.2.p1
OG0006817	NM_001203434.1.p1, NM_122137.4.p1	XM_016883754.2.p1, XM_016816496.2.p1
OG0006818	NM_001203522.1.p1, NM_123626.4.p1	XM_016875647.2.p1, XM_041094903.1.p1, XM_041114775.1.p1, XM_016893099.2.p1
OG0006819	NM_124483.3.p1, NM_001203580.1.p1	XM_016871020.2.p1
OG0006820	NM_113162.3.p1, NM_117565.4.p1, NM_001203802.1.p1	XM_041089017.1.p1, XM_016859855.2.p1
OG0006821	NM_117997.5.p1, NM_001203835.1.p1	XM_016827800.2.p1, XM_016827798.2.p1
OG0006822	NM_001203853.2.p1, NM_118209.3.p1	XM_041114711.1.p1, XR_005928196.1.p1, XM_016899537.2.p1, XM_041095296.1.p1
OG0006823	NM_001203895.1.p1, NM_118588.7.p1	XM_016877065.2.p1, XM_016877353.2.p1, XM_016893398.2.p1
OG0006824	NM_001203916.1.p1, NM_118764.3.p1	XM_016833275.2.p1
OG0006825	NM_001203931.1.p1, NM_119008.4.p1	XM_016887899.2.p1
OG0006826	NM_102883.5.p1	XR_005914138.1.p1, XM_016831374.2.p1
OG0006827	NM_100014.8.p1, NM_001331265.1.p1	XM_041106724.1.p1, XM_041106726.1.p1, XM_041074598.1.p1, XM_016826752.2.p1
OG0006828	NM_001332000.1.p1	XM_016857147.2.p1, XR_001690709.2.p1, XM_016855852.2.p1, XM_016867997.2.p1
OG0006829	NM_118411.4.p1, NM_202865.1.p1, NM_117274.3.p1, NM_179033.1.p1, NM_001332036.1.p1, NM_179321.3.p1, NM_101116.6.p1	XM_016869145.2.p1, XM_016881486.2.p1, XM_016815191.2.p1, XM_016900070.2.p1, XM_016850156.2.p1
OG0006830	NM_179356.3.p1, NM_101724.3.p1, NM_001332356.1.p1	XM_041097361.1.p1, XM_016866616.2.p1
OG0006831	NM_001332364.1.p1, NM_001334650.1.p1, NM_106104.3.p1	XM_016880716.2.p1, XM_016876643.2.p1, XM_016857622.2.p1
OG0006832	NM_001332448.1.p1, NM_101907.2.p1, NM_001334975.1.p1, NM_001334974.1.p1, NM_106675.5.p1	XM_041078015.1.p1
OG0006833	NM_102295.6.p1, NM_202178.3.p1, NM_001332652.1.p1	XR_001686014.2.p1, XM_016892687.2.p1, XM_016880502.2.p1, XM_016852145.2.p1
OG0006834	NM_001332690.1.p1, NM_102383.5.p1	XM_016824268.2.p1, XM_041111799.1.p1
OG0006835	NM_001332814.1.p1	XR_005927134.1.p1, XM_041113607.1.p1, XR_005927133.1.p1, XM_016874573.2.p1, XM_016855981.2.p1
OG0006836	NM_102843.7.p1, NM_001332940.1.p1, NM_001332941.1.p1, NM_001332936.1.p1, NM_001332935.1.p1	XM_016823331.2.p1, XM_041103925.1.p1
OG0006837	NM_180674.4.p1, NM_103699.5.p1, NM_001333289.1.p1	XM_016838423.2.p1
OG0006838	NM_001333698.1.p1	XM_016871504.2.p1
OG0006839	NM_001334199.1.p1, NM_105199.3.p1	XM_016886380.2.p1, XM_016843579.2.p1
OG0006840	NM_001334301.1.p1, NM_001334303.1.p1, NM_001334302.1.p1	XR_001684571.1.p1, XR_005917016.1.p1, XR_005917023.1.p1
OG0006841	NM_001334353.1.p1, NM_001334352.1.p1	XM_041112618.1.p1, XM_041112617.1.p1, XM_041112615.1.p1, XM_041112616.1.p1, XM_016896283.2.p1, XM_041112619.1.p1, XM_016830325.2.p1
OG0006842	NM_105760.6.p1, NM_001334482.1.p1, NM_126204.3.p1, NM_001335062.1.p1	XM_016851134.2.p1, XM_016829061.2.p1
OG0006843	NM_001334572.1.p1, NM_105975.5.p1	XM_016846194.2.p1
OG0006844	NM_106197.3.p1, NM_001334689.1.p1	XM_016893242.2.p1, XM_016867603.2.p1, XM_041113798.1.p1, XM_041113797.1.p1, XM_041094062.1.p1, XM_041094061.1.p1, XM_016832125.2.p1
OG0006845	NM_101951.4.p1, NM_001334734.1.p1, NM_001334735.1.p1, NM_001334733.1.p1	XM_041086245.1.p1, XM_016847235.2.p1
OG0006847	NM_001334935.1.p1	XM_041076183.1.p1, XM_016816567.2.p1, XM_016816568.2.p1
OG0006848	NM_001335021.1.p1, NM_202464.3.p1, NM_001335022.1.p1, NM_106742.5.p1	XM_016853592.2.p1, XM_016839818.2.p1
OG0006849	NM_001335077.1.p1, NM_126237.3.p1	XM_041088776.1.p1
OG0006850	NM_001335150.1.p1	XM_016896416.2.p1
OG0006851	NM_001335288.1.p1, NM_122950.4.p1, NM_126597.4.p1	XM_041115306.1.p1, XM_016885991.2.p1, XM_016818340.2.p1
OG0006852	NM_119198.5.p1, NM_001335876.1.p1, NM_127957.5.p1	XM_016882682.2.p1, XM_016825053.2.p1, XM_016834860.2.p1, XM_016834859.2.p1
OG0006853	NM_127983.3.p1, NM_001335925.1.p1	XM_016827655.2.p1
OG0006854	NM_001336020.1.p1, NM_179738.5.p1	XM_016861502.2.p1
OG0006855	NM_001336441.1.p1	XM_016898053.2.p1, XM_016898054.2.p1, XM_016817438.2.p1
OG0006856	NM_001336553.1.p1, NM_001336554.1.p1, NM_129088.4.p1	XM_016881173.2.p1, XM_041107331.1.p1, XR_005921911.1.p1, XM_041083390.1.p1, XM_041083391.1.p1, XR_005921912.1.p1, XM_041104650.1.p1
OG0006857	NM_001340022.1.p1, NM_001340023.1.p1, NM_001337082.1.p1, NM_180084.2.p1	XM_041093899.1.p1, XM_041093898.1.p1
OG0006858	NM_001337097.1.p1	XM_016882126.2.p1
OG0006859	NM_202524.2.p1, NM_001337751.1.p1	XM_016863234.2.p1, XM_016812597.2.p1, XR_001681374.2.p1, XM_016863236.2.p1, XM_016863235.2.p1
OG0006860	NM_001337888.1.p1	XM_016858654.2.p1, XM_016858655.2.p1, XM_041114486.1.p1, XM_041114488.1.p1, XM_016858657.2.p1, XM_016858656.2.p1, XM_041114487.1.p1, XM_016858653.2.p1, XM_041091677.1.p1, XM_041090683.1.p1, XM_016858643.2.p1, XM_041091684.1.p1, XM_041091682.1.p1, XM_016858650.2.p1, XM_041114482.1.p1
OG0006861	NM_123053.5.p1, NM_001338237.1.p1, NM_112527.2.p1, NM_105236.2.p1	XM_016879439.2.p1, XM_016879440.2.p1, XM_016875626.2.p1
OG0006862	NM_001338294.1.p1, NM_112639.4.p1	XM_016834952.2.p1, XM_016834755.2.p1, XR_001680949.2.p1, XM_016811020.2.p1, XM_016835970.2.p1
OG0006863	NM_001338340.1.p1, NM_001338339.1.p1, NM_112737.3.p1	XM_041107742.1.p1, XM_016862832.2.p1
OG0006864	NM_112796.2.p1, NM_001338382.1.p1	XM_041108235.1.p1, XM_041089225.1.p1, XM_041089224.1.p1, XM_016820123.2.p1, XM_041116975.1.p1
OG0006865	NM_001338505.1.p1, NM_113005.4.p1	XM_041113977.1.p1, XM_016893372.2.p1, XM_016831640.2.p1
OG0006866	NM_001338578.1.p1, NM_113127.4.p1	XM_016895870.2.p1, XM_041080789.1.p1, XM_016839621.2.p1
OG0006867	NM_113584.5.p1, NM_001338832.1.p1, NM_001338827.1.p1, NM_001338831.1.p1, NM_001338829.1.p1, NM_001338826.1.p1, NM_001338828.1.p1	XM_016822746.2.p1, XM_016842974.2.p1
OG0006868	NM_001339151.1.p1, NM_114321.3.p1, NM_001339149.1.p1	XM_041093422.1.p1, XR_001700811.2.p1, XM_016882555.2.p1, XM_041099332.1.p1
OG0006869	NM_001340075.1.p1, NM_115972.4.p1	XM_016839958.2.p1
OG0006870	NM_001340128.1.p1, NM_116045.3.p1	XM_016825658.2.p1
OG0006871	NM_001340353.1.p1, NM_148194.4.p1, NM_001340354.1.p1	XM_016840418.2.p1, XM_041081058.1.p1, XM_016854748.2.p1
OG0006872	NM_118309.7.p1, NM_001340512.1.p1	XM_016859865.2.p1, XM_041076062.1.p1
OG0006873	NM_116735.4.p1, NM_001340522.1.p1	XM_016827966.2.p1, XM_041079512.1.p1
OG0006873	NM_001341911.1.p1	XM_016877545.2.p1
OG0006874	NM_117463.3.p1, NM_001340891.1.p1, NM_117467.4.p1	XM_041102288.1.p1, XM_016877631.2.p1
OG0006875	NM_117583.8.p1, NM_001340979.1.p1	XM_041084009.1.p1, XM_041084010.1.p1, XM_016879473.2.p1, XM_016854910.2.p1, XM_016854903.2.p1, XM_016879472.2.p1
OG0006876	NM_001341088.1.p1, NM_117719.5.p1	XM_016821796.2.p1
OG0006877	NM_001341664.1.p1, NM_118568.4.p1, NM_118567.3.p1	XM_016844946.2.p1
OG0006878	NM_001341786.1.p1, NM_001341785.1.p1	XM_016818280.2.p1, XM_016864021.2.p1, XM_016878695.2.p1
OG0006879	NM_119965.4.p1, NM_001342470.1.p1	XM_041079782.1.p1, XM_016885336.2.p1
OG0006880	NM_001342590.1.p1, NM_001342592.1.p1	XM_016869874.2.p1
OG0006881	NM_120349.4.p1, NM_001342666.1.p1, NM_001342667.1.p1	XM_016831870.2.p1, XM_016897446.2.p1
OG0006882	NM_001343182.1.p1, NM_121173.5.p1	XM_016847114.2.p1, XM_041099311.1.p1, XM_041099310.1.p1, XM_016847115.2.p1, XM_041099309.1.p1
OG0006883	NM_121399.3.p1, NM_001343303.1.p1	XM_016883168.2.p1, XM_016883158.2.p1
OG0006884	NM_001343335.1.p1, NM_121444.4.p1	XM_016856803.2.p1
OG0006885	NM_121687.5.p1, NM_001343467.1.p1	XM_016900054.2.p1, XR_001701942.2.p1
OG0006886	NM_001343593.1.p1, NM_203083.2.p1	XM_041079285.1.p1, XM_041079284.1.p1, XM_041079287.1.p1, XM_016843934.2.p1
OG0006887	NM_001343623.1.p1, NM_121974.5.p1	XM_016819728.2.p1, XM_016899225.2.p1
OG0006888	NM_001343881.1.p1, NM_122366.4.p1	XM_016861086.2.p1, XM_016830528.2.p1
OG0006890	NM_001344250.1.p1, NM_123206.3.p1, NM_105381.5.p1	XM_016841030.2.p1, XM_016879980.2.p1, XM_016858251.2.p1
OG0006891	NM_001344310.1.p1, NM_001344311.1.p1	XM_016813495.2.p1, XM_016813496.2.p1
OG0006892	NM_001344741.1.p1	XM_041096369.1.p1, XM_041077746.1.p1, XM_041077745.1.p1
OG0006893	NM_001344923.1.p1, NM_124496.3.p1, NM_001344924.1.p1	XM_016871048.2.p1, XM_016871049.2.p1, XM_016871045.2.p1, XM_016871046.2.p1, XM_016842175.2.p1, XM_041097189.1.p1
OG0006895	NM_001345360.1.p1, NM_001345362.1.p1, NM_001345361.1.p1, NM_125353.3.p1	XM_016866275.2.p1
OG0006896	NM_125463.3.p1, NM_001345430.1.p1	XM_016900415.2.p1, XM_016833186.2.p1, XM_041075069.1.p1
OG0006897	NM_180946.3.p1, NM_001345737.1.p1, NM_126000.2.p1	XM_016843117.2.p1
OG0006898	NM_100090.4.p1, NM_202012.1.p1	XM_016870295.2.p1, XM_016870293.2.p1
OG0006899	NM_100114.5.p1	XM_016840390.2.p1
OG0006900	NM_100196.3.p1	XM_016869243.2.p1, XR_001698618.2.p1, XR_005900141.1.p1, XR_001698617.2.p1, XM_016886945.2.p1, XM_016843661.2.p1, XR_001688949.2.p1, XR_005917495.1.p1, XR_005917494.1.p1
OG0006901	NM_100410.3.p1	XM_041117597.1.p1
OG0006902	NM_100535.4.p1	XM_016854896.2.p1
OG0006903	NM_100611.4.p1, NM_128510.3.p1	XM_041085928.1.p1, XM_016885030.2.p1
OG0006904	NM_100834.5.p1	XM_016875634.2.p1
OG0006905	NM_100870.3.p1	XM_016862269.2.p1, XM_041095024.1.p1, XM_016893461.2.p1
OG0006906	NM_118314.3.p1, NM_101042.4.p1, NM_104873.3.p1	XM_016867916.2.p1, XM_016855519.2.p1, XM_041100362.1.p1, XM_016832731.2.p1, XM_016893979.2.p1
OG0006907	NM_101046.3.p1, NM_104886.5.p1	XM_041115964.1.p1, XM_041095927.1.p1
OG0006908	NM_104922.3.p1, NM_101075.3.p1	XM_016862108.2.p1, XM_016900144.2.p1, XM_016897628.2.p1
OG0006909	NM_101269.2.p1	XM_016811579.2.p1
OG0006910	NM_101347.4.p1	XM_016842120.2.p1, XM_016811868.2.p1
OG0006911	NM_101639.3.p1	XM_016876705.2.p1, XM_016876704.2.p1
OG0006912	NM_101689.1.p1, NM_121592.2.p1	XM_041097385.1.p1
OG0006913	NM_101934.3.p1, NM_106290.5.p1	XM_016832430.2.p1
OG0006914	NM_102335.4.p1	XM_016856016.2.p1, XM_016850916.2.p1
OG0006915	NM_102438.3.p1	XM_016876317.2.p1, XM_016830503.2.p1, XM_016830578.2.p1
OG0006916	NM_102741.3.p1	XM_016867065.2.p1
OG0006917	NM_103059.2.p1, NM_110977.3.p1	XM_016883911.2.p1, XM_016877232.2.p1, XM_016891297.2.p1
OG0006918	NM_103122.4.p1	XM_041088411.1.p1, XM_041094381.1.p1
OG0006920	NM_103668.3.p1	XM_016832050.2.p1
OG0006921	NM_104023.3.p1	XM_016816225.2.p1
OG0006922	NM_104075.4.p1	XM_041084989.1.p1, XM_041084987.1.p1, XM_016885538.2.p1
OG0006923	NM_112425.4.p1, NM_104155.4.p1	XM_041078742.1.p1
OG0006924	NM_104203.4.p1	XM_041084800.1.p1, XM_016847816.2.p1, XR_001690014.2.p1
OG0006925	NM_104383.4.p1	XM_016839247.2.p1
OG0006926	NM_104948.4.p1	XM_016809911.2.p1, XM_016863673.2.p1
OG0006927	NM_105078.5.p1	XM_016854405.2.p1
OG0006928	NM_105171.3.p1	XM_016850259.2.p1, XM_041089733.1.p1, XM_041087286.1.p1
OG0006929	NM_105215.3.p1	XM_041114436.1.p1, XR_005927582.1.p1, XM_016836474.2.p1, XM_016836475.2.p1
OG0006931	NM_105485.4.p1	XM_016863918.2.p1, XM_016874059.2.p1, XM_016856071.2.p1, XM_016851694.2.p1
OG0006932	NM_121581.3.p1	XM_041081349.1.p1, XM_041081350.1.p1, XM_016846006.2.p1
OG0006932	NM_105531.4.p1	XM_016811332.2.p1
OG0006933	NM_105545.3.p1	XM_016871330.2.p1
OG0006934	NM_202384.2.p1, NM_105607.3.p1	XR_005906374.1.p1, XR_001690380.2.p1, XM_016848986.2.p1, XM_016880696.2.p1
OG0006935	NM_105790.3.p1	XM_016892460.2.p1, XM_041086023.1.p1
OG0006936	NM_105878.4.p1	XM_041093435.1.p1, XM_041093436.1.p1, XM_016895431.2.p1
OG0006937	NM_105998.3.p1	XM_016859630.2.p1
OG0006938	NM_106091.4.p1	XM_016875006.2.p1, XM_041097349.1.p1
OG0006940	NM_106126.5.p1	XM_041074698.1.p1, XM_016815100.2.p1
OG0006941	NM_106128.3.p1	XM_016809968.2.p1
OG0006942	NM_106512.3.p1	XM_016822640.2.p1, XM_016883438.2.p1, XM_016867175.2.p1, XM_016846591.2.p1
OG0006943	NM_106652.3.p1, NM_179579.4.p1, NM_179580.2.p1	XM_016838522.2.p1, XM_041096429.1.p1
OG0006944	NM_111154.4.p1	XM_016821880.2.p1, XR_001683815.2.p1, XM_016843007.2.p1
OG0006945	NM_111267.5.p1	XM_016876568.2.p1, XM_041080128.1.p1
OG0006946	NM_111330.5.p1, NM_180181.4.p1, NM_122742.1.p1	XM_016848157.2.p1, XM_016857784.2.p1, XM_016899559.2.p1, XM_016899568.2.p1, XM_016857785.2.p1
OG0006947	NM_111331.5.p1	XM_041076468.1.p1
OG0006948	NM_111607.3.p1	XM_016890652.2.p1, XM_016891179.2.p1
OG0006949	NM_118937.2.p1	XM_016889449.2.p1, XM_016855260.2.p1
OG0006950	NM_111629.3.p1	XM_041117629.1.p1, XM_041117628.1.p1, XM_041117631.1.p1, XM_041117633.1.p1, XM_016889451.2.p1, XM_016853007.2.p1
OG0006951	NM_120660.4.p1, NM_111962.5.p1	XM_016893697.2.p1, XM_016861726.2.p1, XM_016861727.2.p1
OG0006952	NM_120667.5.p1, NM_111967.4.p1	XM_016881342.2.p1, XM_016848701.1.p1
OG0006953	NM_112065.3.p1	XM_016861469.2.p1, XM_041108128.1.p1, XM_041108129.1.p1
