Orthogroup	Arabidopsis_thaliana_rna_prot	Triticum_aestivum_x_rna_prot
OG0007851	NM_001123939.2.p1, NM_103186.5.p1, NM_001333114.1.p1, NM_001333115.1.p1	XM_044520803.1.p1, XM_044520802.1.p1, XM_044515432.1.p1
OG0007852	NM_102151.5.p1, NM_001124110.1.p1, NM_105771.4.p1	XM_044558059.1.p1, XM_044558058.1.p1, XM_044548261.1.p1
OG0007854	NM_112597.4.p1, NM_001125176.1.p1	XM_044592673.1.p1
OG0007855	NM_001125240.1.p1, NM_001125239.1.p1	XM_044499438.1.p1, XM_044488260.1.p1
OG0007856	NM_119405.5.p1, NM_001125627.1.p1	XM_044484570.1.p1
OG0007857	NM_001161319.1.p1, NM_125659.4.p1	XM_044600859.1.p1, XM_044476097.1.p1, XM_044467714.1.p1
OG0007858	NM_001198038.2.p1, NM_101054.3.p1	XM_044600581.1.p1
OG0007859	NM_101184.6.p1, NM_001198050.1.p1, NM_101185.3.p1, NM_102298.3.p1	XM_044557052.1.p1, XM_044563913.1.p1, XM_044547350.1.p1
OG0007860	NM_001198059.2.p1, NM_202089.2.p1	XM_044502455.1.p1, XM_044489082.1.p1, XM_044481445.1.p1
OG0007861	NM_001333274.1.p1, NM_103644.3.p1, NM_001198233.1.p1	XM_044516442.1.p1, XM_044516440.1.p1, XM_044517672.1.p1
OG0007862	NM_106370.5.p1, NM_001198488.2.p1	XM_044541168.1.p1, XM_044525105.1.p1, XM_044532557.1.p1
OG0007863	NM_106578.3.p1, NM_001198507.1.p1	XM_044564947.1.p1, XM_044548387.1.p1
OG0007864	NM_001202641.1.p1, NM_201777.1.p1	XM_044475371.1.p1
OG0007865	NM_001336451.1.p1, NM_001202737.2.p1, NM_179877.1.p1	XR_006421971.1.p1, XM_044469424.1.p1, XM_044469422.1.p1, XM_044602422.1.p1, XM_044602421.1.p1, XM_044477665.1.p1
OG0007866	NM_001202808.1.p1, NM_129870.3.p1, NM_115761.3.p1	XM_044557584.1.p1, XM_044547756.1.p1, XM_044564262.1.p1
OG0007867	NM_001344048.1.p1, NM_001344049.1.p1, NM_001203485.1.p1	XM_044502081.1.p1
OG0007868	NM_001203666.1.p1, NM_125617.3.p1, NM_120800.4.p1	XR_006482335.1.p1, XM_044510394.1.p1, XM_044568540.1.p1
OG0007869	NM_001203717.2.p1, NM_001340262.1.p1	XM_044538817.1.p1, XM_044575097.1.p1, XR_006478517.1.p1, XM_044566534.1.p1
OG0007870	NM_129124.4.p1, NM_117778.8.p1, NM_001203815.1.p1	XM_044581694.1.p1, XM_044510848.1.p1, XM_044568386.1.p1
OG0007871	NM_118412.4.p1, NM_001203874.1.p1	XM_044526306.1.p1, XM_044542375.1.p1, XM_044533823.1.p1
OG0007872	NM_118493.4.p1, NM_001203885.1.p1	XM_044501024.1.p1
OG0007873	NM_001203924.1.p1, NM_118859.3.p1	XM_044587002.1.p1, XM_044576283.1.p1, XM_044568478.1.p1
OG0007874	NM_001332414.1.p1, NM_106211.2.p1, NM_119641.4.p1, NM_001203986.2.p1	XM_044473080.1.p2, XM_044598062.1.p2, XM_044464793.1.p1, XM_044473065.1.p2, XM_044598050.1.p1, XM_044598049.1.p1, XM_044464783.1.p2, XM_044464782.1.p2, XM_044473062.1.p1, XM_044598047.1.p2
OG0007875	NM_120122.2.p1, NM_001204041.1.p1	XM_044564891.1.p1, XM_044548339.1.p1, XM_044558139.1.p1
OG0007876	NM_100352.3.p1, NM_001331495.1.p1	XM_044507003.1.p1
OG0007877	NM_001331830.1.p1, NM_100804.4.p1	XM_044539082.1.p1, XM_044530757.1.p1
OG0007879	NM_104973.4.p1, NM_001332037.1.p1, NM_101118.4.p1	XM_044520906.1.p1, XM_044515545.1.p1
OG0007880	NM_101627.2.p1, NM_001332316.1.p1	XM_044563537.1.p1, XM_044546986.1.p1, XM_044563539.1.p1, XM_044556562.1.p1, XM_044574390.1.p1, XM_044567377.1.p1
OG0007881	NM_101701.4.p1, NM_001332348.1.p1	XM_044489262.1.p1, XM_044493742.1.p1, XM_044485086.1.p1
OG0007882	NM_001332488.1.p1, NM_101971.3.p1, NM_106336.4.p1	XM_044468509.1.p1, XM_044476739.1.p1
OG0007884	NM_001332684.1.p1	XM_044599621.1.p1, XM_044527836.1.p1, XM_044592008.1.p1
OG0007885	NM_102907.2.p1, NM_001332972.1.p1, NM_001332975.1.p1, NM_118057.3.p1	XM_044560764.1.p2, XM_044550632.1.p2
OG0007886	NM_103704.6.p1, NM_001333295.1.p1	XM_044556740.1.p1
OG0007887	NM_001333336.1.p1, NM_103739.5.p1, NM_112658.4.p1	XM_044512246.1.p1
OG0007888	NM_147961.4.p1, NM_001333674.1.p1	XM_044548245.1.p1, XM_044564791.1.p1
OG0007889	NM_001333927.1.p1, NM_104784.4.p1, NM_001333926.1.p1	XM_044539771.1.p1, XM_044524060.1.p1
OG0007890	NM_001334033.1.p1	XM_044519559.1.p1, XM_044507278.1.p1
OG0007891	NM_105547.3.p1, NM_001334380.1.p1	XM_044587180.1.p1, XM_044587179.1.p1
OG0007892	NM_001334562.1.p1	XM_044519010.1.p3, XM_044590052.1.p1
OG0007893	NM_106171.3.p1, NM_001334677.1.p1, NM_001334676.1.p1	XM_044535190.1.p1, XM_044543882.1.p1, XM_044527643.1.p1
OG0007894	NM_001334917.1.p1, NM_106623.5.p1	XM_044483531.1.p1, XM_044492095.1.p1
OG0007895	NM_001335071.1.p1, NM_126226.4.p1	XM_044532802.1.p1, XM_044525362.1.p1
OG0007896	NM_127166.4.p1, NM_001335463.1.p1	XM_044467993.1.p1, XM_044601166.1.p1, XM_044476274.1.p1
OG0007898	NM_127552.8.p1, NM_001335653.1.p1	XM_044512558.1.p1, XM_044512557.1.p1, XM_044517779.1.p1, XM_044517778.1.p1
OG0007899	NM_127600.3.p1, NM_001335681.1.p1	XM_044590271.1.p1
OG0007900	NM_128644.4.p1, NM_001336307.1.p1	XM_044571198.1.p1, XM_044578059.1.p1
OG0007901	NM_001336517.1.p1, NM_129003.5.p1, NM_202209.2.p1, NM_102738.3.p1	XM_044501924.1.p1, XM_044485436.1.p1
OG0007902	NM_001336567.1.p1, NM_129117.5.p1	XM_044494704.1.p1, XM_044485904.1.p1
OG0007904	NM_001336784.1.p1, NM_129521.5.p1	XM_044503977.1.p1, XM_044487603.1.p1, XM_044496523.1.p1
OG0007905	NM_001336857.1.p1, NM_129631.3.p1	XM_044515239.1.p1, XM_044515237.1.p1, XM_044506279.1.p1, XM_044506280.1.p1, XM_044520615.1.p1, XM_044520614.1.p1
OG0007906	NM_111097.6.p1, NM_001337398.1.p1	XM_044540929.1.p1, XM_044532428.1.p1
OG0007908	NM_124235.4.p1, NM_111611.4.p1, NM_001337701.1.p1	XM_044564813.1.p1
OG0007909	NM_001337796.1.p1	XM_044507480.1.p1, XM_044499454.1.p1, XM_044491337.1.p1, XM_044491338.1.p1, XM_044491336.1.p1, XM_044491339.1.p1, XM_044482807.1.p1
OG0007910	NM_001337916.1.p1, NM_111957.5.p1	XM_044572291.1.p1, XM_044569273.1.p1, XM_044581240.1.p1, XM_044575464.1.p1
OG0007913	NM_001338338.1.p1, NM_112735.4.p1	XM_044576621.1.p1, XR_006475510.1.p1
OG0007914	NM_113854.5.p1, NM_001339020.1.p1, NM_001339017.1.p1	XM_044520244.1.p1, XM_044506607.1.p1, XM_044514883.1.p1, XM_044514884.1.p1
OG0007916	NM_001339466.1.p1, NM_001339468.1.p1, NM_114898.4.p1, NM_001339467.1.p1	XM_044531052.1.p1
OG0007917	NM_001340299.1.p1	XM_044486866.1.p1, XM_044503229.1.p1, XM_044495598.1.p1
OG0007918	NM_001340371.1.p1	XM_044500844.1.p1
OG0007919	NM_001340728.1.p1, NM_001340726.1.p1, NM_001340727.1.p1	XM_044602584.1.p1, XM_044469594.1.p1, XM_044469593.1.p1
OG0007920	NM_001341067.1.p1, NM_117655.4.p1, NM_113041.4.p1	XM_044466374.1.p1, XM_044474576.1.p1
OG0007921	NM_001341233.1.p1, NM_001341234.1.p1	XM_044516037.1.p1, XM_044516039.1.p1, XM_044516038.1.p1, XM_044521337.1.p1
OG0007923	NM_001341633.1.p1, NM_118517.6.p1	XM_044574918.1.p1, XM_044567249.1.p1, XM_044582531.1.p1, XM_044567251.1.p1
OG0007924	NM_118770.3.p1, NM_202893.2.p1, NM_001341796.1.p1	XM_044509347.1.p1, XM_044511898.1.p1
OG0007925	NM_001341847.1.p1, NM_118868.5.p1	XR_006436842.1.p1, XM_044483572.1.p1, XR_006436841.1.p1, XM_044483569.1.p1, XM_044483571.1.p1, XM_044492122.1.p1, XM_044500155.1.p1
OG0007926	NM_001341965.1.p1, NM_119078.5.p1	XM_044536546.1.p1, XM_044536552.1.p1
OG0007927	NM_119121.3.p1, NM_001341978.1.p1	XM_044541304.1.p1, XR_006449863.1.p1, XR_006449864.1.p1, XM_044532667.1.p1
OG0007928	NM_001342005.1.p1, NM_179142.1.p1, NM_119177.5.p1	XM_044563123.1.p1, XM_044556000.1.p1, XM_044555998.1.p1, XM_044552310.1.p1, XM_044555988.1.p1
OG0007929	NM_001342213.1.p1, NM_001342212.1.p1	XM_044506170.1.p1, XM_044520758.1.p1
OG0007930	NM_001342274.1.p1, NM_001342272.1.p1, NM_001342273.1.p1, NM_001342276.1.p1, NM_001342270.1.p1	XM_044515397.1.p1
OG0007931	NM_001342825.1.p1, NM_001342824.1.p1	XR_006463611.1.p1, XM_044549281.1.p1
OG0007932	NM_120935.4.p1, NM_001343015.1.p1, NM_147908.4.p1	XM_044476852.1.p1
OG0007933	NM_001343044.1.p1	XM_044468917.1.p1, XM_044477116.1.p1, XM_044464148.1.p1
OG0007934	NM_001343501.1.p1, NM_001343500.1.p1	XM_044490879.1.p1, XM_044482546.1.p1, XM_044499012.1.p1
OG0007935	NM_121991.4.p1, NM_001343626.1.p1	XM_044535178.1.p1, XM_044467232.1.p1, XM_044475496.1.p1
OG0007936	NM_147883.6.p1, NM_001343715.1.p1	XM_044567676.1.p1, XR_006481617.1.p1
OG0007937	NM_122460.4.p1, NM_001343930.1.p1	XM_044546852.1.p1, XM_044546851.1.p1, XM_044546853.1.p1, XM_044546854.1.p1, XM_044561419.1.p1, XM_044556445.1.p1, XM_044556446.1.p1, XM_044556447.1.p1
OG0007938	NM_122464.2.p1, NM_001343936.1.p1	XM_044566447.1.p1
OG0007939	NM_001344026.1.p1	XM_044508563.1.p1, XM_044517841.1.p1, XM_044512641.1.p1
OG0007940	NM_001344351.1.p1, NM_123437.4.p1, NM_113648.3.p1	XM_044583368.1.p1, XM_044575528.1.p1
OG0007941	NM_125005.4.p1, NM_001345187.1.p1	XM_044541959.1.p1, XM_044525871.1.p1, XM_044533301.1.p1, XM_044582166.1.p1, XM_044570771.1.p1, XM_044574748.1.p1
OG0007942	NM_001345286.1.p1	XM_044517529.1.p1
OG0007944	NM_125408.3.p1, NM_001345400.1.p1	XM_044532233.1.p1, XM_044524768.1.p1
OG0007946	NM_100545.7.p1	XM_044467895.1.p1
OG0007947	NM_100907.2.p1	XM_044508399.1.p1, XM_044521784.1.p1, XM_044518017.1.p1
OG0007948	NM_100933.3.p1	XM_044507784.1.p1
OG0007949	NM_101063.3.p1	XM_044576019.1.p1
OG0007950	NM_101164.5.p1	XM_044519125.1.p1, XM_044513504.1.p1, XM_044513503.1.p1, XM_044513505.1.p1
OG0007951	NM_101253.3.p1	XM_044544047.1.p1, XM_044527818.1.p1
OG0007952	NM_101382.3.p1, NM_202104.2.p1, NM_202103.1.p1	XM_044599324.1.p1
OG0007953	NM_101456.4.p1	XM_044541653.1.p1
OG0007954	NM_106498.4.p1, NM_101565.6.p1	XM_044492673.1.p1, XM_044596037.1.p1
OG0007955	NM_101581.3.p1	XM_044601209.1.p1, XM_044476386.1.p1
OG0007956	NM_105921.3.p1, NM_101604.3.p1	XM_044504113.1.p1, XM_044520695.1.p1
OG0007957	NM_101702.4.p1	XM_044542778.1.p1, XM_044534158.1.p1, XM_044526637.1.p1, XM_044556147.1.p1, XM_044563218.1.p1
OG0007958	NM_106132.4.p1, NM_101746.5.p1	XM_044517287.1.p1, XM_044509209.1.p1, XM_044512050.1.p1
OG0007959	NM_101946.4.p1, NM_106304.3.p1	XM_044574707.1.p1
OG0007960	NM_101960.3.p1	XM_044556351.1.p1, XM_044563397.1.p1, XM_044585169.1.p1, XM_044569291.1.p1
OG0007961	NM_105774.4.p1, NM_102147.3.p1	XM_044481087.1.p2, XM_044500923.1.p2, XM_044545471.1.p1, XM_044533194.1.p2, XM_044476593.1.p1, XM_044468340.1.p1
OG0007963	NM_102409.3.p1	XM_044600068.1.p1
OG0007964	NM_102516.4.p1	XM_044548389.1.p1
OG0007965	NM_102605.3.p1	XM_044564415.1.p1, XM_044595743.1.p1, XM_044490284.1.p1
OG0007966	NM_102621.4.p1	XM_044551352.1.p1
OG0007967	NM_102660.3.p1	XM_044485449.1.p1, XM_044501942.1.p1, XM_044488926.1.p1
OG0007968	NM_102772.3.p1, NM_120964.2.p1	XM_044497567.1.p1, XM_044488976.1.p1, XM_044546546.1.p1
OG0007969	NM_102774.2.p1	XM_044536713.1.p1
OG0007970	NM_102804.2.p1, NM_129035.4.p1	XM_044530116.1.p1, XM_044511090.1.p1, XM_044522395.1.p1, XM_044529022.1.p1, XM_044536196.1.p1
OG0007971	NM_102824.3.p1	XM_044475850.1.p1, XM_044467581.1.p1
OG0007972	NM_102982.4.p1, NM_129089.2.p1	XM_044558239.1.p1
OG0007973	NM_103524.3.p1	XM_044551653.1.p1, XM_044551656.1.p1, XM_044594340.1.p1, XM_044594341.1.p1, XM_044478748.1.p1
OG0007974	NM_103574.4.p1	XM_044512334.1.p1, XM_044517566.1.p1
OG0007975	NM_103748.3.p1, NM_202261.2.p1	XM_044468030.1.p1, XR_006421053.1.p1, XM_044562622.1.p1, XM_044551885.1.p1
OG0007976	NM_103788.3.p1	XM_044501066.1.p1, XM_044493090.1.p1
OG0007977	NM_103789.2.p1	XM_044496659.1.p1, XM_044487764.1.p1
OG0007979	NM_112825.4.p1, NM_103865.4.p1	XM_044557456.1.p1, XM_044547877.1.p1
OG0007981	NM_104587.1.p1, NM_104588.4.p1	XM_044468557.1.p1
OG0007982	NM_104841.3.p1	XM_044516704.1.p1, XM_044521936.1.p1, XM_044561831.1.p1, XM_044554546.1.p1, XM_044551339.1.p1
OG0007983	NM_104851.6.p1	XM_044527727.1.p1, XM_044535294.1.p1
OG0007984	NM_105060.2.p1	XM_044602528.1.p1
OG0007985	NM_105139.5.p1	XM_044462493.1.p1, XM_044497654.1.p1, XM_044516174.1.p1, XM_044521458.1.p1, XM_044530361.1.p1, XM_044522685.1.p1
OG0007986	NM_105176.3.p1	XM_044593746.1.p1, XM_044473231.1.p1
OG0007987	NM_105508.4.p1	XM_044500775.1.p1
OG0007988	NM_105777.4.p1, NM_123165.3.p1	XM_044547031.1.p1, XM_044550825.1.p1
OG0007989	NM_105907.4.p1	XM_044532862.1.p1
OG0007990	NM_106122.3.p1	XM_044541670.1.p1, XM_044541671.1.p1, XM_044533045.1.p1, XM_044525588.1.p1
OG0007991	NM_106477.7.p1	XM_044469114.1.p1, XM_044602097.1.p1, XR_006459572.1.p1, XR_006449750.1.p1, XM_044524897.1.p1, XM_044524896.1.p1
OG0007993	NM_111089.4.p1	XM_044494243.1.p1, XM_044485501.1.p1
OG0007994	NM_121699.5.p1, NM_111176.3.p1	XM_044557721.1.p1, XM_044564506.1.p1
OG0007995	NM_111337.5.p1	XM_044523630.1.p1
OG0007996	NM_112537.4.p1, NM_111427.4.p1	XM_044518651.1.p1
OG0007997	NM_111595.2.p1	XM_044497890.1.p1, XM_044486821.1.p2, XM_044486824.1.p2, XM_044486822.1.p2, XM_044495561.1.p1, XM_044497893.1.p1
OG0007998	NM_111744.5.p1	XM_044544077.1.p1
OG0007999	NM_111857.5.p1	XM_044471200.1.p1, XM_044604061.1.p1, XM_044604062.1.p1, XM_044604060.1.p1, XM_044604058.1.p1, XM_044604059.1.p1, XM_044479440.1.p1
OG0008000	NM_111872.6.p1	XM_044465888.1.p1
OG0008001	NM_111976.4.p1, NM_120691.2.p1	XM_044594748.1.p1, XM_044555065.1.p1
OG0008002	NM_111978.3.p1, NM_120693.4.p1	XM_044567768.1.p1, XM_044596034.1.p1
OG0008003	NM_112420.5.p1	XM_044475527.1.p1, XM_044475526.1.p1, XM_044467278.1.p1, XM_044600270.1.p1
OG0008004	NM_112576.3.p1	XM_044514075.1.p1, XM_044519484.1.p1
OG0008005	NM_112699.3.p1	XM_044483938.1.p1, XM_044500510.1.p1, XM_044492534.1.p1
OG0008006	NM_112711.4.p1	XM_044499147.1.p1, XM_044499148.1.p1, XM_044482555.1.p1, XM_044491041.1.p1
OG0008007	NM_112765.4.p1	XM_044547390.1.p1, XM_044563965.1.p1, XM_044482197.1.p1
OG0008008	NM_112810.2.p1	XM_044545450.1.p1, XM_044533136.1.p1, XM_044529158.1.p1, XM_044504086.1.p1
OG0008009	NM_112934.4.p1	XM_044500883.1.p1
OG0008010	NM_113195.4.p1	XM_044513806.1.p1, XM_044518946.1.p1, XM_044507648.1.p1
OG0008011	NM_117489.3.p1, NM_113278.3.p1	XM_044482801.1.p1, XM_044499445.1.p1
OG0008012	NM_113316.2.p1	XM_044462652.1.p1, XM_044592489.1.p1
OG0008013	NM_113385.3.p1	XM_044517701.1.p1, XR_006441153.1.p1, XM_044508705.1.p1
OG0008014	NM_113398.2.p1	XM_044544549.1.p1, XR_006456545.1.p1, XM_044509474.1.p1
OG0008015	NM_113614.3.p1	XM_044495034.1.p1, XM_044486249.1.p1
OG0008016	NM_113763.3.p1	XM_044601220.1.p1, XM_044601221.1.p1
OG0008017	NM_113856.4.p1	XM_044559572.1.p1, XM_044595244.1.p1, XM_044486314.1.p1
OG0008018	NM_114336.4.p1	XM_044468425.1.p1, XR_006495599.1.p1
OG0008019	NM_114541.3.p1	XM_044518233.1.p1, XM_044519772.1.p1, XM_044507056.1.p1
OG0008020	NM_114714.3.p1	XM_044564757.1.p1, XM_044552991.1.p1
OG0008021	NM_114720.4.p1	XM_044491326.1.p1
OG0008022	NM_114741.5.p1	XM_044562144.1.p1, XM_044550077.1.p1
OG0008025	NM_115173.3.p1	XM_044547223.1.p1, XM_044547230.1.p1, XR_006424199.1.p1
OG0008026	NM_115218.4.p1	XM_044523908.1.p1
OG0008029	NM_115559.4.p1	XM_044579289.1.p1, XM_044573100.1.p1, XM_044579818.1.p1, XM_044579819.1.p1, XM_044547358.1.p1, XM_044557061.1.p1
OG0008030	NM_115574.3.p1	XM_044599780.1.p1, XM_044466691.1.p1, XM_044599781.1.p1
OG0008031	NM_115711.4.p1	XM_044527598.1.p1, XM_044543824.1.p1, XM_044535138.1.p1, XM_044535137.1.p1
OG0008032	NM_115765.4.p1	XM_044523406.1.p1, XM_044523405.1.p1, XM_044530739.1.p1, XR_006453244.1.p1, XM_044542739.1.p1, XM_044542741.1.p1, XM_044526616.1.p1
OG0008033	NM_115930.3.p1	XM_044600684.1.p1, XM_044467701.1.p1
OG0008034	NM_120644.3.p1, NM_116030.2.p1	XM_044462099.1.p1, XM_044534541.1.p1
OG0008035	NM_116112.3.p1	XM_044594065.1.p1
OG0008036	NM_116171.3.p1	XM_044489028.1.p1, XM_044502234.1.p1, XM_044504988.1.p1, XM_044502507.1.p1, XM_044589025.1.p1, XM_044580434.1.p1
OG0008037	NM_116490.4.p1	XM_044487012.1.p1, XM_044495782.1.p1
OG0008038	NM_116754.4.p1	XM_044467337.1.p1
OG0008039	NM_116963.3.p1	XM_044533231.1.p1
OG0008040	NM_117147.4.p1	XM_044593611.1.p1
OG0008041	NM_117472.4.p1	XM_044551849.1.p1, XM_044555411.1.p1, XM_044562564.1.p1
OG0008042	NM_117827.3.p1	XM_044520164.1.p1, XM_044506888.1.p1
OG0008043	NM_117999.5.p1	XM_044518000.1.p1, XM_044488911.1.p1, XM_044497509.1.p1, XM_044481279.1.p1
OG0008044	NM_118255.1.p1	XM_044566667.1.p1, XM_044578604.1.p1
OG0008045	NM_118807.1.p1, NM_127162.4.p1	XM_044502175.1.p1, XM_044584850.1.p1
OG0008046	NM_119096.3.p1, NM_127525.5.p1	XM_044525175.1.p1
OG0008047	NM_119142.4.p1	XM_044539248.1.p1
OG0008048	NM_119206.5.p1	XM_044521261.1.p1, XM_044528280.1.p1, XM_044515972.1.p1
OG0008049	NM_119218.6.p1	XM_044594443.1.p1, XM_044552459.1.p1
OG0008050	NM_119240.4.p1	XM_044490347.1.p1
OG0008051	NM_119592.5.p1	XM_044534617.1.p1, XM_044527096.1.p1
OG0008052	NM_119600.4.p1	XM_044512388.1.p1
OG0008053	NM_119708.3.p1	XM_044571078.1.p1, XM_044575973.1.p1, XM_044584774.1.p1, XM_044542077.1.p1
OG0008054	NM_119721.4.p1	XM_044469630.1.p1
OG0008055	NM_119724.2.p1	XM_044477874.1.p1, XM_044469634.1.p1, XM_044469635.1.p1, XM_044477875.1.p1, XM_044602620.1.p1
OG0008056	NM_119729.4.p1, NM_127318.5.p1	XM_044515644.1.p1, XM_044520973.1.p1
OG0008057	NM_119882.3.p1	XM_044523730.1.p1
OG0008058	NM_119963.4.p1	XM_044512031.1.p1, XR_006442541.1.p1, XM_044517264.1.p1
OG0008059	NM_120089.5.p1	XM_044541535.1.p1, XM_044532845.1.p1, XM_044532844.1.p1, XM_044550800.1.p1, XM_044553820.1.p1
OG0008060	NM_120113.2.p1	XR_006430523.1.p1, XM_044496498.1.p1, XM_044496499.1.p1, XM_044496500.1.p1
OG0008061	NM_120142.3.p1	XM_044583973.1.p1
OG0008062	NM_120236.1.p1	XM_044481431.1.p1, XM_044494797.1.p1, XM_044481430.1.p1, XM_044497659.1.p1
OG0008063	NM_120270.4.p1	XM_044556597.1.p1
OG0008064	NM_120468.3.p1	XM_044468453.1.p1, XM_044601498.1.p1, XM_044476688.1.p1
OG0008065	NM_120473.3.p1	XM_044601500.1.p1, XM_044468458.1.p1, XM_044468457.1.p1, XM_044468456.1.p1, XM_044468455.1.p1
OG0008066	NM_120549.3.p1	XM_044561609.1.p1, XM_044554391.1.p1, XM_044551200.1.p1
OG0008067	NM_120572.3.p1	XM_044509365.1.p1
OG0008069	NM_120971.3.p1, NM_125803.4.p1	XM_044512868.1.p1, XR_006440935.1.p1, XM_044518043.1.p1
OG0008070	NM_121075.3.p1	XM_044523789.1.p1, XM_044491634.1.p1, XM_044499744.1.p1, XM_044483107.1.p1, XR_006424427.1.p1
OG0008071	NM_121258.4.p1	XM_044494619.1.p1, XM_044485817.1.p1, XM_044494617.1.p1, XM_044502264.1.p1
OG0008072	NM_121278.3.p1	XM_044474676.1.p1, XM_044599540.1.p1, XM_044466435.1.p1
OG0008073	NM_121572.5.p1	XM_044561558.1.p1, XM_044559502.1.p1
OG0008074	NM_121661.5.p1	XM_044503589.1.p1, XM_044487209.1.p1, XM_044495983.1.p1
OG0008075	NM_121920.4.p1	XM_044508629.1.p1, XM_044512564.1.p1, XR_006446483.1.p1
OG0008076	NM_121935.4.p1	XM_044527812.1.p1, XM_044544036.1.p1, XM_044535377.1.p1
OG0008077	NM_121940.5.p1	XM_044515263.1.p1, XM_044515264.1.p1, XM_044506252.1.p1
OG0008078	NM_121992.3.p1	XM_044517328.1.p1, XM_044493615.1.p1, XM_044512081.1.p1, XM_044508086.1.p1, XM_044509166.1.p1
OG0008079	NM_122003.3.p1	XM_044563441.1.p1
OG0008080	NM_122014.4.p1	XM_044586162.1.p1, XM_044571128.1.p1
OG0008081	NM_122022.3.p1, NM_128223.3.p1	XM_044575417.1.p1, XM_044583952.1.p1
OG0008082	NM_122097.3.p1	XM_044526561.1.p1, XM_044520242.1.p1
OG0008083	NM_122115.4.p1	XM_044484037.1.p1
OG0008084	NM_122123.3.p1	XM_044492543.1.p1
OG0008085	NM_123064.3.p1	XM_044540490.1.p1, XM_044528911.1.p1, XM_044532185.1.p1
OG0008086	NM_123347.2.p1	XM_044601841.1.p1, XR_006495847.1.p1, XM_044468805.1.p1, XR_006421536.1.p1
OG0008087	NM_123578.4.p1	XM_044503853.1.p1, XM_044487419.1.p1, XM_044496357.1.p1
OG0008088	NM_123580.2.p1	XM_044599009.1.p1, XM_044474087.1.p1
OG0008089	NM_123663.3.p1	XM_044515027.1.p1
OG0008090	NM_124073.5.p1	XM_044473821.1.p1, XM_044465543.1.p1
OG0008091	NM_124083.3.p1	XM_044562425.1.p1, XM_044551706.1.p1, XM_044551705.1.p1
OG0008092	NM_124402.4.p1	XR_006460369.1.p1
OG0008093	NM_124478.3.p1	XM_044514164.1.p1, XM_044519523.1.p1
OG0008094	NM_124666.3.p1	XM_044595354.1.p1, XM_044487669.1.p1
OG0008095	NM_124725.5.p1	XM_044485146.1.p1
OG0008096	NM_124806.2.p1	XM_044603605.1.p1, XM_044470724.1.p1
OG0008097	NM_124910.6.p1	XM_044603282.1.p1
OG0008098	NM_125029.3.p1	XM_044520474.1.p1, XM_044515127.1.p1, XM_044506406.1.p1, XM_044534024.1.p1
OG0008099	NM_125209.3.p1	XM_044508201.1.p1, XM_044518261.1.p1, XM_044513093.1.p1, XM_044536996.1.p1, XM_044540364.1.p1
OG0008100	NM_125660.4.p1	XM_044500174.1.p1, XM_044492149.1.p1, XM_044483595.1.p1
OG0008102	NM_180927.4.p1, NM_125782.3.p1	XM_044583526.1.p1
OG0008103	NM_125950.3.p1	XM_044546873.1.p1, XR_006467508.1.p1, XR_006467509.1.p1, XR_006467510.1.p1, XM_044556442.1.p1, XR_006471389.1.p1, XR_006471387.1.p1
OG0008104	NM_126081.4.p1	XM_044515402.1.p1
OG0008105	NM_126191.3.p1	XM_044480512.1.p1, XM_044487826.1.p1, XM_044496726.1.p1
OG0008106	NM_126270.2.p1	XM_044602608.1.p1, XM_044469620.1.p1
OG0008107	NM_126315.5.p1	XM_044543736.1.p1, XM_044535059.1.p1, XM_044535108.1.p1, XM_044527529.1.p1
OG0008110	NM_127522.2.p1, NM_179660.2.p1	XM_044584304.1.p1, XM_044567423.1.p1, XM_044575930.1.p1
OG0008111	NM_202923.2.p1, NM_128011.5.p1	XM_044577016.1.p1, XM_044568278.1.p1
OG0008112	NM_128065.5.p1	XM_044578846.1.p1, XM_044585175.1.p1
OG0008113	NM_128201.5.p1	XM_044583241.1.p1
OG0008114	NM_128308.6.p1	XM_044583869.1.p1, XM_044572778.1.p1
OG0008115	NM_128420.4.p1	XR_006446665.1.p1
OG0008116	NM_128518.2.p1	XM_044507005.1.p1, XM_044514481.1.p1, XM_044519829.1.p1
OG0008117	NM_128585.2.p1	XM_044507523.1.p1, XM_044507522.1.p1
OG0008118	NM_128624.2.p1	XM_044533779.1.p1
OG0008119	NM_128977.4.p1, NM_201867.2.p1	XM_044595401.1.p1, XM_044560687.1.p1
OG0008120	NM_129106.3.p1	XM_044588457.1.p1, XM_044510602.1.p1, XM_044569112.1.p1
OG0008121	NM_129305.3.p1	XM_044519716.1.p1, XM_044507114.1.p1
OG0008122	NM_129523.4.p1	XM_044487597.1.p1, XM_044496515.1.p1, XM_044503968.1.p1
OG0008123	NM_129667.5.p1, NM_201925.2.p1	XM_044486792.1.p1, XM_044503166.1.p1, XM_044503167.1.p1, XM_044495531.1.p1, XM_044495532.1.p1, XM_044495533.1.p1
OG0008124	NM_129806.4.p1	XM_044506150.1.p1, XM_044511763.1.p1, XM_044517049.1.p1
OG0008125	NM_129869.5.p1	XM_044476446.1.p1
OG0008126	NM_129887.3.p1	XM_044602067.1.p1
OG0008127	NM_130015.4.p1	XM_044583831.1.p1, XM_044551832.1.p1, XM_044551833.1.p1, XM_044555393.1.p1
OG0008128	NM_202745.4.p1, NM_130174.5.p1	XM_044483597.1.p1, XM_044500175.1.p1
