Orthogroup	Arabidopsis_thaliana_rna_prot	Citrus_sinensis_rna_prot
OG0012051	NM_121130.3.p1	XM_052441852.1.p1
OG0012052	NM_121289.4.p1	XM_006470544.4.p1
OG0012053	NM_121371.3.p1	XM_006486004.4.p1
OG0012054	NM_121418.3.p1	XM_006470015.3.p1
OG0012055	NM_122235.2.p1	XM_006484450.3.p1, XM_006484451.4.p1
OG0012057	NM_122713.3.p1	XM_006471847.4.p1
OG0012058	NM_123346.5.p1, NM_203134.2.p1	XM_052443139.1.p1
OG0012059	NM_123460.5.p1	XM_006470013.4.p1
OG0012060	NM_123604.3.p1	XM_052441121.1.p1
OG0012061	NM_123685.4.p1	XM_006472236.4.p1
OG0012062	NM_124055.4.p1	XM_006494341.4.p1
OG0012063	NM_124554.3.p1	XM_006490213.4.p1
OG0012064	NM_124659.2.p1	XM_006490560.3.p1
OG0012065	NM_125398.2.p1	XM_006488152.4.p1
OG0012066	NM_125724.3.p1	XM_006476904.4.p1
OG0012067	NM_125838.3.p1	XM_006486717.4.p1
OG0012068	NM_125992.6.p1	XM_025092151.2.p1, XM_006467064.4.p1
OG0012069	NM_126085.4.p1	XM_006466582.3.p1
OG0012070	NM_126297.5.p1	XM_025096438.2.p1, XM_025096436.2.p1, XM_006470715.4.p1
OG0012071	NM_126350.3.p1	XM_015531777.3.p1
OG0012072	NM_126771.6.p1	XM_006473898.4.p1
OG0012073	NM_126934.4.p1	XM_025094912.2.p1, XM_015527869.3.p1
OG0012074	NM_126937.2.p1	XM_006465020.2.p1
OG0012075	NM_127197.5.p1	XM_006487272.4.p1
OG0012077	NM_127844.2.p1	XM_006466334.4.p1
OG0012078	NM_128244.4.p1	XM_006470490.4.p1
OG0012079	NM_128544.4.p1	XM_006477611.4.p1
OG0012080	NM_128564.2.p1	XM_006488496.4.p1, XM_006488495.4.p1
OG0012081	NM_128840.3.p1	XM_006493751.4.p1
OG0012082	NM_128900.3.p1	XM_052440639.1.p1
OG0012083	NM_128957.4.p1	XM_025095418.2.p1
OG0012084	NM_129244.4.p1	XM_015534374.3.p1
OG0012085	NM_129289.5.p1	XM_006480465.4.p1
OG0012086	NM_129383.3.p1	XM_006480997.4.p1
OG0012087	NM_147854.3.p1	XM_025097418.2.p1, XM_006464870.4.p1
OG0012088	NM_178989.3.p1	XM_015528073.3.p1
OG0012089	NM_179834.2.p1	XM_006479499.4.p1
OG0012090	NR_140661.1.p1	XM_006483493.4.p1
OG0012221	NM_001124012.1.p1, NM_104245.4.p1	XM_006477914.4.p1
OG0012224	NM_001160726.2.p1	XM_052436714.1.p1
OG0012225	NM_001161212.1.p1	XM_015525199.3.p1, XM_015525200.3.p1
OG0012226	NM_001198147.2.p1	XM_025101149.2.p1, XM_025101148.2.p1, XM_025101147.2.p1, XM_015532000.3.p1
OG0012228	NM_113460.3.p1, NM_001203044.2.p1	XM_052439153.1.p1
OG0012229	NM_001203563.2.p1	XM_006482534.4.p1
OG0012230	NM_125507.2.p1, NM_001203655.2.p1	XM_052438636.1.p1
OG0012232	NM_001332349.1.p1	XM_015526026.3.p1
OG0012233	NM_001334128.1.p1	XM_052444767.1.p1
OG0012234	NM_001335429.1.p1, NM_001335428.1.p1, NM_127026.4.p1	XM_006486801.4.p1
OG0012235	NM_001335859.1.p1, NM_001342434.1.p1, NM_119879.3.p1	XM_006466592.4.p1
OG0012236	NM_001336083.1.p1, NM_179755.3.p1	XM_052435530.1.p1
OG0012238	NM_113740.6.p1, NM_001338949.1.p1	XM_006482421.4.p1
OG0012239	NM_001339747.1.p1	XM_006486472.3.p1
OG0012241	NM_117238.2.p1, NM_001340731.1.p1	XM_006488268.3.p1
OG0012242	NM_001340862.1.p1	XM_015533636.3.p1, XM_052435535.1.p1, XM_025102764.2.p1, XM_015533533.3.p1, XM_006489187.4.p1, XM_006480176.4.p1
OG0012243	NM_119273.3.p1, NM_001342068.1.p1	XM_025100338.2.p1, XM_006483580.4.p1
OG0012244	NM_119395.3.p1, NM_001342151.1.p1	XM_006475739.4.p1
OG0012246	NM_122019.4.p1, NM_001343639.1.p1	XM_006475756.3.p1
OG0012248	NM_100095.4.p1	XM_006464343.4.p1
OG0012249	NM_100098.3.p1	XM_006464319.4.p1
OG0012250	NM_100294.3.p1	XM_006479344.4.p1
OG0012251	NM_100725.4.p1	XM_006470641.4.p1
OG0012252	NM_101017.3.p1	XM_006467877.4.p1
OG0012253	NM_101202.5.p1	XM_015532062.3.p1
OG0012254	NM_101310.4.p1	XM_006483182.4.p1
OG0012255	NM_101487.5.p1	XM_006486590.4.p1
OG0012256	NM_101671.5.p1	XM_006490769.4.p1
OG0012257	NM_101903.2.p1	XM_006473697.4.p1
OG0012258	NM_102189.4.p1	XM_006483836.4.p1
OG0012261	NM_102987.5.p1	XM_006485374.4.p1
OG0012262	NM_103458.3.p1	XM_006473806.4.p1
OG0012264	NM_103988.4.p1	XM_006475154.4.p1
OG0012265	NM_104328.4.p1	XM_006471673.4.p1
OG0012266	NM_104353.3.p1	XM_006471824.4.p1
OG0012268	NM_104391.2.p1	XM_006466094.4.p1, XM_052444398.1.p1
OG0012269	NM_105162.3.p1	XM_006484642.4.p1
OG0012270	NM_105423.3.p1	XM_006483993.3.p1
OG0012271	NM_105501.4.p1	XM_006468648.4.p1
OG0012272	NM_105617.3.p1	XM_006475792.4.p1
OG0012273	NM_105912.2.p1	XM_006465846.4.p1
OG0012274	NM_106053.3.p1	XM_006476175.4.p1
OG0012275	NM_106257.3.p1	XM_006473658.3.p1
OG0012276	NM_106354.6.p1	XM_006472835.4.p1
OG0012278	NM_111297.4.p1	XM_006478919.4.p1
OG0012279	NM_122615.4.p1, NM_111385.2.p1	XM_006471872.4.p1
OG0012280	NM_111435.2.p1	XM_006472074.4.p1
OG0012281	NM_111979.1.p1	XM_006481688.4.p1
OG0012282	NM_112237.2.p1	XM_006465858.4.p1
OG0012283	NM_112455.4.p1	XM_006465259.4.p1
OG0012286	NM_112808.4.p1	XM_015532879.3.p1
OG0012287	NM_113570.3.p1	XM_006483850.3.p1
OG0012288	NM_114713.4.p1	XM_006485289.4.p1
OG0012289	NM_114908.5.p1, NM_114907.3.p1, NM_114905.2.p1, NM_114906.2.p1	XM_052438534.1.p1
OG0012290	NM_115082.3.p1	XM_006485121.4.p1
OG0012291	NM_115603.4.p1	XM_006468516.4.p1
OG0012292	NM_116126.3.p1	XM_006479987.4.p1, XM_025099164.2.p1
OG0012293	NM_116147.3.p1	XM_006479898.4.p1
OG0012294	NM_116570.5.p1	XM_006469777.4.p1, XM_006469778.4.p1
OG0012296	NM_117516.4.p1	XM_006489668.4.p1
OG0012297	NM_117745.4.p1	XM_025095374.2.p1
OG0012298	NM_117958.2.p1	XM_006468146.3.p1
OG0012299	NM_118250.5.p1	XM_006467887.4.p1
OG0012300	NM_118939.3.p1	XM_052435457.1.p1, XM_052435462.1.p1, XM_052435460.1.p1
OG0012302	NM_119450.4.p1	XM_006475899.4.p1
OG0012303	NM_120502.3.p1	XM_006481912.4.p1
OG0012305	NM_121366.4.p1	XM_006489925.4.p1
OG0012306	NM_121627.4.p1	XR_008055658.1.p1, XM_006482136.4.p1, XM_006482135.4.p1
OG0012307	NM_121803.2.p1	XM_006479074.3.p1
OG0012308	NM_121966.2.p1	XM_006476036.2.p1
OG0012309	NM_122306.3.p1	XM_006490583.4.p1
OG0012310	NM_122578.4.p1	XM_052435556.1.p1
OG0012311	NM_123122.4.p1	XM_006482056.4.p1
OG0012312	NM_123354.1.p1	XM_015531585.2.p1
OG0012313	NM_123361.2.p1	XM_006482457.4.p1
OG0012314	NM_123431.4.p1	XM_052435511.1.p1
OG0012315	NM_123880.1.p1	XM_006468409.4.p1
OG0012316	NM_124176.3.p1	XM_006482784.4.p1
OG0012317	NM_124187.2.p1	XM_006469685.4.p1
OG0012318	NM_124522.4.p1	XM_006490056.3.p1
OG0012319	NM_124559.3.p1	XM_006490218.4.p1
OG0012320	NM_124618.3.p1	XM_006490335.4.p1
OG0012321	NM_124873.3.p1	XM_006475112.4.p1
OG0012322	NM_125341.3.p1	XM_006489423.4.p1, XM_052432429.1.p1
OG0012323	NM_125533.1.p1	XM_052437285.1.p1
OG0012324	NM_125556.2.p1	XM_052433467.1.p1
OG0012325	NM_125574.3.p1	XM_006484998.4.p1
OG0012326	NM_126146.3.p1	XM_006466411.4.p1
OG0012327	NM_126248.3.p1	XM_006470561.4.p1
OG0012328	NM_126256.4.p1	XM_006470843.4.p1
OG0012329	NM_126631.7.p1	XM_052435099.1.p1, XM_006490758.4.p1
OG0012330	NM_127678.3.p1	XM_052442145.1.p1, XM_006483577.4.p1
OG0012331	NM_127766.3.p1	XM_006493773.4.p1
OG0012332	NM_128730.3.p1	XM_006493978.4.p1
OG0012334	NM_130336.3.p1	XM_006479892.4.p1
OG0012335	NM_147837.4.p1	XM_006491980.4.p1, XM_006491978.4.p1
OG0012336	NM_147892.4.p1	XM_006478038.4.p1
OG0012337	NM_147906.5.p1	XM_006468624.4.p1
OG0012338	NM_148183.5.p1	XM_052436113.1.p1, XM_006490954.4.p1
OG0012339	NM_148873.3.p1	XM_006487606.4.p1
OG0012340	NM_179447.2.p1	XM_006473267.4.p1, XM_006473268.4.p1
OG0012481	NM_119634.4.p1, NM_001036712.2.p1	XM_015528904.3.p1
OG0012482	NM_103590.3.p1, NM_001084210.2.p1	XM_015528864.3.p1
OG0012483	NM_001084238.2.p1, NM_112388.2.p1	XM_006464724.4.p1
OG0012486	NM_106518.2.p1, NM_001161004.1.p1	XM_006477771.4.p1
OG0012487	NM_001343746.1.p1, NM_122170.3.p1, NM_001203438.2.p1	XM_006471351.4.p1
OG0012488	NM_124490.5.p1, NM_001203581.1.p1	XM_006484978.4.p1
OG0012489	NM_001332315.1.p1	XM_006465956.4.p1
OG0012491	NM_001334488.1.p1, NM_001334489.1.p1, NM_001334487.1.p1	XM_052440695.1.p1
OG0012492	NM_001334766.1.p1, NM_106361.4.p1	XM_006472856.4.p1
OG0012494	NM_001337699.1.p1	XM_006479163.4.p1
OG0012495	NM_001337914.1.p1, NM_111951.4.p1	XM_006486243.4.p1
OG0012496	NM_001339095.1.p1, NM_001339094.1.p1, NM_114189.3.p1	XM_006474516.4.p1
OG0012497	NM_115351.7.p1, NM_001339706.1.p1	XM_006485592.3.p1
OG0012498	NM_001340467.1.p1	XM_006468008.4.p1
OG0012500	NM_001342715.1.p1, NM_001342714.1.p1	XM_025099697.2.p1
OG0012502	NM_001343206.1.p1	XM_006475969.4.p1
OG0012503	NM_001343599.1.p1	XM_006477517.3.p1
OG0012505	NM_001344161.1.p1	XM_006494259.4.p1
OG0012507	NM_001345335.1.p1, NM_125297.4.p1	XM_015533317.3.p1
OG0012508	NM_001345673.1.p1, NM_148160.3.p1	XM_006464190.3.p1
OG0012509	NM_100010.3.p1	XM_006491228.3.p1
OG0012510	NM_100073.3.p1	XM_006490884.4.p1
OG0012512	NM_100261.4.p1	XM_015527805.3.p1
OG0012513	NM_100332.5.p1	XM_052435192.1.p1
OG0012514	NM_100377.4.p1	XM_052435561.1.p1
OG0012515	NM_100513.3.p1	XM_006468962.4.p1
OG0012516	NM_101168.2.p1, NM_113557.3.p1	XM_006483886.4.p1
OG0012517	NM_101546.3.p1	XM_006465126.4.p1
OG0012519	NM_102275.4.p1	XM_015525408.3.p1
OG0012520	NM_102834.2.p1	XM_006468588.4.p1
OG0012521	NM_102912.5.p1	XM_006482343.3.p1
OG0012524	NM_105371.2.p1	XR_008054099.1.p1, XR_008054100.1.p1
OG0012525	NM_105775.1.p1	XM_006468765.4.p1
OG0012527	NM_106724.3.p1	XM_006465136.4.p1
OG0012529	NM_111799.4.p1	XM_025099964.2.p1
OG0012530	NM_112352.4.p1	XM_006477682.4.p1
OG0012531	NM_112613.3.p1	XM_006488702.4.p1
OG0012532	NM_112645.2.p1	XM_006492845.4.p1
OG0012534	NM_113737.3.p1	XM_006470335.4.p1
OG0012535	NM_114140.3.p1	XM_006474679.3.p1
OG0012537	NM_114530.4.p1	XM_006473208.4.p1
OG0012538	NM_114545.3.p1	XM_025102395.2.p1
OG0012539	NM_114612.4.p1	XM_006490158.2.p1
OG0012540	NM_115117.3.p1	XM_006481679.3.p1
OG0012541	NM_115325.5.p1	XM_025095155.2.p1, XM_052434781.1.p1, XM_006469007.3.p1, XR_003063923.2.p1
OG0012542	NM_178952.2.p1, NM_116399.4.p1	XM_006492368.4.p1
OG0012543	NM_116425.3.p1	XM_006492308.4.p1
OG0012544	NM_116560.1.p1	XM_052434935.1.p1
OG0012545	NM_117003.3.p1	XM_006473103.4.p1
OG0012546	NM_117471.4.p1	XM_006464393.4.p1
OG0012547	NM_117496.6.p1	XM_006492928.4.p1
OG0012548	NM_118122.4.p1	XM_006468479.4.p1
OG0012549	NM_118961.4.p1	XM_006469781.4.p1
OG0012550	NM_119342.3.p1	XM_006483658.3.p1, XM_015527344.1.p1
OG0012551	NM_119723.5.p1, NM_202225.2.p1	XM_006476186.4.p1
OG0012552	NM_119852.5.p1	XM_006494422.4.p1
OG0012553	NR_142405.1.p1, NM_119982.2.p1	XM_006486524.4.p1
OG0012554	NM_127681.2.p1	XM_006487373.3.p1
OG0012554	NM_120031.3.p1	XM_006495141.2.p1
OG0012555	NM_120237.6.p1	XM_006481038.4.p1
OG0012556	NM_120416.5.p1	XM_006494353.4.p1
OG0012557	NM_120479.2.p1	XM_006487696.4.p1
OG0012558	NM_120810.3.p1	XM_052433428.1.p1, XM_006489966.4.p1
OG0012559	NM_121900.3.p1	XM_025092393.2.p1
OG0012560	NM_122766.4.p1	XM_052442683.1.p1, XM_006471609.4.p1
OG0012561	NM_123283.5.p1	XM_006482688.4.p1
OG0012563	NM_124251.4.p1	XM_006479215.4.p1
OG0012564	NM_124325.3.p1	XM_006488767.4.p1
OG0012565	NM_124461.4.p1	XM_006485116.1.p1
OG0012566	NM_124514.3.p1	XM_052433230.1.p1, XM_006473893.4.p1
OG0012567	NM_124745.3.p1	XM_006493122.4.p1
OG0012568	NM_125165.3.p1	XM_006474556.1.p1
OG0012569	NM_125580.3.p1	XM_052440007.1.p1, XM_006485021.4.p1, XM_052440006.1.p1
OG0012570	NM_125636.2.p1	XM_006490074.3.p1
OG0012571	NM_125894.2.p1	XM_025093711.2.p1, XM_052444451.1.p1, XM_052431398.1.p1
OG0012572	NM_126057.4.p1	XM_052445107.1.p1
OG0012573	NM_127092.2.p1	XM_006486955.4.p1
OG0012574	NM_128466.4.p1	NM_001288946.1.p1
OG0012575	NM_129099.4.p1	XM_015528276.3.p1
OG0012576	NM_129228.2.p1	XM_006482539.4.p1
OG0012577	NM_129398.4.p1	XM_015531180.3.p1
OG0012578	NM_129817.2.p1	XM_006469066.4.p1
OG0012579	NM_148121.3.p1	XM_006475832.4.p1
OG0012581	NM_180531.4.p1	XM_006474414.4.p1
OG0012780	NM_180023.4.p1, NM_001036449.1.p1	XM_006492866.4.p1
OG0012782	NM_001037038.1.p1, NM_125481.3.p1	XM_052438715.1.p1
OG0012783	NM_105421.2.p1, NM_001124092.1.p1	XM_006484278.4.p1
OG0012787	NM_001334190.1.p1, NM_001198386.2.p1	XM_025094828.2.p1
OG0012790	NM_001331899.1.p1, NM_100912.3.p1	XM_006483212.4.p1
OG0012791	NM_001334801.1.p1	XM_006472622.4.p1
OG0012792	NM_001335930.1.p1, NM_127992.3.p1	XM_006473925.4.p1
OG0012793	NM_001336518.1.p1	XM_006467406.4.p1
OG0012794	NM_001336543.1.p1, NM_001336545.1.p1	XM_015527132.3.p1
OG0012795	NM_179979.2.p1, NM_001336756.1.p1	XM_006489074.4.p1
OG0012796	NM_001338165.1.p1, NM_112405.3.p1	XM_006464826.3.p1
OG0012797	NM_104144.5.p1, NM_001338183.1.p1	XM_025102739.2.p1
OG0012798	NM_001338626.1.p1	XM_006489701.2.p1
OG0012800	NM_001341474.1.p1	XM_015527014.3.p1, XM_006467927.4.p1
OG0012801	NM_001341674.1.p1	XM_006468705.4.p1
OG0012802	NM_001341797.1.p1	XM_025092239.2.p1
OG0012803	NM_001342584.1.p1	XM_015531207.2.p1
OG0012804	NM_121855.3.p1, NM_001343548.1.p1, NM_001343547.1.p1	XM_006488679.4.p1
OG0012805	NM_001344327.1.p1	XM_006483184.4.p1
OG0012806	NM_001345677.1.p1, NM_125926.4.p1	XM_006466199.3.p1
OG0012807	NM_100153.4.p1	XM_006479966.4.p1
OG0012808	NM_102237.2.p1	XM_006483751.4.p1
OG0012809	NM_102482.4.p1	XM_006483682.4.p1
OG0012810	NM_102862.2.p1	XM_015527116.3.p1
OG0012814	NM_105125.3.p1	XM_006476292.4.p1
OG0012815	NM_123114.4.p1, NM_105290.3.p1	XM_006482015.4.p1
OG0012816	NM_106604.4.p1	XM_006493689.4.p1
OG0012818	NM_111032.4.p1	XM_006470137.4.p1
OG0012821	NM_111946.5.p1	XM_006486226.4.p1
OG0012822	NM_112294.5.p1	XM_006465663.4.p1, XM_052431442.1.p1
OG0012823	NM_112751.1.p1	XM_052433761.1.p1
OG0012824	NM_112799.4.p1	XM_015530919.3.p1
OG0012825	NM_112883.5.p1	XM_006484520.3.p1
OG0012827	NM_113762.4.p1	XM_052443663.1.p1
OG0012831	NM_115937.2.p1	XM_052437907.1.p1
OG0012833	NM_116354.1.p1	XM_052437625.1.p1, XM_052437624.1.p1, XM_052437623.1.p1
OG0012835	NM_119144.2.p1, NM_117364.1.p1	XM_006468406.3.p1
OG0012836	NM_119192.4.p1	XM_006474021.4.p1
OG0012837	NM_119691.4.p1	XM_006486567.4.p1
OG0012838	NM_120025.3.p1	XM_015532740.3.p1, XR_008051110.1.p1
OG0012839	NM_120765.3.p1	XM_025093283.2.p1
OG0012840	NM_121169.5.p1	XM_006476134.4.p1
OG0012841	NM_122217.3.p1	XM_006484481.4.p1
OG0012842	NM_122720.3.p1	XM_006491126.4.p1
OG0012843	NM_123684.6.p1	XM_006481139.4.p1
OG0012844	NM_123742.3.p1	XM_006489432.4.p1
OG0012845	NM_123963.4.p1	XM_052432807.1.p1
OG0012846	NM_124140.2.p1	XM_006467207.4.p1, XM_006467206.4.p1
OG0012849	NM_124547.3.p1	XM_025102514.2.p1
OG0012850	NM_124568.6.p1	XM_006490400.4.p1
OG0012851	NM_124777.5.p1	XM_006469015.4.p1, XM_006464749.4.p1
OG0012852	NM_124798.4.p1	XM_006493140.4.p1
OG0012853	NM_125477.5.p1	XM_052437727.1.p1
OG0012855	NM_125968.3.p1	XM_052443958.1.p1, XM_052443957.1.p1, XM_006466329.4.p1
OG0012856	NM_126330.3.p1	XM_006483159.4.p1
OG0012857	NM_126382.3.p1	XM_006483039.4.p1
OG0012858	NM_126389.2.p1	XM_006483007.4.p1
OG0012859	NM_127335.2.p1	XM_015525907.3.p1
OG0012861	NM_128370.3.p1	XM_006487962.2.p1
OG0012864	NM_202850.3.p1	XM_006471156.4.p1, XM_006471155.4.p1
OG0013049	NM_001035691.4.p1	XM_052439492.1.p1, XM_006484315.4.p1
OG0013052	NM_001125096.1.p1, NM_111278.4.p1	XM_006478987.4.p1
OG0013053	NM_001125349.1.p1, NM_001339532.1.p1	XM_006481025.4.p1
OG0013054	NM_112124.3.p1, NM_117666.3.p1, NM_104488.1.p1, NM_001160958.2.p1, NM_001340273.1.p1	XM_006475476.4.p1
OG0013057	NM_113469.3.p1, NM_001161174.1.p1	XM_006484340.3.p1
OG0013058	NM_001198217.1.p1, NM_103350.3.p1	XM_006472634.4.p1
OG0013065	NM_001332792.1.p1, NM_102559.2.p1, NM_102566.3.p1	XM_006473624.4.p1
OG0013067	NM_001335362.1.p1, NM_001335361.1.p1, NM_126829.4.p1	XM_006474350.4.p1
OG0013069	NM_001336514.1.p1	XM_006467433.4.p1
OG0013071	NM_001338427.1.p1, NM_112882.3.p1	XM_006484521.4.p1
OG0013072	NM_001339401.1.p1, NM_114775.3.p1	XM_006490458.4.p1
OG0013074	NM_001340241.1.p1, NM_116257.5.p1	XM_052438514.1.p1
OG0013077	NM_100067.2.p1	XM_052436122.1.p1
OG0013079	NM_100671.4.p1	XM_006488075.4.p1
OG0013080	NM_100682.3.p1	XM_006475741.4.p1
OG0013081	NM_100859.3.p1	XM_006473513.4.p1, XM_015528804.3.p1
OG0013082	NM_101211.4.p1	XM_006468642.4.p1
OG0013083	NM_102000.3.p1	XM_006472968.4.p1
OG0013085	NM_102194.3.p1	XM_025101284.2.p1
OG0013087	NM_102290.4.p1	XM_006476687.4.p1
OG0013088	NM_102467.6.p1	XM_006483189.3.p1
OG0013090	NM_103684.3.p1	XM_006473583.4.p1
OG0013091	NM_103835.2.p1	XM_006479308.4.p1
OG0013093	NM_105972.4.p1	XM_006485768.3.p1, XM_052443918.1.p1
OG0013094	NM_105981.4.p1	XM_006466055.4.p1
OG0013097	NM_106590.3.p1	XM_006493682.3.p1
OG0013098	NM_106659.3.p1	XM_006465260.3.p1
OG0013099	NM_106711.2.p1	XM_006465200.4.p1
OG0013101	NM_111347.2.p1	XM_006471618.4.p1
OG0013102	NM_112500.3.p1	XM_006465605.4.p1
OG0013103	NM_112773.3.p1	XM_006487133.4.p1
OG0013104	NM_113239.3.p1	XM_006489640.4.p1
OG0013105	NM_113634.4.p1	XM_006469974.4.p1
OG0013106	NM_114270.5.p1	XM_052433008.1.p1, XM_052433009.1.p1
OG0013109	NM_114585.4.p1	XM_006472750.4.p1
OG0013110	NM_114635.3.p1	XM_006476567.4.p1
OG0013111	NM_115286.3.p1	XM_006485138.4.p1
OG0013112	NM_115617.7.p1	XM_006493851.4.p1
OG0013113	NM_115813.2.p1	XM_006478711.4.p1
OG0013114	NM_115871.3.p1	XR_008054018.1.p1
OG0013115	NM_116179.5.p1	XM_006479659.4.p1
OG0013117	NM_117436.3.p1	XM_006493019.4.p1
OG0013118	NM_118197.1.p1	XM_006468405.3.p1
OG0013120	NM_118310.3.p1	XM_006467957.4.p1
OG0013121	NM_118526.3.p1	XM_006476297.4.p1
OG0013122	NM_118998.1.p1	XM_006479435.4.p1
OG0013123	NM_119679.2.p1	XM_006486643.4.p1
OG0013126	NM_121769.4.p1	XR_008054211.1.p1
OG0013128	NM_125886.5.p1	XM_006493776.4.p1
OG0013129	NM_127352.3.p1	XM_006466874.4.p1
OG0013134	NM_129855.3.p1	XM_006484790.4.p1
OG0013135	NM_130028.3.p1	XM_006464317.3.p1
OG0013137	NM_179797.3.p1	XM_006488273.4.p1
OG0013327	NM_001084435.1.p1, NM_179630.3.p1, NM_127246.4.p1, NM_001335503.1.p1, NM_121526.5.p1, NM_001343390.1.p1	XM_006473438.4.p1
OG0013332	NM_001125541.1.p1	XM_015525837.1.p1, XM_052444352.1.p1
OG0013334	NM_102921.5.p1, NM_001198194.1.p1	XM_025092779.2.p1, XM_006471515.4.p1, XM_025095929.2.p1
OG0013338	NM_001332002.1.p1, NM_101043.2.p1	XM_006467371.4.p1
OG0013339	NM_147323.1.p1, NM_001332321.1.p1, NM_101641.2.p1, NM_202123.3.p1, NM_001332320.1.p1	XM_006485602.4.p1
OG0013345	NM_001334586.1.p1	XM_052438454.1.p1
OG0013348	NM_001335731.1.p1	XM_052432435.1.p1, XM_006464909.4.p1, XM_006487632.2.p1
OG0013350	NM_001336253.1.p1	XM_006495108.4.p1, XM_025094431.2.p1
OG0013356	NM_001340472.1.p1	XM_025094515.2.p1
OG0013360	NM_121403.3.p1, NM_001343305.1.p1, NM_001343304.1.p1	XM_006468778.4.p1
OG0013362	NM_001343436.1.p1	XM_006474608.3.p1
OG0013364	NM_001344882.1.p1, NM_124395.5.p1	XM_006476811.4.p1
OG0013365	NM_100008.4.p1	XM_006491416.4.p1
OG0013366	NM_100032.4.p1	XM_006491120.4.p1
OG0013367	NM_100109.3.p1	XM_006491365.4.p1
OG0013368	NM_100864.1.p1	XM_006472342.4.p1
OG0013369	NM_100930.4.p1	XM_006483766.4.p1
OG0013370	NM_101422.1.p1	XM_006476812.4.p1
OG0013371	NM_102667.4.p1	XM_006467552.4.p1
OG0013373	NM_116936.3.p1, NM_103312.1.p1	XM_015528613.2.p1
OG0013375	NM_104443.2.p1	XM_006474698.3.p1
OG0013376	NM_104914.2.p1	XM_025094419.2.p1, XM_006467315.4.p1
OG0013377	NM_121625.5.p1, NM_105360.2.p1	XM_006468676.4.p1
OG0013378	NM_105506.3.p1	XM_006469026.4.p1
OG0013379	NM_105518.3.p1	XM_006490431.4.p1, XM_006490430.4.p1
OG0013380	NM_105602.3.p1	XM_015531740.3.p1
OG0013381	NM_105662.2.p1	XM_006483228.3.p1
OG0013383	NM_111308.3.p1	XM_025101299.2.p1
OG0013387	NM_113432.2.p1, NM_113434.1.p1	XM_015532181.3.p1
OG0013388	NM_114164.2.p1	XM_025093033.2.p1
OG0013389	NM_114314.5.p1	XM_052431716.1.p1, XM_052431719.1.p1, XM_052431712.1.p1, XM_025101827.2.p1
OG0013391	NM_115622.3.p1	XM_006471790.4.p1
OG0013393	NM_116926.4.p1	XM_006472590.4.p1
OG0013394	NM_117981.3.p1	XM_025094712.2.p1
OG0013395	NM_120658.5.p1	XM_006486285.4.p1, XM_006486284.4.p1
OG0013398	NM_123132.2.p1	XM_006482070.4.p1
OG0013401	NM_125767.2.p1	XM_025097812.2.p1
OG0013403	NM_128139.3.p1	XM_006475962.3.p1
OG0013405	NM_128586.3.p1	XM_052434658.1.p1
OG0013406	NM_129916.3.p1	XM_006478741.4.p1
OG0013407	NM_130313.3.p1	XM_006486595.4.p1
OG0013408	NM_147326.2.p1	XM_052444328.1.p1, XM_006467031.4.p1
OG0013409	NM_148692.3.p1	XM_006489514.4.p1
OG0013410	NM_179695.2.p1	XM_006466269.4.p1, XM_025093456.2.p1, XM_025093453.2.p1
OG0013411	NR_141608.1.p1	XM_015527499.1.p1
OG0013657	NM_001198298.1.p1, NM_001333660.1.p1	XM_006471875.3.p1
OG0013660	NM_001331871.1.p1, NM_148453.3.p1	XM_025096683.2.p1, XM_006472332.3.p1
OG0013669	NM_001337327.1.p1	XM_015531601.3.p1
OG0013671	NM_001337802.1.p1, NM_001337801.1.p1, NM_111742.2.p1	XM_006481337.3.p1
OG0013672	NM_001339560.1.p1, NM_115076.4.p1	XM_006474592.4.p1
OG0013673	NM_001340725.1.p1, NM_202806.2.p1	XM_006477366.4.p1
OG0013674	NM_121419.3.p1, NM_001343317.1.p1	XM_006469993.4.p1
OG0013676	NM_103517.3.p1	XM_052441357.1.p1
OG0013681	NM_106367.4.p1	XM_006494248.4.p1
OG0013683	NM_106706.1.p1	XM_006465218.2.p1
OG0013684	NM_111305.7.p1	XM_025100887.2.p1
OG0013685	NM_111485.3.p1	XM_025092226.2.p1
OG0013686	NM_112054.1.p1	XM_052440969.1.p1, XM_052441279.1.p1, XM_052440958.1.p1, XM_006471748.4.p1, XR_008054708.1.p1, XR_008054709.1.p1, XM_025096398.2.p1, XM_006471750.4.p1, XM_052441280.1.p1, XM_006471746.4.p1, XM_006471793.4.p1
OG0013687	NM_112417.2.p1	XM_025099837.2.p1, XM_006484288.3.p1
OG0013688	NM_112475.3.p1	XM_006465535.3.p1
OG0013693	NM_115540.3.p1	XM_006481913.4.p1
OG0013694	NM_116890.2.p1	XM_006472659.4.p1
OG0013697	NM_118317.4.p1	XM_006467375.4.p1
OG0013698	NM_119445.4.p1	XM_006475920.4.p1
OG0013699	NM_119726.2.p1, NM_119735.3.p1	XM_006467121.3.p1
OG0013701	NM_125262.3.p1	XM_006488623.3.p1
OG0013703	NM_126215.5.p1	XM_006469252.1.p1
OG0013704	NM_127124.2.p1	XM_006479306.4.p1
OG0013705	NM_128794.2.p1	XM_006469644.2.p1
OG0013706	NM_130098.3.p1	XM_006490851.4.p1
OG0013710	NR_142399.1.p1	XM_015534023.3.p1
