Orthogroup	Arabidopsis_thaliana_rna_prot	Solanum_tuberosum_rna_prot
OG0007193	NM_179137.3.p1, NM_001341955.1.p1, NM_119042.5.p1	XM_006353405.2.p1
OG0007194	NM_127440.4.p1, NM_001342003.1.p1, NM_001342004.1.p1	XM_006367480.2.p1, XM_006367481.1.p1
OG0007195	NM_001342245.1.p1	XM_015306991.1.p1, XM_015306989.1.p1, XM_015306987.1.p1, XM_006343429.2.p1, XM_006343427.2.p1, XM_015306988.1.p1, XM_015306992.1.p1
OG0007196	NM_119970.3.p1, NM_179184.2.p1, NM_001342477.1.p1	XM_006353119.2.p1
OG0007197	NM_120544.3.p1, NM_203002.4.p1, NM_001342782.1.p1	XM_006357856.2.p1
OG0007198	NM_001343095.1.p1, NM_001343096.1.p1	XM_006355291.2.p1
OG0007199	NM_001343215.1.p1, NM_001343216.1.p1, NM_001343217.1.p1, NM_121222.5.p1	XM_006360926.2.p1
OG0007200	NM_180505.3.p1, NM_121707.3.p1, NM_001343477.1.p1, NM_111179.4.p1	XM_006347506.2.p1, XM_015308857.1.p1
OG0007201	NM_001343592.1.p1, NM_121923.4.p1	XM_006349165.2.p1, XM_006349164.2.p1
OG0007202	NM_122142.4.p1, NM_001343725.1.p1	XM_006356794.2.p1
OG0007203	NM_001344205.1.p1, NM_203128.6.p1	XM_006346741.2.p1
OG0007204	NM_001344462.1.p1	NM_001288294.1.p1
OG0007205	NM_001344806.1.p1, NM_124256.4.p1	XM_006352880.1.p1
OG0007206	NM_001344879.1.p1, NM_124392.2.p1, NM_001344877.1.p1, NM_001344876.1.p1, NM_001344875.1.p1	XM_006347376.2.p1, XM_006344452.2.p1
OG0007207	NM_001344928.1.p1, NM_124501.4.p1	XM_015313676.1.p1
OG0007208	NM_001345158.1.p1, NM_001345161.1.p1	XM_015308163.1.p1, XM_015308162.1.p1
OG0007210	NM_001345436.1.p1, NM_001345437.1.p1	XM_006337998.2.p1
OG0007211	NM_001345476.1.p1, NM_125543.5.p1	XM_006357854.2.p1, XM_006357853.2.p1
OG0007212	NM_001345477.1.p1, NM_125544.4.p1	XM_006357857.2.p1
OG0007213	NM_001345620.1.p1, NM_125814.3.p1	XM_006351727.2.p1
OG0007214	NM_001345748.1.p1, NM_126011.2.p1	XM_006340698.2.p1
OG0007215	NM_126079.5.p1, NM_001345802.1.p1, NM_001345803.1.p1	XM_015313288.1.p1, XM_015313285.1.p1, XR_001474695.1.p1
OG0007216	NM_116047.3.p1, NM_100012.3.p1	XM_006362075.2.p1, XM_006339658.2.p1
OG0007217	NM_100086.4.p1	XM_015313822.1.p1
OG0007218	NM_100230.7.p1	XM_015306358.1.p1, XM_006352558.2.p1
OG0007219	NM_127612.3.p1, NM_100267.4.p1, NM_123780.3.p1	XM_006348774.2.p1
OG0007220	NM_100341.4.p1	XM_006340841.2.p1
OG0007221	NM_128838.2.p1, NM_100364.4.p1	XM_006365414.2.p1, XM_006366782.2.p1
OG0007222	NM_100563.4.p1, NM_128597.3.p1	XM_006354875.2.p1
OG0007223	NM_100573.4.p1, NM_125229.4.p1	XM_006355235.2.p1
OG0007224	NM_100887.3.p1	XR_001473495.1.p1
OG0007225	NM_100968.3.p1, NM_104773.7.p1	XM_015309550.1.p1
OG0007226	NM_104783.3.p1, NM_100979.4.p1	XM_006347008.2.p1
OG0007227	NM_104983.5.p1, NM_101134.5.p1	XM_006358805.2.p1, XM_006358329.2.p1, XM_006364063.2.p1
OG0007228	NM_104996.6.p1, NM_101148.4.p1	NM_001288117.1.p1
OG0007229	NM_101308.4.p1, NM_126329.4.p1	NM_001288226.1.p1
OG0007230	NM_101530.4.p1, NM_106551.4.p1	NM_001288285.1.p1, NM_001288413.1.p1
OG0007231	NM_101631.2.p1	XM_006359003.2.p1
OG0007232	NM_101695.5.p1	XM_006341512.2.p1
OG0007233	NM_106182.4.p1, NM_101814.5.p1, NM_101813.2.p1	XM_006345865.2.p1
OG0007234	NM_101870.3.p1, NM_101869.2.p1	XM_015309210.1.p1, XM_015306426.1.p1
OG0007235	NM_101904.4.p1, NM_106276.5.p1	XM_006342054.2.p1
OG0007236	NM_126182.4.p1	XM_006344109.2.p1
OG0007237	NM_102345.4.p1	XM_006344081.2.p1
OG0007238	NM_102564.3.p1	XM_006360854.2.p1
OG0007239	NM_102636.2.p1	XR_001474128.1.p1, XR_001474127.1.p1, XM_006353139.2.p1
OG0007240	NM_102770.4.p1	XM_006357670.2.p1
OG0007241	NM_102794.2.p1	XM_006352946.2.p1
OG0007242	NM_103007.2.p1	XM_006358552.2.p1
OG0007243	NM_202228.3.p1, NM_103056.5.p1	XM_006349330.2.p1
OG0007244	NM_202232.2.p1, NM_103145.4.p1	XM_006353974.2.p1
OG0007245	NM_103165.2.p1	XM_006351149.2.p1, XM_006351093.2.p1
OG0007246	NM_106326.8.p1, NM_103481.4.p1	XM_006359744.2.p1
OG0007247	NM_103496.3.p1	XM_006362760.2.p1
OG0007248	NM_202241.2.p1, NM_202240.2.p1, NM_103548.5.p1	XM_006363830.2.p1, XM_006351842.2.p1
OG0007249	NM_103749.2.p1, NM_115257.6.p1, NM_202697.4.p1	XM_006340912.2.p1
OG0007250	NM_103989.5.p1	XM_006354130.2.p1
OG0007251	NM_104113.5.p1	NM_001288255.1.p1, XM_006358981.2.p1
OG0007252	NM_112414.3.p1, NM_104171.3.p1	XM_006357946.2.p1
OG0007253	NM_104214.6.p1	XM_006364320.2.p1
OG0007254	NM_104335.5.p1	XM_006347765.2.p1
OG0007255	NM_104429.4.p1	XM_015309107.1.p1, XM_015303502.1.p1, XM_006363544.2.p1, XM_006363543.2.p1
OG0007256	NM_104434.4.p1	XM_006346000.2.p1
OG0007257	NM_104942.4.p1	XM_006357003.2.p1, XM_006347562.2.p1
OG0007258	NM_123569.3.p1, NM_105127.4.p1	XM_006343761.2.p1
OG0007259	NM_105233.5.p1	XM_006353178.2.p1
OG0007260	NM_121636.3.p1	XM_006344301.2.p1, XM_006344302.2.p1, XM_006344300.2.p1
OG0007262	NM_105405.1.p1	XM_006352127.2.p1, XM_006360387.2.p1
OG0007263	NM_105466.3.p1	XM_006338777.2.p1
OG0007264	NM_105527.5.p1	XM_006366976.2.p1, NM_001288463.1.p1
OG0007265	NM_105596.2.p1, NM_105570.3.p1	XR_001474320.1.p1
OG0007266	NM_105585.3.p1	XM_006348604.2.p1
OG0007267	NM_105627.3.p1	XM_006355048.2.p1
OG0007268	NM_105817.3.p1	XM_006363794.2.p1
OG0007269	NM_105855.4.p1	XM_006353561.2.p1, XM_006351869.2.p1
OG0007270	NM_105862.5.p1	XM_006350271.2.p1
OG0007271	NM_106086.5.p1	XM_015308253.1.p1, XM_006362336.2.p1
OG0007272	NM_106264.3.p1	XM_006342494.2.p1
OG0007273	NM_106582.4.p1, NR_143553.1.p1, NM_106581.3.p1	XM_006366653.2.p1
OG0007274	NM_106740.5.p1	XM_006341349.2.p1, XM_006356193.2.p1
OG0007275	NM_111100.3.p1	XM_006366746.2.p1
OG0007276	NM_111260.4.p1, NM_180178.2.p1	NM_001288539.1.p1
OG0007277	NM_111382.5.p1	XM_006347755.2.p1
OG0007278	NM_122631.4.p1, NM_111401.5.p1	XM_006361790.2.p1
OG0007279	NM_111420.2.p1	XM_006344778.2.p1
OG0007280	NM_111514.3.p1, NM_117652.4.p1	XM_006342716.2.p1
OG0007281	NM_111585.5.p1	XM_015311035.1.p1, XM_006364204.2.p1
OG0007282	NM_111606.2.p1, NM_111602.4.p1	XM_006339952.2.p1, XM_006352623.2.p1
OG0007283	NM_111619.5.p1	XM_015315224.1.p1, XM_015315221.1.p1, XM_006361264.2.p1
OG0007284	NM_111893.4.p1, NM_120545.2.p1, NM_111892.2.p1	XM_006360420.2.p1, XM_006345794.2.p1
OG0007285	NM_112160.4.p1	XM_006352492.1.p1
OG0007286	NM_112318.2.p1	XM_006359967.2.p1
OG0007287	NM_148749.2.p1, NM_112477.2.p1	XM_006342999.2.p1, XM_006356096.2.p1
OG0007288	NM_112675.5.p1	XM_006341456.2.p1
OG0007289	NM_126194.6.p1, NM_112688.6.p1	XM_006341502.2.p1
OG0007290	NM_120968.3.p1, NM_112867.5.p1	XM_006347653.2.p1
OG0007291	NM_113053.7.p1	XR_366640.2.p1, XM_006339361.2.p1
OG0007292	NM_123750.4.p1	XM_006363398.2.p1
OG0007293	NM_113287.3.p1	XM_006365404.2.p1, XM_006349854.2.p1, XM_006360866.2.p1
OG0007294	NM_113310.4.p1	XM_006340858.2.p1, XM_006355679.2.p1
OG0007295	NM_113323.4.p1	XM_006360300.2.p1, XM_015314782.1.p1
OG0007296	NM_114070.4.p1	XM_006338107.2.p1
OG0007297	NM_114351.5.p1	XM_006349006.2.p1
OG0007298	NM_114446.4.p1	XM_006365082.2.p1
OG0007299	NM_114598.3.p1, NM_125251.3.p1	XM_006366880.2.p1
OG0007300	NM_114684.5.p1	XM_006344934.2.p1
OG0007301	NM_114695.2.p1	XR_367050.2.p1, XR_367051.2.p1, XM_006344412.2.p1
OG0007302	NM_114973.3.p1	XM_006340640.2.p1
OG0007303	NM_115038.3.p1	XM_006365543.1.p1, XM_006365541.1.p1, XM_006365544.1.p1, XM_006345614.2.p1
OG0007304	NM_115090.4.p1	XM_006340333.2.p1, XM_006343396.2.p1
OG0007305	NM_115121.5.p1	XM_006341036.2.p1
OG0007306	NM_115178.6.p1	XM_006339033.2.p1
OG0007307	NM_115300.3.p1, NM_120785.4.p1	XM_006347596.2.p1
OG0007308	NM_115370.4.p1	XR_367385.2.p1, XM_006348549.2.p1, XR_001473571.1.p1, XM_006348548.2.p1
OG0007309	NM_129582.3.p1, NM_115461.3.p1	XM_006356406.2.p1, XM_006356405.2.p1
OG0007310	NM_115470.2.p1	XM_006355871.2.p1
OG0007311	NM_120607.2.p1, NM_115494.3.p1	XM_006358686.2.p1, XM_015304380.1.p1
OG0007312	NM_115579.3.p1	XM_006351225.2.p1
OG0007313	NM_115910.2.p1	XM_006367686.1.p1, XM_006347944.1.p1
OG0007314	NM_118401.6.p1, NM_116168.5.p1	XM_006352730.2.p1
OG0007315	NM_180412.2.p1, NM_116215.4.p1	XM_006345366.2.p1
OG0007316	NM_116280.4.p1, NM_202762.2.p1, NM_202763.1.p1	XM_006339467.2.p1, XM_006339466.2.p1
OG0007317	NM_116350.3.p1	XM_006339591.2.p1
OG0007318	NM_116418.3.p1	XM_015307610.1.p1, XM_006349093.2.p1
OG0007319	NM_116432.5.p1	XM_006349116.2.p1
OG0007320	NM_116443.6.p1	XM_006349192.2.p1, XM_015312550.1.p1
OG0007321	NM_116463.2.p1, NM_116465.2.p1	XM_006359798.2.p1, XM_006355754.2.p1
OG0007322	NM_116544.4.p1	XM_006352735.2.p1, XM_015304847.1.p1, XM_006366315.2.p1
OG0007323	NM_116554.3.p1	XM_006352745.2.p1
OG0007324	NM_116901.4.p1	XM_006351867.1.p1, XM_015310691.1.p1
OG0007325	NM_202234.3.p1, NM_117002.3.p1	XM_015306859.1.p1, XM_006343286.2.p1
OG0007326	NM_117033.3.p1	XM_006360231.2.p1
OG0007327	NM_117050.3.p1	NM_001288169.1.p1
OG0007329	NM_117152.5.p1, NM_202801.1.p1	XM_006352172.2.p1, XM_006343750.2.p1
OG0007330	NM_117213.4.p1	XM_006338970.2.p1, XM_015305979.1.p1
OG0007331	NM_117256.3.p1	XM_006358788.2.p1
OG0007333	NM_117352.2.p1	XM_006353767.2.p1
OG0007334	NM_117411.2.p1	XM_006353391.1.p1
OG0007335	NM_117569.2.p1	XM_006360719.2.p1, XM_006350580.2.p1
OG0007336	NM_117654.3.p1, NM_117653.6.p1	XM_006359385.2.p1, XM_006342715.2.p1
OG0007337	NM_117842.3.p1	XM_006358283.2.p1
OG0007338	NM_124082.5.p1, NM_117868.6.p1	XM_006362417.2.p1, XM_006359152.2.p1
OG0007339	NM_123961.4.p1, NM_117962.3.p1	XM_006360998.2.p1
OG0007340	NM_118393.3.p1	XM_006355442.2.p1
OG0007341	NM_118398.5.p1	NM_001288148.1.p1
OG0007342	NM_118595.5.p1	XM_006338021.2.p1
OG0007343	NM_118636.3.p1	XM_006347289.2.p1, XM_006347290.2.p1, XM_006363932.2.p1
OG0007344	NM_118821.6.p1, NM_179227.3.p1	XM_006345927.2.p1
OG0007345	NM_119101.4.p1	XM_006361763.2.p1
OG0007346	NM_119207.3.p1	XM_006343580.2.p1
OG0007347	NM_119225.3.p1	XM_006343538.2.p1
OG0007348	NM_119536.4.p1	XM_006346218.2.p1
OG0007349	NM_120030.4.p1, NM_119658.3.p1	XM_015314521.1.p1, XM_006359604.2.p1, XM_006366549.2.p1
OG0007350	NM_119826.8.p1	XM_006340564.2.p1, XM_006348310.2.p1
OG0007351	NM_179236.3.p1, NM_120021.2.p1	XM_006366919.2.p1, XM_006359632.2.p1
OG0007352	NM_120155.4.p1	XM_006355614.2.p1
OG0007353	NM_125250.3.p1, NM_120215.5.p1	XM_006367455.2.p1
OG0007354	NM_120261.4.p1	XM_006338056.2.p1
OG0007355	NM_120276.5.p1	XM_006344547.2.p1
OG0007356	NM_120845.5.p1	XR_001474448.1.p1, XR_001474447.1.p1, XR_001474450.1.p1, XR_001474446.1.p1, XM_006355488.2.p1
OG0007357	NM_120881.3.p1	XM_006345070.2.p1
OG0007358	NM_120936.4.p1	XM_006339684.2.p1
OG0007359	NM_121242.5.p1, NM_203040.1.p1	XM_006342293.2.p1, XM_006351555.2.p1
OG0007360	NM_121264.3.p1	XM_006356313.2.p1
OG0007361	NM_121350.4.p1	XM_006345320.2.p1
OG0007362	NM_121375.5.p1	XM_006345348.2.p1, XM_006345349.2.p1
OG0007363	NM_180485.3.p1, NM_121392.3.p1	XM_006344129.2.p1
OG0007364	NM_121464.2.p1	XM_006338518.2.p1
OG0007365	NM_121695.2.p1	XM_006347515.2.p1
OG0007366	NM_121815.3.p1	XM_006349513.2.p1
OG0007367	NM_121973.5.p1	XM_006338085.2.p1
OG0007368	NM_122012.3.p1	XM_006362911.2.p1
OG0007369	NM_122135.6.p1	XM_006362801.2.p1
OG0007370	NM_122393.3.p1	XM_006364986.2.p1
OG0007371	NM_122459.3.p1	XM_006364210.2.p1, XM_006364209.2.p1
OG0007372	NM_123545.4.p1	XM_006343816.2.p1
OG0007373	NM_123574.3.p1	XM_006352236.1.p1
OG0007374	NM_123645.4.p1	NM_001288480.1.p1
OG0007375	NM_123848.4.p1	XM_006364993.2.p1
OG0007376	NM_124027.3.p1	XM_006354547.2.p1
OG0007377	NM_124072.3.p1	XM_006358548.2.p1
OG0007378	NM_124153.6.p1	XM_006350182.2.p1
OG0007379	NM_124269.3.p1	XM_015304697.1.p1, XM_015309127.1.p1
OG0007380	NM_124421.2.p1	XM_006367372.2.p1
OG0007381	NM_124476.3.p1	XM_015306199.1.p1, XM_006341412.2.p1, XM_006346568.2.p1
OG0007382	NM_124805.3.p1	XM_006362870.2.p1, XM_006367590.2.p1
OG0007383	NM_124864.5.p1	XM_006353598.2.p1
OG0007384	NM_124941.3.p1	XM_006346190.1.p1, XM_006346189.2.p1
OG0007385	NM_203210.2.p1, NM_124943.5.p1	XM_006347610.2.p1, XM_006350338.2.p1
OG0007386	NM_125160.6.p1	XM_006343501.2.p1
OG0007387	NM_203246.3.p1, NM_125561.4.p1	XM_006358136.2.p1
OG0007388	NM_126052.3.p1	XR_367046.2.p1, XM_006344348.2.p1
OG0007389	NM_126205.4.p1	XM_006344178.2.p1
OG0007390	NM_126238.3.p1	XM_006355030.2.p1
OG0007391	NM_126487.4.p1	XM_006364111.2.p1
OG0007392	NM_127325.2.p1	XM_015304960.1.p1, XM_015304956.1.p1, XM_015304957.1.p1, XM_015304946.1.p1, XM_015304952.1.p1
OG0007393	NM_127387.3.p1	XM_006346891.2.p1
OG0007394	NM_127633.3.p1	XM_006357431.2.p1
OG0007395	NM_127716.3.p1	XR_001471576.1.p1
OG0007396	NM_128208.5.p1	XM_006354865.2.p1
OG0007398	NM_128850.3.p1	XR_367438.2.p1, XM_015306473.1.p1, XM_015306472.1.p1
OG0007399	NM_129348.4.p1	XM_006340918.2.p1
OG0007400	NM_129607.4.p1	XM_006361243.2.p1
OG0007401	NM_129903.3.p1	XM_006355701.2.p1
OG0007402	NM_130057.4.p1, NM_130056.6.p1	XM_015310219.1.p1
OG0007403	NM_130310.3.p1	XM_006344695.2.p1
OG0007404	NM_130368.4.p1	XM_006358380.2.p1
OG0007405	NM_148436.4.p1	XM_006359117.2.p1
OG0007406	NM_148464.3.p1	XM_006355046.2.p1
OG0007407	NM_148733.3.p1	XM_006359247.2.p1
OG0007408	NM_148863.4.p1	XM_006351390.2.p1
OG0007409	NM_178981.2.p1, NM_178980.2.p1	XM_006354793.2.p1
OG0007410	NM_179078.3.p1	XM_015303529.1.p1, XM_006363580.2.p1, XM_015311167.1.p1
OG0007411	NM_180066.3.p1	XM_006340322.2.p1, XM_015303183.1.p1
OG0007412	NM_180827.3.p1	XM_006365410.2.p1
OG0007413	NM_202069.3.p1	XM_006347027.2.p1, XM_006347028.2.p1
OG0007414	NM_202921.2.p1	XM_006339084.2.p1
OG0007460	NM_001084055.3.p1, NM_001084056.1.p1, NM_001035954.4.p1	XM_006347249.2.p1
OG0007461	NM_001036005.2.p1, NM_102134.3.p1, NM_105807.2.p1	XM_006343417.2.p1
OG0007462	NM_106113.4.p1, NM_001334653.1.p1, NM_001036204.3.p1	XM_006364124.2.p1
OG0007463	NM_001036485.4.p1	XM_006343879.2.p1
OG0007464	NM_001036570.1.p1, NM_001341051.1.p1, NM_117643.4.p1, NM_001084927.2.p1	XM_006365216.2.p1
OG0007465	NM_179226.3.p1, NM_001036679.1.p1	XM_006343511.2.p1
OG0007466	NM_103795.1.p1, NM_122479.4.p1, NM_001344024.1.p1, NM_122646.4.p1, NM_001036877.2.p1	XM_006354551.2.p1
OG0007467	NM_001036989.2.p1, NM_001125952.2.p1, NM_001345045.1.p1	XM_006350527.2.p1
OG0007468	NM_124895.3.p1, NM_001036999.1.p1	XM_006346135.2.p1
OG0007469	NM_001084066.1.p1, NM_202098.3.p1	XM_006354954.2.p1
OG0007470	NM_001335732.1.p1, NM_001084462.1.p1	XM_006359586.2.p1, XM_006367272.2.p1
OG0007471	NM_001084520.1.p1	XM_006353063.2.p1, XM_006342630.2.p1
OG0007472	NM_001336838.1.p1, NM_129603.4.p1, NM_001084561.2.p1	XM_006366519.2.p1, XM_006364936.1.p1
OG0007473	NM_001084575.1.p1	XM_006364602.2.p1
OG0007474	NM_001341394.1.p1, NM_118124.3.p1, NM_001084941.2.p1	XM_006364939.2.p1
OG0007475	NM_001342369.1.p1, NM_001085027.2.p1, NM_119743.4.p1	XM_006340729.2.p1
OG0007476	NM_001345688.1.p1, NM_001345689.1.p1, NM_001345690.1.p1, NM_001085096.1.p1	XM_006353114.2.p1
OG0007477	NM_001085141.1.p1, NM_122100.4.p1	NM_001288268.1.p1
OG0007479	NM_001085252.1.p1, NM_180810.3.p1	XM_006352900.2.p1
OG0007480	NM_001333780.1.p1, NM_001124036.2.p1	XM_006344699.2.p1
OG0007481	NM_111527.3.p1, NM_001125119.2.p1	XM_006337933.2.p1
OG0007482	NM_001125213.2.p1	XM_006366819.2.p1
OG0007483	NM_001125214.2.p1, NM_113294.3.p1	XM_015307860.1.p1
OG0007484	NM_001125316.2.p1, NM_001339339.1.p1	XM_006367645.2.p1, XM_015305605.1.p1, XM_006354772.2.p1
OG0007485	NM_119370.5.p1, NM_001125620.1.p1	XM_006344337.2.p1, XM_006344336.1.p1
OG0007486	NM_120028.5.p1, NM_001125668.2.p1, NM_001342509.1.p1	XM_006359610.2.p1
OG0007489	NM_147871.6.p1, NM_001203424.1.p1, NM_001161257.2.p1	XM_006362703.2.p1, XM_006356302.2.p1
OG0007490	NM_001198036.2.p1	XM_006348058.2.p1
OG0007491	NM_101047.3.p1, NM_001198037.1.p1	XM_006349545.2.p1
OG0007492	NM_101296.5.p1, NM_001198063.1.p1	XM_006363156.2.p1
OG0007493	NM_001198128.1.p1, NM_102013.5.p1	XM_006365479.2.p1, XM_006351059.2.p1
OG0007494	NM_102014.6.p1, NM_001198129.1.p1	XM_006351066.2.p1
OG0007495	NM_001198195.1.p1	XM_015311122.1.p1, XM_006365905.2.p1
OG0007496	NM_103855.5.p1, NM_001198253.1.p1	XM_006346359.2.p1, XM_006346358.2.p1
OG0007497	NM_001198285.1.p1, NM_104253.3.p1	XM_006357370.2.p1
OG0007498	NM_001198333.1.p1, NM_104605.4.p1	XM_015310611.1.p1, XM_015304874.1.p1
OG0007499	NM_001198391.1.p1, NM_105221.3.p1	XM_006353199.2.p1
OG0007500	NM_119208.2.p1, NM_127964.5.p1, NM_001202657.1.p1	XM_006357025.2.p1
OG0007501	NM_129831.5.p1, NM_001202805.1.p1	XM_006358907.2.p1
OG0007502	NM_130083.5.p1, NM_001202819.1.p1	XM_006347827.2.p1
OG0007503	NM_001202977.2.p1, NM_104120.4.p1	XM_006343047.2.p1
OG0007504	NM_001203024.1.p1	XM_006344849.2.p1, XR_367111.2.p1
OG0007505	NM_180693.2.p1, NM_001203242.1.p1	XM_006345330.2.p1
OG0007506	NM_001203459.1.p1, NM_122390.4.p1	XM_006355152.2.p1, XM_015312231.1.p1
OG0007507	NM_123632.5.p1, NM_001203523.1.p1	XM_006342548.2.p1
OG0007508	NM_101257.4.p1, NM_001332097.1.p1, NM_125517.4.p1, NM_001203657.1.p1	XM_006359518.2.p1
OG0007509	NM_116778.4.p1, NM_001203753.1.p1, NM_179403.4.p1	XM_006344467.2.p1, XM_006363588.1.p1
OG0007510	NM_001341432.1.p1, NM_001203851.2.p1, NM_001341434.1.p1, NM_001341430.1.p1, NM_001341426.1.p1, NM_001341429.1.p1, NM_001341433.1.p1	XM_006341822.2.p1
OG0007511	NM_127582.3.p1, NM_001203935.1.p1	XM_006350228.2.p1
OG0007512	NM_001331467.1.p1, NM_100301.5.p1	XM_006363410.2.p1
OG0007513	NM_100638.5.p1, NM_001331714.1.p1	XM_006348867.2.p1
OG0007514	NM_101071.3.p1, NM_001332016.1.p1, NM_104913.4.p1	XM_006348097.2.p1
OG0007515	NM_102078.3.p1, NM_001332545.1.p1, NM_102076.4.p1	XM_015304165.1.p1
OG0007516	NM_001332655.1.p1, NM_001332660.1.p1	XM_006343116.2.p1
OG0007517	NM_001332789.1.p1, NM_001332790.1.p1, NM_102555.3.p1	XM_015315336.1.p1, XM_006361488.2.p1
OG0007518	NM_001333039.1.p1	XM_006339629.2.p1
OG0007519	NM_103742.3.p1, NM_001333337.1.p1	XM_006366380.2.p1
OG0007520	NM_001333414.1.p1, NM_001333411.1.p1, NM_103886.4.p1, NM_001333412.1.p1, NM_001333410.1.p1, NM_001333407.1.p1, NM_001333408.1.p1	XM_006346234.2.p1
OG0007521	NM_001333610.1.p1	XM_006342820.2.p1
OG0007522	NM_001333678.1.p1, NM_111399.5.p1	XM_015315517.1.p1, XM_006361796.2.p1
OG0007523	NM_105201.5.p1, NM_001334200.1.p1	XM_015310696.1.p1
OG0007524	NM_105648.4.p1, NM_001334427.1.p1	XM_006363863.2.p1
OG0007525	NM_001334525.1.p1, NM_001334524.1.p1	XM_006362036.2.p1
OG0007526	NM_001334829.1.p1, NM_106500.3.p1	XM_006348287.2.p1, XM_006348285.1.p1
OG0007527	NM_001334921.1.p1, NM_001334923.1.p1, NM_106628.3.p1	XM_006345757.2.p1
OG0007528	NM_126365.4.p1, NM_001335167.1.p1, NM_001335168.1.p1	XM_006353706.2.p1
OG0007529	NM_001335198.1.p1, NM_126415.6.p1	XM_006348618.2.p1
OG0007530	NM_001335249.1.p1, NM_001335252.1.p1	XM_006342214.2.p1
OG0007531	NM_001335532.1.p1	XR_001475201.1.p1, XM_006360830.2.p1
OG0007532	NM_119702.5.p1, NM_127289.4.p1, NM_127287.5.p1, NM_001335546.1.p1	XM_006364278.2.p1, XM_006365247.2.p1, XR_001472112.1.p1
OG0007533	NM_001335620.1.p1, NM_127465.4.p1	XM_006359001.2.p1
OG0007534	NM_001335744.1.p1, NM_201776.3.p1	XM_006362656.2.p1
OG0007535	NM_001335869.1.p1, NM_001335868.1.p1	XM_006343510.2.p1
OG0007536	NM_128103.3.p1, NM_001335997.1.p1	XM_006343467.2.p1
OG0007537	NM_114454.3.p1, NM_001336181.1.p1	XM_006363274.2.p1, XM_006350674.2.p1
OG0007538	NM_001337997.1.p1, NM_001336786.1.p1, NM_001336789.1.p1, NM_001336787.1.p1	XM_015304637.1.p1
OG0007539	NM_180064.3.p1, NM_001337024.1.p1	XM_006364614.2.p1
OG0007540	NM_001337047.1.p1, NM_129918.3.p1	XM_006350193.2.p1
OG0007541	NM_111022.3.p1, NM_001337347.1.p1, NM_121458.4.p1	XM_006338528.2.p1, XM_006341257.1.p1
OG0007543	NM_001343466.1.p1, NM_121685.5.p1, NM_001337451.1.p1	XM_006362674.2.p1, XM_006340298.2.p1, XR_366757.2.p1, XR_366758.2.p1
OG0007544	NM_111398.3.p1, NM_001337572.1.p1	XM_006361798.2.p1
OG0007545	NM_001337781.1.p1, NM_001337779.1.p1, NM_001337776.1.p1, NM_001337778.1.p1, NM_001337782.1.p1, NM_001337780.1.p1	XM_006338903.2.p1
OG0007546	NM_001337867.1.p1, NM_001342753.1.p1, NM_120495.3.p1	XM_006355704.2.p1
OG0007547	NM_001338004.1.p1, NM_001338003.1.p1, NM_112099.3.p1, NM_001338005.1.p1	XM_006345404.2.p1
OG0007548	NM_001338150.1.p1, NM_112377.2.p1	XM_006348217.2.p1
OG0007549	NM_001338210.1.p1	XM_006359398.2.p1
OG0007550	NM_001338393.1.p1, NM_112823.4.p1	XM_015313873.1.p1, XM_006345287.1.p1, XM_006340182.2.p1
OG0007551	NM_001338395.1.p1, NM_112831.5.p1	XM_006346298.2.p1
OG0007552	NM_001338695.1.p1	XM_006353399.2.p1
OG0007554	NM_001338858.1.p1	XR_001473192.1.p1, XM_006338631.2.p1
OG0007556	NM_001339038.1.p1, NM_113902.4.p1	XM_006338292.2.p1
OG0007557	NM_001339288.1.p1	XM_006347750.2.p1, XM_006344642.2.p1
OG0007558	NM_114766.1.p1, NM_001339397.1.p1	XM_006353889.2.p1
OG0007559	NM_115042.3.p1, NM_001339534.1.p1	XM_006349385.2.p1
OG0007560	NM_001339792.1.p1, NM_129629.3.p1	XM_006357236.2.p1
OG0007561	NM_001340266.1.p1, NM_116299.3.p1	XM_006339396.2.p1
OG0007562	NM_001340355.1.p1, NM_001340356.1.p1, NM_001340357.1.p1, NM_116433.3.p1	XM_006349120.2.p1
OG0007563	NM_001340515.1.p1, NM_116726.4.p1, NM_001340516.1.p1	XM_006352545.2.p1
OG0007564	NM_001340686.1.p1, NM_117148.5.p1	XM_006354069.2.p1
OG0007565	NM_001340694.1.p1	XM_015314964.1.p1
OG0007566	NM_001340847.1.p1, NM_001340849.1.p1, NM_117406.3.p1, NM_001340848.1.p1	XM_006354366.2.p1
OG0007567	NM_001341335.1.p1, NM_118059.3.p1	XM_006342423.2.p1, XM_006359887.1.p1
OG0007568	NM_116718.3.p1, NM_116722.4.p1, NM_001341518.1.p1, NM_118306.7.p1	XM_006361919.2.p1, XM_006363897.2.p1
OG0007569	NM_001341901.1.p1, NM_001341902.1.p1, NM_118940.5.p1	XM_006360438.2.p1
OG0007571	NM_119434.4.p1, NM_001342177.1.p1	XM_006359699.2.p1
OG0007572	NM_001342303.1.p1, NM_001342304.1.p1, NM_001342306.1.p1, NM_119650.4.p1, NM_001342305.1.p1, NM_120040.4.p1	XM_006359580.2.p1
OG0007573	NM_120460.5.p1, NM_001342733.1.p1, NM_179935.2.p1	XM_015306064.1.p1
OG0007574	NM_120526.5.p1, NM_001342773.1.p1	XM_006345785.2.p1
