Orthogroup	Arabidopsis_thaliana_rna_prot	Musa_acuminata_rna_prot
OG0006818	NM_001203522.1.p1, NM_123626.4.p1	XM_009417037.3.p1, XM_065092256.1.p1, XM_065099630.1.p1, XM_065099631.1.p1, XM_065128404.1.p1, XM_065099633.1.p1
OG0006819	NM_124483.3.p1, NM_001203580.1.p1	XM_009415222.2.p1
OG0006820	NM_113162.3.p1, NM_117565.4.p1, NM_001203802.1.p1	XM_065121706.1.p1, XM_065086327.1.p1
OG0006821	NM_117997.5.p1, NM_001203835.1.p1	XM_065130184.1.p1
OG0006822	NM_001203853.2.p1, NM_118209.3.p1	XM_065137201.1.p1
OG0006823	NM_001203895.1.p1, NM_118588.7.p1	XM_065087446.1.p1, XM_009405750.3.p1
OG0006824	NM_001203916.1.p1, NM_118764.3.p1	XM_065160945.1.p1, XM_065160943.1.p1, XR_010514951.1.p1, XM_065191265.1.p1, XM_065191264.1.p1, XM_065160944.1.p1
OG0006825	NM_001203931.1.p1, NM_119008.4.p1	XM_009403431.3.p1, XM_009386229.3.p1
OG0006827	NM_100014.8.p1, NM_001331265.1.p1	XM_065128920.1.p1, XM_065086940.1.p1, XM_065139458.1.p1
OG0006828	NM_001332000.1.p1	XM_065137716.1.p1
OG0006830	NM_179356.3.p1, NM_101724.3.p1, NM_001332356.1.p1	XM_009406495.3.p1
OG0006831	NM_001332364.1.p1, NM_001334650.1.p1, NM_106104.3.p1	XM_065170343.1.p1
OG0006832	NM_001332448.1.p1, NM_101907.2.p1, NM_001334975.1.p1, NM_001334974.1.p1, NM_106675.5.p1	XM_018825314.2.p1, XM_009400448.3.p1, XM_009400450.3.p1
OG0006833	NM_102295.6.p1, NM_202178.3.p1, NM_001332652.1.p1	XM_065113323.1.p1, XM_065186547.1.p1
OG0006834	NM_001332690.1.p1, NM_102383.5.p1	XM_065083823.1.p1
OG0006835	NM_001332814.1.p1	XR_010479911.1.p1, XM_065084326.1.p1, XM_065127140.1.p1
OG0006836	NM_102843.7.p1, NM_001332940.1.p1, NM_001332941.1.p1, NM_001332936.1.p1, NM_001332935.1.p1	XM_065107427.1.p1, XM_065088887.1.p1, XM_065131308.1.p1, XM_065120917.1.p1, XM_065081330.1.p1, XM_009411105.3.p1, XM_018826097.2.p1, XM_065145747.1.p1
OG0006837	NM_180674.4.p1, NM_103699.5.p1, NM_001333289.1.p1	XM_009383194.3.p1, XM_009385453.3.p1
OG0006838	NM_001333698.1.p1	XM_065122946.1.p1, XM_065122944.1.p1, XM_065122945.1.p1, XM_009416460.3.p1
OG0006839	NM_001334199.1.p1, NM_105199.3.p1	XR_010495150.1.p1, XM_065143682.1.p1
OG0006840	NM_001334301.1.p1, NM_001334303.1.p1, NM_001334302.1.p1	XM_065090676.1.p1, XM_065090672.1.p1
OG0006842	NM_105760.6.p1, NM_001334482.1.p1, NM_126204.3.p1, NM_001335062.1.p1	XM_009397269.3.p1, XM_065159986.1.p1, XM_065103791.1.p1, XM_065103792.1.p1, XM_018825609.2.p1, XM_065094550.1.p1
OG0006843	NM_001334572.1.p1, NM_105975.5.p1	XM_065157045.1.p1, XM_065187315.1.p1, XM_065157044.1.p1, XM_065157046.1.p1, XM_065187314.1.p1, XM_065112654.1.p1
OG0006844	NM_106197.3.p1, NM_001334689.1.p1	XM_065107888.1.p1, XM_065181500.1.p1, XM_065151788.1.p1, XM_065151787.1.p1, XM_065151786.1.p1, XM_009401088.3.p1, XM_065107885.1.p1, XM_065181499.1.p1
OG0006845	NM_101951.4.p1, NM_001334734.1.p1, NM_001334735.1.p1, NM_001334733.1.p1	XM_009412071.3.p1, XM_065109651.1.p1
OG0006846	NM_106366.2.p1, NM_001334768.1.p1, NM_148662.2.p1, NM_001334767.1.p1	XM_018828945.2.p1
OG0006847	NM_001334935.1.p1	XM_065103729.1.p1, XM_065147203.1.p1
OG0006848	NM_001335021.1.p1, NM_202464.3.p1, NM_001335022.1.p1, NM_106742.5.p1	XM_065098315.1.p1, XM_065098316.1.p1
OG0006849	NM_001335077.1.p1, NM_126237.3.p1	XM_018830049.2.p1, XM_065122894.1.p1, XR_010513464.1.p1, XR_010513462.1.p1, XR_010513463.1.p1, XM_065136254.1.p1, XM_065136253.1.p1
OG0006850	NM_001335150.1.p1	XR_010513631.1.p1, XR_010513628.1.p1, XM_065184341.1.p1, XR_010513630.1.p1, XM_065109720.1.p1, XR_010496855.1.p1, XR_010496851.1.p1
OG0006851	NM_001335288.1.p1, NM_122950.4.p1, NM_126597.4.p1	XM_009381754.3.p1, XM_065172090.1.p1, XM_065112341.1.p1, XM_009405900.3.p1
OG0006852	NM_119198.5.p1, NM_001335876.1.p1, NM_127957.5.p1	XM_065082837.1.p1
OG0006853	NM_127983.3.p1, NM_001335925.1.p1	XM_065137380.1.p1, XM_065187472.1.p1
OG0006854	NM_001336020.1.p1, NM_179738.5.p1	XM_009389349.3.p1, XM_065113486.1.p1
OG0006856	NM_001336553.1.p1, NM_001336554.1.p1, NM_129088.4.p1	XM_018828611.2.p1, XR_001978937.2.p1, XR_010497913.1.p1, XM_009411663.3.p1
OG0006857	NM_001340022.1.p1, NM_001340023.1.p1, NM_001337082.1.p1, NM_180084.2.p1	XM_065105563.1.p1
OG0006858	NM_001337097.1.p1	XM_009415802.3.p1, XM_065189960.1.p1
OG0006859	NM_202524.2.p1, NM_001337751.1.p1	XM_065141364.1.p1
OG0006861	NM_123053.5.p1, NM_001338237.1.p1, NM_112527.2.p1, NM_105236.2.p1	XM_065138364.1.p1
OG0006862	NM_001338294.1.p1, NM_112639.4.p1	XM_065127757.1.p1, XM_065127760.1.p1, XM_065127758.1.p1
OG0006863	NM_001338340.1.p1, NM_001338339.1.p1, NM_112737.3.p1	XM_065121723.1.p1
OG0006864	NM_112796.2.p1, NM_001338382.1.p1	XM_009410531.3.p1, XM_065115662.1.p1, XM_065146567.1.p1
OG0006865	NM_001338505.1.p1, NM_113005.4.p1	XM_065158017.1.p1, XM_065158018.1.p1
OG0006866	NM_001338578.1.p1, NM_113127.4.p1	XR_010498162.1.p1, XM_065159831.1.p1
OG0006867	NM_113584.5.p1, NM_001338832.1.p1, NM_001338827.1.p1, NM_001338831.1.p1, NM_001338829.1.p1, NM_001338826.1.p1, NM_001338828.1.p1	XM_009407179.3.p1, XM_018827905.2.p1, XM_009407177.2.p1
OG0006868	NM_001339151.1.p1, NM_114321.3.p1, NM_001339149.1.p1	XM_065190742.1.p1, XM_009410000.3.p1, XM_065081051.1.p1
OG0006869	NM_001340075.1.p1, NM_115972.4.p1	XM_065165171.1.p1, XM_009413183.3.p1
OG0006870	NM_001340128.1.p1, NM_116045.3.p1	XM_065079627.1.p1, XM_065079628.1.p1
OG0006871	NM_001340353.1.p1, NM_148194.4.p1, NM_001340354.1.p1	XM_065133281.1.p1
OG0006872	NM_118309.7.p1, NM_001340512.1.p1	XM_065093659.1.p1, XM_065093657.1.p1, XM_009420157.3.p1
OG0006873	NM_116735.4.p1, NM_001340522.1.p1, NM_001341911.1.p1	XM_065146596.1.p1, XM_009412613.3.p1
OG0006874	NM_117463.3.p1, NM_001340891.1.p1, NM_117467.4.p1	XM_065168356.1.p1, XM_065082205.1.p1, XR_672452.3.p1, XM_065163422.1.p1, XM_009405332.3.p1, XM_065081715.1.p1
OG0006875	NM_117583.8.p1, NM_001340979.1.p1	XM_065153663.1.p1, XM_065187311.1.p1
OG0006876	NM_001341088.1.p1, NM_117719.5.p1	XM_065163017.1.p1, XM_065078689.1.p1
OG0006878	NM_001341786.1.p1, NM_001341785.1.p1	XM_065088378.1.p1, XM_065088379.1.p1, XM_065088377.1.p1, XM_065191446.1.p1, XM_065191447.1.p1
OG0006879	NM_119965.4.p1, NM_001342470.1.p1	XM_009417662.3.p1, XM_065081714.1.p1, XR_010478995.1.p1, XR_010501180.1.p1, XR_010514348.1.p1, XM_065187952.1.p1
OG0006880	NM_001342590.1.p1, NM_001342592.1.p1	XM_009407311.3.p1, XM_065154444.1.p1
OG0006882	NM_001343182.1.p1, NM_121173.5.p1	XM_065135482.1.p1, XM_065135483.1.p1, XM_065139964.1.p1, XM_009403512.3.p1, XM_009403504.3.p1
OG0006883	NM_121399.3.p1, NM_001343303.1.p1	XM_065164962.1.p1, XM_065164961.1.p1
OG0006884	NM_001343335.1.p1, NM_121444.4.p1	XM_009401254.3.p1
OG0006885	NM_121687.5.p1, NM_001343467.1.p1	XM_018825989.2.p1, XM_065182977.1.p1, XM_065182978.1.p1
OG0006886	NM_001343593.1.p1, NM_203083.2.p1	XM_065157187.1.p1, XM_065114159.1.p1
OG0006887	NM_001343623.1.p1, NM_121974.5.p1	XM_065118641.1.p1
OG0006888	NM_001343881.1.p1, NM_122366.4.p1	XM_065147690.1.p1, XM_009403464.3.p1, XM_065107449.1.p1
OG0006890	NM_001344250.1.p1, NM_123206.3.p1, NM_105381.5.p1	XM_065157714.1.p1, XM_009393131.3.p1
OG0006891	NM_001344310.1.p1, NM_001344311.1.p1	XM_065079703.1.p1, XM_065121665.1.p1, XM_065163858.1.p1
OG0006892	NM_001344741.1.p1	XM_065142338.1.p1, XM_009419093.3.p1
OG0006893	NM_001344923.1.p1, NM_124496.3.p1, NM_001344924.1.p1	XM_009383053.3.p1
OG0006894	NM_001345202.1.p1	XM_065128563.1.p1, XM_065094173.1.p1
OG0006895	NM_001345360.1.p1, NM_001345362.1.p1, NM_001345361.1.p1, NM_125353.3.p1	XM_065079815.1.p1, XM_065079818.1.p1, XM_065079816.1.p1, XM_065079817.1.p1, XM_065162620.1.p1, XM_065121799.1.p1, XM_065121803.1.p1, XM_065121806.1.p1, XM_065121805.1.p1, XM_065121807.1.p1
OG0006896	NM_125463.3.p1, NM_001345430.1.p1	XM_009393913.3.p1, XM_065167789.1.p1, XM_065089925.1.p1, XM_065095286.1.p1
OG0006897	NM_180946.3.p1, NM_001345737.1.p1, NM_126000.2.p1	XM_065086471.1.p1, XM_065140589.1.p1, XM_065094890.1.p1, XM_065140587.1.p1
OG0006898	NM_100090.4.p1, NM_202012.1.p1	XM_065136947.1.p1, XM_009412894.3.p1
OG0006899	NM_100114.5.p1	XM_065192360.1.p1, XM_018828466.2.p1, XR_010488744.1.p1, XM_009411641.3.p1
OG0006900	NM_100196.3.p1	XM_065130447.1.p1
OG0006901	NM_100410.3.p1	XM_009407194.3.p1, XM_065190132.1.p1
OG0006902	NM_100535.4.p1	XM_065082142.1.p1, XR_010479146.1.p1
OG0006903	NM_100611.4.p1, NM_128510.3.p1	XM_065190850.1.p1, XM_009423030.3.p1
OG0006904	NM_100834.5.p1	XM_065158914.1.p1
OG0006905	NM_100870.3.p1	XM_065140516.1.p1, XM_065140530.1.p1, XM_065140520.1.p1
OG0006906	NM_118314.3.p1, NM_101042.4.p1, NM_104873.3.p1	XM_065136031.1.p1, XM_009388926.3.p1, XM_009404831.2.p1, XM_009399947.3.p1
OG0006907	NM_101046.3.p1, NM_104886.5.p1	XM_065096406.1.p1
OG0006908	NM_104922.3.p1, NM_101075.3.p1	XM_065142023.1.p1, XM_009392857.3.p1, XM_065098231.1.p1, XM_009383645.3.p1
OG0006909	NM_101269.2.p1	XM_065159056.1.p1, XM_065159054.1.p1, XM_065159058.1.p1, XM_065159059.1.p1, XM_065159052.1.p1, XM_065159053.1.p1, XM_065118139.1.p1, XR_010488815.1.p1, XM_065192858.1.p1, XM_065192854.1.p1, XM_065192857.1.p1, XM_065192855.1.p1, XM_065158360.1.p1, XM_065158361.1.p1, XM_065115600.1.p1
OG0006910	NM_101347.4.p1	XM_065098567.1.p1, XM_065098568.1.p1, XM_065125667.1.p1, XM_065083031.1.p1, XM_009419407.3.p1
OG0006911	NM_101639.3.p1	XR_010479495.1.p1, XM_009419608.3.p1
OG0006912	NM_101689.1.p1, NM_121592.2.p1	XM_009392989.3.p1
OG0006913	NM_101934.3.p1, NM_106290.5.p1	XR_010488770.1.p1, XM_065158331.1.p1, XM_009388147.3.p1, XM_065117792.1.p1, XM_009395866.3.p1
OG0006914	NM_102335.4.p1	XM_065127819.1.p1
OG0006915	NM_102438.3.p1	XM_065093119.1.p1, XM_065093116.1.p1, XM_009410789.3.p1, XM_065109043.1.p1, XM_065109044.1.p1, XM_065109047.1.p1, XM_065183546.1.p1, XM_065183544.1.p1, XM_065183545.1.p1
OG0006916	NM_102741.3.p1	XM_009382933.3.p1, XM_009382935.3.p1
OG0006917	NM_103059.2.p1, NM_110977.3.p1	XM_009410769.3.p1, XM_065112252.1.p1, XM_018827038.2.p1
OG0006918	NM_103122.4.p1	XM_065093967.1.p1, XM_009388902.3.p1, XM_018821727.2.p1, XM_009402246.3.p1
OG0006920	NM_103668.3.p1	XM_065120525.1.p1, XM_009413370.3.p1, XM_065078668.1.p1
OG0006921	NM_104023.3.p1	XM_065120294.1.p1
OG0006922	NM_104075.4.p1	XM_065095926.1.p1, XM_065095925.1.p1, XM_018827415.2.p1
OG0006923	NM_112425.4.p1, NM_104155.4.p1	XM_065087607.1.p1, XM_009387530.3.p1
OG0006924	NM_104203.4.p1	XM_065154710.1.p1, XM_065154732.1.p1, XM_018825353.2.p1, XM_065154737.1.p1
OG0006925	NM_104383.4.p1	XM_065139803.1.p1, XM_065139805.1.p1, XM_065139804.1.p1
OG0006926	NM_104948.4.p1	XM_065178376.1.p1
OG0006927	NM_105078.5.p1	XM_065156584.1.p1
OG0006928	NM_105171.3.p1	XM_065137114.1.p1
OG0006929	NM_105215.3.p1	XM_065101245.1.p1, XM_065101180.1.p1
OG0006930	NM_105397.3.p1, NM_121963.4.p1	XM_065085567.1.p1
OG0006931	NM_105485.4.p1	XM_065170951.1.p1, XM_065193978.1.p1, XM_065097576.1.p1, XM_065178089.1.p1
OG0006932	NM_121581.3.p1, NM_105531.4.p1	XM_009382471.3.p1
OG0006933	NM_105545.3.p1	XM_009394633.3.p1
OG0006934	NM_202384.2.p1, NM_105607.3.p1	XM_065166698.1.p1
OG0006935	NM_105790.3.p1	XM_065192399.1.p1
OG0006936	NM_105878.4.p1	XM_065100403.1.p1
OG0006937	NM_105998.3.p1	XM_065109422.1.p1
OG0006938	NM_106091.4.p1	XM_065129454.1.p1, XM_065135366.1.p1
OG0006940	NM_106126.5.p1	XR_010501011.1.p1, XR_010501010.1.p1, XR_010491166.1.p1, XM_065082378.1.p1
OG0006941	NM_106128.3.p1	XM_065115058.1.p1, XM_065154546.1.p1, XM_065115056.1.p1
OG0006942	NM_106512.3.p1	XM_065112681.1.p1, XM_065153552.1.p1
OG0006943	NM_106652.3.p1, NM_179579.4.p1, NM_179580.2.p1	XM_065131367.1.p1
OG0006944	NM_111154.4.p1	XM_009412152.3.p1, XM_065192905.1.p1, XM_065118175.1.p1, XM_065118176.1.p1
OG0006945	NM_111267.5.p1	XM_065119849.1.p1, XM_065119848.1.p1, XM_065100891.1.p1, XM_018823623.2.p1
OG0006946	NM_111330.5.p1, NM_180181.4.p1, NM_122742.1.p1	XM_065099794.1.p1
OG0006947	NM_111331.5.p1	XM_065089650.1.p1, XM_065118513.1.p1
OG0006948	NM_111607.3.p1	XM_009413574.3.p1, XM_009385560.3.p1, XM_018820230.2.p1
OG0006949	NM_118937.2.p1, NM_111622.3.p1	XM_065126824.1.p1, XM_065126825.1.p1
OG0006950	NM_111629.3.p1, NM_126219.4.p1	XM_009415474.3.p1
OG0006951	NM_120660.4.p1, NM_111962.5.p1	XM_065121700.1.p1, XM_009420656.3.p1, XM_065084070.1.p1
OG0006952	NM_120667.5.p1, NM_111967.4.p1	XM_009404874.3.p1, XM_009416814.3.p1
OG0006953	NM_112065.3.p1	XM_009420647.3.p1
OG0006955	NM_112297.3.p1, NM_121226.5.p1	XM_009390560.3.p1, XM_009403086.3.p1
OG0006956	NM_112453.3.p1, NM_112452.3.p1	XM_065088279.1.p1
OG0006957	NM_112664.3.p1	XM_065127145.1.p1
OG0006958	NM_113009.3.p1	XM_009387692.3.p1
OG0006959	NM_113069.3.p1	XM_065134570.1.p1, XM_065134572.1.p1, XM_009419717.3.p1, XM_065186845.1.p1
OG0006960	NM_113108.5.p1	XM_065154140.1.p1, XM_065154145.1.p1, XM_065186038.1.p1
OG0006961	NM_113184.5.p1	XM_065146902.1.p1
OG0006962	NM_113767.2.p1	XM_009393793.3.p1
OG0006963	NM_113857.3.p1	XM_065180306.1.p1
OG0006964	NM_114072.4.p1	XM_065082300.1.p1, XM_065122711.1.p1
OG0006965	NM_114690.3.p1	XM_009418873.3.p1, XM_065184518.1.p1, XM_065192339.1.p1, XM_065174523.1.p1, XM_065134543.1.p1
OG0006966	NM_114831.1.p1	XM_065101470.1.p1, XM_065101460.1.p1, XM_065101459.1.p1, XM_065101467.1.p1, XM_065101461.1.p1, XM_065101471.1.p1, XM_065101468.1.p1, XM_065101462.1.p1, XM_065101466.1.p1, XM_065101472.1.p1, XM_065101465.1.p1, XM_065101474.1.p1, XM_065101458.1.p1, XM_065140742.1.p1, XM_065140739.1.p1, XM_065145170.1.p1, XM_065145212.1.p1, XM_065145127.1.p1, XM_065145207.1.p1, XM_065145198.1.p1, XM_065145193.1.p1
OG0006967	NM_114927.4.p1	XM_009409414.3.p1, XM_018829266.2.p1, XM_065084944.1.p1
OG0006968	NM_115026.2.p1	XM_065102385.1.p1, XM_065140324.1.p1, XM_009393790.3.p1, XM_065169560.1.p1, XM_065108206.1.p1, XM_065108205.1.p1
OG0006969	NM_115081.4.p1	XM_009394849.3.p1
OG0006970	NM_115169.3.p1	XM_065187112.1.p1, XM_065187113.1.p1
OG0006971	NM_129427.5.p1, NM_115285.3.p1	XM_065112836.1.p1, XM_065112835.1.p1
OG0006972	NM_115840.5.p1	XM_065164177.1.p1, XM_009416377.3.p1
OG0006973	NM_116135.3.p1, NM_130347.5.p1	XM_009383623.2.p1
OG0006974	NM_130375.3.p1, NM_116528.6.p1	XM_065078167.1.p1, XM_065144568.1.p1, XM_065152292.1.p1
OG0006975	NM_116657.4.p1	XM_065103463.1.p1, XR_010495754.1.p1, XM_065103466.1.p1, XR_010485906.1.p1, XR_010498739.1.p2, XM_009397693.3.p2, XR_671394.3.p1, XM_065147278.1.p1, XM_065147279.1.p1
OG0006976	NM_118232.2.p1, NM_116780.3.p1	XR_010501522.1.p1, XM_065128288.1.p1, XM_065178200.1.p1, XM_065194647.1.p1, XM_065119653.1.p1
OG0006977	NM_117417.4.p1	XM_009391826.3.p1
OG0006978	NM_117498.4.p1	XM_065079334.1.p1, XR_010498834.1.p1
OG0006979	NM_117588.3.p1, NM_202825.3.p1, NM_202824.2.p1	XM_065106309.1.p1, XM_065145292.1.p1, XM_065145293.1.p1, XR_010486419.1.p1, XR_010486421.1.p1, XM_065145291.1.p1
OG0006980	NM_117637.5.p1	XM_065100557.1.p1, XM_065100558.1.p1
OG0006981	NM_117766.5.p1	XM_065116456.1.p1, XM_009390734.3.p1
OG0006982	NM_117861.3.p1	XM_065115253.1.p1, XM_018828863.2.p1
OG0006983	NM_117940.2.p1, NM_129049.3.p1	XM_009393004.3.p1
OG0006984	NM_118010.5.p1	XM_009394170.3.p1
OG0006985	NM_123912.3.p1, NM_123917.4.p1, NM_118024.2.p1	XM_009394288.3.p1
OG0006986	NM_118267.5.p1	XM_009391794.3.p1, XM_018825669.2.p1, XM_065109518.1.p1, XM_018825670.2.p1, XM_009403436.3.p1, XM_009403434.3.p1, XM_065109516.1.p1, XM_065184090.1.p1
OG0006987	NM_202876.2.p1, NM_118548.3.p1	XM_065126728.1.p1, XM_009420458.3.p1
OG0006988	NM_118623.2.p1	XM_009417623.3.p1, XM_065124028.1.p1, XM_009381701.3.p1
OG0006989	NM_124436.4.p1, NM_118626.3.p1	XM_065113289.1.p1, XM_065153078.1.p1
OG0006990	NM_127618.4.p1, NM_118989.6.p1	XM_009386424.3.p1
OG0006992	NM_128087.4.p1, NM_119364.4.p1	XM_065161403.1.p1, XM_009417305.3.p1, XM_065122160.1.p1
OG0006993	NM_128088.5.p1, NM_119365.5.p1	XM_065117550.1.p1, XM_009393862.3.p1
OG0006994	NM_202936.1.p1, NM_119417.4.p1	XM_009402244.3.p1, XM_065181048.1.p1, XM_018826354.2.p1, XM_065091840.1.p1
OG0006995	NM_119475.3.p1	XM_009410840.3.p1
OG0006996	NM_127204.3.p1, NM_119637.3.p1, NM_202955.1.p1	XM_009420048.3.p1, XM_009394926.3.p1, XM_065090319.1.p1, XM_009422527.3.p1
OG0006997	NM_119741.3.p1	XM_009413967.3.p1, XM_065151045.1.p1
OG0006998	NM_202975.2.p1, NM_119984.2.p1	XR_010498542.1.p1, XM_065120923.1.p1, XM_009414796.2.p1, XM_065162373.1.p1
OG0006999	NM_119989.5.p1	XM_065089472.1.p1, XM_065131493.1.p1
OG0007000	NM_120629.3.p1, NM_129587.3.p1	XM_009405256.3.p1, XM_065158171.1.p1
OG0007001	NM_120674.4.p1	XM_065186968.1.p1
OG0007002	NM_120796.3.p1, NM_125238.5.p1	XM_009414350.3.p1, XM_065167123.1.p1
OG0007003	NM_120815.3.p1	XM_065144089.1.p1
OG0007004	NM_120910.3.p1, NM_122226.4.p1	XM_065078988.1.p1, XM_065165009.1.p1, XM_009414845.3.p1, XR_010475890.1.p1
OG0007005	NM_120926.3.p1	XM_065189086.1.p1, XM_065189085.1.p1
OG0007006	NM_120938.4.p1	XM_065134532.1.p1, XM_065184342.1.p1, XM_009408867.3.p1, XM_065137632.1.p1
OG0007007	NM_203267.2.p1, NM_125916.3.p1, NM_121044.3.p1	XM_065162329.1.p1, XM_065080274.1.p1, XM_065080279.1.p1, XM_065122241.1.p1, XM_018830536.2.p1, XM_009417221.3.p1
OG0007008	NM_127789.4.p1, NM_121054.5.p1	XM_009405257.3.p1, XM_065082353.1.p1
OG0007009	NM_121110.2.p1	XM_065186734.1.p1, XM_065135038.1.p1, XM_065186746.1.p1
OG0007010	NM_121228.5.p1	XM_065096968.1.p1, XM_009401515.3.p1
OG0007011	NM_121727.3.p1	XM_065126228.1.p1, XM_065126227.1.p1, XM_065126229.1.p1, XM_009399343.3.p1, XM_065105208.1.p1, XM_065133405.1.p1, XM_065174033.1.p1, XM_009409817.3.p1, XM_009389823.3.p1
OG0007012	NM_122024.4.p1	XM_065095805.1.p1
OG0007013	NM_122027.4.p1	XM_065160949.1.p1, XM_065191531.1.p1
OG0007014	NM_122159.4.p1, NM_129200.4.p1	XM_065142124.1.p1
OG0007015	NM_122481.3.p1	XM_065131056.1.p1, XM_065099875.1.p1, XM_065099877.1.p1
OG0007016	NM_122653.4.p1	XM_065093667.1.p1, XM_065095707.1.p1
OG0007017	NM_123212.3.p1	XM_065112154.1.p1, XM_065112155.1.p1, XM_065153125.1.p1, XM_065186834.1.p1
OG0007018	NM_123512.3.p1	XM_009422971.3.p1
OG0007019	NM_123629.4.p1	XM_065096343.1.p1, XM_009399032.3.p1, XM_065161579.1.p1
OG0007020	NM_123932.2.p1, NM_123933.3.p1	XM_065188518.1.p1, XM_065110948.1.p1
OG0007021	NM_123990.3.p1	XM_065115758.1.p1, XM_065147584.1.p1
OG0007022	NM_124059.4.p1	XM_065108727.1.p1, XR_010486968.1.p1, XM_065108722.1.p1, XM_065108725.1.p1, XM_018826405.2.p1, XM_065104485.1.p1
OG0007023	NM_124335.3.p1	XM_009398932.3.p1
OG0007024	NM_124492.3.p1	XM_009406975.3.p1, XM_065091981.1.p1
OG0007025	NM_124663.1.p1	XM_009411302.3.p1
OG0007026	NM_124768.4.p1	XM_009390608.3.p1
OG0007027	NM_125061.4.p1, NM_125060.1.p1	XM_009415922.3.p1
OG0007028	NM_125188.3.p1	XM_009382631.3.p1, XM_065088114.1.p1, XM_065167348.1.p1
OG0007029	NM_125492.5.p1	XM_009416119.3.p1, XM_065081180.1.p1
OG0007030	NM_125623.3.p1	XM_009401219.3.p1, XM_065146203.1.p1
OG0007031	NM_125957.3.p1	XM_065147120.1.p1, XM_009408727.3.p1, XM_065158402.1.p1, XM_065141873.1.p1
OG0007032	NM_126159.4.p1	XM_009389894.3.p1, XM_018821986.2.p1, XM_009416493.3.p1
OG0007033	NM_126343.5.p1	XM_009416590.3.p1
OG0007034	NM_126400.3.p1	XM_065130097.1.p1, XM_009382861.3.p1, XM_065130098.1.p1, XM_065130099.1.p1, XM_065130100.1.p1, XM_065088299.1.p1, XM_065088300.1.p1, XM_065111741.1.p1
OG0007035	NM_126486.6.p1	XM_065166148.1.p1, XM_009411579.3.p1
OG0007036	NM_127089.4.p1	XM_009396267.3.p1
OG0007037	NM_127361.3.p1	XM_065099021.1.p1, XM_009414212.3.p1
OG0007038	NM_127382.4.p1	XR_010513098.1.p1, XM_065181189.1.p1, XM_065137383.1.p1, XR_672275.3.p1, XM_065093002.1.p1
OG0007039	NM_127902.6.p1	XM_009388057.3.p1, XM_009388059.3.p1
OG0007040	NM_128068.3.p1	XM_009393877.3.p1, XM_065124385.1.p1, XM_009405060.3.p1, XR_010487489.1.p1, XR_010497047.1.p1, XM_065153764.1.p1
OG0007041	NM_128151.4.p1	XM_009413960.2.p1, XM_065078085.1.p1, XM_065163508.1.p1
OG0007042	NM_128152.3.p1	XM_009416175.3.p1
OG0007043	NM_128257.4.p1	XM_065113634.1.p1
OG0007044	NM_128327.5.p1	XM_009421927.2.p1
OG0007045	NM_128409.2.p1	XM_009417321.3.p1, XM_065149628.1.p1, XM_009418438.3.p1
OG0007046	NM_128580.5.p1	XM_065138643.1.p1
OG0007047	NM_128651.5.p1	XM_065156208.1.p1
OG0007048	NM_129018.4.p1	XR_010486733.1.p1, XM_065107792.1.p1, XR_010513171.1.p1, XR_010513172.1.p1
OG0007049	NM_129019.5.p1	XM_009401008.3.p1, XM_065115744.1.p1, XM_009410270.3.p1, XM_009400047.3.p1, XM_009390692.3.p1
OG0007050	NM_129087.3.p1	XM_009402461.3.p1
OG0007051	NM_129255.3.p1	XM_065106758.1.p1, XM_065180057.1.p1, XM_009385765.3.p1
OG0007052	NM_129659.3.p1	XM_009421570.3.p1, XM_009386705.3.p1, XM_065100814.1.p1
OG0007053	NM_180094.3.p1, NM_130046.4.p1	XM_009383178.3.p1
OG0007054	NM_130076.2.p1	XM_065136215.1.p1, XM_065102320.1.p1, XM_065144948.1.p1
OG0007055	NM_130184.3.p1	XM_065087743.1.p1, XM_065087744.1.p1, XM_065179027.1.p1
OG0007057	NM_130328.3.p1	XM_065152713.1.p1, XM_065152711.1.p1, XM_065107582.1.p1, XM_065107581.1.p1, XM_065181212.1.p1, XM_065181211.1.p1
OG0007058	NM_148369.3.p1	XM_009392287.3.p1, XM_065147353.1.p1
OG0007059	NM_179281.2.p1	XM_009390975.3.p1, XM_065101885.1.p1
OG0007060	NM_179533.3.p1	XM_065147984.1.p1, XM_065179605.1.p1, XM_065106510.1.p1
OG0007061	NM_179919.2.p1	XM_065192357.1.p1
OG0007062	NM_180060.3.p1	XM_065188772.1.p1
OG0007098	NM_001035856.3.p1, NM_100072.4.p1, NM_001331316.1.p1, NM_001331314.1.p1	XM_065191070.1.p1, XM_065191068.1.p1, XM_065116320.1.p1
OG0007099	NM_126313.4.p1, NM_001035878.2.p1, NM_179596.3.p1	XM_065135172.1.p1, XM_009401004.3.p1, XM_065161759.1.p1, XM_009416145.3.p1
OG0007100	NM_101051.3.p1, NM_001035947.1.p1	XM_065145312.1.p1
OG0007101	NM_001035951.3.p1	XM_009401143.3.p1, XM_065173558.1.p1, XM_065146854.1.p1, XM_065146855.1.p1
OG0007102	NM_001035952.3.p1, NM_001035953.2.p1, NM_101123.4.p1	XM_065149439.1.p1, XM_065106187.1.p1
OG0007103	NM_102720.4.p1, NM_001036033.1.p1	XM_009411112.3.p1, XM_009401543.3.p1
OG0007104	NM_101609.4.p1, NM_001036193.2.p1	XM_065179055.1.p1
