Orthogroup	Arabidopsis_thaliana_rna_prot	Malus_domestica_rna_prot
OG0010639	NM_001345427.1.p1, NM_001345428.1.p1, NM_180902.5.p1	XM_029088522.1.p1, XM_029099809.1.p1, XM_008360975.3.p1
OG0010640	NM_001345500.1.p1	NM_001294016.1.p1, XM_029103781.1.p1
OG0010641	NM_125983.2.p1, NM_001345723.1.p1	XM_008379757.3.p1
OG0010642	NM_100193.4.p1	XM_008388249.3.p1
OG0010643	NM_100292.2.p1	XM_008384488.3.p1, XM_008357994.3.p1
OG0010644	NM_100302.5.p1	XM_029095474.1.p1, XM_008342797.3.p1, XM_008392789.3.p1
OG0010645	NM_100365.4.p1	XM_008387625.3.p1, XM_008339111.3.p1
OG0010646	NM_202041.2.p1, NM_100502.4.p1	XM_008366096.3.p1
OG0010647	NM_100648.2.p1	XM_008371573.3.p1
OG0010648	NM_100767.6.p1	XM_008372283.3.p1, XM_029090027.1.p1
OG0010649	NM_100892.3.p1	XM_029110169.1.p1, XM_008373631.3.p1
OG0010650	NM_100922.3.p1	NM_001329019.1.p1, XM_008354782.3.p1
OG0010651	NM_104794.3.p1, NM_117599.3.p1, NM_100981.4.p1	XM_008385565.3.p1, XM_008373099.3.p1
OG0010652	NM_100991.2.p1	XM_029103222.1.p1, XM_008385586.3.p1
OG0010653	NM_101033.4.p1	XM_029102819.1.p1, XM_008377538.3.p1
OG0010655	NM_104924.2.p1, NM_101076.2.p1	XM_008382398.3.p1
OG0010656	NM_101097.4.p1	XM_029104584.1.p1, XM_008375592.2.p1
OG0010657	NM_101119.7.p1	XM_029092429.1.p1
OG0010658	NM_101122.4.p1	XM_008350668.3.p1, XM_029093486.1.p1, XM_008344347.3.p1
OG0010659	NM_101350.4.p1	XM_008383534.3.p1
OG0010660	NM_101466.3.p1	XM_029097195.1.p1, XM_008344588.3.p1
OG0010662	NM_116552.1.p1, NM_116553.1.p1, NM_101911.2.p1	XM_017327001.2.p1, XM_029098252.1.p1
OG0010663	NM_102022.4.p1	XM_008380217.3.p1
OG0010664	NM_102072.4.p1, NM_106460.3.p1	XM_008376746.3.p1
OG0010665	NM_105792.2.p1, NM_202161.1.p1, NM_102139.2.p1	XM_008380022.3.p1, XM_008395736.3.p1
OG0010666	NM_102231.1.p1, NM_102232.2.p1, NM_102233.4.p1	XM_008341794.3.p1, XM_008391853.1.p1, XM_008341799.3.p1, XM_008341798.3.p1
OG0010667	NM_102374.4.p1	XM_008391105.3.p1
OG0010668	NM_102557.3.p1	XM_008341986.3.p1, XM_008341987.3.p1, XM_008391628.3.p1, XM_008391627.3.p1
OG0010669	NM_102580.4.p1	XM_008391988.3.p1
OG0010670	NM_102584.3.p1	XM_008371369.2.p1, XM_008361978.2.p1
OG0010671	NM_102648.4.p1	XM_017327129.2.p1, XM_008360433.3.p1, XM_008373230.3.p1
OG0010672	NM_102709.4.p1	XM_008373299.3.p1, XM_029110283.1.p1
OG0010673	NM_102967.3.p1	XM_029104478.1.p1, XM_029104477.1.p1
OG0010674	NM_102985.4.p1	XM_029108452.1.p1
OG0010675	NM_103032.4.p1	XR_529699.3.p1, XM_017331138.2.p1
OG0010676	NM_103134.4.p1	XM_008339012.3.p1, XM_008383674.2.p1
OG0010677	NM_103268.5.p1	XM_029101937.1.p1, XM_029109466.1.p1
OG0010678	NM_103432.2.p1	XM_008376515.3.p1, XM_008362675.3.p1
OG0010679	NM_103786.3.p1	XM_008342227.3.p1
OG0010681	NM_123592.4.p1, NM_103909.4.p1	XM_008378869.3.p1, XM_029094669.1.p1
OG0010682	NM_103931.4.p1	XM_029087843.1.p1, XM_008391920.3.p1
OG0010683	NM_104129.4.p1	XM_029097054.1.p1
OG0010684	NM_104483.3.p1	XM_008384843.3.p1
OG0010685	NM_104572.4.p1	XM_029107428.1.p1
OG0010686	NM_104706.5.p1	XM_008391403.3.p1, XM_008341791.3.p1
OG0010687	NM_104735.4.p1	XM_017323742.2.p1, XM_008391442.3.p1
OG0010688	NM_104844.3.p1	XM_008373021.3.p1, XM_008385750.3.p1
OG0010689	NM_104859.3.p1	XM_008372904.3.p1
OG0010690	NM_105430.3.p1	XM_008391586.3.p1, XM_017323498.2.p1
OG0010691	NM_105525.5.p1	XM_008391072.3.p1
OG0010692	NM_105548.5.p1	XM_008341496.3.p1, XM_008391110.3.p1, XM_017336667.2.p1
OG0010693	NM_105831.5.p1	XM_029101918.1.p1, XM_029101916.1.p1, XM_008369609.3.p2
OG0010694	NM_105836.4.p1	XM_008339005.3.p1
OG0010695	NM_105964.5.p1	XM_029109464.1.p1
OG0010696	NM_106031.4.p1	XM_008340848.3.p1, XM_029107298.1.p1
OG0010697	NM_106131.4.p1	XM_008376298.3.p1, XM_029104011.1.p1
OG0010698	NM_106143.3.p1	XM_008376269.3.p1, XM_029096075.1.p1, XM_017322507.2.p1
OG0010699	NM_106146.5.p1	XM_008373109.3.p1, XM_029100893.1.p1, XM_008373177.3.p1
OG0010700	NM_106220.4.p1	XM_008389716.3.p1
OG0010701	NM_106260.3.p1	XM_008378896.3.p1, XM_008378894.3.p1
OG0010702	NM_106292.3.p1	XM_008375162.3.p1
OG0010703	NM_106540.3.p1	XM_008363077.3.p1
OG0010704	NM_106566.4.p1	XM_029102790.1.p1, XM_008384865.3.p1
OG0010705	NM_106684.5.p1	XM_008349261.3.p1
OG0010706	NM_111133.4.p1	XM_008357643.3.p1
OG0010707	NM_202483.2.p1, NM_111246.3.p1	XM_029090273.1.p1
OG0010708	NM_111346.4.p1	XM_008368652.3.p1, XM_008372478.3.p1
OG0010710	NM_111553.4.p1	XM_008349836.3.p1, XM_008377150.3.p1
OG0010711	NM_111899.2.p1	XM_008356176.3.p1
OG0010712	NM_112025.1.p1	XM_008342272.3.p1, XM_008390880.3.p1
OG0010713	NM_112039.3.p1, NM_180235.1.p1	XM_008352033.3.p1, XM_029092465.1.p1
OG0010714	NM_112045.5.p1	XM_008381922.3.p1, XR_003768473.1.p1
OG0010715	NM_112063.4.p1	XM_029105193.1.p1
OG0010716	NM_112218.2.p1	XM_029100211.1.p1
OG0010717	NM_112220.2.p1, NM_112221.2.p1	XM_008393092.2.p1
OG0010718	NM_112558.6.p1	XM_029092495.1.p1, XM_029090691.1.p1
OG0010719	NM_112742.5.p1	XM_008395167.3.p1
OG0010720	NM_112914.5.p1	XM_008341004.3.p1, XM_029105497.1.p1
OG0010721	NM_112942.5.p1	XM_029088925.1.p1, XM_008373058.3.p1
OG0010722	NM_113015.3.p1	XM_008382052.3.p1, XM_029097203.1.p1
OG0010723	NM_113025.4.p1	XM_008393074.3.p1
OG0010724	NM_113031.2.p1	XM_029108330.1.p1
OG0010725	NM_113037.5.p1	XM_008392462.3.p1, XM_008342603.3.p1
OG0010726	NM_113067.4.p1	XM_008381401.3.p1, XM_029096745.1.p1
OG0010727	NM_113083.5.p1	XM_008381389.3.p1
OG0010728	NM_113141.4.p1	XM_029091473.1.p1, XM_029096014.1.p1
OG0010729	NM_113188.3.p1	XM_029095705.1.p1
OG0010730	NM_113207.4.p1, NM_117531.4.p1	XM_008392870.3.p1, XM_008363800.3.p1, XM_029095698.1.p1
OG0010731	NM_117428.4.p1, NM_113298.5.p1	XM_008355465.3.p1, XM_008393064.3.p1
OG0010732	NM_113416.4.p1	XM_008356781.3.p1, XM_008358008.3.p1
OG0010733	NM_113451.4.p1	XM_008363525.3.p1, XM_008391123.3.p1
OG0010734	NM_113514.4.p1	XM_008391549.3.p1, XM_008341925.3.p1
OG0010735	NM_180302.2.p1, NM_113565.3.p1	XM_008341882.3.p1, XM_008391505.3.p1
OG0010736	NM_113632.3.p1	XM_008380900.3.p1
OG0010737	NM_113691.2.p1	XM_008344440.3.p1
OG0010738	NM_114220.4.p1	XM_008381464.1.p1, XM_008364836.3.p1
OG0010739	NM_114398.2.p1	XM_029088509.1.p1, XM_008340165.3.p1, XM_008382746.3.p1, XM_029090835.1.p1, XM_029101098.1.p1
OG0010740	NM_114542.4.p1	XM_008386704.3.p1, XM_008386705.3.p1
OG0010741	NM_114621.3.p1	XM_008376329.3.p1
OG0010742	NM_114638.3.p1	XM_008366405.3.p1, XM_008394914.3.p1
OG0010743	NM_115057.4.p1	XM_008392017.3.p1
OG0010744	NM_115099.5.p1	XM_008351994.3.p1, XM_008351993.3.p1
OG0010745	NM_115230.3.p1	XM_029089575.1.p1
OG0010746	NM_115281.4.p1	XM_029089761.1.p1, XM_008357527.3.p1
OG0010747	NM_115406.5.p1, NM_202714.4.p1	XM_029105891.1.p1, XM_008372360.3.p1
OG0010748	NM_115434.3.p1	XM_029090979.1.p1, XM_008342804.3.p1
OG0010749	NM_115438.4.p1	XM_017337295.2.p1, XM_008373803.3.p1, XM_029110051.1.p1
OG0010750	NM_115524.3.p1	XM_008346826.3.p1
OG0010751	NM_115553.4.p1	XM_029098251.1.p1
OG0010752	NM_180384.1.p1, NM_115612.3.p1	XM_008394003.3.p1
OG0010753	NM_115802.4.p1	XM_008370913.3.p1
OG0010754	NM_202734.4.p1, NM_115830.5.p1	XM_017324949.2.p1, XM_008347064.3.p1
OG0010755	NM_116012.5.p1	XM_029089423.1.p1, XM_008391644.3.p1, XM_008342001.3.p1
OG0010756	NM_116182.5.p1	XM_008365452.3.p1
OG0010757	NM_116333.3.p1	XM_008352477.3.p1
OG0010758	NM_125565.3.p1, NM_116448.2.p1	XM_008343940.3.p1
OG0010759	NM_116566.4.p1, NM_178964.2.p1	XM_008343715.3.p1, XM_008381361.3.p1
OG0010761	NM_116671.3.p1	XM_017332353.2.p1, XM_008385875.3.p1
OG0010762	NM_116715.5.p1	XM_008372877.3.p1, XM_008351079.3.p1
OG0010763	NM_116734.3.p1	XM_008373134.3.p1, XM_029098162.1.p1
OG0010764	NM_179022.4.p1, NM_117068.5.p1	XM_029094315.1.p1
OG0010765	NM_117144.4.p1	XM_008392075.3.p1, XM_008392076.3.p1, XM_008375880.3.p1
OG0010766	NM_117198.5.p1	XM_008377738.3.p1
OG0010767	NM_117724.4.p1	XM_008392203.3.p1
OG0010768	NM_117756.7.p1	XM_008375540.3.p1
OG0010769	NM_117787.4.p1, NM_202834.2.p1	XM_029104523.1.p1, XM_017333066.2.p1, XM_008375450.3.p1, XR_003772436.1.p1, XM_008339017.3.p1
OG0010770	NM_117822.4.p1	XM_029103373.1.p1, XM_008385989.3.p1
OG0010771	NM_117947.5.p1	XM_029103074.1.p1
OG0010772	NM_117994.4.p1	XM_029103582.1.p1, XM_008385389.3.p1
OG0010773	NM_118218.1.p1, NM_118217.2.p1	XM_008362452.3.p1, XM_008353408.3.p1
OG0010774	NM_118253.1.p1	XM_029103268.1.p1
OG0010775	NM_118381.4.p1	XM_008382935.3.p1, XR_003772632.1.p1, XR_003772631.1.p1
OG0010776	NM_118434.2.p1	XM_008352235.3.p1, XM_029101012.1.p1
OG0010777	NM_179018.1.p1, NM_118487.4.p1	XM_008377737.3.p1
OG0010778	NM_118521.3.p1	XM_008375838.3.p1
OG0010779	NM_118554.3.p1	XM_008371901.2.p1, XM_008395543.3.p1
OG0010781	NM_118896.3.p1	XM_008358848.3.p1
OG0010782	NM_118922.5.p1, NM_124678.5.p1	XM_008358831.3.p1, XM_008382537.3.p1
OG0010783	NM_118963.4.p1	XM_008359597.3.p1, XM_029096740.1.p1
OG0010784	NM_119097.4.p1	XM_008393285.3.p1, XM_008364749.3.p1
OG0010785	NM_119169.3.p1	XR_525300.3.p1, XM_029091924.1.p1, XM_008348901.3.p1, XM_008384908.1.p1
OG0010786	NM_119216.5.p1	XM_008396073.3.p1, XM_008364645.3.p1
OG0010787	NM_119229.2.p1	XM_008396061.3.p1
OG0010788	NM_119241.6.p1	XM_008386160.3.p1, XM_008396100.3.p1
OG0010789	NM_119371.3.p1	XM_008395877.3.p1
OG0010790	NM_119421.5.p1	XM_008395683.3.p1
OG0010791	NM_119564.5.p1	XM_008374909.3.p1
OG0010792	NM_119615.5.p1	XM_008379093.3.p1, XM_017333083.2.p1, XM_008377705.3.p1
OG0010793	NM_119901.2.p1	XM_029093677.1.p1
OG0010794	NM_120107.3.p1	XM_008340413.3.p1, XM_008340414.3.p1
OG0010795	NM_120151.3.p1	XM_029106649.1.p1, XM_029093579.1.p1
OG0010796	NM_120208.4.p1	XM_008371940.3.p1
OG0010798	NM_120361.5.p1	XM_017330937.2.p1
OG0010799	NM_120461.4.p1	XM_008388343.3.p1, XR_531319.3.p1, XR_003771157.1.p1, XR_001791537.2.p1
OG0010800	NM_120483.3.p1	XM_008394197.3.p1
OG0010801	NM_180439.2.p1, NM_120609.3.p1	XM_008371145.2.p1, XM_008368581.3.p1
OG0010802	NM_120738.5.p1	XM_008388928.3.p1, XM_029090387.1.p1
OG0010803	NM_120784.4.p1	XM_029105166.1.p1, XM_029098596.1.p1
OG0010804	NM_120832.2.p1	NM_001328769.1.p1
OG0010805	NM_120915.2.p1	XM_029096333.1.p1
OG0010806	NM_120940.3.p1	XR_524153.3.p1, XM_008342191.3.p1, XM_008390833.3.p1
OG0010807	NM_121143.2.p1, NM_125275.2.p1	XM_008358252.2.p1, XM_008386850.2.p1
OG0010808	NM_121192.2.p1	XM_008379870.3.p1, XM_029095127.1.p1
OG0010809	NM_121194.4.p1	XM_008395659.3.p1, XM_008379867.3.p1
OG0010810	NM_121315.3.p1	XM_008342024.2.p1, XM_029091434.1.p1
OG0010811	NM_121380.3.p1	XM_008342288.3.p1, XM_029091728.1.p1
OG0010812	NM_121387.4.p1	XM_008373603.3.p1, XM_008372325.3.p1
OG0010813	NM_121457.3.p1	XM_029107720.1.p1
OG0010814	NM_121651.2.p1	XM_008372708.3.p1
OG0010815	NM_121698.2.p1, NM_180541.3.p1	XM_029098930.1.p1
OG0010816	NM_121723.5.p1	XM_008378659.3.p1
OG0010817	NM_121918.4.p1	XM_008380990.3.p1, XM_008343171.3.p1
OG0010818	NM_122015.5.p1	XM_017323009.2.p1, XM_029109329.1.p1
OG0010819	NM_122066.4.p1	XM_029095979.1.p1
OG0010820	NM_129909.3.p1, NM_122312.2.p1	XM_029091055.1.p1, XM_008370330.3.p1
OG0010821	NM_122357.3.p1	XM_008378591.3.p1
OG0010822	NM_122923.3.p1	XM_029096517.1.p1, XM_029091148.1.p1
OG0010823	NM_123245.4.p1	XM_008359582.3.p1
OG0010824	NM_123250.4.p1	XM_017336338.2.p1
OG0010825	NM_123380.3.p1	XM_008384790.3.p1
OG0010827	NM_124012.3.p1	XM_029103106.1.p1
OG0010828	NM_124480.3.p1	XM_008387532.3.p1, XM_008394466.3.p1
OG0010829	NM_124567.5.p1	XM_008378730.3.p1
OG0010830	NM_124738.4.p1	XM_008378568.3.p1
OG0010831	NM_124759.2.p1	XM_029100224.1.p1, XM_029089434.1.p1, XM_008387947.3.p1
OG0010832	NM_124771.3.p1	XM_008387982.3.p1
OG0010833	NM_124824.7.p1	XM_008387907.3.p1, XM_008368456.3.p1
OG0010834	NM_124832.3.p1	XM_029100202.1.p1
OG0010835	NM_124850.4.p1	XM_008367494.3.p1, XM_008351729.3.p1
OG0010836	NM_124965.2.p1	XM_008386001.3.p1
OG0010837	NM_125110.6.p1	XM_029096023.1.p1, XM_029091833.1.p1
OG0010838	NM_125147.5.p1	XM_008367214.3.p1, XM_029091328.1.p1
OG0010839	NM_203243.2.p1, NM_125487.3.p1	XM_008376429.3.p1
OG0010840	NM_125489.3.p1	XM_008395023.3.p1, XM_029104049.1.p1
OG0010841	NM_125647.4.p1	NM_001328831.1.p1
OG0010842	NM_125800.5.p1	XM_008370418.3.p1, XM_008354653.2.p1
OG0010843	NM_180932.2.p1, NM_125821.5.p1	XM_029101941.1.p1, XM_008358176.3.p1
OG0010844	NM_126007.4.p1	XM_008395603.3.p1
OG0010845	NM_203274.2.p1, NM_126034.3.p1	XM_029093397.1.p1, XM_008339551.3.p1
OG0010846	NM_126233.6.p1	XM_029105823.1.p1, XM_008345269.3.p1
OG0010847	NM_179602.1.p1, NM_126442.4.p1	XM_008396013.3.p1, XM_008387579.3.p1
OG0010848	NM_127064.4.p1	XM_029098258.1.p1
OG0010849	NM_127592.4.p1	XM_008350784.3.p1
OG0010850	NM_128248.2.p1	XM_008387815.3.p1, XM_029094868.1.p1
OG0010851	NM_128335.2.p1	XM_008362142.3.p1
OG0010852	NM_128698.3.p1	XM_029102281.1.p1, XR_003773289.1.p1, XM_029102282.1.p1
OG0010853	NM_128760.4.p1	XM_008339272.3.p1
OG0010854	NM_128823.5.p1	XM_008381436.3.p1
OG0010856	NM_128939.4.p1	XM_008385495.3.p1, XM_029098313.1.p1
OG0010857	NM_129128.4.p1	XM_029104558.1.p1
OG0010858	NM_129173.3.p1	XM_008388810.3.p1, XM_008393656.3.p1
OG0010859	NM_129311.3.p1, NM_201895.3.p1	XM_008379827.3.p1
OG0010860	NM_129357.4.p1	XM_008389889.3.p1
OG0010861	NM_129405.4.p1	XM_008371988.3.p1, XM_008352337.3.p1
OG0010862	NM_129460.4.p1, NM_129459.4.p1	XM_008368340.3.p1
OG0010863	NM_129476.3.p1	XM_008383758.3.p1
OG0010864	NM_129581.4.p1	XM_008357324.3.p1, XM_008345407.3.p1
OG0010865	NM_129617.5.p1	XM_029102334.1.p1, XM_029106571.1.p1, XM_029102331.1.p1, XM_008371150.3.p1
OG0010866	NM_129677.4.p1	XM_008351915.3.p1
OG0010867	NM_129731.6.p1	XM_008389091.3.p1
OG0010868	NM_129732.2.p1	XM_008389086.3.p1, NM_001328864.1.p1
OG0010871	NM_147875.5.p1	XM_008362727.3.p1
OG0010872	NM_147882.3.p1	XM_008363566.2.p1
OG0010873	NM_148651.1.p1	XM_008369355.3.p1, XM_008376519.3.p1
OG0010875	NM_179873.3.p1	XM_029096054.1.p1, XM_029096053.1.p1
OG0010876	NM_179966.2.p1	XM_029096228.1.p1, XM_008385630.3.p1
OG0010877	NM_180609.4.p1	XM_008363863.2.p1, XM_008380827.3.p1
OG0010956	NM_001035688.1.p1, NM_113449.4.p1	XM_008393449.3.p1
OG0010957	NM_001036156.2.p1, NM_001198383.1.p1, NM_105151.4.p1	XM_008344867.3.p1
OG0010958	NM_001036214.3.p1, NM_001198487.1.p1, NM_106368.5.p1	XM_008366438.3.p1, XM_008388969.3.p1
OG0010960	NM_119050.3.p1, NM_001036666.1.p1	XM_029093879.1.p1, XM_029110175.1.p1
OG0010961	NM_001345463.1.p1, NM_001037040.3.p1, NM_125520.5.p1	XM_017337462.2.p1, XM_017332881.2.p1
OG0010962	NM_100927.4.p1, NM_001084033.2.p1	XM_008391353.3.p1, XM_008363576.3.p1
OG0010964	NM_001084945.2.p1, NM_001084946.1.p1	XM_008373585.3.p1
OG0010965	NM_001085012.3.p1	XM_029099133.1.p1
OG0010966	NM_103891.4.p1, NM_001123987.1.p1	XM_029102171.1.p1, XM_029098366.1.p1
OG0010967	NM_001124100.1.p1, NM_105588.3.p1	XM_029091161.1.p1, XM_029091160.1.p1
OG0010968	NM_001125156.2.p1, NM_112350.3.p1	XM_008388039.3.p1, XM_029100532.1.p1
OG0010969	NM_125211.4.p1, NM_001125985.1.p1	XM_008355991.3.p1, XM_029088076.1.p1
OG0010970	NM_001342541.1.p1, NM_001160821.3.p1	XM_029095266.1.p1
OG0010971	NM_001160863.1.p1, NM_101265.4.p1	XM_029091228.1.p1, XM_008354752.3.p1
OG0010972	NM_148683.5.p1, NM_001161117.1.p1	XM_008388637.3.p1
OG0010973	NM_105788.4.p1, NM_001198440.1.p1	XM_029107369.1.p1
OG0010974	NM_001202586.1.p1	XM_029100734.1.p1, XM_029094543.1.p1
OG0010975	NM_128191.4.p1, NM_001202679.1.p1	XM_008395366.3.p1
OG0010976	NM_001336228.1.p1, NM_001336227.1.p1, NM_001202706.1.p1	XM_008356975.3.p1
OG0010978	NM_180418.4.p1, NM_001203272.1.p1	XM_008371964.3.p1, XM_029089698.1.p1
OG0010979	NM_001203451.1.p1, NM_001343876.1.p1	XM_008378556.3.p1, XM_008383076.3.p1
OG0010980	NM_001203487.1.p1, NM_122733.3.p1, NM_111326.1.p1	XM_008352417.3.p1, XM_008372510.3.p1
OG0010981	NM_001203525.1.p1, NM_123640.3.p1	XM_017336205.2.p1, XM_017325575.2.p1
OG0010982	NM_001203726.1.p1	XM_008345083.3.p1, XM_029100449.1.p1
OG0010983	NM_116723.5.p1, NM_001203746.1.p1	XM_008375014.3.p1, XM_008384017.3.p1, XM_029101985.1.p1
OG0010984	NM_001342483.1.p1, NM_119977.5.p1, NM_202974.2.p1, NM_001204019.1.p1	XM_008384299.2.p1, XM_029102327.1.p1
OG0010985	NM_001332473.1.p1	XM_008358195.3.p1, XM_008358194.3.p1
OG0010986	NM_103833.5.p1, NM_001333383.1.p1	XM_029102057.1.p1, XM_029102056.1.p1, XM_008389114.3.p1
OG0010987	NM_001333894.1.p1, NM_104731.5.p1, NM_001333895.1.p1	XM_008391438.3.p1, XM_008354799.3.p1
OG0010988	NR_139906.1.p1, NR_139907.1.p1, NR_139908.1.p1, NM_001334324.1.p1, NR_139909.1.p1	XM_029095859.1.p1
OG0010989	NM_105849.3.p1, NM_001334508.1.p1	XM_029101936.1.p1
OG0010990	NM_001334523.1.p1, NM_105891.3.p1	XM_008382507.3.p1
OG0010991	NM_179590.3.p1, NM_126193.3.p1, NM_001335058.1.p1	XM_017323634.2.p1, XM_008391003.3.p1
OG0010992	NM_001335100.1.p1	XM_008391739.3.p1
OG0010993	NM_001335389.1.p1	XM_029088683.1.p1, XM_029100017.1.p1
OG0010994	NM_001335714.1.p1, NM_001335715.1.p1	XM_008357900.3.p1, XM_008343689.3.p1
OG0010995	NM_001336188.1.p1	XM_008386912.3.p1, XM_008359281.3.p1
OG0010996	NM_001336378.1.p1, NM_179856.5.p1	XM_008390931.3.p1, XM_029096052.1.p1
OG0010997	NM_001336582.1.p1, NM_001336581.1.p1	XM_029090375.1.p1
OG0010998	NM_179941.2.p1, NM_001336613.1.p1	XM_029101060.1.p1, XM_008371339.3.p1
OG0010999	NM_001336946.1.p1	XM_029093165.1.p1, XM_029092645.1.p1, XM_029092641.1.p1, XM_029092202.1.p1, XM_029090493.1.p1, XM_029090492.1.p1
OG0011000	NM_001337015.1.p1, NM_180053.2.p1	XM_008382457.3.p1
OG0011001	NM_001337331.1.p1, NM_001337332.1.p1	XM_008349819.3.p1, XM_008363983.3.p1
OG0011002	NM_104145.4.p1, NM_112439.4.p1, NM_001338182.1.p1	XM_029108419.1.p1
OG0011004	NM_001338757.1.p1, NM_113455.4.p1, NM_127456.4.p1	XM_008374848.3.p1
OG0011006	NM_113710.3.p1, NM_001338922.1.p1	XM_008343236.3.p1
OG0011008	NM_001339801.1.p1, NM_115513.3.p1	XM_008361625.3.p1, XM_029101367.1.p1
OG0011009	NM_001339840.1.p1	XM_008361822.3.p1
OG0011010	NM_001339907.1.p1	XM_008383351.3.p1
OG0011011	NM_001339991.1.p1	XM_008365525.3.p1
OG0011012	NM_001340446.1.p1	XM_029097805.1.p1
OG0011014	NM_001341116.1.p1	XM_008371235.3.p1
OG0011016	NM_001341457.1.p1	XM_008385144.3.p1
OG0011017	NM_001343087.1.p1, NM_203032.2.p1	XM_029094624.1.p1, XM_029105587.1.p1
OG0011018	NM_121455.3.p1	XM_008343167.3.p1
OG0011021	NM_001343610.1.p1	XM_008345752.3.p1
OG0011022	NM_121971.3.p1, NM_001343619.1.p1	XM_008363020.3.p1, XM_029109819.1.p1
OG0011023	NM_001344886.1.p1	XM_008362543.3.p1, XM_008362800.3.p1
OG0011024	NM_124936.3.p1, NM_001345135.1.p1	XM_008370311.3.p1
OG0011025	NM_001345610.1.p1, NM_125772.5.p1	XM_008340233.3.p1
OG0011026	NM_125948.4.p1, NM_001345693.1.p1	XM_029094687.1.p1, XM_029105752.1.p1, XM_008369797.3.p1
OG0011027	NM_100244.3.p1	XM_008383033.3.p1
OG0011028	NM_100300.5.p1	XM_008392777.3.p1, XM_008392709.3.p1
OG0011029	NM_100345.3.p1	XM_008393221.3.p1
OG0011030	NM_100370.3.p1	XM_008382294.3.p1
OG0011031	NM_100381.3.p1	XM_008367241.3.p1, XM_008343915.2.p1
OG0011032	NM_128804.3.p1, NM_100393.3.p1	XM_008358918.3.p1, XM_008389760.3.p1
OG0011033	NM_179848.1.p1, NM_100430.5.p1	XM_008369869.3.p1
OG0011034	NM_100534.4.p1	XM_008381973.3.p1
OG0011035	NM_100568.4.p1	XM_008356456.3.p1, XM_008367997.3.p1
OG0011036	NM_100596.4.p1	XM_008356829.3.p1
OG0011037	NM_100789.4.p1	XM_008390107.3.p1
OG0011038	NM_100996.3.p1	XM_008385691.2.p1
OG0011039	NM_101391.3.p1	XM_008344467.3.p1
OG0011040	NM_101401.3.p1	XM_008375759.3.p1
OG0011042	NM_101548.6.p1	XM_008386499.3.p1, XM_008356451.3.p1
OG0011043	NM_101650.3.p1	XM_029109691.1.p1
OG0011044	NM_101680.3.p1, NM_106022.2.p1	XM_008348581.3.p1, XM_008395197.3.p1
OG0011045	NM_101983.4.p1, NM_179564.1.p1, NM_106344.3.p1	XM_029101864.1.p1, XM_017333864.2.p1
OG0011046	NM_102120.3.p1	XM_008382825.3.p1, XM_017334701.2.p1
OG0011047	NM_102299.4.p1	XM_008391521.3.p1, XM_008341903.3.p1
OG0011048	NM_102368.4.p1	XM_029095836.1.p1
OG0011049	NM_102382.3.p1	XM_008341508.3.p1
OG0011050	NM_102854.5.p1	XM_017332223.2.p1
OG0011051	NM_129111.4.p1, NM_102930.3.p1	XM_029104424.1.p1
OG0011052	NM_102976.2.p1	XM_008375530.3.p1
OG0011053	NM_103136.4.p1	XM_008376843.3.p1, XM_008395285.3.p1
OG0011054	NM_103456.4.p1	XM_008348225.2.p1
OG0011055	NM_103828.3.p1	XM_008358775.3.p1, XM_008358774.3.p1, XM_008363867.3.p1
OG0011056	NM_103874.3.p1	XM_008374818.3.p1
OG0011057	NM_127047.2.p1, NM_104070.2.p1	XM_008350050.3.p1, XM_008343681.3.p1
OG0011058	NM_104193.5.p1	XM_008368808.3.p1
OG0011059	NM_104242.4.p1	XM_008373744.3.p1, XM_029110083.1.p1
OG0011060	NM_179476.3.p1, NM_104287.5.p1	NM_001294096.1.p1, XM_029089100.1.p1
OG0011061	NM_104515.4.p1	XM_008361631.3.p1
OG0011062	NM_104692.3.p1	XM_008342445.3.p1
OG0011063	NM_104956.5.p1	XM_008371301.3.p1
OG0011064	NM_104978.5.p1	XM_008383706.3.p1, XM_008375535.3.p1
OG0011066	NM_105043.4.p1	XM_029104661.1.p1, XM_008353449.3.p1
OG0011067	NM_105109.4.p1	XM_029092101.1.p1, XM_029092102.1.p1, XM_029092104.1.p1, XM_008394211.3.p1
OG0011068	NM_105135.3.p1	XM_008390155.3.p1, XM_008392089.3.p1
OG0011069	NM_105436.4.p1, NM_105433.3.p1	XM_008391577.3.p1, XM_008341937.3.p1
OG0011070	NM_105463.4.p1	XM_008344125.3.p1, XM_008381977.3.p1
OG0011071	NM_105544.3.p1	XM_017329600.2.p1, XM_008352657.3.p1
OG0011072	NM_105587.6.p1	XM_008391175.3.p1
OG0011073	NM_105688.3.p1	XM_008341770.2.p1
OG0011074	NM_105715.3.p1	XM_008391855.1.p1, XM_008341822.3.p1
OG0011075	NM_105837.4.p1	XM_008382819.3.p1
OG0011076	NM_106082.2.p1	XM_029092525.1.p1, XM_008395010.3.p1, XM_029104097.1.p1, XM_029104096.1.p1
OG0011077	NM_106165.3.p1	XM_008379208.3.p1
OG0011078	NM_106180.4.p1	XM_029095034.1.p1, XM_008358980.3.p1, XM_029095036.1.p1, XM_029095035.1.p1, XM_029106637.1.p1
OG0011079	NM_106353.4.p1	XM_017332345.2.p1, XM_017325901.2.p1
OG0011080	NM_106527.4.p1	XM_008388041.3.p1
