Orthogroup	Tribolium_castaneum_rna.fna.transdecoder_cd	Anoplophora_glabripennis_rna.fna.transdecoder_cd
OG0006913	gnl|WGS_AAJJ|TC014042-RA.p1	XM_018721962.2.p1
OG0006914	gnl|WGS_AAJJ|TC014102-RA.p1	XM_018713755.1.p1
OG0006915	gnl|WGS_AAJJ|TC010591-RA.p1	XM_018714447.2.p1, XM_018714448.1.p1
OG0006916	gnl|WGS_AAJJ|TC012823-RA.p1	XM_023455956.1.p1
OG0006918	gnl|WGS_AAJJ|TC006272-RA.p1	XM_018722573.1.p1
OG0006919	gnl|WGS_AAJJ|TC007674-RA.p1	XM_018716139.1.p1
OG0006920	gnl|WGS_AAJJ|TC033075-RA.p1	XM_018707132.1.p1
OG0006921	gnl|WGS_AAJJ|TC031280-RA.p1	XM_018722988.2.p1
OG0006922	gnl|WGS_AAJJ|TC033790-RA.p1	XM_018715160.1.p1
OG0006924	gnl|WGS_AAJJ|TC005450-RA.p1	XM_018721906.1.p1, XM_018721907.1.p1
OG0006925	gnl|WGS_AAJJ|TC008717-RA.p1	XM_018722182.1.p1
OG0006926	gnl|WGS_AAJJ|TC007649-RA.p1	XM_018718241.1.p1
OG0006928	gnl|WGS_AAJJ|TC000779-RA.p1	XM_018708634.2.p1
OG0006929	gnl|WGS_AAJJ|TC014493-RA.p1	XM_018721651.1.p1
OG0006930	gnl|WGS_AAJJ|TC008242-RA.p1	XM_018709299.1.p1
OG0006931	gnl|WGS_AAJJ|TC015996-RA.p1	XM_018713553.2.p1
OG0006932	gnl|WGS_AAJJ|TC006578-RA.p2	XM_018707645.1.p1
OG0006933	gnl|WGS_AAJJ|TC007381-RA.p1	XM_018709670.1.p1
OG0006935	gnl|WGS_AAJJ|TC005451-RA.p1	XM_018710842.2.p1
OG0006936	gnl|WGS_AAJJ|TC014706-RA.p1	XM_018718661.1.p1
OG0006950	gnl|WGS_AAJJ|TC034826-RA.p1	XM_018714285.1.p1
OG0006951	gnl|WGS_AAJJ|TC012209-RA.p1	XM_018707919.2.p1
OG0006952	gnl|WGS_AAJJ|TC003668-RA.p1	XM_018708005.1.p1
OG0006954	gnl|WGS_AAJJ|TC003006-RA.p1	XM_018722222.1.p1
OG0006956	gnl|WGS_AAJJ|TC033187-RC.p2	XM_018715461.1.p1
OG0006957	gnl|WGS_AAJJ|TC015467-RA.p1	XM_023454417.1.p1
OG0006958	gnl|WGS_AAJJ|TC002740-RA.p1	XM_018722261.2.p1, XM_018722262.2.p1
OG0006959	gnl|WGS_AAJJ|TC006447-RA.p1	XM_018718407.1.p1
OG0006960	gnl|WGS_AAJJ|TC007174-RA.p1	XM_018705382.1.p1
OG0006961	gnl|WGS_AAJJ|TC013213-RA.p1	XM_018717199.1.p1
OG0006962	gnl|WGS_AAJJ|TC012858-RA.p1	XM_018723014.1.p1
OG0006963	gnl|WGS_AAJJ|TC007750-RA.p1	XM_018721323.1.p1
OG0006964	gnl|WGS_AAJJ|TC032740-RA.p1	XM_018721028.2.p1
OG0006965	gnl|WGS_AAJJ|TC011313-RA.p1	XM_018717213.1.p1
OG0006966	gnl|WGS_AAJJ|TC005640-RA.p1	XM_018708160.1.p1
OG0006967	gnl|WGS_AAJJ|TC004299-RA.p1	XM_018713379.2.p1
OG0006969	gnl|WGS_AAJJ|TC033460-RA.p1	XM_018720269.1.p1
OG0006970	gnl|WGS_AAJJ|TC007112-RA.p1	XM_018716088.1.p1
OG0006971	gnl|WGS_AAJJ|TC005844-RA.p1	XM_018705688.2.p1
OG0006973	gnl|WGS_AAJJ|TC033135-RA.p1	XM_018723522.1.p1
OG0006974	gnl|WGS_AAJJ|TC009237-RA.p1	XM_018723778.1.p1
OG0006975	gnl|WGS_AAJJ|TC000233-RA.p1	XM_018714730.1.p1
OG0006976	gnl|WGS_AAJJ|TC013840-RA.p1	XM_018724289.1.p1
OG0006977	gnl|WGS_AAJJ|TC011251-RA.p1	XM_023455637.1.p1
OG0006978	gnl|WGS_AAJJ|TC034438-RB.p1	XM_018712839.1.p1, XM_018712830.1.p1
OG0006980	gnl|WGS_AAJJ|TC014328-RA.p1	XM_018717823.1.p1
OG0006981	gnl|WGS_AAJJ|TC032543-RA.p1	XM_018720681.1.p1
OG0006984	gnl|WGS_AAJJ|TC032196-RA.p1	XM_018719582.1.p1
OG0006985	gnl|WGS_AAJJ|TC013705-RA.p1	XM_018719561.2.p1
OG0006986	gnl|WGS_AAJJ|TC013737-RA.p1	XM_018713760.2.p1
OG0006987	gnl|WGS_AAJJ|TC014160-RA.p1	XM_018714124.1.p1
OG0006988	gnl|WGS_AAJJ|TC001982-RA.p1	XM_018713890.1.p1
OG0006989	gnl|WGS_AAJJ|TC005773-RA.p1	XM_018705670.2.p1
OG0006990	gnl|WGS_AAJJ|TC011606-RA.p1	XM_018722896.1.p1
OG0006991	gnl|WGS_AAJJ|TC014996-RA.p1	XM_018705461.1.p1
OG0006992	gnl|WGS_AAJJ|TC016173-RA.p1	XM_018722606.2.p1
OG0006993	gnl|WGS_AAJJ|TC006991-RA.p1	XM_018711612.2.p1
OG0006994	gnl|WGS_AAJJ|TC007780-RA.p1	XM_018714900.1.p1
OG0006995	gnl|WGS_AAJJ|TC030651-RA.p1	XM_018719056.1.p1
OG0006996	gnl|WGS_AAJJ|TC007968-RA.p1	XM_018724117.1.p1
OG0006998	gnl|WGS_AAJJ|TC006527-RA.p1	XM_018719450.1.p1
OG0006999	gnl|WGS_AAJJ|TC010851-RA.p1	XM_018711037.1.p1
OG0007000	gnl|WGS_AAJJ|TC004132-RA.p1	XM_018715493.1.p1
OG0007001	gnl|WGS_AAJJ|TC007332-RA.p1	XM_018723956.2.p1
OG0007003	gnl|WGS_AAJJ|TC009210-RA.p1	XM_018720579.1.p1
OG0007004	gnl|WGS_AAJJ|TC016213-RA.p1	XM_018720732.2.p1
OG0007007	gnl|WGS_AAJJ|TC015944-RA.p1	XM_018712098.1.p1
OG0007009	gnl|WGS_AAJJ|TC030756-RA.p1	XM_018713098.1.p1
OG0007010	gnl|WGS_AAJJ|TC004653-RA.p1	XM_018714599.1.p1
OG0007011	gnl|WGS_AAJJ|TC004291-RA.p1	XM_018710123.1.p1
OG0007012	gnl|WGS_AAJJ|TC007825-RA.p1	XM_018716136.1.p1
OG0007014	gnl|WGS_AAJJ|TC004833-RA.p1	XM_018714496.1.p1
OG0007015	gnl|WGS_AAJJ|TC033575-RA.p1	XM_018712780.1.p1
OG0007016	gnl|WGS_AAJJ|TC003504-RA.p1	XM_023454869.1.p1
OG0007017	gnl|WGS_AAJJ|TC014372-RA.p1	XM_018718491.1.p1
OG0007018	gnl|WGS_AAJJ|TC004527-RA.p1	XM_018724626.2.p1
OG0007019	gnl|WGS_AAJJ|TC011348-RA.p1	XM_018713877.1.p1
OG0007020	gnl|WGS_AAJJ|TC014768-RA.p1	XM_023455377.1.p1
OG0007021	gnl|WGS_AAJJ|TC034518-RA.p1	XM_018710997.1.p1
OG0007022	gnl|WGS_AAJJ|TC014863-RA.p1	XM_023455497.1.p1
OG0007029	gnl|WGS_AAJJ|TC015656-RA.p1, gnl|WGS_AAJJ|TC015041-RA.p1, gnl|WGS_AAJJ|TC015042-RA.p1, gnl|WGS_AAJJ|TC015043-RA.p1, gnl|WGS_AAJJ|TC030443-RA.p1	XM_018707612.1.p1
OG0007030	gnl|WGS_AAJJ|TC014276-RA.p1	XM_018719627.1.p1
OG0007042	gnl|WGS_AAJJ|TC007613-RA.p1	XM_018723688.1.p1
OG0007045	gnl|WGS_AAJJ|TC001167-RA.p1	XM_018714492.1.p1
OG0007050	gnl|WGS_AAJJ|TC009285-RA.p1	XM_018720263.2.p1
OG0007051	gnl|WGS_AAJJ|TC000832-RA.p1	XM_018709765.1.p1
OG0007052	gnl|WGS_AAJJ|TC002945-RA.p1	XM_018712103.2.p1
OG0007053	gnl|WGS_AAJJ|TC000603-RA.p1	XM_018706185.2.p1
OG0007054	gnl|WGS_AAJJ|TC000773-RA.p1	XM_018708668.2.p1
OG0007056	gnl|WGS_AAJJ|TC013572-RA.p1	XM_018715791.1.p1
OG0007057	gnl|WGS_AAJJ|TC013338-RA.p1	XM_018717583.1.p1
OG0007058	gnl|WGS_AAJJ|TC034406-RA.p1	XM_018707175.1.p1
OG0007059	gnl|WGS_AAJJ|TC005472-RA.p1	XM_018710656.1.p1
OG0007060	gnl|WGS_AAJJ|TC034251-RA.p1	XM_018716236.2.p1
OG0007061	gnl|WGS_AAJJ|TC006277-RA.p1	XM_018706679.1.p1
OG0007062	gnl|WGS_AAJJ|TC004469-RA.p1	XM_018716232.2.p1
OG0007064	gnl|WGS_AAJJ|TC010877-RA.p1	XM_018714172.1.p1
OG0007065	gnl|WGS_AAJJ|TC002138-RA.p1	XM_023456128.1.p1
OG0007066	gnl|WGS_AAJJ|TC000971-RA.p1	XM_018711500.2.p1
OG0007068	gnl|WGS_AAJJ|TC007464-RA.p1	XM_018717488.1.p1
OG0007069	gnl|WGS_AAJJ|TC016297-RA.p1	XM_018708125.1.p1
OG0007070	gnl|WGS_AAJJ|TC031556-RA.p1	XM_023457292.1.p1
OG0007071	gnl|WGS_AAJJ|TC011829-RA.p1	XM_018708140.2.p1
OG0007073	gnl|WGS_AAJJ|TC010872-RA.p1	XM_018708310.1.p1
OG0007074	gnl|WGS_AAJJ|TC016037-RA.p1	XM_018711010.1.p1
OG0007075	gnl|WGS_AAJJ|TC002080-RA.p1	XM_018721194.1.p1
OG0007076	gnl|WGS_AAJJ|TC033762-RA.p1	XM_018723045.1.p1
OG0007078	gnl|WGS_AAJJ|TC003503-RA.p1	XM_018721254.2.p1
OG0007080	gnl|WGS_AAJJ|TC011648-RA.p1	XM_018710845.1.p1
OG0007081	gnl|WGS_AAJJ|TC006160-RA.p1	XM_018709229.1.p1
OG0007082	gnl|WGS_AAJJ|TC013535-RA.p1	XM_018721681.2.p1
OG0007083	gnl|WGS_AAJJ|TC013780-RA.p1	XM_018722910.2.p1
OG0007087	gnl|WGS_AAJJ|TC030021-RA.p1	XM_018724594.1.p1
OG0007088	gnl|WGS_AAJJ|TC011888-RA.p1	XM_018707174.1.p1
OG0007089	gnl|WGS_AAJJ|TC032757-RA.p1	XM_018708325.1.p1
OG0007091	gnl|WGS_AAJJ|TC014731-RA.p1	XM_023455279.1.p1
OG0007092	gnl|WGS_AAJJ|TC008024-RA.p1	XM_018718724.1.p1
OG0007093	gnl|WGS_AAJJ|TC003823-RA.p1	XM_023454958.1.p1
OG0007095	gnl|WGS_AAJJ|TC010410-RA.p1	XM_018705840.2.p1
OG0007096	gnl|WGS_AAJJ|TC000274-RA.p1	XM_018721637.2.p1
OG0007097	gnl|WGS_AAJJ|TC014639-RA.p1	XM_018721901.1.p1
OG0007098	gnl|WGS_AAJJ|TC002828-RA.p1	XM_018713718.1.p1
OG0007099	gnl|WGS_AAJJ|TC006258-RA.p1	XM_018706688.1.p1
OG0007100	gnl|WGS_AAJJ|TC014370-RA.p1	XM_023454602.1.p1
OG0007101	gnl|WGS_AAJJ|TC008444-RA.p1	XM_018713203.1.p1
OG0007101	gnl|WGS_AAJJ|TC007057-RA.p1	XM_018721342.2.p1
OG0007101	gnl|WGS_AAJJ|TC014441-RA.p1	XM_018709157.1.p1
OG0007103	gnl|WGS_AAJJ|TC015760-RA.p1	XM_023454659.1.p1
OG0007106	gnl|WGS_AAJJ|TC007219-RA.p1	XM_018708232.1.p1
OG0007108	gnl|WGS_AAJJ|TC032003-RA.p1	XM_018714884.2.p1
OG0007116	gnl|WGS_AAJJ|TC016310-RA.p1	XM_018721725.1.p1
OG0007118	gnl|WGS_AAJJ|TC000139-RA.p1	XM_018713997.1.p1
OG0007120	gnl|WGS_AAJJ|TC032940-RA.p1	XM_018708330.1.p1
OG0007121	gnl|WGS_AAJJ|TC032132-RA.p1	XM_018718992.1.p1
OG0007123	gnl|WGS_AAJJ|TC003396-RA.p1	XM_018718790.1.p1
OG0007125	gnl|WGS_AAJJ|TC000640-RA.p1	XM_018708694.1.p1
OG0007126	gnl|WGS_AAJJ|TC013607-RA.p1	XM_018723265.2.p1
OG0007127	gnl|WGS_AAJJ|TC006105-RA.p1	XM_018709955.2.p1
OG0007129	gnl|WGS_AAJJ|TC001976-RA.p1	XM_018715130.1.p1
OG0007131	gnl|WGS_AAJJ|TC007725-RA.p1	XM_018709295.1.p1
OG0007132	gnl|WGS_AAJJ|TC031027-RA.p1	XM_023455910.1.p1
OG0007133	gnl|WGS_AAJJ|TC012506-RA.p1	XM_018721467.1.p1
OG0007136	gnl|WGS_AAJJ|TC033553-RA.p1	XM_018710377.1.p1
OG0007137	gnl|WGS_AAJJ|TC009606-RA.p1	XM_018720507.1.p1
OG0007139	gnl|WGS_AAJJ|TC032344-RA.p1	XM_018707438.1.p1
OG0007140	gnl|WGS_AAJJ|TC007806-RA.p1	XM_018709620.1.p1, XM_018709681.1.p1
OG0007142	gnl|WGS_AAJJ|TC011773-RA.p1	XM_018720499.1.p1
OG0007144	gnl|WGS_AAJJ|TC004456-RA.p1	XM_018709432.1.p1
OG0007146	gnl|WGS_AAJJ|TC002140-RA.p1	XM_018713720.1.p1
OG0007147	gnl|WGS_AAJJ|TC012370-RA.p1	XM_018712516.1.p1
OG0007150	gnl|WGS_AAJJ|TC006113-RA.p1	XM_018715701.1.p1
OG0007151	gnl|WGS_AAJJ|TC032848-RA.p1	XM_018705890.2.p1
OG0007153	gnl|WGS_AAJJ|TC011361-RA.p1	XM_018712778.1.p1
OG0007154	gnl|WGS_AAJJ|TC002987-RA.p1	XM_018711000.1.p1
OG0007155	gnl|WGS_AAJJ|TC013563-RA.p1	XM_018716745.1.p1
OG0007161	gnl|WGS_AAJJ|TC015440-RA.p1	XM_018709988.1.p1
OG0007163	gnl|WGS_AAJJ|TC030550-RA.p1	XM_018721066.1.p1
OG0007164	gnl|WGS_AAJJ|TC034012-RA.p1	XM_018715324.2.p1
OG0007165	gnl|WGS_AAJJ|TC011451-RB.p1	XM_018720962.1.p1
OG0007166	gnl|WGS_AAJJ|TC033856-RA.p1	XM_018716571.1.p1
OG0007167	gnl|WGS_AAJJ|TC013567-RB.p1	XM_018723315.2.p1
OG0007168	gnl|WGS_AAJJ|TC031643-RA.p1	XM_018713084.1.p1
OG0007169	gnl|WGS_AAJJ|TC033857-RA.p1	XM_023455509.1.p1
OG0007170	gnl|WGS_AAJJ|TC015109-RA.p1	XM_018713482.2.p1
OG0007172	gnl|WGS_AAJJ|TC010491-RA.p1	XM_018715534.1.p1
OG0007174	gnl|WGS_AAJJ|TC004956-RA.p1	XM_018719464.1.p1
OG0007176	gnl|WGS_AAJJ|TC014187-RC.p1, gnl|WGS_AAJJ|TC014187-RB.p1	XM_018711063.2.p1
OG0007177	gnl|WGS_AAJJ|TC032414-RA.p1	XM_018713499.2.p1
OG0007179	gnl|WGS_AAJJ|TC009079-RB.p1	XM_018718902.2.p1, XM_018718903.2.p1, XM_018718901.1.p1, XM_018718900.2.p1
OG0007180	gnl|WGS_AAJJ|TC007394-RA.p1	XM_023454690.1.p1
OG0007181	gnl|WGS_AAJJ|TC034860-RB.p1, gnl|WGS_AAJJ|TC001668-RA.p1	XM_018705403.2.p1, XM_018705395.2.p1
OG0007182	gnl|WGS_AAJJ|TC009747-RC.p1	XM_018716805.1.p1
OG0007183	gnl|WGS_AAJJ|TC011048-RA.p1	XM_018720281.1.p1
OG0007187	gnl|WGS_AAJJ|TC001276-RB.p1	XM_018712414.1.p1
OG0007201	gnl|WGS_AAJJ|TC013160-RA.p1	XM_018707092.1.p1
OG0007202	gnl|WGS_AAJJ|TC012056-RA.p1	XM_018707173.1.p1
OG0007204	gnl|WGS_AAJJ|TC012548-RA.p1	XM_018707267.1.p1
OG0007205	gnl|WGS_AAJJ|TC009467-RA.p1	XM_023456675.1.p1
OG0007206	gnl|WGS_AAJJ|TC000996-RA.p1	XM_018705274.1.p1
OG0007207	gnl|WGS_AAJJ|TC008971-RA.p1	XM_018715512.1.p1
OG0007208	gnl|WGS_AAJJ|TC009610-RA.p1	XM_018721264.1.p1
OG0007210	gnl|WGS_AAJJ|TC002385-RA.p1	XM_018710404.1.p1
OG0007211	gnl|WGS_AAJJ|TC001084-RA.p1	XM_018724541.2.p1
OG0007213	gnl|WGS_AAJJ|TC005652-RA.p1	XM_018724842.1.p1
OG0007216	gnl|WGS_AAJJ|TC031822-RA.p1	XM_018718200.1.p1
OG0007218	gnl|WGS_AAJJ|TC011452-RA.p1	XM_018720837.2.p1
OG0007221	gnl|WGS_AAJJ|TC008924-RA.p1	XM_018724129.1.p1
OG0007222	gnl|WGS_AAJJ|TC033319-RA.p1	XM_018716865.1.p1
OG0007223	gnl|WGS_AAJJ|TC014556-RA.p2	XM_018707888.1.p1
OG0007225	gnl|WGS_AAJJ|TC002506-RA.p1	XM_018706149.1.p1
OG0007226	gnl|WGS_AAJJ|TC034947-RA.p1	XM_018719377.1.p1
OG0007227	gnl|WGS_AAJJ|TC014861-RA.p1	XM_018721201.1.p1
OG0007228	gnl|WGS_AAJJ|TC008868-RA.p1	XM_018713013.2.p1
OG0007229	gnl|WGS_AAJJ|TC014463-RA.p1	XM_018708810.1.p1
OG0007230	gnl|WGS_AAJJ|TC006608-RA.p1	XM_018705654.2.p1
OG0007231	gnl|WGS_AAJJ|TC014761-RA.p1	XM_018716246.2.p1
OG0007232	gnl|WGS_AAJJ|TC012889-RA.p1	XM_018714786.1.p1
OG0007236	gnl|WGS_AAJJ|TC011950-RA.p1	XM_018713166.2.p1
OG0007237	gnl|WGS_AAJJ|TC032185-RA.p1	XM_018708673.1.p1
OG0007238	gnl|WGS_AAJJ|TC014053-RA.p1	XM_018715619.1.p1
OG0007240	gnl|WGS_AAJJ|TC013013-RA.p1	XM_018720538.1.p1
OG0007241	gnl|WGS_AAJJ|TC005881-RA.p1	XM_018706669.1.p1
OG0007243	gnl|WGS_AAJJ|TC008497-RA.p1	XM_018719560.1.p1
OG0007244	gnl|WGS_AAJJ|TC009114-RA.p1	XM_018707856.2.p1
OG0007245	gnl|WGS_AAJJ|TC005103-RA.p1	XM_018712631.2.p1
OG0007247	gnl|WGS_AAJJ|TC007929-RA.p1	XM_018718215.2.p1
OG0007250	gnl|WGS_AAJJ|TC014376-RA.p1	XM_018718604.2.p1
OG0007251	gnl|WGS_AAJJ|TC007871-RA.p1	XM_018709675.2.p1
OG0007252	gnl|WGS_AAJJ|TC010154-RA.p1	XM_018717531.1.p1
OG0007253	gnl|WGS_AAJJ|TC008657-RA.p1	XM_018719180.1.p1
OG0007254	gnl|WGS_AAJJ|TC013041-RA.p1	XM_018716245.1.p1
OG0007255	gnl|WGS_AAJJ|TC033811-RA.p1	XM_018716473.2.p1
OG0007256	gnl|WGS_AAJJ|TC012212-RA.p1	XM_018715119.1.p1
OG0007257	gnl|WGS_AAJJ|TC032817-RA.p1	XM_018709656.1.p1
OG0007259	gnl|WGS_AAJJ|TC014748-RA.p1	XM_018713043.2.p1
OG0007260	gnl|WGS_AAJJ|TC031000-RA.p1	XM_018710424.1.p1
OG0007262	gnl|WGS_AAJJ|TC010590-RA.p1	XM_018714449.1.p1
OG0007263	gnl|WGS_AAJJ|TC015492-RA.p1	XM_018709880.2.p1
OG0007264	gnl|WGS_AAJJ|TC013708-RA.p1	XM_018713357.1.p1
OG0007266	gnl|WGS_AAJJ|TC015304-RA.p1	XM_018716642.1.p1
OG0007269	gnl|WGS_AAJJ|TC015905-RA.p1	XM_018711403.1.p1
OG0007270	gnl|WGS_AAJJ|TC007207-RA.p1	XM_018720896.1.p1
OG0007271	gnl|WGS_AAJJ|TC011780-RA.p1	XM_018718819.2.p1
OG0007272	gnl|WGS_AAJJ|TC014952-RA.p1	XM_018714469.1.p1
OG0007273	gnl|WGS_AAJJ|TC008198-RB.p1, gnl|WGS_AAJJ|TC008198-RA.p1	XM_018723889.1.p1
OG0007274	gnl|WGS_AAJJ|TC010196-RA.p1	XM_018706522.1.p1
OG0007281	gnl|WGS_AAJJ|TC005212-RA.p1	XM_018719739.1.p1
OG0007283	gnl|WGS_AAJJ|TC034096-RA.p1	XM_018711240.2.p1
OG0007283	gnl|WGS_AAJJ|TC007858-RA.p1, gnl|WGS_AAJJ|TC006464-RA.p1, gnl|WGS_AAJJ|TC033035-RA.p1, gnl|WGS_AAJJ|TC013978-RA.p1, gnl|WGS_AAJJ|TC035049-RA.p1, gnl|WGS_AAJJ|TC034236-RA.p1, gnl|WGS_AAJJ|TC031416-RA.p1	XM_018720053.1.p1, XM_018706949.2.p1, XM_018706946.1.p1, XM_018706945.1.p1, XM_018715211.1.p1, XM_018715210.2.p1, XM_018706948.1.p1, XM_018706926.1.p1
OG0007284	gnl|WGS_AAJJ|TC032782-RA.p1	XM_018708130.1.p1, XM_018708128.1.p1, XM_018708127.1.p1, XM_018708129.1.p1, XM_018708849.2.p1, XM_018708847.1.p1
OG0007295	gnl|WGS_AAJJ|TC015298-RA.p1	XM_018710142.2.p1
OG0007299	gnl|WGS_AAJJ|TC001149-RA.p1	XM_018708677.1.p1
OG0007300	gnl|WGS_AAJJ|TC009674-RA.p1	XM_018720462.2.p1
OG0007301	gnl|WGS_AAJJ|TC015823-RA.p1	XM_018710489.1.p1
OG0007302	gnl|WGS_AAJJ|TC033795-RB.p1, gnl|WGS_AAJJ|TC033795-RA.p1	XM_018706226.2.p1
OG0007305	gnl|WGS_AAJJ|TC004677-RA.p1	XM_018710175.2.p1
OG0007306	gnl|WGS_AAJJ|TC005621-RA.p1	XM_018709367.1.p1
OG0007307	gnl|WGS_AAJJ|TC013935-RA.p1	XM_018713386.1.p1
OG0007309	gnl|WGS_AAJJ|TC006497-RA.p1	XM_018710846.1.p1
OG0007310	gnl|WGS_AAJJ|TC010046-RA.p1	XM_023456553.1.p1
OG0007313	gnl|WGS_AAJJ|TC009184-RB.p1	XM_018715727.1.p1
OG0007314	gnl|WGS_AAJJ|TC032588-RA.p1	XM_018713964.1.p1
OG0007315	gnl|WGS_AAJJ|TC034792-RA.p1	XM_018712320.1.p1
OG0007316	gnl|WGS_AAJJ|TC033802-RA.p1	XM_018717290.2.p1
OG0007317	gnl|WGS_AAJJ|TC011122-RA.p1	XM_018710306.1.p1
OG0007318	gnl|WGS_AAJJ|TC015091-RA.p1	XM_018712384.1.p1
OG0007319	gnl|WGS_AAJJ|TC034381-RA.p1	XM_018721695.1.p1
OG0007320	gnl|WGS_AAJJ|TC000734-RA.p1	XM_023454922.1.p1
OG0007322	gnl|WGS_AAJJ|TC013895-RA.p1	XM_018717652.1.p1
OG0007323	gnl|WGS_AAJJ|TC034597-RA.p1	XM_018720251.1.p1
OG0007325	gnl|WGS_AAJJ|TC007926-RA.p1	XM_018708244.2.p1
OG0007326	gnl|WGS_AAJJ|TC013450-RA.p2	XM_023457463.1.p1
OG0007327	gnl|WGS_AAJJ|TC001712-RA.p1	XM_018722721.1.p1
OG0007328	gnl|WGS_AAJJ|TC007157-RA.p1	XM_023455397.1.p1
OG0007329	gnl|WGS_AAJJ|TC014138-RA.p1	XM_018720985.1.p1
OG0007330	gnl|WGS_AAJJ|TC006023-RA.p1	XM_018715219.1.p1
OG0007331	gnl|WGS_AAJJ|TC010493-RA.p1	XM_018711962.1.p1
OG0007332	gnl|WGS_AAJJ|TC030654-RA.p1	XM_018724443.1.p1
OG0007334	gnl|WGS_AAJJ|TC033547-RA.p1	XM_018711657.2.p1
OG0007337	gnl|WGS_AAJJ|TC003077-RA.p1	XM_018710974.1.p1
OG0007338	gnl|WGS_AAJJ|TC034248-RA.p1	XM_018708885.2.p1
OG0007340	gnl|WGS_AAJJ|TC005181-RA.p1	XM_018714112.1.p1
OG0007341	gnl|WGS_AAJJ|TC031530-RA.p1	XM_018723227.2.p1
OG0007342	gnl|WGS_AAJJ|TC015534-RA.p1	XM_018717322.2.p1
OG0007343	gnl|WGS_AAJJ|TC007131-RA.p1	XM_018713186.1.p1
OG0007344	gnl|WGS_AAJJ|TC007179-RA.p1, gnl|WGS_AAJJ|TC008238-RA.p1	XM_018717489.1.p1
OG0007345	gnl|WGS_AAJJ|TC001009-RA.p1	XM_018717431.1.p1
OG0007346	gnl|WGS_AAJJ|TC006490-RA.p1	XM_018712474.2.p1
OG0007348	gnl|WGS_AAJJ|TC008103-RA.p1	XM_018709659.2.p1
OG0007349	gnl|WGS_AAJJ|TC032758-RA.p1	XM_018708186.1.p1
OG0007361	gnl|WGS_AAJJ|TC015585-RA.p1	XM_018709858.1.p1
OG0007376	gnl|WGS_AAJJ|TC006167-RA.p1	XM_018722930.1.p1
OG0007377	gnl|WGS_AAJJ|TC006496-RA.p1	XM_018719617.1.p1
OG0007378	gnl|WGS_AAJJ|TC002949-RA.p1	XM_018722939.1.p1
OG0007381	gnl|WGS_AAJJ|TC008796-RA.p1	XM_018707532.1.p1
OG0007382	gnl|WGS_AAJJ|TC003213-RA.p1	XM_018707995.2.p1
OG0007385	gnl|WGS_AAJJ|TC009594-RA.p1	XM_018712790.1.p1
OG0007387	gnl|WGS_AAJJ|TC011929-RA.p1	XM_018716284.1.p1
OG0007392	gnl|WGS_AAJJ|TC009964-RA.p1	XM_018715483.2.p1
OG0007393	gnl|WGS_AAJJ|TC033147-RA.p1	XM_018712397.1.p1
OG0007395	gnl|WGS_AAJJ|TC005824-RA.p1	XM_023457059.1.p1, XM_018718133.1.p1
OG0007396	gnl|WGS_AAJJ|TC014292-RA.p1	XM_018724222.1.p1
OG0007397	gnl|WGS_AAJJ|TC009384-RA.p1	XM_018718889.1.p1
OG0007400	gnl|WGS_AAJJ|TC000605-RA.p1	XM_018721017.1.p1
OG0007405	gnl|WGS_AAJJ|TC034784-RA.p1	XM_023457286.1.p1
OG0007406	gnl|WGS_AAJJ|TC012159-RA.p1	XM_018708888.1.p1
OG0007407	gnl|WGS_AAJJ|TC000350-RA.p1	XM_018716542.1.p1
OG0007410	gnl|WGS_AAJJ|TC002812-RA.p1	XM_018710330.2.p1
OG0007413	gnl|WGS_AAJJ|TC013998-RA.p1	XM_018718733.1.p1
OG0007414	gnl|WGS_AAJJ|TC032359-RA.p1	XM_018717407.1.p1
OG0007415	gnl|WGS_AAJJ|TC001557-RA.p1	XM_018714997.1.p1
OG0007417	gnl|WGS_AAJJ|TC013005-RA.p1	XM_018706606.1.p1
OG0007418	gnl|WGS_AAJJ|TC014621-RA.p1	XM_018713355.1.p1
OG0007419	gnl|WGS_AAJJ|TC010920-RA.p1	XM_018719895.2.p1
OG0007422	gnl|WGS_AAJJ|TC009144-RA.p1	XM_018718039.2.p1, XM_018723116.1.p1, XM_018723121.1.p1
OG0007424	gnl|WGS_AAJJ|TC008920-RA.p1	XM_018724130.1.p1
OG0007426	gnl|WGS_AAJJ|TC033652-RA.p1	XM_023455924.1.p1
OG0007427	gnl|WGS_AAJJ|TC010916-RA.p1	XM_018719886.1.p1
OG0007428	gnl|WGS_AAJJ|TC015222-RB.p1	XM_018705605.2.p1
OG0007429	gnl|WGS_AAJJ|TC002690-RA.p1	XM_018714412.1.p1
OG0007430	gnl|WGS_AAJJ|TC003464-RA.p1	XM_018719332.1.p1
OG0007433	gnl|WGS_AAJJ|TC012193-RA.p1	XM_023454135.1.p1, XM_018708114.2.p1, XM_018708142.2.p1, XM_023455986.1.p1
OG0007434	gnl|WGS_AAJJ|TC012178-RA.p1	XM_018713160.1.p1, XM_023456169.1.p1, XM_023456168.1.p1, XM_018713137.1.p1
OG0007434	gnl|WGS_AAJJ|TC012177-RA.p1	XM_018713157.1.p1
OG0007443	gnl|WGS_AAJJ|TC000630-RA.p1	XM_018719375.1.p1
OG0007444	gnl|WGS_AAJJ|TC031791-RA.p1	XM_018722869.2.p1
OG0007447	gnl|WGS_AAJJ|TC001460-RA.p1	XM_018723433.1.p1
