Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Mycosphaerella_fijiensis_rna_prot
OG0005352	XM_001597425.1.p1	XM_007929249.1.p1
OG0005353	XM_001597499.1.p1	XM_007929322.1.p1
OG0005354	XM_001597323.1.p1	XM_007922692.1.p1
OG0005355	XM_001595914.1.p1	XM_007932598.1.p1
OG0005356	XM_001595055.1.p1	XM_007923937.1.p1
OG0005357	XM_001594426.1.p1	XM_007931165.1.p1
OG0005358	XM_001594418.1.p1	XM_007930942.1.p1
OG0005359	XM_001587942.1.p1	XM_007931099.1.p1
OG0005361	XM_001584876.1.p1	XM_007923892.1.p1
OG0005365	XM_001590828.1.p1	XM_007931529.1.p1
OG0005366	XM_001595129.1.p1	XM_007933843.1.p1
OG0005367	XM_001586316.1.p1	XM_007934005.1.p1
OG0005368	XM_001598380.1.p1	XM_007924740.1.p1, XM_007924739.1.p1
OG0005370	XM_001588298.1.p1	XM_007927666.1.p1
OG0005371	XM_001587299.1.p1	XM_007927376.1.p1
OG0005373	XM_001584599.1.p1	XM_007931216.1.p1
OG0005374	XM_001591079.1.p1	XM_007922737.1.p1
OG0005375	XM_001586270.1.p1	XM_007930627.1.p1
OG0005376	XM_001592749.1.p1	XM_007927115.1.p1
OG0005377	XM_001598034.1.p1	XM_007926248.1.p1
OG0005379	XM_001587193.1.p1	XM_007926818.1.p1
OG0005380	XM_001593101.1.p1	XM_007926817.1.p1
OG0005381	XM_001590579.1.p1	XM_007932991.1.p1
OG0005383	XM_001598071.1.p1	XM_007928531.1.p1, XM_007928851.1.p1
OG0005384	XM_001589385.1.p1	XM_007925964.1.p1
OG0005385	XM_001594704.1.p1	XM_007922302.1.p1
OG0005386	XM_001595741.1.p1	XM_007926413.1.p1
OG0005387	XM_001593037.1.p1	XM_007926059.1.p1
OG0005388	XM_001595100.1.p1	XM_007922839.1.p1
OG0005389	XM_001597750.1.p1	XM_007923770.1.p1
OG0005391	XM_001595024.1.p1	XM_007926997.1.p1
OG0005392	XM_001593524.1.p1	XM_007930191.1.p1
OG0005394	XM_001592552.1.p1	XM_007923378.1.p1
OG0005395	XM_001597605.1.p1	XM_007922169.1.p1
OG0005396	XM_001597594.1.p1	XM_007922525.1.p1
OG0005397	XM_001592429.1.p1	XM_007922634.1.p1
OG0005398	XM_001586626.1.p1	XM_007923860.1.p1
OG0005399	XM_001592361.1.p1	XM_007933999.1.p1
OG0005400	XM_001592436.1.p1	XM_007922784.1.p1
OG0005401	XM_001590587.1.p1	XM_007932705.1.p1
OG0005402	XM_001598124.1.p1	XM_007928762.1.p1
OG0005403	XM_001593539.1.p1	XM_007930495.1.p1
OG0005404	XM_001596138.1.p1	XM_007923848.1.p1
OG0005405	XM_001587974.1.p1	XM_007930188.1.p1
OG0005407	XM_001590864.1.p1	XM_007933334.1.p1
OG0005408	XM_001585785.1.p1	XM_007931598.1.p1
OG0005409	XM_001587953.1.p1	XM_007922872.1.p1
OG0005410	XM_001598686.1.p1	XM_007924715.1.p1
OG0005412	XM_001586245.1.p1	XM_007930644.1.p1
OG0005414	XM_001594659.1.p1	XM_007930845.1.p1
OG0005415	XM_001596763.1.p1	XM_007928111.1.p1
OG0005416	XM_001586486.1.p1	XM_007924939.1.p1
OG0005419	XM_001597734.1.p1	XM_007925646.1.p1
OG0005420	XM_001598932.1.p1	XM_007925860.1.p1
OG0005422	XM_001594285.1.p1	XM_007931826.1.p1
OG0005423	XM_001586987.1.p1, XM_001590026.1.p1, XM_001589169.1.p1	XM_007932008.1.p1
OG0005432	XM_001585016.1.p1	XM_007923046.1.p1
OG0005434	XM_001593413.1.p1	XM_007926717.1.p1
OG0005437	XM_001587277.1.p1	XM_007930674.1.p1
OG0005446	XM_001595777.1.p1, XM_001594259.1.p1	XM_007922902.1.p1
OG0005447	XM_001592137.1.p1	XM_007921595.1.p1
OG0005481	XM_001597823.1.p1	XM_007924966.1.p1
OG0005484	XM_001594711.1.p1	XM_007922729.1.p1
OG0005486	XM_001586930.1.p1	XM_007933681.1.p1
OG0005487	XM_001594294.1.p1	XM_007934376.1.p1
OG0005492	XM_001593470.1.p1	XM_007928241.1.p1
OG0005493	XM_001596933.1.p1	XM_007922803.1.p1
OG0005495	XM_001586133.1.p1	XM_007931328.1.p1
OG0005497	XM_001593059.1.p1	XM_007927626.1.p1
OG0005501	XM_001594698.1.p1	XM_007923563.1.p1
OG0005505	XM_001591695.1.p1	XM_007925566.1.p1, XM_007927158.1.p1
OG0005507	XM_001592909.1.p1	XM_007928464.1.p1
OG0005511	XM_001593714.1.p1, XM_001592362.1.p1, XM_001592363.1.p1	XM_007933993.1.p1
OG0005514	XM_001597966.1.p1	XM_007923316.1.p1
OG0005515	XM_001593712.1.p1	XM_007933404.1.p1
OG0005516	XM_001594293.1.p1	XM_007923449.1.p1
OG0005517	XM_001597968.1.p1, XM_001588679.1.p1	XM_007922703.1.p1
OG0005518	XM_001593358.1.p1	XM_007928538.1.p1
OG0005519	XM_001591025.1.p1	XM_007929011.1.p1
OG0005520	XM_001592389.1.p1	XM_007923712.1.p1
OG0005521	XM_001590317.1.p1	XM_007923747.1.p1
OG0005524	XM_001589338.1.p1	XM_007931788.1.p1
OG0005525	XM_001593208.1.p1	XM_007931538.1.p1
OG0005526	XM_001590709.1.p1	XM_007921874.1.p1
OG0005529	XM_001597666.1.p1	XM_007925304.1.p1
OG0005530	XM_001598204.1.p1	XM_007926852.1.p1
OG0005532	XM_001592054.1.p1	XM_007926902.1.p1
OG0005532	XM_001594770.1.p1	XM_007925399.1.p1
OG0005534	XM_001596540.1.p1	XM_007922942.1.p1
OG0005535	XM_001591174.1.p1	XM_007924719.1.p1
OG0005538	XM_001594888.1.p1	XM_007933939.1.p1
OG0005540	XM_001597460.1.p1	XM_007922313.1.p1
OG0005541	XM_001588632.1.p1	XM_007927907.1.p1
OG0005542	XM_001598001.1.p1	XM_007927364.1.p1, XM_007927365.1.p1
OG0005543	XM_001584694.1.p1	XM_007921919.1.p1
OG0005545	XM_001596734.1.p1	XM_007928945.1.p1
OG0005546	XM_001591216.1.p1	XM_007922153.1.p1
OG0005547	XM_001587229.1.p1	XM_007927529.1.p1
OG0005549	XM_001588552.1.p1	XM_007926447.1.p1
OG0005550	XM_001592986.1.p1	XM_007927558.1.p1
OG0005552	XM_001596264.1.p1	XM_007923668.1.p1
OG0005553	XM_001592496.1.p1	XM_007923190.1.p1
OG0005555	XM_001596108.1.p1	XM_007932577.1.p1
OG0005557	XM_001585008.1.p1, XM_001595207.1.p1, XM_001597920.1.p1, XM_001590412.1.p1, XM_001592007.1.p1	XM_007933027.1.p1
OG0005558	XM_001587144.1.p1	XM_007929940.1.p1
OG0005559	XM_001594813.1.p1	XM_007926050.1.p1
OG0005563	XM_001593911.1.p1	XM_007923075.1.p1, XM_007927824.1.p1
OG0005568	XM_001595835.1.p1	XM_007924395.1.p1
OG0005569	XM_001591412.1.p1	XM_007923801.1.p1
OG0005570	XM_001592992.1.p1	XM_007922516.1.p1
OG0005573	XM_001589608.1.p1	XM_007926898.1.p1
OG0005574	XM_001591670.1.p1	XM_007922429.1.p1
OG0005575	XM_001597247.1.p1	XM_007930316.1.p1
OG0005576	XM_001597373.1.p1	XM_007929319.1.p1
OG0005577	XM_001586275.1.p1	XM_007930796.1.p1
OG0005579	XM_001585525.1.p1	XM_007930493.1.p1
OG0005581	XM_001587284.1.p1	XM_007923498.1.p1
OG0005583	XM_001589679.1.p1	XM_007924172.1.p1
OG0005584	XM_001594230.1.p1	XM_007929745.1.p1
OG0005585	XM_001586522.1.p1	XM_007925342.1.p1
OG0005587	XM_001592529.1.p1	XM_007922164.1.p1
OG0005590	XM_001596265.1.p1	XM_007923637.1.p1
OG0005591	XM_001593510.1.p1	XM_007928455.1.p1
OG0005592	XM_001591459.1.p1	XM_007923635.1.p1
OG0005593	XM_001595424.1.p1	XM_007924269.1.p1
OG0005594	XM_001594874.1.p1	XM_007922779.1.p1
OG0005597	XM_001593464.1.p1	XM_007927929.1.p1
OG0005598	XM_001593475.1.p1	XM_007927775.1.p1
OG0005603	XM_001595239.1.p1	XM_007926222.1.p1
OG0005606	XM_001595470.1.p1	XM_007923238.1.p1
OG0005608	XM_001596266.1.p1	XM_007923115.1.p1
OG0005609	XM_001586399.1.p1	XM_007923250.1.p1
OG0005611	XM_001595461.1.p1	XM_007924464.1.p1
OG0005615	XM_001598217.1.p1	XM_007922460.1.p1
OG0005620	XM_001597631.1.p1	XM_007925488.1.p1
OG0005624	XM_001593448.1.p1	XM_007927861.1.p1
OG0005626	XM_001588489.1.p1	XM_007925034.1.p1
OG0005627	XM_001585576.1.p1	XM_007923050.1.p1
OG0005628	XM_001588336.1.p1	XM_007926944.1.p1
OG0005630	XM_001595840.1.p1	XM_007927310.1.p1
OG0005631	XM_001595724.1.p1	XM_007926746.1.p1
OG0005633	XM_001596604.1.p1	XM_007922929.1.p1
OG0005634	XM_001590952.1.p1	XM_007925156.1.p1
OG0005635	XM_001590214.1.p1	XM_007924758.1.p1
OG0005636	XM_001587439.1.p1	XM_007925152.1.p1
OG0005637	XM_001593907.1.p1	XM_007924234.1.p1
OG0005643	XM_001594110.1.p1	XM_007922379.1.p1
OG0005646	XM_001596383.1.p1	XM_007922819.1.p1
OG0005647	XM_001587514.1.p1	XM_007934381.1.p1
OG0005650	XM_001591105.1.p1	XM_007923590.1.p1
OG0005652	XM_001588720.1.p1	XM_007927770.1.p1
OG0005653	XM_001598648.1.p1	XM_007921454.2.p1
OG0005654	XM_001596819.1.p1	XM_007922812.1.p1
OG0005655	XM_001586878.1.p1	XM_007930058.1.p1
OG0005657	XM_001584545.1.p1	XM_007932346.1.p1, XM_007922447.1.p1
OG0005659	XM_001586456.1.p1	XM_007933287.1.p1
OG0005660	XM_001586841.1.p1	XM_007933318.1.p1
OG0005661	XM_001587991.1.p1	XM_007933531.1.p1
OG0005662	XM_001596193.1.p1	XM_007927590.1.p1
OG0005664	XM_001597939.1.p1	XM_007924751.1.p1
OG0005666	XM_001586146.1.p1	XM_007931233.1.p1
OG0005667	XM_001589553.1.p1	XM_007924342.1.p1
OG0005669	XM_001592946.1.p1	XM_007923323.1.p1
OG0005671	XM_001589066.1.p1	XM_007931456.1.p1
OG0005672	XM_001593289.1.p1	XM_007933473.1.p1
OG0005674	XM_001597109.1.p1	XM_007932047.1.p1
OG0005676	XM_001592735.1.p1	XM_007930049.1.p1
OG0005678	XM_001596112.1.p1	XM_007932388.1.p1
OG0005679	XM_001592989.1.p1	XM_007926175.1.p1
OG0005680	XM_001587242.1.p1	XM_007928444.1.p1
OG0005682	XM_001598580.1.p1	XM_007928821.1.p1
OG0005683	XM_001584574.1.p1	XM_007930805.1.p1
OG0005684	XM_001593501.1.p1	XM_007927573.1.p1
OG0005685	XM_001589678.1.p1	XM_007925636.1.p1
OG0005690	XM_001588657.1.p1	XM_007932339.1.p1
OG0005693	XM_001594737.1.p1	XM_007932179.1.p1
OG0005695	XM_001592488.1.p1	XM_007922680.1.p1
OG0005698	XM_001592680.1.p1	XM_007931971.1.p1
OG0005699	XM_001586195.1.p1	XM_007930988.1.p1
OG0005701	XM_001585648.1.p1	XM_007928973.1.p1
OG0005705	XM_001593716.1.p1	XM_007921548.1.p1
OG0005706	XM_001597456.1.p1	XM_007922510.1.p1
OG0005708	XM_001594365.1.p1	XM_007927153.1.p1
OG0005711	XM_001597706.1.p1	XM_007927736.1.p1
OG0005714	XM_001584680.1.p1	XM_007923580.1.p1
OG0005715	XM_001586303.1.p1	XM_007923362.1.p1
OG0005717	XM_001585610.1.p1	XM_007927575.1.p1
OG0005718	XM_001597405.1.p1	XM_007925649.1.p1
OG0005720	XM_001585717.1.p1	XM_007929722.1.p1
OG0005722	XM_001588167.1.p1	XM_007921968.1.p1
OG0005725	XM_001587178.1.p1	XM_007931631.1.p1
OG0005729	XM_001596603.1.p1	XM_007922218.1.p1
OG0005733	XM_001590238.1.p1	XM_007923151.1.p1
OG0005736	XM_001594786.1.p1	XM_007923145.1.p1
OG0005741	XM_001586143.1.p1	XM_007930995.1.p1
OG0005742	XM_001587545.1.p1, XM_001587643.1.p1, XM_001587644.1.p1, XM_001587547.1.p1, XM_001595694.1.p1	XM_007924574.1.p1, XM_007930734.1.p1
OG0005746	XM_001588283.1.p1	XM_007928482.1.p1
OG0005748	XM_001595765.1.p1	XM_007931070.1.p1
OG0005750	XM_001593904.1.p1	XM_007929907.1.p1
OG0005751	XM_001598399.1.p1	XM_007923557.1.p1
OG0005757	XM_001594545.1.p1	XM_007930809.1.p1
OG0005758	XM_001598719.1.p1	XM_007930667.1.p1
OG0005762	XM_001592936.1.p1	XM_007928161.1.p1
OG0005765	XM_001594229.1.p1	XM_007928617.1.p1
OG0005770	XM_001595150.1.p1	XM_007927251.1.p1
OG0005782	XM_001595955.1.p1	XM_007922766.1.p1, XM_007922975.1.p1, XM_007923989.1.p1, XM_007922978.1.p1, XM_007922974.1.p1
OG0005824	XM_001594165.1.p1	XM_007930953.1.p1
OG0005826	XM_001587147.1.p1	XM_007928032.1.p1
OG0005828	XM_001597569.1.p1	XM_007922613.1.p1
OG0005830	XM_001592562.1.p1	XM_007922248.1.p1
OG0005836	XM_001590991.1.p1	XM_007926810.1.p1
OG0005839	XM_001590095.1.p1	XM_007926564.1.p1
OG0005842	XM_001593514.1.p1	XM_007927695.1.p1
OG0005843	XM_001593656.1.p1	XM_007921979.1.p1
OG0005851	XM_001593300.1.p1	XM_007930691.1.p1
OG0005853	XM_001595215.1.p1	XM_007924968.1.p1
OG0005857	XM_001592884.1.p1	XM_007927662.1.p1
OG0005858	XM_001591399.1.p1	XM_007922044.1.p1
OG0005860	XM_001598018.1.p1	XM_007926191.1.p1
OG0005861	XM_001593752.1.p1	XM_007927725.1.p1
OG0005862	XM_001596898.1.p1	XM_007922806.1.p1
OG0005864	XM_001589290.1.p1	XM_007925822.1.p1
OG0005866	XM_001593372.1.p1	XM_007926642.1.p1
OG0005871	XM_001584838.1.p1	XM_007922214.1.p1
OG0005878	XM_001591852.1.p1	XM_007921618.1.p1
OG0005882	XM_001596287.1.p1	XM_007924713.1.p1
OG0005886	XM_001597577.1.p1	XM_007923600.1.p1
OG0005887	XM_001586895.1.p1	XM_007923777.1.p1
OG0005889	XM_001588575.1.p1	XM_007924207.1.p1
OG0005890	XM_001592119.1.p1	XM_007926824.1.p1
OG0005893	XM_001591290.1.p1	XM_007924577.1.p1
OG0005897	XM_001588593.1.p1	XM_007927352.1.p1
OG0005900	XM_001593030.1.p1	XM_007931792.1.p1
OG0005902	XM_001595674.1.p1	XM_007927355.1.p1
OG0005907	XM_001590126.1.p1	XM_007931952.1.p1
OG0005912	XM_001592315.1.p1	XM_007922785.1.p1
OG0005914	XM_001590079.1.p1	XM_007934294.1.p1
OG0005916	XM_001586999.1.p1	XM_007928627.1.p1
OG0005919	XM_001592002.1.p1	XM_007923653.1.p1
OG0005921	XM_001584511.1.p1	XM_007932086.1.p1
OG0005922	XM_001584510.1.p1	XM_007931850.1.p1
OG0005925	XM_001590932.1.p1	XM_007925650.1.p1
OG0005929	XM_001598160.1.p1	XM_007925047.1.p1
OG0005930	XM_001590233.1.p1	XM_007924285.1.p1
OG0005932	XM_001596601.1.p1	XM_007921623.1.p1
OG0005933	XM_001598166.1.p1	XM_007929417.1.p1
OG0005936	XM_001591576.1.p1	XM_007925779.1.p1
OG0005939	XM_001598334.1.p1	XM_007926122.1.p1
OG0005940	XM_001589118.1.p1	XM_007924544.1.p1
OG0005943	XM_001593198.1.p1	XM_007928007.1.p1
OG0005944	XM_001588774.1.p1	XM_007922261.1.p1
OG0005945	XM_001594092.1.p1	XM_007922081.1.p1
OG0005946	XM_001593749.1.p1	XM_007928454.1.p1
OG0005948	XM_001597140.1.p1	XM_007922578.1.p1
OG0005950	XM_001592180.1.p1	XM_007933937.1.p1
OG0005951	XM_001593844.1.p1	XM_007923159.1.p1
OG0005955	XM_001591241.1.p1	XM_007933400.1.p1
OG0005959	XM_001594147.1.p1	XM_007929504.1.p1, XM_007924196.1.p1, XM_007932503.1.p1
OG0005961	XM_001587219.1.p1	XM_007932185.1.p1, XM_007928489.1.p1
OG0005962	XM_001585136.1.p1	XM_007931553.1.p1
OG0005963	XM_001585738.1.p1	XM_007931644.1.p2
OG0005965	XM_001584609.1.p1	XM_007934340.1.p1
OG0005966	XM_001586206.1.p1	XM_007933816.1.p1
OG0005968	XM_001597314.1.p1	XM_007923685.1.p1
OG0005971	XM_001597486.1.p1	XM_007928908.1.p1
OG0005974	XM_001592570.1.p1	XM_007932337.1.p1
OG0005980	XM_001587692.1.p1	XM_007933057.1.p1
OG0005981	XM_001585071.1.p1	XM_007931465.1.p1
OG0005982	XM_001596940.1.p1	XM_007934298.1.p1
OG0005983	XM_001594985.1.p1	XM_007924539.1.p1
OG0005985	XM_001597378.1.p1	XM_007929550.1.p1
OG0005986	XM_001593085.1.p1	XM_007931169.1.p1
OG0005990	XM_001589153.1.p1	XM_007925823.1.p1
OG0005991	XM_001598343.1.p1	XM_007926553.1.p1
OG0005994	XM_001588651.1.p1	XM_007923213.1.p1
OG0005995	XM_001586949.1.p1	XM_007929709.1.p1
OG0005996	XM_001590738.1.p1	XM_007923954.1.p1
OG0005997	XM_001592179.1.p1	XM_007923419.1.p1
OG0005999	XM_001585451.1.p1	XM_007929951.1.p1
OG0006001	XM_001596590.1.p1	XM_007925631.1.p1
OG0006003	XM_001594696.1.p1	XM_007923176.1.p1
OG0006009	XM_001598053.1.p1	XM_007929001.1.p1
OG0006010	XM_001598664.1.p1	XM_007925188.1.p1
OG0006011	XM_001588617.1.p1	XM_007926802.1.p1
OG0006013	XM_001587401.1.p1	XM_007925043.1.p1
OG0006020	XM_001586932.1.p1	XM_007933682.1.p1
OG0006021	XM_001592533.1.p1	XM_007922647.1.p1
OG0006023	XM_001586163.1.p1	XM_007931017.1.p1
OG0006024	XM_001591170.1.p1	XM_007930425.1.p1
OG0006037	XM_001589767.1.p1	XM_007922890.1.p1
OG0006038	XM_001595316.1.p1	XM_007926906.1.p1
OG0006044	XM_001585802.1.p1	XM_007930386.1.p2
OG0006046	XM_001586273.1.p1	XM_007930593.1.p1
OG0006048	XM_001597445.1.p1	XM_007922329.1.p1
OG0006053	XM_001598770.1.p1	XM_007934136.1.p1, XM_007934213.1.p1, XM_007928379.1.p1
OG0006059	XM_001595285.1.p1	XM_007931593.1.p1
OG0006062	XM_001588503.1.p1	XM_007924820.1.p1
OG0006063	XM_001586614.1.p1	XM_007921990.1.p1
OG0006064	XM_001593068.1.p1	XM_007924712.1.p1
OG0006071	XM_001588013.1.p1	XM_007933292.1.p1
OG0006079	XM_001595390.1.p1	XM_007927408.1.p1
OG0006081	XM_001585898.1.p1	XM_007923296.1.p1
OG0006159	XM_001594050.1.p1	XM_007927334.1.p1
OG0006162	XM_001586571.1.p1	XM_007925021.1.p1
OG0006164	XM_001585671.1.p1	XM_007927478.1.p1
OG0006164	XM_001595495.1.p1	XM_007927063.1.p1, XM_007926179.1.p1, XM_007925674.1.p1, XM_007925506.1.p1
OG0006165	XM_001586960.1.p1	XM_007930999.1.p1
OG0006167	XM_001594486.1.p1	XM_007928960.1.p1
OG0006172	XM_001590290.1.p1	XM_007932587.1.p1
OG0006175	XM_001587135.1.p1	XM_007927899.1.p1
OG0006179	XM_001590103.1.p1	XM_007931493.1.p1
OG0006181	XM_001585234.1.p1	XM_007927779.1.p1
OG0006187	XM_001596611.1.p1	XM_007931743.1.p1
OG0006197	XM_001591470.1.p1	XM_007925195.1.p1
OG0006200	XM_001589967.1.p1	XM_007924566.1.p1
OG0006204	XM_001585423.1.p1	XM_007927269.1.p1
OG0006205	XM_001586235.1.p1	XM_007930506.1.p1
OG0006206	XM_001590384.1.p1	XM_007926598.1.p1
OG0006207	XM_001587066.1.p1	XM_007931480.1.p1, XM_007929240.1.p1
OG0006214	XM_001594484.1.p1	XM_007924490.1.p1
OG0006218	XM_001591475.1.p1	XM_007924296.1.p1
OG0006219	XM_001586392.1.p1	XM_007928742.1.p1
OG0006227	XM_001596621.1.p1	XM_007933827.1.p1
OG0006230	XM_001585381.1.p1	XM_007925524.1.p1
OG0006234	XM_001595388.1.p1	XM_007927148.1.p1
OG0006235	XM_001593252.1.p1	XM_007923674.1.p1
OG0006241	XM_001591578.1.p1	XM_007924688.1.p1
OG0006242	XM_001588457.1.p1	XM_007924484.1.p1
OG0006246	XM_001594164.1.p1	XM_007923162.1.p1
OG0006248	XM_001594998.1.p1	XM_007922849.1.p1, XM_007924250.1.p1
OG0006249	XM_001596968.1.p1	XM_007923039.1.p1
OG0006250	XM_001591516.1.p1	XM_007924904.1.p1
OG0006253	XM_001596256.1.p1, XM_001598509.1.p1	XM_007931416.1.p1
OG0006255	XM_001587280.1.p1	XM_007927459.1.p1
OG0006257	XM_001586504.1.p1	XM_007924684.1.p1
OG0006259	XM_001587308.1.p1	XM_007924650.1.p1
OG0006260	XM_001591589.1.p1	XM_007924763.1.p1
OG0006267	XM_001598829.1.p1	XM_007928364.1.p1
OG0006272	XM_001594525.1.p1, XM_001591336.1.p1	XM_007923584.1.p1
OG0006275	XM_001587522.1.p1	XM_007933341.1.p1
OG0006276	XM_001596605.1.p1	XM_007925266.1.p1
OG0006278	XM_001596837.1.p1	XM_007921912.1.p1
OG0006281	XM_001594942.1.p1	XM_007931208.1.p1
OG0006283	XM_001596636.1.p1	XM_007930997.1.p1
OG0006287	XM_001598461.1.p1	XM_007924425.1.p1
OG0006288	XM_001595053.1.p1	XM_007924325.1.p1
OG0006290	XM_001588441.1.p1	XM_007927357.1.p1
OG0006293	XM_001592692.1.p1	XM_007923202.1.p1
OG0006295	XM_001584531.1.p1	XM_007926167.1.p1
OG0006296	XM_001588794.1.p1	XM_007922968.1.p1
OG0006297	XM_001586586.1.p1	XM_007928073.1.p1
OG0006308	XM_001597828.1.p1	XM_007925443.1.p1
OG0006309	XM_001593586.1.p1	XM_007930508.1.p1
OG0006315	XM_001587570.1.p1	XM_007925791.1.p1
OG0006330	XM_001585272.1.p1	XM_007926712.1.p1
OG0006335	XM_001594300.1.p1	XM_007933949.1.p1
OG0006340	XM_001586978.1.p1	XM_007924204.1.p1
OG0006347	XM_001594498.1.p1	XM_007922488.1.p1
OG0006357	XM_001587813.1.p1	XM_007933520.1.p1
OG0006363	XM_001592532.1.p1	XM_007922645.1.p1, XM_007922646.1.p1
OG0006370	XM_001585228.1.p1	XM_007928826.1.p1
OG0006374	XM_001590597.1.p1	XM_007931499.1.p1
OG0006374	XM_001589156.1.p1	XM_007922962.1.p1
OG0006375	XM_001597628.1.p1	XM_007924523.1.p1
OG0006389	XM_001586185.1.p1	XM_007930583.1.p1
OG0006411	XM_001596137.1.p1	XM_007930223.1.p1
OG0006442	XM_001590969.1.p1	XM_007922933.1.p1
OG0006444	XM_001587154.1.p1	XM_007928238.1.p1
OG0006452	XM_001588895.1.p1	XM_007923933.1.p1
OG0006453	XM_001589599.1.p1	XM_007922372.1.p1
OG0006454	XM_001585795.1.p1	XM_007921711.1.p1
OG0006456	XM_001596464.1.p1	XM_007921507.1.p1
OG0006457	XM_001598419.1.p1	XM_007921527.1.p1
OG0006458	XM_001585074.1.p1	XM_007925394.1.p1
OG0006469	XM_001593589.1.p1	XM_007933314.1.p1
OG0006471	XM_001586547.1.p1	XM_007923251.1.p1
OG0006472	XM_001595396.1.p1	XM_007931055.1.p1, XM_007931054.1.p1
OG0006476	XM_001597339.1.p1	XM_007927414.1.p1
OG0006481	XM_001597360.1.p1	XM_007924978.1.p1
OG0006488	XM_001590127.1.p1	XM_007932153.1.p1, XM_007924404.1.p1
OG0006491	XM_001584594.1.p1	XM_007922757.1.p1
OG0006494	XM_001598909.1.p1	XM_007922916.1.p1
OG0006521	XM_001595876.1.p1	XM_007932076.1.p1
OG0006527	XM_001591613.1.p1	XM_007922060.1.p1
OG0006532	XM_001595228.1.p1	XM_007924654.1.p1
OG0006534	XM_001595260.1.p1	XM_007922577.1.p1
OG0006535	XM_001588884.1.p1	XM_007926919.1.p1
OG0006537	XM_001598418.1.p1	XM_007921973.1.p1
OG0006539	XM_001593891.1.p1	XM_007923018.1.p1
OG0006543	XM_001594247.1.p1	XM_007921779.1.p1
OG0006545	XM_001590215.1.p1	XM_007924315.1.p1
OG0006548	XM_001592344.1.p1	XM_007933884.1.p1
OG0006555	XM_001598666.1.p1	XM_007931842.1.p1
OG0006557	XM_001587856.1.p1	XM_007930302.1.p1
OG0006560	XM_001590546.1.p1	XM_007933064.1.p1
OG0006561	XM_001593939.1.p1	XM_007921857.1.p1
OG0006563	XM_001587370.1.p1	XM_007934302.1.p1
OG0006569	XM_001586066.1.p1	XM_007933578.2.p1
OG0006571	XM_001588087.1.p1	XM_007930361.1.p1
OG0006572	XM_001584765.1.p1	XM_007927909.1.p1
OG0006581	XM_001594483.1.p1	XM_007924140.1.p1
OG0006592	XM_001593990.1.p1	XM_007930473.1.p1
OG0006610	XM_001589631.1.p1	XM_007921942.1.p1
OG0006624	XM_001597840.1.p1	XM_007929625.1.p1
OG0006630	XM_001590710.1.p1	XM_007932900.1.p1
OG0006631	XM_001595560.1.p1	XM_007926456.1.p1
OG0006644	XM_001587128.1.p1, XM_001595253.1.p1	XM_007921732.1.p1
OG0006690	XM_001591097.1.p1, XM_001590646.1.p1, XM_001596997.1.p1, XM_001594279.1.p1, XM_001596531.1.p1, XM_001589386.1.p1, XM_001596983.1.p1, XM_001588991.1.p1	XM_007932703.1.p1
OG0006737	XM_001591495.1.p1	XM_007923036.1.p1
OG0006738	XM_001596741.1.p1	XM_007927895.1.p1
OG0006742	XM_001598416.1.p1	XM_007933968.1.p1
OG0006743	XM_001585916.1.p1	XM_007923426.1.p1
OG0006744	XM_001584582.1.p1	XM_007933597.1.p1
OG0006745	XM_001598162.1.p1	XM_007924630.1.p1
OG0006750	XM_001589510.1.p1	XM_007928620.1.p1, XM_007928644.1.p1, XM_007928631.1.p1, XM_007928626.1.p1
OG0006755	XM_001595494.1.p1	XM_007924391.1.p1
OG0006758	XM_001586468.1.p1	XM_007924593.1.p1
OG0006763	XM_001587400.1.p1	XM_007924640.1.p1
OG0006770	XM_001591722.1.p1	XM_007922316.1.p1
OG0006773	XM_001588691.1.p1	XM_007923208.1.p1
OG0006786	XM_001591294.1.p1	XM_007930377.1.p1
OG0006788	XM_001590971.1.p1	XM_007929230.1.p1
OG0006798	XM_001591030.1.p1	XM_007930836.1.p1
OG0006806	XM_001597086.1.p1	XM_007925280.1.p1
OG0006808	XM_001591125.1.p1	XM_007929198.1.p1
OG0006825	XM_001598886.1.p1	XM_007929238.1.p1
OG0006834	XM_001592028.1.p1	XM_007932942.1.p1
OG0006838	XM_001586578.1.p1	XM_007925022.1.p1
OG0006839	XM_001594495.1.p1	XM_007933234.1.p1
OG0006840	XM_001587819.1.p1	XM_007930499.1.p1
OG0006844	XM_001594485.1.p1	XM_007925878.1.p1
OG0006849	XM_001588225.1.p1	XM_007926202.1.p1
OG0006850	XM_001588662.1.p1	XM_007927944.1.p1
OG0006861	XM_001596892.1.p1	XM_007931605.1.p1
OG0006867	XM_001591198.1.p1	XM_007931214.1.p1
OG0006881	XM_001590235.1.p1	XM_007928903.1.p1
OG0006882	XM_001590453.1.p1	XM_007932468.1.p1
OG0006913	XM_001596204.1.p1	XM_007925862.1.p1
OG0006918	XM_001587106.1.p1	XM_007930596.1.p1
OG0006921	XM_001588954.1.p1	XM_007928402.1.p1, XM_007930298.1.p1
OG0006922	XM_001591422.1.p1	XM_007923137.1.p1
OG0006924	XM_001593140.1.p1	XM_007931231.1.p1, XM_007930762.1.p1
OG0006937	XM_001589727.1.p1	XM_007932224.1.p1
