Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Phanerochaete_chrysosporium_rna_prot
OG0003965	XM_001588811.1.p1	XM_007396884.1.p1
OG0003967	XM_001595227.1.p1	XM_007393746.1.p1
OG0003968	XM_001588126.1.p1	XM_007390417.1.p1
OG0003969	XM_001591853.1.p1	XM_007397927.1.p1, XM_007397926.1.p2
OG0003970	XM_001597503.1.p1	XM_007399716.1.p1
OG0003971	XM_001585341.1.p1	XM_007391899.1.p1
OG0003973	XM_001587068.1.p1	XM_007399190.1.p1
OG0003975	XM_001594830.1.p1	XM_007396353.1.p1
OG0003976	XM_001596815.1.p1	XM_007401096.1.p1
OG0003977	XM_001586216.1.p1	XM_007400575.1.p1
OG0003978	XM_001586027.1.p1	XM_007393034.1.p1
OG0003981	XM_001593865.1.p1	XM_007393319.1.p1
OG0003982	XM_001584701.1.p1	XM_007399780.1.p1
OG0003984	XM_001587871.1.p1	XM_007400922.1.p1
OG0003985	XM_001587696.1.p1	XM_007392665.1.p1
OG0003986	XM_001587351.1.p1	XM_007398007.1.p1
OG0003988	XM_001592372.1.p1	XM_007391578.1.p1
OG0003989	XM_001592825.1.p1	XM_007396313.1.p1
OG0003994	XM_001588301.1.p1	XM_007390608.1.p1
OG0003995	XM_001593909.1.p1	XM_007393278.1.p1
OG0003996	XM_001595805.1.p1	XM_007396834.1.p1
OG0003998	XM_001590230.1.p1	XM_007392150.1.p1
OG0003999	XM_001595526.1.p1	XM_007396682.1.p1
OG0004000	XM_001586718.1.p1	XM_007394979.1.p1, XM_007394946.1.p1
OG0004001	XM_001586798.1.p1	XM_007400212.1.p1
OG0004003	XM_001594889.1.p1	XM_007395668.1.p1
OG0004004	XM_001596706.1.p1	XM_007399048.1.p1
OG0004006	XM_001595927.1.p1	XM_007393498.1.p1, XM_007393497.1.p1
OG0004007	XM_001593023.1.p1, XM_001593022.1.p1	XM_007400095.1.p1
OG0004008	XM_001593563.1.p1	XM_007396927.1.p1
OG0004011	XM_001591404.1.p1	XM_007391755.1.p1
OG0004012	XM_001590132.1.p1	XM_007400324.1.p1
OG0004013	XM_001598933.1.p1	XM_007398337.1.p1
OG0004016	XM_001593033.1.p1	XM_007390045.1.p1
OG0004017	XM_001585386.1.p1	XM_007401109.1.p1
OG0004018	XM_001594861.1.p1	XM_007393382.1.p1
OG0004019	XM_001584639.1.p1	XM_007389769.1.p1
OG0004020	XM_001593819.1.p1	XM_007390966.1.p1
OG0004023	XM_001586619.1.p1	XM_007393729.1.p1
OG0004024	XM_001590975.1.p1	XM_007399397.1.p1
OG0004025	XM_001592046.1.p1	XM_007400721.1.p1
OG0004026	XM_001590208.1.p1	XM_007392347.1.p1, XM_007392348.1.p1
OG0004026	XM_001592019.1.p1	XM_007393777.1.p1
OG0004027	XM_001591038.1.p1	XM_007400291.1.p1
OG0004029	XM_001596201.1.p1	XM_007401635.1.p1
OG0004030	XM_001586409.1.p1	XM_007398002.1.p1
OG0004031	XM_001587191.1.p1	XM_007395010.1.p1
OG0004032	XM_001590717.1.p1	XM_007392383.1.p1
OG0004033	XM_001598303.1.p1	XM_007401536.1.p1
OG0004034	XM_001585771.1.p1	XM_007397741.1.p1
OG0004036	XM_001591394.1.p1	XM_007395396.1.p1
OG0004037	XM_001586772.1.p1	XM_007390829.1.p1
OG0004038	XM_001592686.1.p1	XM_007393313.1.p1
OG0004039	XM_001595990.1.p1	XM_007397925.1.p1
OG0004041	XM_001591825.1.p1	XM_007392021.1.p1
OG0004044	XM_001594845.1.p1	XM_007401516.1.p1
OG0004045	XM_001587750.1.p1	XM_007390092.1.p1
OG0004050	XM_001598756.1.p1	XM_007390502.1.p1
OG0004052	XM_001593201.1.p1	XM_007401181.1.p1
OG0004053	XM_001597936.1.p1	XM_007396336.1.p1
OG0004055	XM_001596795.1.p1	XM_007400830.1.p1
OG0004060	XM_001588142.1.p1	XM_007393364.1.p1
OG0004064	XM_001587139.1.p1	XM_007394593.1.p1
OG0004066	XM_001588029.1.p1	XM_007399433.1.p1
OG0004067	XM_001596346.1.p1, XM_001593133.1.p1	XM_007393468.1.p1
OG0004070	XM_001595715.1.p1	XM_007392521.1.p1
OG0004071	XM_001588462.1.p1	XM_007393182.1.p1
OG0004072	XM_001590473.1.p1	XM_007401694.1.p1
OG0004076	XM_001585457.1.p1	XM_007391535.1.p1
OG0004097	XM_001597126.1.p1	XM_007392056.1.p1
OG0004099	XM_001586562.1.p1	XM_007399644.1.p1
OG0004100	XM_001587796.1.p1	XM_007395726.1.p1
OG0004101	XM_001586231.1.p1	XM_007391097.1.p1
OG0004102	XM_001595481.1.p1	XM_007396780.1.p1
OG0004103	XM_001585777.1.p1	XM_007393039.1.p1
OG0004107	XM_001585384.1.p1	XM_007393098.1.p1
OG0004108	XM_001596257.1.p1	XM_007401195.1.p1
OG0004111	XM_001586801.1.p1	XM_007396683.1.p1
OG0004112	XM_001587729.1.p1	XM_007390873.1.p1
OG0004113	XM_001586871.1.p1	XM_007393432.1.p1
OG0004114	XM_001590906.1.p1	XM_007397345.1.p1
OG0004116	XM_001592256.1.p1	XM_007398983.1.p1
OG0004117	XM_001587411.1.p1	XM_007389641.1.p1
OG0004118	XM_001588921.1.p1	XM_007391576.1.p1
OG0004121	XM_001592671.1.p1	XM_007390963.1.p1
OG0004125	XM_001589044.1.p1	XM_007399580.1.p1
OG0004127	XM_001597098.1.p1	XM_007397018.1.p1
OG0004128	XM_001587297.1.p1	XM_007390763.1.p1
OG0004129	XM_001592074.1.p1	XM_007393457.1.p1
OG0004131	XM_001595663.1.p1	XM_007400644.1.p1
OG0004132	XM_001595589.1.p1	XM_007396901.1.p1
OG0004133	XM_001594664.1.p1	XM_007397107.1.p1
OG0004135	XM_001597039.1.p1	XM_007392305.1.p1
OG0004137	XM_001585118.1.p1	XM_007396872.1.p1
OG0004138	XM_001598013.1.p1	XM_007392623.1.p1
OG0004142	XM_001590842.1.p1	XM_007391163.1.p1
OG0004143	XM_001597520.1.p1	XM_007391941.1.p1
OG0004144	XM_001589712.1.p1	XM_007396571.1.p1
OG0004145	XM_001595932.1.p1	XM_007395568.1.p1
OG0004149	XM_001595356.1.p1	XM_007394000.1.p1
OG0004150	XM_001591635.1.p1	XM_007391924.1.p1
OG0004151	XM_001594123.1.p1	XM_007392536.1.p1
OG0004152	XM_001591483.1.p1	XM_007390277.1.p1
OG0004153	XM_001586234.1.p1	XM_007401600.1.p1
OG0004157	XM_001595925.1.p1	XM_007399241.1.p1
OG0004158	XM_001587314.1.p1	XM_007390141.1.p1
OG0004159	XM_001592968.1.p1	XM_007392554.1.p1
OG0004161	XM_001591845.1.p1	XM_007400867.1.p1
OG0004162	XM_001593866.1.p1	XM_007394168.1.p1
OG0004164	XM_001593946.1.p1	XM_007393297.1.p1
OG0004165	XM_001589363.1.p1	XM_007396072.1.p1
OG0004172	XM_001597523.1.p1	XM_007394415.1.p1
OG0004173	XM_001595950.1.p1	XM_007392024.1.p1
OG0004175	XM_001591050.1.p1	XM_007397711.1.p1
OG0004176	XM_001584528.1.p1	XM_007390223.1.p1
OG0004178	XM_001597912.1.p1	XM_007390550.1.p1
OG0004179	XM_001588091.1.p1	XM_007398984.1.p1
OG0004181	XM_001598073.1.p1	XM_007390337.1.p1
OG0004183	XM_001586506.1.p1	XM_007397202.1.p1
OG0004184	XM_001588721.1.p1	XM_007395790.1.p1
OG0004185	XM_001586993.1.p1	XM_007395172.1.p1
OG0004187	XM_001584721.1.p1	XM_007393449.1.p1
OG0004189	XM_001584804.1.p1	XM_007400480.1.p1
OG0004191	XM_001597517.1.p1	XM_007391114.1.p1
OG0004193	XM_001595953.1.p1	XM_007400717.1.p1
OG0004197	XM_001591711.1.p1	XM_007393283.1.p1
OG0004198	XM_001597051.1.p1	XM_007399176.1.p1
OG0004200	XM_001592185.1.p1	XM_007398056.1.p1
OG0004201	XM_001589275.1.p1	XM_007401847.1.p1
OG0004202	XM_001598155.1.p1	XM_007394515.1.p1
OG0004206	XM_001593246.1.p1	XM_007390889.1.p1, XM_007403330.1.p1
OG0004207	XM_001598773.1.p1	XM_007394658.1.p1
OG0004208	XM_001586339.1.p1	XM_007395655.1.p1
OG0004217	XM_001585615.1.p1	XM_007393792.1.p1
OG0004218	XM_001588607.1.p1	XM_007395466.1.p1
OG0004219	XM_001597382.1.p1	XM_007400860.1.p2
OG0004221	XM_001588944.1.p1	XM_007390981.1.p1
OG0004225	XM_001598341.1.p1	XM_007393734.1.p1
OG0004226	XM_001584636.1.p1	XM_007396833.1.p1
OG0004227	XM_001593970.1.p1	XM_007390190.1.p1
OG0004230	XM_001594906.1.p1	XM_007400677.1.p1
OG0004231	XM_001586751.1.p1	XM_007397188.1.p1
OG0004237	XM_001594769.1.p1	XM_007401695.1.p1
OG0004238	XM_001587675.1.p1	XM_007390679.1.p1
OG0004243	XM_001596942.1.p1	XM_007395584.1.p1
OG0004245	XM_001595536.1.p1	XM_007394600.1.p1
OG0004246	XM_001590847.1.p1	XM_007391542.1.p1
OG0004248	XM_001596220.1.p1	XM_007390424.1.p1
OG0004254	XM_001585273.1.p1	XM_007392077.1.p1
OG0004258	XM_001593356.1.p1	XM_007398970.1.p1
OG0004262	XM_001588897.1.p1	XM_007394370.1.p1, XM_007394797.1.p1
OG0004264	XM_001596188.1.p1	XM_007391696.1.p1
OG0004267	XM_001590599.1.p1	XM_007400704.1.p1
OG0004268	XM_001598465.1.p1	XM_007391777.1.p1
OG0004269	XM_001594621.1.p1	XM_007392899.1.p1
OG0004270	XM_001590885.1.p1	XM_007399634.1.p1
OG0004271	XM_001590882.1.p1	XM_007397505.1.p1
OG0004274	XM_001588989.1.p1	XM_007391817.1.p1
OG0004275	XM_001587841.1.p1	XM_007398053.1.p1
OG0004279	XM_001597132.1.p1	XM_007390876.1.p1
OG0004280	XM_001593341.1.p1	XM_007391240.1.p1
OG0004284	XM_001592999.1.p1	XM_007399023.1.p1
OG0004286	XM_001589827.1.p1	XM_007393881.1.p1
OG0004287	XM_001594458.1.p1	XM_007397128.1.p1
OG0004288	XM_001589886.1.p1	XM_007391799.1.p1
OG0004291	XM_001586906.1.p1	XM_007398040.1.p1
OG0004292	XM_001591485.1.p1	XM_007394033.1.p1
OG0004293	XM_001592759.1.p1	XM_007395480.1.p1
OG0004296	XM_001592058.1.p1	XM_007390564.1.p1
OG0004297	XM_001596311.1.p1	XM_007393070.1.p1
OG0004302	XM_001585925.1.p1	XM_007397822.1.p1
OG0004307	XM_001598766.1.p1	XM_007400115.1.p1
OG0004308	XM_001591471.1.p1	XM_007394759.1.p1
OG0004312	XM_001596508.1.p1	XM_007399696.1.p1, XM_007390732.1.p1
OG0004315	XM_001589929.1.p1	XM_007395176.1.p1
OG0004316	XM_001586205.1.p1	XM_007393578.1.p1
OG0004317	XM_001587701.1.p1	XM_007396411.1.p1
OG0004323	XM_001595604.1.p1	XM_007392045.1.p1, XM_007400581.1.p1
OG0004324	XM_001584887.1.p1	XM_007394557.1.p1
OG0004326	XM_001585374.1.p1	XM_007389940.1.p1
OG0004327	XM_001585373.1.p1	XM_007390350.1.p1
OG0004328	XM_001595244.1.p1	XM_007395843.1.p1
OG0004367	XM_001595989.1.p1	XM_007399557.1.p1
OG0004368	XM_001595902.1.p1, XM_001595901.1.p1, XM_001591300.1.p1	XM_007390861.1.p1, XM_007395542.1.p1, XM_007395536.1.p1
OG0004372	XM_001587562.1.p1	XM_007394286.1.p1
OG0004373	XM_001593616.1.p1	XM_007394908.1.p1
OG0004375	XM_001588517.1.p1	XM_007392346.1.p1
OG0004376	XM_001598422.1.p1	XM_007394683.1.p1
OG0004379	XM_001592498.1.p1	XM_007393349.1.p1
OG0004383	XM_001592515.1.p1	XM_007390044.1.p1
OG0004393	XM_001586438.1.p1	XM_007390338.1.p1
OG0004395	XM_001598208.1.p1	XM_007401211.1.p1
OG0004396	XM_001595510.1.p1	XM_007401523.1.p1
OG0004397	XM_001590697.1.p1	XM_007392343.1.p1
OG0004403	XM_001595823.1.p1	XM_007391940.1.p1
OG0004407	XM_001598712.1.p1	XM_007400841.1.p1
OG0004409	XM_001587412.1.p1	XM_007401088.1.p1
OG0004412	XM_001590889.1.p1	XM_007397176.1.p1
OG0004413	XM_001592988.1.p1	XM_007393058.1.p1
OG0004414	XM_001595234.1.p1	XM_007389892.1.p1
OG0004416	XM_001593092.1.p1	XM_007389725.1.p1
OG0004421	XM_001594896.1.p1	XM_007401283.1.p1
OG0004423	XM_001590836.1.p1	XM_007391675.1.p1
OG0004425	XM_001593469.1.p1	XM_007399554.1.p1
OG0004427	XM_001590551.1.p1	XM_007401125.1.p1
OG0004429	XM_001590942.1.p1	XM_007394068.1.p1
OG0004430	XM_001595046.1.p1	XM_007394298.1.p1
OG0004431	XM_001587749.1.p1	XM_007397113.1.p1
OG0004432	XM_001594326.1.p1	XM_007395182.1.p1
OG0004434	XM_001588143.1.p1	XM_007400777.1.p1
OG0004439	XM_001593323.1.p1	XM_007392000.1.p1
OG0004440	XM_001598404.1.p1	XM_007395436.1.p1
OG0004444	XM_001586861.1.p1	XM_007402267.1.p1
OG0004447	XM_001589086.1.p1	XM_007401526.1.p1
OG0004452	XM_001590721.1.p1	XM_007393621.1.p1
OG0004453	XM_001591949.1.p1	XM_007390592.1.p1
OG0004455	XM_001590351.1.p1	XM_007391815.1.p1
OG0004459	XM_001585914.1.p1	XM_007394604.1.p1
OG0004462	XM_001588904.1.p1	XM_007390403.1.p1
OG0004464	XM_001598438.1.p1	XM_007400380.1.p1
OG0004470	XM_001588611.1.p1	XM_007390020.1.p1
OG0004471	XM_001597845.1.p1	XM_007392886.1.p1
OG0004474	XM_001591528.1.p1	XM_007395075.1.p1
OG0004475	XM_001591913.1.p1	XM_007397311.1.p1
OG0004480	XM_001589986.1.p1	XM_007399630.1.p1
OG0004481	XM_001596056.1.p1	XM_007391656.1.p1
OG0004486	XM_001588289.1.p1	XM_007400501.1.p1
OG0004489	XM_001593170.1.p1	XM_007400167.1.p1
OG0004490	XM_001591500.1.p1	XM_007397854.1.p1
OG0004491	XM_001594691.1.p1	XM_007395779.1.p1
OG0004493	XM_001593167.1.p1	XM_007395532.1.p1
OG0004495	XM_001593305.1.p1	XM_007398757.1.p1
OG0004498	XM_001585421.1.p1, XM_001595558.1.p1	XM_007399202.1.p1
OG0004499	XM_001598085.1.p1	XM_007400422.1.p1
OG0004500	XM_001596908.1.p1	XM_007399423.1.p1
OG0004502	XM_001591622.1.p1	XM_007393534.1.p1
OG0004503	XM_001598597.1.p1	XM_007390353.1.p1
OG0004505	XM_001595431.1.p1	XM_007390142.1.p1
OG0004507	XM_001597547.1.p1	XM_007393114.1.p1
OG0004508	XM_001591273.1.p1	XM_007400810.1.p1
OG0004509	XM_001597419.1.p1	XM_007395905.1.p1
OG0004514	XM_001588722.1.p1	XM_007390671.1.p1
OG0004516	XM_001594398.1.p1	XM_007393832.1.p1
OG0004520	XM_001585292.1.p1	XM_007395874.1.p1
OG0004525	XM_001597616.1.p1	XM_007397326.1.p1
OG0004527	XM_001598050.1.p1	XM_007400635.1.p1
OG0004528	XM_001598062.1.p1	XM_007395889.1.p1
OG0004529	XM_001590431.1.p1	XM_007395397.1.p1
OG0004530	XM_001589606.1.p1	XM_007401214.1.p1
OG0004531	XM_001584929.1.p1	XM_007396000.1.p1
OG0004538	XM_001592495.1.p1	XM_007397158.1.p1
OG0004544	XM_001595838.1.p1	XM_007398833.1.p1
OG0004545	XM_001585836.1.p1	XM_007391705.1.p1
OG0004550	XM_001596978.1.p1	XM_007396424.1.p1, XM_007398108.1.p1
OG0004551	XM_001594803.1.p1	XM_007400329.1.p1
OG0004552	XM_001586581.1.p1	XM_007396060.1.p1
OG0004553	XM_001598222.1.p1	XM_007394304.1.p1
OG0004556	XM_001591594.1.p1	XM_007392164.1.p1
OG0004558	XM_001589191.1.p1	XM_007401487.1.p1
OG0004559	XM_001594885.1.p1	XM_007394390.1.p1
OG0004561	XM_001598726.1.p1	XM_007392475.1.p1
OG0004562	XM_001587124.1.p1	XM_007390954.1.p1
OG0004564	XM_001590529.1.p1	XM_007390894.1.p1
OG0004565	XM_001592343.1.p1	XM_007390515.1.p1
OG0004573	XM_001585843.1.p1	XM_007395418.1.p1
OG0004574	XM_001586021.1.p1	XM_007389537.1.p1
OG0004577	XM_001595378.1.p1, XM_001596812.1.p1	XM_007394820.1.p1
OG0004578	XM_001586461.1.p1	XM_007390617.1.p1
OG0004581	XM_001590688.1.p1	XM_007390120.1.p1
OG0004582	XM_001596279.1.p1	XM_007392026.1.p1
OG0004587	XM_001588089.1.p1	XM_007392061.1.p1
OG0004589	XM_001594236.1.p1	XM_007394329.1.p1, XM_007401681.1.p1
OG0004591	XM_001597715.1.p1, XM_001590899.1.p1, XM_001588598.1.p1, XM_001584975.1.p1, XM_001588596.1.p1	XM_007399405.1.p1, XM_007399154.1.p1, XM_007401062.1.p1, XM_007389981.1.p1, XM_007394697.1.p1
OG0004619	XM_001594718.1.p1	XM_007395231.1.p1
OG0004627	XM_001590360.1.p1	XM_007391672.1.p1
OG0004632	XM_001594939.1.p1	XM_007390914.1.p1
OG0004643	XM_001588271.1.p1	XM_007393544.1.p1
OG0004646	XM_001597095.1.p1	XM_007396726.1.p1
OG0004656	XM_001592804.1.p1	XM_007390198.1.p1
OG0004668	XM_001591306.1.p1	XM_007393002.1.p1
OG0004671	XM_001593571.1.p1	XM_007396032.1.p1
OG0004675	XM_001597249.1.p1	XM_007399947.1.p1
OG0004676	XM_001589422.1.p1	XM_007400169.1.p1, XM_007395878.1.p1
OG0004688	XM_001587725.1.p1	XM_007393090.1.p1
OG0004689	XM_001586964.1.p1	XM_007400792.1.p1
OG0004690	XM_001587595.1.p1	XM_007395583.1.p1
OG0004691	XM_001595340.1.p1	XM_007391760.1.p1
OG0004695	XM_001591098.1.p1	XM_007390514.1.p1
OG0004704	XM_001586799.1.p1	XM_007393086.1.p1
OG0004705	XM_001586209.1.p1	XM_007398921.1.p1
OG0004706	XM_001597372.1.p1	XM_007391785.1.p1
OG0004709	XM_001595801.1.p1	XM_007393047.1.p1
OG0004710	XM_001587044.1.p1	XM_007400695.1.p1
OG0004714	XM_001597441.1.p1	XM_007393716.1.p1
OG0004720	XM_001587944.1.p1	XM_007393102.1.p1
OG0004722	XM_001597403.1.p1	XM_007399350.1.p1
OG0004724	XM_001593480.1.p1	XM_007389957.1.p1
OG0004725	XM_001595677.1.p1	XM_007396486.1.p1
OG0004729	XM_001597708.1.p1	XM_007392048.1.p1
OG0004734	XM_001596062.1.p1	XM_007398062.1.p1
OG0004738	XM_001587309.1.p1	XM_007397911.1.p1, XM_007397879.1.p1
OG0004745	XM_001597868.1.p1	XM_007398219.1.p1
OG0004748	XM_001586802.1.p1	XM_007397661.1.p1
OG0004749	XM_001587488.1.p1	XM_007401241.1.p1
OG0004755	XM_001596142.1.p1	XM_007390128.1.p1, XM_007390116.1.p1
OG0004756	XM_001592198.1.p1	XM_007391965.1.p1
OG0004766	XM_001585737.1.p1	XM_007390482.1.p1
OG0004786	XM_001594669.1.p1	XM_007392243.1.p1
OG0004787	XM_001587968.1.p1	XM_007390756.1.p1
OG0004791	XM_001592990.1.p1	XM_007390385.1.p1
OG0004792	XM_001595515.1.p1	XM_007396658.1.p1
OG0004795	XM_001590243.1.p1	XM_007395408.1.p1
OG0004801	XM_001589355.1.p1	XM_007403076.1.p1
OG0004803	XM_001586131.1.p1	XM_007395479.1.p1
OG0004809	XM_001586502.1.p1	XM_007400757.1.p1
OG0004812	XM_001585205.1.p1	XM_007400393.1.p1, XM_007400392.1.p1
OG0004814	XM_001593134.1.p1	XM_007392263.1.p1
OG0004818	XM_001597707.1.p1	XM_007397144.1.p1, XM_007397145.1.p1
OG0004819	XM_001588733.1.p1	XM_007396864.1.p1
OG0004825	XM_001584628.1.p1, XM_001587037.1.p1	XM_007397678.1.p1, XM_007397683.1.p1, XM_007397675.1.p1, XM_007397649.1.p1, XM_007397770.1.p1, XM_007397725.1.p1, XM_007397679.1.p1, XM_007397676.1.p1
OG0004883	XM_001596691.1.p1	XM_007393624.1.p1
OG0004885	XM_001597967.1.p1	XM_007392388.1.p1
OG0004887	XM_001584500.1.p1	XM_007395688.1.p1
OG0004888	XM_001598153.1.p1	XM_007395857.1.p1
OG0004891	XM_001585636.1.p1	XM_007396233.1.p1
OG0004894	XM_001594547.1.p1	XM_007397760.1.p1
OG0004908	XM_001591298.1.p1	XM_007397915.1.p1
OG0004909	XM_001590878.1.p1	XM_007400183.1.p1
OG0004925	XM_001592240.1.p1	XM_007399231.1.p1
OG0004928	XM_001596072.1.p1	XM_007391931.1.p1, XM_007391930.1.p1
OG0004932	XM_001595960.1.p1	XM_007393439.1.p1
OG0004940	XM_001586995.1.p1	XM_007391659.1.p1
OG0004942	XM_001589541.1.p1	XM_007390476.1.p1
OG0004943	XM_001597901.1.p1	XM_007401571.1.p1
OG0004947	XM_001596946.1.p1	XM_007396902.1.p1, XM_007396907.1.p1
OG0004953	XM_001598193.1.p1	XM_007393357.1.p1
OG0004957	XM_001588031.1.p1	XM_007391925.1.p1
OG0004959	XM_001595188.1.p1	XM_007394736.1.p1
OG0004985	XM_001586780.1.p1	XM_007392469.1.p1
OG0004989	XM_001593560.1.p1	XM_007397112.1.p1
OG0005002	XM_001591554.1.p1	XM_007391551.1.p1
OG0005021	XM_001591905.1.p1	XM_007402715.1.p1
OG0005027	XM_001592834.1.p1	XM_007393781.1.p1
OG0005047	XM_001597964.1.p1	XM_007389833.1.p1
OG0005049	XM_001586575.1.p1	XM_007400338.1.p1, XM_007400287.1.p1
OG0005052	XM_001584952.1.p1	XM_007400109.1.p1
OG0005053	XM_001595850.1.p1	XM_007396678.1.p1
OG0005055	XM_001588571.1.p1	XM_007396985.1.p1
OG0005060	XM_001597462.1.p1	XM_007396987.1.p1
OG0005078	XM_001588813.1.p1	XM_007392797.1.p1
OG0005081	XM_001598790.1.p1	XM_007393268.1.p1
OG0005085	XM_001584902.1.p1	XM_007395241.1.p1
OG0005089	XM_001591547.1.p1	XM_007396841.1.p1
OG0005090	XM_001598456.1.p1	XM_007401026.1.p1
OG0005094	XM_001593992.1.p1	XM_007394070.1.p1
OG0005096	XM_001588101.1.p1	XM_007390295.1.p1, XM_007390296.1.p1
OG0005105	XM_001595092.1.p1	XM_007391759.1.p1
OG0005149	XM_001594822.1.p1	XM_007395439.1.p1
OG0005153	XM_001598196.1.p1	XM_007401741.1.p1
OG0005154	XM_001596514.1.p1	XM_007402740.1.p1, XM_007390212.1.p1
OG0005155	XM_001589446.1.p1	XM_007401742.1.p1
OG0005170	XM_001589823.1.p1	XM_007395560.1.p1
OG0005180	XM_001596674.1.p1	XM_007397058.1.p1
OG0005183	XM_001597625.1.p1	XM_007390268.1.p1
OG0005206	XM_001592741.1.p1	XM_007390114.1.p1
OG0005226	XM_001586882.1.p1	XM_007400529.1.p1
OG0005241	XM_001585702.1.p1	XM_007395306.1.p1
OG0005251	XM_001591175.1.p1	XM_007402292.1.p1, XM_007402359.1.p1
OG0005265	XM_001586349.1.p1	XM_007398546.1.p1
OG0005266	XM_001588908.1.p1	XM_007397439.1.p1
OG0005272	XM_001589595.1.p1	XM_007395976.1.p1
OG0005292	XM_001590928.1.p1	XM_007398270.1.p1
OG0005313	XM_001586950.1.p1	XM_007393158.1.p1
OG0005351	XM_001591036.1.p1	XM_007401060.1.p1
OG0005390	XM_001585821.1.p1, XM_001591048.1.p1	XM_007395528.1.p1
OG0005421	XM_001587285.1.p1	XM_007390273.1.p1
OG0005446	XM_001595777.1.p1, XM_001594259.1.p1	XM_007398835.1.p1, XM_007398822.1.p1
OG0005447	XM_001592137.1.p1	XM_007391046.1.p1
OG0005452	XM_001587052.1.p1, XM_001598845.1.p1	XM_007397291.1.p1, XM_007402872.1.p1, XM_007397289.1.p1, XM_007402533.1.p1, XM_007397285.1.p1, XM_007403034.1.p1, XM_007398719.1.p1, XM_007391720.1.p1
OG0005491	XM_001591938.1.p1	XM_007398037.1.p1
OG0005505	XM_001591695.1.p1	XM_007398323.1.p1
OG0005526	XM_001590709.1.p1	XM_007397212.1.p1
OG0005545	XM_001596734.1.p1	XM_007393293.1.p1
OG0005549	XM_001588552.1.p1	XM_007398884.1.p1, XM_007398883.1.p1
OG0005550	XM_001592986.1.p1	XM_007390599.1.p1
OG0005575	XM_001597247.1.p1	XM_007397197.1.p1
OG0005591	XM_001593510.1.p1	XM_007395524.1.p1
OG0005593	XM_001595424.1.p1	XM_007401066.1.p1
OG0005617	XM_001597765.1.p1	XM_007393572.1.p1
OG0005625	XM_001586675.1.p1	XM_007397495.1.p1
OG0005636	XM_001587439.1.p1	XM_007390145.1.p1
OG0005752	XM_001597713.1.p1	XM_007396047.1.p1
OG0005756	XM_001589195.1.p1	XM_007397932.1.p1
OG0005759	XM_001595804.1.p1	XM_007398059.1.p1
OG0005760	XM_001598106.1.p1	XM_007393617.1.p1
OG0005762	XM_001592936.1.p1	XM_007399784.1.p1
OG0005775	XM_001593659.1.p1	XM_007392207.1.p1
OG0005777	XM_001584633.1.p1	XM_007390416.1.p1
OG0005780	XM_001595647.1.p1	XM_007392402.1.p1
OG0005782	XM_001595955.1.p1	XM_007398650.1.p1, XM_007396867.1.p1
OG0005835	XM_001596651.1.p1	XM_007400189.1.p1, XM_007400191.1.p1
OG0005872	XM_001588796.1.p1	XM_007398956.1.p1
OG0005889	XM_001588575.1.p1	XM_007397557.1.p1, XM_007397827.1.p1
OG0005912	XM_001592315.1.p1	XM_007391004.1.p1
OG0005914	XM_001590079.1.p1	XM_007392962.1.p1, XM_007392965.1.p1
OG0005915	XM_001589088.1.p1	XM_007394076.1.p1, XM_007401253.1.p1
OG0005920	XM_001586344.1.p1	XM_007399885.1.p1, XM_007397763.1.p1
OG0005932	XM_001596601.1.p1	XM_007392200.1.p1
OG0005935	XM_001598453.1.p1	XM_007397035.1.p1
OG0005955	XM_001591241.1.p1	XM_007393973.1.p1
OG0005963	XM_001585738.1.p1	XM_007399382.1.p1
OG0005968	XM_001597314.1.p1	XM_007395751.1.p1, XM_007393019.1.p1
OG0005969	XM_001586312.1.p1	XM_007393343.1.p1
OG0005985	XM_001597378.1.p1	XM_007393041.1.p1
OG0005999	XM_001585451.1.p1	XM_007395156.1.p1
OG0006006	XM_001594461.1.p1	XM_007397517.1.p1, XM_007397520.1.p1, XM_007402460.1.p1, XM_007403078.1.p1
OG0006008	XM_001592370.1.p1	XM_007397532.1.p1
OG0006012	XM_001588565.1.p1	XM_007393816.1.p1
OG0006026	XM_001587415.1.p1	XM_007397182.1.p1
OG0006032	XM_001592892.1.p1	XM_007398887.1.p1
OG0006040	XM_001587599.1.p1	XM_007397088.1.p1
OG0006049	XM_001585606.1.p1	XM_007395385.1.p1
OG0006064	XM_001593068.1.p1	XM_007400336.1.p1
OG0006166	XM_001596139.1.p1	XM_007390596.1.p1, XM_007398036.1.p1
OG0006172	XM_001590290.1.p1	XM_007395501.1.p1
OG0006180	XM_001596002.1.p1	XM_007403318.1.p1
OG0006185	XM_001590298.1.p1	XM_007390083.1.p1
OG0006187	XM_001596611.1.p1	XM_007392146.1.p1
OG0006198	XM_001586866.1.p1	XM_007400265.1.p1, XM_007399929.1.p1, XM_007391434.1.p1
OG0006211	XM_001586140.1.p1	XM_007391143.1.p1, XM_007402128.1.p1, XM_007390627.1.p1
OG0006262	XM_001593559.1.p1	XM_007400465.1.p1, XM_007400452.1.p1
OG0006282	XM_001586134.1.p1	XM_007393031.1.p1
OG0006287	XM_001598461.1.p1	XM_007392798.1.p1
OG0006298	XM_001589779.1.p1	XM_007390218.1.p1
OG0006311	XM_001588795.1.p1	XM_007391708.1.p1
