Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Puccinia_graminis_rna_prot
OG0003969	XM_001591853.1.p1	XM_003889944.1.p1
OG0003970	XM_001597503.1.p1	XM_003333531.2.p1
OG0003971	XM_001585341.1.p1	XM_003321646.2.p1
OG0003972	XM_001595099.1.p1	XM_003322189.2.p1
OG0003973	XM_001587068.1.p1	XM_003331911.2.p1
OG0003976	XM_001596815.1.p1	XM_003330138.2.p1
OG0003977	XM_001586216.1.p1	XM_003328552.2.p1
OG0003981	XM_001593865.1.p1	XM_003335654.2.p1
OG0003982	XM_001584701.1.p1	XM_003336178.2.p1
OG0003984	XM_001587871.1.p1	XM_003329682.2.p1
OG0003986	XM_001587351.1.p1	XM_003331107.2.p1
OG0003989	XM_001592825.1.p1	XM_003335457.2.p1
OG0003994	XM_001588301.1.p1	XM_003334497.1.p1
OG0003995	XM_001593909.1.p1	XM_003324900.2.p1
OG0003996	XM_001595805.1.p1	XM_003307122.2.p1
OG0003998	XM_001590230.1.p1	XM_003321610.2.p1
OG0004001	XM_001586798.1.p1	XM_003333354.2.p1
OG0004003	XM_001594889.1.p1	XM_003324043.2.p1
OG0004004	XM_001596706.1.p1	XM_003325524.2.p1
OG0004005	XM_001597575.1.p1	XM_003335236.2.p1
OG0004006	XM_001595927.1.p1	XM_003322442.2.p1
OG0004011	XM_001591404.1.p1	XM_003328828.2.p1
OG0004012	XM_001590132.1.p1	XM_003324499.2.p1
OG0004016	XM_001593033.1.p1	XM_003328423.2.p1
OG0004017	XM_001585386.1.p1	XM_003331847.2.p1
OG0004018	XM_001594861.1.p1	XM_003333552.2.p1
OG0004019	XM_001584639.1.p1	XM_003307518.2.p1
OG0004024	XM_001590975.1.p1	XM_003333278.2.p1
OG0004026	XM_001590208.1.p1	XM_003890293.1.p1
OG0004027	XM_001591038.1.p1	XM_003333899.2.p1
OG0004029	XM_001596201.1.p1	XM_003321754.2.p1
OG0004030	XM_001586409.1.p1	XM_003320835.2.p1
OG0004033	XM_001598303.1.p1	XM_003330915.2.p1
OG0004034	XM_001585771.1.p1	XM_003338534.2.p1
OG0004036	XM_001591394.1.p1	XM_003325086.2.p1
OG0004037	XM_001586772.1.p1	XM_003322890.2.p1
OG0004039	XM_001595990.1.p1	XM_003338747.2.p1
OG0004040	XM_001592465.1.p1	XM_003326307.2.p1
OG0004041	XM_001591825.1.p1	XM_003334939.2.p1, XM_003334950.2.p1
OG0004042	XM_001596377.1.p1	XM_003889876.1.p1
OG0004044	XM_001594845.1.p1	XM_003335302.2.p1
OG0004045	XM_001587750.1.p1	XM_003328645.2.p1, XM_003337997.2.p1
OG0004047	XM_001587186.1.p1	XM_003307020.2.p1
OG0004048	XM_001597198.1.p1	XM_003324797.2.p1, XM_003337702.2.p1
OG0004052	XM_001593201.1.p1	XM_003329123.2.p1
OG0004053	XM_001597936.1.p1	XM_003324587.2.p1
OG0004055	XM_001596795.1.p1	XM_003322228.2.p1
OG0004059	XM_001597340.1.p1	XM_003319299.2.p1, XM_003890444.1.p1
OG0004060	XM_001588142.1.p1	XM_003332362.2.p1
OG0004065	XM_001588915.1.p1	XM_003890082.1.p1
OG0004066	XM_001588029.1.p1	XM_003320952.1.p1
OG0004067	XM_001596346.1.p1, XM_001593133.1.p1	XM_003322760.2.p1
OG0004068	XM_001591068.1.p1	XM_003321094.2.p1
OG0004071	XM_001588462.1.p1	XM_003307336.2.p1
OG0004072	XM_001590473.1.p1	XM_003307045.2.p1
OG0004074	XM_001592326.1.p1	XM_003336550.2.p1
OG0004076	XM_001585457.1.p1	XM_003325430.2.p1, XM_003325428.2.p1, XM_003325431.2.p1, XM_003325429.2.p1, XM_003325427.2.p1, XM_003330950.2.p1
OG0004078	XM_001584792.1.p1	XM_003322686.2.p1
OG0004099	XM_001586562.1.p1	XM_003326930.2.p1
OG0004100	XM_001587796.1.p1	XM_003325901.2.p1
OG0004101	XM_001586231.1.p1	XM_003307568.2.p1
OG0004106	XM_001589407.1.p1	XM_003322264.2.p1
OG0004108	XM_001596257.1.p1	XM_003307665.2.p1
OG0004112	XM_001587729.1.p1	XM_003332914.2.p1
OG0004116	XM_001592256.1.p1	XM_003323182.2.p1
OG0004117	XM_001587411.1.p1	XM_003307496.2.p1
OG0004118	XM_001588921.1.p1	XM_003320779.2.p1
OG0004119	XM_001595657.1.p1	XM_003321956.2.p1
OG0004121	XM_001592671.1.p1	XM_003324688.2.p1
OG0004125	XM_001589044.1.p1	XM_003320344.2.p1
OG0004127	XM_001597098.1.p1	XM_003334096.2.p1
OG0004132	XM_001595589.1.p1	XM_003327615.2.p1
OG0004135	XM_001597039.1.p1	XM_003889389.1.p1
OG0004137	XM_001585118.1.p1	XM_003329313.2.p1
OG0004141	XM_001587190.1.p1	XM_003321115.2.p1
OG0004142	XM_001590842.1.p1	XM_003330854.2.p1
OG0004143	XM_001597520.1.p1	XM_003323728.2.p1
OG0004144	XM_001589712.1.p1	XM_003321463.2.p1
OG0004145	XM_001595932.1.p1	XM_003319389.2.p1
OG0004147	XM_001594759.1.p1	XM_003888731.1.p1
OG0004151	XM_001594123.1.p1	XM_003328530.2.p1
OG0004152	XM_001591483.1.p1	XM_003324055.2.p1
OG0004157	XM_001595925.1.p1	XM_003320472.2.p1
OG0004161	XM_001591845.1.p1	XM_003328701.2.p1
OG0004164	XM_001593946.1.p1	XM_003320164.2.p1
OG0004165	XM_001589363.1.p1	XM_003336109.2.p1
OG0004167	XM_001591237.1.p1	XM_003337375.2.p1
OG0004168	XM_001595807.1.p1	XM_003319905.2.p1
OG0004172	XM_001597523.1.p1	XM_003325644.1.p1
OG0004173	XM_001595950.1.p1	XM_003324776.2.p1
OG0004174	XM_001589323.1.p1	XM_003328703.2.p1
OG0004176	XM_001584528.1.p1	XM_003332758.2.p1
OG0004178	XM_001597912.1.p1	XM_003320188.2.p1
OG0004179	XM_001588091.1.p1	XM_003327542.2.p1
OG0004180	XM_001598028.1.p1	XM_003330268.2.p1
OG0004181	XM_001598073.1.p1	XM_003320383.1.p1
OG0004183	XM_001586506.1.p1	XM_003331112.2.p1
OG0004184	XM_001588721.1.p1	XM_003326527.2.p1
OG0004185	XM_001586993.1.p1	XM_003324104.2.p1
OG0004186	XM_001593533.1.p1	XM_003322599.2.p1
OG0004187	XM_001584721.1.p1	XM_003337521.2.p1
OG0004189	XM_001584804.1.p1	XM_003330022.2.p1
OG0004190	XM_001587798.1.p1	XM_003320964.2.p1
OG0004191	XM_001597517.1.p1	XM_003889731.1.p1
OG0004193	XM_001595953.1.p1	XM_003325367.2.p1
OG0004197	XM_001591711.1.p1	XM_003322279.2.p1
OG0004198	XM_001597051.1.p1	XM_003322662.2.p1
OG0004199	XM_001587728.1.p1	XM_003326640.2.p1
OG0004200	XM_001592185.1.p1	XM_003335427.2.p1
OG0004201	XM_001589275.1.p1	XM_003334420.2.p1
OG0004202	XM_001598155.1.p1	XM_003324636.2.p1
OG0004203	XM_001589808.1.p1	XM_003329119.2.p1
OG0004205	XM_001596800.1.p1	XM_003328758.2.p1
OG0004207	XM_001598773.1.p1	XM_003319321.2.p1
OG0004212	XM_001594748.1.p1	XM_003326092.2.p1
OG0004216	XM_001586458.1.p1	XM_003325695.2.p1
OG0004217	XM_001585615.1.p1	XM_003330178.2.p1
OG0004218	XM_001588607.1.p1	XM_003333788.2.p1
OG0004220	XM_001597659.1.p1	XM_003325797.2.p1
OG0004221	XM_001588944.1.p1	XM_003320987.2.p1
OG0004225	XM_001598341.1.p1	XM_003321714.2.p1
OG0004227	XM_001593970.1.p1	XM_003307025.2.p1
OG0004231	XM_001586751.1.p1	XM_003331346.2.p1
OG0004234	XM_001590979.1.p1	XM_003335266.2.p1
OG0004236	XM_001592448.1.p1	XM_003322111.2.p1
OG0004239	XM_001596879.1.p1	XM_003320587.2.p1, XM_003319537.1.p1
OG0004243	XM_001596942.1.p1	XM_003333890.2.p1
OG0004244	XM_001598190.1.p1	XM_003332683.2.p1
OG0004245	XM_001595536.1.p1	XM_003329470.2.p1
OG0004246	XM_001590847.1.p1	XM_003326960.1.p1
OG0004248	XM_001596220.1.p1	XM_003332960.2.p1
OG0004250	XM_001594927.1.p1	XM_003327731.2.p1
OG0004251	XM_001592848.1.p1, XM_001590021.1.p1	XM_003319594.2.p1
OG0004254	XM_001585273.1.p1	XM_003324953.2.p1
OG0004257	XM_001586406.1.p1, XM_001593411.1.p1	XM_003319997.2.p1
OG0004258	XM_001593356.1.p1	XM_003307645.2.p1
OG0004259	XM_001594108.1.p1	XM_003888797.1.p1
OG0004260	XM_001594763.1.p1	XM_003332345.2.p1
OG0004261	XM_001591884.1.p1	XM_003321737.2.p1
OG0004262	XM_001588897.1.p1	XM_003888635.1.p1
OG0004267	XM_001590599.1.p1	XM_003328414.2.p1
OG0004268	XM_001598465.1.p1	XM_003321278.2.p1
OG0004270	XM_001590885.1.p1	XM_003322145.2.p1
OG0004271	XM_001590882.1.p1	XM_003321598.2.p1
OG0004274	XM_001588989.1.p1	XM_003890117.1.p1
OG0004279	XM_001597132.1.p1	XM_003320699.2.p1
OG0004284	XM_001592999.1.p1	XM_003323357.2.p1
OG0004286	XM_001589827.1.p1	XM_003331912.2.p1
OG0004288	XM_001589886.1.p1	XM_003335495.2.p1
OG0004290	XM_001588235.1.p1	XM_003329444.2.p1
OG0004291	XM_001586906.1.p1	XM_003320877.2.p1
OG0004292	XM_001591485.1.p1	XM_003319739.2.p1, XM_003333427.2.p1
OG0004293	XM_001592759.1.p1	XM_003338780.2.p1
OG0004294	XM_001597893.1.p1	XM_003322827.2.p1
OG0004295	XM_001588317.1.p1	XM_003337121.2.p1
OG0004296	XM_001592058.1.p1	XM_003326066.2.p1
OG0004297	XM_001596311.1.p1	XM_003332062.2.p1
OG0004302	XM_001585925.1.p1	XM_003333025.2.p1
OG0004303	XM_001589288.1.p1	XM_003307333.2.p1, XM_003307065.2.p1
OG0004304	XM_001592827.1.p1	XM_003326097.2.p1
OG0004305	XM_001594588.1.p1	XM_003329842.2.p1
OG0004310	XM_001590814.1.p1	XM_003326520.2.p1
OG0004312	XM_001596508.1.p1	XM_003323999.2.p1
OG0004315	XM_001589929.1.p1	XM_003319578.2.p1
OG0004316	XM_001586205.1.p1	XM_003335344.2.p1
OG0004317	XM_001587701.1.p1	XM_003334128.2.p1, XM_003321511.2.p1
OG0004320	XM_001585445.1.p1	XM_003337232.2.p1, XM_003324580.2.p1, XM_003329241.2.p1
OG0004322	XM_001597663.1.p1	XM_003324644.2.p1
OG0004324	XM_001584887.1.p1	XM_003323077.2.p1
OG0004325	XM_001587328.1.p1	XM_003321208.2.p1
OG0004327	XM_001585373.1.p1	XM_003889374.1.p1
OG0004328	XM_001595244.1.p1	XM_003328753.2.p1, XM_003327744.2.p1
OG0004367	XM_001595989.1.p1	XM_003307558.2.p1, XM_003307551.2.p1
OG0004368	XM_001595902.1.p1, XM_001595901.1.p1, XM_001591300.1.p1	XM_003322157.2.p1
OG0004372	XM_001587562.1.p1	XM_003333425.2.p1, XM_003333424.2.p1
OG0004373	XM_001593616.1.p1	XM_003329419.2.p1
OG0004376	XM_001598422.1.p1	XM_003326109.2.p1
OG0004385	XM_001590669.1.p1	XM_003319854.2.p1
OG0004386	XM_001588200.1.p1	XM_003889586.1.p1, XM_003328802.2.p1
OG0004391	XM_001592824.1.p1	XM_003320384.2.p1, XM_003335332.2.p1
OG0004396	XM_001595510.1.p1	XM_003321869.1.p1
OG0004397	XM_001590697.1.p1	XM_003307296.2.p1
OG0004398	XM_001590940.1.p1	XM_003333246.2.p1, XM_003336082.2.p1
OG0004404	XM_001588322.1.p1	XM_003333784.1.p1
OG0004407	XM_001598712.1.p1	XM_003325432.2.p1
OG0004408	XM_001590896.1.p1	XM_003329254.2.p1
OG0004409	XM_001587412.1.p1	XM_003320908.2.p1
OG0004410	XM_001590349.1.p1	XM_003332373.2.p1
OG0004412	XM_001590889.1.p1	XM_003327447.2.p1
OG0004413	XM_001592988.1.p1	XM_003329942.2.p1
OG0004415	XM_001593007.1.p1	XM_003329085.2.p1, XM_003321934.2.p1
OG0004416	XM_001593092.1.p1	XM_003334482.2.p1
OG0004418	XM_001594473.1.p1	XM_003331429.2.p1
OG0004423	XM_001590836.1.p1	XM_003888850.1.p1
OG0004424	XM_001590752.1.p1	XM_003334197.2.p1, XM_003888991.1.p1, XM_003333556.1.p1, XM_003889051.1.p1, XM_003323148.2.p1
OG0004427	XM_001590551.1.p1	XM_003326589.2.p1
OG0004429	XM_001590942.1.p1	XM_003329632.1.p1
OG0004430	XM_001595046.1.p1	XM_003334826.2.p1
OG0004432	XM_001594326.1.p1	XM_003320527.2.p1
OG0004434	XM_001588143.1.p1	XM_003327299.2.p1
OG0004435	XM_001584627.1.p1	XM_003328380.2.p1
OG0004444	XM_001586861.1.p1	XM_003336957.2.p1
OG0004447	XM_001589086.1.p1	XM_003333166.2.p1
OG0004450	XM_001585611.1.p1	XM_003331819.2.p1
OG0004452	XM_001590721.1.p1	XM_003323640.2.p1
OG0004453	XM_001591949.1.p1	XM_003333771.2.p1
OG0004458	XM_001590366.1.p1	XM_003321497.2.p1
OG0004459	XM_001585914.1.p1	XM_003320720.2.p1
OG0004462	XM_001588904.1.p1	XM_003321931.2.p1
OG0004463	XM_001584638.1.p1	XM_003325958.2.p1
OG0004464	XM_001598438.1.p1	XM_003327410.2.p1
OG0004466	XM_001596327.1.p1, XM_001596339.1.p1	XM_003325555.2.p1
OG0004467	XM_001594608.1.p1	XM_003329117.2.p1
OG0004468	XM_001592259.1.p1	XM_003324392.2.p1
OG0004471	XM_001597845.1.p1	XM_003334316.2.p1
OG0004474	XM_001591528.1.p1	XM_003889581.1.p1
OG0004477	XM_001591940.1.p1	XM_003328514.2.p1
OG0004479	XM_001595806.1.p1	XM_003329362.2.p1
OG0004487	XM_001587373.1.p1	XM_003326817.2.p1
OG0004493	XM_001593167.1.p1	XM_003335675.2.p1, XM_003330734.2.p1
OG0004499	XM_001598085.1.p1	XM_003321674.2.p1
OG0004502	XM_001591622.1.p1	XM_003335780.1.p1
OG0004505	XM_001595431.1.p1	XM_003322489.2.p1
OG0004514	XM_001588722.1.p1	XM_003890028.1.p1
OG0004518	XM_001591615.1.p1	XM_003336389.2.p1, XM_003336466.2.p1
OG0004520	XM_001585292.1.p1	XM_003319610.2.p1
OG0004521	XM_001588234.1.p1	XM_003328106.2.p1
OG0004523	XM_001598299.1.p1	XM_003326310.2.p1
OG0004527	XM_001598050.1.p1	XM_003325828.2.p1
OG0004528	XM_001598062.1.p1	XM_003307684.2.p1
OG0004529	XM_001590431.1.p1	XM_003307264.2.p1
OG0004532	XM_001592879.1.p1	XM_003330719.2.p1
OG0004539	XM_001586396.1.p1	XM_003307171.2.p1
OG0004541	XM_001592744.1.p1	XM_003326381.2.p1
OG0004542	XM_001585519.1.p1	XM_003336374.2.p1
OG0004545	XM_001585836.1.p1	XM_003322851.2.p1
OG0004546	XM_001594823.1.p1	XM_003321657.2.p1
OG0004548	XM_001591054.1.p1	XM_003332076.2.p1
OG0004549	XM_001589961.1.p1	XM_003336948.1.p1
OG0004551	XM_001594803.1.p1	XM_003331459.2.p1
OG0004552	XM_001586581.1.p1	XM_003326796.2.p1
OG0004553	XM_001598222.1.p1	XM_003334131.2.p1
OG0004555	XM_001596217.1.p1	XM_003326510.2.p1
OG0004556	XM_001591594.1.p1	XM_003331531.2.p1
OG0004559	XM_001594885.1.p1	XM_003320731.2.p1
OG0004564	XM_001590529.1.p1	XM_003337800.2.p1
OG0004565	XM_001592343.1.p1	XM_003322674.2.p1
OG0004571	XM_001593116.1.p1	XM_003323065.2.p1
OG0004575	XM_001588435.1.p1	XM_003327098.2.p1
OG0004576	XM_001597568.1.p1	XM_003890459.1.p1
OG0004578	XM_001586461.1.p1	XM_003331670.2.p1
OG0004587	XM_001588089.1.p1	XM_003330478.2.p1
OG0004619	XM_001594718.1.p1	XM_003331204.2.p1
OG0004621	XM_001591477.1.p1	XM_003890393.1.p1
OG0004624	XM_001591748.1.p1	XM_003328697.2.p1
OG0004631	XM_001594556.1.p1	XM_003324099.2.p1
OG0004632	XM_001594939.1.p1	XM_003332915.2.p1
OG0004633	XM_001585438.1.p1	XM_003334028.1.p1
OG0004641	XM_001590484.1.p1	XM_003321194.2.p1
OG0004646	XM_001597095.1.p1	XM_003890564.1.p1
OG0004654	XM_001592450.1.p1	XM_003321449.2.p1
OG0004655	XM_001589797.1.p1	XM_003334109.2.p1
OG0004668	XM_001591306.1.p1	XM_003322227.2.p1
OG0004671	XM_001593571.1.p1	XM_003319335.2.p1
OG0004674	XM_001585260.1.p1	XM_003336349.2.p1
OG0004684	XM_001590385.1.p1	XM_003335524.2.p1
OG0004686	XM_001591515.1.p1	XM_003307419.2.p1
OG0004690	XM_001587595.1.p1	XM_003323206.2.p1
OG0004693	XM_001595792.1.p1	XM_003889821.1.p1
OG0004704	XM_001586799.1.p1	XM_003334464.2.p1
OG0004707	XM_001596944.1.p1	XM_003327552.2.p1
OG0004710	XM_001587044.1.p1	XM_003332374.2.p1, XM_003329828.2.p1, XM_003889449.1.p1, XM_003327872.2.p1
OG0004722	XM_001597403.1.p1	XM_003889665.1.p1
OG0004723	XM_001597649.1.p1	XM_003319641.2.p1
OG0004724	XM_001593480.1.p1	XM_003319835.2.p1
OG0004725	XM_001595677.1.p1	XM_003888632.1.p1
OG0004734	XM_001596062.1.p1	XM_003324124.2.p1
OG0004736	XM_001587712.1.p1	XM_003332357.2.p1
OG0004744	XM_001592431.1.p1	XM_003329932.2.p1
OG0004745	XM_001597868.1.p1	XM_003307184.2.p1
OG0004746	XM_001589060.1.p1	XM_003333047.2.p1
OG0004749	XM_001587488.1.p1	XM_003330064.2.p1
OG0004751	XM_001597489.1.p1	XM_003319280.2.p1
OG0004754	XM_001594796.1.p1	XM_003336048.2.p1
OG0004756	XM_001592198.1.p1	XM_003337568.2.p1, XM_003334251.2.p1
OG0004762	XM_001586434.1.p1	XM_003321330.2.p1
OG0004766	XM_001585737.1.p1	XM_003326130.2.p1, XM_003322205.2.p1
OG0004767	XM_001589238.1.p1	XM_003334068.2.p1
OG0004778	XM_001590701.1.p1	XM_003326758.2.p1
OG0004780	XM_001588075.1.p1	XM_003332910.2.p1
OG0004803	XM_001586131.1.p1	XM_003323070.2.p1
OG0004804	XM_001594305.1.p1	XM_003321654.2.p1
OG0004811	XM_001587136.1.p1	XM_003330076.2.p1
OG0004814	XM_001593134.1.p1	XM_003332255.2.p1
OG0004819	XM_001588733.1.p1	XM_003307487.2.p1
OG0004829	XM_001587093.1.p1	XM_003307220.2.p1
OG0004883	XM_001596691.1.p1	XM_003334010.2.p1
OG0004885	XM_001597967.1.p1	XM_003335669.2.p1
OG0004887	XM_001584500.1.p1	XM_003322893.2.p1
OG0004888	XM_001598153.1.p1	XM_003326674.2.p1
OG0004894	XM_001594547.1.p1	XM_003326741.2.p1
OG0004909	XM_001590878.1.p1	XM_003320862.2.p1
OG0004921	XM_001587734.1.p1	XM_003337358.2.p1
OG0004930	XM_001586582.1.p1	XM_003334816.2.p1
OG0004944	XM_001585965.1.p1	XM_003335028.2.p1
OG0004951	XM_001585137.1.p1	XM_003322786.1.p1, XM_003322755.1.p1
OG0004965	XM_001596387.1.p1	XM_003337477.2.p1
OG0004970	XM_001595924.1.p1	XM_003888777.1.p1
OG0004976	XM_001598293.1.p1	XM_003324626.2.p1
OG0004985	XM_001586780.1.p1	XM_003334588.2.p1
OG0004989	XM_001593560.1.p1	XM_003326045.2.p1
OG0004991	XM_001594106.1.p1	XM_003328018.2.p1
OG0004996	XM_001592513.1.p1	XM_003889758.1.p1
OG0004997	XM_001590872.1.p1	XM_003334350.2.p1
OG0004998	XM_001592693.1.p1	XM_003322070.2.p1
OG0005005	XM_001587681.1.p1	XM_003307056.2.p1
OG0005020	XM_001588550.1.p1	XM_003330657.1.p1
OG0005038	XM_001591848.1.p1	XM_003324429.2.p1
OG0005041	XM_001592199.1.p1	XM_003326124.1.p1
OG0005055	XM_001588571.1.p1	XM_003327500.2.p1, XM_003307407.2.p1
OG0005060	XM_001597462.1.p1	XM_003327529.2.p1
OG0005062	XM_001598824.1.p1	XM_003319364.1.p1
OG0005063	XM_001593685.1.p1	XM_003326582.2.p1
OG0005067	XM_001589813.1.p1	XM_003335234.2.p1
OG0005070	XM_001593761.1.p1	XM_003331116.2.p1
OG0005085	XM_001584902.1.p1	XM_003319446.2.p1
OG0005089	XM_001591547.1.p1	XM_003325829.2.p1
OG0005090	XM_001598456.1.p1	XM_003328148.2.p1
OG0005092	XM_001584596.1.p1	XM_003337398.2.p1
OG0005095	XM_001591259.1.p1	XM_003330957.2.p1
OG0005105	XM_001595092.1.p1	XM_003335220.2.p1, XM_003330271.2.p1
OG0005108	XM_001592210.1.p1	XM_003330943.2.p1, XM_003325513.2.p1
OG0005183	XM_001597625.1.p1	XM_003328866.2.p1
OG0005194	XM_001588401.1.p1	XM_003326400.2.p1
OG0005251	XM_001591175.1.p1	XM_003323840.2.p1
OG0005258	XM_001595324.1.p1	XM_003331728.2.p1
OG0005266	XM_001588908.1.p1	XM_003328539.2.p1
OG0005276	XM_001594379.1.p1	XM_003322806.2.p1
OG0005278	XM_001595064.1.p1	XM_003332563.2.p1
OG0005314	XM_001598530.1.p1	XM_003327701.2.p1
OG0005332	XM_001595159.1.p1	XM_003319967.2.p1
OG0005351	XM_001591036.1.p1	XM_003322229.2.p1
OG0005361	XM_001584876.1.p1	XM_003336241.2.p1
OG0005378	XM_001597681.1.p1	XM_003329958.2.p1
OG0005406	XM_001585296.1.p1	XM_003324674.2.p1
OG0005408	XM_001585785.1.p1	XM_003330935.2.p1
OG0005421	XM_001587285.1.p1	XM_003336083.2.p1
OG0005430	XM_001596223.1.p1	XM_003329049.2.p1
OG0005433	XM_001596574.1.p1	XM_003335719.2.p1
OG0005434	XM_001593413.1.p1	XM_003326333.2.p1
OG0005490	XM_001594542.1.p1	XM_003332919.2.p1, XM_003337222.2.p1
OG0005511	XM_001593714.1.p1, XM_001592362.1.p1, XM_001592363.1.p1	XM_003332030.2.p1
OG0005591	XM_001593510.1.p1	XM_003334495.2.p1
OG0005617	XM_001597765.1.p1	XM_003331470.2.p1
OG0005632	XM_001585972.1.p1	XM_003336191.1.p1
OG0005636	XM_001587439.1.p1	XM_003325605.2.p1
OG0005645	XM_001589180.1.p1	XM_003325329.2.p1
OG0005743	XM_001595570.1.p1	XM_003307055.2.p1, XM_003338337.2.p1
OG0005760	XM_001598106.1.p1	XM_003328461.2.p1
OG0005762	XM_001592936.1.p1	XM_003328169.2.p1
OG0005775	XM_001593659.1.p1	XM_003336252.2.p1
OG0005777	XM_001584633.1.p1	XM_003338923.2.p1
OG0005780	XM_001595647.1.p1	XM_003336028.2.p1
OG0005782	XM_001595955.1.p1	XM_003325339.2.p1
OG0005807	XM_001584762.1.p1	XM_003325444.2.p1, XM_003325445.2.p1, XM_003322413.2.p1, XM_003326526.2.p1, XM_003324846.2.p1, XM_003325369.2.p1, XM_003333667.2.p1, XM_003333657.2.p1, XM_003332244.2.p1, XM_003327639.2.p1, XM_003307370.2.p1, XM_003337995.2.p1
OG0005856	XM_001584764.1.p1	XM_003326996.2.p1
OG0005872	XM_001588796.1.p1	XM_003330834.2.p1
OG0005935	XM_001598453.1.p1	XM_003328831.2.p1
OG0005950	XM_001592180.1.p1	XM_003325749.2.p1
OG0006012	XM_001588565.1.p1	XM_003330179.2.p1
OG0006026	XM_001587415.1.p1	XM_003338720.2.p1
OG0006032	XM_001592892.1.p1	XM_003337656.2.p1
OG0006040	XM_001587599.1.p1	XM_003335137.2.p1
OG0006056	XM_001593898.1.p1	XM_003332040.2.p1
OG0006057	XM_001598828.1.p1	XM_003328588.2.p1
OG0006160	XM_001590751.1.p1, XM_001590750.1.p1	XM_003328855.2.p1, XM_003333516.2.p1
OG0006166	XM_001596139.1.p1	XM_003332083.2.p1
OG0006204	XM_001585423.1.p1	XM_003321605.2.p1
OG0006214	XM_001594484.1.p1	XM_003329922.2.p1
OG0006262	XM_001593559.1.p1	XM_003307281.2.p1
OG0006287	XM_001598461.1.p1	XM_003322096.2.p1
OG0006375	XM_001597628.1.p1	XM_003327389.2.p1
OG0006444	XM_001587154.1.p1	XM_003328181.2.p1
OG0006445	XM_001586342.1.p1	XM_003329141.2.p1, XM_003332165.2.p1, XM_003324313.2.p1, XM_003890391.1.p1
OG0006452	XM_001588895.1.p1	XM_003331907.2.p1
OG0006469	XM_001593589.1.p1	XM_003890125.1.p1, XM_003327100.2.p1
OG0006484	XM_001590774.1.p1	XM_003319679.2.p1
OG0006581	XM_001594483.1.p1	XM_003337297.2.p1
OG0006913	XM_001596204.1.p1	XM_003319604.2.p1
OG0006919	XM_001595872.1.p1	XM_003336468.2.p1
OG0006922	XM_001591422.1.p1	XM_003307023.2.p1
OG0007067	XM_001585109.1.p1	XM_003327776.2.p1
OG0007081	XM_001592268.1.p1	XM_003307734.2.p1
OG0007110	XM_001590705.1.p1	XM_003326683.2.p1
OG0007146	XM_001585682.1.p1	XM_003322097.2.p1
OG0007154	XM_001585036.1.p1	XM_003338151.1.p1
OG0007579	XM_001593394.1.p1	XM_003322329.2.p1
OG0007689	XM_001597664.1.p1	XM_003326715.2.p1
OG0007788	XM_001590110.1.p1	XM_003323652.2.p1
OG0007947	XM_001588343.1.p1	XM_003328899.2.p1
OG0008202	XM_001590500.1.p1	XM_003329228.2.p1
OG0008315	XM_001594301.1.p1	XM_003322409.2.p1
OG0008338	XM_001597152.1.p1	XM_003337289.2.p1
OG0008610	XM_001596107.1.p1	XM_003307222.2.p1
OG0008732	XM_001590032.1.p1	XM_003321957.2.p1
OG0009257	XM_001592606.1.p1	XM_003334962.1.p1, XM_003334960.2.p1
OG0009499	XM_001598375.1.p1	XM_003321099.2.p1, XM_003326518.2.p1, XM_003320255.2.p1
OG0012797	XM_001593428.1.p1	XM_003331835.1.p1, XM_003334954.2.p1
