Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Aspergillus_flavus_rna_prot
OG0005594	XM_001594874.1.p1	XM_041290158.1.p1
OG0005598	XM_001593475.1.p1	XM_041293591.1.p1
OG0005600	XM_001594615.1.p1	XM_041288161.1.p1
OG0005601	XM_001595622.1.p1	XM_041294828.1.p1
OG0005603	XM_001595239.1.p1	XM_041284820.1.p1
OG0005604	XM_001596847.1.p1	XM_041291967.1.p1
OG0005605	XM_001589050.1.p1	XM_041285485.1.p1
OG0005606	XM_001595470.1.p1	XM_041286915.1.p1
OG0005608	XM_001596266.1.p1	XM_041283975.1.p1
OG0005609	XM_001586399.1.p1	XM_041289175.1.p1
OG0005611	XM_001595461.1.p1	XM_041293384.1.p1
OG0005612	XM_001584914.1.p1	XM_041291555.1.p1
OG0005613	XM_001598492.1.p1	XM_041292861.1.p1
OG0005614	XM_001591685.1.p1	XM_041295818.1.p1
OG0005615	XM_001598217.1.p1	XM_041285820.1.p1, XM_041283863.1.p1, XM_041286271.1.p1
OG0005616	XM_001588728.1.p1	XM_041289043.1.p1
OG0005617	XM_001597765.1.p1	XM_041292200.1.p1
OG0005618	XM_001590835.1.p1	XM_041290481.1.p1, XM_041292573.1.p1
OG0005619	XM_001590213.1.p1	XM_041293024.1.p1
OG0005620	XM_001597631.1.p1	XM_041290113.1.p1
OG0005622	XM_001597070.1.p1	XM_041285795.1.p1
OG0005624	XM_001593448.1.p1	XM_041293843.1.p1
OG0005625	XM_001586675.1.p1	XM_041287941.1.p1
OG0005627	XM_001585576.1.p1	XM_041289589.1.p1
OG0005628	XM_001588336.1.p1	XM_041290971.1.p1
OG0005629	XM_001588428.1.p1	XM_041283934.1.p1
OG0005630	XM_001595840.1.p1	XM_041289557.1.p1
OG0005633	XM_001596604.1.p1	XM_041285781.1.p1
OG0005634	XM_001590952.1.p1	XM_041294274.1.p1
OG0005635	XM_001590214.1.p1	XM_041292932.1.p1
OG0005636	XM_001587439.1.p1	XM_041292065.1.p1
OG0005637	XM_001593907.1.p1	XM_041288881.1.p1
OG0005638	XM_001586471.1.p1	XM_041284595.1.p1
OG0005643	XM_001594110.1.p1	XM_041286481.1.p1
OG0005644	XM_001594032.1.p1	XM_041284280.1.p1
OG0005645	XM_001589180.1.p1	XM_041294895.1.p1
OG0005646	XM_001596383.1.p1	XM_041288111.1.p1
OG0005647	XM_001587514.1.p1	XM_041286955.1.p1
OG0005648	XM_001597167.1.p1	XM_041288713.1.p1
OG0005650	XM_001591105.1.p1	XM_041292972.1.p1
OG0005652	XM_001588720.1.p1	XM_041286852.1.p1
OG0005653	XM_001598648.1.p1	XM_041286589.1.p1
OG0005654	XM_001596819.1.p1	XM_041292921.1.p1
OG0005655	XM_001586878.1.p1	XM_041284823.1.p1
OG0005657	XM_001584545.1.p1	XM_041287200.1.p1
OG0005658	XM_001592828.1.p1	XM_041284891.1.p1
OG0005659	XM_001586456.1.p1	XM_041284244.1.p1
OG0005660	XM_001586841.1.p1	XM_041293839.1.p1
OG0005661	XM_001587991.1.p1	XM_041288205.1.p1
OG0005662	XM_001596193.1.p1	XM_041285171.1.p1
OG0005664	XM_001597939.1.p1	XM_041286406.1.p1
OG0005666	XM_001586146.1.p1	XM_041288504.1.p1
OG0005667	XM_001589553.1.p1	XM_041293777.1.p1
OG0005668	XM_001596950.1.p1	XM_041289974.1.p1
OG0005669	XM_001592946.1.p1	XM_041291969.1.p1
OG0005671	XM_001589066.1.p1	XM_041294659.1.p1
OG0005674	XM_001597109.1.p1	XM_041291221.1.p1
OG0005675	XM_001587840.1.p1	XM_041288228.1.p1
OG0005676	XM_001592735.1.p1	XM_041284225.1.p1
OG0005678	XM_001596112.1.p1	XM_041291548.1.p1
OG0005679	XM_001592989.1.p1	XM_041284943.1.p1
OG0005680	XM_001587242.1.p1	XM_041286829.1.p1
OG0005682	XM_001598580.1.p1	XM_041292828.1.p1
OG0005683	XM_001584574.1.p1	XM_041285003.1.p1
OG0005684	XM_001593501.1.p1	XM_041287149.1.p1
OG0005685	XM_001589678.1.p1	XM_041294646.1.p1
OG0005686	XM_001589876.1.p1	XM_041292429.1.p1
OG0005687	XM_001589456.1.p1	XM_041288144.1.p1
OG0005689	XM_001595711.1.p1	XM_041289019.1.p1
OG0005690	XM_001588657.1.p1	XM_041289146.1.p1
OG0005692	XM_001590359.1.p1	XM_041287479.1.p1
OG0005693	XM_001594737.1.p1	XM_041291222.1.p1
OG0005695	XM_001592488.1.p1	XM_041294053.1.p1
OG0005696	XM_001590781.1.p1	XM_041295470.1.p1
OG0005697	XM_001594585.1.p1	XM_041287480.1.p1
OG0005698	XM_001592680.1.p1	XM_041288681.1.p1
OG0005699	XM_001586195.1.p1	XM_041284646.1.p1
OG0005701	XM_001585648.1.p1	XM_041283928.1.p1
OG0005702	XM_001584895.1.p1	XM_041285857.1.p1
OG0005703	XM_001590642.1.p1	XM_041292038.1.p1
OG0005705	XM_001593716.1.p1	XM_041293271.1.p1
OG0005706	XM_001597456.1.p1	XM_041287207.1.p1
OG0005708	XM_001594365.1.p1	XM_041293889.1.p1
OG0005709	XM_001596716.1.p1	XM_041295189.1.p1
OG0005710	XM_001584679.1.p1	XM_041284982.1.p1
OG0005711	XM_001597706.1.p1	XM_041288755.1.p1
OG0005714	XM_001584680.1.p1	XM_041290272.1.p1
OG0005715	XM_001586303.1.p1	XM_041289063.1.p1
OG0005716	XM_001589279.1.p1	XM_041294065.1.p1
OG0005717	XM_001585610.1.p1	XM_041284418.1.p1
OG0005718	XM_001597405.1.p1	XM_041285935.1.p1
OG0005719	XM_001596775.1.p1	XM_041295188.1.p1
OG0005720	XM_001585717.1.p1	XM_041289323.1.p1
OG0005722	XM_001588167.1.p1	XM_041290268.1.p1
OG0005723	XM_001591888.1.p1	XM_041289167.1.p1
OG0005727	XM_001597637.1.p1	XM_041284913.1.p1
OG0005728	XM_001586961.1.p1	XM_041287001.1.p1
OG0005729	XM_001596603.1.p1	XM_041284224.1.p1
OG0005733	XM_001590238.1.p1	XM_041286384.1.p1
OG0005736	XM_001594786.1.p1	XM_041285367.1.p1
OG0005737	XM_001593163.1.p1	XM_041290286.1.p1
OG0005741	XM_001586143.1.p1	XM_041289005.1.p1
OG0005742	XM_001587545.1.p1, XM_001587643.1.p1, XM_001587644.1.p1, XM_001587547.1.p1, XM_001595694.1.p1	XM_041295199.1.p1, XM_041288925.1.p1
OG0005746	XM_001588283.1.p1	XM_041289034.1.p1
OG0005747	XM_001585888.1.p1	XM_041294014.1.p1
OG0005748	XM_001595765.1.p1	XM_041285522.1.p1
OG0005749	XM_001589533.1.p1	XM_041290801.1.p1
OG0005750	XM_001593904.1.p1	XM_041294897.1.p1
OG0005751	XM_001598399.1.p1	XM_041286911.1.p1
OG0005756	XM_001589195.1.p1	XM_041289483.1.p1
OG0005757	XM_001594545.1.p1	XM_041290339.1.p1
OG0005758	XM_001598719.1.p1	XM_041293933.1.p1
OG0005759	XM_001595804.1.p1	XM_041285353.1.p1
OG0005760	XM_001598106.1.p1	XM_041295595.1.p1, XM_041292633.1.p1
OG0005762	XM_001592936.1.p1	XM_041285515.1.p1
OG0005764	XM_001587574.1.p1	XM_041287024.1.p1
OG0005770	XM_001595150.1.p1	XM_041295656.1.p1, XM_041293568.1.p1
OG0005771	XM_001594140.1.p1	XM_041294497.1.p1
OG0005830	XM_001592562.1.p1	XM_041286906.1.p1
OG0005831	XM_001587532.1.p1	XM_041288247.1.p1
OG0005832	XM_001587027.1.p1	XM_041286545.1.p1
OG0005833	XM_001594376.1.p1	XM_041286864.1.p1
OG0005836	XM_001590991.1.p1	XM_041294806.1.p1
OG0005837	XM_001587704.1.p1	XM_041294910.1.p1
OG0005844	XM_001588902.1.p1	XM_041285483.1.p1
OG0005845	XM_001586654.1.p1	XM_041284847.1.p1
OG0005849	XM_001585758.1.p1	XM_041287188.1.p1
OG0005851	XM_001593300.1.p1	XM_041285202.1.p1
OG0005853	XM_001595215.1.p1	XM_041292327.1.p1
OG0005854	XM_001592418.1.p1	XM_041284273.1.p1
OG0005854	XM_001591178.1.p1	XM_041287156.1.p1
OG0005857	XM_001592884.1.p1	XM_041293876.1.p1
OG0005858	XM_001591399.1.p1	XM_041291724.1.p1
OG0005860	XM_001598018.1.p1	XM_041284966.1.p1
OG0005861	XM_001593752.1.p1	XM_041294609.1.p1
OG0005862	XM_001596898.1.p1	XM_041286920.1.p1
OG0005864	XM_001589290.1.p1	XM_041291335.1.p1
OG0005866	XM_001593372.1.p1	XM_041290940.1.p1
OG0005869	XM_001587486.1.p1	XM_041286077.1.p1
OG0005870	XM_001589420.1.p1	XM_041286425.1.p1
OG0005871	XM_001584838.1.p1	XM_041293130.1.p1
OG0005872	XM_001588796.1.p1	XM_041290299.1.p1
OG0005873	XM_001587100.1.p1	XM_041289794.1.p1
OG0005877	XM_001597743.1.p1	XM_041288525.1.p1
OG0005878	XM_001591852.1.p1	XM_041289908.1.p1
OG0005882	XM_001596287.1.p1	XM_041284076.1.p1
OG0005883	XM_001595432.1.p1	XM_041286583.1.p1
OG0005886	XM_001597577.1.p1	XM_041295282.1.p1
OG0005887	XM_001586895.1.p1	XM_041283976.1.p1
OG0005889	XM_001588575.1.p1	XM_041288237.1.p1
OG0005890	XM_001592119.1.p1	XM_041294866.1.p1
OG0005893	XM_001591290.1.p1	XM_041289404.1.p1, XM_041285420.1.p1
OG0005895	XM_001584776.1.p1	XM_041289665.1.p1
OG0005896	XM_001592215.1.p1	XM_041289281.1.p1
OG0005903	XM_001594580.1.p1	XM_041288170.1.p1
OG0005906	XM_001592522.1.p1	XM_041289876.1.p1
OG0005907	XM_001590126.1.p1	XM_041294919.1.p1
OG0005909	XM_001589056.1.p1	XM_041291252.1.p1
OG0005910	XM_001586076.1.p1	XM_041292052.1.p1
OG0005914	XM_001590079.1.p1	XM_041285847.1.p1
OG0005915	XM_001589088.1.p1	XM_041292906.1.p1
OG0005916	XM_001586999.1.p1	XM_041293242.1.p1
OG0005919	XM_001592002.1.p1	XM_041288667.1.p1
OG0005920	XM_001586344.1.p1	XM_041294757.1.p1
OG0005921	XM_001584511.1.p1	XM_041291248.1.p1
OG0005922	XM_001584510.1.p1	XM_041294725.1.p1
OG0005923	XM_001592320.1.p1	XM_041294055.1.p1
OG0005924	XM_001594063.1.p1	XM_041294344.1.p1, XM_041290554.1.p1, XM_041287664.1.p1
OG0005925	XM_001590932.1.p1	XM_041291331.1.p1
OG0005926	XM_001594322.1.p1	XM_041290761.1.p1
OG0005927	XM_001591403.1.p1	XM_041284197.1.p1
OG0005928	XM_001590456.1.p1	XM_041295479.1.p1
OG0005929	XM_001598160.1.p1	XM_041286600.1.p1
OG0005930	XM_001590233.1.p1	XM_041292928.1.p1
OG0005931	XM_001590762.1.p1	XM_041290673.1.p1
OG0005933	XM_001598166.1.p1	XM_041292993.1.p1
OG0005935	XM_001598453.1.p1	XM_041287995.1.p1
OG0005939	XM_001598334.1.p1	XM_041286158.1.p1
OG0005940	XM_001589118.1.p1	XM_041294564.1.p1
OG0005941	XM_001588273.1.p1	XM_041285910.1.p1
OG0005942	XM_001592633.1.p1	XM_041291805.1.p1
OG0005943	XM_001593198.1.p1	XM_041293967.1.p1
OG0005944	XM_001588774.1.p1	XM_041291376.1.p1
OG0005945	XM_001594092.1.p1	XM_041292883.1.p1
OG0005946	XM_001593749.1.p1	XM_041287622.1.p1, XM_041289946.1.p1
OG0005947	XM_001593658.1.p1	XM_041293193.1.p1
OG0005948	XM_001597140.1.p1	XM_041286429.1.p1
OG0005949	XM_001594509.1.p1	XM_041287277.1.p1
OG0005952	XM_001594502.1.p1	XM_041285310.1.p1
OG0005954	XM_001586646.1.p1	XM_041286812.1.p1
OG0005956	XM_001587981.1.p1	XM_041293853.1.p1
OG0005957	XM_001586822.1.p1	XM_041293825.1.p1
OG0005958	XM_001586856.1.p1	XM_041284048.1.p1
OG0005959	XM_001594147.1.p1	XM_041293794.1.p1
OG0005961	XM_001587219.1.p1	XM_041286539.1.p1
OG0005962	XM_001585136.1.p1	XM_041289540.1.p1
OG0005964	XM_001598318.1.p1	XM_041284108.1.p1
OG0005966	XM_001586206.1.p1	XM_041284433.1.p1
OG0005968	XM_001597314.1.p1	XM_041287857.1.p1
OG0005969	XM_001586312.1.p1	XM_041285086.1.p1
OG0005971	XM_001597486.1.p1	XM_041285991.1.p1
OG0005974	XM_001592570.1.p1	XM_041286645.1.p1
OG0005975	XM_001597676.1.p1	XM_041295167.1.p1
OG0005977	XM_001587237.1.p1	XM_041286828.1.p1
OG0005980	XM_001587692.1.p1	XM_041284190.1.p1
OG0005981	XM_001585071.1.p1	XM_041291227.1.p1
OG0005982	XM_001596940.1.p1	XM_041289975.1.p1
OG0005984	XM_001598161.1.p1	XM_041294207.1.p1
OG0005985	XM_001597378.1.p1	XM_041285027.1.p1
OG0005986	XM_001593085.1.p1	XM_041289527.1.p1
OG0005987	XM_001591804.1.p1	XM_041288016.1.p1
OG0005989	XM_001590574.1.p1	XM_041291090.1.p1
OG0005990	XM_001589153.1.p1	XM_041285529.1.p1
OG0005991	XM_001598343.1.p1	XM_041284941.1.p1
OG0005993	XM_001593729.1.p1	XM_041286537.1.p1
OG0005994	XM_001588651.1.p1	XM_041293155.1.p1
OG0005995	XM_001586949.1.p1	XM_041294605.1.p1
OG0005996	XM_001590738.1.p1	XM_041284154.1.p1
OG0005997	XM_001592179.1.p1	XM_041284859.1.p1
OG0006000	XM_001597602.1.p1	XM_041285393.1.p1
OG0006001	XM_001596590.1.p1	XM_041286802.1.p1
OG0006002	XM_001590311.1.p1	XM_041288980.1.p1
OG0006003	XM_001594696.1.p1	XM_041290794.1.p1
OG0006008	XM_001592370.1.p1	XM_041295832.1.p1, XM_041292303.1.p1
OG0006010	XM_001598664.1.p1	XM_041284077.1.p1
OG0006016	XM_001584682.1.p1	XM_041291271.1.p1
OG0006018	XM_001585362.1.p1	XM_041292419.1.p1
OG0006019	XM_001588378.1.p1	XM_041285234.1.p1
OG0006020	XM_001586932.1.p1	XM_041289953.1.p1
OG0006021	XM_001592533.1.p1	XM_041283959.1.p1
OG0006023	XM_001586163.1.p1	XM_041284395.1.p1
OG0006024	XM_001591170.1.p1	XM_041295511.1.p1
OG0006026	XM_001587415.1.p1	XM_041292812.1.p1
OG0006035	XM_001593690.1.p1	XM_041293604.1.p1
OG0006038	XM_001595316.1.p1	XM_041293207.1.p1
OG0006040	XM_001587599.1.p1	XM_041289779.1.p1
OG0006042	XM_001590680.1.p1, XM_001597861.1.p1	XM_041288532.1.p1
OG0006043	XM_001595347.1.p1	XM_041286557.1.p1
OG0006048	XM_001597445.1.p1	XM_041284262.1.p1
OG0006049	XM_001585606.1.p1	XM_041291744.1.p1
OG0006050	XM_001584911.1.p1	XM_041291553.1.p1
OG0006051	XM_001595566.1.p1	XM_041289247.1.p1
OG0006053	XM_001598770.1.p1	XM_041284473.1.p1
OG0006054	XM_001591153.1.p1	XM_041292135.1.p1
OG0006056	XM_001593898.1.p1	XM_041290340.1.p1
OG0006057	XM_001598828.1.p1	XM_041293897.1.p1
OG0006059	XM_001595287.1.p1, XM_001595285.1.p1	XM_041290385.1.p1
OG0006061	XM_001587182.1.p1	XM_041283983.1.p1, XM_041286457.1.p1
OG0006062	XM_001588503.1.p1	XM_041284088.1.p1
OG0006063	XM_001586614.1.p1	XM_041284935.1.p1
OG0006064	XM_001593068.1.p1	XM_041287657.1.p1, XM_041295055.1.p1, XM_041284948.1.p1
OG0006065	XM_001590775.1.p1	XM_041294394.1.p1, XM_041285114.1.p1
OG0006071	XM_001588013.1.p1	XM_041289314.1.p1
OG0006073	XM_001584782.1.p1	XM_041290044.1.p1
OG0006074	XM_001592869.1.p1, XM_001585301.1.p1	XM_041290463.1.p1
OG0006079	XM_001595390.1.p1	XM_041294461.1.p1
OG0006159	XM_001594050.1.p1	XM_041295081.1.p1
OG0006162	XM_001586571.1.p1	XM_041284125.1.p1
OG0006165	XM_001586960.1.p1	XM_041286970.1.p1
OG0006167	XM_001594486.1.p1	XM_041295162.1.p1
OG0006169	XM_001589313.1.p1	XM_041291392.1.p1
OG0006173	XM_001587184.1.p1	XM_041290546.1.p1
OG0006175	XM_001587135.1.p1	XM_041291961.1.p1
OG0006179	XM_001590103.1.p1	XM_041294916.1.p1
OG0006182	XM_001588693.1.p1	XM_041284228.1.p1
OG0006186	XM_001593091.1.p1	XM_041287529.1.p1
OG0006187	XM_001596611.1.p1	XM_041288210.1.p1
OG0006202	XM_001596083.1.p1	XM_041285299.1.p1, XM_041283825.1.p1
OG0006204	XM_001585423.1.p1	XM_041291438.1.p1
OG0006205	XM_001586235.1.p1	XM_041289468.1.p1
OG0006207	XM_001587066.1.p1	XM_041289030.1.p1
OG0006214	XM_001594484.1.p1	XM_041293761.1.p1
OG0006215	XM_001594702.1.p1	XM_041288134.1.p1
OG0006217	XM_001595248.1.p1	XM_041285030.1.p1
OG0006219	XM_001586392.1.p1	XM_041286687.1.p1
OG0006223	XM_001587567.1.p1	XM_041293319.1.p1
OG0006228	XM_001584577.1.p1	XM_041287460.1.p1
OG0006230	XM_001585381.1.p1	XM_041286742.1.p1, XM_041287587.1.p1
OG0006233	XM_001585027.1.p1	XM_041285381.1.p1
OG0006234	XM_001595388.1.p1	XM_041294460.1.p1
OG0006235	XM_001593252.1.p1	XM_041289161.1.p1
OG0006238	XM_001595941.1.p1	XM_041285665.1.p1
OG0006246	XM_001594164.1.p1	XM_041294032.1.p1
OG0006248	XM_001594998.1.p1	XM_041295464.1.p1, XM_041287351.1.p1
OG0006250	XM_001591516.1.p1	XM_041288376.1.p1
OG0006251	XM_001597541.1.p1	XM_041294401.1.p1
OG0006253	XM_001596256.1.p1	XM_041293739.1.p1
OG0006255	XM_001587280.1.p1	XM_041287069.1.p1
OG0006257	XM_001586504.1.p1	XM_041284084.1.p1
OG0006258	XM_001587169.1.p1	XM_041286867.1.p1
OG0006259	XM_001587308.1.p1	XM_041292341.1.p1
OG0006265	XM_001587353.1.p1	XM_041286335.1.p1, XM_041285243.1.p1
OG0006267	XM_001598829.1.p1	XM_041293891.1.p1
OG0006268	XM_001594614.1.p1	XM_041288167.1.p1
OG0006268	XM_001594613.1.p1	XM_041295582.1.p1
OG0006269	XM_001598842.1.p1	XM_041289008.1.p1
OG0006272	XM_001594525.1.p1, XM_001591336.1.p1	XM_041284517.1.p1, XM_041286441.1.p1, XM_041284050.1.p1
OG0006274	XM_001591476.1.p1	XM_041287862.1.p1
OG0006276	XM_001596605.1.p1	XM_041292767.1.p1
OG0006278	XM_001596837.1.p1	XM_041295736.1.p1
OG0006279	XM_001597542.1.p1	XM_041294414.1.p1
OG0006281	XM_001594942.1.p1	XM_041291023.1.p1
OG0006282	XM_001586134.1.p1	XM_041289345.1.p1
OG0006287	XM_001598461.1.p1	XM_041287971.1.p1
OG0006288	XM_001595053.1.p1	XM_041286950.1.p1, XM_041284160.1.p1
OG0006289	XM_001590346.1.p1, XM_001590443.1.p1	XM_041293428.1.p1, XM_041290607.1.p1
OG0006290	XM_001588441.1.p1	XM_041284556.1.p1
OG0006292	XM_001598806.1.p1	XM_041291854.1.p1
OG0006293	XM_001592692.1.p1	XM_041288637.1.p1
OG0006297	XM_001586586.1.p1	XM_041288380.1.p1
OG0006300	XM_001593105.1.p1	XM_041285377.1.p1
OG0006301	XM_001598863.1.p1	XM_041285802.1.p1
OG0006305	XM_001590296.1.p1	XM_041283910.1.p1
OG0006311	XM_001588795.1.p1	XM_041284970.1.p1
OG0006313	XM_001584877.1.p1	XM_041293147.1.p1
OG0006315	XM_001587570.1.p1	XM_041286570.1.p1
OG0006324	XM_001591782.1.p1	XM_041292467.1.p1
OG0006330	XM_001585272.1.p1	XM_041294842.1.p1
OG0006333	XM_001587781.1.p1	XM_041288284.1.p1
OG0006335	XM_001594300.1.p1	XM_041289061.1.p1
OG0006340	XM_001586978.1.p1	XM_041284017.1.p1
OG0006341	XM_001589388.1.p1	XM_041284295.1.p1
OG0006343	XM_001593271.1.p1	XM_041284162.1.p1
OG0006344	XM_001595547.1.p1	XM_041284204.1.p1
OG0006346	XM_001591765.1.p1	XM_041287058.1.p1, XM_041287461.1.p1, XM_041285155.1.p1
OG0006347	XM_001594498.1.p1	XM_041285312.1.p1
OG0006348	XM_001596200.1.p1	XM_041285663.1.p1
OG0006351	XM_001595979.1.p1	XM_041286964.1.p1, XM_041286730.1.p1
OG0006352	XM_001596044.1.p1	XM_041293083.1.p1
OG0006352	XM_001597986.1.p1	XM_041290341.1.p1
OG0006356	XM_001597350.1.p1	XM_041292072.1.p1
OG0006357	XM_001587813.1.p1	XM_041293836.1.p1
OG0006359	XM_001591775.1.p1, XM_001598576.1.p1, XM_001598475.1.p1	XM_041294588.1.p1
OG0006361	XM_001587408.1.p1	XM_041295821.1.p1
OG0006447	XM_001592784.1.p1	XM_041290048.1.p1
OG0006449	XM_001598760.1.p1	XM_041291768.1.p1
OG0006452	XM_001588895.1.p1	XM_041289764.1.p1
OG0006456	XM_001596464.1.p1	XM_041292345.1.p1
OG0006457	XM_001598419.1.p1	XM_041286887.1.p1
OG0006458	XM_001585074.1.p1	XM_041286708.1.p1
OG0006459	XM_001596360.1.p1	XM_041295767.1.p1
OG0006471	XM_001586547.1.p1	XM_041289165.1.p1
OG0006472	XM_001595396.1.p1	XM_041286442.1.p1, XM_041286714.1.p1
OG0006475	XM_001595183.1.p1	XM_041291795.1.p1, XM_041292682.1.p1, XM_041291606.1.p1
OG0006479	XM_001584941.1.p1	XM_041291130.1.p1
OG0006481	XM_001597360.1.p1	XM_041285932.1.p1
OG0006484	XM_001590774.1.p1	XM_041293528.1.p1
OG0006490	XM_001595605.1.p1	XM_041294942.1.p1
OG0006491	XM_001584594.1.p1	XM_041287889.1.p1
OG0006493	XM_001588786.1.p1	XM_041290799.1.p1
OG0006494	XM_001598909.1.p1	XM_041284868.1.p1
OG0006502	XM_001588021.1.p1	XM_041295547.1.p1
OG0006511	XM_001597142.1.p1	XM_041288983.1.p1
OG0006518	XM_001595322.1.p1	XM_041293564.1.p1
OG0006525	XM_001585913.1.p1	XM_041285524.1.p1
OG0006526	XM_001590131.1.p1	XM_041290350.1.p1
OG0006532	XM_001595228.1.p1	XM_041286110.1.p1
OG0006534	XM_001595260.1.p1	XM_041286521.1.p1
OG0006535	XM_001588884.1.p1	XM_041294660.1.p1
OG0006537	XM_001598418.1.p1	XM_041286888.1.p1
OG0006539	XM_001593891.1.p1	XM_041286717.1.p1
OG0006540	XM_001591401.1.p1	XM_041285754.1.p1
OG0006548	XM_001592344.1.p1	XM_041289885.1.p1
OG0006555	XM_001598666.1.p1	XM_041286975.1.p1
OG0006561	XM_001593939.1.p1	XM_041291040.1.p1
OG0006563	XM_001587370.1.p1	XM_041286484.1.p1
OG0006568	XM_001594311.1.p1, XM_001592484.1.p1	XM_041292269.1.p1
OG0006569	XM_001586066.1.p1	XM_041289703.1.p1
OG0006570	XM_001593088.1.p1	XM_041288064.1.p1
OG0006572	XM_001584765.1.p1	XM_041293893.1.p1
OG0006581	XM_001594483.1.p1	XM_041293771.1.p1
OG0006597	XM_001585293.1.p1	XM_041287266.1.p1
OG0006601	XM_001594811.1.p1	XM_041286674.1.p1
OG0006602	XM_001591189.1.p1	XM_041284269.1.p1
OG0006605	XM_001584505.1.p1, XM_001585001.1.p1	XM_041285191.1.p1
OG0006608	XM_001595096.1.p1	XM_041286585.1.p1
OG0006610	XM_001589631.1.p1	XM_041287679.1.p1
OG0006613	XM_001597849.1.p1	XM_041288522.1.p1
OG0006614	XM_001598136.1.p1	XM_041295237.1.p1, XM_041291929.1.p1, XM_041289837.1.p1
OG0006615	XM_001593174.1.p1	XM_041290192.1.p1
OG0006622	XM_001593833.1.p1	XM_041294166.1.p1
OG0006624	XM_001597840.1.p1	XM_041294813.1.p1
OG0006625	XM_001594842.1.p1	XM_041295571.1.p1
OG0006734	XM_001588129.1.p1	XM_041283938.1.p1
OG0006741	XM_001584868.1.p1	XM_041287468.1.p1
OG0006742	XM_001598416.1.p1	XM_041294675.1.p1
OG0006745	XM_001598162.1.p1	XM_041294192.1.p1
OG0006755	XM_001595494.1.p1	XM_041288840.1.p1
OG0006761	XM_001587496.1.p1	XM_041292708.1.p1, XM_041290447.1.p1
OG0006765	XM_001597162.1.p1	XM_041291551.1.p1
OG0006770	XM_001591722.1.p1	XM_041292090.1.p1
OG0006776	XM_001593421.1.p1	XM_041293738.1.p1
OG0006786	XM_001591294.1.p1	XM_041284750.1.p1
OG0006798	XM_001591030.1.p1	XM_041291320.1.p1
OG0006806	XM_001597086.1.p1	XM_041291336.1.p1
OG0006828	XM_001593764.1.p1	XM_041293629.1.p1
OG0006830	XM_001592490.1.p1	XM_041294064.1.p1
OG0006834	XM_001592028.1.p1	XM_041295449.1.p1
OG0006839	XM_001594495.1.p1	XM_041289004.1.p1
OG0006844	XM_001594485.1.p1	XM_041293770.1.p1
OG0006846	XM_001595993.1.p1	XM_041292578.1.p1
OG0006849	XM_001588225.1.p1	XM_041285332.1.p1
OG0006853	XM_001592364.1.p1	XM_041287026.1.p1
OG0006861	XM_001596892.1.p1	XM_041284022.1.p1
OG0006862	XM_001586881.1.p1	XM_041289308.1.p1
OG0006864	XM_001598186.1.p1	XM_041285613.1.p1
OG0006867	XM_001591198.1.p1	XM_041288822.1.p1
OG0006873	XM_001595153.1.p1	XM_041294452.1.p1
OG0006888	XM_001585127.1.p1	XM_041289804.1.p1
OG0006901	XM_001595142.1.p1	XM_041286688.1.p1
OG0006904	XM_001589237.1.p1	XM_041287686.1.p1
OG0006907	XM_001584667.1.p1	XM_041290256.1.p1
OG0006913	XM_001596204.1.p1	XM_041295228.1.p1
OG0007088	XM_001589987.1.p1	XM_041288740.1.p1
OG0007103	XM_001592832.1.p1	XM_041289828.1.p1
OG0007107	XM_001585668.1.p1	XM_041284286.1.p1
OG0007109	XM_001594009.1.p1	XM_041285454.1.p1
OG0007112	XM_001589147.1.p1	XM_041291741.1.p1
OG0007118	XM_001591406.1.p1	XM_041284274.1.p1, XM_041284331.1.p1
OG0007119	XM_001587266.1.p1	XM_041291821.1.p1
OG0007154	XM_001585036.1.p1	XM_041284317.1.p1
OG0007157	XM_001587292.1.p1	XM_041291807.1.p1
OG0007164	XM_001591169.1.p1	XM_041293659.1.p1
OG0007167	XM_001584788.1.p1	XM_041287141.1.p1
OG0007181	XM_001596289.1.p1	XM_041291173.1.p1
OG0007182	XM_001596639.1.p1	XM_041295681.1.p1
OG0007187	XM_001591213.1.p1	XM_041286015.1.p1
OG0007195	XM_001585133.1.p1	XM_041285223.1.p1
OG0007201	XM_001593296.1.p1	XM_041291273.1.p1
OG0007210	XM_001593956.1.p1	XM_041295052.1.p1
OG0007221	XM_001591364.1.p1, XM_001591366.1.p1	XM_041287394.1.p1
OG0007225	XM_001593745.1.p1, XM_001592374.1.p1	XM_041284355.1.p1, XM_041284297.1.p1
OG0007228	XM_001597409.1.p1	XM_041284623.1.p1
OG0007231	XM_001597401.1.p1	XM_041284882.1.p1
OG0007238	XM_001588175.1.p1, XM_001587192.1.p1, XM_001593395.1.p1	XM_041285727.1.p1
OG0007240	XM_001587271.1.p1	XM_041286303.1.p1
OG0007246	XM_001586968.1.p1	XM_041287437.1.p1
OG0007255	XM_001591919.1.p1	XM_041289196.1.p1
OG0007256	XM_001595868.1.p1	XM_041289381.1.p1
OG0007263	XM_001598716.1.p1	XM_041292754.1.p1
OG0007268	XM_001591766.1.p1	XM_041295200.1.p1
OG0007497	XM_001592846.1.p1	XM_041284841.1.p1
OG0007502	XM_001597915.1.p1	XM_041285664.1.p1
OG0007505	XM_001586123.1.p1	XM_041290987.1.p1
