Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Rhizoctonia_solani_rna_prot
OG0003853	XM_001592727.1.p1	XM_043322403.1.p1
OG0003856	XM_001587005.1.p1	XM_043326412.1.p1, XM_043326163.1.p1
OG0003857	XM_001592366.1.p1	XM_043326396.1.p1
OG0003858	XM_001585494.1.p1	XM_043331633.1.p1
OG0003859	XM_001595689.1.p1	XM_043326319.1.p1
OG0003860	XM_001588196.1.p1	XM_043323901.1.p1
OG0003861	XM_001591373.1.p1	XM_043321386.1.p1
OG0003862	XM_001587847.1.p1	XM_043323893.1.p1
OG0003864	XM_001590506.1.p1	XM_043322988.1.p1
OG0003865	XM_001597874.1.p1	XM_043321714.1.p1, XM_043321716.1.p1
OG0003866	XM_001584579.1.p1	XM_043328986.1.p1
OG0003867	XM_001595216.1.p1	XM_043320578.1.p1
OG0003869	XM_001584606.1.p1	XM_043323112.1.p1
OG0003872	XM_001585896.1.p1	XM_043320747.1.p1
OG0003873	XM_001597671.1.p1	XM_043329640.1.p1
OG0003877	XM_001595659.1.p1	XM_043331287.1.p1
OG0003878	XM_001592696.1.p1	XM_043329709.1.p1
OG0003879	XM_001592927.1.p1	XM_043328942.1.p1
OG0003880	XM_001589816.1.p1	XM_043331217.1.p1, XM_043321404.1.p1
OG0003881	XM_001589924.1.p1	XM_043321912.1.p1
OG0003882	XM_001587776.1.p1	XM_043322546.1.p1
OG0003885	XM_001590140.1.p1	XM_043320704.1.p1
OG0003887	XM_001594824.1.p1	XM_043323846.1.p1
OG0003888	XM_001598689.1.p1	XM_043323805.1.p1
OG0003889	XM_001587424.1.p1	XM_043320282.1.p1
OG0003891	XM_001595794.1.p1	XM_043331387.1.p1
OG0003892	XM_001590592.1.p1	XM_043323919.1.p1
OG0003895	XM_001592182.1.p1	XM_043327072.1.p1
OG0003901	XM_001594983.1.p1	XM_043331982.1.p1
OG0003902	XM_001595135.1.p1	XM_043320066.1.p1
OG0003903	XM_001596225.1.p1	XM_043329429.1.p1, XM_043329428.1.p1
OG0003904	XM_001588729.1.p1	XM_043320385.1.p1
OG0003905	XM_001585566.1.p1	XM_043323028.1.p1
OG0003907	XM_001586511.1.p1	XM_043327500.1.p1
OG0003908	XM_001596887.1.p1	XM_043332035.1.p1
OG0003910	XM_001584595.1.p1	XM_043323497.1.p1
OG0003912	XM_001594430.1.p1	XM_043330728.1.p1
OG0003913	XM_001591545.1.p1	XM_043326451.1.p1
OG0003914	XM_001596901.1.p1	XM_043331219.1.p1
OG0003915	XM_001595019.1.p1	XM_043320894.1.p1
OG0003916	XM_001590917.1.p1	XM_043321439.1.p1
OG0003919	XM_001591121.1.p1	XM_043322872.1.p1
OG0003920	XM_001597829.1.p1	XM_043320625.1.p1
OG0003921	XM_001590476.1.p1	XM_043321170.1.p1
OG0003922	XM_001587095.1.p1	XM_043321003.1.p1
OG0003923	XM_001586042.1.p1	XM_043320144.1.p1
OG0003924	XM_001598289.1.p1	XM_043321511.1.p1
OG0003925	XM_001595746.1.p1	XM_043324137.1.p1
OG0003926	XM_001590218.1.p1	XM_043323030.1.p1
OG0003927	XM_001587253.1.p1	XM_043331849.1.p1
OG0003928	XM_001584862.1.p1	XM_043330911.1.p1
OG0003932	XM_001586814.1.p1	XM_043324574.1.p1
OG0003935	XM_001598044.1.p1	XM_043326508.1.p1
OG0003936	XM_001597811.1.p1	XM_043323016.1.p1
OG0003938	XM_001589110.1.p1	XM_043326052.1.p1
OG0003940	XM_001598224.1.p1	XM_043321529.1.p1
OG0003943	XM_001585274.1.p1	XM_043326843.1.p1
OG0003948	XM_001585427.1.p1	XM_043327088.1.p1
OG0003949	XM_001584696.1.p1	XM_043331224.1.p1
OG0003950	XM_001585694.1.p1	XM_043324972.1.p1
OG0003951	XM_001585146.1.p1	XM_043327402.1.p1
OG0003953	XM_001585020.1.p1	XM_043326453.1.p1
OG0003955	XM_001596929.1.p1	XM_043324423.1.p1
OG0003956	XM_001584623.1.p1	XM_043328258.1.p1, XM_043331738.1.p1, XM_043328269.1.p1, XM_043328273.1.p1, XM_043328267.1.p1, XM_043328270.1.p1
OG0003957	XM_001585377.1.p1	XM_043321826.1.p1
OG0003961	XM_001586759.1.p1	XM_043324901.1.p1
OG0003962	XM_001596022.1.p1	XM_043321910.1.p1
OG0003964	XM_001591833.1.p1	XM_043327097.1.p1
OG0003966	XM_001587564.1.p1	XM_043320665.1.p1
OG0003967	XM_001595227.1.p1	XM_043322509.1.p1
OG0003968	XM_001588126.1.p1	XM_043320239.1.p1
OG0003969	XM_001591853.1.p1	XM_043325832.1.p1
OG0003970	XM_001597503.1.p1	XM_043321421.1.p1
OG0003971	XM_001585341.1.p1	XM_043323915.1.p1
OG0003972	XM_001595099.1.p1	XM_043323539.1.p1
OG0003973	XM_001587068.1.p1	XM_043329023.1.p1
OG0003975	XM_001594830.1.p1	XM_043326377.1.p1
OG0003976	XM_001596815.1.p1	XM_043324908.1.p1
OG0003977	XM_001586216.1.p1	XM_043324652.1.p1
OG0003978	XM_001586027.1.p1	XM_043322663.1.p1
OG0003981	XM_001593865.1.p1	XM_043320573.1.p1
OG0003982	XM_001584701.1.p1	XM_043320109.1.p1
OG0003985	XM_001587696.1.p1	XM_043322375.1.p1
OG0003986	XM_001587351.1.p1	XM_043327039.1.p1
OG0003987	XM_001591481.1.p1	XM_043321413.1.p1
OG0003988	XM_001592372.1.p1	XM_043323850.1.p1
OG0003989	XM_001592825.1.p1	XM_043321283.1.p1
OG0003992	XM_001586074.1.p1	XM_043319839.1.p1
OG0003994	XM_001588301.1.p1	XM_043329504.1.p1
OG0003995	XM_001593909.1.p1	XM_043319983.1.p1
OG0003996	XM_001595805.1.p1	XM_043330176.1.p1
OG0003997	XM_001587256.1.p1	XM_043328844.1.p1, XM_043327983.1.p1, XM_043328179.1.p1
OG0003998	XM_001590230.1.p1	XM_043320077.1.p1
OG0003999	XM_001595526.1.p1	XM_043326286.1.p1
OG0004000	XM_001586718.1.p1	XM_043330762.1.p1
OG0004001	XM_001586798.1.p1	XM_043320434.1.p1
OG0004002	XM_001598144.1.p1, XM_001595692.1.p1	XM_043328634.1.p1
OG0004003	XM_001594889.1.p1	XM_043321959.1.p1
OG0004004	XM_001596706.1.p1	XM_043326201.1.p1
OG0004005	XM_001597575.1.p1	XM_043328170.1.p1
OG0004006	XM_001595927.1.p1	XM_043322692.1.p1
OG0004008	XM_001593563.1.p1	XM_043330224.1.p1, XM_043330223.1.p1
OG0004011	XM_001591404.1.p1	XM_043325594.1.p1, XM_043325589.1.p1, XM_043325590.1.p1, XM_043329069.1.p1
OG0004012	XM_001590132.1.p1	XM_043327657.1.p1
OG0004013	XM_001598933.1.p1	XM_043324623.1.p1
OG0004016	XM_001593033.1.p1	XM_043320963.1.p1
OG0004017	XM_001585386.1.p1	XM_043328889.1.p1
OG0004018	XM_001594861.1.p1	XM_043320128.1.p1
OG0004019	XM_001584639.1.p1	XM_043320188.1.p1
OG0004020	XM_001593819.1.p1	XM_043329354.1.p1
OG0004023	XM_001586619.1.p1	XM_043329855.1.p1
OG0004024	XM_001590975.1.p1	XM_043329000.1.p1
OG0004026	XM_001592019.1.p1	XM_043322376.1.p1
OG0004027	XM_001591038.1.p1	XM_043327605.1.p1
OG0004029	XM_001596201.1.p1	XM_043329136.1.p1
OG0004030	XM_001586409.1.p1	XM_043324754.1.p1
OG0004031	XM_001587191.1.p1	XM_043328859.1.p1
OG0004033	XM_001598303.1.p1	XM_043321518.1.p1
OG0004034	XM_001585771.1.p1	XM_043325625.1.p1
OG0004036	XM_001591394.1.p1	XM_043323068.1.p1
OG0004038	XM_001592686.1.p1	XM_043320763.1.p1
OG0004040	XM_001592465.1.p1	XM_043324043.1.p1
OG0004041	XM_001591825.1.p1	XM_043323854.1.p1
OG0004043	XM_001598519.1.p1	XM_043322998.1.p1, XM_043322999.1.p1
OG0004044	XM_001594845.1.p1	XM_043322018.1.p1
OG0004045	XM_001587750.1.p1	XM_043322021.1.p1
OG0004047	XM_001587186.1.p1	XM_043329425.1.p1
OG0004049	XM_001595897.1.p1	XM_043328148.1.p1
OG0004050	XM_001598756.1.p1	XM_043321627.1.p1
OG0004053	XM_001597936.1.p1	XM_043321285.1.p1
OG0004055	XM_001596795.1.p1	XM_043324865.1.p1
OG0004059	XM_001597340.1.p1	XM_043321747.1.p1
OG0004060	XM_001588142.1.p1	XM_043320377.1.p1
OG0004064	XM_001587139.1.p1	XM_043330662.1.p1
OG0004066	XM_001588029.1.p1	XM_043331736.1.p1
OG0004067	XM_001596346.1.p1, XM_001593133.1.p1	XM_043322810.1.p1
OG0004068	XM_001591068.1.p1	XM_043321990.1.p1
OG0004070	XM_001595715.1.p1	XM_043326300.1.p1
OG0004072	XM_001590473.1.p1	XM_043329084.1.p1
OG0004074	XM_001592326.1.p1	XM_043320826.1.p1
OG0004076	XM_001585457.1.p1	XM_043325981.1.p1, XM_043325972.1.p1, XM_043325968.1.p1, XM_043323348.1.p1, XM_043323247.1.p1
OG0004097	XM_001597126.1.p1	XM_043322659.1.p1
OG0004099	XM_001586562.1.p1	XM_043330681.1.p1
OG0004100	XM_001587796.1.p1	XM_043322867.1.p1, XM_043322961.1.p1
OG0004101	XM_001586231.1.p1	XM_043329760.1.p1
OG0004105	XM_001594578.1.p1, XM_001591341.1.p1	XM_043326635.1.p1
OG0004106	XM_001589407.1.p1	XM_043323599.1.p1
OG0004107	XM_001585384.1.p1	XM_043322633.1.p1
OG0004108	XM_001596257.1.p1	XM_043324594.1.p1
OG0004110	XM_001587674.1.p1	XM_043325761.1.p1
OG0004111	XM_001586801.1.p1	XM_043326406.1.p1
OG0004112	XM_001587729.1.p1	XM_043329497.1.p1
OG0004113	XM_001586871.1.p1	XM_043320829.1.p1
OG0004114	XM_001590906.1.p1	XM_043326441.1.p1
OG0004116	XM_001592256.1.p1	XM_043328670.1.p1
OG0004117	XM_001587411.1.p1	XM_043331017.1.p1
OG0004118	XM_001588921.1.p1	XM_043323853.1.p1
OG0004119	XM_001595657.1.p1	XM_043331212.1.p1
OG0004121	XM_001592671.1.p1	XM_043329510.1.p1
OG0004125	XM_001589044.1.p1	XM_043324424.1.p1
OG0004126	XM_001590925.1.p1	XM_043327984.1.p1
OG0004127	XM_001597098.1.p1	XM_043326467.1.p1
OG0004128	XM_001587297.1.p1	XM_043331281.1.p1
OG0004129	XM_001592074.1.p1	XM_043323156.1.p1
OG0004130	XM_001588504.1.p1	XM_043326392.1.p1, XM_043328746.1.p1, XM_043322854.1.p1
OG0004131	XM_001595663.1.p1	XM_043321744.1.p1
OG0004132	XM_001595589.1.p1	XM_043326157.1.p1
OG0004135	XM_001597039.1.p1	XM_043323866.1.p1
OG0004137	XM_001585118.1.p1	XM_043328695.1.p1
OG0004141	XM_001587190.1.p1	XM_043324253.1.p1
OG0004142	XM_001590842.1.p1	XM_043329564.1.p1
OG0004143	XM_001597520.1.p1	XM_043323821.1.p1
OG0004144	XM_001589712.1.p1	XM_043326380.1.p1
OG0004145	XM_001595932.1.p1	XM_043322107.1.p1
OG0004149	XM_001595356.1.p1	XM_043330764.1.p1
OG0004150	XM_001591635.1.p1	XM_043320403.1.p1
OG0004151	XM_001594123.1.p1	XM_043323998.1.p1
OG0004153	XM_001586234.1.p1	XM_043320054.1.p1
OG0004157	XM_001595925.1.p1	XM_043329210.1.p1
OG0004159	XM_001592968.1.p1	XM_043324407.1.p1
OG0004161	XM_001591845.1.p1	XM_043324498.1.p1
OG0004162	XM_001593866.1.p1	XM_043320366.1.p1
OG0004164	XM_001593946.1.p1	XM_043327619.1.p1
OG0004165	XM_001589363.1.p1	XM_043322117.1.p1
OG0004167	XM_001591237.1.p1	XM_043320293.1.p1
OG0004168	XM_001595807.1.p1	XM_043319989.1.p1
OG0004172	XM_001597523.1.p1	XM_043330875.1.p1
OG0004173	XM_001595950.1.p1	XM_043323544.1.p1
OG0004175	XM_001591050.1.p1	XM_043325849.1.p1
OG0004176	XM_001584528.1.p1	XM_043321742.1.p1
OG0004178	XM_001597912.1.p1	XM_043320645.1.p1
OG0004179	XM_001588091.1.p1	XM_043322901.1.p1
OG0004181	XM_001598073.1.p1	XM_043320178.1.p1
OG0004183	XM_001586506.1.p1	XM_043326381.1.p1
OG0004184	XM_001588721.1.p1	XM_043322879.1.p1
OG0004186	XM_001593533.1.p1	XM_043323723.1.p1
OG0004187	XM_001584721.1.p1	XM_043322565.1.p1
OG0004189	XM_001584804.1.p1	XM_043327675.1.p1
OG0004191	XM_001597517.1.p1	XM_043329779.1.p1
OG0004193	XM_001595953.1.p1	XM_043325286.1.p1
OG0004194	XM_001598350.1.p1, XM_001584848.1.p1	XM_043328104.1.p1, XM_043323611.1.p1, XM_043323612.1.p1
OG0004197	XM_001591711.1.p1	XM_043320520.1.p1
OG0004198	XM_001597051.1.p1	XM_043327272.1.p1
OG0004199	XM_001587728.1.p1	XM_043320160.1.p1
OG0004200	XM_001592185.1.p1	XM_043326622.1.p1
OG0004201	XM_001589275.1.p1	XM_043328714.1.p1, XM_043327652.1.p1
OG0004202	XM_001598155.1.p1	XM_043325091.1.p1
OG0004203	XM_001589808.1.p1	XM_043329149.1.p1
OG0004204	XM_001586969.1.p1	XM_043322835.1.p1, XM_043330789.1.p1, XM_043330770.1.p1
OG0004205	XM_001596800.1.p1	XM_043329979.1.p1
OG0004206	XM_001593246.1.p1	XM_043329448.1.p1
OG0004207	XM_001598773.1.p1	XM_043328222.1.p1
OG0004208	XM_001586339.1.p1	XM_043321617.1.p1
OG0004212	XM_001594748.1.p1	XM_043330301.1.p1
OG0004218	XM_001588607.1.p1	XM_043321341.1.p1
OG0004219	XM_001597382.1.p1	XM_043324535.1.p1
OG0004225	XM_001598341.1.p1	XM_043323085.1.p1
OG0004226	XM_001584636.1.p1	XM_043321765.1.p1
OG0004227	XM_001593970.1.p1	XM_043321665.1.p1
OG0004230	XM_001594906.1.p1	XM_043324656.1.p1
OG0004231	XM_001586751.1.p1	XM_043326390.1.p1
OG0004232	XM_001590487.1.p1	XM_043326353.1.p1
OG0004234	XM_001590979.1.p1	XM_043320153.1.p1
OG0004236	XM_001592448.1.p1	XM_043325933.1.p1
OG0004237	XM_001594769.1.p1	XM_043328886.1.p1
OG0004238	XM_001587675.1.p1	XM_043319956.1.p1
OG0004239	XM_001596879.1.p1	XM_043328740.1.p1
OG0004244	XM_001598190.1.p1	XM_043324092.1.p1
OG0004245	XM_001595536.1.p1	XM_043328135.1.p1
OG0004246	XM_001590847.1.p1	XM_043323692.1.p1
OG0004248	XM_001596220.1.p1	XM_043320605.1.p1
OG0004250	XM_001594927.1.p1	XM_043322775.1.p1
OG0004251	XM_001592848.1.p1, XM_001590021.1.p1	XM_043323646.1.p1
OG0004254	XM_001585273.1.p1	XM_043323803.1.p1
OG0004257	XM_001586406.1.p1, XM_001593411.1.p1	XM_043327561.1.p1, XM_043328238.1.p1
OG0004258	XM_001593356.1.p1	XM_043323474.1.p1
OG0004262	XM_001588897.1.p1	XM_043328182.1.p1
OG0004264	XM_001596188.1.p1	XM_043324127.1.p1
OG0004265	XM_001594574.1.p1	XM_043329610.1.p1
OG0004267	XM_001590599.1.p1	XM_043324825.1.p1
OG0004269	XM_001594621.1.p1	XM_043322186.1.p1
OG0004270	XM_001590885.1.p1	XM_043328971.1.p1
OG0004274	XM_001588989.1.p1	XM_043324362.1.p1
OG0004277	XM_001597656.1.p1	XM_043321616.1.p1
OG0004279	XM_001597132.1.p1	XM_043329591.1.p1
OG0004280	XM_001593341.1.p1	XM_043323832.1.p1
OG0004282	XM_001595517.1.p1	XM_043328225.1.p1, XM_043328214.1.p1
OG0004286	XM_001589827.1.p1	XM_043322447.1.p1
OG0004287	XM_001594458.1.p1	XM_043326244.1.p1
OG0004293	XM_001592759.1.p1	XM_043323829.1.p1
OG0004294	XM_001597893.1.p1	XM_043324853.1.p1
OG0004295	XM_001588317.1.p1	XM_043331205.1.p1
OG0004296	XM_001592058.1.p1	XM_043330997.1.p1
OG0004297	XM_001596311.1.p1	XM_043329032.1.p1
OG0004303	XM_001589288.1.p1	XM_043331845.1.p1
OG0004304	XM_001592827.1.p1	XM_043321478.1.p1
OG0004305	XM_001594588.1.p1	XM_043321898.1.p1
OG0004308	XM_001591471.1.p1	XM_043328169.1.p1
OG0004309	XM_001589417.1.p1	XM_043328268.1.p1
OG0004311	XM_001595174.1.p1	XM_043323673.1.p1
OG0004315	XM_001589929.1.p1	XM_043321832.1.p1
OG0004316	XM_001586205.1.p1	XM_043329828.1.p1, XM_043329649.1.p1
OG0004317	XM_001587701.1.p1	XM_043321121.1.p1
OG0004321	XM_001597106.1.p1	XM_043323604.1.p1
OG0004322	XM_001597663.1.p1	XM_043328159.1.p1
OG0004323	XM_001595604.1.p1	XM_043324326.1.p1, XM_043324716.1.p1
OG0004324	XM_001584887.1.p1	XM_043330603.1.p1
OG0004325	XM_001587328.1.p1	XM_043323961.1.p1
OG0004326	XM_001585374.1.p1	XM_043320878.1.p1
OG0004327	XM_001585373.1.p1	XM_043320039.1.p1
OG0004328	XM_001595244.1.p1	XM_043322125.1.p1
OG0004367	XM_001595989.1.p1	XM_043326253.1.p1
OG0004368	XM_001595902.1.p1, XM_001595901.1.p1, XM_001591300.1.p1	XM_043322926.1.p1
OG0004372	XM_001587562.1.p1	XM_043328571.1.p1
OG0004374	XM_001587632.1.p1	XM_043321350.1.p1
OG0004375	XM_001588517.1.p1	XM_043323987.1.p1
OG0004379	XM_001592498.1.p1	XM_043329068.1.p1
OG0004383	XM_001592515.1.p1	XM_043320896.1.p1
OG0004385	XM_001590669.1.p1	XM_043323817.1.p1
OG0004386	XM_001588200.1.p1	XM_043327003.1.p1
OG0004387	XM_001585579.1.p1, XM_001591283.1.p1	XM_043321808.1.p1
OG0004393	XM_001586438.1.p1	XM_043320186.1.p1
OG0004397	XM_001590697.1.p1	XM_043324190.1.p1, XM_043324189.1.p1
OG0004399	XM_001595493.1.p1	XM_043326534.1.p1
OG0004404	XM_001588322.1.p1	XM_043322050.1.p1
OG0004406	XM_001591847.1.p1	XM_043329389.1.p1
OG0004411	XM_001587375.1.p1	XM_043328203.1.p1, XM_043320951.1.p1
OG0004412	XM_001590889.1.p1	XM_043326543.1.p1
OG0004414	XM_001595234.1.p1	XM_043320855.1.p1
OG0004415	XM_001593007.1.p1	XM_043324339.1.p1
OG0004416	XM_001593092.1.p1	XM_043320226.1.p1
OG0004421	XM_001594896.1.p1	XM_043326421.1.p1
OG0004425	XM_001593469.1.p1	XM_043324302.1.p1, XM_043328775.1.p1
OG0004427	XM_001590551.1.p1	XM_043324899.1.p1
OG0004429	XM_001590942.1.p1	XM_043325128.1.p1
OG0004430	XM_001595046.1.p1	XM_043324596.1.p1
OG0004431	XM_001587749.1.p1	XM_043321968.1.p1
OG0004432	XM_001594326.1.p1	XM_043321685.1.p1
OG0004435	XM_001584627.1.p1	XM_043328285.1.p1
OG0004438	XM_001597600.1.p1	XM_043329241.1.p1
OG0004439	XM_001593323.1.p1	XM_043326385.1.p1
OG0004440	XM_001598404.1.p1	XM_043329762.1.p1, XM_043325191.1.p1
OG0004444	XM_001586861.1.p1	XM_043321699.1.p1
OG0004453	XM_001591949.1.p1	XM_043320768.1.p1
OG0004455	XM_001590351.1.p1	XM_043324185.1.p1
OG0004462	XM_001588904.1.p1	XM_043320560.1.p1
OG0004467	XM_001594608.1.p1	XM_043323592.1.p1
OG0004468	XM_001592259.1.p1	XM_043324713.1.p1
OG0004470	XM_001588611.1.p1	XM_043320954.1.p1
OG0004473	XM_001595314.1.p1	XM_043320610.1.p1
OG0004480	XM_001589986.1.p1	XM_043328985.1.p1
OG0004483	XM_001585287.1.p1	XM_043327068.1.p1
OG0004486	XM_001588289.1.p1	XM_043327635.1.p1
OG0004489	XM_001593170.1.p1	XM_043326537.1.p1
OG0004491	XM_001594691.1.p1	XM_043322972.1.p1
OG0004498	XM_001585421.1.p1, XM_001595558.1.p1	XM_043321768.1.p1
OG0004499	XM_001598085.1.p1	XM_043327632.1.p1
OG0004500	XM_001596908.1.p1	XM_043321506.1.p1
OG0004503	XM_001598597.1.p1	XM_043320453.1.p1
OG0004505	XM_001595431.1.p1	XM_043321560.1.p1
OG0004507	XM_001597547.1.p1	XM_043322789.1.p1
OG0004508	XM_001591273.1.p1	XM_043324894.1.p1
OG0004509	XM_001597419.1.p1	XM_043330539.1.p1
OG0004512	XM_001594351.1.p1	XM_043327008.1.p1
OG0004514	XM_001588722.1.p1	XM_043321900.1.p1
OG0004515	XM_001595878.1.p1	XM_043323133.1.p1
OG0004516	XM_001594398.1.p1	XM_043327401.1.p1
OG0004519	XM_001594708.1.p1	XM_043322426.1.p1
OG0004520	XM_001585292.1.p1	XM_043321380.1.p1
OG0004525	XM_001597616.1.p1	XM_043326054.1.p1
OG0004527	XM_001598050.1.p1	XM_043327557.1.p1
OG0004528	XM_001598062.1.p1	XM_043322579.1.p1
OG0004529	XM_001590431.1.p1	XM_043328136.1.p1
OG0004530	XM_001589606.1.p1	XM_043324928.1.p1
OG0004531	XM_001584929.1.p1	XM_043322893.1.p1
OG0004540	XM_001597017.1.p1	XM_043329790.1.p1, XM_043329789.1.p1, XM_043324084.1.p1, XM_043320935.1.p1, XM_043320943.1.p1
OG0004546	XM_001594823.1.p1	XM_043326217.1.p1
OG0004548	XM_001591054.1.p1	XM_043328321.1.p1
OG0004549	XM_001589961.1.p1	XM_043327211.1.p1
OG0004550	XM_001596978.1.p1	XM_043326320.1.p1
OG0004551	XM_001594803.1.p1	XM_043331954.1.p1
OG0004556	XM_001591594.1.p1	XM_043320437.1.p1
OG0004558	XM_001589191.1.p1	XM_043321937.1.p1
OG0004561	XM_001598726.1.p1	XM_043323966.1.p1
OG0004562	XM_001587124.1.p1	XM_043329533.1.p1
OG0004564	XM_001590529.1.p1	XM_043329692.1.p1
OG0004565	XM_001592343.1.p1	XM_043320172.1.p1
OG0004568	XM_001584896.1.p1	XM_043330862.1.p1
OG0004573	XM_001585843.1.p1	XM_043321890.1.p1
OG0004574	XM_001586021.1.p1	XM_043327728.1.p1
OG0004575	XM_001588435.1.p1	XM_043322551.1.p1
OG0004578	XM_001586461.1.p1	XM_043321611.1.p1
OG0004581	XM_001590688.1.p1	XM_043323860.1.p1
OG0004582	XM_001596279.1.p1	XM_043323540.1.p1
OG0004587	XM_001588089.1.p1	XM_043323779.1.p1
OG0004589	XM_001594236.1.p1	XM_043331530.1.p1
OG0004621	XM_001591477.1.p1	XM_043329708.1.p1
OG0004623	XM_001594477.1.p1	XM_043326461.1.p1
OG0004625	XM_001586008.1.p1	XM_043323119.1.p1
OG0004627	XM_001590360.1.p1	XM_043323735.1.p1
OG0004632	XM_001594939.1.p1	XM_043321831.1.p1
OG0004635	XM_001594139.1.p1	XM_043320001.1.p1
OG0004637	XM_001589912.1.p1, XM_001594181.1.p1	XM_043331549.1.p1
OG0004646	XM_001597095.1.p1	XM_043326769.1.p1
OG0004647	XM_001588280.1.p1	XM_043332110.1.p1
OG0004656	XM_001592804.1.p1	XM_043321656.1.p1
OG0004686	XM_001591515.1.p1	XM_043331702.1.p1
OG0004688	XM_001587725.1.p1	XM_043322590.1.p1
OG0004689	XM_001586964.1.p1	XM_043324855.1.p1
OG0004690	XM_001587595.1.p1	XM_043324287.1.p1
OG0004691	XM_001595340.1.p1	XM_043319920.1.p1
OG0004693	XM_001595792.1.p1	XM_043329661.1.p1
OG0004695	XM_001591098.1.p1	XM_043320393.1.p1
OG0004706	XM_001597372.1.p1	XM_043320679.1.p1
OG0004709	XM_001595801.1.p1	XM_043322828.1.p1
OG0004710	XM_001587044.1.p1	XM_043330607.1.p1
OG0004714	XM_001597441.1.p1	XM_043326403.1.p1, XM_043326046.1.p1, XM_043326027.1.p1, XM_043330173.1.p1, XM_043325737.1.p1, XM_043325156.1.p1
OG0004722	XM_001597403.1.p1	XM_043329022.1.p1
OG0004724	XM_001593480.1.p1	XM_043326302.1.p1
OG0004725	XM_001595677.1.p1	XM_043326974.1.p1
OG0004749	XM_001587488.1.p1	XM_043325079.1.p1
OG0004750	XM_001587489.1.p1	XM_043323795.1.p1
OG0004753	XM_001587303.1.p1	XM_043321940.1.p1
OG0004755	XM_001596142.1.p1	XM_043321965.1.p1
OG0004756	XM_001592198.1.p1	XM_043320991.1.p1
OG0004766	XM_001585737.1.p1	XM_043327833.1.p1
OG0004773	XM_001595879.1.p1	XM_043324720.1.p1
OG0004774	XM_001587032.1.p1	XM_043320365.1.p1
OG0004780	XM_001588075.1.p1	XM_043320512.1.p1
OG0004791	XM_001592990.1.p1	XM_043320670.1.p1
OG0004792	XM_001595515.1.p1	XM_043324269.1.p1
OG0004795	XM_001590243.1.p1	XM_043331366.1.p1
OG0004801	XM_001589355.1.p1	XM_043325003.1.p1
OG0004804	XM_001594305.1.p1	XM_043324048.1.p1
OG0004809	XM_001586502.1.p1	XM_043324755.1.p1
OG0004812	XM_001585205.1.p1	XM_043322856.1.p1, XM_043322857.1.p1
OG0004814	XM_001593134.1.p1	XM_043323765.1.p1
OG0004818	XM_001597707.1.p1	XM_043330934.1.p1, XM_043326317.1.p1, XM_043330933.1.p1
OG0004819	XM_001588733.1.p1	XM_043320557.1.p1
OG0004829	XM_001587093.1.p1	XM_043321632.1.p1
OG0004867	XM_001594541.1.p1	XM_043329602.1.p1
OG0004879	XM_001598288.1.p1	XM_043327526.1.p1
OG0004880	XM_001591808.1.p1	XM_043331300.1.p1
OG0004883	XM_001596691.1.p1	XM_043322755.1.p1
OG0004891	XM_001585636.1.p1	XM_043321495.1.p1
OG0004892	XM_001592549.1.p1	XM_043325460.1.p1
OG0004894	XM_001594547.1.p1	XM_043320514.1.p1
OG0004908	XM_001591298.1.p1	XM_043325655.1.p1
OG0004911	XM_001587143.1.p1	XM_043330420.1.p1
OG0004923	XM_001598411.1.p1	XM_043328302.1.p1, XM_043325733.1.p1
OG0004930	XM_001586582.1.p1	XM_043323117.1.p1
OG0004942	XM_001589541.1.p1	XM_043331762.1.p1
OG0004943	XM_001597901.1.p1	XM_043322007.1.p1
OG0004944	XM_001585965.1.p1	XM_043331744.1.p1
OG0004947	XM_001596946.1.p1	XM_043326155.1.p1
OG0004953	XM_001598193.1.p1	XM_043320585.1.p1
OG0004957	XM_001588031.1.p1	XM_043319918.1.p1
OG0004961	XM_001585456.1.p1	XM_043328325.1.p1
OG0004985	XM_001586780.1.p1	XM_043324279.1.p1
OG0004991	XM_001594106.1.p1	XM_043322892.1.p1
OG0004998	XM_001592693.1.p1	XM_043331359.1.p1
OG0005004	XM_001589174.1.p1	XM_043320744.1.p1
OG0005012	XM_001596481.1.p1	XM_043325072.1.p1
OG0005016	XM_001585736.1.p1	XM_043324741.1.p1
OG0005017	XM_001593759.1.p1	XM_043324132.1.p1
OG0005021	XM_001591905.1.p1	XM_043325637.1.p1
OG0005027	XM_001592834.1.p1	XM_043325029.1.p1, XM_043325028.1.p1
OG0005028	XM_001596626.1.p1	XM_043323110.1.p1
OG0005032	XM_001588205.1.p1	XM_043321336.1.p1
OG0005040	XM_001585164.1.p1	XM_043321427.1.p1, XM_043331957.1.p1
OG0005045	XM_001592676.1.p1	XM_043328233.1.p1
OG0005049	XM_001586575.1.p1	XM_043322628.1.p1
OG0005050	XM_001590406.1.p1	XM_043331357.1.p1
OG0005052	XM_001584952.1.p1	XM_043327985.1.p1
OG0005053	XM_001595850.1.p1	XM_043322807.1.p1
OG0005063	XM_001593685.1.p1	XM_043326272.1.p1
OG0005080	XM_001597083.1.p1	XM_043324050.1.p1
OG0005081	XM_001598790.1.p1	XM_043323220.1.p1
OG0005087	XM_001594186.1.p1	XM_043330914.1.p1
OG0005090	XM_001598456.1.p1	XM_043324639.1.p1
