Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Ustilago_maydis_rna_prot
OG0004028	XM_001584565.1.p1	XM_011394252.1.p1
OG0004029	XM_001596201.1.p1	XM_011389377.1.p1
OG0004030	XM_001586409.1.p1	XM_011392603.1.p1
OG0004032	XM_001590717.1.p1	XM_011394342.1.p1
OG0004033	XM_001598303.1.p1	XM_011390304.1.p1
OG0004034	XM_001585771.1.p1	XM_011393009.1.p1
OG0004036	XM_001591394.1.p1	XM_011391793.1.p1
OG0004037	XM_001586772.1.p1	XM_011390544.1.p1
OG0004038	XM_001592686.1.p1	XM_011393956.1.p1
OG0004040	XM_001592465.1.p1	XM_011390830.1.p1
OG0004041	XM_001591825.1.p1	XM_011388694.1.p1
OG0004044	XM_001594845.1.p1	XM_011388600.1.p1
OG0004047	XM_001587186.1.p1	XM_011391319.1.p1
OG0004048	XM_001597198.1.p1	XM_011391598.1.p1, XM_011394244.1.p1
OG0004049	XM_001595897.1.p1	XM_011388107.1.p1
OG0004050	XM_001598756.1.p1	XM_011393556.1.p1
OG0004052	XM_001593201.1.p1	XM_011391976.1.p1
OG0004053	XM_001597936.1.p1	XM_011391739.1.p1
OG0004055	XM_001596795.1.p1	XM_011393767.1.p1
OG0004059	XM_001597340.1.p1	XM_011392620.1.p1
OG0004060	XM_001588142.1.p1	XM_011392990.1.p1
OG0004064	XM_001587139.1.p1	XM_011392921.1.p1
OG0004066	XM_001588029.1.p1	XM_011390420.1.p1
OG0004067	XM_001596346.1.p1, XM_001593133.1.p1	XM_011389609.1.p1
OG0004068	XM_001591068.1.p1	XM_011393781.1.p1
OG0004070	XM_001595715.1.p1	XM_011394008.1.p1
OG0004071	XM_001588462.1.p1	XM_011388489.1.p1
OG0004072	XM_001590473.1.p1	XM_011388035.1.p1
OG0004074	XM_001592326.1.p1	XM_011391438.1.p1
OG0004078	XM_001584792.1.p1	XM_011388437.1.p1
OG0004100	XM_001587796.1.p1	XM_011391529.1.p1
OG0004101	XM_001586231.1.p1	XM_011392971.1.p1
OG0004102	XM_001595481.1.p1	XM_011393944.1.p1
OG0004103	XM_001585777.1.p1	XM_011394012.1.p1
OG0004105	XM_001594578.1.p1, XM_001591341.1.p1	XM_011389931.1.p1
OG0004106	XM_001589407.1.p1	XM_011391561.1.p1
OG0004107	XM_001585384.1.p1	XM_011391281.1.p1
OG0004108	XM_001596257.1.p1	XM_011392775.1.p1
OG0004109	XM_001598594.1.p1, XM_001588306.1.p1	XM_011394057.1.p1
OG0004110	XM_001587674.1.p1	XM_011391381.1.p1
OG0004111	XM_001586801.1.p1	XM_011391193.1.p1
OG0004112	XM_001587729.1.p1	XM_011391028.1.p1
OG0004113	XM_001586871.1.p1	XM_011389060.1.p1
OG0004114	XM_001590906.1.p1	XM_011389859.1.p1
OG0004116	XM_001592256.1.p1	XM_011390369.1.p1
OG0004118	XM_001588921.1.p1	XM_011391430.1.p1
OG0004119	XM_001595657.1.p1	XM_011390235.1.p1
OG0004121	XM_001592671.1.p1	XM_011391494.1.p1
OG0004125	XM_001589044.1.p1	XM_011390554.1.p1
OG0004128	XM_001587297.1.p1	XM_011391083.1.p1
OG0004130	XM_001588504.1.p1	XM_011390324.1.p1
OG0004131	XM_001595663.1.p1	XM_011392360.1.p1
OG0004132	XM_001595589.1.p1	XM_011390105.1.p1
OG0004133	XM_001594664.1.p1	XM_011388344.1.p1
OG0004135	XM_001597039.1.p1	XM_011390278.1.p1
OG0004137	XM_001585118.1.p1	XM_011387977.1.p1
OG0004141	XM_001587190.1.p1	XM_011394372.1.p1
OG0004143	XM_001597520.1.p1	XM_011394323.1.p1
OG0004144	XM_001589712.1.p1	XM_011387755.1.p1
OG0004145	XM_001595932.1.p1	XM_011390982.1.p1
OG0004147	XM_001594759.1.p1	XM_011393403.1.p1
OG0004150	XM_001591635.1.p1	XM_011393254.1.p1
OG0004151	XM_001594123.1.p1	XM_011390978.1.p1
OG0004153	XM_001586234.1.p1	XM_011393136.1.p1
OG0004157	XM_001595925.1.p1	XM_011390826.1.p1
OG0004159	XM_001592968.1.p1	XM_011393320.1.p1
OG0004160	XM_001597313.1.p1	XM_011390158.1.p1
OG0004161	XM_001591845.1.p1	XM_011389971.1.p1
OG0004162	XM_001593866.1.p1	XM_011391458.1.p1
OG0004163	XM_001594871.1.p1, XM_001584933.1.p1	XM_011393990.1.p1
OG0004165	XM_001589363.1.p1	XM_011391983.1.p1
OG0004166	XM_001588806.1.p1	XM_011390675.1.p1
OG0004167	XM_001591237.1.p1	XM_011391198.1.p1
OG0004168	XM_001595807.1.p1	XM_011391363.1.p1
OG0004172	XM_001597523.1.p1	XM_011393445.1.p1
OG0004173	XM_001595950.1.p1	XM_011394279.1.p1
OG0004174	XM_001589323.1.p1	XM_011390078.1.p1
OG0004175	XM_001591050.1.p1	XM_011389558.1.p1
OG0004176	XM_001584528.1.p1	XM_011389844.1.p1
OG0004179	XM_001588091.1.p1	XM_011390449.1.p1
OG0004181	XM_001598073.1.p1	XM_011391608.1.p1
OG0004184	XM_001588721.1.p1	XM_011393625.1.p1
OG0004185	XM_001586993.1.p1	XM_011392139.1.p1
OG0004186	XM_001593533.1.p1	XM_011389776.1.p1
OG0004187	XM_001584721.1.p1	XM_011389363.1.p1
OG0004189	XM_001584804.1.p1	XM_011391199.1.p1
OG0004190	XM_001587798.1.p1	XM_011393538.1.p1
OG0004191	XM_001597517.1.p1	XM_011393504.1.p1
OG0004193	XM_001595953.1.p1	XM_011388308.1.p1
OG0004196	XM_001590853.1.p1	XM_011389823.1.p1, XM_011391775.1.p1
OG0004197	XM_001591711.1.p1	XM_011391372.1.p1
OG0004198	XM_001597051.1.p1	XM_011393075.1.p1
OG0004199	XM_001587728.1.p1	XM_011391249.1.p1
OG0004200	XM_001592185.1.p1	XM_011392859.1.p1
OG0004201	XM_001589275.1.p1	XM_011390945.1.p1, XM_011392357.1.p1, XM_011393257.1.p1, XM_011394028.1.p1
OG0004202	XM_001598155.1.p1	XM_011393728.1.p1
OG0004203	XM_001589808.1.p1	XM_011393126.1.p1, XM_011390289.1.p1
OG0004207	XM_001598773.1.p1	XM_011393541.1.p1
OG0004208	XM_001586339.1.p1	XM_011388832.1.p1
OG0004212	XM_001594748.1.p1	XM_011388785.1.p1
OG0004213	XM_001592578.1.p1, XM_001596023.1.p1	XM_011392221.1.p1
OG0004216	XM_001586458.1.p1	XM_011388527.1.p1, XM_011394002.1.p1
OG0004217	XM_001585615.1.p1	XM_011392878.1.p1
OG0004218	XM_001588607.1.p1	XM_011387881.1.p1
OG0004220	XM_001597659.1.p1	XM_011388304.1.p1
OG0004221	XM_001588944.1.p1	XM_011393806.1.p1
OG0004225	XM_001598341.1.p1	XM_011388610.1.p1
OG0004226	XM_001584636.1.p1	XM_011391419.1.p1
OG0004230	XM_001594906.1.p1	XM_011392522.1.p1
OG0004231	XM_001586751.1.p1	XM_011390770.1.p1
OG0004236	XM_001592448.1.p1	XM_011393448.1.p1
OG0004237	XM_001594769.1.p1	XM_011394197.1.p1
OG0004238	XM_001587675.1.p1	XM_011388917.1.p1
OG0004239	XM_001596879.1.p1	XM_011392392.1.p1
OG0004243	XM_001596942.1.p1	XM_011391307.1.p1
OG0004244	XM_001598190.1.p1	XM_011391018.1.p1
OG0004245	XM_001595536.1.p1	XM_011392203.1.p1
OG0004248	XM_001596220.1.p1	XM_011391108.1.p1
OG0004250	XM_001594927.1.p1	XM_011393542.1.p1
OG0004251	XM_001592848.1.p1, XM_001590021.1.p1	XM_011393444.1.p1, XM_011390228.1.p1
OG0004254	XM_001585273.1.p1	XM_011393271.1.p1
OG0004257	XM_001586406.1.p1, XM_001593411.1.p1	XM_011391653.1.p1
OG0004258	XM_001593356.1.p1	XM_011392351.1.p1
OG0004259	XM_001594108.1.p1	XM_011388857.1.p1
OG0004260	XM_001594763.1.p1	XM_011390102.1.p1
OG0004264	XM_001596188.1.p1	XM_011389212.1.p1
OG0004265	XM_001594574.1.p1	XM_011394148.1.p1
OG0004266	XM_001586135.1.p1	XM_011391452.1.p1
OG0004267	XM_001590599.1.p1	XM_011393401.1.p1
OG0004268	XM_001598465.1.p1	XM_011388765.1.p1
OG0004269	XM_001594621.1.p1	XM_011392042.1.p1
OG0004270	XM_001590885.1.p1	XM_011392568.1.p1
OG0004271	XM_001590882.1.p1	XM_011389368.1.p1
OG0004272	XM_001588194.1.p1	XM_011394061.1.p1
OG0004274	XM_001588989.1.p1	XM_011388275.1.p1
OG0004276	XM_001589413.1.p1	XM_011392812.1.p1
OG0004277	XM_001597656.1.p1	XM_011387845.1.p1
OG0004279	XM_001597132.1.p1	XM_011392557.1.p1
OG0004286	XM_001589827.1.p1	XM_011388676.1.p1
OG0004287	XM_001594458.1.p1	XM_011389871.1.p1
OG0004288	XM_001589886.1.p1	XM_011393396.1.p1
OG0004290	XM_001588235.1.p1	XM_011392818.1.p1
OG0004291	XM_001586906.1.p1	XM_011387699.1.p1
OG0004292	XM_001591485.1.p1	XM_011392365.1.p1
OG0004293	XM_001592759.1.p1	XM_011393594.1.p1
OG0004294	XM_001597893.1.p1	XM_011390090.1.p1
OG0004295	XM_001588317.1.p1	XM_011388251.1.p1
OG0004296	XM_001592058.1.p1	XM_011390115.1.p1
OG0004297	XM_001596311.1.p1	XM_011392002.1.p1
OG0004302	XM_001585925.1.p1	XM_011392687.1.p1
OG0004303	XM_001589288.1.p1	XM_011388043.1.p1
OG0004304	XM_001592827.1.p1	XM_011388392.1.p1
OG0004305	XM_001594588.1.p1	XM_011390974.1.p1
OG0004307	XM_001598766.1.p1	XM_011387802.1.p1
OG0004308	XM_001591471.1.p1	XM_011389471.1.p1
OG0004309	XM_001589417.1.p1	XM_011393802.1.p1
OG0004310	XM_001590814.1.p1	XM_011391080.1.p1
OG0004311	XM_001595174.1.p1	XM_011393426.1.p1
OG0004312	XM_001596508.1.p1	XM_011389129.1.p1
OG0004315	XM_001589929.1.p1	XM_011392368.1.p1
OG0004316	XM_001586205.1.p1	XM_011389366.1.p1
OG0004317	XM_001587701.1.p1	XM_011390703.1.p1
OG0004320	XM_001585445.1.p1	XM_011390439.1.p1
OG0004321	XM_001597106.1.p1	XM_011389026.1.p1
OG0004322	XM_001597663.1.p1	XM_011387719.1.p1
OG0004323	XM_001595604.1.p1	XM_011389154.1.p1
OG0004324	XM_001584887.1.p1	XM_011387706.1.p1
OG0004325	XM_001587328.1.p1	XM_011391330.1.p1
OG0004326	XM_001585374.1.p1	XM_011394102.1.p1
OG0004327	XM_001585373.1.p1	XM_011393378.1.p1
OG0004367	XM_001595989.1.p1	XM_011390211.1.p1
OG0004369	XM_001585749.1.p1	XM_011391571.1.p1
OG0004372	XM_001587562.1.p1	XM_011388853.1.p1
OG0004374	XM_001587632.1.p1	XM_011390752.1.p1
OG0004376	XM_001598422.1.p1	XM_011388554.1.p1
OG0004379	XM_001592498.1.p1	XM_011391583.1.p1
OG0004383	XM_001592515.1.p1	XM_011389647.1.p1
OG0004385	XM_001590669.1.p1	XM_011393705.1.p1
OG0004386	XM_001588200.1.p1	XM_011388280.1.p1
OG0004393	XM_001586438.1.p1	XM_011388538.1.p1
OG0004396	XM_001595510.1.p1	XM_011392965.1.p1
OG0004397	XM_001590697.1.p1	XM_011388845.1.p1
OG0004399	XM_001595493.1.p1	XM_011391751.1.p1
OG0004403	XM_001595823.1.p1	XM_011394238.1.p1
OG0004404	XM_001588322.1.p1	XM_011394101.1.p1
OG0004407	XM_001598712.1.p1	XM_011393081.1.p1
OG0004408	XM_001590896.1.p1	XM_011390363.1.p1
OG0004412	XM_001590889.1.p1	XM_011392877.1.p1
OG0004414	XM_001595234.1.p1	XM_011389510.1.p1
OG0004416	XM_001593092.1.p1	XM_011388319.1.p1
OG0004423	XM_001590836.1.p1	XM_011394356.1.p1
OG0004424	XM_001590752.1.p1	XM_011388990.1.p1
OG0004430	XM_001595046.1.p1	XM_011389305.1.p1
OG0004431	XM_001587749.1.p1	XM_011392641.1.p1
OG0004432	XM_001594326.1.p1	XM_011392786.1.p1
OG0004434	XM_001588143.1.p1	XM_011393058.1.p1
OG0004435	XM_001584627.1.p1	XM_011391052.1.p1
OG0004438	XM_001597600.1.p1	XM_011389169.1.p1
OG0004439	XM_001593323.1.p1	XM_011389516.1.p1
OG0004444	XM_001586861.1.p1	XM_011392865.1.p1
OG0004447	XM_001589086.1.p1	XM_011390630.1.p1
OG0004450	XM_001585611.1.p1	XM_011391152.1.p1
OG0004451	XM_001590017.1.p1	XM_011388708.1.p1
OG0004452	XM_001590721.1.p1	XM_011392235.1.p1
OG0004453	XM_001591949.1.p1	XM_011388339.1.p1
OG0004455	XM_001590351.1.p1	XM_011391859.1.p1
OG0004458	XM_001590366.1.p1	XM_011389841.1.p1
OG0004459	XM_001585914.1.p1	XM_011390811.1.p1
OG0004462	XM_001588904.1.p1	XM_011393202.1.p1
OG0004463	XM_001584638.1.p1	XM_011391017.1.p1
OG0004464	XM_001598438.1.p1	XM_011390446.1.p1
OG0004466	XM_001596327.1.p1, XM_001596339.1.p1	XM_011387960.1.p1
OG0004467	XM_001594608.1.p1	XM_011393382.1.p1
OG0004468	XM_001592259.1.p1	XM_011392602.1.p1
OG0004470	XM_001588611.1.p1	XM_011391758.1.p1
OG0004472	XM_001597582.1.p1, XM_001585241.1.p1	XM_011393374.1.p1, XM_011390635.1.p1, XM_011390015.1.p1
OG0004473	XM_001595314.1.p1	XM_011389308.1.p1
OG0004477	XM_001591940.1.p1	XM_011389630.1.p1
OG0004479	XM_001595806.1.p1	XM_011391837.1.p1
OG0004480	XM_001589986.1.p1	XM_011388997.1.p1
OG0004481	XM_001596056.1.p1	XM_011388492.1.p1
OG0004484	XM_001588166.1.p1	XM_011392062.1.p1
OG0004487	XM_001587373.1.p1	XM_011390705.1.p1, XM_011387979.1.p1
OG0004489	XM_001593170.1.p1	XM_011389150.1.p1
OG0004491	XM_001594691.1.p1	XM_011391482.1.p1
OG0004493	XM_001593167.1.p1	XM_011389273.1.p1
OG0004495	XM_001593305.1.p1	XM_011394121.1.p1
OG0004499	XM_001598085.1.p1	XM_011392951.1.p1
OG0004503	XM_001598597.1.p1	XM_011387818.1.p1
OG0004504	XM_001587367.1.p1	XM_011388465.1.p1
OG0004505	XM_001595431.1.p1	XM_011390300.1.p1
OG0004507	XM_001597547.1.p1	XM_011388364.1.p1
OG0004508	XM_001591273.1.p1	XM_011389231.1.p1
OG0004511	XM_001590806.1.p1	XM_011388227.1.p1
OG0004514	XM_001588722.1.p1	XM_011390202.1.p1
OG0004515	XM_001595878.1.p1	XM_011390135.1.p1
OG0004518	XM_001591615.1.p1	XM_011387830.1.p1
OG0004519	XM_001594708.1.p1	XM_011387752.1.p1
OG0004521	XM_001588234.1.p1	XM_011388722.1.p1
OG0004523	XM_001598299.1.p1	XM_011389166.1.p1
OG0004525	XM_001597616.1.p1	XM_011393223.1.p1
OG0004527	XM_001598050.1.p1	XM_011394015.1.p1
OG0004530	XM_001589606.1.p1	XM_011393900.1.p1
OG0004531	XM_001584929.1.p1	XM_011388019.1.p1
OG0004532	XM_001592879.1.p1	XM_011392406.1.p1
OG0004538	XM_001592495.1.p1	XM_011389436.1.p1
OG0004541	XM_001592744.1.p1	XM_011391269.1.p1
OG0004545	XM_001585836.1.p1	XM_011389280.1.p1
OG0004546	XM_001594823.1.p1	XM_011388028.1.p1
OG0004549	XM_001589961.1.p1	XM_011392788.1.p1
OG0004551	XM_001594803.1.p1	XM_011391312.1.p1
OG0004553	XM_001598222.1.p1	XM_011391621.1.p1
OG0004554	XM_001598540.1.p1	XM_011391050.1.p1
OG0004556	XM_001591594.1.p1	XM_011389830.1.p1
OG0004558	XM_001589191.1.p1	XM_011393698.1.p1
OG0004561	XM_001598726.1.p1	XM_011393668.1.p1
OG0004564	XM_001590529.1.p1	XM_011391156.1.p1
OG0004565	XM_001592343.1.p1	XM_011394111.1.p1
OG0004568	XM_001584896.1.p1	XM_011392164.1.p1
OG0004571	XM_001593116.1.p1	XM_011391327.1.p1
OG0004574	XM_001586021.1.p1	XM_011388102.1.p1
OG0004575	XM_001588435.1.p1	XM_011389847.1.p1
OG0004576	XM_001597568.1.p1	XM_011393134.1.p1
OG0004577	XM_001595378.1.p1, XM_001596812.1.p1	XM_011391166.1.p1
OG0004581	XM_001590688.1.p1	XM_011393179.1.p1
OG0004587	XM_001588089.1.p1	XM_011389022.1.p1
OG0004621	XM_001591477.1.p1	XM_011390515.1.p1
OG0004624	XM_001591748.1.p1	XM_011392670.1.p1
OG0004625	XM_001586008.1.p1	XM_011390201.1.p1
OG0004631	XM_001594556.1.p1	XM_011390240.1.p1
OG0004654	XM_001592450.1.p1	XM_011390086.1.p1
OG0004655	XM_001589797.1.p1	XM_011389262.1.p1
OG0004668	XM_001591306.1.p1	XM_011389541.1.p1
OG0004671	XM_001593571.1.p1	XM_011390999.1.p1
OG0004672	XM_001588432.1.p1	XM_011389114.1.p1
OG0004684	XM_001590385.1.p1	XM_011390486.1.p1
OG0004686	XM_001591515.1.p1	XM_011390721.1.p1
OG0004689	XM_001586964.1.p1	XM_011393752.1.p1
OG0004690	XM_001587595.1.p1	XM_011391527.1.p1
OG0004691	XM_001595340.1.p1	XM_011392893.1.p1
OG0004693	XM_001595792.1.p1	XM_011388788.1.p1
OG0004695	XM_001591098.1.p1	XM_011393503.1.p1
OG0004696	XM_001598818.1.p1	XM_011394063.1.p1
OG0004699	XM_001597622.1.p1	XM_011392523.1.p1
OG0004707	XM_001596944.1.p1	XM_011388924.1.p1
OG0004709	XM_001595801.1.p1	XM_011390696.1.p1
OG0004723	XM_001597649.1.p1	XM_011389464.1.p1
OG0004724	XM_001593480.1.p1	XM_011388825.1.p1
OG0004725	XM_001595677.1.p1	XM_011389276.1.p1
OG0004729	XM_001597708.1.p1	XM_011394231.1.p1
OG0004730	XM_001591995.1.p1, XM_001586764.1.p1	XM_011391329.1.p1
OG0004732	XM_001595013.1.p1	XM_011387996.1.p1
OG0004739	XM_001584754.1.p1	XM_011392772.1.p1
OG0004745	XM_001597868.1.p1	XM_011393506.1.p1
OG0004746	XM_001589060.1.p1	XM_011393579.1.p1
OG0004749	XM_001587488.1.p1	XM_011392285.1.p1
OG0004750	XM_001587489.1.p1	XM_011393154.1.p1
OG0004753	XM_001587303.1.p1	XM_011393999.1.p1
OG0004754	XM_001594796.1.p1	XM_011389937.1.p1
OG0004756	XM_001592198.1.p1	XM_011394175.1.p1
OG0004767	XM_001589238.1.p1	XM_011388669.1.p1
OG0004774	XM_001587032.1.p1	XM_011392849.1.p1
OG0004777	XM_001593590.1.p1	XM_011390787.1.p1
OG0004780	XM_001588075.1.p1	XM_011389754.1.p1
OG0004786	XM_001594669.1.p1	XM_011388964.1.p1
OG0004787	XM_001587968.1.p1	XM_011388484.1.p1
OG0004788	XM_001585716.1.p1	XM_011387915.1.p1
OG0004792	XM_001595515.1.p1	XM_011387748.1.p1
OG0004799	XM_001590024.1.p1	XM_011393489.1.p1
OG0004803	XM_001586131.1.p1	XM_011391424.1.p1
OG0004809	XM_001586502.1.p1	XM_011392609.1.p1
OG0004814	XM_001593134.1.p1	XM_011392918.1.p1
OG0004819	XM_001588733.1.p1	XM_011390764.1.p1
OG0004829	XM_001587093.1.p1	XM_011389370.1.p1, XM_011394030.1.p1
OG0004879	XM_001598288.1.p1	XM_011393731.1.p1
OG0004880	XM_001591808.1.p1	XM_011392828.1.p1
OG0004883	XM_001596691.1.p1	XM_011392209.1.p1
OG0004887	XM_001584500.1.p1	XM_011392416.1.p1
OG0004888	XM_001598153.1.p1	XM_011389360.1.p1
OG0004891	XM_001585636.1.p1	XM_011390677.1.p1
OG0004894	XM_001594547.1.p1	XM_011392595.1.p1
OG0004899	XM_001597646.1.p1	XM_011394045.1.p1
OG0004900	XM_001587456.1.p1	XM_011392852.1.p1
OG0004905	XM_001587265.1.p1	XM_011394217.1.p1
OG0004906	XM_001588654.1.p1	XM_011391027.1.p1
OG0004909	XM_001590878.1.p1	XM_011390487.1.p1
OG0004911	XM_001587143.1.p1	XM_011389485.1.p1
OG0004921	XM_001587734.1.p1	XM_011389207.1.p1
OG0004930	XM_001586582.1.p1	XM_011394200.1.p1
OG0004932	XM_001595960.1.p1	XM_011388931.1.p1
OG0004933	XM_001584692.1.p1	XM_011388906.1.p1
OG0004935	XM_001589183.1.p1	XM_011393473.1.p1
OG0004940	XM_001586995.1.p1	XM_011389359.1.p1
OG0004942	XM_001589541.1.p1	XM_011389452.1.p1
OG0004944	XM_001585965.1.p1	XM_011387728.1.p1
OG0004947	XM_001596946.1.p1	XM_011392626.1.p1
OG0004951	XM_001585137.1.p1	XM_011391298.1.p1
OG0004956	XM_001591920.1.p1	XM_011390337.1.p1
OG0004957	XM_001588031.1.p1	XM_011393107.1.p1
OG0004965	XM_001596387.1.p1	XM_011389097.1.p1
OG0004976	XM_001598293.1.p1	XM_011390185.1.p1
OG0004979	XM_001586523.1.p1	XM_011389448.1.p1
OG0004981	XM_001588323.1.p1	XM_011393430.1.p1
OG0004985	XM_001586780.1.p1	XM_011391098.1.p1
OG0004988	XM_001585266.1.p1	XM_011391013.1.p1
OG0004989	XM_001593560.1.p1	XM_011391514.1.p1
OG0004995	XM_001592222.1.p1	XM_011389992.1.p1
OG0004996	XM_001592513.1.p1	XM_011393455.1.p1
OG0004997	XM_001590872.1.p1	XM_011393773.1.p1
OG0004999	XM_001597452.1.p1	XM_011393680.1.p1
OG0005001	XM_001596657.1.p1	XM_011389827.1.p1
OG0005004	XM_001589174.1.p1	XM_011389568.1.p1
OG0005006	XM_001584538.1.p1	XM_011390829.1.p1
OG0005015	XM_001589963.1.p1	XM_011393595.1.p1
OG0005016	XM_001585736.1.p1	XM_011392117.1.p1
OG0005032	XM_001588205.1.p1	XM_011389704.1.p1
OG0005045	XM_001592676.1.p1	XM_011388526.1.p1
OG0005047	XM_001597964.1.p1	XM_011389376.1.p1
OG0005052	XM_001584952.1.p1	XM_011388541.1.p1
OG0005053	XM_001595850.1.p1	XM_011393295.1.p1
OG0005054	XM_001588448.1.p1	XM_011390889.1.p1
OG0005055	XM_001588571.1.p1	XM_011391040.1.p1
OG0005060	XM_001597462.1.p1	XM_011390116.1.p1
OG0005063	XM_001593685.1.p1	XM_011393953.1.p1, XM_011388780.1.p1
OG0005082	XM_001591915.1.p1	XM_011393639.1.p1
OG0005085	XM_001584902.1.p1	XM_011394125.1.p1
OG0005087	XM_001594186.1.p1	XM_011388426.1.p1
OG0005092	XM_001584596.1.p1	XM_011392288.1.p1
OG0005096	XM_001588101.1.p1	XM_011387949.1.p1
OG0005108	XM_001592210.1.p1	XM_011390405.1.p1
OG0005140	XM_001597876.1.p1	XM_011391658.1.p1
OG0005149	XM_001594822.1.p1	XM_011389613.1.p1
OG0005153	XM_001598196.1.p1	XM_011391817.1.p1
OG0005161	XM_001588827.1.p1	XM_011389394.1.p1
OG0005171	XM_001592546.1.p1	XM_011387882.1.p1
OG0005183	XM_001597625.1.p1	XM_011392561.1.p1
OG0005188	XM_001597138.1.p1	XM_011390122.1.p1
OG0005202	XM_001588123.1.p1	XM_011389225.1.p1
OG0005212	XM_001594741.1.p1	XM_011389570.1.p1
OG0005247	XM_001587254.1.p1	XM_011390977.1.p1
OG0005251	XM_001591175.1.p1	XM_011389318.1.p1
OG0005257	XM_001586604.1.p1	XM_011391078.1.p1
OG0005265	XM_001586349.1.p1	XM_011390263.1.p1
OG0005286	XM_001586124.1.p1	XM_011387742.1.p1
OG0005332	XM_001595159.1.p1	XM_011393434.1.p1
OG0005378	XM_001597681.1.p1	XM_011393344.1.p1
OG0005389	XM_001597750.1.p1	XM_011392229.1.p1
OG0005404	XM_001596138.1.p1	XM_011391985.1.p1
OG0005406	XM_001585296.1.p1	XM_011391190.1.p1
OG0005408	XM_001585785.1.p1	XM_011392257.1.p1
OG0005420	XM_001598932.1.p1	XM_011391074.1.p1
OG0005430	XM_001596223.1.p1	XM_011389941.1.p1
OG0005432	XM_001585016.1.p1	XM_011389557.1.p1
OG0005444	XM_001598256.1.p1	XM_011389576.1.p1
OG0005481	XM_001597823.1.p1	XM_011391918.1.p1
OG0005491	XM_001591938.1.p1	XM_011394242.1.p1
OG0005500	XM_001589624.1.p1	XM_011392097.1.p1
OG0005549	XM_001588552.1.p1	XM_011394458.1.p1
OG0005584	XM_001594230.1.p1	XM_011391075.1.p1
OG0005591	XM_001593510.1.p1	XM_011390580.1.p1
OG0005593	XM_001595424.1.p1	XM_011391812.1.p1
OG0005617	XM_001597765.1.p1	XM_011393392.1.p1
OG0005626	XM_001588489.1.p1	XM_011388328.1.p1
OG0005636	XM_001587439.1.p1	XM_011391187.1.p1
OG0005696	XM_001590781.1.p1	XM_011390732.1.p1
OG0005711	XM_001597706.1.p1	XM_011388188.1.p1
OG0005719	XM_001596775.1.p1	XM_011389340.1.p1
OG0005723	XM_001591888.1.p1	XM_011394108.1.p1
OG0005743	XM_001595570.1.p1	XM_011391698.1.p1
OG0005752	XM_001597713.1.p1	XM_011388949.1.p1
OG0005758	XM_001598719.1.p1	XM_011391887.1.p1
OG0005764	XM_001587574.1.p1	XM_011390563.1.p1
OG0005775	XM_001593659.1.p1	XM_011394391.1.p1
OG0005777	XM_001584633.1.p1	XM_011393273.1.p1
OG0005780	XM_001595647.1.p1	XM_011393102.1.p1
OG0005835	XM_001596651.1.p1	XM_011387703.1.p1
OG0005843	XM_001593656.1.p1	XM_011392993.1.p1
OG0005851	XM_001593300.1.p1	XM_011388451.1.p1
OG0005854	XM_001592418.1.p1, XM_001591178.1.p1	XM_011393609.1.p1
OG0005858	XM_001591399.1.p1	XM_011387972.1.p1
OG0005872	XM_001588796.1.p1	XM_011393230.1.p1
OG0005873	XM_001587100.1.p1	XM_011390441.1.p1
OG0005876	XM_001589371.1.p1	XM_011391651.1.p1
OG0005889	XM_001588575.1.p1	XM_011389492.1.p1
OG0005914	XM_001590079.1.p1	XM_011390272.1.p1, XM_011393361.1.p1
OG0005935	XM_001598453.1.p1	XM_011389926.1.p1
OG0005948	XM_001597140.1.p1	XM_011390641.1.p1
OG0005950	XM_001592180.1.p1	XM_011393096.1.p1
OG0005968	XM_001597314.1.p1	XM_011388805.1.p1, XM_011388316.1.p1
OG0005985	XM_001597378.1.p1	XM_011389861.1.p1
OG0005996	XM_001590738.1.p1	XM_011391224.1.p1
OG0006012	XM_001588565.1.p1	XM_011389820.1.p1
OG0006032	XM_001592892.1.p1	XM_011391384.1.p1
OG0006039	XM_001597174.1.p1, XM_001596355.1.p1	XM_011394219.1.p1
OG0006046	XM_001586273.1.p1	XM_011390243.1.p1
OG0006057	XM_001598828.1.p1	XM_011389118.1.p1
OG0006207	XM_001587066.1.p1	XM_011393877.1.p1
OG0006214	XM_001594484.1.p1	XM_011389991.1.p1
OG0006262	XM_001593559.1.p1	XM_011393153.1.p1
OG0006276	XM_001596605.1.p1	XM_011388444.1.p1
OG0006278	XM_001596837.1.p1	XM_011387998.1.p1
OG0006287	XM_001598461.1.p1	XM_011388315.1.p1
OG0006298	XM_001589779.1.p1	XM_011392344.1.p1
OG0006374	XM_001590597.1.p1, XM_001593002.1.p1, XM_001589156.1.p1	XM_011391119.1.p1
OG0006389	XM_001586185.1.p1	XM_011393576.1.p1
OG0006411	XM_001596137.1.p1	XM_011390220.1.p1
OG0006444	XM_001587154.1.p1	XM_011389297.1.p1
OG0006457	XM_001598419.1.p1	XM_011390124.1.p1
OG0006469	XM_001593589.1.p1	XM_011393394.1.p1, XM_011392102.1.p1
OG0006476	XM_001597339.1.p1	XM_011391506.1.p1
OG0006492	XM_001595582.1.p1, XM_001585804.1.p1, XM_001584560.1.p1	XM_011388873.1.p1
