Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Hyaloperonospora_brassicae_cds_prot
OG0003159	XM_001598215.1.p1	lcl|CANTFL010001445.1_cds_CAI5740382.1_8547.p1, lcl|CANTFL010000376.1_cds_CAI5721483.1_2784.p1
OG0003161	XM_001598525.1.p1	lcl|CANTFL010001488.1_cds_CAI5743306.1_9913.p1
OG0003162	XM_001596705.1.p1	lcl|CANTFL010001111.1_cds_CAI5731700.1_5547.p1
OG0003163	XM_001585128.1.p1	lcl|CANTFL010001256.1_cds_CAI5735230.1_6756.p1
OG0003165	XM_001592421.1.p1	lcl|CANTFL010001181.1_cds_CAI5732715.1_5891.p1, lcl|CANTFL010001181.1_cds_CAI5732712.1_5890.p1
OG0003167	XM_001586030.1.p1	lcl|CANTFL010001018.1_cds_CAI5730207.1_5027.p1
OG0003168	XM_001594113.1.p1	lcl|CANTFL010001244.1_cds_CAI5734695.1_6572.p1
OG0003169	XM_001593747.1.p1	lcl|CANTFL010001254.1_cds_CAI5735084.1_6706.p1
OG0003170	XM_001588041.1.p1	lcl|CANTFL010001429.1_cds_CAI5739769.1_8339.p1
OG0003171	XM_001596895.1.p1	lcl|CANTFL010000550.1_cds_CAI5724224.1_3483.p1
OG0003172	XM_001597307.1.p1	lcl|CANTFL010000483.1_cds_CAI5723539.1_3309.p1
OG0003174	XM_001587964.1.p1	lcl|CANTFL010001315.1_cds_CAI5736517.1_7207.p1
OG0003178	XM_001593599.1.p1, XM_001598365.1.p1	lcl|CANTFL010001181.1_cds_CAI5732812.1_5928.p1
OG0003179	XM_001598884.1.p1	lcl|CANTFL010001296.1_cds_CAI5736012.1_7034.p1
OG0003186	XM_001586641.1.p1	lcl|CANTFL010000174.1_cds_CAI5717450.1_1923.p1
OG0003190	XM_001590532.1.p1	lcl|CANTFL010001488.1_cds_CAI5743385.1_9956.p1
OG0003191	XM_001593118.1.p1	lcl|CANTFL010001128.1_cds_CAI5731988.1_5645.p1
OG0003192	XM_001590578.1.p1	lcl|CANTFL010000442.1_cds_CAI5722603.1_3067.p1
OG0003193	XM_001597589.1.p1	lcl|CANTFL010000435.1_cds_CAI5722555.1_3055.p1
OG0003201	XM_001593558.1.p1	lcl|CANTFL010000397.1_cds_CAI5721977.1_2909.p1
OG0003202	XM_001593700.1.p1	lcl|CANTFL010001451.1_cds_CAI5741632.1_9031.p1
OG0003205	XM_001589240.1.p1	lcl|CANTFL010001426.1_cds_CAI5739594.1_8272.p1
OG0003206	XM_001587993.1.p1, XM_001597928.1.p1	lcl|CANTFL010001490.1_cds_CAI5743505.1_10018.p1
OG0003207	XM_001588745.1.p1	lcl|CANTFL010001018.1_cds_CAI5730198.1_5024.p1
OG0003211	XM_001596689.1.p1	lcl|CANTFL010001211.1_cds_CAI5734038.1_6347.p1
OG0003212	XM_001596615.1.p1	lcl|CANTFL010000086.1_cds_CAI5711981.1_805.p1
OG0003217	XM_001588614.1.p1	lcl|CANTFL010001223.1_cds_CAI5734401.1_6475.p1
OG0003218	XM_001595417.1.p1	lcl|CANTFL010001315.1_cds_CAI5736469.1_7189.p1
OG0003219	XM_001598049.1.p1	lcl|CANTFL010000223.1_cds_CAI5718783.1_2188.p1
OG0003220	XM_001585644.1.p1	lcl|CANTFL010001332.1_cds_CAI5737361.1_7502.p1
OG0003225	XM_001597345.1.p1	lcl|CANTFL010001486.1_cds_CAI5743230.1_9875.p1
OG0003230	XM_001597825.1.p1	lcl|CANTFL010000090.1_cds_CAI5713472.1_1111.p1
OG0003233	XM_001592493.1.p1	lcl|CANTFL010000199.1_cds_CAI5718164.1_2067.p1
OG0003234	XM_001591120.1.p1	lcl|CANTFL010001475.1_cds_CAI5742649.1_9568.p1
OG0003235	XM_001585249.1.p1	lcl|CANTFL010001327.1_cds_CAI5736839.1_7324.p1
OG0003236	XM_001595449.1.p1	lcl|CANTFL010000251.1_cds_CAI5719596.1_2350.p1
OG0003238	XM_001594142.1.p1	lcl|CANTFL010000137.1_cds_CAI5714928.1_1407.p1
OG0003239	XM_001587283.1.p1	lcl|CANTFL010000886.1_cds_CAI5728528.1_4575.p1, lcl|CANTFL010000885.1_cds_CAI5728473.1_4561.p1
OG0003241	XM_001596850.1.p1	lcl|CANTFL010001486.1_cds_CAI5743208.1_9864.p1
OG0003245	XM_001596010.1.p1	lcl|CANTFL010001332.1_cds_CAI5737166.1_7434.p1
OG0003246	XM_001591867.1.p1	lcl|CANTFL010000080.1_cds_CAI5711019.1_619.p1
OG0003248	XM_001588320.1.p1	lcl|CANTFL010001075.1_cds_CAI5731016.1_5310.p1
OG0003250	XM_001595462.1.p1	lcl|CANTFL010000086.1_cds_CAI5712817.1_977.p1
OG0003254	XM_001598403.1.p1	lcl|CANTFL010001446.1_cds_CAI5740937.1_8743.p1
OG0003255	XM_001596492.1.p1	lcl|CANTFL010000086.1_cds_CAI5712634.1_939.p1
OG0003256	XM_001597857.1.p1	lcl|CANTFL010001443.1_cds_CAI5740030.1_8428.p1
OG0003258	XM_001585196.1.p1	lcl|CANTFL010000007.1_cds_CAI5708430.1_94.p1
OG0003259	XM_001585414.1.p1	lcl|CANTFL010000988.1_cds_CAI5729419.1_4802.p1
OG0003260	XM_001595799.1.p1	lcl|CANTFL010000360.1_cds_CAI5721074.1_2680.p1
OG0003263	XM_001595550.1.p1	lcl|CANTFL010001444.1_cds_CAI5740216.1_8491.p1
OG0003266	XM_001593047.1.p1	lcl|CANTFL010001332.1_cds_CAI5737006.1_7378.p1
OG0003268	XM_001589981.1.p1	lcl|CANTFL010001005.1_cds_CAI5729770.1_4893.p1
OG0003269	XM_001592764.1.p1	lcl|CANTFL010000086.1_cds_CAI5712369.1_885.p1
OG0003270	XM_001593751.1.p1	lcl|CANTFL010000086.1_cds_CAI5712183.1_846.p1
OG0003272	XM_001589203.1.p1	lcl|CANTFL010001449.1_cds_CAI5741408.1_8917.p1
OG0003274	XM_001587418.1.p1	lcl|CANTFL010000028.1_cds_CAI5709214.1_255.p1
OG0003276	XM_001586734.1.p1	lcl|CANTFL010001429.1_cds_CAI5739844.1_8364.p1
OG0003279	XM_001585823.1.p1	lcl|CANTFL010001122.1_cds_CAI5731936.1_5628.p1
OG0003280	XM_001597461.1.p1	lcl|CANTFL010000579.1_cds_CAI5725086.1_3698.p1
OG0003282	XM_001596197.1.p1	lcl|CANTFL010001485.1_cds_CAI5743158.1_9836.p1, lcl|CANTFL010001211.1_cds_CAI5734083.1_6367.p1
OG0003285	XM_001597598.1.p1	lcl|CANTFL010000028.1_cds_CAI5709185.1_249.p1
OG0003286	XM_001591177.1.p1	lcl|CANTFL010001403.1_cds_CAI5739018.1_8073.p1
OG0003288	XM_001586805.1.p1	lcl|CANTFL010000080.1_cds_CAI5711039.1_623.p1
OG0003289	XM_001586637.1.p1	lcl|CANTFL010001446.1_cds_CAI5740841.1_8711.p1
OG0003290	XM_001586740.1.p1	lcl|CANTFL010001244.1_cds_CAI5734962.1_6666.p1
OG0003291	XM_001594716.1.p1	lcl|CANTFL010000745.1_cds_CAI5727270.1_4258.p1
OG0003294	XM_001595617.1.p1	lcl|CANTFL010000155.1_cds_CAI5716328.1_1693.p1
OG0003296	XM_001595341.1.p1	lcl|CANTFL010001466.1_cds_CAI5742322.1_9397.p1
OG0003301	XM_001597951.1.p1	lcl|CANTFL010001475.1_cds_CAI5742725.1_9610.p1
OG0003304	XM_001598242.1.p1	lcl|CANTFL010000479.1_cds_CAI5723435.1_3281.p1
OG0003307	XM_001595073.1.p1	lcl|CANTFL010000608.1_cds_CAI5725476.1_3801.p1
OG0003309	XM_001590067.1.p1	lcl|CANTFL010001475.1_cds_CAI5742656.1_9572.p1
OG0003311	XM_001588978.1.p1	lcl|CANTFL010001444.1_cds_CAI5740213.1_8490.p1
OG0003312	XM_001596498.1.p1	lcl|CANTFL010001106.1_cds_CAI5731500.1_5478.p1
OG0003313	XM_001592434.1.p1	lcl|CANTFL010001451.1_cds_CAI5741684.1_9059.p1
OG0003316	XM_001593322.1.p1	lcl|CANTFL010001327.1_cds_CAI5736901.1_7346.p1
OG0003318	XM_001594826.1.p1	lcl|CANTFL010001158.1_cds_CAI5732474.1_5811.p1
OG0003320	XM_001596495.1.p1	lcl|CANTFL010001128.1_cds_CAI5732008.1_5652.p1
OG0003321	XM_001589643.1.p1	lcl|CANTFL010000086.1_cds_CAI5712486.1_909.p1
OG0003324	XM_001588704.1.p1	lcl|CANTFL010000596.1_cds_CAI5725269.1_3745.p1
OG0003326	XM_001587707.1.p1	lcl|CANTFL010000028.1_cds_CAI5709102.1_232.p1
OG0003328	XM_001586936.1.p1	lcl|CANTFL010001488.1_cds_CAI5743300.1_9910.p1
OG0003331	XM_001596990.1.p1	lcl|CANTFL010000080.1_cds_CAI5711262.1_669.p1
OG0003333	XM_001594860.1.p1	lcl|CANTFL010000030.1_cds_CAI5709250.1_262.p1
OG0003335	XM_001598921.1.p1	lcl|CANTFL010001446.1_cds_CAI5740710.1_8665.p1
OG0003337	XM_001592327.1.p1	lcl|CANTFL010000861.1_cds_CAI5728296.1_4517.p1
OG0003340	XM_001598795.1.p1	lcl|CANTFL010001315.1_cds_CAI5736628.1_7245.p1
OG0003342	XM_001591065.1.p1	lcl|CANTFL010001080.1_cds_CAI5731196.1_5369.p1
OG0003343	XM_001594660.1.p1	lcl|CANTFL010000251.1_cds_CAI5719868.1_2405.p1
OG0003347	XM_001596020.1.p1	lcl|CANTFL010001360.1_cds_CAI5738048.1_7735.p1
OG0003350	XM_001591577.1.p1	lcl|CANTFL010001335.1_cds_CAI5737586.1_7577.p1
OG0003352	XM_001588979.1.p1	lcl|CANTFL010000136.1_cds_CAI5714553.1_1332.p1
OG0003353	XM_001589786.1.p1	lcl|CANTFL010001485.1_cds_CAI5743116.1_9813.p1
OG0003354	XM_001588134.1.p1	lcl|CANTFL010001052.1_cds_CAI5730764.1_5223.p1
OG0003355	XM_001598389.1.p1	lcl|CANTFL010001485.1_cds_CAI5743174.1_9844.p1, lcl|CANTFL010001148.1_cds_CAI5732204.1_5718.p1
OG0003358	XM_001594599.1.p1	lcl|CANTFL010001192.1_cds_CAI5733151.1_6043.p1
OG0003362	XM_001588054.1.p1	lcl|CANTFL010000470.1_cds_CAI5723028.1_3176.p1
OG0003363	XM_001594176.1.p1	lcl|CANTFL010001320.1_cds_CAI5736725.1_7277.p1
OG0003365	XM_001585480.1.p1	lcl|CANTFL010001456.1_cds_CAI5741943.1_9199.p1
OG0003366	XM_001594145.1.p1	lcl|CANTFL010000502.1_cds_CAI5723750.1_3362.p1
OG0003367	XM_001588998.1.p1	lcl|CANTFL010001372.1_cds_CAI5738400.1_7858.p1
OG0003370	XM_001586318.1.p1	lcl|CANTFL010000255.1_cds_CAI5720068.1_2445.p1
OG0003371	XM_001586608.1.p1	lcl|CANTFL010000990.1_cds_CAI5729504.1_4823.p1
OG0003373	XM_001584600.1.p1	lcl|CANTFL010001180.1_cds_CAI5732572.1_5843.p1
OG0003374	XM_001597197.1.p1	lcl|CANTFL010000235.1_cds_CAI5719485.1_2329.p1
OG0003375	XM_001586263.1.p1	lcl|CANTFL010001016.1_cds_CAI5730097.1_4989.p1
OG0003376	XM_001597884.1.p1	lcl|CANTFL010000143.1_cds_CAI5715247.1_1473.p1
OG0003377	XM_001591473.1.p1	lcl|CANTFL010001296.1_cds_CAI5736096.1_7065.p1
OG0003380	XM_001592923.1.p1	lcl|CANTFL010000254.1_cds_CAI5719923.1_2416.p1
OG0003381	XM_001588707.1.p1	lcl|CANTFL010001244.1_cds_CAI5734804.1_6609.p1
OG0003384	XM_001595158.1.p1	lcl|CANTFL010001332.1_cds_CAI5737376.1_7507.p1
OG0003385	XM_001588278.1.p1	lcl|CANTFL010001191.1_cds_CAI5733028.1_6001.p1
OG0003387	XM_001586862.1.p1	lcl|CANTFL010000289.1_cds_CAI5720507.1_2532.p1
OG0003388	XM_001590673.1.p1	lcl|CANTFL010000090.1_cds_CAI5713648.1_1148.p1
OG0003389	XM_001585114.1.p1	lcl|CANTFL010000478.1_cds_CAI5723301.1_3248.p1
OG0003391	XM_001590649.1.p1	lcl|CANTFL010001286.1_cds_CAI5735705.1_6923.p1
OG0003392	XM_001598687.1.p1	lcl|CANTFL010001110.1_cds_CAI5731682.1_5541.p1
OG0003393	XM_001590846.1.p1	lcl|CANTFL010000086.1_cds_CAI5711711.1_750.p1
OG0003394	XM_001596939.1.p1	lcl|CANTFL010000990.1_cds_CAI5729519.1_4827.p1
OG0003395	XM_001596113.1.p1	lcl|CANTFL010001216.1_cds_CAI5734249.1_6421.p1
OG0003398	XM_001586421.1.p1	lcl|CANTFL010001315.1_cds_CAI5736686.1_7264.p1
OG0003400	XM_001593178.1.p1	lcl|CANTFL010001181.1_cds_CAI5732819.1_5931.p1
OG0003401	XM_001590815.1.p1	lcl|CANTFL010000971.1_cds_CAI5728981.1_4690.p1
OG0003402	XM_001586464.1.p1	lcl|CANTFL010000173.1_cds_CAI5716907.1_1812.p1
OG0003404	XM_001596802.1.p1	lcl|CANTFL010001443.1_cds_CAI5740028.1_8427.p1
OG0003405	XM_001587610.1.p1	lcl|CANTFL010000980.1_cds_CAI5729147.1_4731.p1
OG0003406	XM_001587717.1.p1	lcl|CANTFL010000332.1_cds_CAI5720958.1_2649.p1
OG0003407	XM_001598175.1.p1	lcl|CANTFL010001447.1_cds_CAI5741074.1_8791.p1
OG0003408	XM_001587963.1.p1	lcl|CANTFL010000634.1_cds_CAI5726030.1_3937.p1
OG0003411	XM_001585283.1.p1	lcl|CANTFL010001296.1_cds_CAI5735968.1_7010.p1, lcl|CANTFL010000254.1_cds_CAI5720007.1_2433.p1
OG0003412	XM_001590120.1.p1	lcl|CANTFL010000143.1_cds_CAI5715227.1_1469.p1, lcl|CANTFL010001211.1_cds_CAI5734136.1_6384.p1
OG0003413	XM_001588822.1.p1	lcl|CANTFL010001296.1_cds_CAI5736093.1_7064.p1
OG0003415	XM_001591820.1.p1	lcl|CANTFL010000254.1_cds_CAI5719926.1_2417.p1
OG0003416	XM_001587863.1.p1	lcl|CANTFL010001005.1_cds_CAI5729778.1_4895.p1
OG0003417	XM_001596400.1.p1	lcl|CANTFL010001332.1_cds_CAI5736974.1_7367.p1
OG0003418	XM_001589540.1.p1	lcl|CANTFL010001244.1_cds_CAI5735023.1_6686.p1
OG0003444	XM_001594046.1.p1	lcl|CANTFL010001416.1_cds_CAI5739349.1_8189.p1
OG0003445	XM_001594187.1.p1	lcl|CANTFL010001485.1_cds_CAI5743122.1_9816.p1
OG0003447	XM_001584893.1.p1	lcl|CANTFL010000254.1_cds_CAI5719981.1_2428.p1
OG0003454	XM_001586039.1.p1	lcl|CANTFL010000090.1_cds_CAI5713524.1_1122.p1
OG0003462	XM_001586624.1.p1	lcl|CANTFL010001477.1_cds_CAI5742795.1_9648.p1
OG0003463	XM_001593620.1.p1	lcl|CANTFL010001486.1_cds_CAI5743236.1_9878.p1
OG0003465	XM_001593806.1.p1	lcl|CANTFL010000199.1_cds_CAI5718251.1_2085.p1
OG0003472	XM_001597970.1.p1	lcl|CANTFL010000165.1_cds_CAI5716492.1_1726.p1
OG0003477	XM_001591518.1.p1	lcl|CANTFL010000188.1_cds_CAI5717779.1_1991.p1
OG0003478	XM_001593754.1.p1	lcl|CANTFL010000498.1_cds_CAI5723717.1_3354.p1
OG0003479	XM_001591839.1.p1	lcl|CANTFL010001211.1_cds_CAI5733870.1_6289.p1
OG0003482	XM_001588746.1.p1	lcl|CANTFL010001180.1_cds_CAI5732686.1_5882.p1
OG0003483	XM_001597488.1.p1	lcl|CANTFL010000255.1_cds_CAI5720063.1_2444.p1
OG0003487	XM_001586278.1.p1	lcl|CANTFL010001211.1_cds_CAI5733933.1_6311.p1
OG0003491	XM_001592398.1.p1	lcl|CANTFL010001148.1_cds_CAI5732183.1_5711.p1
OG0003501	XM_001590212.1.p1	lcl|CANTFL010001332.1_cds_CAI5737052.1_7395.p1
OG0003504	XM_001596665.1.p1	lcl|CANTFL010000122.1_cds_CAI5714288.1_1279.p1
OG0003510	XM_001590391.1.p1	lcl|CANTFL010001106.1_cds_CAI5731494.1_5476.p1
OG0003513	XM_001591903.1.p1	lcl|CANTFL010000086.1_cds_CAI5711644.1_736.p1
OG0003514	XM_001596019.1.p1	lcl|CANTFL010000770.1_cds_CAI5727641.1_4349.p1
OG0003516	XM_001586821.1.p1	lcl|CANTFL010001315.1_cds_CAI5736625.1_7244.p1
OG0003517	XM_001584615.1.p1, XM_001595458.1.p1, XM_001597603.1.p1	lcl|CANTFL010000223.1_cds_CAI5718884.1_2208.p1
OG0003530	XM_001587934.1.p1	lcl|CANTFL010001332.1_cds_CAI5737138.1_7424.p1
OG0003531	XM_001591496.1.p1	lcl|CANTFL010001181.1_cds_CAI5732860.1_5945.p1
OG0003532	XM_001592001.1.p1	lcl|CANTFL010001465.1_cds_CAI5742239.1_9353.p1
OG0003535	XM_001594248.1.p1	lcl|CANTFL010001027.1_cds_CAI5730386.1_5088.p1
OG0003544	XM_001589289.1.p1	lcl|CANTFL010000254.1_cds_CAI5719962.1_2424.p1
OG0003556	XM_001589695.1.p1	lcl|CANTFL010001449.1_cds_CAI5741332.1_8875.p1
OG0003560	XM_001593608.1.p1	lcl|CANTFL010001216.1_cds_CAI5734234.1_6416.p1
OG0003561	XM_001596592.1.p1	lcl|CANTFL010001193.1_cds_CAI5733300.1_6096.p1
OG0003562	XM_001594981.1.p1	lcl|CANTFL010001097.1_cds_CAI5731346.1_5424.p1
OG0003563	XM_001592485.1.p1	lcl|CANTFL010000086.1_cds_CAI5711936.1_796.p1
OG0003567	XM_001586818.1.p1	lcl|CANTFL010000549.1_cds_CAI5724119.1_3457.p1
OG0003568	XM_001589321.1.p1	lcl|CANTFL010001192.1_cds_CAI5733093.1_6022.p1
OG0003570	XM_001586065.1.p1	lcl|CANTFL010001403.1_cds_CAI5738942.1_8044.p1
OG0003574	XM_001585918.1.p1	lcl|CANTFL010000254.1_cds_CAI5719913.1_2414.p1
OG0003576	XM_001595380.1.p1	lcl|CANTFL010000914.1_cds_CAI5728640.1_4603.p1, lcl|CANTFL010001109.1_cds_CAI5731616.1_5517.p1, lcl|CANTFL010001109.1_cds_CAI5731593.1_5509.p1, lcl|CANTFL010001109.1_cds_CAI5731612.1_5516.p1
OG0003578	XM_001594877.1.p1	lcl|CANTFL010001490.1_cds_CAI5743469.1_10000.p1
OG0003579	XM_001597590.1.p1	lcl|CANTFL010001450.1_cds_CAI5741462.1_8944.p1
OG0003580	XM_001597654.1.p1	lcl|CANTFL010000137.1_cds_CAI5714826.1_1386.p1
OG0003584	XM_001585144.1.p1	lcl|CANTFL010000320.1_cds_CAI5720657.1_2571.p1
OG0003586	XM_001594598.1.p1	lcl|CANTFL010001450.1_cds_CAI5741498.1_8962.p1
OG0003591	XM_001598539.1.p1	lcl|CANTFL010000167.1_cds_CAI5716786.1_1787.p1
OG0003605	XM_001596751.1.p1	lcl|CANTFL010001372.1_cds_CAI5738295.1_7821.p1
OG0003610	XM_001586036.1.p1	lcl|CANTFL010001018.1_cds_CAI5730111.1_4993.p1
OG0003612	XM_001591787.1.p1	lcl|CANTFL010000617.1_cds_CAI5725721.1_3862.p1
OG0003613	XM_001598054.1.p1	lcl|CANTFL010001075.1_cds_CAI5730971.1_5295.p1
OG0003619	XM_001591448.1.p1	lcl|CANTFL010000195.1_cds_CAI5718022.1_2039.p1
OG0003621	XM_001596021.1.p1	lcl|CANTFL010000195.1_cds_CAI5717888.1_2012.p1
OG0003622	XM_001588618.1.p1	lcl|CANTFL010000086.1_cds_CAI5712415.1_895.p1
OG0003623	XM_001597525.1.p1	lcl|CANTFL010001016.1_cds_CAI5730089.1_4986.p1, lcl|CANTFL010001016.1_cds_CAI5730092.1_4987.p1
OG0003627	XM_001588705.1.p1	lcl|CANTFL010001080.1_cds_CAI5731234.1_5384.p1
OG0003628	XM_001595591.1.p1	lcl|CANTFL010000322.1_cds_CAI5720784.1_2604.p1
OG0003629	XM_001585723.1.p1	lcl|CANTFL010001158.1_cds_CAI5732459.1_5806.p1
OG0003630	XM_001586059.1.p1	lcl|CANTFL010001468.1_cds_CAI5742452.1_9466.p1
OG0003631	XM_001597187.1.p1	lcl|CANTFL010000748.1_cds_CAI5727489.1_4311.p1
OG0003635	XM_001586052.1.p1	lcl|CANTFL010001360.1_cds_CAI5738159.1_7774.p1
OG0003637	XM_001596737.1.p1	lcl|CANTFL010000514.1_cds_CAI5723782.1_3371.p1
OG0003639	XM_001587751.1.p1	lcl|CANTFL010000086.1_cds_CAI5712420.1_896.p1
OG0003641	XM_001587992.1.p1	lcl|CANTFL010000529.1_cds_CAI5723945.1_3412.p1
OG0003642	XM_001594713.1.p1	lcl|CANTFL010001244.1_cds_CAI5734754.1_6593.p1
OG0003645	XM_001595610.1.p1	lcl|CANTFL010000386.1_cds_CAI5721555.1_2802.p1
OG0003648	XM_001596333.1.p1	lcl|CANTFL010001485.1_cds_CAI5743164.1_9839.p1
OG0003650	XM_001594878.1.p1	lcl|CANTFL010000479.1_cds_CAI5723390.1_3270.p1
OG0003661	XM_001591093.1.p1	lcl|CANTFL010001229.1_cds_CAI5734439.1_6489.p1
OG0003662	XM_001595386.1.p1, XM_001597540.1.p1	lcl|CANTFL010000086.1_cds_CAI5711763.1_760.p1
OG0003665	XM_001596461.1.p1	lcl|CANTFL010001211.1_cds_CAI5734181.1_6399.p1
OG0003668	XM_001592591.1.p1	lcl|CANTFL010001455.1_cds_CAI5741921.1_9185.p1
OG0003670	XM_001595942.1.p1	lcl|CANTFL010001027.1_cds_CAI5730395.1_5091.p1
OG0003677	XM_001598491.1.p1	lcl|CANTFL010001360.1_cds_CAI5738098.1_7752.p1
OG0003683	XM_001594453.1.p1	lcl|CANTFL010001026.1_cds_CAI5730368.1_5082.p1
OG0003693	XM_001587589.1.p1	lcl|CANTFL010000086.1_cds_CAI5712284.1_867.p1
OG0003695	XM_001597528.1.p1	lcl|CANTFL010000272.1_cds_CAI5720295.1_2489.p1
OG0003697	XM_001597230.1.p1	lcl|CANTFL010000234.1_cds_CAI5719426.1_2317.p1
OG0003703	XM_001596910.1.p1	lcl|CANTFL010000042.1_cds_CAI5709886.1_389.p1
OG0003705	XM_001597089.1.p1	lcl|CANTFL010001426.1_cds_CAI5739573.1_8265.p1
OG0003706	XM_001588980.1.p1	lcl|CANTFL010001332.1_cds_CAI5737213.1_7450.p1
OG0003708	XM_001590779.1.p1	lcl|CANTFL010001332.1_cds_CAI5737244.1_7461.p1
OG0003712	XM_001593580.1.p1	lcl|CANTFL010001075.1_cds_CAI5730965.1_5293.p1
OG0003714	XM_001590399.1.p1	lcl|CANTFL010000329.1_cds_CAI5720829.1_2616.p1
OG0003731	XM_001598466.1.p1	lcl|CANTFL010001475.1_cds_CAI5742728.1_9612.p1
OG0003732	XM_001590883.1.p1	lcl|CANTFL010000002.1_cds_CAI5708119.1_15.p1
OG0003737	XM_001591238.1.p1	lcl|CANTFL010001471.1_cds_CAI5742553.1_9521.p1
OG0003738	XM_001590499.1.p1	lcl|CANTFL010000174.1_cds_CAI5717491.1_1932.p1
OG0003739	XM_001595992.1.p1	lcl|CANTFL010001387.1_cds_CAI5738642.1_7941.p1
OG0003742	XM_001586515.1.p1	lcl|CANTFL010000629.1_cds_CAI5725884.1_3902.p1
OG0003745	XM_001587542.1.p1, XM_001596972.1.p1	lcl|CANTFL010001429.1_cds_CAI5739826.1_8358.p1
OG0003746	XM_001589351.1.p1	lcl|CANTFL010000455.1_cds_CAI5722795.1_3117.p1
OG0003750	XM_001594821.1.p1	lcl|CANTFL010000174.1_cds_CAI5717347.1_1902.p1
OG0003754	XM_001598056.1.p1	lcl|CANTFL010000122.1_cds_CAI5714358.1_1294.p1
OG0003755	XM_001595786.1.p1	lcl|CANTFL010000086.1_cds_CAI5712323.1_875.p1
OG0003760	XM_001595445.1.p1	lcl|CANTFL010001135.1_cds_CAI5732119.1_5691.p1
OG0003763	XM_001590122.1.p1	lcl|CANTFL010000673.1_cds_CAI5726854.1_4152.p1
OG0003765	XM_001585834.1.p1	lcl|CANTFL010000386.1_cds_CAI5721571.1_2806.p1
OG0003767	XM_001591700.1.p1	lcl|CANTFL010000976.1_cds_CAI5729046.1_4705.p1
OG0003795	XM_001586031.1.p1	lcl|CANTFL010000529.1_cds_CAI5723932.1_3409.p1
OG0003796	XM_001585850.1.p1	lcl|CANTFL010000138.1_cds_CAI5715142.1_1452.p1
OG0003797	XM_001598420.1.p1	lcl|CANTFL010000048.1_cds_CAI5710014.1_415.p1
OG0003798	XM_001588547.1.p1	lcl|CANTFL010001446.1_cds_CAI5740872.1_8722.p1
OG0003799	XM_001597481.1.p1	lcl|CANTFL010000174.1_cds_CAI5717398.1_1913.p1
OG0003800	XM_001593207.1.p1	lcl|CANTFL010000086.1_cds_CAI5712832.1_980.p1
OG0003809	XM_001587281.1.p1	lcl|CANTFL010000006.1_cds_CAI5708350.1_73.p1
OG0003814	XM_001597385.1.p1	lcl|CANTFL010001444.1_cds_CAI5740327.1_8530.p1
OG0003816	XM_001584587.1.p1	lcl|CANTFL010000183.1_cds_CAI5717656.1_1966.p1
OG0003839	XM_001594189.1.p1	lcl|CANTFL010001296.1_cds_CAI5736010.1_7033.p1
OG0003841	XM_001590689.1.p1	lcl|CANTFL010001332.1_cds_CAI5737379.1_7508.p1
OG0003844	XM_001590884.1.p1	lcl|CANTFL010001488.1_cds_CAI5743331.1_9927.p1
OG0003855	XM_001597960.1.p1	lcl|CANTFL010000073.1_cds_CAI5710817.1_579.p1, lcl|CANTFL010000073.1_cds_CAI5710802.1_576.p1
OG0003861	XM_001591373.1.p1	lcl|CANTFL010000174.1_cds_CAI5717141.1_1858.p1
OG0003863	XM_001588105.1.p1	lcl|CANTFL010000174.1_cds_CAI5717021.1_1833.p1
OG0003865	XM_001597874.1.p1	lcl|CANTFL010001099.1_cds_CAI5731368.1_5433.p1
OG0003867	XM_001595216.1.p1	lcl|CANTFL010001332.1_cds_CAI5737023.1_7384.p1
OG0003869	XM_001584606.1.p1	lcl|CANTFL010001256.1_cds_CAI5735288.1_6779.p1
OG0003875	XM_001591478.1.p1	lcl|CANTFL010000417.1_cds_CAI5722269.1_2984.p1
OG0003877	XM_001595659.1.p1	lcl|CANTFL010000272.1_cds_CAI5720305.1_2491.p1
OG0003884	XM_001588609.1.p1	lcl|CANTFL010001254.1_cds_CAI5735110.1_6715.p1
OG0003885	XM_001590140.1.p1	lcl|CANTFL010001041.1_cds_CAI5730598.1_5166.p1
OG0003889	XM_001587424.1.p1	lcl|CANTFL010001490.1_cds_CAI5743524.1_10028.p1
OG0003893	XM_001589968.1.p1	lcl|CANTFL010001260.1_cds_CAI5735403.1_6819.p1
OG0003897	XM_001598507.1.p1	lcl|CANTFL010000886.1_cds_CAI5728506.1_4569.p1
OG0003910	XM_001584595.1.p1	lcl|CANTFL010001198.1_cds_CAI5733445.1_6145.p1
OG0003912	XM_001594430.1.p1	lcl|CANTFL010001075.1_cds_CAI5731033.1_5316.p1
OG0003918	XM_001586863.1.p1	lcl|CANTFL010000254.1_cds_CAI5719996.1_2431.p1
OG0003922	XM_001587095.1.p1	lcl|CANTFL010000086.1_cds_CAI5711621.1_731.p1
OG0003924	XM_001598289.1.p1	lcl|CANTFL010001216.1_cds_CAI5734270.1_6428.p1
OG0003932	XM_001586814.1.p1	lcl|CANTFL010001315.1_cds_CAI5736674.1_7260.p1
OG0003935	XM_001598044.1.p1	lcl|CANTFL010000195.1_cds_CAI5717870.1_2009.p1
OG0003939	XM_001598750.1.p1	lcl|CANTFL010000360.1_cds_CAI5721073.1_2679.p1
