Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Saccharomyces_cerevisiae_rna_prot
OG0005223	XM_001591729.1.p1	NM_001180526.1.p1
OG0005228	XM_001586616.1.p1	NM_001180476.1.p1
OG0005230	XM_001593192.1.p1	NM_001182776.1.p1
OG0005258	XM_001595324.1.p1	NM_001181171.1.p1
OG0005282	XM_001597220.1.p1	NM_001179669.1.p1
OG0005284	XM_001598809.1.p1	NM_001183772.1.p1
OG0005290	XM_001598300.1.p1	NM_001179966.1.p1
OG0005293	XM_001589034.1.p1	NM_001178154.1.p1
OG0005297	XM_001596007.1.p1	NM_001181029.1.p1
OG0005298	XM_001588141.1.p1	NM_001179533.1.p1
OG0005300	XM_001588277.1.p1	NM_001182302.3.p1
OG0005311	XM_001587137.1.p1	NM_001180944.1.p1
OG0005315	XM_001587515.1.p1	NM_001183216.1.p1
OG0005330	XM_001595136.1.p1	NM_001182197.2.p1
OG0005341	XM_001587561.1.p1	NM_001178913.1.p1
OG0005343	XM_001598095.1.p1	NM_001183884.1.p1
OG0005347	XM_001587588.1.p1	NM_001180008.3.p1
OG0005350	XM_001595059.1.p1	NM_001183132.1.p1
OG0005357	XM_001594426.1.p1	NM_001181776.3.p1
OG0005361	XM_001584876.1.p1	NM_001180915.3.p1
OG0005368	XM_001598380.1.p1	NM_001179664.1.p1
OG0005370	XM_001588298.1.p1	NM_001183550.1.p1
OG0005375	XM_001586270.1.p1	NM_001178728.1.p1
OG0005378	XM_001597681.1.p1	NM_001179449.1.p1
OG0005385	XM_001594704.1.p1	NM_001179943.1.p1
OG0005392	XM_001593524.1.p1	NM_001182893.3.p1
OG0005393	XM_001586014.1.p1	NM_001182989.3.p1
OG0005397	XM_001592429.1.p1	NM_001182697.1.p1
OG0005409	XM_001587953.1.p1	NM_001181699.3.p1
OG0005490	XM_001594542.1.p1	NM_001181048.1.p1
OG0005511	XM_001593714.1.p1, XM_001592362.1.p1, XM_001592363.1.p1	NM_001184123.1.p1
OG0005512	XM_001592267.1.p1	NM_001183886.1.p1
OG0005514	XM_001597966.1.p1	NM_001182535.1.p1
OG0005522	XM_001592306.1.p1	NM_001180978.3.p1
OG0005564	XM_001593086.1.p1	NM_001182527.1.p1, NM_001179616.1.p1
OG0005568	XM_001595835.1.p1	NM_001178255.1.p1
OG0005577	XM_001586275.1.p1	NM_001180671.1.p1
OG0005619	XM_001590213.1.p1	NM_001182032.1.p1
OG0005659	XM_001586456.1.p1	NM_001179554.1.p1
OG0005675	XM_001587840.1.p1	NM_001178594.1.p1
OG0005705	XM_001593716.1.p1	NM_001182438.1.p1
OG0005727	XM_001597637.1.p1	NM_001181954.1.p1
OG0005737	XM_001593163.1.p1	NM_001179643.1.p1
OG0005749	XM_001589533.1.p1	NM_001178541.3.p1
OG0005752	XM_001597713.1.p1	NM_001181005.1.p1
OG0005757	XM_001594545.1.p1	NM_001180910.3.p1
OG0005771	XM_001594140.1.p1	NM_001179104.1.p1
OG0005775	XM_001593659.1.p1	NM_001180537.3.p1
OG0005844	XM_001588902.1.p1	NM_001181557.1.p1
OG0005872	XM_001588796.1.p1	NM_001180295.1.p1
OG0005902	XM_001595674.1.p1	NM_001180397.1.p1
OG0005909	XM_001589056.1.p1	NM_001182770.1.p1
OG0005955	XM_001591241.1.p1	NM_001180898.2.p1
OG0005959	XM_001594147.1.p1	NM_001178707.1.p1
OG0005968	XM_001597314.1.p1	NM_001178404.1.p1
OG0005972	XM_001594997.1.p1	NM_001182092.1.p1
OG0005996	XM_001590738.1.p1	NM_001183407.1.p1
OG0006008	XM_001592370.1.p1	NM_001179906.1.p1
OG0006013	XM_001587401.1.p1	NM_001183943.1.p1, NM_001183632.1.p1
OG0006040	XM_001587599.1.p1	NM_001179422.3.p1
OG0006044	XM_001585802.1.p1	NM_001178353.1.p1, NM_001180311.3.p1
OG0006050	XM_001584911.1.p1	NM_001181037.1.p1
OG0006179	XM_001590103.1.p1	NM_001181607.1.p1, NM_001180108.1.p1
OG0006185	XM_001590298.1.p1	NM_001179781.1.p1
OG0006290	XM_001588441.1.p1	NM_001181191.1.p1
OG0006299	XM_001597880.1.p1	NM_001178853.1.p1
OG0006389	XM_001586185.1.p1	NM_001178534.1.p1
OG0006540	XM_001591401.1.p1	NM_001180554.3.p1
OG0006770	XM_001591722.1.p1	NM_001183031.2.p1
OG0006786	XM_001591294.1.p1	NM_001182694.1.p1
OG0006806	XM_001597086.1.p1	NM_001179282.1.p1
OG0006849	XM_001588225.1.p1	NM_001179577.1.p1
OG0006882	XM_001590453.1.p1	NM_001180094.1.p1
OG0007181	XM_001596289.1.p1	NM_001180614.1.p1
OG0007185	XM_001588122.1.p1	NM_001182536.1.p1
OG0007223	XM_001592375.1.p1	NM_001180291.1.p1
OG0007681	XM_001587915.1.p1	NM_001181876.1.p1
OG0007683	XM_001588854.1.p1	NM_001270745.1.p1
OG0007687	XM_001587233.1.p1	NM_001179309.3.p1
OG0008243	XM_001591099.1.p1	NM_001178835.1.p1
OG0008610	XM_001596107.1.p1	NM_001178796.1.p1
OG0008937	XM_001587606.1.p1	NM_001183417.1.p1
