Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Penicillium_expansum_rna_prot
OG0005337	XM_001595451.1.p1	XM_016745171.1.p1
OG0005338	XM_001595205.1.p1	XM_016745978.1.p1
OG0005339	XM_001591986.1.p1	XM_016748321.1.p1
OG0005340	XM_001596386.1.p1	XM_016745424.1.p1
OG0005341	XM_001587561.1.p1	XM_016745303.1.p1
OG0005342	XM_001591053.1.p1	XM_016742541.1.p1
OG0005343	XM_001598095.1.p1	XM_016739176.1.p1
OG0005344	XM_001585938.1.p1	XM_016745259.1.p1
OG0005345	XM_001597955.1.p1	XM_016746782.1.p1
OG0005347	XM_001587588.1.p1	XM_016743745.1.p1
OG0005348	XM_001587619.1.p1	XM_016737919.1.p1
OG0005349	XM_001587429.1.p1	XM_016745745.1.p1
OG0005350	XM_001595059.1.p1	XM_016738804.1.p1
OG0005351	XM_001591036.1.p1	XM_016742795.1.p1
OG0005352	XM_001597425.1.p1	XM_016747077.1.p1
OG0005353	XM_001597499.1.p1	XM_016742766.1.p1
OG0005354	XM_001597323.1.p1	XM_016747340.1.p1
OG0005355	XM_001595914.1.p1	XM_016740244.1.p1
OG0005356	XM_001595055.1.p1	XM_016737709.1.p1
OG0005357	XM_001594426.1.p1	XM_016739705.1.p1
OG0005358	XM_001594418.1.p1	XM_016746247.1.p1
OG0005359	XM_001587942.1.p1	XM_016740705.1.p1
OG0005364	XM_001598677.1.p1	XM_016741178.1.p1
OG0005365	XM_001590828.1.p1	XM_016740812.1.p1
OG0005366	XM_001595129.1.p1	XM_016739961.1.p1, XM_016741667.1.p1
OG0005367	XM_001586316.1.p1	XM_016746766.1.p1
OG0005368	XM_001598380.1.p1	XM_016740621.1.p1
OG0005369	XM_001591814.1.p1	XM_016744013.1.p1, XM_016746826.1.p1
OG0005370	XM_001588298.1.p1	XM_016747819.1.p1
OG0005371	XM_001587299.1.p1	XM_016744541.1.p1
OG0005373	XM_001584599.1.p1	XM_016742226.1.p1
OG0005374	XM_001591079.1.p1	XM_016738907.1.p1
OG0005376	XM_001592749.1.p1	XM_016738008.1.p1
OG0005377	XM_001598034.1.p1	XM_016743757.1.p1
OG0005378	XM_001597681.1.p1	XM_016742709.1.p1
OG0005379	XM_001587193.1.p1	XM_016744472.1.p1
OG0005380	XM_001593101.1.p1	XM_016747664.1.p1
OG0005381	XM_001590579.1.p1	XM_016740568.1.p1
OG0005382	XM_001598470.1.p1	XM_016739898.1.p1
OG0005384	XM_001589385.1.p1	XM_016739248.1.p1
OG0005385	XM_001594704.1.p1	XM_016737994.1.p1
OG0005386	XM_001595741.1.p1	XM_016739723.1.p1
OG0005387	XM_001593037.1.p1	XM_016740996.1.p1
OG0005388	XM_001595100.1.p1	XM_016745822.1.p1
OG0005390	XM_001585821.1.p1, XM_001591048.1.p1	XM_016745317.1.p1, XM_016741372.1.p1, XM_016746101.1.p1
OG0005391	XM_001595024.1.p1	XM_016737532.1.p1
OG0005392	XM_001593524.1.p1	XM_016741876.1.p1
OG0005393	XM_001586014.1.p1	XM_016747160.1.p1
OG0005394	XM_001592552.1.p1	XM_016740110.1.p1
OG0005395	XM_001597605.1.p1	XM_016743244.1.p1
OG0005396	XM_001597594.1.p1	XM_016744116.1.p1
OG0005397	XM_001592429.1.p1	XM_016746312.1.p1
OG0005398	XM_001586626.1.p1	XM_016738972.1.p1
OG0005399	XM_001592361.1.p1	XM_016738156.1.p1
OG0005400	XM_001592436.1.p1	XM_016740006.1.p1
OG0005401	XM_001590587.1.p1	XM_016745986.1.p1
OG0005402	XM_001598124.1.p1	XM_016737492.1.p1
OG0005403	XM_001593539.1.p1	XM_016745543.1.p1
OG0005404	XM_001596138.1.p1	XM_016743779.1.p1
OG0005405	XM_001587974.1.p1	XM_016739240.1.p1
OG0005407	XM_001590864.1.p1	XM_016738665.1.p1
OG0005408	XM_001585785.1.p1	XM_016746806.1.p1
OG0005409	XM_001587953.1.p1	XM_016743364.1.p1
OG0005410	XM_001598686.1.p1	XM_016740277.1.p1
OG0005412	XM_001586245.1.p1	XM_016738898.1.p1
OG0005414	XM_001594659.1.p1	XM_016742391.1.p1
OG0005415	XM_001596763.1.p1	XM_016741206.1.p1
OG0005416	XM_001586486.1.p1	XM_016744951.1.p1
OG0005417	XM_001588376.1.p1	XM_016743119.1.p1
OG0005418	XM_001593369.1.p1	XM_016743133.1.p1
OG0005419	XM_001597734.1.p1	XM_016740645.1.p1
OG0005420	XM_001598932.1.p1	XM_016742536.1.p1
OG0005421	XM_001587285.1.p1	XM_016742439.1.p1
OG0005422	XM_001594285.1.p1	XM_016748105.1.p1
OG0005430	XM_001596223.1.p1	XM_016746970.1.p1
OG0005432	XM_001585016.1.p1	XM_016745875.1.p1
OG0005435	XM_001598070.1.p1	XM_016738309.1.p1
OG0005437	XM_001587277.1.p1	XM_016740938.1.p1
OG0005439	XM_001586924.1.p1	XM_016741586.1.p1, XM_016744440.1.p1
OG0005442	XM_001598593.1.p1	XM_016738339.1.p1, XM_016744204.1.p1
OG0005444	XM_001598256.1.p1	XM_016738854.1.p1
OG0005446	XM_001594259.1.p1	XM_016738928.1.p1
OG0005447	XM_001592137.1.p1	XM_016747345.1.p1
OG0005452	XM_001587052.1.p1, XM_001598845.1.p1	XM_016738311.1.p1
OG0005481	XM_001597823.1.p1	XM_016740666.1.p1
OG0005484	XM_001594711.1.p1	XM_016743556.1.p1
OG0005485	XM_001593554.1.p1	XM_016743618.1.p1
OG0005487	XM_001594294.1.p1	XM_016742525.1.p1
OG0005488	XM_001598412.1.p1	XM_016744997.1.p1
OG0005489	XM_001596214.1.p1	XM_016740254.1.p1
OG0005490	XM_001594542.1.p1	XM_016746243.1.p1
OG0005492	XM_001593470.1.p1	XM_016745801.1.p1
OG0005493	XM_001596933.1.p1	XM_016747576.1.p1
OG0005495	XM_001586133.1.p1	XM_016739094.1.p1
OG0005496	XM_001596187.1.p1	XM_016747896.1.p1
OG0005497	XM_001593059.1.p1	XM_016747927.1.p1
OG0005500	XM_001589624.1.p1	XM_016742258.1.p1
OG0005501	XM_001594698.1.p1	XM_016742891.1.p1
OG0005504	XM_001595278.1.p1	XM_016744573.1.p1
OG0005505	XM_001591695.1.p1	XM_016747957.1.p1
OG0005507	XM_001592909.1.p1	XM_016746901.1.p1
OG0005511	XM_001593714.1.p1, XM_001592362.1.p1, XM_001592363.1.p1	XM_016742485.1.p1
OG0005512	XM_001592267.1.p1	XM_016746883.1.p1
OG0005513	XM_001592403.1.p1	XM_016740080.1.p1
OG0005514	XM_001597966.1.p1	XM_016746717.1.p1
OG0005515	XM_001593712.1.p1	XM_016738682.1.p1
OG0005516	XM_001594293.1.p1	XM_016742524.1.p1
OG0005517	XM_001597968.1.p1, XM_001588679.1.p1	XM_016743348.1.p1
OG0005518	XM_001593358.1.p1	XM_016745120.1.p1
OG0005519	XM_001591025.1.p1	XM_016744318.1.p1
OG0005520	XM_001592389.1.p1	XM_016743487.1.p1
OG0005521	XM_001590317.1.p1	XM_016738301.1.p1
OG0005522	XM_001592306.1.p1	XM_016747354.1.p1
OG0005524	XM_001589338.1.p1	XM_016737976.1.p1
OG0005525	XM_001593208.1.p1	XM_016741069.1.p1
OG0005526	XM_001590709.1.p1	XM_016737482.1.p1
OG0005527	XM_001593025.1.p1	XM_016739955.1.p1
OG0005528	XM_001598210.1.p1	XM_016747556.1.p1
OG0005529	XM_001597666.1.p1	XM_016737635.1.p1
OG0005530	XM_001598204.1.p1	XM_016746623.1.p1
OG0005532	XM_001592054.1.p1	XM_016741973.1.p1
OG0005534	XM_001596540.1.p1	XM_016745030.1.p1
OG0005535	XM_001591174.1.p1	XM_016740653.1.p1
OG0005537	XM_001596995.1.p1	XM_016740379.1.p1
OG0005538	XM_001594888.1.p1	XM_016740779.1.p1
OG0005540	XM_001597460.1.p1	XM_016744299.1.p1
OG0005541	XM_001588632.1.p1	XM_016739628.1.p1
OG0005542	XM_001598001.1.p1	XM_016747551.1.p1
OG0005543	XM_001584694.1.p1	XM_016738051.1.p1
OG0005544	XM_001585893.1.p1	XM_016744976.1.p1
OG0005546	XM_001591216.1.p1	XM_016742170.1.p1
OG0005547	XM_001587229.1.p1	XM_016746147.1.p1
OG0005549	XM_001588552.1.p1	XM_016743046.1.p1
OG0005550	XM_001592986.1.p1	XM_016743773.1.p1
OG0005552	XM_001596264.1.p1	XM_016737988.1.p1
OG0005553	XM_001592496.1.p1	XM_016743482.1.p1
OG0005554	XM_001585454.1.p1	XM_016740262.1.p1
OG0005555	XM_001596108.1.p1	XM_016746014.1.p1
OG0005556	XM_001586035.1.p1	XM_016739269.1.p1
OG0005557	XM_001585008.1.p1, XM_001595207.1.p1, XM_001597920.1.p1, XM_001590412.1.p1, XM_001592007.1.p1	XM_016743190.1.p1
OG0005558	XM_001587144.1.p1	XM_016738165.1.p1
OG0005559	XM_001594813.1.p1	XM_016737543.1.p1
OG0005562	XM_001596918.1.p1	XM_016747573.1.p1
OG0005563	XM_001593911.1.p1	XM_016748099.1.p1
OG0005564	XM_001593086.1.p1	XM_016742370.1.p1
OG0005565	XM_001598460.1.p1	XM_016737514.1.p1
OG0005566	XM_001597643.1.p1	XM_016743277.1.p1
OG0005567	XM_001598291.1.p1	XM_016744637.1.p1
OG0005568	XM_001595835.1.p1	XM_016743916.1.p1
OG0005569	XM_001591412.1.p1	XM_016740349.1.p1
OG0005570	XM_001592992.1.p1	XM_016742185.1.p1
OG0005571	XM_001598794.1.p1	XM_016739660.1.p1
OG0005573	XM_001589608.1.p1	XM_016739740.1.p1
OG0005574	XM_001591670.1.p1	XM_016746857.1.p1
OG0005576	XM_001597373.1.p1	XM_016737330.1.p1
OG0005577	XM_001586275.1.p1	XM_016742423.1.p1
OG0005581	XM_001587284.1.p1	XM_016742438.1.p1
OG0005583	XM_001589679.1.p1	XM_016745060.1.p1
OG0005584	XM_001594230.1.p1	XM_016745679.1.p1
OG0005585	XM_001586522.1.p1	XM_016738799.1.p1
OG0005587	XM_001592529.1.p1	XM_016743484.1.p1
OG0005588	XM_001596313.1.p1	XM_016742287.1.p1
OG0005589	XM_001589896.1.p1	XM_016746202.1.p1
OG0005590	XM_001596265.1.p1	XM_016747217.1.p1
OG0005591	XM_001593510.1.p1	XM_016745767.1.p1
OG0005592	XM_001591459.1.p1	XM_016742874.1.p1
OG0005594	XM_001594874.1.p1	XM_016747611.1.p1
OG0005597	XM_001593464.1.p1	XM_016739212.1.p1
OG0005598	XM_001593475.1.p1	XM_016744229.1.p1
OG0005600	XM_001594615.1.p1	XM_016745871.1.p1
OG0005601	XM_001595622.1.p1	XM_016738661.1.p1
OG0005603	XM_001595239.1.p1	XM_016746909.1.p1
OG0005604	XM_001596847.1.p1	XM_016739963.1.p1
OG0005605	XM_001589050.1.p1	XM_016739504.1.p1
OG0005606	XM_001595470.1.p1	XM_016738305.1.p1
OG0005608	XM_001596266.1.p1	XM_016740933.1.p1
OG0005609	XM_001586399.1.p1	XM_016739382.1.p1
OG0005611	XM_001595461.1.p1	XM_016740619.1.p1
OG0005612	XM_001584914.1.p1	XM_016740226.1.p1
OG0005613	XM_001598492.1.p1	XM_016744272.1.p1
OG0005614	XM_001591685.1.p1	XM_016742684.1.p1
OG0005616	XM_001588728.1.p1	XM_016738835.1.p1
OG0005617	XM_001597765.1.p1	XM_016737322.1.p1
OG0005618	XM_001590835.1.p1	XM_016740201.1.p1, XM_016740546.1.p1
OG0005619	XM_001590213.1.p1	XM_016744684.1.p1
OG0005620	XM_001597631.1.p1	XM_016737952.1.p1
OG0005622	XM_001597070.1.p1	XM_016743413.1.p1
OG0005624	XM_001593448.1.p1	XM_016739214.1.p1
OG0005625	XM_001586675.1.p1	XM_016743624.1.p1
OG0005626	XM_001588489.1.p1	XM_016738430.1.p1
OG0005627	XM_001585576.1.p1	XM_016738727.1.p1
OG0005628	XM_001588336.1.p1	XM_016743165.1.p1
OG0005629	XM_001588428.1.p1	XM_016742211.1.p1
OG0005630	XM_001595840.1.p1	XM_016739718.1.p1
OG0005633	XM_001596604.1.p1	XM_016743412.1.p1
OG0005634	XM_001590952.1.p1	XM_016741594.1.p1
OG0005635	XM_001590214.1.p1	XM_016739816.1.p1
OG0005636	XM_001587439.1.p1	XM_016740644.1.p1
OG0005637	XM_001593907.1.p1	XM_016745364.1.p1
OG0005643	XM_001594110.1.p1	XM_016743605.1.p1
OG0005645	XM_001589180.1.p1	XM_016741887.1.p1
OG0005646	XM_001596383.1.p1	XM_016740934.1.p1
OG0005647	XM_001587514.1.p1	XM_016745165.1.p1
OG0005648	XM_001597167.1.p1	XM_016743929.1.p1
OG0005649	XM_001597181.1.p1	XM_016744048.1.p1
OG0005650	XM_001591105.1.p1	XM_016739896.1.p1
OG0005652	XM_001588720.1.p1	XM_016739651.1.p1
OG0005653	XM_001598648.1.p1	XM_016746992.1.p1
OG0005654	XM_001596819.1.p1	XM_016743109.1.p1, XM_016739780.1.p1, XM_016739779.1.p1
OG0005655	XM_001586878.1.p1	XM_016738199.1.p1
OG0005657	XM_001584545.1.p1	XM_016746800.1.p1
OG0005658	XM_001592828.1.p1	XM_016744424.1.p1
OG0005659	XM_001586456.1.p1	XM_016741319.1.p1
OG0005660	XM_001586841.1.p1	XM_016739222.1.p1
OG0005661	XM_001587991.1.p1	XM_016742044.1.p1
OG0005662	XM_001596193.1.p1	XM_016743402.1.p1
OG0005664	XM_001597939.1.p1	XM_016739829.1.p1
OG0005666	XM_001586146.1.p1	XM_016739065.1.p1
OG0005667	XM_001589553.1.p1	XM_016742241.1.p1
OG0005668	XM_001596950.1.p1	XM_016738274.1.p1
OG0005669	XM_001592946.1.p1	XM_016739978.1.p1
OG0005670	XM_001586238.1.p1	XM_016745684.1.p1
OG0005671	XM_001589066.1.p1	XM_016739181.1.p1
OG0005672	XM_001593289.1.p1	XM_016745707.1.p1
OG0005674	XM_001597109.1.p1	XM_016737399.1.p1
OG0005675	XM_001587840.1.p1	XM_016742072.1.p1
OG0005678	XM_001596112.1.p1	XM_016740232.1.p1
OG0005679	XM_001592989.1.p1	XM_016747665.1.p1
OG0005680	XM_001587242.1.p1	XM_016746148.1.p1
OG0005682	XM_001598580.1.p1	XM_016741631.1.p1
OG0005683	XM_001584574.1.p1	XM_016746246.1.p1
OG0005684	XM_001593501.1.p1	XM_016745795.1.p1
OG0005685	XM_001589678.1.p1	XM_016745067.1.p1
OG0005686	XM_001589876.1.p1	XM_016741471.1.p1
OG0005687	XM_001589456.1.p1	XM_016742882.1.p1
OG0005689	XM_001595711.1.p1	XM_016747800.1.p1
OG0005690	XM_001588657.1.p1	XM_016747840.1.p1
OG0005692	XM_001590359.1.p1	XM_016748114.1.p1
OG0005693	XM_001594737.1.p1	XM_016737398.1.p1
OG0005695	XM_001592488.1.p1	XM_016747327.1.p1
OG0005696	XM_001590781.1.p1	XM_016748014.1.p1
OG0005697	XM_001594585.1.p1	XM_016748103.1.p1
OG0005698	XM_001592680.1.p1	XM_016741074.1.p1
OG0005699	XM_001586195.1.p1	XM_016742410.1.p1
OG0005702	XM_001584895.1.p1	XM_016744249.1.p1
OG0005703	XM_001590642.1.p1	XM_016740471.1.p1
OG0005706	XM_001597456.1.p1	XM_016746749.1.p1
OG0005708	XM_001594365.1.p1	XM_016739689.1.p1
OG0005709	XM_001596716.1.p1	XM_016742740.1.p1
OG0005710	XM_001584679.1.p1	XM_016745461.1.p1
OG0005711	XM_001597706.1.p1	XM_016739041.1.p1
OG0005714	XM_001584680.1.p1	XM_016743701.1.p1
OG0005715	XM_001586303.1.p1	XM_016738868.1.p1
OG0005716	XM_001589279.1.p1	XM_016747328.1.p1
OG0005717	XM_001585610.1.p1	XM_016747822.1.p1
OG0005718	XM_001597405.1.p1	XM_016740661.1.p1
OG0005720	XM_001585717.1.p1	XM_016743693.1.p1
OG0005722	XM_001588167.1.p1	XM_016745467.1.p1
OG0005723	XM_001591888.1.p1	XM_016739371.1.p1
OG0005727	XM_001597637.1.p1	XM_016737957.1.p1
OG0005733	XM_001590238.1.p1	XM_016739771.1.p1
OG0005736	XM_001594786.1.p1	XM_016743205.1.p1
OG0005741	XM_001586143.1.p1	XM_016744871.1.p1
OG0005743	XM_001595570.1.p1	XM_016744807.1.p1
OG0005744	XM_001585096.1.p1	XM_016743139.1.p1
OG0005745	XM_001585099.1.p1	XM_016743138.1.p1
OG0005746	XM_001588283.1.p1	XM_016747790.1.p1
OG0005748	XM_001595765.1.p1	XM_016746606.1.p1
OG0005749	XM_001589533.1.p1	XM_016743542.1.p1
OG0005750	XM_001593904.1.p1	XM_016740553.1.p1, XM_016741883.1.p1
OG0005751	XM_001598399.1.p1	XM_016738320.1.p1
OG0005756	XM_001589195.1.p1	XM_016745690.1.p1
OG0005757	XM_001594545.1.p1	XM_016746244.1.p1
OG0005758	XM_001598719.1.p1	XM_016739653.1.p1
OG0005759	XM_001595804.1.p1	XM_016743162.1.p1
OG0005760	XM_001598106.1.p1	XM_016744106.1.p1
OG0005762	XM_001592936.1.p1	XM_016746546.1.p1
OG0005764	XM_001587574.1.p1	XM_016738061.1.p1, XM_016738743.1.p1
OG0005765	XM_001594229.1.p1	XM_016745675.1.p1
OG0005770	XM_001595150.1.p1	XM_016742719.1.p1, XM_016741618.1.p1
OG0005771	XM_001594140.1.p1	XM_016739280.1.p1
OG0005777	XM_001584633.1.p1	XM_016739426.1.p1
OG0005780	XM_001595647.1.p1	XM_016739479.1.p1
OG0005824	XM_001593811.1.p1	XM_016743317.1.p1
OG0005826	XM_001587147.1.p1	XM_016739930.1.p1
OG0005828	XM_001597569.1.p1	XM_016739360.1.p1
OG0005830	XM_001592562.1.p1	XM_016740025.1.p1
OG0005831	XM_001587532.1.p1	XM_016741132.1.p1
OG0005832	XM_001587027.1.p1	XM_016747911.1.p1
OG0005833	XM_001594376.1.p1	XM_016739557.1.p1
OG0005834	XM_001587115.1.p1	XM_016738016.1.p1
OG0005835	XM_001596651.1.p1	XM_016742736.1.p1
OG0005836	XM_001590991.1.p1	XM_016740154.1.p1
OG0005837	XM_001587704.1.p1	XM_016741866.1.p1
OG0005842	XM_001593514.1.p1	XM_016741049.1.p1
OG0005844	XM_001588902.1.p1	XM_016739496.1.p1
OG0005845	XM_001586654.1.p1	XM_016738272.1.p1
OG0005849	XM_001585758.1.p1	XM_016739178.1.p1
OG0005851	XM_001593300.1.p1	XM_016740144.1.p1
OG0005853	XM_001595215.1.p1	XM_016741413.1.p1
OG0005854	XM_001592418.1.p1, XM_001591178.1.p1	XM_016746134.1.p1
OG0005857	XM_001592884.1.p1	XM_016746144.1.p1
OG0005858	XM_001591399.1.p1	XM_016744134.1.p1
OG0005860	XM_001598018.1.p1	XM_016738028.1.p1
OG0005861	XM_001593752.1.p1	XM_016745807.1.p1
OG0005864	XM_001589290.1.p1	XM_016743815.1.p1
OG0005866	XM_001593372.1.p1	XM_016743108.1.p1
OG0005869	XM_001587486.1.p1	XM_016741435.1.p1
OG0005870	XM_001589420.1.p1	XM_016742427.1.p1
OG0005871	XM_001584838.1.p1	XM_016746391.1.p1
OG0005872	XM_001588796.1.p1	XM_016743749.1.p1
OG0005873	XM_001587100.1.p1	XM_016740062.1.p1
OG0005874	XM_001586057.1.p1	XM_016738673.1.p1
OG0005877	XM_001597743.1.p1	XM_016739104.1.p1
OG0005882	XM_001596287.1.p1	XM_016741568.1.p1
OG0005883	XM_001595432.1.p1	XM_016744846.1.p1
OG0005886	XM_001597577.1.p1	XM_016742176.1.p1
OG0005887	XM_001586895.1.p1	XM_016740927.1.p1
OG0005890	XM_001592119.1.p1	XM_016741961.1.p1
OG0005893	XM_001591290.1.p1	XM_016738207.1.p1, XM_016746583.1.p1, XM_016743140.1.p1
OG0005895	XM_001584776.1.p1	XM_016738690.1.p1
OG0005896	XM_001592215.1.p1	XM_016746266.1.p1
OG0005899	XM_001587181.1.p1	XM_016745718.1.p1
OG0005900	XM_001593030.1.p1	XM_016745728.1.p1
OG0005903	XM_001594580.1.p1	XM_016739324.1.p1
OG0005906	XM_001592522.1.p1	XM_016740071.1.p1
OG0005907	XM_001590126.1.p1	XM_016741810.1.p1
OG0005909	XM_001589056.1.p1	XM_016739500.1.p1
OG0005910	XM_001586076.1.p1	XM_016746249.1.p1
OG0005915	XM_001589088.1.p1	XM_016744379.1.p1
OG0005916	XM_001586999.1.p1	XM_016747915.1.p1
OG0005919	XM_001592002.1.p1	XM_016741083.1.p1
OG0005920	XM_001586344.1.p1	XM_016740775.1.p1
OG0005921	XM_001584511.1.p1	XM_016739509.1.p1
OG0005923	XM_001592320.1.p1	XM_016747325.1.p1
OG0005925	XM_001590932.1.p1	XM_016743806.1.p1
OG0005926	XM_001594322.1.p1	XM_016747223.1.p1
OG0005928	XM_001590456.1.p1	XM_016748069.1.p1
OG0005929	XM_001598160.1.p1	XM_016740598.1.p1
OG0005930	XM_001590233.1.p1	XM_016739805.1.p1
OG0005931	XM_001590762.1.p1	XM_016738386.1.p1
OG0005932	XM_001596601.1.p1	XM_016742903.1.p1
OG0005936	XM_001591576.1.p1	XM_016747510.1.p1
OG0005939	XM_001598334.1.p1	XM_016742148.1.p1
OG0005940	XM_001589118.1.p1	XM_016744920.1.p1
OG0005941	XM_001588273.1.p1	XM_016744825.1.p1
OG0005942	XM_001592633.1.p1	XM_016743363.1.p1
OG0005943	XM_001593198.1.p1	XM_016739554.1.p1
OG0005944	XM_001588774.1.p1	XM_016746630.1.p1
OG0005945	XM_001594092.1.p1	XM_016738582.1.p1
OG0005946	XM_001593749.1.p1	XM_016738220.1.p1
OG0005947	XM_001593658.1.p1	XM_016746376.1.p1
OG0005948	XM_001597140.1.p1	XM_016746382.1.p1
OG0005949	XM_001594509.1.p1	XM_016741901.1.p1
OG0005951	XM_001593844.1.p1	XM_016746587.1.p1
OG0005952	XM_001594502.1.p1	XM_016743517.1.p1
OG0005954	XM_001586646.1.p1	XM_016741044.1.p1
OG0005955	XM_001591241.1.p1	XM_016739202.1.p1
OG0005956	XM_001587981.1.p1	XM_016741040.1.p1
OG0005957	XM_001586822.1.p1	XM_016739226.1.p1
OG0005958	XM_001586856.1.p1	XM_016745093.1.p1
OG0005959	XM_001594147.1.p1	XM_016739245.1.p1
OG0005961	XM_001587219.1.p1	XM_016747898.1.p1
OG0005962	XM_001585136.1.p1	XM_016747258.1.p1
OG0005964	XM_001598318.1.p1	XM_016741260.1.p1
OG0005965	XM_001584609.1.p1	XM_016740082.1.p1
OG0005966	XM_001586206.1.p1	XM_016738883.1.p1
OG0005971	XM_001597486.1.p1	XM_016748082.1.p1
OG0005974	XM_001592570.1.p1	XM_016740591.1.p1
OG0005975	XM_001597676.1.p1	XM_016748013.1.p1
OG0005977	XM_001587237.1.p1	XM_016746158.1.p1
OG0005980	XM_001587692.1.p1	XM_016747721.1.p1
OG0005981	XM_001585071.1.p1	XM_016738405.1.p1
OG0005982	XM_001596940.1.p1	XM_016738276.1.p1
OG0005983	XM_001594985.1.p1	XM_016741415.1.p1
OG0005985	XM_001597378.1.p1	XM_016744387.1.p1
OG0005986	XM_001593085.1.p1	XM_016742375.1.p1
OG0005987	XM_001591804.1.p1	XM_016747529.1.p1
OG0005989	XM_001590574.1.p1	XM_016746133.1.p1
OG0005990	XM_001589153.1.p1	XM_016743809.1.p1
OG0005991	XM_001598343.1.p1	XM_016738019.1.p1
OG0005993	XM_001593729.1.p1	XM_016746228.1.p1
OG0005994	XM_001588651.1.p1	XM_016745829.1.p1
OG0005995	XM_001586949.1.p1	XM_016745771.1.p1
OG0005996	XM_001590738.1.p1	XM_016746237.1.p1
OG0005997	XM_001592179.1.p1	XM_016746880.1.p1
OG0005999	XM_001585451.1.p1	XM_016741792.1.p1
OG0006000	XM_001597602.1.p1	XM_016744053.1.p1
OG0006001	XM_001596590.1.p1	XM_016742240.1.p1
OG0006002	XM_001590311.1.p1	XM_016738875.1.p1, XM_016738874.1.p1
OG0006003	XM_001594696.1.p1	XM_016743531.1.p1
OG0006009	XM_001598053.1.p1	XM_016743237.1.p1
OG0006010	XM_001598664.1.p1	XM_016744938.1.p1
OG0006011	XM_001588617.1.p1	XM_016743212.1.p1
OG0006012	XM_001588565.1.p1	XM_016742190.1.p1
OG0006015	XM_001594884.1.p1	XM_016740781.1.p1
OG0006016	XM_001584682.1.p1	XM_016739424.1.p1
OG0006018	XM_001585362.1.p1	XM_016741487.1.p1
OG0006019	XM_001588378.1.p1	XM_016739644.1.p1, XM_016743567.1.p1, XM_016743566.1.p1, XM_016747617.1.p1, XM_016739645.1.p1
OG0006020	XM_001586932.1.p1	XM_016738198.1.p1
OG0006021	XM_001592533.1.p1	XM_016746932.1.p1
OG0006024	XM_001591170.1.p1	XM_016747171.1.p1
OG0006026	XM_001587415.1.p1	XM_016741622.1.p1
OG0006035	XM_001593690.1.p1	XM_016742473.1.p1
OG0006037	XM_001589767.1.p1	XM_016748023.1.p1
OG0006040	XM_001587599.1.p1	XM_016742584.1.p1
OG0006042	XM_001590680.1.p1, XM_001597861.1.p1	XM_016739101.1.p1
OG0006043	XM_001595347.1.p1	XM_016745958.1.p1
OG0006048	XM_001597445.1.p1	XM_016743243.1.p1
OG0006049	XM_001585606.1.p1	XM_016741521.1.p1
OG0006050	XM_001584911.1.p1	XM_016740224.1.p1
OG0006054	XM_001591153.1.p1	XM_016737352.1.p1
OG0006056	XM_001593898.1.p1	XM_016746242.1.p1
OG0006057	XM_001598828.1.p1	XM_016739673.1.p1
OG0006061	XM_001587182.1.p1	XM_016741008.1.p1, XM_016743877.1.p1, XM_016738474.1.p1
OG0006062	XM_001588503.1.p1	XM_016741194.1.p1
OG0006063	XM_001586614.1.p1	XM_016743675.1.p1
OG0006064	XM_001593068.1.p1	XM_016746030.1.p1, XM_016740363.1.p1
OG0006065	XM_001590775.1.p1	XM_016748176.1.p1, XM_016742774.1.p1
OG0006071	XM_001588013.1.p1	XM_016742862.1.p1
OG0006073	XM_001584782.1.p1	XM_016748328.1.p1
OG0006074	XM_001592869.1.p1, XM_001585301.1.p1	XM_016745036.1.p1
OG0006079	XM_001595390.1.p1	XM_016747049.1.p1
OG0006082	XM_001590665.1.p1	XM_016739039.1.p1
OG0006091	XM_001597586.1.p1	XM_016741713.1.p1
OG0006091	XM_001590773.1.p1	XM_016742621.1.p1
OG0006162	XM_001586571.1.p1	XM_016744965.1.p1
OG0006167	XM_001594486.1.p1	XM_016738465.1.p1
OG0006169	XM_001589313.1.p1	XM_016737609.1.p1
OG0006175	XM_001587135.1.p1	XM_016739927.1.p1
OG0006179	XM_001590103.1.p1	XM_016741821.1.p1
OG0006181	XM_001585234.1.p1	XM_016738313.1.p1
OG0006182	XM_001588693.1.p1	XM_016740848.1.p1
OG0006186	XM_001593091.1.p1	XM_016746547.1.p1
OG0006187	XM_001596611.1.p1	XM_016742362.1.p1
OG0006189	XM_001590726.1.p1	XM_016746076.1.p1
OG0006200	XM_001589967.1.p1	XM_016739777.1.p1
OG0006202	XM_001596083.1.p1	XM_016737360.1.p1
OG0006204	XM_001585423.1.p1	XM_016737580.1.p1
OG0006205	XM_001586235.1.p1	XM_016745517.1.p1
OG0006215	XM_001594702.1.p1	XM_016742892.1.p1
OG0006217	XM_001595248.1.p1	XM_016744349.1.p1
OG0006219	XM_001586392.1.p1	XM_016737297.1.p1
OG0006223	XM_001587567.1.p1	XM_016738818.1.p1
OG0006224	XM_001591112.1.p1	XM_016740674.1.p1
OG0006228	XM_001584577.1.p1	XM_016745272.1.p1
OG0006230	XM_001585381.1.p1	XM_016737582.1.p1, XM_016737934.1.p1
OG0006233	XM_001585027.1.p1	XM_016744019.1.p1
OG0006234	XM_001595388.1.p1	XM_016747055.1.p1
OG0006235	XM_001593252.1.p1	XM_016739387.1.p1
