Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Alternaria_alternata_rna_prot
OG0005676	XM_001592735.1.p1	XM_018532960.1.p1
OG0005677	XM_001591760.1.p1	XM_018533155.1.p1
OG0005678	XM_001596112.1.p1	XM_018533164.1.p1
OG0005679	XM_001592989.1.p1	XM_018533182.1.p1
OG0005680	XM_001587242.1.p1	XM_018533268.1.p1
OG0005682	XM_001598580.1.p1	XM_018533439.1.p1
OG0005683	XM_001584574.1.p1	XM_018533476.1.p1
OG0005684	XM_001593501.1.p1	XM_018533510.1.p1
OG0005685	XM_001589678.1.p1	XM_018533745.1.p1
OG0005686	XM_001589876.1.p1	XM_018533759.1.p1
OG0005687	XM_001594489.1.p1, XM_001589456.1.p1	XM_018533782.1.p1
OG0005689	XM_001595711.1.p1	XM_018533893.1.p1
OG0005690	XM_001588657.1.p1	XM_018533966.1.p1
OG0005692	XM_001590359.1.p1	XM_018534056.1.p1
OG0005693	XM_001594737.1.p1	XM_018534066.1.p1
OG0005695	XM_001592488.1.p1	XM_018534263.1.p1
OG0005696	XM_001590781.1.p1	XM_018534279.1.p1
OG0005697	XM_001594585.1.p1	XM_018534306.1.p1
OG0005698	XM_001592680.1.p1	XM_018534307.1.p1
OG0005699	XM_001586195.1.p1	XM_018534409.1.p1
OG0005701	XM_001585648.1.p1	XM_018534566.1.p1
OG0005702	XM_001584895.1.p1	XM_018534585.1.p1
OG0005703	XM_001590642.1.p1	XM_018534592.1.p1
OG0005705	XM_001593716.1.p1	XM_018534711.1.p1
OG0005706	XM_001597456.1.p1	XM_018535011.1.p1
OG0005708	XM_001594365.1.p1	XM_018535043.1.p1
OG0005709	XM_001596716.1.p1	XM_018535053.1.p1
OG0005710	XM_001584679.1.p1	XM_018535096.1.p1
OG0005711	XM_001597706.1.p1	XM_018535183.1.p1
OG0005714	XM_001584680.1.p1	XM_018535452.1.p1
OG0005715	XM_001586303.1.p1	XM_018535490.1.p1
OG0005716	XM_001589279.1.p1	XM_018535603.1.p1
OG0005717	XM_001585610.1.p1	XM_018535646.1.p1
OG0005718	XM_001597405.1.p1	XM_018535783.1.p1
OG0005719	XM_001596775.1.p1	XM_018535820.1.p1
OG0005720	XM_001585717.1.p1	XM_018535887.1.p1
OG0005722	XM_001588167.1.p1	XM_018536066.1.p1
OG0005723	XM_001591888.1.p1	XM_018536089.1.p1
OG0005725	XM_001587178.1.p1	XM_018536230.1.p1
OG0005727	XM_001597637.1.p1	XM_018536343.1.p1
OG0005728	XM_001586961.1.p1	XM_018536383.1.p1
OG0005729	XM_001596603.1.p1	XM_018536464.1.p1
OG0005730	XM_001587497.1.p1	XM_018536472.1.p1
OG0005824	XM_001593811.1.p1	XM_018530536.1.p1
OG0005824	XM_001594165.1.p1	XM_018523182.1.p1
OG0005825	XM_001590276.1.p1	XM_018523200.1.p1
OG0005826	XM_001587147.1.p1	XM_018534051.1.p1, XM_018523289.1.p1
OG0005828	XM_001597569.1.p1	XM_018523512.1.p1
OG0005830	XM_001592562.1.p1	XM_018523573.1.p1
OG0005831	XM_001587532.1.p1	XM_018523576.1.p1
OG0005832	XM_001587027.1.p1	XM_018523585.1.p1
OG0005833	XM_001594376.1.p1	XM_018523688.1.p1
OG0005834	XM_001587115.1.p1	XM_018523795.1.p1
OG0005835	XM_001596651.1.p1	XM_018523832.1.p1
OG0005836	XM_001590991.1.p1	XM_018523849.1.p1
OG0005837	XM_001587704.1.p1	XM_018523851.1.p1
OG0005838	XM_001586474.1.p1	XM_018527281.1.p1, XM_018528798.1.p1, XM_018523947.1.p1
OG0005839	XM_001590095.1.p1	XM_018524025.1.p1
OG0005842	XM_001593514.1.p1	XM_018524153.1.p1
OG0005843	XM_001593656.1.p1	XM_018524172.1.p1
OG0005844	XM_001588902.1.p1	XM_018524194.1.p1
OG0005845	XM_001586654.1.p1	XM_018524266.1.p1
OG0005849	XM_001585758.1.p1	XM_018524414.1.p1
OG0005851	XM_001593300.1.p1	XM_018524507.1.p1
OG0005853	XM_001595215.1.p1	XM_018524553.1.p1
OG0005854	XM_001591178.1.p1	XM_018524590.1.p1
OG0005856	XM_001584764.1.p1	XM_018524817.1.p1
OG0005857	XM_001592884.1.p1	XM_018524822.1.p1
OG0005858	XM_001591399.1.p1	XM_018524865.1.p1
OG0005860	XM_001598018.1.p1	XM_018525030.1.p1
OG0005861	XM_001593752.1.p1	XM_018525039.1.p1
OG0005862	XM_001596898.1.p1	XM_018525115.1.p1
OG0005864	XM_001589290.1.p1	XM_018525275.1.p1
OG0005866	XM_001593372.1.p1	XM_018525493.1.p1
OG0005869	XM_001587486.1.p1	XM_018525627.1.p1
OG0005870	XM_001589420.1.p1	XM_018525799.1.p1
OG0005871	XM_001584838.1.p1	XM_018525956.1.p1
OG0005872	XM_001588796.1.p1	XM_018525974.1.p1
OG0005873	XM_001587100.1.p1	XM_018526001.1.p1
OG0005874	XM_001586057.1.p1	XM_018526075.1.p1
OG0005876	XM_001589371.1.p1	XM_018526167.1.p1
OG0005877	XM_001597743.1.p1	XM_018526175.1.p1
OG0005878	XM_001591852.1.p1	XM_018526271.1.p1
OG0005882	XM_001596287.1.p1	XM_018526485.1.p1
OG0005883	XM_001595432.1.p1	XM_018526503.1.p1
OG0005886	XM_001597577.1.p1	XM_018526881.1.p1
OG0005887	XM_001586895.1.p1	XM_018527023.1.p1
OG0005889	XM_001588575.1.p1	XM_018527112.1.p1
OG0005890	XM_001592119.1.p1	XM_018527245.1.p1
OG0005892	XM_001588683.1.p1	XM_018527353.1.p1
OG0005893	XM_001591290.1.p1	XM_018527412.1.p1
OG0005895	XM_001584776.1.p1	XM_018527463.1.p1
OG0005896	XM_001592215.1.p1	XM_018527471.1.p1
OG0005897	XM_001588593.1.p1	XM_018527504.1.p1
OG0005898	XM_001587689.1.p1	XM_018527569.1.p1
OG0005899	XM_001587181.1.p1	XM_018527571.1.p1
OG0005900	XM_001593030.1.p1	XM_018527573.1.p1
OG0005902	XM_001595674.1.p1	XM_018527686.1.p1
OG0005903	XM_001594580.1.p1	XM_018527908.1.p1
OG0005906	XM_001592522.1.p1	XM_018528030.1.p1
OG0005907	XM_001590126.1.p1	XM_018528072.1.p1
OG0005909	XM_001589056.1.p1	XM_018528125.1.p1
OG0005910	XM_001586076.1.p1	XM_018528376.1.p1
OG0005911	XM_001590797.1.p1	XM_018528417.1.p1
OG0005912	XM_001592315.1.p1	XM_018528461.1.p1
OG0005914	XM_001590079.1.p1	XM_018528939.1.p1, XM_018532987.1.p1, XM_018529682.1.p1
OG0005915	XM_001589088.1.p1	XM_018529209.1.p1
OG0005916	XM_001586999.1.p1	XM_018529211.1.p1
OG0005919	XM_001592002.1.p1	XM_018529491.1.p1
OG0005920	XM_001586344.1.p1	XM_018529503.1.p1
OG0005921	XM_001584511.1.p1	XM_018529571.1.p1
OG0005922	XM_001584510.1.p1	XM_018529616.1.p1
OG0005923	XM_001592320.1.p1	XM_018529690.1.p1
OG0005924	XM_001594063.1.p1	XM_018529749.1.p1
OG0005925	XM_001590932.1.p1	XM_018529812.1.p1
OG0005926	XM_001594322.1.p1	XM_018529829.1.p1
OG0005927	XM_001591403.1.p1	XM_018529961.1.p1
OG0005928	XM_001590456.1.p1	XM_018530046.1.p1
OG0005929	XM_001598160.1.p1	XM_018530062.1.p1
OG0005930	XM_001590233.1.p1	XM_018530088.1.p1
OG0005931	XM_001590762.1.p1	XM_018530107.1.p1
OG0005932	XM_001596601.1.p1	XM_018530117.1.p1
OG0005933	XM_001598166.1.p1	XM_018530189.1.p1
OG0005935	XM_001598453.1.p1	XM_018530294.1.p1
OG0005936	XM_001591576.1.p1	XM_018530318.1.p1
OG0005938	XM_001590445.1.p1	XM_018530336.1.p1
OG0005939	XM_001598334.1.p1	XM_018530597.1.p1, XM_018533273.1.p1
OG0005940	XM_001589118.1.p1	XM_018530606.1.p1
OG0005941	XM_001588273.1.p1	XM_018530738.1.p1
OG0005942	XM_001592633.1.p1	XM_018530962.1.p1
OG0005943	XM_001593198.1.p1	XM_018531000.1.p1
OG0005944	XM_001588774.1.p1	XM_018531159.1.p1
OG0005945	XM_001594092.1.p1	XM_018531179.1.p1
OG0005946	XM_001593749.1.p1	XM_018531194.1.p1
OG0005947	XM_001593658.1.p1	XM_018531215.1.p1
OG0005948	XM_001597140.1.p1	XM_018531427.1.p1
OG0005949	XM_001594509.1.p1	XM_018531466.1.p1
OG0005950	XM_001592180.1.p1	XM_018531563.1.p1
OG0005951	XM_001593844.1.p1	XM_018531724.1.p1
OG0005952	XM_001594502.1.p1	XM_018531783.1.p1
OG0005954	XM_001586646.1.p1	XM_018531981.1.p1
OG0005955	XM_001591241.1.p1	XM_018532006.1.p1
OG0005956	XM_001587981.1.p1	XM_018532019.1.p1
OG0005957	XM_001586822.1.p1	XM_018532030.1.p1
OG0005958	XM_001586856.1.p1	XM_018532032.1.p1
OG0005959	XM_001594147.1.p1	XM_018532038.1.p1
OG0005961	XM_001587219.1.p1	XM_018532274.1.p1
OG0005962	XM_001585136.1.p1	XM_018532339.1.p1
OG0005963	XM_001585738.1.p1	XM_018532486.1.p1
OG0005964	XM_001598318.1.p1	XM_018532506.1.p1
OG0005965	XM_001584609.1.p1	XM_018534661.1.p1, XM_018532624.1.p1
OG0005966	XM_001586206.1.p1	XM_018532625.1.p1
OG0005968	XM_001597314.1.p1	XM_018532751.1.p1
OG0005969	XM_001586312.1.p1	XM_018532781.1.p1
OG0005971	XM_001597486.1.p1	XM_018533028.1.p1
OG0005972	XM_001594997.1.p1	XM_018533070.1.p1
OG0005974	XM_001592570.1.p1	XM_018533134.1.p1
OG0005975	XM_001597676.1.p1	XM_018533139.1.p1
OG0005977	XM_001587237.1.p1	XM_018533269.1.p1
OG0005980	XM_001587692.1.p1	XM_018534023.1.p1
OG0005981	XM_001585071.1.p1	XM_018534036.1.p1
OG0005982	XM_001596940.1.p1	XM_018534075.1.p1
OG0005983	XM_001594985.1.p1	XM_018534118.1.p1
OG0005984	XM_001598161.1.p1	XM_018534160.1.p1
OG0005985	XM_001597378.1.p1	XM_018534236.1.p1
OG0005986	XM_001593085.1.p1	XM_018534357.1.p1
OG0005987	XM_001591804.1.p1	XM_018534384.1.p1
OG0005989	XM_001590574.1.p1	XM_018534503.1.p1
OG0005990	XM_001589153.1.p1	XM_018534597.1.p1
OG0005991	XM_001598343.1.p1	XM_018534642.1.p1
OG0005992	XM_001591607.1.p1	XM_018534685.1.p1
OG0005993	XM_001593729.1.p1	XM_018534771.1.p1
OG0005994	XM_001588651.1.p1	XM_018534814.1.p1
OG0005995	XM_001586949.1.p1	XM_018534937.1.p1
OG0005996	XM_001590738.1.p1	XM_018534966.1.p1
OG0005997	XM_001592179.1.p1	XM_018534993.1.p1
OG0005999	XM_001585451.1.p1	XM_018535131.1.p1
OG0006000	XM_001597602.1.p1	XM_018535147.1.p1
OG0006001	XM_001596590.1.p1	XM_018535165.1.p1
OG0006002	XM_001590311.1.p1	XM_018535181.1.p1
OG0006003	XM_001594696.1.p1	XM_018535202.1.p1
OG0006006	XM_001594461.1.p1	XM_018535519.1.p1
OG0006008	XM_001592370.1.p1	XM_018535645.1.p1
OG0006009	XM_001598053.1.p1	XM_018535691.1.p1
OG0006010	XM_001598664.1.p1	XM_018535737.1.p1
OG0006011	XM_001588617.1.p1	XM_018535761.1.p1
OG0006012	XM_001588565.1.p1	XM_018535762.1.p1
OG0006013	XM_001587401.1.p1	XM_018535788.1.p1
OG0006015	XM_001594884.1.p1	XM_018535842.1.p1
OG0006016	XM_001584682.1.p1	XM_018535875.1.p1
OG0006018	XM_001585362.1.p1	XM_018536033.1.p1
OG0006019	XM_001588378.1.p1	XM_018536055.1.p1
OG0006020	XM_001586932.1.p1	XM_018536087.1.p1
OG0006021	XM_001592533.1.p1	XM_018536219.1.p1
OG0006024	XM_001591170.1.p1	XM_018536356.1.p1
OG0006026	XM_001587415.1.p1	XM_018536493.1.p1
OG0006159	XM_001594050.1.p1	XM_018523218.1.p1
OG0006160	XM_001590751.1.p1, XM_001590750.1.p1	XM_018528088.1.p1, XM_018523305.1.p1, XM_018524166.1.p1
OG0006162	XM_001586571.1.p1	XM_018523407.1.p1
OG0006164	XM_001595495.1.p1	XM_018523616.1.p1, XM_018532294.1.p1
OG0006165	XM_001586960.1.p1	XM_018533454.1.p1, XM_018531101.1.p1
OG0006166	XM_001596139.1.p1	XM_018523659.1.p1
OG0006167	XM_001594486.1.p1	XM_018523673.1.p1
OG0006168	XM_001590741.1.p1	XM_018534538.1.p1, XM_018534889.1.p1, XM_018528263.1.p1, XM_018523774.1.p1, XM_018535007.1.p1
OG0006169	XM_001589313.1.p1	XM_018523787.1.p1
OG0006172	XM_001590290.1.p1	XM_018524683.1.p1, XM_018523874.1.p1
OG0006173	XM_001587184.1.p1	XM_018524885.1.p1, XM_018523888.1.p1, XM_018533894.1.p1
OG0006175	XM_001587135.1.p1	XM_018524151.1.p1
OG0006179	XM_001590103.1.p1	XM_018524329.1.p1
OG0006180	XM_001596002.1.p1	XM_018524439.1.p1
OG0006181	XM_001585234.1.p1	XM_018524480.1.p1
OG0006182	XM_001588693.1.p1	XM_018524528.1.p1
OG0006185	XM_001590298.1.p1	XM_018524796.1.p1
OG0006186	XM_001593091.1.p1	XM_018526776.1.p1, XM_018524798.1.p1
OG0006187	XM_001596611.1.p1	XM_018524843.1.p1
OG0006189	XM_001590726.1.p1	XM_018525101.1.p1
OG0006197	XM_001591470.1.p1	XM_018525385.1.p1
OG0006198	XM_001586866.1.p1	XM_018534589.1.p1
OG0006200	XM_001589967.1.p1	XM_018525584.1.p1
OG0006202	XM_001596083.1.p1	XM_018525667.1.p1
OG0006204	XM_001585423.1.p1	XM_018525710.1.p1
OG0006205	XM_001586235.1.p1	XM_018525734.1.p1
OG0006206	XM_001590384.1.p1	XM_018525737.1.p1
OG0006207	XM_001587066.1.p1	XM_018525862.1.p1
OG0006209	XM_001596557.1.p1	XM_018525899.1.p1
OG0006211	XM_001586140.1.p1	XM_018526151.1.p1, XM_018528484.1.p1
OG0006214	XM_001594484.1.p1	XM_018526339.1.p1
OG0006215	XM_001594702.1.p1	XM_018526341.1.p1
OG0006217	XM_001595248.1.p1	XM_018526363.1.p1
OG0006218	XM_001591475.1.p1	XM_018526486.1.p1
OG0006219	XM_001586392.1.p1	XM_018526515.1.p1
OG0006223	XM_001587567.1.p1	XM_018526787.1.p1
OG0006224	XM_001591112.1.p1	XM_018526797.1.p1
OG0006225	XM_001591110.1.p1	XM_018532845.1.p1
OG0006227	XM_001596621.1.p1	XM_018527104.1.p1
OG0006228	XM_001584577.1.p1	XM_018527217.1.p1
OG0006230	XM_001585381.1.p1	XM_018533497.1.p1, XM_018527399.1.p1
OG0006233	XM_001585027.1.p1	XM_018527581.1.p1
OG0006234	XM_001595388.1.p1	XM_018527727.1.p1
OG0006235	XM_001593252.1.p1	XM_018527851.1.p1
OG0006238	XM_001595941.1.p1	XM_018528301.1.p1
OG0006241	XM_001591578.1.p1	XM_018528516.1.p1
OG0006242	XM_001588457.1.p1	XM_018528529.1.p1
OG0006246	XM_001594164.1.p1	XM_018529242.1.p1
OG0006248	XM_001594998.1.p1	XM_018529646.1.p1
OG0006249	XM_001596968.1.p1	XM_018529686.1.p1
OG0006250	XM_001591516.1.p1	XM_018529840.1.p1
OG0006251	XM_001597541.1.p1	XM_018530045.1.p1
OG0006253	XM_001596256.1.p1	XM_018530240.1.p1
OG0006254	XM_001587977.1.p1	XM_018530268.1.p1
OG0006255	XM_001587280.1.p1	XM_018530361.1.p1
OG0006257	XM_001586504.1.p1	XM_018530547.1.p1
OG0006258	XM_001587169.1.p1	XM_018530824.1.p1
OG0006259	XM_001587308.1.p1	XM_018530834.1.p1
OG0006260	XM_001591589.1.p1	XM_018530941.1.p1
OG0006261	XM_001596227.1.p1	XM_018530971.1.p1
OG0006262	XM_001593559.1.p1	XM_018531208.1.p1
OG0006265	XM_001587353.1.p1	XM_018531353.1.p1
OG0006267	XM_001598829.1.p1	XM_018531775.1.p1
OG0006268	XM_001594614.1.p1	XM_018531802.1.p1
OG0006269	XM_001598842.1.p1	XM_018531891.1.p1
OG0006272	XM_001594525.1.p1, XM_001591336.1.p1	XM_018532523.1.p1
OG0006274	XM_001591476.1.p1	XM_018532785.1.p1
OG0006275	XM_001587522.1.p1	XM_018532830.1.p1
OG0006276	XM_001596605.1.p1	XM_018532879.1.p2
OG0006279	XM_001597542.1.p1	XM_018533080.1.p1
OG0006281	XM_001594942.1.p1	XM_018533407.1.p1
OG0006282	XM_001586134.1.p1	XM_018533425.1.p1
OG0006283	XM_001596636.1.p1	XM_018533480.1.p1
OG0006284	XM_001585643.1.p1	XM_018533919.1.p1
OG0006286	XM_001590891.1.p1	XM_018534092.1.p1
OG0006287	XM_001598461.1.p1	XM_018534112.1.p1
OG0006288	XM_001595053.1.p1	XM_018534114.1.p1
OG0006289	XM_001590346.1.p1, XM_001590443.1.p1	XM_018534726.1.p1
OG0006290	XM_001588441.1.p1	XM_018534732.1.p1
OG0006292	XM_001598806.1.p1	XM_018534800.1.p1
OG0006293	XM_001592692.1.p1	XM_018534805.1.p1
OG0006294	XM_001596229.1.p1	XM_018534875.1.p1
OG0006295	XM_001584531.1.p1	XM_018534898.1.p1
OG0006296	XM_001588794.1.p1	XM_018535068.1.p1
OG0006297	XM_001586586.1.p1	XM_018535119.1.p1
OG0006298	XM_001589779.1.p1	XM_018535128.1.p1
OG0006299	XM_001597880.1.p1	XM_018535247.1.p1
OG0006300	XM_001593105.1.p1	XM_018535636.1.p1
OG0006301	XM_001598863.1.p1	XM_018535786.1.p1
OG0006302	XM_001587012.1.p1	XM_018535790.1.p1
OG0006305	XM_001590296.1.p1	XM_018536229.1.p1
OG0006307	XM_001591917.1.p1	XM_018536399.1.p1
OG0006308	XM_001597828.1.p1	XM_018536462.1.p1
OG0006309	XM_001593586.1.p1	XM_018536478.1.p1
OG0006311	XM_001588795.1.p1	XM_018536562.1.p1
OG0006442	XM_001590969.1.p1	XM_018523114.1.p1
OG0006444	XM_001587154.1.p1	XM_018523332.1.p1
OG0006445	XM_001586342.1.p1	XM_018523334.1.p1
OG0006447	XM_001592784.1.p1	XM_018523489.1.p1
OG0006449	XM_001598760.1.p1	XM_018523694.1.p1
OG0006452	XM_001588895.1.p1	XM_018524208.1.p1
OG0006453	XM_001589599.1.p1	XM_018524348.1.p1
OG0006454	XM_001585795.1.p1	XM_018524456.1.p1
OG0006456	XM_001596464.1.p1	XM_018524670.1.p1
OG0006457	XM_001598419.1.p1	XM_018524680.1.p1
OG0006458	XM_001585074.1.p1	XM_018524681.1.p1
OG0006459	XM_001596360.1.p1	XM_018527473.1.p1, XM_018524804.1.p1
OG0006465	XM_001596086.1.p1, XM_001589227.1.p1	XM_018534124.1.p1
OG0006469	XM_001593589.1.p1	XM_018526062.1.p1
OG0006471	XM_001586547.1.p1	XM_018526338.1.p1
OG0006472	XM_001595396.1.p1	XM_018526395.1.p1
OG0006474	XM_001586836.1.p1	XM_018534964.1.p1, XM_018526577.1.p1
OG0006475	XM_001595183.1.p1	XM_018526592.1.p1
OG0006476	XM_001597339.1.p1	XM_018526634.1.p1
OG0006479	XM_001584941.1.p1	XM_018526959.1.p1
OG0006481	XM_001597360.1.p1	XM_018527375.1.p1
OG0006484	XM_001590774.1.p1	XM_018527674.1.p1
OG0006488	XM_001590127.1.p1	XM_018528071.1.p1
OG0006490	XM_001595605.1.p1	XM_018528097.1.p1
OG0006491	XM_001584594.1.p1	XM_018528278.1.p1
OG0006492	XM_001595582.1.p1, XM_001585804.1.p1, XM_001584560.1.p1	XM_018529892.1.p1
OG0006493	XM_001588786.1.p1	XM_018528867.1.p1
OG0006494	XM_001598909.1.p1	XM_018528993.1.p1
OG0006499	XM_001586529.1.p1	XM_018529517.1.p1
OG0006501	XM_001597484.1.p1	XM_018529658.1.p1
OG0006502	XM_001588021.1.p1	XM_018534464.1.p1, XM_018529747.1.p1
OG0006508	XM_001597655.1.p1	XM_018530343.1.p1
OG0006511	XM_001597142.1.p1	XM_018530462.1.p1
OG0006517	XM_001589620.1.p1	XM_018530991.1.p1
OG0006518	XM_001595322.1.p1	XM_018531343.1.p1
OG0006519	XM_001596362.1.p1	XM_018531635.1.p1
OG0006521	XM_001595876.1.p1	XM_018531821.1.p1, XM_018533200.1.p1
OG0006522	XM_001597180.1.p1	XM_018531875.1.p1
OG0006525	XM_001585913.1.p1	XM_018532091.1.p1
OG0006526	XM_001590131.1.p1	XM_018532240.1.p1
OG0006527	XM_001591613.1.p1	XM_018532310.1.p1
OG0006528	XM_001587293.1.p1	XM_018532440.1.p1
OG0006532	XM_001595228.1.p1	XM_018532837.1.p1
OG0006534	XM_001595260.1.p1	XM_018536053.1.p1
OG0006535	XM_001588884.1.p1	XM_018532937.1.p1
OG0006537	XM_001598418.1.p1	XM_018533045.1.p1
OG0006539	XM_001593891.1.p1	XM_018533235.1.p1
OG0006540	XM_001591401.1.p1	XM_018533338.1.p1
OG0006543	XM_001594247.1.p1	XM_018533503.1.p1
OG0006545	XM_001590215.1.p1	XM_018533772.1.p1
OG0006547	XM_001593490.1.p1	XM_018533945.1.p1
OG0006548	XM_001592344.1.p1	XM_018534009.1.p1
OG0006555	XM_001598666.1.p1	XM_018534874.1.p1
OG0006556	XM_001585317.1.p1	XM_018534905.1.p1
OG0006557	XM_001587856.1.p1	XM_018534926.1.p1
OG0006560	XM_001590546.1.p1	XM_018535289.1.p1
OG0006561	XM_001593939.1.p1	XM_018535449.1.p1
OG0006563	XM_001587370.1.p1	XM_018535704.1.p1
OG0006568	XM_001594311.1.p1, XM_001592484.1.p1	XM_018536002.1.p1
OG0006569	XM_001586066.1.p1	XM_018536086.1.p1
OG0006570	XM_001593088.1.p1	XM_018536109.1.p1
OG0006571	XM_001588087.1.p1	XM_018536505.1.p1
OG0006572	XM_001584765.1.p1	XM_018536529.1.p1
OG0006734	XM_001588129.1.p1	XM_018523130.1.p1
OG0006736	XM_001593024.1.p1	XM_018523354.1.p1
OG0006737	XM_001591495.1.p1	XM_018523414.1.p1
OG0006738	XM_001596741.1.p1	XM_018523554.1.p1
OG0006741	XM_001584868.1.p1	XM_018524139.1.p1
OG0006742	XM_001598416.1.p1	XM_018524332.1.p1
OG0006743	XM_001585916.1.p1	XM_018524402.1.p1
OG0006744	XM_001584582.1.p1	XM_018524429.1.p1
OG0006745	XM_001598162.1.p1	XM_018524531.1.p1
OG0006747	XM_001593645.1.p1	XM_018524707.1.p1
OG0006750	XM_001589510.1.p1	XM_018524814.1.p1, XM_018526874.1.p1, XM_018528820.1.p1, XM_018529292.1.p1
OG0006755	XM_001595494.1.p1	XM_018525267.1.p1
OG0006758	XM_001586468.1.p1	XM_018525384.1.p1
OG0006761	XM_001587496.1.p1	XM_018525528.1.p1
OG0006763	XM_001587400.1.p1	XM_018525626.1.p1
OG0006765	XM_001597162.1.p1	XM_018525829.1.p1
OG0006770	XM_001591722.1.p1	XM_018526365.1.p1
OG0006771	XM_001586970.1.p1	XM_018526544.1.p1
OG0006773	XM_001588691.1.p1	XM_018526788.1.p1
OG0006776	XM_001593421.1.p1	XM_018527152.1.p1
OG0006778	XM_001594752.1.p1	XM_018527200.1.p1
OG0006779	XM_001594356.1.p1	XM_018527207.1.p1
OG0006786	XM_001591294.1.p1	XM_018527802.1.p1
OG0006787	XM_001588551.1.p1	XM_018527816.1.p1, XM_018531555.1.p1
OG0006788	XM_001590971.1.p1	XM_018527825.1.p1
OG0006796	XM_001585774.1.p1	XM_018528540.1.p1
OG0006797	XM_001590526.1.p1	XM_018528662.1.p1
OG0006798	XM_001591030.1.p1	XM_018529054.1.p1
OG0006799	XM_001594250.1.p1	XM_018529083.1.p1
OG0006806	XM_001597086.1.p1	XM_018529891.1.p1
OG0006808	XM_001591125.1.p1	XM_018530242.1.p1
OG0006809	XM_001597092.1.p1	XM_018530410.1.p1
OG0006812	XM_001596016.1.p1	XM_018530643.1.p1
OG0006816	XM_001589875.1.p1	XM_018531189.1.p1
OG0006821	XM_001587597.1.p1	XM_018531655.1.p1
OG0006825	XM_001598886.1.p1	XM_018532680.1.p1
OG0006828	XM_001593764.1.p1	XM_018532822.1.p1
OG0006829	XM_001594321.1.p1	XM_018533100.1.p1
OG0006830	XM_001592490.1.p1	XM_018533109.1.p1
OG0006832	XM_001594126.1.p1	XM_018533916.1.p1
OG0006833	XM_001596695.1.p1	XM_018534058.1.p1
OG0006834	XM_001592028.1.p1	XM_018534094.1.p1
OG0006835	XM_001586469.1.p1	XM_018534144.1.p1
OG0006838	XM_001586578.1.p1	XM_018534717.1.p1
OG0006839	XM_001594495.1.p1	XM_018534756.1.p1
OG0006840	XM_001587819.1.p1	XM_018534914.1.p1
OG0006842	XM_001585411.1.p1	XM_018535236.1.p1
OG0006844	XM_001594485.1.p1	XM_018535393.1.p1
OG0006846	XM_001595993.1.p1	XM_018535929.1.p1
OG0006849	XM_001588225.1.p1	XM_018536421.1.p1
OG0006850	XM_001588662.1.p1	XM_018536534.1.p1
OG0007067	XM_001585109.1.p1	XM_018523360.1.p1
OG0007070	XM_001592034.1.p1	XM_018523650.1.p1
OG0007073	XM_001592417.1.p1	XM_018523886.1.p1
OG0007075	XM_001597346.1.p1	XM_018523921.1.p1
OG0007076	XM_001593722.1.p1	XM_018523978.1.p1
OG0007078	XM_001591450.1.p1	XM_018524095.1.p1
OG0007081	XM_001592268.1.p1	XM_018524344.1.p1
OG0007084	XM_001597526.1.p1	XM_018524646.1.p1
OG0007088	XM_001589987.1.p1	XM_018525121.1.p1
OG0007092	XM_001588789.1.p1	XM_018525947.1.p1
OG0007096	XM_001585397.1.p1	XM_018533933.1.p1, XM_018536452.1.p1, XM_018533096.1.p1, XM_018526152.1.p1
OG0007099	XM_001586713.1.p1	XM_018526510.1.p1, XM_018526439.1.p1
OG0007102	XM_001594863.1.p1	XM_018526860.1.p1
OG0007103	XM_001592832.1.p1	XM_018526911.1.p1
OG0007107	XM_001585668.1.p1	XM_018527059.1.p1
OG0007109	XM_001594009.1.p1	XM_018527159.1.p1
OG0007110	XM_001590705.1.p1	XM_018527346.1.p1
OG0007112	XM_001589147.1.p1	XM_018527400.1.p1
OG0007113	XM_001596600.1.p1	XM_018532209.1.p1, XM_018531092.1.p1, XM_018528008.1.p1, XM_018527445.1.p1
OG0007118	XM_001591406.1.p1	XM_018528399.1.p1, XM_018531456.1.p1
OG0007119	XM_001587266.1.p1	XM_018528682.1.p1
OG0007129	XM_001593425.1.p1	XM_018532923.1.p1, XM_018530004.1.p1
OG0007133	XM_001592813.1.p1	XM_018530342.1.p1
OG0007136	XM_001594604.1.p1	XM_018532332.1.p1
OG0007136	XM_001593784.1.p1	XM_018535122.1.p1, XM_018530500.1.p1
OG0007137	XM_001595782.1.p1, XM_001586650.1.p1	XM_018530570.1.p1
OG0007145	XM_001592524.1.p1	XM_018531522.1.p1
OG0007146	XM_001585682.1.p1	XM_018531776.1.p1
OG0007149	XM_001591051.1.p1	XM_018532049.1.p1
OG0007153	XM_001586236.1.p1	XM_018532471.1.p1
OG0007154	XM_001585036.1.p1	XM_018532545.1.p1
OG0007156	XM_001595437.1.p1	XM_018532798.1.p1
OG0007157	XM_001587292.1.p1	XM_018532817.1.p1
OG0007161	XM_001590286.1.p1	XM_018533168.1.p1
OG0007164	XM_001591169.1.p1	XM_018533899.1.p1
OG0007167	XM_001584788.1.p1	XM_018534677.1.p1
OG0007169	XM_001591487.1.p1	XM_018534803.1.p1
OG0007172	XM_001590252.1.p1	XM_018534834.1.p1
OG0007181	XM_001596289.1.p1	XM_018535985.1.p1
OG0007182	XM_001596639.1.p1	XM_018536022.1.p1
