Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Arthrobotrys_oligospora_cds_prot
OG0005378	XM_001597681.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507364.1_5967.p1
OG0005379	XM_001587193.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505316.1_7446.p1
OG0005380	XM_001593101.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505284.1_7414.p1
OG0005381	XM_001590579.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495448.1_3563.p1
OG0005382	XM_001598470.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506965.1_5568.p1
OG0005384	XM_001589385.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496318.1_2413.p1
OG0005385	XM_001594704.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512463.1_1385.p1
OG0005386	XM_001595741.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499621.1_10321.p1
OG0005387	XM_001593037.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496633.1_1676.p1
OG0005388	XM_001595100.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507291.1_5894.p1
OG0005389	XM_001597750.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503593.1_8881.p1
OG0005391	XM_001595024.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504936.1_7066.p1
OG0005392	XM_001593524.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505029.1_7159.p1
OG0005393	XM_001586014.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505766.1_7896.p1
OG0005394	XM_001592552.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507153.1_5756.p1
OG0005396	XM_001597594.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501784.1_9925.p1
OG0005397	XM_001592429.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495344.1_3459.p1
OG0005398	XM_001586626.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503505.1_8792.p1
OG0005399	XM_001592361.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507585.1_6188.p1
OG0005400	XM_001592436.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511847.1_769.p1
OG0005401	XM_001590587.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495477.1_3592.p1
OG0005402	XM_001598124.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496030.1_2125.p1
OG0005403	XM_001593539.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505072.1_7202.p1
OG0005404	XM_001596138.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512207.1_1129.p1
OG0005405	XM_001587974.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498578.1_11526.p1
OG0005407	XM_001590864.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503344.1_8632.p1
OG0005408	XM_001585785.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511460.1_382.p1
OG0005409	XM_001587953.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509515.1_4373.p1
OG0005410	XM_001598686.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512088.1_1010.p1
OG0005412	XM_001586245.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497887.1_12678.p1
OG0005414	XM_001594659.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511334.1_256.p1
OG0005415	XM_001596763.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503759.1_9047.p1
OG0005416	XM_001586486.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497368.1_12159.p1
OG0005417	XM_001588376.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497766.1_12557.p1
OG0005418	XM_001593369.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509171.1_4029.p1
OG0005419	XM_001597734.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502992.1_8280.p1
OG0005421	XM_001587285.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501073.1_9214.p1
OG0005422	XM_001594285.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505486.1_7616.p1
OG0005423	XM_001593766.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507158.1_5761.p1
OG0005423	XM_001586987.1.p1, XM_001590026.1.p1, XM_001589169.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511453.1_375.p1
OG0005424	XM_001595008.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505856.1_7986.p1, lcl|JAVHJL010000001.1_cds_KAK6511729.1_651.p1, lcl|JAVHJL010000001.1_cds_KAK6511726.1_648.p1, lcl|JAVHJL010000001.1_cds_KAK6511728.1_650.p1, lcl|JAVHJL010000001.1_cds_KAK6511727.1_649.p1
OG0005428	XM_001590367.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507632.1_6235.p1, lcl|JAVHJL010000002.1_cds_KAK6508901.1_3759.p1, lcl|JAVHJL010000004.1_cds_KAK6505670.1_7800.p1, lcl|JAVHJL010000006.1_cds_KAK6501770.1_9911.p1
OG0005430	XM_001596223.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504965.1_7095.p1
OG0005432	XM_001585016.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501750.1_9891.p1
OG0005433	XM_001596574.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500208.1_10908.p1
OG0005434	XM_001593413.1.p1	lcl|JAVHJL010000008.1_cds_KAK6499083.1_12031.p1
OG0005435	XM_001598070.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497423.1_12214.p1
OG0005437	XM_001587277.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497902.1_12692.p1, lcl|JAVHJL010000009.1_cds_KAK6497901.1_12693.p1
OG0005481	XM_001597823.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503012.1_8300.p1
OG0005484	XM_001594711.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512614.1_1536.p1
OG0005485	XM_001593554.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511988.1_910.p1
OG0005486	XM_001586930.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509439.1_4297.p1
OG0005487	XM_001594294.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507418.1_6021.p1
OG0005488	XM_001598412.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499658.1_10358.p1
OG0005489	XM_001596214.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506852.1_5455.p1
OG0005490	XM_001594542.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497917.1_12708.p1
OG0005492	XM_001593470.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507178.1_5781.p1
OG0005495	XM_001586133.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509141.1_3999.p1
OG0005496	XM_001596187.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495355.1_3470.p1
OG0005497	XM_001593059.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496927.1_1970.p1
OG0005500	XM_001589624.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496450.1_2545.p1
OG0005501	XM_001594698.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512460.1_1382.p1
OG0005504	XM_001595278.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505838.1_7968.p1
OG0005505	XM_001591695.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503561.1_8849.p1
OG0005511	XM_001593714.1.p1, XM_001592362.1.p1, XM_001592363.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501223.1_9364.p1
OG0005512	XM_001592267.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512345.1_1267.p1
OG0005513	XM_001592403.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501746.1_9887.p1
OG0005514	XM_001597966.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497359.1_12150.p1
OG0005515	XM_001593712.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503335.1_8623.p1
OG0005516	XM_001594293.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496943.1_1986.p1
OG0005518	XM_001593358.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507214.1_5817.p1
OG0005520	XM_001592389.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500342.1_11042.p1
OG0005522	XM_001592306.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499640.1_10340.p1
OG0005524	XM_001589338.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509379.1_4237.p1
OG0005525	XM_001593208.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505420.1_7550.p1
OG0005527	XM_001593025.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507428.1_6031.p1
OG0005528	XM_001598210.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498625.1_11573.p1, lcl|JAVHJL010000002.1_cds_KAK6509164.1_4022.p1
OG0005532	XM_001592054.1.p1, XM_001594770.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505361.1_7491.p1
OG0005534	XM_001596540.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502777.1_8065.p1
OG0005535	XM_001591174.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503000.1_8288.p1
OG0005537	XM_001596995.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505118.1_7248.p1
OG0005538	XM_001594888.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497583.1_12374.p1
OG0005541	XM_001588632.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497348.1_12139.p1
OG0005545	XM_001596734.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508789.1_3647.p1
OG0005546	XM_001591216.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505580.1_7710.p1
OG0005548	XM_001588564.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510087.1_4945.p1, lcl|JAVHJL010000005.1_cds_KAK6503545.1_8833.p1
OG0005549	XM_001588552.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499579.1_10279.p1
OG0005552	XM_001596264.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512394.1_1316.p1
OG0005554	XM_001585454.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497647.1_12438.p1
OG0005555	XM_001596108.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497677.1_12468.p1
OG0005556	XM_001586035.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496334.1_2429.p1
OG0005558	XM_001587144.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503676.1_8964.p1
OG0005559	XM_001594813.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505767.1_7897.p1
OG0005562	XM_001596918.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511922.1_844.p1
OG0005563	XM_001593911.1.p1	lcl|JAVHJL010000008.1_cds_KAK6499090.1_12038.p1, lcl|JAVHJL010000008.1_cds_KAK6499081.1_12029.p1
OG0005564	XM_001593086.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497788.1_12579.p1
OG0005565	XM_001598460.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506884.1_5487.p1
OG0005566	XM_001597643.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507730.1_6333.p1
OG0005567	XM_001598291.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506978.1_5581.p1
OG0005569	XM_001591412.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501781.1_9922.p1
OG0005571	XM_001598794.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496598.1_1641.p1
OG0005573	XM_001589608.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495277.1_3392.p1
OG0005574	XM_001591670.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499691.1_10391.p1
OG0005576	XM_001597373.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498646.1_11594.p1
OG0005577	XM_001586275.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497829.1_12620.p1
OG0005579	XM_001585525.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505104.1_7234.p1
OG0005583	XM_001589679.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499743.1_10443.p1
OG0005585	XM_001586522.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509495.1_4353.p1
OG0005588	XM_001596313.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496434.1_2529.p1
OG0005589	XM_001589896.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501694.1_9835.p1
OG0005590	XM_001596265.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512435.1_1357.p1
OG0005591	XM_001593510.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507258.1_5861.p1
OG0005592	XM_001591459.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498492.1_11440.p1
OG0005594	XM_001594874.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495312.1_3427.p1
OG0005597	XM_001593464.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500183.1_10883.p1
OG0005600	XM_001594615.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501422.1_9563.p1, lcl|JAVHJL010000008.1_cds_KAK6498867.1_11815.p1, lcl|JAVHJL010000002.1_cds_KAK6509254.1_4112.p1
OG0005605	XM_001589050.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507040.1_5643.p1
OG0005606	XM_001595470.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500485.1_11185.p1
OG0005609	XM_001586399.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503477.1_8765.p1
OG0005612	XM_001584914.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499907.1_10607.p1
OG0005613	XM_001598492.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506893.1_5496.p1
OG0005614	XM_001591685.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511246.1_168.p1
OG0005616	XM_001588728.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498344.1_11292.p1
OG0005617	XM_001597765.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498651.1_11599.p1
OG0005619	XM_001590213.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506982.1_5585.p1
OG0005620	XM_001597631.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507476.1_6079.p1
OG0005622	XM_001597070.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507475.1_6078.p1
OG0005624	XM_001593448.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500444.1_11144.p1
OG0005626	XM_001588489.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511214.1_136.p1
OG0005628	XM_001588336.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499555.1_10255.p1
OG0005629	XM_001588428.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499623.1_10323.p1
OG0005631	XM_001595724.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501643.1_9784.p1
OG0005632	XM_001585972.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501398.1_9539.p1
OG0005633	XM_001596604.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502766.1_8054.p1
OG0005634	XM_001590952.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498536.1_11484.p1
OG0005635	XM_001590214.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507003.1_5606.p1
OG0005636	XM_001587439.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498548.1_11496.p1
OG0005637	XM_001593907.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507443.1_6046.p1
OG0005643	XM_001594110.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503621.1_8909.p1
OG0005644	XM_001594032.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504842.1_6972.p1
OG0005645	XM_001589180.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501963.1_10104.p1
OG0005646	XM_001596383.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512466.1_1388.p1
OG0005647	XM_001587514.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509510.1_4368.p1
OG0005648	XM_001597167.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505624.1_7754.p1
OG0005649	XM_001597181.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501748.1_9889.p1
OG0005650	XM_001591105.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504543.1_6673.p1
OG0005652	XM_001588720.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496560.1_1603.p1
OG0005653	XM_001598648.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506752.1_5355.p1
OG0005655	XM_001586878.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505190.1_7320.p1
OG0005658	XM_001592828.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496789.1_1832.p1
OG0005659	XM_001586456.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503432.1_8720.p1
OG0005661	XM_001587991.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509387.1_4245.p1
OG0005662	XM_001596193.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500075.1_10775.p1
OG0005664	XM_001597939.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511508.1_430.p1
OG0005668	XM_001596950.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501739.1_9880.p1
OG0005669	XM_001592946.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498935.1_11883.p1
OG0005670	XM_001586238.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510281.1_5139.p1
OG0005671	XM_001589066.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509921.1_4779.p1
OG0005672	XM_001593289.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503391.1_8679.p1
OG0005674	XM_001597109.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511475.1_397.p1
OG0005675	XM_001587840.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495176.1_3291.p1
OG0005676	XM_001592735.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507350.1_5953.p1
OG0005678	XM_001596112.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500116.1_10816.p1
OG0005679	XM_001592989.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505296.1_7426.p1
OG0005682	XM_001598580.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496011.1_2106.p1
OG0005683	XM_001584574.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495423.1_3538.p1
OG0005684	XM_001593501.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507223.1_5826.p1
OG0005685	XM_001589678.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496417.1_2512.p1
OG0005687	XM_001594489.1.p1, XM_001589456.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512452.1_1374.p1
OG0005689	XM_001595711.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507260.1_5863.p1
OG0005690	XM_001588657.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500367.1_11067.p1
OG0005692	XM_001590359.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497510.1_12301.p1
OG0005695	XM_001592488.1.p1	lcl|JAVHJL010000013.1_cds_KAK6495299.1_3414.p1
OG0005696	XM_001590781.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497694.1_12485.p1
OG0005697	XM_001594585.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512216.1_1138.p1
OG0005701	XM_001585648.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506929.1_5532.p1
OG0005702	XM_001584895.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507763.1_6366.p1
OG0005703	XM_001590642.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507728.1_6331.p1
OG0005709	XM_001596716.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503768.1_9056.p1
OG0005710	XM_001584679.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511995.1_917.p1
OG0005714	XM_001584680.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504833.1_6963.p1
OG0005715	XM_001586303.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497461.1_12252.p1
OG0005717	XM_001585610.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507232.1_5835.p1
OG0005718	XM_001597405.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498621.1_11569.p1
OG0005719	XM_001596775.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503699.1_8987.p1
OG0005720	XM_001585717.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501961.1_10102.p1
OG0005722	XM_001588167.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504620.1_6750.p1
OG0005723	XM_001591888.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503534.1_8822.p1
OG0005725	XM_001587178.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505468.1_7598.p1
OG0005727	XM_001597637.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507557.1_6160.p1
OG0005729	XM_001596603.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502768.1_8056.p1
OG0005733	XM_001590238.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511650.1_572.p1
OG0005736	XM_001594786.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511912.1_834.p1
OG0005737	XM_001593163.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512012.1_934.p1
OG0005741	XM_001586143.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509109.1_3967.p1
OG0005742	XM_001587545.1.p1, XM_001587643.1.p1, XM_001587644.1.p1, XM_001587547.1.p1, XM_001595694.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509694.1_4552.p1
OG0005743	XM_001595570.1.p1	lcl|JAVHJL010000002.1_cds_KAK6510014.1_4872.p1
OG0005744	XM_001585096.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507105.1_5708.p1
OG0005745	XM_001585099.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496481.1_2576.p1, lcl|JAVHJL010000003.1_cds_KAK6507106.1_5709.p1
OG0005746	XM_001588283.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507255.1_5858.p1
OG0005747	XM_001585888.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499959.1_10659.p1, lcl|JAVHJL010000007.1_cds_KAK6499956.1_10656.p1, lcl|JAVHJL010000009.1_cds_KAK6497792.1_12583.p1
OG0005748	XM_001595765.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504799.1_6929.p1
OG0005749	XM_001589533.1.p1	lcl|JAVHJL010000004.1_cds_KAK6504940.1_7070.p1
OG0005750	XM_001593904.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505081.1_7211.p1
OG0005751	XM_001598399.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502792.1_8080.p1
OG0005752	XM_001597713.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503651.1_8939.p1
OG0005756	XM_001589195.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497498.1_12289.p1
OG0005757	XM_001594545.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497916.1_12707.p1
OG0005758	XM_001598719.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496547.1_1590.p1
OG0005759	XM_001595804.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496885.1_1928.p1
OG0005760	XM_001598106.1.p1	lcl|JAVHJL010000011.1_cds_KAK6496134.1_2229.p1
OG0005826	XM_001587147.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509153.1_4011.p1
OG0005828	XM_001597569.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505526.1_7656.p1
OG0005831	XM_001587532.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507680.1_6283.p1
OG0005832	XM_001587027.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496919.1_1962.p1
OG0005837	XM_001587704.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503240.1_8528.p1
OG0005839	XM_001590095.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501566.1_9707.p1
OG0005842	XM_001593514.1.p1	lcl|JAVHJL010000007.1_cds_KAK6500385.1_11085.p1
OG0005849	XM_001585758.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507131.1_5734.p1
OG0005853	XM_001595215.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509453.1_4311.p1
OG0005856	XM_001584764.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496581.1_1624.p1
OG0005862	XM_001596898.1.p1	lcl|JAVHJL010000006.1_cds_KAK6502054.1_10195.p1
OG0005864	XM_001589290.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507526.1_6129.p1
OG0005869	XM_001587486.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505119.1_7249.p1
OG0005870	XM_001589420.1.p1	lcl|JAVHJL010000008.1_cds_KAK6498473.1_11421.p1
OG0005873	XM_001587100.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496542.1_1585.p1
OG0005874	XM_001586057.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503268.1_8556.p1
OG0005876	XM_001589371.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503409.1_8697.p1
OG0005877	XM_001597743.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503017.1_8305.p1
OG0005889	XM_001588575.1.p1	lcl|JAVHJL010000002.1_cds_KAK6508770.1_3628.p1
OG0005896	XM_001592215.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511452.1_374.p1
OG0005898	XM_001587689.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507863.1_6466.p1, lcl|JAVHJL010000003.1_cds_KAK6507901.1_6504.p1, lcl|JAVHJL010000010.1_cds_KAK6496796.1_1839.p1
OG0005899	XM_001587181.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505395.1_7525.p1
OG0005900	XM_001593030.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505380.1_7510.p1
OG0005903	XM_001594580.1.p1	lcl|JAVHJL010000004.1_cds_KAK6505425.1_7555.p1
OG0005906	XM_001592522.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512358.1_1280.p1
OG0005907	XM_001590126.1.p1	lcl|JAVHJL010000006.1_cds_KAK6501502.1_9643.p1
OG0005910	XM_001586076.1.p1	lcl|JAVHJL010000009.1_cds_KAK6497885.1_12676.p1
OG0005911	XM_001590797.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507141.1_5744.p1
OG0005912	XM_001592315.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502789.1_8077.p1
OG0005916	XM_001586999.1.p1	lcl|JAVHJL010000010.1_cds_KAK6496631.1_1674.p1
OG0005921	XM_001584511.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509898.1_4756.p1
OG0005922	XM_001584510.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509886.1_4744.p1
OG0005924	XM_001594063.1.p1	lcl|JAVHJL010000001.1_cds_KAK6512022.1_944.p1
OG0005925	XM_001590932.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509668.1_4526.p1
OG0005926	XM_001594322.1.p1	lcl|JAVHJL010000005.1_cds_KAK6502836.1_8124.p1
OG0005928	XM_001590456.1.p1	lcl|JAVHJL010000007.1_cds_KAK6499840.1_10540.p1
OG0005929	XM_001598160.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503056.1_8344.p1
OG0005930	XM_001590233.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507014.1_5617.p1
OG0005932	XM_001596601.1.p1	lcl|JAVHJL010000005.1_cds_KAK6503506.1_8794.p1
OG0005933	XM_001598166.1.p1	lcl|JAVHJL010000001.1_cds_KAK6511528.1_450.p1
OG0005935	XM_001598453.1.p1	lcl|JAVHJL010000003.1_cds_KAK6506901.1_5504.p1
OG0005938	XM_001590445.1.p1	lcl|JAVHJL010000003.1_cds_KAK6507755.1_6358.p1
OG0005942	XM_001592633.1.p1	lcl|JAVHJL010000002.1_cds_KAK6509518.1_4376.p1
