Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Pythium_ultimum_cds_prot
OG0003286	XM_001591177.1.p1	lcl|BBXB02000018.1_cds_GLD97156.1_5678.p1
OG0003288	XM_001586805.1.p1	lcl|BBXB02000028.1_cds_GLD98965.1_7487.p1
OG0003289	XM_001586637.1.p1	lcl|BBXB02000012.1_cds_GLD95719.1_4241.p1
OG0003290	XM_001586740.1.p1	lcl|BBXB02000051.1_cds_GLE02577.1_11098.p1
OG0003291	XM_001594716.1.p1	lcl|BBXB02000004.1_cds_GLD93079.1_1601.p1
OG0003295	XM_001590749.1.p1	lcl|BBXB02000006.1_cds_GLD93806.1_2328.p1
OG0003296	XM_001595341.1.p1	lcl|BBXB02000078.1_cds_GLE05001.1_13522.p1
OG0003301	XM_001597951.1.p1	lcl|BBXB02000076.1_cds_GLE04795.1_13316.p1
OG0003304	XM_001598242.1.p1	lcl|BBXB02000015.1_cds_GLD96423.1_4945.p1
OG0003305	XM_001586439.1.p1	lcl|BBXB02000100.1_cds_GLE05942.1_14463.p1
OG0003307	XM_001595073.1.p1	lcl|BBXB02000047.1_cds_GLE02023.1_10544.p1
OG0003309	XM_001590067.1.p1	lcl|BBXB02000080.1_cds_GLE05149.1_13670.p1
OG0003311	XM_001588978.1.p1	lcl|BBXB02000030.1_cds_GLD99366.1_7888.p1
OG0003312	XM_001596498.1.p1	lcl|BBXB02000006.1_cds_GLD93974.1_2496.p1
OG0003313	XM_001592434.1.p1	lcl|BBXB02000104.1_cds_GLE06123.1_14644.p1
OG0003316	XM_001593322.1.p1	lcl|BBXB02000056.1_cds_GLE03018.1_11539.p1
OG0003318	XM_001594826.1.p1	lcl|BBXB02000014.1_cds_GLD96226.1_4748.p1
OG0003320	XM_001596495.1.p1	lcl|BBXB02000107.1_cds_GLE06249.1_14770.p1
OG0003321	XM_001589643.1.p1	lcl|BBXB02000033.1_cds_GLD99932.1_8454.p1
OG0003324	XM_001588704.1.p1	lcl|BBXB02000107.1_cds_GLE06232.1_14753.p1
OG0003326	XM_001587707.1.p1	lcl|BBXB02000008.1_cds_GLD94514.1_3036.p1, lcl|BBXB02000545.1_cds_GLE10403.1_18924.p1
OG0003327	XM_001593157.1.p1	lcl|BBXB02000003.1_cds_GLD92852.1_1374.p1
OG0003328	XM_001586936.1.p1	lcl|BBXB02000003.1_cds_GLD92707.1_1229.p1
OG0003333	XM_001594860.1.p1	lcl|BBXB02000066.1_cds_GLE04077.1_12598.p1
OG0003335	XM_001598921.1.p1	lcl|BBXB02000059.1_cds_GLE03326.1_11847.p1
OG0003339	XM_001588779.1.p1	lcl|BBXB02000076.1_cds_GLE04834.1_13355.p1
OG0003340	XM_001598795.1.p1	lcl|BBXB02000048.1_cds_GLE02176.1_10697.p1
OG0003342	XM_001591065.1.p1	lcl|BBXB02000051.1_cds_GLE02467.1_10988.p1
OG0003343	XM_001594660.1.p1	lcl|BBXB02000084.1_cds_GLE05303.1_13824.p1
OG0003347	XM_001596020.1.p1	lcl|BBXB02000016.1_cds_GLD96608.1_5130.p1
OG0003348	XM_001590681.1.p1	lcl|BBXB02000069.1_cds_GLE04320.1_12841.p1
OG0003350	XM_001591577.1.p1	lcl|BBXB02000063.1_cds_GLE03810.1_12331.p1
OG0003352	XM_001588979.1.p1	lcl|BBXB02000005.1_cds_GLD93504.1_2026.p1
OG0003354	XM_001588134.1.p1	lcl|BBXB02000028.1_cds_GLD98963.1_7485.p1
OG0003355	XM_001598389.1.p1	lcl|BBXB02000007.1_cds_GLD94156.1_2678.p1
OG0003358	XM_001594599.1.p1	lcl|BBXB02000003.1_cds_GLD92768.1_1290.p1
OG0003360	XM_001585701.1.p1	lcl|BBXB02000076.1_cds_GLE04800.1_13321.p1
OG0003362	XM_001588054.1.p1	lcl|BBXB02000016.1_cds_GLD96620.1_5142.p1
OG0003363	XM_001594176.1.p1	lcl|BBXB02000041.1_cds_GLE01153.1_9674.p1
OG0003365	XM_001585480.1.p1	lcl|BBXB02000054.1_cds_GLE02852.1_11373.p1
OG0003366	XM_001594145.1.p1	lcl|BBXB02000004.1_cds_GLD93182.1_1704.p1
OG0003367	XM_001588998.1.p1	lcl|BBXB02000012.1_cds_GLD95488.1_4010.p1
OG0003368	XM_001593512.1.p1	lcl|BBXB02000057.1_cds_GLE03094.1_11615.p1
OG0003370	XM_001586318.1.p1	lcl|BBXB02000004.1_cds_GLD92988.1_1510.p1
OG0003371	XM_001586608.1.p1	lcl|BBXB02000015.1_cds_GLD96408.1_4930.p1
OG0003373	XM_001584600.1.p1	lcl|BBXB02000068.1_cds_GLE04214.1_12735.p1
OG0003374	XM_001597197.1.p1	lcl|BBXB02000084.1_cds_GLE05338.1_13859.p1
OG0003375	XM_001586263.1.p1	lcl|BBXB02000017.1_cds_GLD97046.1_5568.p1
OG0003376	XM_001597884.1.p1	lcl|BBXB02000016.1_cds_GLD96774.1_5296.p1
OG0003377	XM_001591473.1.p1	lcl|BBXB02000006.1_cds_GLD93774.1_2296.p1
OG0003378	XM_001588267.1.p1	lcl|BBXB02000049.1_cds_GLE02320.1_10841.p1
OG0003380	XM_001592923.1.p1	lcl|BBXB02000002.1_cds_GLD92054.1_576.p1
OG0003381	XM_001588707.1.p1	lcl|BBXB02000593.1_cds_GLE10761.1_19282.p1, lcl|BBXB02000097.1_cds_GLE05906.1_14427.p1
OG0003384	XM_001595158.1.p1	lcl|BBXB02000011.1_cds_GLD95213.1_3735.p1
OG0003385	XM_001588278.1.p1	lcl|BBXB02000043.1_cds_GLE01469.1_9990.p1
OG0003387	XM_001586862.1.p1	lcl|BBXB02000010.1_cds_GLD95160.1_3682.p1
OG0003388	XM_001590673.1.p1	lcl|BBXB02000031.1_cds_GLD99560.1_8082.p1
OG0003389	XM_001585114.1.p1	lcl|BBXB02000015.1_cds_GLD96411.1_4933.p1
OG0003390	XM_001585517.1.p1	lcl|BBXB02000015.1_cds_GLD96498.1_5020.p1
OG0003391	XM_001590649.1.p1	lcl|BBXB02000041.1_cds_GLE01124.1_9645.p1
OG0003392	XM_001598687.1.p1	lcl|BBXB02000090.1_cds_GLE05621.1_14142.p1, lcl|BBXB02000066.1_cds_GLE04071.1_12592.p1
OG0003393	XM_001590846.1.p1	lcl|BBXB02000001.1_cds_GLD91559.1_81.p1
OG0003394	XM_001596939.1.p1	lcl|BBXB02000055.1_cds_GLE02876.1_11397.p1
OG0003395	XM_001596113.1.p1	lcl|BBXB02000034.1_cds_GLE00121.1_8642.p1
OG0003396	XM_001589794.1.p1	lcl|BBXB02000015.1_cds_GLD96357.1_4879.p1
OG0003397	XM_001593343.1.p1	lcl|BBXB02000007.1_cds_GLD93998.1_2520.p1
OG0003398	XM_001586421.1.p1	lcl|BBXB02000048.1_cds_GLE02209.1_10730.p1
OG0003400	XM_001593178.1.p1	lcl|BBXB02000100.1_cds_GLE05943.1_14464.p1
OG0003401	XM_001590815.1.p1	lcl|BBXB02000010.1_cds_GLD94987.1_3509.p1
OG0003402	XM_001586464.1.p1	lcl|BBXB02000006.1_cds_GLD93927.1_2449.p1
OG0003404	XM_001596802.1.p1	lcl|BBXB02000026.1_cds_GLD98697.1_7219.p1, lcl|BBXB02000356.1_cds_GLE08702.1_17223.p1
OG0003405	XM_001587610.1.p1	lcl|BBXB02000027.1_cds_GLD98853.1_7375.p1
OG0003406	XM_001587717.1.p1	lcl|BBXB02000031.1_cds_GLD99682.1_8204.p1
OG0003407	XM_001598175.1.p1	lcl|BBXB02000019.1_cds_GLD97419.1_5941.p1
OG0003408	XM_001587963.1.p1	lcl|BBXB02000002.1_cds_GLD92179.1_701.p1
OG0003411	XM_001585283.1.p1	lcl|BBXB02000026.1_cds_GLD98672.1_7194.p1, lcl|BBXB02000026.1_cds_GLD98671.1_7193.p1, lcl|BBXB02000067.1_cds_GLE04148.1_12669.p1, lcl|BBXB02000008.1_cds_GLD94369.1_2891.p1, lcl|BBXB02000008.1_cds_GLD94367.1_2889.p1
OG0003412	XM_001590120.1.p1	lcl|BBXB02000093.1_cds_GLE05724.1_14245.p1
OG0003413	XM_001588822.1.p1	lcl|BBXB02000006.1_cds_GLD93777.1_2299.p1
OG0003415	XM_001591820.1.p1	lcl|BBXB02000002.1_cds_GLD92053.1_575.p1
OG0003416	XM_001587863.1.p1	lcl|BBXB02000020.1_cds_GLD97502.1_6024.p1, lcl|BBXB02000046.1_cds_GLE01807.1_10328.p1
OG0003417	XM_001596400.1.p1	lcl|BBXB02000011.1_cds_GLD95236.1_3758.p1
OG0003418	XM_001589540.1.p1	lcl|BBXB02000051.1_cds_GLE02506.1_11027.p1
OG0003442	XM_001594839.1.p1	lcl|BBXB02000100.1_cds_GLE05963.1_14484.p1
OG0003444	XM_001594046.1.p1	lcl|BBXB02000010.1_cds_GLD95124.1_3646.p1
OG0003447	XM_001584893.1.p1	lcl|BBXB02000019.1_cds_GLD97478.1_6000.p1
OG0003454	XM_001586039.1.p1	lcl|BBXB02000233.1_cds_GLE07620.1_16141.p1
OG0003462	XM_001586624.1.p1	lcl|BBXB02000036.1_cds_GLE00359.1_8880.p1
OG0003463	XM_001593620.1.p1	lcl|BBXB02000038.1_cds_GLE00718.1_9239.p1
OG0003465	XM_001593806.1.p1	lcl|BBXB02000169.1_cds_GLE07078.1_15599.p1
OG0003469	XM_001586933.1.p1	lcl|BBXB02000087.1_cds_GLE05503.1_14024.p1, lcl|BBXB02000014.1_cds_GLD96119.1_4641.p1
OG0003477	XM_001591518.1.p1	lcl|BBXB02000056.1_cds_GLE02976.1_11497.p1
OG0003478	XM_001593754.1.p1	lcl|BBXB02000046.1_cds_GLE01845.1_10366.p1
OG0003479	XM_001591839.1.p1	lcl|BBXB02000056.1_cds_GLE03033.1_11554.p1
OG0003483	XM_001597488.1.p1	lcl|BBXB02000004.1_cds_GLD92987.1_1509.p1
OG0003487	XM_001586278.1.p1	lcl|BBXB02000020.1_cds_GLD97678.1_6200.p1
OG0003491	XM_001592398.1.p1	lcl|BBXB02000007.1_cds_GLD94271.1_2793.p1
OG0003501	XM_001590212.1.p1	lcl|BBXB02000011.1_cds_GLD95392.1_3914.p1
OG0003504	XM_001596665.1.p1	lcl|BBXB02000004.1_cds_GLD92918.1_1440.p1
OG0003510	XM_001590391.1.p1	lcl|BBXB02000006.1_cds_GLD93972.1_2494.p1
OG0003514	XM_001596019.1.p1	lcl|BBXB02000005.1_cds_GLD93415.1_1937.p1
OG0003516	XM_001586821.1.p1	lcl|BBXB02000048.1_cds_GLE02177.1_10698.p1
OG0003519	XM_001594594.1.p1	lcl|BBXB02000110.1_cds_GLE06324.1_14845.p1
OG0003530	XM_001587934.1.p1	lcl|BBXB02000011.1_cds_GLD95402.1_3924.p1
OG0003531	XM_001591496.1.p1	lcl|BBXB02000110.1_cds_GLE06343.1_14864.p1
OG0003532	XM_001592001.1.p1	lcl|BBXB02000008.1_cds_GLD94443.1_2965.p1
OG0003535	XM_001594248.1.p1	lcl|BBXB02000026.1_cds_GLD98627.1_7149.p1
OG0003544	XM_001589289.1.p1	lcl|BBXB02000019.1_cds_GLD97474.1_5996.p1
OG0003556	XM_001589695.1.p1	lcl|BBXB02000010.1_cds_GLD95029.1_3551.p1
OG0003560	XM_001593608.1.p1	lcl|BBXB02000034.1_cds_GLE00115.1_8636.p1
OG0003561	XM_001596592.1.p1	lcl|BBXB02000003.1_cds_GLD92812.1_1334.p1, lcl|BBXB02000003.1_cds_GLD92668.1_1190.p1, lcl|BBXB02000003.1_cds_GLD92669.1_1191.p1
OG0003562	XM_001594981.1.p1	lcl|BBXB02000483.1_cds_GLE09833.1_18354.p1, lcl|BBXB02000077.1_cds_GLE04917.1_13438.p1
OG0003563	XM_001592485.1.p1	lcl|BBXB02000001.1_cds_GLD91600.1_122.p1
OG0003567	XM_001586818.1.p1	lcl|BBXB02000009.1_cds_GLD94639.1_3161.p1
OG0003568	XM_001589321.1.p1	lcl|BBXB02000003.1_cds_GLD92701.1_1223.p1
OG0003570	XM_001586065.1.p1	lcl|BBXB02000018.1_cds_GLD97245.1_5767.p1, lcl|BBXB02000510.1_cds_GLE10077.1_18598.p1
OG0003576	XM_001595380.1.p1	lcl|BBXB02000057.1_cds_GLE03101.1_11622.p1
OG0003578	XM_001594877.1.p1	lcl|BBXB02000005.1_cds_GLD93395.1_1917.p1
OG0003579	XM_001597590.1.p1	lcl|BBXB02000017.1_cds_GLD96938.1_5460.p1
OG0003580	XM_001597654.1.p1	lcl|BBXB02000007.1_cds_GLD94204.1_2726.p1
OG0003584	XM_001585144.1.p1	lcl|BBXB02000025.1_cds_GLD98543.1_7065.p1
OG0003591	XM_001598539.1.p1	lcl|BBXB02000066.1_cds_GLE04042.1_12563.p1
OG0003596	XM_001597367.1.p1	lcl|BBXB02000006.1_cds_GLD93706.1_2228.p1
OG0003599	XM_001597601.1.p1	lcl|BBXB02000006.1_cds_GLD93917.1_2439.p1
OG0003605	XM_001596751.1.p1	lcl|BBXB02000012.1_cds_GLD95527.1_4049.p1
OG0003610	XM_001586036.1.p1	lcl|BBXB02000031.1_cds_GLD99693.1_8215.p1
OG0003612	XM_001591787.1.p1	lcl|BBXB02000606.1_cds_GLE10876.1_19397.p1, lcl|BBXB02000035.1_cds_GLE00325.1_8846.p1
OG0003617	XM_001592921.1.p1	lcl|BBXB02000029.1_cds_GLD99262.1_7784.p1
OG0003619	XM_001591448.1.p1	lcl|BBXB02000038.1_cds_GLE00672.1_9193.p1
OG0003621	XM_001596021.1.p1	lcl|BBXB02000038.1_cds_GLE00717.1_9238.p1
OG0003622	XM_001588618.1.p1	lcl|BBXB02000001.1_cds_GLD91759.1_281.p1
OG0003623	XM_001597525.1.p1	lcl|BBXB02000001.1_cds_GLD91866.1_388.p1
OG0003625	XM_001596767.1.p1	lcl|BBXB02000004.1_cds_GLD93183.1_1705.p1
OG0003627	XM_001588705.1.p1	lcl|BBXB02000050.1_cds_GLE02353.1_10874.p1
OG0003628	XM_001595591.1.p1	lcl|BBXB02000059.1_cds_GLE03297.1_11818.p1
OG0003629	XM_001585723.1.p1	lcl|BBXB02000014.1_cds_GLD96087.1_4609.p1
OG0003630	XM_001586059.1.p1	lcl|BBXB02000050.1_cds_GLE02425.1_10946.p1
OG0003631	XM_001597187.1.p1	lcl|BBXB02000081.1_cds_GLE05169.1_13690.p1
OG0003632	XM_001586230.1.p1	lcl|BBXB02000152.1_cds_GLE06902.1_15423.p1
OG0003635	XM_001586052.1.p1	lcl|BBXB02000065.1_cds_GLE03984.1_12505.p1
OG0003637	XM_001596737.1.p1	lcl|BBXB02000029.1_cds_GLD99165.1_7687.p1
OG0003642	XM_001594713.1.p1	lcl|BBXB02000045.1_cds_GLE01616.1_10137.p1
OG0003645	XM_001595610.1.p1	lcl|BBXB02000003.1_cds_GLD92915.1_1437.p1
OG0003650	XM_001594878.1.p1	lcl|BBXB02000015.1_cds_GLD96449.1_4971.p1
OG0003653	XM_001591742.1.p1	lcl|BBXB02000004.1_cds_GLD93064.1_1586.p1
OG0003661	XM_001591093.1.p1	lcl|BBXB02000044.1_cds_GLE01497.1_10018.p1, lcl|BBXB02000044.1_cds_GLE01501.1_10022.p1
OG0003662	XM_001595386.1.p1, XM_001597540.1.p1	lcl|BBXB02000001.1_cds_GLD91545.1_67.p1
OG0003665	XM_001596461.1.p1	lcl|BBXB02000012.1_cds_GLD95572.1_4094.p1
OG0003667	XM_001589938.1.p1	lcl|BBXB02000007.1_cds_GLD94005.1_2527.p1
OG0003668	XM_001592591.1.p1	lcl|BBXB02000058.1_cds_GLE03215.1_11736.p1
OG0003677	XM_001598491.1.p1	lcl|BBXB02000191.1_cds_GLE07302.1_15823.p1
OG0003681	XM_001595166.1.p1	lcl|BBXB02000045.1_cds_GLE01647.1_10168.p1, lcl|BBXB02000032.1_cds_GLD99805.1_8327.p1, lcl|BBXB02000010.1_cds_GLD95158.1_3680.p1
OG0003683	XM_001594453.1.p1	lcl|BBXB02000099.1_cds_GLE05936.1_14457.p1
OG0003693	XM_001587589.1.p1	lcl|BBXB02000001.1_cds_GLD91691.1_213.p1
OG0003695	XM_001597528.1.p1	lcl|BBXB02000026.1_cds_GLD98585.1_7107.p1
OG0003696	XM_001597377.1.p1	lcl|BBXB02000006.1_cds_GLD93678.1_2200.p1
OG0003701	XM_001596635.1.p1	lcl|BBXB02000020.1_cds_GLD97685.1_6207.p1
OG0003705	XM_001597089.1.p1	lcl|BBXB02000501.1_cds_GLE09996.1_18517.p1
OG0003706	XM_001588980.1.p1	lcl|BBXB02000011.1_cds_GLD95458.1_3980.p1
OG0003708	XM_001590779.1.p1	lcl|BBXB02000499.1_cds_GLE09978.1_18499.p1
OG0003712	XM_001593580.1.p1	lcl|BBXB02000005.1_cds_GLD93574.1_2096.p1
OG0003729	XM_001590684.1.p1	lcl|BBXB02000040.1_cds_GLE01022.1_9543.p1
OG0003731	XM_001598466.1.p1	lcl|BBXB02000076.1_cds_GLE04790.1_13311.p1
OG0003732	XM_001590883.1.p1	lcl|BBXB02000027.1_cds_GLD98855.1_7377.p1
OG0003737	XM_001591238.1.p1	lcl|BBXB02000032.1_cds_GLD99793.1_8315.p1
OG0003738	XM_001590499.1.p1	lcl|BBXB02000011.1_cds_GLD95348.1_3870.p1
OG0003742	XM_001586515.1.p1	lcl|BBXB02000030.1_cds_GLD99408.1_7930.p1
OG0003744	XM_001593093.1.p1	lcl|BBXB02000025.1_cds_GLD98435.1_6957.p1
OG0003746	XM_001589351.1.p1	lcl|BBXB02000055.1_cds_GLE02904.1_11425.p1
OG0003750	XM_001594821.1.p1	lcl|BBXB02000011.1_cds_GLD95470.1_3992.p1
OG0003754	XM_001598056.1.p1	lcl|BBXB02000004.1_cds_GLD92934.1_1456.p1
OG0003755	XM_001595786.1.p1	lcl|BBXB02000001.1_cds_GLD91672.1_194.p1
OG0003760	XM_001595445.1.p1	lcl|BBXB02000069.1_cds_GLE04300.1_12821.p1
OG0003763	XM_001590122.1.p1	lcl|BBXB02000020.1_cds_GLD97639.1_6161.p1
OG0003765	XM_001585834.1.p1	lcl|BBXB02000003.1_cds_GLD92903.1_1425.p1
OG0003767	XM_001591700.1.p1	lcl|BBXB02000004.1_cds_GLD92998.1_1520.p1
OG0003772	XM_001594429.1.p1	lcl|BBXB02000036.1_cds_GLE00336.1_8857.p1
OG0003795	XM_001586031.1.p1	lcl|BBXB02000004.1_cds_GLD93167.1_1689.p1
OG0003796	XM_001585850.1.p1	lcl|BBXB02000007.1_cds_GLD94082.1_2604.p1
OG0003797	XM_001598420.1.p1	lcl|BBXB02000063.1_cds_GLE03746.1_12267.p1
OG0003798	XM_001588547.1.p1	lcl|BBXB02000012.1_cds_GLD95574.1_4096.p1
OG0003802	XM_001589920.1.p1	lcl|BBXB02000004.1_cds_GLD93094.1_1616.p1
OG0003809	XM_001587281.1.p1	lcl|BBXB02000018.1_cds_GLD97081.1_5603.p1
OG0003814	XM_001597385.1.p1	lcl|BBXB02000006.1_cds_GLD93971.1_2493.p1
OG0003816	XM_001584587.1.p1	lcl|BBXB02000009.1_cds_GLD94860.1_3382.p1
OG0003823	XM_001585722.1.p1	lcl|BBXB02000105.1_cds_GLE06150.1_14671.p1
OG0003831	XM_001598848.1.p1	lcl|BBXB02000055.1_cds_GLE02861.1_11382.p1
OG0003833	XM_001596109.1.p1	lcl|BBXB02000016.1_cds_GLD96689.1_5211.p1
OG0003839	XM_001594189.1.p1	lcl|BBXB02000038.1_cds_GLE00778.1_9299.p1
OG0003841	XM_001590689.1.p1	lcl|BBXB02000011.1_cds_GLD95212.1_3734.p1
OG0003844	XM_001590884.1.p1	lcl|BBXB02000003.1_cds_GLD92616.1_1138.p1
OG0003855	XM_001597960.1.p1	lcl|BBXB02000037.1_cds_GLE00512.1_9033.p1
OG0003856	XM_001587005.1.p1	lcl|BBXB02000031.1_cds_GLD99534.1_8056.p1
OG0003861	XM_001591373.1.p1	lcl|BBXB02000095.1_cds_GLE05794.1_14315.p1
OG0003863	XM_001588105.1.p1	lcl|BBXB02000044.1_cds_GLE01592.1_10113.p1
OG0003867	XM_001595216.1.p1	lcl|BBXB02000011.1_cds_GLD95356.1_3878.p1
OG0003869	XM_001584606.1.p1	lcl|BBXB02000015.1_cds_GLD96312.1_4834.p1
OG0003873	XM_001597671.1.p1	lcl|BBXB02000002.1_cds_GLD92024.1_546.p1
OG0003875	XM_001591478.1.p1	lcl|BBXB02000048.1_cds_GLE02072.1_10593.p1
OG0003877	XM_001595659.1.p1	lcl|BBXB02000026.1_cds_GLD98587.1_7109.p1
OG0003884	XM_001588609.1.p1	lcl|BBXB02000005.1_cds_GLD93632.1_2154.p1, lcl|BBXB02000033.1_cds_GLD99906.1_8428.p1
OG0003885	XM_001590140.1.p1	lcl|BBXB02000002.1_cds_GLD92461.1_983.p1
OG0003889	XM_001587424.1.p1	lcl|BBXB02000005.1_cds_GLD93411.1_1933.p1
OG0003893	XM_001589968.1.p1	lcl|BBXB02000028.1_cds_GLD99086.1_7608.p1
OG0003897	XM_001598507.1.p1	lcl|BBXB02000053.1_cds_GLE02757.1_11278.p1
OG0003910	XM_001584595.1.p1	lcl|BBXB02000026.1_cds_GLD98783.1_7305.p1
OG0003912	XM_001594430.1.p1	lcl|BBXB02000005.1_cds_GLD93368.1_1890.p1
OG0003916	XM_001590917.1.p1	lcl|BBXB02000015.1_cds_GLD96467.1_4989.p1
OG0003918	XM_001586863.1.p1	lcl|BBXB02000019.1_cds_GLD97458.1_5980.p1
OG0003922	XM_001587095.1.p1	lcl|BBXB02000001.1_cds_GLD91543.1_65.p1
OG0003924	XM_001598289.1.p1	lcl|BBXB02000034.1_cds_GLE00104.1_8625.p1
OG0003935	XM_001598044.1.p1	lcl|BBXB02000038.1_cds_GLE00710.1_9231.p1
OG0003939	XM_001598750.1.p1	lcl|BBXB02000007.1_cds_GLD94259.1_2781.p1
OG0003941	XM_001591630.1.p1	lcl|BBXB02000011.1_cds_GLD95390.1_3912.p1
OG0003943	XM_001585274.1.p1	lcl|BBXB02000004.1_cds_GLD93265.1_1787.p1
OG0003949	XM_001584696.1.p1	lcl|BBXB02000669.1_cds_GLE11290.1_19811.p1, lcl|BBXB02000034.1_cds_GLE00107.1_8628.p1
OG0003952	XM_001598823.1.p1	lcl|BBXB02000041.1_cds_GLE01173.1_9694.p1
OG0003955	XM_001596929.1.p1	lcl|BBXB02000003.1_cds_GLD92572.1_1094.p1
OG0003963	XM_001590694.1.p1	lcl|BBXB02000029.1_cds_GLD99123.1_7645.p1, lcl|BBXB02000029.1_cds_GLD99122.1_7644.p1, lcl|BBXB02000066.1_cds_GLE04052.1_12573.p1
OG0003964	XM_001591833.1.p1	lcl|BBXB02000005.1_cds_GLD93581.1_2103.p1
OG0003965	XM_001588811.1.p1	lcl|BBXB02000136.1_cds_GLE06731.1_15252.p1, lcl|BBXB02000082.1_cds_GLE05222.1_13743.p1
OG0003972	XM_001595099.1.p1	lcl|BBXB02000039.1_cds_GLE00934.1_9455.p1
OG0003974	XM_001591080.1.p1	lcl|BBXB02000029.1_cds_GLD99284.1_7806.p1, lcl|BBXB02000023.1_cds_GLD98085.1_6607.p1
OG0003975	XM_001594830.1.p1	lcl|BBXB02000019.1_cds_GLD97394.1_5916.p1
OG0003977	XM_001586216.1.p1	lcl|BBXB02000020.1_cds_GLD97604.1_6126.p1
OG0003985	XM_001587696.1.p1	lcl|BBXB02000012.1_cds_GLD95559.1_4081.p1
OG0003990	XM_001594912.1.p1	lcl|BBXB02000227.1_cds_GLE07541.1_16062.p1, lcl|BBXB02000026.1_cds_GLD98657.1_7179.p1
OG0003991	XM_001587125.1.p1	lcl|BBXB02000074.1_cds_GLE04707.1_13228.p1, lcl|BBXB02000419.1_cds_GLE09280.1_17801.p1
OG0003997	XM_001587256.1.p1	lcl|BBXB02000018.1_cds_GLD97106.1_5628.p1
OG0004004	XM_001596706.1.p1	lcl|BBXB02000039.1_cds_GLE00951.1_9472.p1
OG0004010	XM_001598856.1.p1	lcl|BBXB02000002.1_cds_GLD92252.1_774.p1
OG0004014	XM_001590547.1.p1	lcl|BBXB02000002.1_cds_GLD92424.1_946.p1
OG0004023	XM_001586619.1.p1	lcl|BBXB02000076.1_cds_GLE04841.1_13362.p1
OG0004028	XM_001584565.1.p1	lcl|BBXB02000160.1_cds_GLE06974.1_15495.p1
OG0004031	XM_001587191.1.p1	lcl|BBXB02000021.1_cds_GLD97831.1_6353.p1, lcl|BBXB02000016.1_cds_GLD96803.1_5325.p1
OG0004032	XM_001590717.1.p1	lcl|BBXB02000093.1_cds_GLE05739.1_14260.p1
OG0004040	XM_001592465.1.p1	lcl|BBXB02000004.1_cds_GLD93276.1_1798.p1
OG0004042	XM_001596377.1.p1	lcl|BBXB02000001.1_cds_GLD91700.1_222.p1
OG0004050	XM_001598756.1.p1	lcl|BBXB02000031.1_cds_GLD99694.1_8216.p1, lcl|BBXB02000201.1_cds_GLE07377.1_15898.p1
OG0004051	XM_001598526.1.p1	lcl|BBXB02000028.1_cds_GLD99037.1_7559.p1
OG0004053	XM_001597936.1.p1	lcl|BBXB02000008.1_cds_GLD94550.1_3072.p1
OG0004059	XM_001597340.1.p1	lcl|BBXB02000023.1_cds_GLD98259.1_6781.p1
OG0004060	XM_001588142.1.p1	lcl|BBXB02000072.1_cds_GLE04542.1_13063.p1
OG0004065	XM_001588915.1.p1	lcl|BBXB02000038.1_cds_GLE00692.1_9213.p1
OG0004066	XM_001588029.1.p1	lcl|BBXB02000002.1_cds_GLD92269.1_791.p1
OG0004068	XM_001591068.1.p1	lcl|BBXB02000010.1_cds_GLD95166.1_3688.p1
OG0004070	XM_001595715.1.p1	lcl|BBXB02000033.1_cds_GLD99899.1_8421.p1
OG0004071	XM_001588462.1.p1	lcl|BBXB02000014.1_cds_GLD96065.1_4587.p1
OG0004074	XM_001592326.1.p1	lcl|BBXB02000031.1_cds_GLD99698.1_8220.p1
OG0004100	XM_001587796.1.p1	lcl|BBXB02000031.1_cds_GLD99653.1_8175.p1
OG0004102	XM_001595481.1.p1	lcl|BBXB02000064.1_cds_GLE03878.1_12399.p1
OG0004110	XM_001587674.1.p1	lcl|BBXB02000002.1_cds_GLD92111.1_633.p1, lcl|BBXB02000076.1_cds_GLE04779.1_13300.p1
OG0004122	XM_001586297.1.p1	lcl|BBXB02000004.1_cds_GLD93072.1_1594.p1
OG0004124	XM_001593109.1.p1	lcl|BBXB02000020.1_cds_GLD97599.1_6121.p1
OG0004125	XM_001589044.1.p1	lcl|BBXB02000081.1_cds_GLE05208.1_13729.p1
OG0004141	XM_001587190.1.p1	lcl|BBXB02000008.1_cds_GLD94477.1_2999.p1
OG0004143	XM_001597520.1.p1	lcl|BBXB02000036.1_cds_GLE00434.1_8955.p1
OG0004147	XM_001594759.1.p1	lcl|BBXB02000095.1_cds_GLE05795.1_14316.p1
OG0004155	XM_001595732.1.p1	lcl|BBXB02000599.1_cds_GLE10822.1_19343.p1, lcl|BBXB02000018.1_cds_GLD97279.1_5801.p1
OG0004180	XM_001598028.1.p1	lcl|BBXB02000061.1_cds_GLE03515.1_12036.p1
OG0004186	XM_001593533.1.p1	lcl|BBXB02000052.1_cds_GLE02618.1_11139.p1
OG0004213	XM_001592578.1.p1, XM_001596023.1.p1	lcl|BBXB02000406.1_cds_GLE09139.1_17660.p1, lcl|BBXB02000047.1_cds_GLE02049.1_10570.p1
OG0004222	XM_001588290.1.p1	lcl|BBXB02000043.1_cds_GLE01451.1_9972.p1, lcl|BBXB02000004.1_cds_GLD93075.1_1597.p1
OG0004224	XM_001584586.1.p1	lcl|BBXB02000017.1_cds_GLD97049.1_5571.p1, lcl|BBXB02000484.1_cds_GLE09859.1_18380.p1
