Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Laccaria_bicolor_rna_prot
OG0003923	XM_001586042.1.p1	XM_001881112.1.p1
OG0003925	XM_001595746.1.p1	XM_001888312.1.p1
OG0003926	XM_001590218.1.p1	XM_001880857.1.p1
OG0003928	XM_001584862.1.p1	XM_001882680.1.p1
OG0003932	XM_001586814.1.p1	XM_001874398.1.p1
OG0003933	XM_001593106.1.p1	XM_001886202.1.p1
OG0003934	XM_001592497.1.p1	XM_001887138.1.p1
OG0003935	XM_001598044.1.p1	XM_001880110.1.p1
OG0003936	XM_001597811.1.p1	XM_001878279.1.p1
OG0003938	XM_001589110.1.p1	XM_001873815.1.p1
OG0003940	XM_001598224.1.p1	XM_001876268.1.p1
OG0003943	XM_001585274.1.p1	XM_001877828.1.p1
OG0003944	XM_001597389.1.p1	XM_001873294.1.p1
OG0003945	XM_001588061.1.p1	XM_001873749.1.p1
OG0003946	XM_001595793.1.p1	XM_001889802.1.p2
OG0003951	XM_001585146.1.p1	XM_001876129.1.p1
OG0003953	XM_001585020.1.p1	XM_001877787.1.p1
OG0003954	XM_001596071.1.p1	XM_001876160.1.p1
OG0003955	XM_001596929.1.p1	XM_001883065.1.p1
OG0003956	XM_001584623.1.p1	XM_001889266.1.p1, XM_001889265.1.p1, XM_001882911.1.p1
OG0003962	XM_001596022.1.p1	XM_001875250.1.p1, XM_001879772.1.p1, XM_001881561.1.p1
OG0003966	XM_001587564.1.p1	XM_001877052.1.p1
OG0003967	XM_001595227.1.p1	XM_001880814.1.p1
OG0003968	XM_001588126.1.p1	XM_001873161.1.p1
OG0003969	XM_001591853.1.p1	XM_001889441.1.p1
OG0003970	XM_001597503.1.p1	XM_001875866.1.p1
OG0003971	XM_001585341.1.p1	XM_001876733.1.p1
OG0003972	XM_001595099.1.p1	XM_001884241.1.p1
OG0003973	XM_001587068.1.p1	XM_001876289.1.p1
OG0003976	XM_001596815.1.p1	XM_001875212.1.p1
OG0003977	XM_001586216.1.p1	XM_001883734.1.p1
OG0003978	XM_001586027.1.p1	XM_001880559.1.p1
OG0003982	XM_001584701.1.p1	XM_001880165.1.p1
OG0003984	XM_001587871.1.p1	XM_001874399.1.p1
OG0003985	XM_001587696.1.p1	XM_001879185.1.p1
OG0003986	XM_001587351.1.p1	XM_001880151.1.p1
OG0003987	XM_001591481.1.p1	XM_001875860.1.p1
OG0003988	XM_001592372.1.p1	XM_001877091.1.p1
OG0003995	XM_001593909.1.p1	XM_001881010.1.p1
OG0003996	XM_001595805.1.p1	XM_001877878.1.p1
OG0003998	XM_001590230.1.p1	XM_001877058.1.p1
OG0003999	XM_001595526.1.p1	XM_001877283.1.p1
OG0004002	XM_001598144.1.p1, XM_001595692.1.p1	XM_001875671.1.p1
OG0004003	XM_001594889.1.p1	XM_001875339.1.p1
OG0004004	XM_001596706.1.p1	XM_001879768.1.p1
OG0004005	XM_001597575.1.p1	XM_001878499.1.p1
OG0004006	XM_001595927.1.p1	XM_001880891.1.p1
OG0004007	XM_001593023.1.p1, XM_001593022.1.p1	XM_001885883.1.p1
OG0004008	XM_001593563.1.p1	XM_001877679.1.p1
OG0004010	XM_001598856.1.p1	XM_001876873.1.p1
OG0004012	XM_001590132.1.p1	XM_001887143.1.p1
OG0004016	XM_001593033.1.p1	XM_001888679.1.p1
OG0004017	XM_001585386.1.p1	XM_001875208.1.p1
OG0004018	XM_001594861.1.p1	XM_001881079.1.p1
OG0004019	XM_001584639.1.p1	XM_001873861.1.p1
OG0004020	XM_001593819.1.p1	XM_001878510.1.p1
OG0004023	XM_001586619.1.p1	XM_001880846.1.p1
OG0004024	XM_001590975.1.p1	XM_001875580.1.p1
OG0004025	XM_001592046.1.p1	XM_001883762.1.p1
OG0004033	XM_001598303.1.p1	XM_001876269.1.p1
OG0004036	XM_001591394.1.p1	XM_001886008.1.p1
OG0004037	XM_001586772.1.p1	XM_001888119.1.p1
OG0004039	XM_001595990.1.p1	XM_001889471.1.p1
OG0004040	XM_001592465.1.p1	XM_001876521.1.p1
OG0004044	XM_001594845.1.p1	XM_001875758.1.p1
OG0004045	XM_001587750.1.p1	XM_001873874.1.p1
OG0004053	XM_001597936.1.p1	XM_001878410.1.p1
OG0004055	XM_001596795.1.p1	XM_001875100.1.p1
OG0004058	XM_001588513.1.p1	XM_001882251.1.p1
OG0004064	XM_001587139.1.p1	XM_001885822.1.p1, XM_001878881.1.p1
OG0004066	XM_001588029.1.p1	XM_001879981.1.p1
OG0004067	XM_001596346.1.p1, XM_001593133.1.p1	XM_001880878.1.p1, XM_001888413.1.p1
OG0004068	XM_001591068.1.p1	XM_001873613.1.p1
OG0004071	XM_001588462.1.p1	XM_001880951.1.p1
OG0004076	XM_001585457.1.p1	XM_001885846.1.p1
OG0004099	XM_001586562.1.p1	XM_001876170.1.p1
OG0004100	XM_001587796.1.p1	XM_001878585.1.p1
OG0004102	XM_001595481.1.p1	XM_001880339.1.p1
OG0004106	XM_001589407.1.p1	XM_001876401.1.p1
OG0004107	XM_001585384.1.p1	XM_001879146.1.p1
OG0004110	XM_001587674.1.p1	XM_001888366.1.p1
OG0004111	XM_001586801.1.p1	XM_001877271.1.p1
OG0004112	XM_001587729.1.p1	XM_001873439.1.p1
OG0004113	XM_001586871.1.p1	XM_001881293.1.p1
OG0004114	XM_001590906.1.p1	XM_001877412.1.p1
OG0004116	XM_001592256.1.p1	XM_001879947.1.p1
OG0004117	XM_001587411.1.p1	XM_001884238.1.p1
OG0004119	XM_001595657.1.p1	XM_001873203.1.p1
OG0004121	XM_001592671.1.p1	XM_001873397.1.p1
OG0004126	XM_001590925.1.p1	XM_001886279.1.p1
OG0004127	XM_001597098.1.p1	XM_001889844.1.p1
OG0004129	XM_001592074.1.p1	XM_001880865.1.p1
OG0004130	XM_001588504.1.p1	XM_001880830.1.p1
OG0004131	XM_001595663.1.p1	XM_001874525.1.p1
OG0004132	XM_001595589.1.p1	XM_001877310.1.p1
OG0004136	XM_001587298.1.p1	XM_001876525.1.p1
OG0004137	XM_001585118.1.p1	XM_001883487.1.p1, XM_001889967.1.p1, XM_001883483.1.p1
OG0004142	XM_001590842.1.p1	XM_001874147.1.p1
OG0004144	XM_001589712.1.p1	XM_001880335.1.p1
OG0004145	XM_001595932.1.p1	XM_001874905.1.p1
OG0004149	XM_001595356.1.p1	XM_001878930.1.p1
OG0004150	XM_001591635.1.p1	XM_001876749.1.p1
OG0004152	XM_001591483.1.p1	XM_001873254.1.p1
OG0004153	XM_001586234.1.p1	XM_001876190.1.p1
OG0004157	XM_001595925.1.p1	XM_001876173.1.p1
OG0004158	XM_001587314.1.p1	XM_001873890.1.p1
OG0004159	XM_001592968.1.p1	XM_001875801.1.p1
OG0004161	XM_001591845.1.p1	XM_001874523.1.p1
OG0004166	XM_001588806.1.p1	XM_001875431.1.p1
OG0004168	XM_001595807.1.p1	XM_001880979.1.p1
OG0004172	XM_001597523.1.p1	XM_001889267.1.p1
OG0004175	XM_001591050.1.p1	XM_001889508.1.p1
OG0004176	XM_001584528.1.p1	XM_001873608.1.p1
OG0004178	XM_001597912.1.p1	XM_001873189.1.p1
OG0004179	XM_001588091.1.p1	XM_001879692.1.p1
OG0004181	XM_001598073.1.p1	XM_001873218.1.p1
OG0004183	XM_001586506.1.p1	XM_001880090.1.p1
OG0004184	XM_001588721.1.p1	XM_001878248.1.p1
OG0004185	XM_001586993.1.p1	XM_001875412.1.p1
OG0004187	XM_001584721.1.p1	XM_001880567.1.p1
OG0004189	XM_001584804.1.p1	XM_001883225.1.p1
OG0004191	XM_001597517.1.p1	XM_001874190.1.p1
OG0004193	XM_001595953.1.p1	XM_001883763.1.p1
OG0004197	XM_001591711.1.p1	XM_001881195.1.p1
OG0004199	XM_001587728.1.p1	XM_001873744.1.p1
OG0004201	XM_001589275.1.p1	XM_001876124.1.p1
OG0004202	XM_001598155.1.p1	XM_001874321.1.p1
OG0004206	XM_001593246.1.p1	XM_001886501.1.p1, XM_001884941.1.p1, XM_001884940.1.p1
OG0004208	XM_001586339.1.p1	XM_001874801.1.p1
OG0004212	XM_001594748.1.p1	XM_001877451.1.p1, XM_001883136.1.p1
OG0004214	XM_001595963.1.p1	XM_001874472.1.p1
OG0004218	XM_001588607.1.p1	XM_001874870.1.p1
OG0004219	XM_001597382.1.p1	XM_001874520.1.p1
OG0004225	XM_001598341.1.p1	XM_001880588.1.p1
OG0004230	XM_001594906.1.p1	XM_001875093.1.p1
OG0004231	XM_001586751.1.p1	XM_001877723.1.p1
OG0004232	XM_001590487.1.p1	XM_001877706.1.p1
OG0004234	XM_001590979.1.p1	XM_001881019.1.p1
OG0004236	XM_001592448.1.p1	XM_001873205.1.p1
OG0004237	XM_001594769.1.p1	XM_001876193.1.p1
OG0004243	XM_001596942.1.p1	XM_001875417.1.p1
OG0004244	XM_001598190.1.p1	XM_001884372.1.p1
OG0004245	XM_001595536.1.p1	XM_001882445.1.p1
OG0004246	XM_001590847.1.p1	XM_001884420.1.p1
OG0004250	XM_001594927.1.p1	XM_001881082.1.p1
OG0004251	XM_001592848.1.p1, XM_001590021.1.p1	XM_001876689.1.p1
OG0004254	XM_001585273.1.p1	XM_001877185.1.p1
OG0004257	XM_001586406.1.p1, XM_001593411.1.p1	XM_001887079.1.p1
OG0004258	XM_001593356.1.p1	XM_001879960.1.p1
OG0004262	XM_001588897.1.p1	XM_001879846.1.p1
OG0004264	XM_001596188.1.p1	XM_001878940.1.p1
OG0004269	XM_001594621.1.p1	XM_001887015.1.p1
OG0004271	XM_001590882.1.p1	XM_001877510.1.p1
OG0004274	XM_001588989.1.p1	XM_001877000.1.p1
OG0004275	XM_001587841.1.p1	XM_001881254.1.p1, XM_001883158.1.p1, XM_001880389.1.p1
OG0004277	XM_001597656.1.p1	XM_001878193.1.p1
OG0004279	XM_001597132.1.p1	XM_001873402.1.p1
OG0004280	XM_001593341.1.p1	XM_001877094.1.p1
OG0004282	XM_001595517.1.p1	XM_001889616.1.p1, XM_001889617.1.p1
OG0004284	XM_001592999.1.p1	XM_001878203.1.p1
OG0004286	XM_001589827.1.p1	XM_001883464.1.p1
OG0004287	XM_001594458.1.p1	XM_001877754.1.p1
OG0004288	XM_001589886.1.p1	XM_001876532.1.p1
OG0004292	XM_001591485.1.p1	XM_001877815.1.p1
OG0004293	XM_001592759.1.p1	XM_001886081.1.p1
OG0004296	XM_001592058.1.p1	XM_001873817.1.p1
OG0004304	XM_001592827.1.p1	XM_001881749.1.p1
OG0004305	XM_001594588.1.p1	XM_001875330.1.p1
OG0004307	XM_001598766.1.p1	XM_001883333.1.p1
OG0004308	XM_001591471.1.p1	XM_001879823.1.p1
OG0004312	XM_001596508.1.p1	XM_001879476.1.p1, XM_001879221.1.p1
OG0004315	XM_001589929.1.p1	XM_001878206.1.p1
OG0004316	XM_001586205.1.p1	XM_001880958.1.p1
OG0004317	XM_001587701.1.p1	XM_001877979.1.p1
OG0004322	XM_001597663.1.p1	XM_001876326.1.p1, XM_001876328.1.p1
OG0004323	XM_001595604.1.p1	XM_001884397.1.p1, XM_001881029.1.p1
OG0004324	XM_001584887.1.p1	XM_001884781.1.p1
OG0004325	XM_001587328.1.p1	XM_001875254.1.p1
OG0004326	XM_001585374.1.p1	XM_001881169.1.p1
OG0004327	XM_001585373.1.p1	XM_001873232.1.p1
OG0004328	XM_001595244.1.p1	XM_001875370.1.p1, XM_001885129.1.p1
OG0004367	XM_001595989.1.p1	XM_001877371.1.p1
OG0004368	XM_001595902.1.p1, XM_001595901.1.p1, XM_001591300.1.p1	XM_001873482.1.p1, XM_001875400.1.p1
OG0004372	XM_001587562.1.p1	XM_001884779.1.p1
OG0004375	XM_001588517.1.p1	XM_001876459.1.p1
OG0004376	XM_001598422.1.p1	XM_001882698.1.p1
OG0004385	XM_001590669.1.p1	XM_001874709.1.p1
OG0004393	XM_001586438.1.p1	XM_001873859.1.p1, XM_001873858.1.p1
OG0004395	XM_001598208.1.p1	XM_001883780.1.p1
OG0004406	XM_001591847.1.p1	XM_001888176.1.p1
OG0004409	XM_001587412.1.p1	XM_001874581.1.p1
OG0004410	XM_001590349.1.p1	XM_001879803.1.p1
OG0004411	XM_001587375.1.p1	XM_001886836.1.p1, XM_001877220.1.p1
OG0004413	XM_001592988.1.p1	XM_001882012.1.p1
OG0004414	XM_001595234.1.p1	XM_001873255.1.p1
OG0004415	XM_001593007.1.p1	XM_001877071.1.p1
OG0004416	XM_001593092.1.p1	XM_001883036.1.p1
OG0004421	XM_001594896.1.p1	XM_001883654.1.p1, XM_001883749.1.p1
OG0004423	XM_001590836.1.p1	XM_001876633.1.p1
OG0004428	XM_001590142.1.p1	XM_001878536.1.p1
OG0004430	XM_001595046.1.p1	XM_001879808.1.p1
OG0004432	XM_001594326.1.p1	XM_001874935.1.p1
OG0004434	XM_001588143.1.p1	XM_001874476.1.p1
OG0004438	XM_001597600.1.p1	XM_001881889.1.p1
OG0004439	XM_001593323.1.p1	XM_001876462.1.p1
OG0004440	XM_001598404.1.p1	XM_001886048.1.p1
OG0004450	XM_001585611.1.p1	XM_001881257.1.p1
OG0004452	XM_001590721.1.p1	XM_001880924.1.p1
OG0004453	XM_001591949.1.p1	XM_001873909.1.p1
OG0004455	XM_001590351.1.p1	XM_001877001.1.p1
OG0004459	XM_001585914.1.p1	XM_001888687.1.p1
OG0004460	XM_001596673.1.p1	XM_001886812.1.p1
OG0004464	XM_001598438.1.p1	XM_001875656.1.p1
OG0004468	XM_001592259.1.p1	XM_001875092.1.p1
OG0004470	XM_001588611.1.p1	XM_001888973.1.p1
OG0004471	XM_001597845.1.p1	XM_001881047.1.p1
OG0004473	XM_001595314.1.p1	XM_001887183.1.p1
OG0004479	XM_001595806.1.p1	XM_001884724.1.p1
OG0004480	XM_001589986.1.p1	XM_001881532.1.p1
OG0004483	XM_001585287.1.p1	XM_001882565.1.p1, XM_001880374.1.p1
OG0004486	XM_001588289.1.p1	XM_001883231.1.p1
OG0004489	XM_001593170.1.p1	XM_001877669.1.p1
OG0004493	XM_001593167.1.p1	XM_001886064.1.p1
OG0004495	XM_001593305.1.p1	XM_001886193.1.p1
OG0004499	XM_001598085.1.p1	XM_001879374.1.p1
OG0004500	XM_001596908.1.p1	XM_001875817.1.p1
OG0004502	XM_001591622.1.p1	XM_001880820.1.p1
OG0004503	XM_001598597.1.p1	XM_001873844.1.p1
OG0004505	XM_001595431.1.p1	XM_001873288.1.p1
OG0004507	XM_001597547.1.p1	XM_001880689.1.p1
OG0004508	XM_001591273.1.p1	XM_001874465.1.p1
OG0004511	XM_001590806.1.p1	XM_001878620.1.p1
OG0004514	XM_001588722.1.p1	XM_001875841.1.p1
OG0004516	XM_001594398.1.p1	XM_001883461.1.p1
OG0004519	XM_001594708.1.p1	XM_001879821.1.p1
OG0004520	XM_001585292.1.p1	XM_001875373.1.p1
OG0004523	XM_001598299.1.p1	XM_001878246.1.p1
OG0004528	XM_001598062.1.p1	XM_001878602.1.p1
OG0004530	XM_001589606.1.p1	XM_001884176.1.p1, XM_001884087.1.p1, XM_001884077.1.p1
OG0004538	XM_001592495.1.p1	XM_001880415.1.p1
OG0004539	XM_001586396.1.p1	XM_001874269.1.p1
OG0004544	XM_001595838.1.p1	XM_001879664.1.p1
OG0004549	XM_001589961.1.p1	XM_001880354.1.p1
OG0004550	XM_001596978.1.p1	XM_001888423.1.p1, XM_001887590.1.p1, XM_001887591.1.p1, XM_001887523.1.p1
OG0004552	XM_001586581.1.p1	XM_001880586.1.p1
OG0004556	XM_001591594.1.p1	XM_001876741.1.p1
OG0004558	XM_001589191.1.p1	XM_001876211.1.p1
OG0004559	XM_001594885.1.p1	XM_001882481.1.p1
OG0004561	XM_001598726.1.p1	XM_001876399.1.p1
OG0004562	XM_001587124.1.p1	XM_001874006.1.p1
OG0004564	XM_001590529.1.p1	XM_001874017.1.p1
OG0004565	XM_001592343.1.p1	XM_001873307.1.p1
OG0004573	XM_001585843.1.p1	XM_001874891.1.p1
OG0004574	XM_001586021.1.p1	XM_001873405.1.p1
OG0004581	XM_001590688.1.p1	XM_001882806.1.p1
OG0004582	XM_001596279.1.p1	XM_001884309.1.p1, XM_001884080.1.p1, XM_001884358.1.p1
OG0004587	XM_001588089.1.p1	XM_001884390.1.p1
OG0004589	XM_001594236.1.p1	XM_001880039.1.p1, XM_001874957.1.p1, XM_001874951.1.p1, XM_001874394.1.p1
OG0004621	XM_001591477.1.p1	XM_001879909.1.p1
OG0004624	XM_001591748.1.p1	XM_001877728.1.p1
OG0004625	XM_001586008.1.p1	XM_001888893.1.p1
OG0004627	XM_001590360.1.p1	XM_001876718.1.p1
OG0004632	XM_001594939.1.p1	XM_001874082.1.p1
OG0004656	XM_001592804.1.p1	XM_001873896.1.p1
OG0004667	XM_001595113.1.p1	XM_001877405.1.p1
OG0004668	XM_001591306.1.p1	XM_001881712.1.p1
OG0004671	XM_001593571.1.p1	XM_001878290.1.p1
OG0004672	XM_001588432.1.p1	XM_001880581.1.p1
OG0004688	XM_001587725.1.p1	XM_001881145.1.p1
OG0004689	XM_001586964.1.p1	XM_001874967.1.p1
OG0004690	XM_001587595.1.p1	XM_001874882.1.p1
OG0004691	XM_001595340.1.p1	XM_001877018.1.p1
OG0004695	XM_001591098.1.p1	XM_001873924.1.p1
OG0004706	XM_001597372.1.p1	XM_001876996.1.p1
OG0004707	XM_001596944.1.p1	XM_001876632.1.p1
OG0004709	XM_001595801.1.p1	XM_001880628.1.p1
OG0004714	XM_001597441.1.p1	XM_001876346.1.p1, XM_001876347.1.p1
OG0004720	XM_001587944.1.p1	XM_001880721.1.p1
OG0004722	XM_001597403.1.p1	XM_001886994.1.p1
OG0004724	XM_001593480.1.p1	XM_001880177.1.p1
OG0004730	XM_001591995.1.p1, XM_001586764.1.p1	XM_001890189.1.p1
OG0004734	XM_001596062.1.p1	XM_001880347.1.p1
OG0004736	XM_001587712.1.p1	XM_001879426.1.p1
OG0004741	XM_001596550.1.p1, XM_001595485.1.p1	XM_001878446.1.p1, XM_001878101.1.p1
OG0004762	XM_001586434.1.p1	XM_001881201.1.p1
OG0004766	XM_001585737.1.p1	XM_001873134.1.p1
OG0004773	XM_001595879.1.p1	XM_001875088.1.p1
OG0004786	XM_001594669.1.p1	XM_001877005.1.p1
OG0004787	XM_001587968.1.p1	XM_001879869.1.p1, XM_001879641.1.p1
OG0004790	XM_001596633.1.p1, XM_001585229.1.p1	XM_001877458.1.p1
OG0004791	XM_001592990.1.p1	XM_001873784.1.p1
OG0004795	XM_001590243.1.p1	XM_001874853.1.p1
OG0004801	XM_001589355.1.p1	XM_001875137.1.p1
OG0004809	XM_001586502.1.p1	XM_001884054.1.p1, XM_001884056.1.p1
OG0004811	XM_001587136.1.p1	XM_001875315.1.p1
OG0004814	XM_001593134.1.p1	XM_001876953.1.p1
OG0004819	XM_001588733.1.p1	XM_001877721.1.p1
OG0004880	XM_001591808.1.p1	XM_001873952.1.p1
OG0004883	XM_001596691.1.p1	XM_001880705.1.p1
OG0004885	XM_001597967.1.p1	XM_001876845.1.p1
OG0004891	XM_001585636.1.p1	XM_001878515.1.p1
OG0004894	XM_001594547.1.p1	XM_001876877.1.p1, XM_001885519.1.p1
OG0004904	XM_001596831.1.p1	XM_001877344.1.p1
OG0004908	XM_001591298.1.p1	XM_001889486.1.p1
OG0004919	XM_001588364.1.p1	XM_001880547.1.p1
OG0004921	XM_001587734.1.p1	XM_001885538.1.p1
OG0004925	XM_001592240.1.p1	XM_001875824.1.p1
OG0004942	XM_001589541.1.p1	XM_001873139.1.p1
OG0004943	XM_001597901.1.p1	XM_001876067.1.p1
OG0004944	XM_001585965.1.p1	XM_001878769.1.p1
OG0004951	XM_001585137.1.p1	XM_001886270.1.p1
OG0004953	XM_001598193.1.p1	XM_001881219.1.p1
OG0004965	XM_001596387.1.p1	XM_001885077.1.p1
OG0004991	XM_001594106.1.p1	XM_001878610.1.p1
OG0004998	XM_001592693.1.p1	XM_001873349.1.p1
OG0005012	XM_001596481.1.p1	XM_001875181.1.p1
OG0005016	XM_001585736.1.p1	XM_001874452.1.p1
OG0005021	XM_001591905.1.p1	XM_001889518.1.p1
OG0005027	XM_001592834.1.p1	XM_001880902.1.p1
OG0005037	XM_001594882.1.p1	XM_001878209.1.p1
OG0005040	XM_001585164.1.p1	XM_001885744.1.p1
OG0005045	XM_001592676.1.p1	XM_001879575.1.p1
OG0005049	XM_001586575.1.p1	XM_001878267.1.p1
OG0005050	XM_001590406.1.p1	XM_001873318.1.p1
OG0005052	XM_001584952.1.p1	XM_001886856.1.p1
OG0005053	XM_001595850.1.p1	XM_001882349.1.p1, XM_001890267.1.p1
OG0005078	XM_001588813.1.p1	XM_001885763.1.p1
OG0005080	XM_001597083.1.p1	XM_001873450.1.p1
OG0005082	XM_001591915.1.p1	XM_001878613.1.p1
OG0005083	XM_001592043.1.p1, XM_001591297.1.p1	XM_001881454.2.p1, XM_001881455.1.p1
OG0005089	XM_001591547.1.p1	XM_001877442.1.p1
OG0005090	XM_001598456.1.p1	XM_001874470.1.p1
OG0005096	XM_001588101.1.p1	XM_001873852.1.p1
OG0005097	XM_001588926.1.p1	XM_001880227.1.p1
OG0005105	XM_001595092.1.p1	XM_001876558.1.p1, XM_001886160.1.p1, XM_001876559.1.p1, XM_001873716.1.p1
OG0005149	XM_001594822.1.p1	XM_001885953.1.p1
OG0005161	XM_001588827.1.p1	XM_001878939.1.p1
OG0005164	XM_001593515.1.p1	XM_001875869.1.p1
OG0005170	XM_001589823.1.p1	XM_001875441.1.p1
OG0005171	XM_001592546.1.p1	XM_001875180.1.p1
OG0005180	XM_001596674.1.p1	XM_001880191.1.p1
OG0005192	XM_001595791.1.p1	XM_001886918.1.p1
OG0005194	XM_001588401.1.p1	XM_001877991.1.p1
OG0005206	XM_001592741.1.p1	XM_001873882.1.p1
OG0005212	XM_001594741.1.p1	XM_001877432.1.p1
OG0005226	XM_001586882.1.p1	XM_001879361.1.p1
OG0005241	XM_001585702.1.p1	XM_001886084.1.p1
OG0005266	XM_001588908.1.p1	XM_001877440.1.p1
OG0005276	XM_001594379.1.p1	XM_001875812.1.p1, XM_001879874.1.p1
OG0005278	XM_001595064.1.p1	XM_001880745.1.p1
OG0005292	XM_001590928.1.p1	XM_001877332.1.p1
OG0005351	XM_001591036.1.p1	XM_001874627.1.p1
OG0005378	XM_001597681.1.p1	XM_001882202.1.p1
OG0005406	XM_001585296.1.p1	XM_001873977.1.p1
OG0005421	XM_001587285.1.p1	XM_001873620.1.p1
OG0005428	XM_001590367.1.p1	XM_001874063.1.p1
OG0005435	XM_001598070.1.p1	XM_001877924.1.p1
OG0005490	XM_001594542.1.p1	XM_001877318.1.p1
OG0005491	XM_001591938.1.p1	XM_001883186.1.p1
OG0005562	XM_001596918.1.p1	XM_001878116.1.p1
OG0005568	XM_001595835.1.p1	XM_001884461.1.p1
OG0005575	XM_001597247.1.p1	XM_001886636.1.p1, XM_001880236.1.p1
OG0005591	XM_001593510.1.p1	XM_001886075.1.p1
OG0005593	XM_001595424.1.p1	XM_001874579.1.p1
OG0005605	XM_001589050.1.p1	XM_001884188.1.p1
OG0005617	XM_001597765.1.p1	XM_001880740.1.p1
OG0005723	XM_001591888.1.p1	XM_001890944.1.p1, XM_001884173.1.p1
OG0005756	XM_001589195.1.p1	XM_001884726.1.p1
OG0005759	XM_001595804.1.p1	XM_001880160.1.p1
OG0005760	XM_001598106.1.p1	XM_001880829.1.p1
OG0005774	XM_001585477.1.p1	XM_001884593.1.p1, XM_001885307.1.p1
OG0005775	XM_001593659.1.p1	XM_001875248.1.p1
OG0005777	XM_001584633.1.p1	XM_001873162.1.p1
OG0005780	XM_001595647.1.p1	XM_001876384.1.p1
OG0005782	XM_001595955.1.p1	XM_001877724.1.p1
OG0005836	XM_001590991.1.p1	XM_001873395.1.p1
OG0005843	XM_001593656.1.p1	XM_001886277.1.p1
OG0005856	XM_001584764.1.p1	XM_001880826.1.p1
OG0005876	XM_001589371.1.p1	XM_001879147.1.p1
OG0005889	XM_001588575.1.p1	XM_001875723.1.p1, XM_001882031.1.p1
OG0005911	XM_001590797.1.p1	XM_001886072.1.p1, XM_001886073.1.p1
OG0005912	XM_001592315.1.p1	XM_001873529.1.p1
OG0005915	XM_001589088.1.p1	XM_001888724.1.p1
OG0005955	XM_001591241.1.p1	XM_001880168.1.p1
OG0005963	XM_001585738.1.p1	XM_001876783.1.p1
OG0005969	XM_001586312.1.p1	XM_001873829.1.p1
OG0005977	XM_001587237.1.p1	XM_001879974.1.p1
OG0006006	XM_001594461.1.p1	XM_001886168.1.p1
OG0006023	XM_001586163.1.p1	XM_001873826.1.p1
OG0006024	XM_001591170.1.p1	XM_001891142.1.p1
OG0006026	XM_001587415.1.p1	XM_001877717.1.p1
OG0006039	XM_001597174.1.p1, XM_001596355.1.p1	XM_001880321.1.p1
OG0006040	XM_001587599.1.p1	XM_001874912.1.p1
OG0006046	XM_001586273.1.p1	XM_001879052.1.p1, XM_001875372.1.p1
OG0006051	XM_001595566.1.p1	XM_001875318.1.p1
OG0006064	XM_001593068.1.p1	XM_001875578.1.p1
OG0006160	XM_001590751.1.p1, XM_001590750.1.p1	XM_001884474.1.p1
OG0006166	XM_001596139.1.p1	XM_001878923.1.p1, XM_001874209.1.p1
OG0006180	XM_001596002.1.p1	XM_001885511.1.p1
OG0006185	XM_001590298.1.p1	XM_001873266.1.p1
OG0006187	XM_001596611.1.p1	XM_001876611.1.p1
OG0006198	XM_001586866.1.p1	XM_001885958.1.p1
OG0006209	XM_001596557.1.p1	XM_001882135.1.p1
OG0006219	XM_001586392.1.p1	XM_001884112.1.p1
OG0006244	XM_001596401.1.p1	XM_001876777.1.p1, XM_001877211.1.p1
OG0006262	XM_001593559.1.p1	XM_001889716.1.p1, XM_001876680.1.p1, XM_001883243.1.p1
OG0006287	XM_001598461.1.p1	XM_001881057.1.p1
OG0006298	XM_001589779.1.p1	XM_001873602.1.p1
OG0006324	XM_001591782.1.p1	XM_001877396.1.p1
OG0006340	XM_001586978.1.p1	XM_001881926.1.p1
OG0006343	XM_001593271.1.p1	XM_001882669.1.p1
OG0006359	XM_001591775.1.p1, XM_001598576.1.p1, XM_001598475.1.p1	XM_001880610.1.p1, XM_001888815.1.p1, XM_001877124.1.p1, XM_001876705.1.p1, XM_001889839.1.p1, XM_001884354.1.p1, XM_001888380.1.p1
OG0006370	XM_001585228.1.p1	XM_001874962.1.p1, XM_001874963.1.p1, XM_001887342.1.p1
OG0006375	XM_001597628.1.p1	XM_001879721.1.p1
OG0006389	XM_001586185.1.p1	XM_001884356.1.p1
OG0006411	XM_001596137.1.p1	XM_001885894.1.p1
OG0006444	XM_001587154.1.p1	XM_001875707.1.p1
OG0006445	XM_001586342.1.p1	XM_001873497.1.p1
OG0006476	XM_001597339.1.p1	XM_001878181.1.p1
OG0006622	XM_001593833.1.p1	XM_001884190.1.p1
OG0006644	XM_001587128.1.p1, XM_001595253.1.p1	XM_001878247.1.p1
OG0006674	XM_001592648.1.p1	XM_001879166.1.p1, XM_001879165.1.p1, XM_001890034.1.p1, XM_001876911.1.p1
OG0006747	XM_001593645.1.p1	XM_001880092.1.p1
OG0006761	XM_001587496.1.p1	XM_001884673.1.p1
OG0006864	XM_001598186.1.p1	XM_001876872.1.p1
OG0006919	XM_001595872.1.p1	XM_001873370.1.p1
OG0007109	XM_001594009.1.p1	XM_001874367.1.p1
OG0007157	XM_001587292.1.p1	XM_001878492.1.p1
OG0007316	XM_001589374.1.p1	XM_001886795.1.p1
OG0007514	XM_001587129.1.p1	XM_001875738.1.p1
OG0007689	XM_001597664.1.p1	XM_001888646.1.p1
OG0007947	XM_001588343.1.p1	XM_001888868.1.p1
