Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Claviceps_purpurea_cds_prot
OG0004637	XM_001594181.1.p1	lcl|CAGA01000010.1_cds_CCE28813.1_6652.p1
OG0004641	XM_001590484.1.p1	lcl|CAGA01000061.1_cds_CCE33585.1_1802.p1
OG0004642	XM_001585752.1.p1	lcl|CAGA01000003.1_cds_CCE27145.1_8130.p1
OG0004643	XM_001588271.1.p1	lcl|CAGA01000011.1_cds_CCE29012.1_6455.p1, lcl|CAGA01000014.1_cds_CCE29441.1_5937.p1
OG0004645	XM_001587730.1.p1	lcl|CAGA01000011.1_cds_CCE28885.1_6327.p1, lcl|CAGA01000022.1_cds_CCE30447.1_4883.p1
OG0004646	XM_001597095.1.p1	lcl|CAGA01000007.1_cds_CCE28126.1_7248.p1
OG0004647	XM_001588280.1.p1	lcl|CAGA01000013.1_cds_CCE29351.1_6122.p1
OG0004649	XM_001591806.1.p1	lcl|CAGA01000027.1_cds_CCE31062.1_4354.p1
OG0004653	XM_001593255.1.p1	lcl|CAGA01000017.1_cds_CCE29798.1_5498.p1
OG0004654	XM_001592450.1.p1	lcl|CAGA01000008.1_cds_CCE28443.1_7118.p1
OG0004655	XM_001589797.1.p1	lcl|CAGA01000069.1_cds_CCE33894.1_1453.p1
OG0004656	XM_001592804.1.p1	lcl|CAGA01000010.1_cds_CCE28835.1_6674.p1
OG0004658	XM_001593899.1.p1	lcl|CAGA01000007.1_cds_CCE28232.1_7354.p1
OG0004661	XM_001597587.1.p1	lcl|CAGA01000003.1_cds_CCE27251.1_8236.p1
OG0004664	XM_001586071.1.p1	lcl|CAGA01000040.1_cds_CCE32353.1_3061.p1
OG0004665	XM_001597071.1.p1	lcl|CAGA01000010.1_cds_CCE28681.1_6519.p1
OG0004666	XM_001591916.1.p1	lcl|CAGA01000033.1_cds_CCE31656.1_3671.p1
OG0004667	XM_001595113.1.p1	lcl|CAGA01000005.1_cds_CCE27745.1_7769.p1
OG0004669	XM_001592697.1.p1	lcl|CAGA01000082.1_cds_CCE34264.1_1084.p1
OG0004672	XM_001588432.1.p1	lcl|CAGA01000043.1_cds_CCE32561.1_2808.p1
OG0004673	XM_001593979.1.p1, XM_001598346.1.p1	lcl|CAGA01000016.1_cds_CCE29721.1_5691.p1
OG0004674	XM_001585260.1.p1	lcl|CAGA01000007.1_cds_CCE28153.1_7275.p1
OG0004678	XM_001586113.1.p1	lcl|CAGA01000021.1_cds_CCE30333.1_5020.p1
OG0004679	XM_001597192.1.p1	lcl|CAGA01000191.1_cds_CCE35420.1_49.p1
OG0004684	XM_001590385.1.p1	lcl|CAGA01000053.1_cds_CCE33201.1_2177.p1
OG0004686	XM_001591515.1.p1	lcl|CAGA01000024.1_cds_CCE30759.1_4721.p1
OG0004687	XM_001589917.1.p1	lcl|CAGA01000012.1_cds_CCE29149.1_6228.p1
OG0004688	XM_001587725.1.p1	lcl|CAGA01000003.1_cds_CCE27109.1_8094.p1
OG0004689	XM_001586964.1.p1	lcl|CAGA01000062.1_cds_CCE33625.1_1752.p1
OG0004693	XM_001595792.1.p1	lcl|CAGA01000046.1_cds_CCE32755.1_2566.p1
OG0004695	XM_001591098.1.p1	lcl|CAGA01000001.1_cds_CCE26552.1_8617.p1
OG0004696	XM_001598818.1.p1	lcl|CAGA01000034.1_cds_CCE31823.1_3645.p1
OG0004699	XM_001597622.1.p1	lcl|CAGA01000012.1_cds_CCE29166.1_6245.p1
OG0004700	XM_001598244.1.p1	lcl|CAGA01000046.1_cds_CCE32765.1_2576.p1
OG0004702	XM_001596317.1.p1	lcl|CAGA01000059.1_cds_CCE33507.1_1899.p1, lcl|CAGA01000015.1_cds_CCE29615.1_5849.p1
OG0004704	XM_001586799.1.p1	lcl|CAGA01000022.1_cds_CCE30470.1_4906.p1
OG0004705	XM_001586209.1.p1	lcl|CAGA01000016.1_cds_CCE29650.1_5620.p1
OG0004706	XM_001597372.1.p1	lcl|CAGA01000005.1_cds_CCE27766.1_7790.p1
OG0004707	XM_001596944.1.p1	lcl|CAGA01000008.1_cds_CCE28364.1_7039.p1
OG0004708	XM_001585371.1.p1	lcl|CAGA01000042.1_cds_CCE32528.1_2928.p1
OG0004709	XM_001595801.1.p1	lcl|CAGA01000003.1_cds_CCE27234.1_8219.p1
OG0004712	XM_001590344.1.p1	lcl|CAGA01000036.1_cds_CCE31996.1_3434.p1, lcl|CAGA01000036.1_cds_CCE31995.1_3433.p1
OG0004716	XM_001595381.1.p1	lcl|CAGA01000054.1_cds_CCE33234.1_2108.p1
OG0004717	XM_001587620.1.p1	lcl|CAGA01000018.1_cds_CCE29986.1_5416.p1, lcl|CAGA01000018.1_cds_CCE29987.1_5417.p1
OG0004719	XM_001592763.1.p1	lcl|CAGA01000078.1_cds_CCE34169.1_1195.p1
OG0004720	XM_001587944.1.p1	lcl|CAGA01000009.1_cds_CCE28566.1_6820.p1
OG0004721	XM_001596035.1.p1	lcl|CAGA01000018.1_cds_CCE29915.1_5345.p1, lcl|CAGA01000110.1_cds_CCE34752.1_603.p1, lcl|CAGA01000088.1_cds_CCE34422.1_939.p1, lcl|CAGA01000049.1_cds_CCE32936.1_2375.p1
OG0004722	XM_001597403.1.p1	lcl|CAGA01000046.1_cds_CCE32806.1_2618.p1
OG0004723	XM_001597649.1.p1	lcl|CAGA01000007.1_cds_CCE28121.1_7243.p1
OG0004725	XM_001595677.1.p1	lcl|CAGA01000053.1_cds_CCE33200.1_2176.p1
OG0004726	XM_001586763.1.p1	lcl|CAGA01000080.1_cds_CCE34208.1_1140.p1
OG0004727	XM_001592866.1.p1	lcl|CAGA01000011.1_cds_CCE29031.1_6474.p1
OG0004729	XM_001597708.1.p1	lcl|CAGA01000028.1_cds_CCE31211.1_4283.p1
OG0004730	XM_001586764.1.p1	lcl|CAGA01000022.1_cds_CCE30452.1_4888.p1
OG0004731	XM_001591751.1.p1	lcl|CAGA01000035.1_cds_CCE31840.1_3462.p1
OG0004732	XM_001595013.1.p1	lcl|CAGA01000016.1_cds_CCE29717.1_5687.p1
OG0004734	XM_001596062.1.p1	lcl|CAGA01000092.1_cds_CCE34503.1_855.p1
OG0004735	XM_001593205.1.p1	lcl|CAGA01000017.1_cds_CCE29812.1_5512.p1
OG0004740	XM_001585816.1.p1	lcl|CAGA01000007.1_cds_CCE28028.1_7150.p1
OG0004743	XM_001591172.1.p1	lcl|CAGA01000043.1_cds_CCE32546.1_2793.p1
OG0004744	XM_001592431.1.p1	lcl|CAGA01000056.1_cds_CCE33343.1_2009.p1
OG0004746	XM_001589060.1.p1	lcl|CAGA01000010.1_cds_CCE28749.1_6587.p1
OG0004748	XM_001586802.1.p1	lcl|CAGA01000022.1_cds_CCE30472.1_4908.p1
OG0004749	XM_001587488.1.p1	lcl|CAGA01000005.1_cds_CCE27757.1_7781.p1
OG0004750	XM_001587489.1.p1	lcl|CAGA01000005.1_cds_CCE27756.1_7780.p1
OG0004751	XM_001597489.1.p1	lcl|CAGA01000047.1_cds_CCE32851.1_2523.p1
OG0004753	XM_001587303.1.p1	lcl|CAGA01000018.1_cds_CCE29977.1_5407.p1
OG0004754	XM_001594796.1.p1	lcl|CAGA01000021.1_cds_CCE30385.1_5072.p1
OG0004755	XM_001596142.1.p1	lcl|CAGA01000016.1_cds_CCE29698.1_5668.p1
OG0004760	XM_001594945.1.p1	lcl|CAGA01000008.1_cds_CCE28310.1_6985.p1
OG0004761	XM_001596803.1.p1	lcl|CAGA01000009.1_cds_CCE28666.1_6921.p1
OG0004762	XM_001586434.1.p1	lcl|CAGA01000026.1_cds_CCE30958.1_4475.p1
OG0004763	XM_001591755.1.p1	lcl|CAGA01000035.1_cds_CCE31839.1_3461.p1
OG0004765	XM_001586800.1.p1	lcl|CAGA01000022.1_cds_CCE30471.1_4907.p1
OG0004767	XM_001589238.1.p1	lcl|CAGA01000022.1_cds_CCE30536.1_4972.p1
OG0004769	XM_001594747.1.p1	lcl|CAGA01000030.1_cds_CCE31386.1_4027.p1
OG0004770	XM_001592170.1.p1	lcl|CAGA01000057.1_cds_CCE33395.1_1957.p1
OG0004771	XM_001584715.1.p1	lcl|CAGA01000030.1_cds_CCE31364.1_4004.p1
OG0004773	XM_001595879.1.p1	lcl|CAGA01000016.1_cds_CCE29750.1_5720.p1
OG0004775	XM_001598495.1.p1	lcl|CAGA01000009.1_cds_CCE28542.1_6796.p1
OG0004777	XM_001593590.1.p1	lcl|CAGA01000053.1_cds_CCE33223.1_2199.p1
OG0004778	XM_001590701.1.p1	lcl|CAGA01000038.1_cds_CCE32207.1_3267.p1
OG0004779	XM_001595788.1.p1	lcl|CAGA01000028.1_cds_CCE31170.1_4242.p1
OG0004784	XM_001598891.1.p1	lcl|CAGA01000003.1_cds_CCE27090.1_8075.p1
OG0004786	XM_001594669.1.p1	lcl|CAGA01000023.1_cds_CCE30647.1_4839.p1
OG0004788	XM_001585716.1.p1	lcl|CAGA01000008.1_cds_CCE28308.1_6983.p1
OG0004790	XM_001596633.1.p1, XM_001585229.1.p1	lcl|CAGA01000001.1_cds_CCE26741.1_8806.p1
OG0004791	XM_001592990.1.p1	lcl|CAGA01000011.1_cds_CCE28961.1_6403.p1
OG0004794	XM_001587177.1.p1	lcl|CAGA01000082.1_cds_CCE34266.1_1086.p1
OG0004795	XM_001590243.1.p1	lcl|CAGA01000065.1_cds_CCE33742.1_1612.p1
OG0004798	XM_001586255.1.p1	lcl|CAGA01000051.1_cds_CCE33068.1_2260.p1
OG0004800	XM_001594771.1.p1	lcl|CAGA01000030.1_cds_CCE31389.1_4030.p1
OG0004801	XM_001589355.1.p1	lcl|CAGA01000058.1_cds_CCE33449.1_1922.p1
OG0004802	XM_001592171.1.p1	lcl|CAGA01000057.1_cds_CCE33394.1_1956.p1
OG0004803	XM_001586131.1.p1	lcl|CAGA01000001.1_cds_CCE26752.1_8817.p1
OG0004804	XM_001594305.1.p1	lcl|CAGA01000001.1_cds_CCE26780.1_8845.p1
OG0004805	XM_001596722.1.p1	lcl|CAGA01000010.1_cds_CCE28716.1_6554.p1
OG0004809	XM_001586502.1.p1	lcl|CAGA01000006.1_cds_CCE27833.1_7418.p1
OG0004811	XM_001587136.1.p1	lcl|CAGA01000002.1_cds_CCE26908.1_8436.p1
OG0004814	XM_001593134.1.p1	lcl|CAGA01000050.1_cds_CCE33032.1_2346.p1
OG0004818	XM_001597707.1.p1	lcl|CAGA01000017.1_cds_CCE29866.1_5567.p1
OG0004820	XM_001593081.1.p1	lcl|CAGA01000076.1_cds_CCE34119.1_1238.p1
OG0004823	XM_001595397.1.p1	lcl|CAGA01000029.1_cds_CCE31312.1_4168.p1, lcl|CAGA01000029.1_cds_CCE31313.1_4169.p1, lcl|CAGA01000029.1_cds_CCE31311.1_4167.p1
OG0004825	XM_001587037.1.p1	lcl|CAGA01000028.1_cds_CCE31145.1_4217.p1
OG0004829	XM_001587093.1.p1	lcl|CAGA01000010.1_cds_CCE28802.1_6641.p1
OG0004865	XM_001598642.1.p1	lcl|CAGA01000033.1_cds_CCE31719.1_3735.p1
OG0004866	XM_001587318.1.p1	lcl|CAGA01000039.1_cds_CCE32260.1_3131.p1
OG0004867	XM_001594541.1.p1	lcl|CAGA01000006.1_cds_CCE27929.1_7514.p1
OG0004868	XM_001598356.1.p1	lcl|CAGA01000011.1_cds_CCE28957.1_6399.p1
OG0004870	XM_001590745.1.p1	lcl|CAGA01000002.1_cds_CCE26989.1_8517.p1
OG0004872	XM_001594143.1.p1	lcl|CAGA01000045.1_cds_CCE32707.1_2662.p1
OG0004873	XM_001594456.1.p1	lcl|CAGA01000003.1_cds_CCE27275.1_8260.p1
OG0004874	XM_001594466.1.p1	lcl|CAGA01000063.1_cds_CCE33655.1_1696.p1
OG0004875	XM_001585278.1.p1	lcl|CAGA01000033.1_cds_CCE31677.1_3692.p1
OG0004876	XM_001596307.1.p1	lcl|CAGA01000020.1_cds_CCE30277.1_5209.p1
OG0004879	XM_001598288.1.p1	lcl|CAGA01000081.1_cds_CCE34251.1_1129.p1
OG0004880	XM_001591808.1.p1	lcl|CAGA01000033.1_cds_CCE31681.1_3697.p1
OG0004883	XM_001596691.1.p1	lcl|CAGA01000190.1_cds_CCE35364.1_200.p1
OG0004884	XM_001587758.1.p1	lcl|CAGA01000004.1_cds_CCE27573.1_8049.p1
OG0004885	XM_001597967.1.p1	lcl|CAGA01000004.1_cds_CCE27546.1_8022.p1
OG0004886	XM_001591262.1.p1	lcl|CAGA01000022.1_cds_CCE30485.1_4921.p1
OG0004887	XM_001584500.1.p1	lcl|CAGA01000059.1_cds_CCE33488.1_1880.p1
OG0004888	XM_001598153.1.p1	lcl|CAGA01000098.1_cds_CCE34615.1_750.p1
OG0004889	XM_001597502.1.p1	lcl|CAGA01000012.1_cds_CCE29163.1_6242.p1
OG0004890	XM_001591014.1.p1	lcl|CAGA01000005.1_cds_CCE27680.1_7704.p1
OG0004891	XM_001585636.1.p1	lcl|CAGA01000018.1_cds_CCE29996.1_5426.p1
OG0004892	XM_001592549.1.p1	lcl|CAGA01000190.1_cds_CCE35239.1_75.p1
OG0004893	XM_001596801.1.p1	lcl|CAGA01000018.1_cds_CCE30004.1_5434.p1
OG0004895	XM_001590690.1.p1	lcl|CAGA01000113.1_cds_CCE34776.1_586.p1
OG0004899	XM_001597646.1.p1	lcl|CAGA01000007.1_cds_CCE28122.1_7244.p1
OG0004900	XM_001587456.1.p1	lcl|CAGA01000099.1_cds_CCE34629.1_730.p1
OG0004901	XM_001588982.1.p1	lcl|CAGA01000027.1_cds_CCE31000.1_4292.p1
OG0004903	XM_001598859.1.p1	lcl|CAGA01000046.1_cds_CCE32785.1_2597.p1
OG0004904	XM_001596831.1.p1	lcl|CAGA01000020.1_cds_CCE30247.1_5179.p1
OG0004905	XM_001587265.1.p1	lcl|CAGA01000001.1_cds_CCE26695.1_8760.p1
OG0004906	XM_001588654.1.p1	lcl|CAGA01000022.1_cds_CCE30432.1_4868.p1
OG0004907	XM_001594537.1.p1	lcl|CAGA01000108.1_cds_CCE34739.1_622.p1
OG0004909	XM_001590878.1.p1	lcl|CAGA01000006.1_cds_CCE27838.1_7423.p1
OG0004910	XM_001588931.1.p1	lcl|CAGA01000045.1_cds_CCE32676.1_2631.p1
OG0004911	XM_001587143.1.p1	lcl|CAGA01000002.1_cds_CCE26876.1_8404.p1
OG0004913	XM_001592811.1.p1	lcl|CAGA01000001.1_cds_CCE26643.1_8708.p1
OG0004920	XM_001595292.1.p1	lcl|CAGA01000003.1_cds_CCE27269.1_8254.p1
OG0004921	XM_001587734.1.p1	lcl|CAGA01000003.1_cds_CCE27081.1_8066.p1
OG0004922	XM_001594910.1.p1	lcl|CAGA01000035.1_cds_CCE31884.1_3506.p1
OG0004923	XM_001598411.1.p1	lcl|CAGA01000005.1_cds_CCE27696.1_7720.p1
OG0004924	XM_001598762.1.p1	lcl|CAGA01000034.1_cds_CCE31754.1_3576.p1
OG0004925	XM_001592240.1.p1	lcl|CAGA01000008.1_cds_CCE28392.1_7067.p1
OG0004926	XM_001590219.1.p1	lcl|CAGA01000005.1_cds_CCE27693.1_7717.p1
OG0004929	XM_001590277.1.p1	lcl|CAGA01000120.1_cds_CCE34809.1_551.p1
OG0004930	XM_001586582.1.p1	lcl|CAGA01000026.1_cds_CCE30960.1_4477.p1
OG0004933	XM_001584692.1.p1	lcl|CAGA01000028.1_cds_CCE31164.1_4236.p1
OG0004938	XM_001588392.1.p1	lcl|CAGA01000092.1_cds_CCE34516.1_869.p1, lcl|CAGA01000092.1_cds_CCE34515.1_868.p1
OG0004940	XM_001586995.1.p1	lcl|CAGA01000062.1_cds_CCE33614.1_1741.p1
OG0004941	XM_001587179.1.p1	lcl|CAGA01000054.1_cds_CCE33261.1_2135.p1
OG0004943	XM_001597901.1.p1	lcl|CAGA01000005.1_cds_CCE27596.1_7620.p1
OG0004944	XM_001585965.1.p1	lcl|CAGA01000010.1_cds_CCE28815.1_6654.p1
OG0004946	XM_001587780.1.p1	lcl|CAGA01000032.1_cds_CCE31617.1_3829.p1
OG0004947	XM_001596946.1.p1	lcl|CAGA01000001.1_cds_CCE26573.1_8638.p1
OG0004948	XM_001596537.1.p1	lcl|CAGA01000006.1_cds_CCE27922.1_7507.p1
OG0004949	XM_001593502.1.p1	lcl|CAGA01000011.1_cds_CCE28927.1_6369.p1
OG0004950	XM_001587201.1.p1	lcl|CAGA01000014.1_cds_CCE29445.1_5941.p1, lcl|CAGA01000014.1_cds_CCE29444.1_5940.p1
OG0004951	XM_001585137.1.p1	lcl|CAGA01000018.1_cds_CCE29924.1_5354.p1
OG0004953	XM_001598193.1.p1	lcl|CAGA01000189.1_cds_CCE35046.1_243.p1
OG0004954	XM_001588612.1.p1	lcl|CAGA01000046.1_cds_CCE32813.1_2625.p1
OG0004955	XM_001590795.1.p1	lcl|CAGA01000036.1_cds_CCE31966.1_3403.p1
OG0004956	XM_001591920.1.p1	lcl|CAGA01000039.1_cds_CCE32233.1_3104.p1
OG0004959	XM_001595188.1.p1	lcl|CAGA01000003.1_cds_CCE27304.1_8291.p1
OG0004960	XM_001592302.1.p1	lcl|CAGA01000057.1_cds_CCE33387.1_1949.p1
OG0004961	XM_001585456.1.p1	lcl|CAGA01000002.1_cds_CCE26961.1_8489.p1
OG0004962	XM_001589167.1.p1	lcl|CAGA01000057.1_cds_CCE33402.1_1964.p1
OG0004963	XM_001593883.1.p1	lcl|CAGA01000004.1_cds_CCE27374.1_7850.p1
OG0004965	XM_001596387.1.p1	lcl|CAGA01000018.1_cds_CCE29968.1_5398.p1
OG0004968	XM_001592331.1.p1	lcl|CAGA01000057.1_cds_CCE33386.1_1948.p1
OG0004969	XM_001588604.1.p1	lcl|CAGA01000046.1_cds_CCE32782.1_2594.p1
OG0004970	XM_001595924.1.p1	lcl|CAGA01000088.1_cds_CCE34420.1_937.p1
OG0004971	XM_001587268.1.p1	lcl|CAGA01000001.1_cds_CCE26693.1_8758.p1
OG0004973	XM_001596888.1.p1	lcl|CAGA01000008.1_cds_CCE28370.1_7045.p1
OG0004974	XM_001592316.1.p1	lcl|CAGA01000023.1_cds_CCE30606.1_4798.p1
OG0004975	XM_001586422.1.p1	lcl|CAGA01000006.1_cds_CCE27966.1_7551.p1
OG0004979	XM_001586523.1.p1	lcl|CAGA01000028.1_cds_CCE31112.1_4184.p1
OG0004980	XM_001598541.1.p1	lcl|CAGA01000018.1_cds_CCE29999.1_5429.p1
OG0004981	XM_001588323.1.p1	lcl|CAGA01000073.1_cds_CCE34037.1_1351.p1
OG0004982	XM_001593366.1.p1	lcl|CAGA01000034.1_cds_CCE31734.1_3556.p1
OG0004983	XM_001598896.1.p1	lcl|CAGA01000046.1_cds_CCE32790.1_2602.p1
OG0004985	XM_001586780.1.p1	lcl|CAGA01000038.1_cds_CCE32145.1_3205.p1
OG0004986	XM_001588717.1.p1	lcl|CAGA01000013.1_cds_CCE29362.1_6133.p1
OG0004988	XM_001585266.1.p1	lcl|CAGA01000033.1_cds_CCE31673.1_3688.p1
OG0004990	XM_001589538.1.p1	lcl|CAGA01000063.1_cds_CCE33679.1_1720.p1
OG0004991	XM_001594106.1.p1	lcl|CAGA01000002.1_cds_CCE27055.1_8583.p1
OG0004992	XM_001592912.1.p1	lcl|CAGA01000075.1_cds_CCE34104.1_1281.p1
OG0004995	XM_001592222.1.p1	lcl|CAGA01000190.1_cds_CCE35297.1_133.p1
OG0004998	XM_001592693.1.p1	lcl|CAGA01000001.1_cds_CCE26662.1_8727.p1
OG0004999	XM_001597452.1.p1	lcl|CAGA01000008.1_cds_CCE28270.1_6945.p1
OG0005002	XM_001591554.1.p1	lcl|CAGA01000030.1_cds_CCE31390.1_4031.p1
OG0005003	XM_001597902.1.p1	lcl|CAGA01000005.1_cds_CCE27604.1_7628.p1
OG0005005	XM_001587681.1.p1	lcl|CAGA01000017.1_cds_CCE29894.1_5595.p1
OG0005006	XM_001584538.1.p1	lcl|CAGA01000076.1_cds_CCE34124.1_1243.p1
OG0005007	XM_001586754.1.p1	lcl|CAGA01000017.1_cds_CCE29874.1_5575.p1
OG0005010	XM_001590960.1.p1	lcl|CAGA01000124.1_cds_CCE34823.1_536.p1
OG0005011	XM_001594409.1.p1	lcl|CAGA01000070.1_cds_CCE33937.1_1433.p1
OG0005012	XM_001596481.1.p1	lcl|CAGA01000003.1_cds_CCE27296.1_8283.p1
OG0005013	XM_001584590.1.p1	lcl|CAGA01000008.1_cds_CCE28298.1_6973.p1
OG0005015	XM_001589963.1.p1	lcl|CAGA01000039.1_cds_CCE32254.1_3125.p1
OG0005016	XM_001585736.1.p1	lcl|CAGA01000031.1_cds_CCE31434.1_3857.p1
OG0005017	XM_001593759.1.p1	lcl|CAGA01000065.1_cds_CCE33756.1_1626.p1
OG0005018	XM_001585043.1.p1	lcl|CAGA01000001.1_cds_CCE26636.1_8701.p1
OG0005019	XM_001588018.1.p1	lcl|CAGA01000004.1_cds_CCE27439.1_7915.p1
OG0005020	XM_001588550.1.p1	lcl|CAGA01000011.1_cds_CCE29018.1_6461.p1
OG0005021	XM_001591905.1.p1	lcl|CAGA01000064.1_cds_CCE33720.1_1676.p1
OG0005022	XM_001588627.1.p1	lcl|CAGA01000053.1_cds_CCE33192.1_2168.p1
OG0005023	XM_001587534.1.p1	lcl|CAGA01000047.1_cds_CCE32856.1_2528.p1
OG0005024	XM_001591662.1.p1	lcl|CAGA01000064.1_cds_CCE33687.1_1643.p1
OG0005025	XM_001595361.1.p1	lcl|CAGA01000001.1_cds_CCE26671.1_8736.p1
OG0005026	XM_001598273.1.p1	lcl|CAGA01000015.1_cds_CCE29574.1_5808.p1, lcl|CAGA01000015.1_cds_CCE29573.1_5807.p1, lcl|CAGA01000015.1_cds_CCE29575.1_5809.p1
OG0005027	XM_001592834.1.p1	lcl|CAGA01000001.1_cds_CCE26646.1_8711.p1
OG0005028	XM_001596626.1.p1	lcl|CAGA01000051.1_cds_CCE33092.1_2284.p1
OG0005029	XM_001594308.1.p1	lcl|CAGA01000190.1_cds_CCE35363.1_199.p1
OG0005030	XM_001594462.1.p1	lcl|CAGA01000045.1_cds_CCE32716.1_2671.p1
OG0005031	XM_001591562.1.p1	lcl|CAGA01000033.1_cds_CCE31724.1_3740.p1
OG0005032	XM_001588205.1.p1	lcl|CAGA01000019.1_cds_CCE30103.1_5277.p1
OG0005033	XM_001586448.1.p1	lcl|CAGA01000035.1_cds_CCE31833.1_3455.p1
OG0005034	XM_001586730.1.p1	lcl|CAGA01000017.1_cds_CCE29864.1_5565.p1
OG0005037	XM_001594882.1.p1	lcl|CAGA01000035.1_cds_CCE31863.1_3485.p1
OG0005038	XM_001591848.1.p1	lcl|CAGA01000033.1_cds_CCE31705.1_3721.p1
OG0005039	XM_001591457.1.p1	lcl|CAGA01000026.1_cds_CCE30936.1_4453.p1
OG0005041	XM_001592199.1.p1	lcl|CAGA01000008.1_cds_CCE28375.1_7050.p1
OG0005043	XM_001593528.1.p1	lcl|CAGA01000019.1_cds_CCE30126.1_5300.p1
OG0005045	XM_001592676.1.p1	lcl|CAGA01000017.1_cds_CCE29793.1_5493.p1
OG0005046	XM_001590561.1.p1	lcl|CAGA01000031.1_cds_CCE31479.1_3903.p1
OG0005047	XM_001597964.1.p1	lcl|CAGA01000016.1_cds_CCE29732.1_5702.p1
OG0005050	XM_001590406.1.p1	lcl|CAGA01000011.1_cds_CCE29042.1_6485.p1
OG0005051	XM_001589419.1.p1	lcl|CAGA01000002.1_cds_CCE26975.1_8503.p1
OG0005052	XM_001584952.1.p1	lcl|CAGA01000001.1_cds_CCE26602.1_8667.p1
OG0005054	XM_001588448.1.p1	lcl|CAGA01000066.1_cds_CCE33794.1_1588.p1
OG0005056	XM_001595726.1.p1	lcl|CAGA01000003.1_cds_CCE27231.1_8216.p1
OG0005057	XM_001595429.1.p1	lcl|CAGA01000004.1_cds_CCE27509.1_7985.p1
OG0005059	XM_001597185.1.p1	lcl|CAGA01000064.1_cds_CCE33718.1_1674.p1
OG0005060	XM_001597462.1.p1	lcl|CAGA01000056.1_cds_CCE33332.1_1998.p1
OG0005061	XM_001592810.1.p1	lcl|CAGA01000001.1_cds_CCE26644.1_8709.p1
OG0005062	XM_001598824.1.p1	lcl|CAGA01000013.1_cds_CCE29370.1_6141.p1
OG0005063	XM_001593685.1.p1	lcl|CAGA01000045.1_cds_CCE32740.1_2695.p1
OG0005064	XM_001595162.1.p1	lcl|CAGA01000024.1_cds_CCE30738.1_4700.p1
OG0005065	XM_001595426.1.p1	lcl|CAGA01000004.1_cds_CCE27476.1_7952.p1
OG0005066	XM_001596966.1.p1	lcl|CAGA01000087.1_cds_CCE34405.1_972.p1
OG0005067	XM_001589813.1.p1	lcl|CAGA01000022.1_cds_CCE30530.1_4966.p1
OG0005070	XM_001593761.1.p1	lcl|CAGA01000013.1_cds_CCE29329.1_6100.p1
OG0005073	XM_001593864.1.p1	lcl|CAGA01000019.1_cds_CCE30109.1_5283.p1
OG0005074	XM_001587686.1.p1	lcl|CAGA01000017.1_cds_CCE29897.1_5598.p1
OG0005075	XM_001590481.1.p1	lcl|CAGA01000061.1_cds_CCE33587.1_1804.p1
OG0005076	XM_001586546.1.p1	lcl|CAGA01000035.1_cds_CCE31911.1_3534.p1
OG0005077	XM_001596870.1.p1	lcl|CAGA01000008.1_cds_CCE28438.1_7113.p1
OG0005078	XM_001588813.1.p1	lcl|CAGA01000101.1_cds_CCE34662.1_700.p1
OG0005079	XM_001591974.1.p1	lcl|CAGA01000002.1_cds_CCE27009.1_8537.p1
OG0005080	XM_001597083.1.p1	lcl|CAGA01000007.1_cds_CCE28116.1_7238.p1
OG0005081	XM_001598790.1.p1	lcl|CAGA01000080.1_cds_CCE34209.1_1141.p1
OG0005082	XM_001591915.1.p1	lcl|CAGA01000033.1_cds_CCE31661.1_3676.p1
OG0005086	XM_001585503.1.p1	lcl|CAGA01000189.1_cds_CCE35023.1_220.p1
OG0005087	XM_001594186.1.p1	lcl|CAGA01000040.1_cds_CCE32354.1_3062.p1
OG0005088	XM_001595549.1.p1	lcl|CAGA01000052.1_cds_CCE33135.1_2215.p1
OG0005089	XM_001591547.1.p1	lcl|CAGA01000017.1_cds_CCE29832.1_5532.p1
OG0005094	XM_001593992.1.p1	lcl|CAGA01000013.1_cds_CCE29251.1_6022.p1
OG0005095	XM_001591259.1.p1	lcl|CAGA01000004.1_cds_CCE27437.1_7913.p1
OG0005099	XM_001588672.1.p1	lcl|CAGA01000007.1_cds_CCE28208.1_7330.p1
OG0005103	XM_001586112.1.p1, XM_001593743.1.p1	lcl|CAGA01000107.1_cds_CCE34726.1_632.p1, lcl|CAGA01000107.1_cds_CCE34725.1_631.p1
OG0005108	XM_001592210.1.p1	lcl|CAGA01000040.1_cds_CCE32337.1_3045.p1
OG0005140	XM_001597876.1.p1	lcl|CAGA01000005.1_cds_CCE27622.1_7646.p1
OG0005142	XM_001585803.1.p1	lcl|CAGA01000070.1_cds_CCE33943.1_1439.p1
OG0005144	XM_001588036.1.p1	lcl|CAGA01000013.1_cds_CCE29359.1_6130.p1
OG0005145	XM_001593647.1.p1	lcl|CAGA01000055.1_cds_CCE33316.1_2089.p1
OG0005147	XM_001598269.1.p1	lcl|CAGA01000009.1_cds_CCE28593.1_6847.p1
OG0005148	XM_001596628.1.p1	lcl|CAGA01000023.1_cds_CCE30631.1_4823.p1
OG0005149	XM_001594822.1.p1	lcl|CAGA01000057.1_cds_CCE33418.1_1980.p1
OG0005154	XM_001596514.1.p1	lcl|CAGA01000104.1_cds_CCE34698.1_666.p1
OG0005156	XM_001590841.1.p1	lcl|CAGA01000031.1_cds_CCE31494.1_3917.p1
OG0005158	XM_001596288.1.p1	lcl|CAGA01000003.1_cds_CCE27292.1_8279.p1
