Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Neonectria_ditissima_cds_prot
OG0004427	XM_001590551.1.p1	lcl|LKCW01000303.1_cds_KPM34763.1_7199.p1
OG0004428	XM_001590142.1.p1	lcl|LKCW01000079.1_cds_KPM40665.1_11598.p1
OG0004429	XM_001590942.1.p1	lcl|LKCW01000012.1_cds_KPM44996.1_1266.p1
OG0004430	XM_001595046.1.p1	lcl|LKCW01000124.1_cds_KPM38770.1_1454.p1
OG0004431	XM_001587749.1.p1	lcl|LKCW01000074.1_cds_KPM40891.1_11328.p1
OG0004432	XM_001594326.1.p1	lcl|LKCW01000277.1_cds_KPM35080.1_6562.p1
OG0004434	XM_001588143.1.p1	lcl|LKCW01000286.1_cds_KPM34944.1_6710.p1
OG0004435	XM_001584627.1.p1	lcl|LKCW01000143.1_cds_KPM38114.1_2286.p1
OG0004436	XM_001595719.1.p1	lcl|LKCW01000400.1_cds_KPM34106.1_8706.p1
OG0004439	XM_001593323.1.p1	lcl|LKCW01000004.1_cds_KPM45967.1_8564.p1
OG0004440	XM_001598404.1.p1	lcl|LKCW01000188.1_cds_KPM36834.1_3874.p1
OG0004441	XM_001594003.1.p1	lcl|LKCW01000002.1_cds_KPM46184.1_4261.p1
OG0004443	XM_001591716.1.p1	lcl|LKCW01000003.1_cds_KPM46085.1_7048.p1
OG0004444	XM_001586861.1.p1	lcl|LKCW01000074.1_cds_KPM40908.1_11322.p1
OG0004447	XM_001589086.1.p1	lcl|LKCW01000121.1_cds_KPM38909.1_1340.p1
OG0004448	XM_001596271.1.p1	lcl|LKCW01000073.1_cds_KPM40982.1_11296.p1
OG0004449	XM_001585734.1.p1	lcl|LKCW01000121.1_cds_KPM38883.1_1332.p1
OG0004450	XM_001585611.1.p1	lcl|LKCW01000032.1_cds_KPM43486.1_7446.p1
OG0004452	XM_001590721.1.p1	lcl|LKCW01000008.1_cds_KPM45374.1_11633.p1
OG0004453	XM_001591949.1.p1	lcl|LKCW01000063.1_cds_KPM41562.1_10607.p1
OG0004454	XM_001596427.1.p1	lcl|LKCW01000143.1_cds_KPM38129.1_2276.p1, lcl|LKCW01000060.1_cds_KPM41695.1_10400.p1, lcl|LKCW01000023.1_cds_KPM44072.1_5400.p1, lcl|LKCW01000004.1_cds_KPM45832.1_8579.p1
OG0004455	XM_001590351.1.p1	lcl|LKCW01000086.1_cds_KPM40323.1_12018.p1
OG0004456	XM_001585574.1.p1	lcl|LKCW01000012.1_cds_KPM44989.1_1207.p1
OG0004458	XM_001590366.1.p1	lcl|LKCW01000269.1_cds_KPM35181.1_6356.p1
OG0004461	XM_001588736.1.p1	lcl|LKCW01000038.1_cds_KPM43088.1_8243.p1
OG0004462	XM_001588904.1.p1	lcl|LKCW01000107.1_cds_KPM39455.1_612.p1
OG0004463	XM_001584638.1.p1	lcl|LKCW01000069.1_cds_KPM41206.1_10900.p1
OG0004464	XM_001598438.1.p1	lcl|LKCW01000061.1_cds_KPM41617.1_10453.p1
OG0004466	XM_001596339.1.p1	lcl|LKCW01000129.1_cds_KPM38607.1_1619.p1
OG0004467	XM_001594608.1.p1	lcl|LKCW01000347.1_cds_KPM34378.1_7833.p1
OG0004468	XM_001592259.1.p1	lcl|LKCW01000174.1_cds_KPM37184.1_3450.p1
OG0004469	XM_001587615.1.p1	lcl|LKCW01000128.1_cds_KPM38640.1_1593.p1
OG0004470	XM_001588611.1.p1	lcl|LKCW01000034.1_cds_KPM43372.1_7744.p1
OG0004471	XM_001597845.1.p1	lcl|LKCW01000173.1_cds_KPM37201.1_3400.p1
OG0004472	XM_001597582.1.p1, XM_001585241.1.p1	lcl|LKCW01000155.1_cds_KPM37745.1_2728.p1
OG0004473	XM_001595314.1.p1	lcl|LKCW01000205.1_cds_KPM36392.1_4634.p1
OG0004474	XM_001591528.1.p1	lcl|LKCW01000152.1_cds_KPM37819.1_2639.p1
OG0004475	XM_001591913.1.p1	lcl|LKCW01000058.1_cds_KPM41851.1_10157.p1
OG0004476	XM_001598081.1.p1	lcl|LKCW01000136.1_cds_KPM38353.1_1976.p1
OG0004477	XM_001591940.1.p1	lcl|LKCW01000188.1_cds_KPM36848.1_3869.p1, lcl|LKCW01000105.1_cds_KPM39522.1_565.p1
OG0004478	XM_001595829.1.p1	lcl|LKCW01000271.1_cds_KPM35149.1_6484.p1
OG0004479	XM_001595806.1.p1	lcl|LKCW01000005.1_cds_KPM45751.1_9427.p1
OG0004480	XM_001589986.1.p1	lcl|LKCW01000045.1_cds_KPM42609.1_9103.p1
OG0004481	XM_001596056.1.p1	lcl|LKCW01000068.1_cds_KPM41264.1_10864.p1
OG0004482	XM_001585908.1.p1	lcl|LKCW01000020.1_cds_KPM44388.1_4485.p1
OG0004483	XM_001585287.1.p1	lcl|LKCW01000038.1_cds_KPM43113.1_8267.p1
OG0004484	XM_001588166.1.p1	lcl|LKCW01000043.1_cds_KPM42724.1_8961.p1
OG0004486	XM_001588289.1.p1	lcl|LKCW01000055.1_cds_KPM42063.1_9905.p1
OG0004487	XM_001587373.1.p1	lcl|LKCW01000124.1_cds_KPM38801.1_1446.p1
OG0004488	XM_001585319.1.p1	lcl|LKCW01000031.1_cds_KPM43567.1_7292.p1
OG0004489	XM_001593170.1.p1	lcl|LKCW01000167.1_cds_KPM37398.1_3133.p1
OG0004490	XM_001591500.1.p1	lcl|LKCW01000002.1_cds_KPM46201.1_4307.p1
OG0004491	XM_001594691.1.p1	lcl|LKCW01000020.1_cds_KPM44400.1_4454.p1
OG0004492	XM_001588785.1.p1	lcl|LKCW01000005.1_cds_KPM45731.1_9452.p1
OG0004495	XM_001593305.1.p1	lcl|LKCW01000168.1_cds_KPM37362.1_3167.p1
OG0004496	XM_001592887.1.p1	lcl|LKCW01000168.1_cds_KPM37370.1_3190.p1
OG0004498	XM_001595558.1.p1	lcl|LKCW01000002.1_cds_KPM46288.1_4395.p1
OG0004499	XM_001598085.1.p1	lcl|LKCW01000272.1_cds_KPM35134.1_6492.p1
OG0004500	XM_001596908.1.p1	lcl|LKCW01000119.1_cds_KPM38959.1_1166.p1
OG0004501	XM_001587289.1.p1	lcl|LKCW01000150.1_cds_KPM37886.1_2589.p1
OG0004502	XM_001591622.1.p1	lcl|LKCW01000002.1_cds_KPM46225.1_4361.p1
OG0004503	XM_001598597.1.p1	lcl|LKCW01000316.1_cds_KPM34635.1_7368.p1
OG0004504	XM_001587367.1.p1	lcl|LKCW01000300.1_cds_KPM34807.1_7150.p1
OG0004506	XM_001598138.1.p1	lcl|LKCW01000035.1_cds_KPM43318.1_7905.p1
OG0004507	XM_001597547.1.p1	lcl|LKCW01000190.1_cds_KPM36792.1_4006.p1
OG0004508	XM_001591273.1.p1	lcl|LKCW01000021.1_cds_KPM44273.1_4806.p1
OG0004509	XM_001597419.1.p1	lcl|LKCW01000136.1_cds_KPM38356.1_1957.p1
OG0004510	XM_001592400.1.p1	lcl|LKCW01000116.1_cds_KPM39100.1_1043.p1, lcl|LKCW01000397.1_cds_KPM34121.1_8441.p1
OG0004511	XM_001590806.1.p1	lcl|LKCW01000303.1_cds_KPM34766.1_7203.p1
OG0004512	XM_001594351.1.p1	lcl|LKCW01000026.1_cds_KPM43850.1_6148.p1
OG0004515	XM_001595878.1.p1	lcl|LKCW01000147.1_cds_KPM37988.1_2421.p1
OG0004516	XM_001594398.1.p1	lcl|LKCW01000094.1_cds_KPM39926.1_12464.p1
OG0004517	XM_001594468.1.p1	lcl|LKCW01000083.1_cds_KPM40465.1_11893.p1
OG0004518	XM_001591615.1.p1	lcl|LKCW01000045.1_cds_KPM42643.1_9126.p1
OG0004519	XM_001594708.1.p1	lcl|LKCW01000403.1_cds_KPM34091.1_8716.p1
OG0004520	XM_001585292.1.p1	lcl|LKCW01000038.1_cds_KPM43116.1_8272.p1
OG0004521	XM_001588234.1.p1	lcl|LKCW01000021.1_cds_KPM44268.1_4749.p1
OG0004522	XM_001593910.1.p1	lcl|LKCW01000209.1_cds_KPM36308.1_4726.p1
OG0004522	XM_001588864.1.p1	lcl|LKCW01000223.1_cds_KPM36004.1_5221.p1
OG0004523	XM_001598299.1.p1	lcl|LKCW01000024.1_cds_KPM44009.1_5695.p1
OG0004524	XM_001586222.1.p1	lcl|LKCW01000075.1_cds_KPM40863.1_11382.p1
OG0004525	XM_001597616.1.p1	lcl|LKCW01000260.1_cds_KPM35301.1_6218.p1
OG0004527	XM_001598050.1.p1	lcl|LKCW01000185.1_cds_KPM36885.1_3816.p1
OG0004528	XM_001598062.1.p1	lcl|LKCW01000503.1_cds_KPM33899.1_9624.p1
OG0004529	XM_001590431.1.p1	lcl|LKCW01000020.1_cds_KPM44360.1_4468.p1
OG0004530	XM_001589606.1.p1	lcl|LKCW01000335.1_cds_KPM34473.1_7667.p1
OG0004531	XM_001584929.1.p1	lcl|LKCW01000169.1_cds_KPM37319.1_3195.p1
OG0004532	XM_001592879.1.p1	lcl|LKCW01000168.1_cds_KPM37356.1_3183.p1
OG0004533	XM_001593044.1.p1	lcl|LKCW01000329.1_cds_KPM34520.1_7550.p1
OG0004534	XM_001591505.1.p1	lcl|LKCW01000002.1_cds_KPM46204.1_4310.p1
OG0004535	XM_001588663.1.p1	lcl|LKCW01000055.1_cds_KPM42045.1_9929.p1
OG0004537	XM_001597882.1.p1	lcl|LKCW01000219.1_cds_KPM36087.1_5045.p1
OG0004538	XM_001592495.1.p1	lcl|LKCW01000145.1_cds_KPM38064.1_2348.p1
OG0004539	XM_001586396.1.p1	lcl|LKCW01000197.1_cds_KPM36595.1_4192.p1
OG0004541	XM_001592744.1.p1	lcl|LKCW01000012.1_cds_KPM45030.1_1260.p1
OG0004542	XM_001585519.1.p1	lcl|LKCW01000035.1_cds_KPM43257.1_7850.p1
OG0004544	XM_001595838.1.p1	lcl|LKCW01000271.1_cds_KPM35152.1_6481.p1
OG0004545	XM_001585836.1.p1	lcl|LKCW01000078.1_cds_KPM40694.1_11560.p1
OG0004546	XM_001594823.1.p1	lcl|LKCW01000293.1_cds_KPM34884.1_6851.p1
OG0004547	XM_001588116.1.p1	lcl|LKCW01000180.1_cds_KPM37009.1_3707.p1
OG0004548	XM_001591054.1.p1	lcl|LKCW01000020.1_cds_KPM44397.1_4453.p1
OG0004549	XM_001589961.1.p1	lcl|LKCW01000002.1_cds_KPM46273.1_4350.p1
OG0004550	XM_001596978.1.p1	lcl|LKCW01000157.1_cds_KPM37698.1_2789.p1
OG0004551	XM_001594803.1.p1	lcl|LKCW01000167.1_cds_KPM37405.1_3155.p1
OG0004552	XM_001586581.1.p1	lcl|LKCW01000211.1_cds_KPM36250.1_4885.p1
OG0004553	XM_001598222.1.p1	lcl|LKCW01000041.1_cds_KPM42867.1_8795.p1
OG0004554	XM_001598540.1.p1	lcl|LKCW01000061.1_cds_KPM41650.1_10442.p1
OG0004555	XM_001596217.1.p1	lcl|LKCW01000257.1_cds_KPM35365.1_6100.p1
OG0004556	XM_001591594.1.p1	lcl|LKCW01000248.1_cds_KPM35511.1_5882.p1
OG0004557	XM_001593347.1.p1	lcl|LKCW01000012.1_cds_KPM45042.1_1242.p1
OG0004558	XM_001589191.1.p1	lcl|LKCW01000007.1_cds_KPM45470.1_11008.p1
OG0004559	XM_001594885.1.p1	lcl|LKCW01000149.1_cds_KPM37947.1_2495.p1
OG0004561	XM_001598726.1.p1	lcl|LKCW01000018.1_cds_KPM44534.1_3619.p1
OG0004562	XM_001587124.1.p1	lcl|LKCW01000123.1_cds_KPM38826.1_1382.p1
OG0004563	XM_001596675.1.p1	lcl|LKCW01000264.1_cds_KPM35254.1_6289.p1
OG0004564	XM_001590529.1.p1	lcl|LKCW01000303.1_cds_KPM34762.1_7200.p1
OG0004565	XM_001592343.1.p1	lcl|LKCW01000041.1_cds_KPM42840.1_8782.p1
OG0004568	XM_001584896.1.p1	lcl|LKCW01000146.1_cds_KPM38042.1_2356.p1
OG0004569	XM_001591365.1.p1	lcl|LKCW01000071.1_cds_KPM41095.1_11171.p1
OG0004571	XM_001593116.1.p1	lcl|LKCW01000257.1_cds_KPM35356.1_6111.p1
OG0004572	XM_001591942.1.p1	lcl|LKCW01000063.1_cds_KPM41556.1_10611.p1
OG0004573	XM_001585843.1.p1	lcl|LKCW01000191.1_cds_KPM36770.1_4019.p1
OG0004574	XM_001586021.1.p1	lcl|LKCW01000385.1_cds_KPM34176.1_8304.p1
OG0004575	XM_001588435.1.p1	lcl|LKCW01000006.1_cds_KPM45678.1_10368.p1
OG0004576	XM_001597568.1.p1	lcl|LKCW01000136.1_cds_KPM38377.1_1950.p1
OG0004577	XM_001596812.1.p1	lcl|LKCW01000067.1_cds_KPM41311.1_10805.p1
OG0004578	XM_001586461.1.p1	lcl|LKCW01000199.1_cds_KPM36539.1_4237.p1, lcl|LKCW01000019.1_cds_KPM44437.1_3941.p1, lcl|LKCW01000012.1_cds_KPM44995.1_1209.p1
OG0004580	XM_001591342.1.p1	lcl|LKCW01000088.1_cds_KPM40247.1_12128.p1, lcl|LKCW01000048.1_cds_KPM42472.1_9341.p1, lcl|LKCW01000053.1_cds_KPM42139.1_9807.p1
OG0004581	XM_001590688.1.p1	lcl|LKCW01000091.1_cds_KPM40083.1_12333.p1
OG0004584	XM_001588348.1.p1	lcl|LKCW01000027.1_cds_KPM43736.1_6420.p1, lcl|LKCW01000199.1_cds_KPM36550.1_4241.p1
OG0004587	XM_001588089.1.p1	lcl|LKCW01000017.1_cds_KPM44608.1_3280.p1
OG0004588	XM_001596001.1.p1	lcl|LKCW01000004.1_cds_KPM45820.1_8598.p1
OG0004589	XM_001594236.1.p1	lcl|LKCW01000027.1_cds_KPM43733.1_6425.p1, lcl|LKCW01000341.1_cds_KPM34433.1_7783.p1
OG0004590	XM_001591827.1.p1	lcl|LKCW01000116.1_cds_KPM39089.1_1067.p1, lcl|LKCW01000217.1_cds_KPM36116.1_4999.p1, lcl|LKCW01000028.1_cds_KPM43716.1_6599.p1
OG0004619	XM_001594718.1.p1	lcl|LKCW01000017.1_cds_KPM44616.1_3248.p1
OG0004620	XM_001596522.1.p1	lcl|LKCW01000152.1_cds_KPM37823.1_2648.p1
OG0004621	XM_001591477.1.p1	lcl|LKCW01000170.1_cds_KPM37291.1_3326.p1
OG0004622	XM_001596274.1.p1	lcl|LKCW01000078.1_cds_KPM40705.1_11524.p1
OG0004623	XM_001594477.1.p1	lcl|LKCW01000049.1_cds_KPM42423.1_9375.p1
OG0004624	XM_001591748.1.p1	lcl|LKCW01000423.1_cds_KPM34038.1_8887.p1
OG0004625	XM_001586008.1.p1	lcl|LKCW01000277.1_cds_KPM35070.1_6563.p1
OG0004626	XM_001597782.1.p1	lcl|LKCW01000009.1_cds_KPM45251.1_12225.p1, lcl|LKCW01000169.1_cds_KPM37339.1_3191.p1, lcl|LKCW01000252.1_cds_KPM35449.1_6008.p1
OG0004627	XM_001590360.1.p1	lcl|LKCW01000359.1_cds_KPM34306.1_7967.p1
OG0004628	XM_001587343.1.p1	lcl|LKCW01000418.1_cds_KPM34050.1_8813.p1
OG0004630	XM_001585952.1.p1	lcl|LKCW01000005.1_cds_KPM45758.1_9477.p1
OG0004631	XM_001594556.1.p1	lcl|LKCW01000099.1_cds_KPM39727.1_12674.p1
OG0004632	XM_001594939.1.p1	lcl|LKCW01000120.1_cds_KPM38924.1_1286.p1
OG0004633	XM_001585438.1.p1	lcl|LKCW01000038.1_cds_KPM43079.1_8259.p1
OG0004634	XM_001596491.1.p1	lcl|LKCW01000011.1_cds_KPM45047.1_738.p1
OG0004635	XM_001594139.1.p1	lcl|LKCW01000116.1_cds_KPM39091.1_1065.p1
OG0004636	XM_001596493.1.p1	lcl|LKCW01000011.1_cds_KPM45082.1_735.p1
OG0004637	XM_001594181.1.p1	lcl|LKCW01000004.1_cds_KPM45886.1_8537.p1
OG0004639	XM_001589415.1.p1	lcl|LKCW01000283.1_cds_KPM34995.1_6659.p1
OG0004641	XM_001590484.1.p1	lcl|LKCW01000003.1_cds_KPM46047.1_6993.p1
OG0004642	XM_001585752.1.p1	lcl|LKCW01000158.1_cds_KPM37657.1_2816.p1
OG0004643	XM_001588271.1.p1	lcl|LKCW01000203.1_cds_KPM36443.1_4580.p1
OG0004645	XM_001587730.1.p1	lcl|LKCW01000198.1_cds_KPM36573.1_4236.p1, lcl|LKCW01000236.1_cds_KPM35728.1_5576.p1
OG0004646	XM_001597095.1.p1	lcl|LKCW01000020.1_cds_KPM44357.1_4465.p1
OG0004647	XM_001588280.1.p1	lcl|LKCW01000224.1_cds_KPM35980.1_5230.p1
OG0004649	XM_001591806.1.p1	lcl|LKCW01000043.1_cds_KPM42746.1_8920.p1
OG0004650	XM_001596772.1.p1, XM_001595010.1.p1	lcl|LKCW01000069.1_cds_KPM41181.1_10908.p1
OG0004653	XM_001593255.1.p1	lcl|LKCW01000078.1_cds_KPM40679.1_11517.p1
OG0004654	XM_001592450.1.p1	lcl|LKCW01000179.1_cds_KPM37056.1_3587.p1
OG0004655	XM_001589797.1.p1	lcl|LKCW01000033.1_cds_KPM43399.1_7599.p1
OG0004656	XM_001592804.1.p1	lcl|LKCW01000004.1_cds_KPM45965.1_8566.p1
OG0004658	XM_001593899.1.p1	lcl|LKCW01000178.1_cds_KPM37083.1_3565.p1
OG0004661	XM_001597587.1.p1	lcl|LKCW01000111.1_cds_KPM39293.1_864.p1
OG0004664	XM_001586071.1.p1	lcl|LKCW01000242.1_cds_KPM35631.1_5756.p1
OG0004665	XM_001597071.1.p1	lcl|LKCW01000243.1_cds_KPM35605.1_5784.p1
OG0004666	XM_001591916.1.p1	lcl|LKCW01000220.1_cds_KPM36067.1_5149.p1
OG0004667	XM_001595113.1.p1	lcl|LKCW01000350.1_cds_KPM34356.1_7920.p1
OG0004669	XM_001592697.1.p1	lcl|LKCW01000004.1_cds_KPM45902.1_8610.p1
OG0004671	XM_001593571.1.p1	lcl|LKCW01000289.1_cds_KPM34916.1_6741.p1
OG0004672	XM_001588432.1.p1	lcl|LKCW01000006.1_cds_KPM45579.1_10264.p1
OG0004674	XM_001585260.1.p1	lcl|LKCW01000020.1_cds_KPM44393.1_4488.p1
OG0004676	XM_001589422.1.p1	lcl|LKCW01000177.1_cds_KPM37099.1_3531.p1
OG0004678	XM_001586113.1.p1	lcl|LKCW01000332.1_cds_KPM34497.1_7640.p1
OG0004679	XM_001597192.1.p1	lcl|LKCW01000026.1_cds_KPM43882.1_6194.p1
OG0004680	XM_001585959.1.p1	lcl|LKCW01000077.1_cds_KPM40738.1_11500.p1
OG0004681	XM_001593454.1.p1	lcl|LKCW01000026.1_cds_KPM43856.1_6172.p1
OG0004684	XM_001590385.1.p1	lcl|LKCW01000002.1_cds_KPM46241.1_4405.p1
OG0004686	XM_001591515.1.p1	lcl|LKCW01000319.1_cds_KPM34597.1_7407.p1
OG0004687	XM_001589917.1.p1	lcl|LKCW01000068.1_cds_KPM41254.1_10842.p1
OG0004688	XM_001587725.1.p1	lcl|LKCW01000021.1_cds_KPM44299.1_4801.p1
OG0004689	XM_001586964.1.p1	lcl|LKCW01000225.1_cds_KPM35949.1_5269.p1
OG0004691	XM_001595340.1.p1	lcl|LKCW01000063.1_cds_KPM41512.1_10573.p1
OG0004693	XM_001595792.1.p1	lcl|LKCW01000006.1_cds_KPM45670.1_10359.p1
OG0004695	XM_001591098.1.p1	lcl|LKCW01000003.1_cds_KPM46083.1_7043.p1
OG0004696	XM_001598818.1.p1	lcl|LKCW01000314.1_cds_KPM34658.1_7345.p1
OG0004699	XM_001597622.1.p1	lcl|LKCW01000076.1_cds_KPM40789.1_11432.p1
OG0004700	XM_001598244.1.p1	lcl|LKCW01000006.1_cds_KPM45655.1_10232.p1
OG0004702	XM_001596317.1.p1	lcl|LKCW01000003.1_cds_KPM46051.1_6977.p1
OG0004704	XM_001586799.1.p1	lcl|LKCW01000182.1_cds_KPM36970.1_3752.p1
OG0004705	XM_001586209.1.p1	lcl|LKCW01000135.1_cds_KPM38387.1_1939.p1
OG0004706	XM_001597372.1.p1	lcl|LKCW01000024.1_cds_KPM44020.1_5710.p1
OG0004708	XM_001585371.1.p1	lcl|LKCW01000101.1_cds_KPM39625.1_427.p1
OG0004709	XM_001595801.1.p1	lcl|LKCW01000005.1_cds_KPM45754.1_9430.p1
OG0004710	XM_001587044.1.p1	lcl|LKCW01000003.1_cds_KPM46081.1_7045.p1
OG0004711	XM_001593314.1.p1	lcl|LKCW01000244.1_cds_KPM35593.1_5803.p1
OG0004714	XM_001597441.1.p1	lcl|LKCW01000142.1_cds_KPM38178.1_2247.p1
OG0004716	XM_001595381.1.p1	lcl|LKCW01000114.1_cds_KPM39188.1_971.p1
OG0004717	XM_001587620.1.p1	lcl|LKCW01000061.1_cds_KPM41634.1_10496.p1
OG0004719	XM_001592763.1.p1	lcl|LKCW01000012.1_cds_KPM45017.1_1252.p1
OG0004720	XM_001587944.1.p1	lcl|LKCW01000068.1_cds_KPM41241.1_10868.p1
OG0004721	XM_001596035.1.p1	lcl|LKCW01000046.1_cds_KPM42537.1_9175.p1
OG0004722	XM_001597403.1.p1	lcl|LKCW01000259.1_cds_KPM35331.1_6139.p1
OG0004723	XM_001597649.1.p1	lcl|LKCW01000020.1_cds_KPM44396.1_4460.p1
OG0004724	XM_001593480.1.p1	lcl|LKCW01000388.1_cds_KPM34152.1_8324.p1
OG0004725	XM_001595677.1.p1	lcl|LKCW01000002.1_cds_KPM46242.1_4406.p1
OG0004726	XM_001586763.1.p1	lcl|LKCW01000108.1_cds_KPM39416.1_680.p1, lcl|LKCW01000013.1_cds_KPM44879.1_1625.p1
OG0004727	XM_001592866.1.p1	lcl|LKCW01000004.1_cds_KPM45921.1_8482.p1
OG0004729	XM_001597708.1.p1	lcl|LKCW01000098.1_cds_KPM39782.1_12623.p1
OG0004730	XM_001586764.1.p1	lcl|LKCW01000236.1_cds_KPM35735.1_5585.p1
OG0004731	XM_001591751.1.p1	lcl|LKCW01000171.1_cds_KPM37272.1_3344.p1
OG0004732	XM_001595013.1.p1	lcl|LKCW01000147.1_cds_KPM38008.1_2409.p1
OG0004734	XM_001596062.1.p1	lcl|LKCW01000046.1_cds_KPM42543.1_9202.p1
OG0004735	XM_001593205.1.p1	lcl|LKCW01000129.1_cds_KPM38625.1_1614.p1
OG0004736	XM_001587712.1.p1	lcl|LKCW01000089.1_cds_KPM40183.1_12185.p1
OG0004739	XM_001584754.1.p1	lcl|LKCW01000300.1_cds_KPM34802.1_7164.p1
OG0004740	XM_001585816.1.p1	lcl|LKCW01000240.1_cds_KPM35662.1_5726.p1
OG0004741	XM_001595485.1.p1	lcl|LKCW01000006.1_cds_KPM45544.1_10333.p1, lcl|LKCW01000052.1_cds_KPM42227.1_9703.p1, lcl|LKCW01000084.1_cds_KPM40398.1_11948.p1
OG0004742	XM_001589721.1.p1	lcl|LKCW01000126.1_cds_KPM38706.1_1489.p1
OG0004743	XM_001591172.1.p1	lcl|LKCW01000259.1_cds_KPM35325.1_6134.p1
OG0004744	XM_001592431.1.p1	lcl|LKCW01000073.1_cds_KPM40933.1_11275.p1
OG0004745	XM_001597868.1.p1	lcl|LKCW01000101.1_cds_KPM39638.1_440.p1
OG0004746	XM_001589060.1.p1	lcl|LKCW01000327.1_cds_KPM34539.1_7536.p1
OG0004748	XM_001586802.1.p1	lcl|LKCW01000182.1_cds_KPM36968.1_3754.p1
OG0004749	XM_001587488.1.p1	lcl|LKCW01000024.1_cds_KPM44014.1_5716.p1
OG0004750	XM_001587489.1.p1	lcl|LKCW01000024.1_cds_KPM44013.1_5717.p1
OG0004751	XM_001597489.1.p1	lcl|LKCW01000136.1_cds_KPM38376.1_1951.p1
OG0004753	XM_001587303.1.p1	lcl|LKCW01000061.1_cds_KPM41628.1_10497.p1
OG0004754	XM_001594796.1.p1	lcl|LKCW01000126.1_cds_KPM38716.1_1499.p1, lcl|LKCW01000046.1_cds_KPM42592.1_9224.p1
OG0004755	XM_001596142.1.p1	lcl|LKCW01000073.1_cds_KPM40983.1_11297.p1
OG0004756	XM_001592198.1.p1	lcl|LKCW01000014.1_cds_KPM44868.1_2143.p1
OG0004757	XM_001594617.1.p1	lcl|LKCW01000087.1_cds_KPM40273.1_12086.p1, lcl|LKCW01000017.1_cds_KPM44597.1_3303.p1, lcl|LKCW01000009.1_cds_KPM45279.1_12238.p1
OG0004760	XM_001594945.1.p1	lcl|LKCW01000093.1_cds_KPM39991.1_12450.p1
OG0004761	XM_001596803.1.p1	lcl|LKCW01000062.1_cds_KPM41583.1_10511.p1
OG0004762	XM_001586434.1.p1	lcl|LKCW01000032.1_cds_KPM43472.1_7452.p1
OG0004763	XM_001591755.1.p1	lcl|LKCW01000171.1_cds_KPM37273.1_3343.p1
OG0004765	XM_001586800.1.p1	lcl|LKCW01000182.1_cds_KPM36969.1_3753.p1
OG0004766	XM_001585737.1.p1	lcl|LKCW01000214.1_cds_KPM36205.1_4932.p1
OG0004767	XM_001589238.1.p1	lcl|LKCW01000214.1_cds_KPM36198.1_4924.p1
OG0004768	XM_001596532.1.p1	lcl|LKCW01000007.1_cds_KPM45485.1_10972.p1
OG0004769	XM_001594747.1.p1	lcl|LKCW01000119.1_cds_KPM38978.1_1190.p1
OG0004770	XM_001592170.1.p1	lcl|LKCW01000026.1_cds_KPM43831.1_6207.p1
OG0004771	XM_001584715.1.p1	lcl|LKCW01000264.1_cds_KPM35248.1_6288.p1
OG0004773	XM_001595879.1.p1	lcl|LKCW01000147.1_cds_KPM37990.1_2419.p1
OG0004774	XM_001587032.1.p1	lcl|LKCW01000225.1_cds_KPM35945.1_5271.p1, lcl|LKCW01000003.1_cds_KPM46012.1_6959.p1
OG0004775	XM_001598495.1.p1	lcl|LKCW01000068.1_cds_KPM41253.1_10895.p1
OG0004777	XM_001593590.1.p1	lcl|LKCW01000002.1_cds_KPM46290.1_4389.p1
OG0004778	XM_001590701.1.p1	lcl|LKCW01000098.1_cds_KPM39789.1_12647.p1
OG0004779	XM_001595788.1.p1	lcl|LKCW01000338.1_cds_KPM34450.1_7696.p1
OG0004780	XM_001588075.1.p1	lcl|LKCW01000286.1_cds_KPM34950.1_6705.p1
OG0004781	XM_001595000.1.p1	lcl|LKCW01000095.1_cds_KPM39883.1_12515.p1
OG0004784	XM_001598891.1.p1	lcl|LKCW01000071.1_cds_KPM41088.1_11145.p1
OG0004786	XM_001594669.1.p1	lcl|LKCW01000177.1_cds_KPM37086.1_3518.p1
OG0004787	XM_001587968.1.p1	lcl|LKCW01000003.1_cds_KPM46104.1_6944.p1, lcl|LKCW01000221.1_cds_KPM36026.1_5180.p1
OG0004788	XM_001585716.1.p1	lcl|LKCW01000093.1_cds_KPM39990.1_12448.p1
OG0004790	XM_001596633.1.p1, XM_001585229.1.p1	lcl|LKCW01000008.1_cds_KPM45343.1_11706.p1
OG0004791	XM_001592990.1.p1	lcl|LKCW01000107.1_cds_KPM39433.1_631.p1
OG0004794	XM_001587177.1.p1	lcl|LKCW01000108.1_cds_KPM39425.1_647.p1
OG0004795	XM_001590243.1.p1	lcl|LKCW01000076.1_cds_KPM40815.1_11462.p1
OG0004796	XM_001585160.1.p1	lcl|LKCW01000023.1_cds_KPM44082.1_5380.p1, lcl|LKCW01000441.1_cds_KPM33978.1_9076.p1
OG0004798	XM_001586255.1.p1	lcl|LKCW01000030.1_cds_KPM43627.1_7091.p1
OG0004799	XM_001590024.1.p1	lcl|LKCW01000071.1_cds_KPM41066.1_11160.p1
OG0004800	XM_001594771.1.p1	lcl|LKCW01000119.1_cds_KPM38969.1_1187.p1
OG0004801	XM_001589355.1.p1	lcl|LKCW01000239.1_cds_KPM35668.1_5635.p1
OG0004803	XM_001586131.1.p1	lcl|LKCW01000008.1_cds_KPM45360.1_11723.p1
