Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Colletotrichum_gloeosporioides_rna_prot
OG0005322	XM_001596693.1.p1	XM_045404673.1.p1
OG0005323	XM_001591891.1.p1	XM_045412869.1.p1
OG0005324	XM_001590480.1.p1	XM_045413193.1.p1
OG0005325	XM_001589684.1.p1	XM_045409166.1.p1
OG0005326	XM_001589261.1.p1	XM_045408935.1.p1
OG0005327	XM_001594767.1.p1	XM_045414898.1.p1
OG0005328	XM_001592187.1.p1	XM_045409771.1.p1
OG0005329	XM_001592357.1.p1	XM_045414726.1.p1
OG0005330	XM_001595136.1.p1	XM_045412231.1.p1
OG0005333	XM_001591135.1.p1	XM_045402954.1.p1
OG0005336	XM_001598446.1.p1	XM_045406083.1.p1
OG0005337	XM_001595451.1.p1	XM_045400952.1.p1
OG0005338	XM_001595205.1.p1	XM_045406405.1.p1
OG0005339	XM_001591986.1.p1	XM_045412476.1.p1
OG0005340	XM_001596386.1.p1	XM_045413635.1.p1
OG0005341	XM_001587561.1.p1	XM_045409092.1.p1
OG0005342	XM_001591053.1.p1	XM_045408937.1.p1
OG0005343	XM_001598095.1.p1	XM_045407698.1.p1
OG0005344	XM_001585938.1.p1	XM_045402016.1.p1
OG0005345	XM_001597955.1.p1	XM_045412087.1.p1
OG0005348	XM_001587619.1.p1	XM_045401883.1.p1
OG0005349	XM_001587429.1.p1	XM_045401865.1.p1
OG0005350	XM_001595059.1.p1	XM_045405969.1.p1
OG0005351	XM_001591036.1.p1	XM_045401553.1.p1
OG0005352	XM_001597425.1.p1	XM_045400667.1.p1
OG0005353	XM_001597499.1.p1	XM_045401360.1.p1
OG0005354	XM_001597323.1.p1	XM_045409636.1.p1
OG0005355	XM_001595914.1.p1	XM_045403268.1.p1
OG0005356	XM_001595055.1.p1	XM_045412057.1.p1
OG0005357	XM_001594426.1.p1	XM_045410553.1.p1
OG0005358	XM_001594418.1.p1	XM_045404317.1.p1
OG0005359	XM_001587942.1.p1	XM_045400943.1.p1
OG0005361	XM_001584876.1.p1	XM_045408622.1.p1
OG0005364	XM_001598677.1.p1	XM_045403713.1.p1
OG0005365	XM_001590828.1.p1	XM_045409547.1.p1
OG0005366	XM_001595129.1.p1	XM_045409356.1.p1
OG0005367	XM_001586316.1.p1	XM_045407177.1.p1
OG0005368	XM_001598380.1.p1	XM_045401778.1.p1
OG0005369	XM_001591814.1.p1	XM_045407386.1.p1
OG0005370	XM_001588298.1.p1	XM_045411255.1.p1
OG0005371	XM_001587299.1.p1	XM_045412440.1.p1
OG0005373	XM_001584599.1.p1	XM_045402665.1.p1
OG0005374	XM_001591079.1.p1	XM_045404749.1.p1
OG0005375	XM_001586270.1.p1	XM_045404264.1.p1
OG0005376	XM_001592749.1.p1	XM_045414330.1.p1
OG0005377	XM_001598034.1.p1	XM_045402784.1.p1
OG0005378	XM_001597681.1.p1	XM_045408050.1.p1
OG0005379	XM_001587193.1.p1	XM_045414299.1.p1
OG0005380	XM_001593101.1.p1	XM_045414575.1.p1
OG0005381	XM_001590579.1.p1	XM_045409440.1.p1
OG0005382	XM_001598470.1.p1	XM_045406112.1.p1
OG0005383	XM_001598071.1.p1	XM_045415349.1.p1
OG0005384	XM_001589385.1.p1	XM_045408722.1.p1
OG0005385	XM_001594704.1.p1	XM_045413391.1.p1
OG0005386	XM_001595741.1.p1	XM_045403469.1.p1
OG0005387	XM_001593037.1.p1	XM_045400462.1.p1
OG0005388	XM_001595100.1.p1	XM_045412445.1.p1
OG0005391	XM_001595024.1.p1	XM_045412407.1.p1
OG0005392	XM_001593524.1.p1	XM_045411229.1.p1
OG0005393	XM_001586014.1.p1	XM_045413895.1.p1
OG0005394	XM_001592552.1.p1	XM_045414722.1.p1
OG0005395	XM_001597605.1.p1	XM_045404595.1.p1
OG0005396	XM_001597594.1.p1	XM_045409602.1.p1
OG0005397	XM_001592429.1.p1	XM_045409899.1.p1
OG0005398	XM_001586626.1.p1	XM_045407844.1.p1
OG0005399	XM_001592361.1.p1	XM_045414642.1.p1
OG0005400	XM_001592436.1.p1	XM_045405833.1.p1
OG0005401	XM_001590587.1.p1	XM_045402058.1.p1
OG0005402	XM_001598124.1.p1	XM_045407370.1.p1
OG0005403	XM_001593539.1.p1	XM_045411171.1.p1
OG0005404	XM_001596138.1.p1	XM_045402670.1.p1
OG0005405	XM_001587974.1.p1	XM_045404497.1.p1
OG0005406	XM_001585296.1.p1	XM_045406733.1.p1
OG0005407	XM_001590864.1.p1	XM_045404580.1.p1
OG0005409	XM_001587953.1.p1	XM_045406274.1.p1
OG0005410	XM_001598686.1.p1	XM_045411948.1.p1
OG0005412	XM_001586245.1.p1	XM_045404772.1.p1
OG0005414	XM_001594659.1.p1	XM_045404574.1.p1
OG0005415	XM_001596763.1.p1	XM_045413306.1.p1
OG0005416	XM_001586486.1.p1	XM_045407701.1.p1
OG0005417	XM_001588376.1.p1	XM_045410723.1.p1
OG0005418	XM_001593369.1.p1	XM_045411342.1.p1
OG0005419	XM_001597734.1.p1	XM_045402863.1.p1
OG0005420	XM_001598932.1.p1	XM_045400792.1.p1
OG0005421	XM_001587285.1.p1	XM_045409374.1.p1
OG0005422	XM_001594285.1.p1	XM_045404687.1.p1
OG0005423	XM_001586987.1.p1, XM_001590026.1.p1	XM_045409756.1.p1
OG0005423	XM_001589169.1.p1	XM_045404301.1.p1
OG0005424	XM_001595008.1.p1	XM_045406860.1.p1
OG0005428	XM_001590367.1.p1	XM_045410236.1.p1
OG0005430	XM_001596223.1.p1	XM_045403111.1.p1
OG0005432	XM_001585016.1.p1	XM_045404791.1.p1
OG0005433	XM_001596574.1.p1	XM_045404206.1.p1
OG0005434	XM_001593413.1.p1	XM_045414213.1.p1
OG0005437	XM_001587277.1.p1	XM_045405974.1.p1
OG0005439	XM_001586924.1.p1	XM_045400726.1.p1, XM_045414056.1.p1, XM_045404496.1.p1
OG0005444	XM_001598256.1.p1	XM_045408770.1.p1, XM_045405318.1.p1, XM_045410740.1.p1
OG0005447	XM_001592137.1.p1	XM_045408434.1.p1, XM_045405205.1.p1, XM_045406367.1.p1, XM_045413376.1.p1
OG0005452	XM_001587052.1.p1, XM_001598845.1.p1	XM_045411585.1.p1
OG0005481	XM_001597823.1.p1	XM_045402373.1.p1
OG0005484	XM_001594711.1.p1	XM_045413537.1.p1
OG0005485	XM_001593554.1.p1	XM_045409138.1.p1
OG0005486	XM_001586930.1.p1	XM_045404507.1.p1
OG0005487	XM_001594294.1.p1	XM_045407343.1.p1
OG0005488	XM_001598412.1.p1	XM_045401736.1.p1
OG0005489	XM_001596214.1.p1	XM_045403269.1.p1
OG0005491	XM_001591938.1.p1	XM_045406193.1.p1
OG0005492	XM_001593470.1.p1	XM_045411462.1.p1
OG0005493	XM_001596933.1.p1	XM_045409627.1.p1
OG0005495	XM_001586133.1.p1	XM_045401173.1.p1
OG0005497	XM_001593059.1.p1	XM_045401053.1.p1
OG0005500	XM_001589624.1.p1	XM_045409193.1.p1
OG0005501	XM_001594698.1.p1	XM_045400287.1.p1
OG0005502	XM_001585662.1.p1	XM_045403894.1.p1
OG0005504	XM_001595278.1.p1	XM_045409033.1.p1
OG0005505	XM_001591695.1.p1	XM_045406915.1.p1
OG0005507	XM_001592909.1.p1	XM_045415457.1.p1
OG0005511	XM_001593714.1.p1, XM_001592362.1.p1, XM_001592363.1.p1	XM_045410714.1.p1
OG0005512	XM_001592267.1.p1	XM_045409728.1.p1
OG0005513	XM_001592403.1.p1	XM_045414627.1.p1
OG0005514	XM_001597966.1.p1	XM_045412082.1.p1
OG0005515	XM_001593712.1.p1	XM_045411181.1.p1
OG0005516	XM_001594293.1.p1	XM_045407342.1.p1
OG0005517	XM_001597968.1.p1, XM_001588679.1.p1	XM_045410933.1.p1
OG0005518	XM_001593358.1.p1	XM_045411304.1.p1
OG0005519	XM_001591025.1.p1	XM_045401575.1.p1
OG0005520	XM_001592389.1.p1	XM_045404786.1.p1
OG0005521	XM_001590317.1.p1	XM_045401037.1.p1
OG0005522	XM_001592306.1.p1	XM_045409644.1.p1
OG0005524	XM_001589338.1.p1	XM_045404880.1.p1
OG0005525	XM_001593208.1.p1	XM_045400193.1.p1
OG0005527	XM_001593025.1.p1	XM_045402401.1.p1
OG0005528	XM_001598210.1.p1	XM_045414682.1.p1
OG0005529	XM_001597666.1.p1	XM_045401953.1.p1
OG0005530	XM_001598204.1.p1	XM_045414641.1.p1
OG0005534	XM_001596540.1.p1	XM_045404265.1.p1
OG0005535	XM_001591174.1.p1	XM_045403530.1.p1
OG0005538	XM_001594888.1.p1	XM_045407235.1.p1
OG0005540	XM_001597460.1.p1	XM_045409887.1.p1
OG0005541	XM_001588632.1.p1	XM_045411320.1.p1
OG0005542	XM_001598001.1.p1	XM_045402800.1.p1
OG0005543	XM_001584694.1.p1	XM_045403355.1.p1
OG0005544	XM_001585893.1.p1	XM_045412764.1.p1, XM_045412209.1.p1
OG0005545	XM_001596734.1.p1	XM_045400734.1.p1
OG0005546	XM_001591216.1.p1	XM_045404111.1.p1
OG0005547	XM_001587229.1.p1	XM_045400402.1.p1
OG0005548	XM_001588564.1.p1	XM_045411298.1.p1
OG0005550	XM_001592986.1.p1	XM_045401149.1.p1
OG0005552	XM_001596264.1.p1	XM_045413562.1.p1
OG0005553	XM_001592496.1.p1	XM_045404105.1.p1
OG0005554	XM_001585454.1.p1	XM_045403294.1.p1
OG0005555	XM_001596108.1.p1	XM_045403279.1.p1
OG0005556	XM_001586035.1.p1	XM_045412361.1.p1
OG0005557	XM_001585008.1.p1, XM_001595207.1.p1, XM_001597920.1.p1, XM_001590412.1.p1, XM_001592007.1.p1	XM_045408162.1.p1
OG0005558	XM_001587144.1.p1	XM_045402880.1.p1
OG0005559	XM_001594813.1.p1	XM_045400867.1.p1
OG0005562	XM_001596918.1.p1	XM_045415427.1.p1
OG0005563	XM_001593911.1.p1	XM_045411277.1.p1
OG0005564	XM_001593086.1.p1	XM_045401815.1.p1
OG0005565	XM_001598460.1.p1	XM_045406091.1.p1
OG0005566	XM_001597643.1.p1	XM_045401936.1.p1
OG0005567	XM_001598291.1.p1	XM_045406556.1.p1
OG0005568	XM_001595835.1.p1	XM_045409751.1.p1
OG0005569	XM_001591412.1.p1	XM_045404788.1.p1
OG0005570	XM_001592992.1.p1	XM_045414539.1.p1
OG0005571	XM_001598794.1.p1	XM_045411643.1.p1
OG0005573	XM_001589608.1.p1	XM_045408110.1.p1
OG0005574	XM_001591670.1.p1	XM_045407413.1.p1
OG0005575	XM_001597247.1.p1	XM_045414070.1.p1
OG0005576	XM_001597373.1.p1	XM_045400938.1.p1
OG0005577	XM_001586275.1.p1	XM_045409695.1.p1
OG0005579	XM_001585525.1.p1	XM_045403055.1.p1
OG0005581	XM_001587284.1.p1	XM_045409375.1.p1
OG0005583	XM_001589679.1.p1	XM_045408850.1.p1
OG0005584	XM_001594230.1.p1	XM_045409730.1.p1
OG0005585	XM_001586522.1.p1	XM_045406050.1.p1
OG0005587	XM_001592529.1.p1	XM_045404106.1.p1
OG0005588	XM_001596313.1.p1	XM_045409233.1.p1
OG0005589	XM_001589896.1.p1	XM_045406134.1.p1
OG0005590	XM_001596265.1.p1	XM_045413569.1.p1
OG0005592	XM_001591459.1.p1	XM_045406743.1.p1
OG0005593	XM_001595424.1.p1	XM_045407934.1.p1
OG0005597	XM_001593464.1.p1	XM_045411379.1.p1
OG0005598	XM_001593475.1.p1	XM_045411155.1.p1
OG0005601	XM_001595622.1.p1	XM_045401382.1.p1
OG0005603	XM_001595239.1.p1	XM_045409099.1.p1
OG0005604	XM_001596847.1.p1	XM_045405923.1.p1
OG0005605	XM_001589050.1.p1	XM_045401992.1.p1
OG0005606	XM_001595470.1.p1	XM_045409100.1.p1
OG0005608	XM_001596266.1.p1	XM_045413566.1.p1
OG0005609	XM_001586399.1.p1	XM_045412861.1.p1
OG0005611	XM_001595461.1.p1	XM_045400947.1.p1
OG0005612	XM_001584914.1.p1	XM_045409543.1.p1
OG0005613	XM_001598492.1.p1	XM_045401705.1.p1
OG0005614	XM_001591685.1.p1	XM_045406639.1.p1
OG0005616	XM_001588728.1.p1	XM_045411740.1.p1
OG0005618	XM_001590835.1.p1	XM_045408392.1.p1
OG0005619	XM_001590213.1.p1	XM_045406572.1.p1
OG0005622	XM_001597070.1.p1	XM_045408001.1.p1
OG0005624	XM_001593448.1.p1	XM_045411365.1.p1
OG0005625	XM_001586675.1.p1	XM_045405296.1.p1
OG0005626	XM_001588489.1.p1	XM_045403389.1.p1
OG0005627	XM_001585576.1.p1	XM_045402740.1.p1
OG0005628	XM_001588336.1.p1	XM_045403513.1.p1
OG0005629	XM_001588428.1.p1	XM_045403001.1.p1
OG0005630	XM_001595840.1.p1	XM_045414592.1.p1
OG0005631	XM_001595724.1.p1	XM_045402302.1.p1
OG0005632	XM_001585972.1.p1	XM_045413687.1.p1
OG0005633	XM_001596604.1.p1	XM_045404716.1.p1
OG0005634	XM_001590952.1.p1	XM_045403537.1.p1
OG0005635	XM_001590214.1.p1	XM_045406271.1.p1
OG0005637	XM_001593907.1.p1	XM_045411360.1.p1
OG0005638	XM_001586471.1.p1	XM_045406019.1.p1, XM_045407407.1.p1, XM_045414270.1.p1, XM_045410278.1.p1, XM_045403227.1.p1, XM_045412824.1.p1
OG0005643	XM_001594110.1.p1	XM_045409133.1.p1
OG0005644	XM_001594032.1.p1	XM_045411218.1.p1
OG0005645	XM_001589180.1.p1	XM_045405065.1.p1
OG0005646	XM_001596383.1.p1	XM_045413568.1.p1
OG0005647	XM_001587514.1.p1	XM_045401878.1.p1
OG0005648	XM_001597167.1.p1	XM_045405062.1.p1
OG0005649	XM_001597181.1.p1	XM_045404830.1.p1, XM_045404829.1.p1
OG0005650	XM_001591105.1.p1	XM_045404618.1.p1
OG0005652	XM_001588720.1.p1	XM_045411926.1.p1
OG0005653	XM_001598648.1.p1	XM_045401719.1.p1
OG0005654	XM_001596819.1.p1	XM_045406311.1.p1
OG0005655	XM_001586878.1.p1	XM_045410487.1.p1
OG0005657	XM_001584545.1.p1	XM_045408022.1.p1
OG0005658	XM_001592828.1.p1	XM_045400215.1.p1
OG0005659	XM_001586456.1.p1	XM_045411514.1.p1
OG0005660	XM_001586841.1.p1	XM_045405600.1.p1
OG0005661	XM_001587991.1.p1	XM_045412959.1.p1
OG0005662	XM_001596193.1.p1	XM_045403912.1.p1
OG0005664	XM_001597939.1.p1	XM_045406074.1.p1
OG0005666	XM_001586146.1.p1	XM_045401163.1.p1
OG0005667	XM_001589553.1.p1	XM_045408701.1.p1
OG0005668	XM_001596950.1.p1	XM_045409823.1.p1
OG0005669	XM_001592946.1.p1	XM_045400300.1.p1
OG0005670	XM_001586238.1.p1	XM_045409706.1.p1
OG0005671	XM_001589066.1.p1	XM_045402082.1.p1
OG0005672	XM_001593289.1.p1	XM_045400472.1.p1
OG0005674	XM_001597109.1.p1	XM_045401982.1.p1
OG0005675	XM_001587840.1.p1	XM_045404536.1.p1
OG0005677	XM_001591760.1.p1	XM_045412944.1.p1
OG0005678	XM_001596112.1.p1	XM_045402847.1.p1
OG0005679	XM_001592989.1.p1	XM_045414537.1.p1
OG0005680	XM_001587242.1.p1	XM_045400390.1.p1
OG0005682	XM_001598580.1.p1	XM_045401712.1.p1
OG0005683	XM_001584574.1.p1	XM_045404281.1.p1
OG0005684	XM_001593501.1.p1	XM_045411842.1.p1
OG0005685	XM_001589678.1.p1	XM_045408849.1.p1
OG0005686	XM_001589876.1.p1	XM_045407879.1.p1
OG0005687	XM_001594489.1.p1	XM_045413418.1.p1
OG0005689	XM_001595711.1.p1	XM_045411389.1.p1
OG0005690	XM_001588657.1.p1	XM_045410932.1.p1
OG0005692	XM_001590359.1.p1	XM_045411526.1.p1
OG0005693	XM_001594737.1.p1	XM_045407047.1.p1
OG0005695	XM_001592488.1.p1	XM_045409699.1.p1
OG0005696	XM_001590781.1.p1	XM_045413144.1.p1
OG0005697	XM_001594585.1.p1	XM_045404690.1.p1
OG0005698	XM_001592680.1.p1	XM_045400168.1.p1
OG0005699	XM_001586195.1.p1	XM_045404957.1.p1
OG0005701	XM_001585648.1.p1	XM_045401703.1.p1
OG0005702	XM_001584895.1.p1	XM_045413949.1.p1
OG0005703	XM_001590642.1.p1	XM_045414020.1.p1
OG0005705	XM_001593716.1.p1	XM_045411214.1.p1
OG0005706	XM_001597456.1.p1	XM_045409886.1.p1
OG0005708	XM_001594365.1.p1	XM_045404674.1.p1
OG0005709	XM_001596716.1.p1	XM_045408161.1.p1
OG0005710	XM_001584679.1.p1	XM_045402855.1.p1
OG0005711	XM_001597706.1.p1	XM_045410642.1.p1
OG0005714	XM_001584680.1.p1	XM_045402856.1.p1
OG0005715	XM_001586303.1.p1	XM_045407127.1.p1
OG0005716	XM_001589279.1.p1	XM_045408893.1.p1
OG0005717	XM_001585610.1.p1	XM_045405972.1.p1
OG0005718	XM_001597405.1.p1	XM_045403599.1.p1
OG0005719	XM_001596775.1.p1	XM_045402065.1.p1
OG0005722	XM_001588167.1.p1	XM_045403620.1.p1
OG0005725	XM_001587178.1.p1	XM_045400190.1.p1
OG0005727	XM_001597637.1.p1	XM_045408900.1.p1
OG0005728	XM_001586961.1.p1	XM_045405203.1.p1
OG0005729	XM_001596603.1.p1	XM_045404721.1.p1
OG0005730	XM_001587497.1.p1	XM_045406891.1.p1
OG0005733	XM_001590238.1.p1	XM_045400972.1.p1
OG0005736	XM_001594786.1.p1	XM_045414688.1.p1
OG0005737	XM_001593163.1.p1	XM_045405319.1.p1, XM_045402087.1.p1
OG0005741	XM_001586143.1.p1	XM_045404919.1.p1
OG0005744	XM_001585096.1.p1	XM_045408138.1.p1
OG0005745	XM_001585099.1.p1	XM_045408137.1.p1
OG0005748	XM_001595765.1.p1	XM_045403575.1.p1
OG0005749	XM_001589533.1.p1	XM_045400181.1.p1
OG0005750	XM_001593904.1.p1	XM_045411511.1.p1
OG0005751	XM_001598399.1.p1	XM_045401768.1.p1
OG0005756	XM_001589195.1.p1	XM_045404623.1.p1
OG0005757	XM_001594545.1.p1	XM_045404634.1.p1
OG0005758	XM_001598719.1.p1	XM_045411326.1.p1
OG0005760	XM_001598106.1.p1	XM_045401369.1.p1
OG0005762	XM_001592936.1.p1	XM_045400232.1.p1
OG0005765	XM_001594229.1.p1	XM_045403065.1.p1, XM_045400790.1.p1
OG0005770	XM_001595150.1.p1	XM_045409167.1.p1
OG0005771	XM_001594140.1.p1	XM_045412386.1.p1
OG0005774	XM_001585477.1.p1	XM_045402684.1.p1
OG0005775	XM_001593659.1.p1	XM_045409016.1.p1
OG0005777	XM_001584633.1.p1	XM_045402341.1.p1
OG0005780	XM_001595647.1.p1	XM_045408109.1.p1
OG0005824	XM_001593811.1.p1	XM_045407365.1.p1, XM_045412730.1.p1
OG0005825	XM_001590276.1.p1	XM_045407611.1.p1
OG0005826	XM_001587147.1.p1	XM_045402376.1.p1
OG0005828	XM_001597569.1.p1	XM_045404712.1.p1
OG0005830	XM_001592562.1.p1	XM_045401994.1.p1
OG0005831	XM_001587532.1.p1	XM_045408627.1.p1, XM_045408290.1.p1
OG0005832	XM_001587027.1.p1	XM_045400157.1.p1
OG0005833	XM_001594376.1.p1	XM_045404708.1.p1
OG0005834	XM_001587115.1.p1	XM_045402262.1.p1
OG0005835	XM_001596651.1.p1	XM_045413313.1.p1
OG0005836	XM_001590991.1.p1	XM_045400985.1.p1
OG0005837	XM_001587704.1.p1	XM_045404528.1.p1
OG0005838	XM_001586474.1.p1	XM_045401090.1.p1, XM_045403071.1.p1
OG0005839	XM_001590095.1.p1	XM_045407806.1.p1
OG0005842	XM_001593514.1.p1	XM_045411104.1.p1
OG0005843	XM_001593656.1.p1	XM_045412249.1.p1
OG0005844	XM_001588902.1.p1	XM_045403501.1.p1
OG0005845	XM_001586654.1.p1	XM_045404517.1.p1
OG0005849	XM_001585758.1.p1	XM_045401928.1.p1
OG0005851	XM_001593300.1.p1	XM_045407447.1.p1
OG0005854	XM_001592418.1.p1	XM_045400616.1.p1
OG0005856	XM_001584764.1.p1	XM_045410588.1.p1
OG0005857	XM_001592884.1.p1	XM_045400454.1.p1
OG0005858	XM_001591399.1.p1	XM_045409604.1.p1
OG0005860	XM_001598018.1.p1	XM_045404042.1.p1
OG0005861	XM_001593752.1.p1	XM_045411076.1.p1
OG0005862	XM_001596898.1.p1	XM_045405913.1.p1
OG0005866	XM_001593372.1.p1	XM_045411340.1.p1
OG0005869	XM_001587486.1.p1	XM_045401845.1.p1
OG0005870	XM_001589420.1.p1	XM_045413287.1.p1
OG0005871	XM_001584838.1.p1	XM_045408745.1.p1
OG0005874	XM_001586057.1.p1	XM_045404659.1.p1
OG0005876	XM_001589371.1.p1	XM_045400825.1.p1
OG0005877	XM_001597743.1.p1	XM_045402403.1.p1
OG0005878	XM_001591852.1.p1	XM_045407852.1.p1
OG0005882	XM_001596287.1.p1	XM_045408754.1.p1
OG0005883	XM_001595432.1.p1	XM_045401782.1.p1
OG0005886	XM_001597577.1.p1	XM_045404714.1.p1
OG0005887	XM_001586895.1.p1	XM_045409967.1.p1
OG0005890	XM_001592119.1.p1	XM_045406864.1.p1
OG0005892	XM_001588683.1.p1	XM_045411205.1.p1, XM_045411204.1.p1, XM_045411206.1.p1
OG0005895	XM_001584776.1.p1	XM_045404237.1.p1
OG0005896	XM_001592215.1.p1	XM_045404823.1.p1
OG0005897	XM_001588593.1.p1	XM_045403489.1.p1
OG0005898	XM_001587689.1.p1	XM_045407847.1.p1
OG0005899	XM_001587181.1.p1	XM_045400283.1.p1
OG0005900	XM_001593030.1.p1	XM_045402158.1.p1
OG0005902	XM_001595674.1.p1	XM_045411465.1.p1
OG0005903	XM_001594580.1.p1	XM_045404692.1.p1
OG0005906	XM_001592522.1.p1	XM_045405133.1.p1
OG0005907	XM_001590126.1.p1	XM_045406803.1.p1
OG0005909	XM_001589056.1.p1	XM_045402002.1.p1
OG0005910	XM_001586076.1.p1	XM_045404747.1.p1
OG0005911	XM_001590797.1.p1	XM_045409428.1.p1
OG0005912	XM_001592315.1.p1	XM_045405758.1.p1
OG0005914	XM_001590079.1.p1	XM_045406057.1.p1
OG0005915	XM_001589088.1.p1	XM_045407097.1.p1, XM_045409853.1.p1
OG0005919	XM_001592002.1.p1	XM_045406769.1.p1
OG0005920	XM_001586344.1.p1	XM_045402520.1.p1
OG0005922	XM_001584510.1.p1	XM_045408298.1.p1
OG0005923	XM_001592320.1.p1	XM_045409893.1.p1
OG0005925	XM_001590932.1.p1	XM_045401913.1.p1
OG0005926	XM_001594322.1.p1	XM_045402119.1.p1
OG0005927	XM_001591403.1.p1	XM_045409608.1.p1
OG0005928	XM_001590456.1.p1	XM_045413118.1.p1
OG0005930	XM_001590233.1.p1	XM_045401619.1.p1
OG0005931	XM_001590762.1.p1	XM_045407988.1.p1
OG0005932	XM_001596601.1.p1	XM_045411987.1.p1, XM_045404720.1.p1
OG0005933	XM_001598166.1.p1	XM_045415510.1.p1
OG0005935	XM_001598453.1.p1	XM_045406119.1.p1
OG0005936	XM_001591576.1.p1	XM_045407764.1.p1
OG0005938	XM_001590445.1.p1	XM_045413919.1.p1
OG0005939	XM_001598334.1.p1	XM_045400645.1.p1, XM_045403910.1.p1
OG0005940	XM_001589118.1.p1	XM_045404093.1.p1
OG0005941	XM_001588273.1.p1	XM_045403548.1.p1
OG0005942	XM_001592633.1.p1	XM_045414626.1.p1
OG0005943	XM_001593198.1.p1	XM_045400522.1.p1
OG0005944	XM_001588774.1.p1	XM_045402285.1.p1
OG0005945	XM_001594092.1.p1	XM_045408554.1.p1
OG0005947	XM_001593658.1.p1	XM_045409017.1.p1
OG0005948	XM_001597140.1.p1	XM_045401534.1.p1
OG0005949	XM_001594509.1.p1	XM_045415046.1.p1
OG0005950	XM_001592180.1.p1	XM_045400642.1.p1
OG0005951	XM_001593844.1.p1	XM_045402308.1.p1
OG0005952	XM_001594502.1.p1	XM_045400380.1.p1
OG0005954	XM_001586646.1.p1	XM_045404373.1.p1
OG0005956	XM_001587981.1.p1	XM_045412961.1.p1
OG0005957	XM_001586822.1.p1	XM_045410485.1.p1
OG0005958	XM_001586856.1.p1	XM_045405623.1.p1
OG0005962	XM_001585136.1.p1	XM_045412523.1.p1
OG0005963	XM_001585738.1.p1	XM_045401930.1.p1
OG0005964	XM_001598318.1.p1	XM_045402217.1.p1
OG0005965	XM_001584609.1.p1	XM_045414705.1.p1
OG0005969	XM_001586312.1.p1	XM_045410993.1.p1
OG0005971	XM_001597486.1.p1	XM_045401029.1.p1
OG0005972	XM_001594997.1.p1	XM_045401775.1.p1
OG0005974	XM_001592570.1.p1	XM_045414647.1.p1
OG0005975	XM_001597676.1.p1	XM_045400877.1.p1
OG0005977	XM_001587237.1.p1	XM_045400404.1.p1
OG0005980	XM_001587692.1.p1	XM_045410058.1.p1
OG0005981	XM_001585071.1.p1	XM_045409529.1.p1
OG0005982	XM_001596940.1.p1	XM_045409825.1.p1
OG0005984	XM_001598161.1.p1	XM_045401781.1.p1
OG0005985	XM_001597378.1.p1	XM_045413678.1.p1
OG0005986	XM_001593085.1.p1	XM_045401814.1.p1
OG0005987	XM_001591804.1.p1	XM_045406586.1.p1
OG0005989	XM_001590574.1.p1	XM_045413033.1.p1
OG0005991	XM_001598343.1.p1	XM_045402668.1.p1
OG0005992	XM_001591607.1.p1	XM_045406695.1.p1, XM_045406694.1.p1
OG0005993	XM_001593729.1.p1	XM_045411313.1.p1
OG0005994	XM_001588651.1.p1	XM_045410934.1.p1
OG0005995	XM_001586949.1.p1	XM_045410085.1.p1
OG0005996	XM_001590738.1.p1	XM_045408460.1.p1
OG0005997	XM_001592179.1.p1	XM_045410148.1.p1
OG0005999	XM_001585451.1.p1	XM_045403295.1.p1
OG0006000	XM_001597602.1.p1	XM_045404705.1.p1
OG0006001	XM_001596590.1.p1	XM_045409184.1.p1
OG0006002	XM_001588493.1.p1	XM_045402222.1.p1
OG0006003	XM_001594696.1.p1	XM_045400484.1.p1
OG0006006	XM_001594461.1.p1	XM_045407658.1.p1, XM_045413574.1.p1
OG0006008	XM_001592370.1.p1	XM_045402048.1.p1
OG0006010	XM_001598664.1.p1	XM_045403408.1.p1
OG0006011	XM_001588617.1.p1	XM_045402211.1.p1
OG0006012	XM_001588565.1.p1	XM_045402324.1.p1
OG0006015	XM_001594884.1.p1	XM_045407141.1.p1
OG0006016	XM_001584682.1.p1	XM_045402857.1.p1
OG0006018	XM_001585362.1.p1	XM_045407782.1.p1
OG0006019	XM_001588378.1.p1	XM_045407487.1.p1
OG0006020	XM_001586932.1.p1	XM_045404509.1.p1
OG0006021	XM_001592533.1.p1	XM_045404108.1.p1
OG0006023	XM_001586163.1.p1	XM_045404309.1.p1
OG0006024	XM_001591170.1.p1	XM_045405527.1.p1
OG0006026	XM_001587415.1.p1	XM_045409263.1.p1
OG0006032	XM_001592892.1.p1	XM_045400446.1.p1
OG0006035	XM_001593690.1.p1	XM_045406330.1.p1
OG0006037	XM_001589767.1.p1	XM_045414749.1.p1
OG0006038	XM_001595316.1.p1	XM_045412401.1.p1
OG0006039	XM_001597174.1.p1	XM_045404256.1.p1
OG0006039	XM_001596355.1.p1	XM_045400951.1.p1
OG0006042	XM_001597861.1.p1	XM_045402354.1.p1
OG0006043	XM_001595347.1.p1	XM_045412052.1.p1
OG0006044	XM_001585802.1.p1	XM_045405047.1.p1
OG0006046	XM_001586273.1.p1	XM_045409697.1.p1
OG0006048	XM_001597445.1.p1	XM_045409847.1.p1
OG0006049	XM_001585606.1.p1	XM_045401079.1.p1
OG0006050	XM_001584911.1.p1	XM_045413894.1.p1
OG0006051	XM_001595566.1.p1	XM_045411351.1.p1
