Orthogroup	Sclerotinia_sclerotiorum_rna_prot	Verticillium_dahliae_rna_prot
OG0005314	XM_001598530.1.p1	XM_009652823.1.p1
OG0005315	XM_001587515.1.p1	XM_009660042.1.p1
OG0005316	XM_001588839.1.p1	XM_009651405.1.p1
OG0005317	XM_001585826.1.p1	XM_009659062.1.p1
OG0005319	XM_001587078.1.p1	XM_009649853.1.p1
OG0005321	XM_001588621.1.p1	XM_009652893.1.p1
OG0005322	XM_001596693.1.p1	XM_009650730.1.p1
OG0005323	XM_001591891.1.p1	XM_009654254.1.p1
OG0005324	XM_001590480.1.p1	XM_009659855.1.p1
OG0005325	XM_001589684.1.p1	XM_009657883.1.p1
OG0005326	XM_001589261.1.p1	XM_009651773.1.p1
OG0005327	XM_001594767.1.p1	XM_009656186.1.p1
OG0005328	XM_001592187.1.p1	XM_009657281.1.p1
OG0005329	XM_001592357.1.p1	XM_009656374.1.p1
OG0005330	XM_001595136.1.p1	XM_009657685.1.p1
OG0005332	XM_001595159.1.p1	XM_009657680.1.p1
OG0005333	XM_001591135.1.p1	XM_009656007.1.p1
OG0005336	XM_001598446.1.p1	XM_009655345.1.p1
OG0005337	XM_001595451.1.p1	XM_009655539.1.p1
OG0005338	XM_001595205.1.p1	XM_009659756.1.p1
OG0005339	XM_001591986.1.p1	XM_009654185.1.p1
OG0005340	XM_001596386.1.p1	XM_009659020.1.p1
OG0005341	XM_001587561.1.p1	XM_009657917.1.p1
OG0005342	XM_001591053.1.p1	XM_009651771.1.p1
OG0005343	XM_001598095.1.p1	XM_009653827.1.p1
OG0005344	XM_001585938.1.p1	XM_009656750.1.p1
OG0005347	XM_001587588.1.p1	XM_009654803.1.p1
OG0005348	XM_001587619.1.p1	XM_009660036.1.p1
OG0005349	XM_001587429.1.p1	XM_009660051.1.p1
OG0005350	XM_001595059.1.p1	XM_009659375.1.p1
OG0005351	XM_001591036.1.p1	XM_009650244.1.p1
OG0005352	XM_001597425.1.p1	XM_009654841.1.p1
OG0005353	XM_001597499.1.p1	XM_009654714.1.p1
OG0005354	XM_001597323.1.p1	XM_009651103.1.p1
OG0005355	XM_001595914.1.p1	XM_009655926.1.p1
OG0005356	XM_001595055.1.p1	XM_009658646.1.p1
OG0005357	XM_001594426.1.p1	XM_009653605.1.p2
OG0005358	XM_001594418.1.p1	XM_009656924.1.p1
OG0005359	XM_001587942.1.p1	XM_009650155.1.p1
OG0005361	XM_001584876.1.p1	XM_009654736.1.p1
OG0005364	XM_001598677.1.p1	XM_009656634.1.p1
OG0005365	XM_001590828.1.p1	XM_009652173.1.p1
OG0005367	XM_001586316.1.p1	XM_009655380.1.p1
OG0005368	XM_001598380.1.p1	XM_009650324.1.p1
OG0005369	XM_001591814.1.p1	XM_009654642.1.p1
OG0005370	XM_001588298.1.p1	XM_009652934.1.p1
OG0005373	XM_001584599.1.p1	XM_009652499.1.p1
OG0005374	XM_001591079.1.p1	XM_009650616.1.p1
OG0005375	XM_001586270.1.p1	XM_009656878.1.p1
OG0005376	XM_001592749.1.p1	XM_009653859.1.p1
OG0005377	XM_001598034.1.p1	XM_009652491.1.p1
OG0005378	XM_001597681.1.p1	XM_009651944.1.p1
OG0005379	XM_001587193.1.p1	XM_009653872.1.p1
OG0005380	XM_001593101.1.p1	XM_009653900.1.p1
OG0005381	XM_001590579.1.p1	XM_009651249.1.p1
OG0005382	XM_001598470.1.p1	XM_009655312.1.p1
OG0005384	XM_001589385.1.p1	XM_009657741.1.p1
OG0005385	XM_001594704.1.p1	XM_009659548.1.p1
OG0005387	XM_001593037.1.p1	XM_009654508.1.p1, XM_009649889.1.p1
OG0005388	XM_001595100.1.p1	XM_009654545.1.p1
OG0005390	XM_001585821.1.p1, XM_001591048.1.p1	XM_009651973.1.p1
OG0005391	XM_001595024.1.p1	XM_009659806.1.p1
OG0005392	XM_001593524.1.p1	XM_009651386.1.p1
OG0005393	XM_001586014.1.p1	XM_009657539.1.p1
OG0005394	XM_001592552.1.p1	XM_009656378.1.p1
OG0005395	XM_001597605.1.p1	XM_009650887.1.p1
OG0005396	XM_001597594.1.p1	XM_009651134.1.p1
OG0005397	XM_001592429.1.p1	XM_009657134.1.p1
OG0005398	XM_001586626.1.p1	XM_009658912.1.p1
OG0005399	XM_001592361.1.p1	XM_009650505.1.p1
OG0005400	XM_001592436.1.p1	XM_009652593.1.p1
OG0005401	XM_001590587.1.p1	XM_009651727.1.p1
OG0005402	XM_001598124.1.p1	XM_009654656.1.p1
OG0005403	XM_001593539.1.p1	XM_009651559.1.p1
OG0005404	XM_001596138.1.p1	XM_009652478.1.p1
OG0005405	XM_001587974.1.p1	XM_009649723.1.p1
OG0005406	XM_001585296.1.p1	XM_009658861.1.p1
OG0005407	XM_001590864.1.p1	XM_009650772.1.p1
OG0005408	XM_001585785.1.p1	XM_009656829.1.p1
OG0005410	XM_001598686.1.p1	XM_009658560.1.p1
OG0005412	XM_001586245.1.p1	XM_009650906.1.p1
OG0005414	XM_001594659.1.p1	XM_009650527.1.p1
OG0005415	XM_001596763.1.p1	XM_009652035.1.p1
OG0005416	XM_001586486.1.p1	XM_009653821.1.p1
OG0005417	XM_001588376.1.p1	XM_009656596.1.p1
OG0005418	XM_001593369.1.p1	XM_009651443.1.p1
OG0005419	XM_001597734.1.p1	XM_009655864.1.p1
OG0005420	XM_001598932.1.p1	XM_009658485.1.p1
OG0005421	XM_001587285.1.p1	XM_009657679.1.p1
OG0005422	XM_001594285.1.p1	XM_009650749.1.p1
OG0005423	XM_001586987.1.p1, XM_001590026.1.p1	XM_009656166.1.p1
OG0005428	XM_001590367.1.p1	XM_009658541.1.p1
OG0005430	XM_001596223.1.p1	XM_009656507.1.p1
OG0005432	XM_001585016.1.p1	XM_009650831.1.p1
OG0005433	XM_001596574.1.p1	XM_009651041.1.p1
OG0005435	XM_001598070.1.p1	XM_009653018.1.p1, XM_009652633.1.p1
OG0005437	XM_001587277.1.p1	XM_009659371.1.p1
OG0005439	XM_001586924.1.p1	XM_009658294.1.p1
OG0005444	XM_001598256.1.p1	XM_009653357.1.p1, XM_009656608.1.p1
OG0005447	XM_001592137.1.p1	XM_009659731.1.p1
OG0005452	XM_001587052.1.p1, XM_001598845.1.p1	XM_009652223.1.p1
OG0005481	XM_001597823.1.p1	XM_009656684.1.p1
OG0005484	XM_001594711.1.p1	XM_009650094.1.p1
OG0005485	XM_001593554.1.p1	XM_009657789.1.p1
OG0005486	XM_001586930.1.p1	XM_009649713.1.p1
OG0005487	XM_001594294.1.p1	XM_009655356.1.p1
OG0005488	XM_001598412.1.p1	XM_009652831.1.p1
OG0005489	XM_001596214.1.p1	XM_009658064.1.p1
OG0005491	XM_001591938.1.p1	XM_009655279.1.p1
OG0005492	XM_001593470.1.p1	XM_009651497.1.p1
OG0005493	XM_001596933.1.p1	XM_009651109.1.p1
OG0005495	XM_001586133.1.p1	XM_009659618.1.p1
OG0005497	XM_001593059.1.p1	XM_009659284.1.p1
OG0005500	XM_001589624.1.p1	XM_009657843.1.p1
OG0005501	XM_001594698.1.p1	XM_009649921.1.p1
OG0005502	XM_001585662.1.p1	XM_009659043.1.p1
OG0005504	XM_001595278.1.p1	XM_009653326.1.p1
OG0005507	XM_001592909.1.p1	XM_009654152.1.p1
OG0005512	XM_001592267.1.p1	XM_009652623.1.p1
OG0005513	XM_001592403.1.p1	XM_009650495.1.p1
OG0005515	XM_001593712.1.p1	XM_009651563.1.p1
OG0005516	XM_001594293.1.p1	XM_009655357.1.p1
OG0005517	XM_001597968.1.p1, XM_001588679.1.p1	XM_009651632.1.p1
OG0005518	XM_001593358.1.p1	XM_009652977.1.p1
OG0005519	XM_001591025.1.p1	XM_009650264.1.p1
OG0005520	XM_001592389.1.p1	XM_009650835.1.p1
OG0005521	XM_001590317.1.p1	XM_009650237.1.p1
OG0005522	XM_001592306.1.p1	XM_009651096.1.p1
OG0005524	XM_001589338.1.p1	XM_009650957.1.p1
OG0005525	XM_001593208.1.p1	XM_009659118.1.p1
OG0005526	XM_001590709.1.p1	XM_009651910.1.p1
OG0005527	XM_001593025.1.p1	XM_009655804.1.p1
OG0005528	XM_001598210.1.p1	XM_009651332.1.p1
OG0005529	XM_001597666.1.p1	XM_009651733.1.p1
OG0005530	XM_001598204.1.p1	XM_009650508.1.p1
OG0005532	XM_001592054.1.p1, XM_001594770.1.p1	XM_009652254.1.p1
OG0005534	XM_001596540.1.p1	XM_009656877.1.p1
OG0005535	XM_001591174.1.p1	XM_009659490.1.p1
OG0005537	XM_001596995.1.p1	XM_009654802.1.p1
OG0005538	XM_001594888.1.p1	XM_009655414.1.p1
OG0005540	XM_001597460.1.p1	XM_009657146.1.p1
OG0005541	XM_001588632.1.p1	XM_009652992.1.p1
OG0005542	XM_001598001.1.p1	XM_009650435.1.p1
OG0005543	XM_001584694.1.p1	XM_009658001.1.p1
OG0005546	XM_001591216.1.p1	XM_009656967.1.p1
OG0005547	XM_001587229.1.p1	XM_009659575.1.p1
OG0005548	XM_001588564.1.p1	XM_009652982.1.p1
OG0005550	XM_001592986.1.p1	XM_009659191.1.p1
OG0005552	XM_001596264.1.p1	XM_009649993.1.p1
OG0005553	XM_001592496.1.p1	XM_009656970.1.p1
OG0005554	XM_001585454.1.p1	XM_009658031.1.p1
OG0005555	XM_001596108.1.p1	XM_009658053.1.p1
OG0005556	XM_001586035.1.p1	XM_009653134.1.p1
OG0005558	XM_001587144.1.p1	XM_009655990.1.p1
OG0005562	XM_001596918.1.p1	XM_009651160.1.p1
OG0005563	XM_001593911.1.p1	XM_009652953.1.p1
OG0005564	XM_001593086.1.p1	XM_009650294.1.p1
OG0005565	XM_001598460.1.p1	XM_009655336.1.p1
OG0005566	XM_001597643.1.p1	XM_009651753.1.p1
OG0005567	XM_001598291.1.p1	XM_009658668.1.p1
OG0005568	XM_001595835.1.p1	XM_009652632.1.p1
OG0005570	XM_001592992.1.p1	XM_009653912.1.p1
OG0005571	XM_001598794.1.p1	XM_009653265.1.p1
OG0005573	XM_001589608.1.p1	XM_009651999.1.p1
OG0005574	XM_001591670.1.p1	XM_009653664.1.p1
OG0005576	XM_001597373.1.p1	XM_009650162.1.p1
OG0005577	XM_001586275.1.p1	XM_009657131.1.p1
OG0005579	XM_001585525.1.p1	XM_009656490.1.p1
OG0005581	XM_001587284.1.p1	XM_009657677.1.p1
OG0005583	XM_001589679.1.p1	XM_009653393.1.p1
OG0005584	XM_001594230.1.p1	XM_009652626.1.p1
OG0005585	XM_001586522.1.p1	XM_009655225.1.p1
OG0005587	XM_001592529.1.p1	XM_009656969.1.p1
OG0005588	XM_001596313.1.p1	XM_009657930.1.p1
OG0005589	XM_001589896.1.p1	XM_009655203.1.p1
OG0005590	XM_001596265.1.p1	XM_009650005.1.p1
OG0005591	XM_001593510.1.p1	XM_009651473.1.p1
OG0005592	XM_001591459.1.p1	XM_009658871.1.p1
OG0005593	XM_001595424.1.p1	XM_009658625.1.p1
OG0005594	XM_001594874.1.p1	XM_009652229.1.p1
OG0005597	XM_001593464.1.p1	XM_009651658.1.p1
OG0005598	XM_001593475.1.p1	XM_009653235.1.p1
OG0005600	XM_001594615.1.p1	XM_009655970.1.p1, XM_009652803.1.p1
OG0005601	XM_001595622.1.p1	XM_009654724.1.p1
OG0005603	XM_001595239.1.p1	XM_009657894.1.p1
OG0005604	XM_001596847.1.p1	XM_009657406.1.p1
OG0005605	XM_001589050.1.p1	XM_009656779.1.p1
OG0005606	XM_001595470.1.p1	XM_009657892.1.p1
OG0005608	XM_001596266.1.p1	XM_009650001.1.p1
OG0005611	XM_001595461.1.p1	XM_009655536.1.p1
OG0005612	XM_001584914.1.p1	XM_009652160.1.p1
OG0005613	XM_001598492.1.p1	XM_009660210.1.p1
OG0005614	XM_001591685.1.p1	XM_009658761.1.p1
OG0005616	XM_001588728.1.p1	XM_009659405.1.p1
OG0005618	XM_001590835.1.p1	XM_009652783.1.p1
OG0005619	XM_001590213.1.p1	XM_009658690.1.p1
OG0005620	XM_001597631.1.p1	XM_009651748.1.p1
OG0005622	XM_001597070.1.p1	XM_009651871.1.p1
OG0005624	XM_001593448.1.p1	XM_009651477.1.p1
OG0005625	XM_001586675.1.p1	XM_009658088.1.p1
OG0005626	XM_001588489.1.p1	XM_009656436.1.p1
OG0005627	XM_001585576.1.p1	XM_009652484.1.p1
OG0005628	XM_001588336.1.p1	XM_009659473.1.p1
OG0005629	XM_001588428.1.p1	XM_009656057.1.p1
OG0005631	XM_001595724.1.p1	XM_009655821.1.p1
OG0005632	XM_001585972.1.p1	XM_009659053.1.p1
OG0005633	XM_001596604.1.p1	XM_009650659.1.p1
OG0005634	XM_001590952.1.p1	XM_009659467.1.p1
OG0005637	XM_001593907.1.p1	XM_009651461.1.p1
OG0005643	XM_001594110.1.p1	XM_009657795.1.p1
OG0005644	XM_001594032.1.p1	XM_009651525.1.p1
OG0005645	XM_001589180.1.p1	XM_009651017.1.p1
OG0005646	XM_001596383.1.p1	XM_009649999.1.p1
OG0005648	XM_001597167.1.p1	XM_009651014.1.p1
OG0005649	XM_001597181.1.p1	XM_009650784.1.p1
OG0005650	XM_001591105.1.p1	XM_009650852.1.p1
OG0005652	XM_001588720.1.p1	XM_009652873.1.p1
OG0005653	XM_001598648.1.p1	XM_009652815.1.p1
OG0005655	XM_001586878.1.p1	XM_009651223.1.p1
OG0005657	XM_001584545.1.p1	XM_009651971.1.p1
OG0005658	XM_001592828.1.p1	XM_009649976.1.p1
OG0005659	XM_001586456.1.p1	XM_009651410.1.p1
OG0005660	XM_001586841.1.p1	XM_009654093.1.p1
OG0005661	XM_001587991.1.p1	XM_009658177.1.p1
OG0005662	XM_001596193.1.p1	XM_009650783.1.p1
OG0005664	XM_001597939.1.p1	XM_009655307.1.p1
OG0005666	XM_001586146.1.p1	XM_009659852.1.p1
OG0005667	XM_001589553.1.p1	XM_009657740.1.p1
OG0005668	XM_001596950.1.p1	XM_009657196.1.p1
OG0005669	XM_001592946.1.p1	XM_009659084.1.p1
OG0005670	XM_001586238.1.p1	XM_009657111.1.p1
OG0005671	XM_001589066.1.p1	XM_009652029.1.p1
OG0005672	XM_001593289.1.p1	XM_009649896.1.p1
OG0005674	XM_001597109.1.p1	XM_009656795.1.p1
OG0005675	XM_001587840.1.p1	XM_009658417.1.p1
OG0005676	XM_001592735.1.p1	XM_009653997.1.p1
OG0005677	XM_001591760.1.p1	XM_009654216.1.p1
OG0005678	XM_001596112.1.p1	XM_009655878.1.p1
OG0005679	XM_001592989.1.p1	XM_009653909.1.p1
OG0005680	XM_001587242.1.p1	XM_009659137.1.p1
OG0005682	XM_001598580.1.p1	XM_009660218.1.p1
OG0005684	XM_001593501.1.p1	XM_009650383.1.p1
OG0005685	XM_001589678.1.p1	XM_009653392.1.p1
OG0005686	XM_001589876.1.p1	XM_009658887.1.p1
OG0005687	XM_001594489.1.p1	XM_009659544.1.p1
OG0005689	XM_001595711.1.p1	XM_009651670.1.p1
OG0005690	XM_001588657.1.p1	XM_009651633.1.p1
OG0005692	XM_001590359.1.p1	XM_009652897.1.p1
OG0005693	XM_001594737.1.p1	XM_009656288.1.p1
OG0005695	XM_001592488.1.p1	XM_009657103.1.p1
OG0005696	XM_001590781.1.p1	XM_009651917.1.p1
OG0005697	XM_001594585.1.p1	XM_009650626.1.p1
OG0005698	XM_001592680.1.p1	XM_009649943.1.p1
OG0005699	XM_001586195.1.p1	XM_009659822.1.p1
OG0005701	XM_001585648.1.p1	XM_009660208.1.p1
OG0005702	XM_001584895.1.p1	XM_009657593.1.p1
OG0005703	XM_001590642.1.p1	XM_009657620.1.p1
OG0005706	XM_001597456.1.p1	XM_009657147.1.p1
OG0005708	XM_001594365.1.p1	XM_009650731.1.p1
OG0005709	XM_001596716.1.p1	XM_009651984.1.p1
OG0005710	XM_001584679.1.p1	XM_009655872.1.p1
OG0005711	XM_001597706.1.p1	XM_009653983.1.p1
OG0005714	XM_001584680.1.p1	XM_009655871.1.p1
OG0005715	XM_001586303.1.p1	XM_009654371.1.p1
OG0005716	XM_001589279.1.p1	XM_009651834.1.p1
OG0005717	XM_001585610.1.p1	XM_009659373.1.p1
OG0005718	XM_001597405.1.p1	XM_009654028.1.p1
OG0005719	XM_001596775.1.p1	XM_009656824.1.p1
OG0005720	XM_001585717.1.p1	XM_009650613.1.p1
OG0005722	XM_001588167.1.p1	XM_009650121.1.p1
OG0005725	XM_001587178.1.p1	XM_009659149.1.p1
OG0005727	XM_001597637.1.p1	XM_009651821.1.p1
OG0005728	XM_001586961.1.p1	XM_009650174.1.p1
OG0005729	XM_001596603.1.p1	XM_009650663.1.p1
OG0005733	XM_001590238.1.p1	XM_009650207.1.p1
OG0005736	XM_001594786.1.p1	XM_009651341.1.p1
OG0005737	XM_001593163.1.p1	XM_009658137.1.p1, XM_009659535.1.p1
OG0005741	XM_001586143.1.p1	XM_009650682.1.p1
OG0005743	XM_001595570.1.p1	XM_009651453.1.p1
OG0005744	XM_001585096.1.p1	XM_009653052.1.p1, XM_009655434.1.p1
OG0005745	XM_001585099.1.p1	XM_009655432.1.p1, XM_009654918.1.p1, XM_009653054.1.p1, XM_009652081.1.p1
OG0005746	XM_001588283.1.p1	XM_009657092.1.p1
OG0005748	XM_001595765.1.p1	XM_009649770.1.p1
OG0005749	XM_001589533.1.p1	XM_009649837.1.p1
OG0005750	XM_001593904.1.p1	XM_009651425.1.p1
OG0005751	XM_001598399.1.p1	XM_009650313.1.p1
OG0005752	XM_001597713.1.p1	XM_009652018.1.p1
OG0005756	XM_001589195.1.p1	XM_009650857.1.p1
OG0005757	XM_001594545.1.p1	XM_009650846.1.p1
OG0005758	XM_001598719.1.p1	XM_009652891.1.p1
OG0005759	XM_001595804.1.p1	XM_009655831.1.p1
OG0005762	XM_001592936.1.p1	XM_009649962.1.p1
OG0005765	XM_001594229.1.p1	XM_009654016.1.p1
OG0005770	XM_001595150.1.p1	XM_009657884.1.p1
OG0005771	XM_001594140.1.p1	XM_009653102.1.p1
OG0005774	XM_001585477.1.p1	XM_009652371.1.p1
OG0005775	XM_001593659.1.p1	XM_009653332.1.p1
OG0005777	XM_001584633.1.p1	XM_009656722.1.p1
OG0005780	XM_001595647.1.p1	XM_009657222.1.p1
OG0005825	XM_001590276.1.p1	XM_009658570.1.p1
OG0005826	XM_001587147.1.p1	XM_009656679.1.p1
OG0005828	XM_001597569.1.p1	XM_009650653.1.p1
OG0005830	XM_001592562.1.p1	XM_009656781.1.p1
OG0005832	XM_001587027.1.p1	XM_009649933.1.p1
OG0005833	XM_001594376.1.p1	XM_009650645.1.p1
OG0005834	XM_001587115.1.p1	XM_009656401.1.p1
OG0005836	XM_001590991.1.p1	XM_009650193.1.p1
OG0005837	XM_001587704.1.p1	XM_009658426.1.p1
OG0005839	XM_001590095.1.p1	XM_009658966.1.p1
OG0005842	XM_001593514.1.p1	XM_009651470.1.p1
OG0005843	XM_001593656.1.p1	XM_009653163.1.p1
OG0005844	XM_001588902.1.p1	XM_009659504.1.p1
OG0005845	XM_001586654.1.p1	XM_009658439.1.p1
OG0005849	XM_001585758.1.p1	XM_009651791.1.p1
OG0005851	XM_001593300.1.p1	XM_009654563.1.p1
OG0005853	XM_001595215.1.p1	XM_009650251.1.p1
OG0005854	XM_001592418.1.p1, XM_001591178.1.p1	XM_009654321.1.p1
OG0005856	XM_001584764.1.p1	XM_009653594.1.p1
OG0005857	XM_001592884.1.p1	XM_009649881.1.p1
OG0005858	XM_001591399.1.p1	XM_009651131.1.p1
OG0005860	XM_001598018.1.p1	XM_009652304.1.p1
OG0005861	XM_001593752.1.p1	XM_009651485.1.p1
OG0005862	XM_001596898.1.p1	XM_009652563.1.p1
OG0005864	XM_001589290.1.p1	XM_009651814.1.p1
OG0005866	XM_001593372.1.p1	XM_009651442.1.p1
OG0005869	XM_001587486.1.p1	XM_009660069.1.p1
OG0005870	XM_001589420.1.p1	XM_009659953.1.p1
OG0005871	XM_001584838.1.p1	XM_009657944.1.p1
OG0005872	XM_001588796.1.p1	XM_009655820.1.p1
OG0005873	XM_001587100.1.p1	XM_009659515.1.p1
OG0005874	XM_001586057.1.p1	XM_009650717.1.p1
OG0005876	XM_001589371.1.p1	XM_009655687.1.p1
OG0005877	XM_001597743.1.p1	XM_009655806.1.p1
OG0005878	XM_001591852.1.p1	XM_009658909.1.p1
OG0005882	XM_001596287.1.p1	XM_009657761.1.p1
OG0005883	XM_001595432.1.p1	XM_009650331.1.p1
OG0005886	XM_001597577.1.p1	XM_009650656.1.p1
OG0005887	XM_001586895.1.p1	XM_009658215.1.p1
OG0005890	XM_001592119.1.p1	XM_009653741.1.p1
OG0005892	XM_001588683.1.p1	XM_009651520.1.p1
OG0005895	XM_001584776.1.p1	XM_009651035.1.p1
OG0005896	XM_001592215.1.p1	XM_009650791.1.p1
OG0005897	XM_001588593.1.p1	XM_009655762.1.p1
OG0005898	XM_001587689.1.p1	XM_009657489.1.p1
OG0005899	XM_001587181.1.p1	XM_009649917.1.p1
OG0005900	XM_001593030.1.p1	XM_009649824.1.p1
OG0005903	XM_001594580.1.p1	XM_009650628.1.p1
OG0005906	XM_001592522.1.p1	XM_009657249.1.p1
OG0005907	XM_001590126.1.p1	XM_009653775.1.p1
OG0005909	XM_001589056.1.p1	XM_009656769.1.p1
OG0005910	XM_001586076.1.p1	XM_009650622.1.p1
OG0005911	XM_001590797.1.p1	XM_009651232.1.p1
OG0005915	XM_001589088.1.p1	XM_009654397.1.p1
OG0005916	XM_001586999.1.p1	XM_009659259.1.p1
OG0005919	XM_001592002.1.p1	XM_009654605.1.p1
OG0005920	XM_001586344.1.p1	XM_009655643.1.p1
OG0005921	XM_001584511.1.p1	XM_009652139.1.p1
OG0005922	XM_001584510.1.p1	XM_009652124.1.p1
OG0005923	XM_001592320.1.p1	XM_009657140.1.p1
OG0005925	XM_001590932.1.p1	XM_009656845.1.p1
OG0005926	XM_001594322.1.p1	XM_009659510.1.p1
OG0005927	XM_001591403.1.p1	XM_009651127.1.p1
OG0005928	XM_001590456.1.p1	XM_009659940.1.p1
OG0005930	XM_001590233.1.p1	XM_009660108.1.p1
OG0005931	XM_001590762.1.p1	XM_009651852.1.p1
OG0005932	XM_001596601.1.p1	XM_009655202.1.p1
OG0005933	XM_001598166.1.p1	XM_009658665.1.p1
OG0005935	XM_001598453.1.p1	XM_009655348.1.p1
OG0005936	XM_001591576.1.p1	XM_009654630.1.p1
OG0005938	XM_001590445.1.p1	XM_009657570.1.p1
OG0005939	XM_001598334.1.p1	XM_009654839.1.p1
OG0005940	XM_001589118.1.p1	XM_009656955.1.p1
OG0005941	XM_001588273.1.p1	XM_009650110.1.p1
OG0005942	XM_001592633.1.p1	XM_009650494.1.p1
OG0005943	XM_001593198.1.p1	XM_009659277.1.p1
OG0005944	XM_001588774.1.p1	XM_009655845.1.p1
OG0005945	XM_001594092.1.p1	XM_009653366.1.p1
OG0005946	XM_001593749.1.p1	XM_009651489.1.p1
OG0005947	XM_001593658.1.p1	XM_009653331.1.p1
OG0005948	XM_001597140.1.p1	XM_009659176.1.p1
OG0005949	XM_001594509.1.p1	XM_009654420.1.p1
OG0005950	XM_001592180.1.p1	XM_009654833.1.p1
OG0005951	XM_001593844.1.p1	XM_009657993.1.p1
OG0005952	XM_001594502.1.p1	XM_009659114.1.p1
OG0005954	XM_001586646.1.p1	XM_009658287.1.p1
OG0005956	XM_001587981.1.p1	XM_009651184.1.p1
OG0005957	XM_001586822.1.p1	XM_009651215.1.p1
OG0005958	XM_001586856.1.p1	XM_009654077.1.p1
OG0005961	XM_001587219.1.p1	XM_009659236.1.p1
OG0005962	XM_001585136.1.p1	XM_009651029.1.p1
OG0005963	XM_001585738.1.p1	XM_009651795.1.p1, XM_009653003.1.p1
OG0005964	XM_001598318.1.p1	XM_009655920.1.p1
OG0005965	XM_001584609.1.p1	XM_009651358.1.p1
OG0005966	XM_001586206.1.p1	XM_009652467.1.p1
OG0005969	XM_001586312.1.p1	XM_009656150.1.p1
OG0005971	XM_001597486.1.p1	XM_009650223.1.p1
OG0005972	XM_001594997.1.p1	XM_009650321.1.p1
OG0005974	XM_001592570.1.p1	XM_009650518.1.p1
OG0005975	XM_001597676.1.p1	XM_009655689.1.p1
OG0005977	XM_001587237.1.p1	XM_009659573.1.p1
OG0005980	XM_001587692.1.p1	XM_009658390.1.p1
OG0005981	XM_001585071.1.p1	XM_009652705.1.p1
OG0005982	XM_001596940.1.p1	XM_009657194.1.p1
OG0005983	XM_001594985.1.p1	XM_009659753.1.p1
OG0005984	XM_001598161.1.p1	XM_009650328.1.p1
OG0005985	XM_001597378.1.p1	XM_009650030.1.p1
OG0005986	XM_001593085.1.p1	XM_009650295.1.p1
OG0005987	XM_001591804.1.p1	XM_009658705.1.p1
OG0005989	XM_001590574.1.p1	XM_009660012.1.p1
OG0005990	XM_001589153.1.p1	XM_009651813.1.p1
OG0005991	XM_001598343.1.p1	XM_009650414.1.p1
OG0005992	XM_001591607.1.p1	XM_009658844.1.p1
OG0005993	XM_001593729.1.p1	XM_009652989.1.p1
OG0005994	XM_001588651.1.p1	XM_009651630.1.p1
OG0005995	XM_001586949.1.p1	XM_009658345.1.p1
OG0005996	XM_001590738.1.p1	XM_009650998.1.p1
OG0005997	XM_001592179.1.p1	XM_009657413.1.p1
OG0006000	XM_001597602.1.p1	XM_009650642.1.p1
OG0006001	XM_001596590.1.p1	XM_009653179.1.p1
OG0006002	XM_001588493.1.p1	XM_009655917.1.p1
OG0006006	XM_001594461.1.p1	XM_009650008.1.p1
OG0006009	XM_001598053.1.p1	XM_009660023.1.p1
OG0006010	XM_001598664.1.p1	XM_009656445.1.p1
OG0006011	XM_001588617.1.p1	XM_009649783.1.p1
OG0006012	XM_001588565.1.p1	XM_009657976.1.p1
OG0006013	XM_001587401.1.p1	XM_009658654.1.p1
OG0006015	XM_001594884.1.p1	XM_009654383.1.p1
OG0006016	XM_001584682.1.p1	XM_009655870.1.p1
OG0006018	XM_001585362.1.p1	XM_009658946.1.p1
OG0006020	XM_001586932.1.p1	XM_009649712.1.p1
OG0006023	XM_001586163.1.p1	XM_009656935.1.p1
OG0006024	XM_001591170.1.p1	XM_009658218.1.p1
OG0006026	XM_001587415.1.p1	XM_009657851.1.p1
OG0006037	XM_001589767.1.p1	XM_009656352.1.p1
OG0006038	XM_001595316.1.p1	XM_009659811.1.p1
OG0006042	XM_001597861.1.p1	XM_009656709.1.p1
OG0006043	XM_001595347.1.p1	XM_009658652.1.p1
OG0006044	XM_001585802.1.p1	XM_009650555.1.p1
OG0006046	XM_001586273.1.p1	XM_009657129.1.p1
OG0006048	XM_001597445.1.p1	XM_009657163.1.p1
OG0006050	XM_001584911.1.p1	XM_009657538.1.p1
OG0006051	XM_001595566.1.p1	XM_009651452.1.p1
OG0006053	XM_001598770.1.p1	XM_009652870.1.p1
OG0006054	XM_001591153.1.p1	XM_009650205.1.p1
OG0006056	XM_001593898.1.p1	XM_009651539.1.p1
OG0006057	XM_001598828.1.p1	XM_009652509.1.p1
OG0006059	XM_001595287.1.p1	XM_009651706.1.p1
OG0006061	XM_001587182.1.p1	XM_009653970.1.p1
OG0006062	XM_001588503.1.p1	XM_009656603.1.p1
OG0006071	XM_001588013.1.p1	XM_009658435.1.p1
OG0006073	XM_001584782.1.p1	XM_009650728.1.p1
OG0006074	XM_001592869.1.p1, XM_001585301.1.p1	XM_009651774.1.p1
OG0006079	XM_001595390.1.p1	XM_009651711.1.p1
OG0006081	XM_001585898.1.p1	XM_009653199.1.p1
OG0006082	XM_001590665.1.p1	XM_009651239.1.p1
OG0006084	XM_001585933.1.p1	XM_009656765.1.p1, XM_009655388.1.p1, XM_009653394.1.p1
OG0006159	XM_001594050.1.p1	XM_009659812.1.p1
